date_obj,Papaya%20fruit price
2015-11-05,1469
2015-11-06,1469
2015-11-07,1506
2015-11-08,1506
2015-11-09,1525
2015-11-10,1525
2015-11-11,1546
2015-11-12,1546
2015-11-13,1558
2015-11-14,1558
2015-11-15,1538
2015-11-16,1538
2015-11-17,1525
2015-11-18,1525
2015-11-19,1555
2015-11-20,1541
2015-11-21,1541
2015-11-22,1486
2015-11-23,1486
2015-11-24,1418
2015-11-25,1360
2015-11-26,1360
2015-11-27,1328
2015-11-28,1321
2015-11-29,1313
2015-11-30,1341
2015-12-01,1341
2015-12-02,1352
2015-12-03,1362
2015-12-04,1362
2015-12-05,1339
2015-12-06,1335
2015-12-07,1329
2015-12-08,1328
2015-12-09,1321
2015-12-10,1304
2015-12-11,1293
2015-12-12,1293
2015-12-13,1277
2015-12-14,1277
2015-12-15,1287
2015-12-16,1335
2015-12-17,1335
2015-12-18,1321
2015-12-19,1321
2015-12-20,1364
2015-12-21,1364
2015-12-22,1356
2015-12-23,1345
2015-12-24,1345
2015-12-25,1321
2015-12-26,1292
2015-12-27,1323
2015-12-28,1323
2015-12-29,1385
2015-12-30,1438
2015-12-31,1469
2016-01-01,1469
2016-01-02,1530
2016-01-03,1555
2016-01-04,1615
2016-01-05,1664
2016-01-06,1660
2016-01-07,1615
2016-01-08,1547
2016-01-09,1494
2016-01-10,1441
2016-01-11,1412
2016-01-12,1474
2016-01-13,1543
2016-01-14,1574
2016-01-15,1550
2016-01-16,1566
2016-01-17,1587
2016-01-18,1601
2016-01-19,1594
2016-01-20,1584
2016-01-21,1556
2016-01-22,1506
2016-01-23,1508
2016-01-24,1491
2016-01-25,1522
2016-01-26,1508
2016-01-27,1499
2016-01-28,1499
2016-01-29,1457
2016-01-30,1457
2016-01-31,1453
2016-02-01,1455
2016-02-02,1471
2016-02-03,1490
2016-02-04,1506
2016-02-05,1536
2016-02-06,1499
2016-02-07,1449
2016-02-08,1406
2016-02-09,1410
2016-02-10,1397
2016-02-11,1354
2016-02-12,1387
2016-02-13,1434
2016-02-14,1434
2016-02-15,1415
2016-02-16,1384
2016-02-17,1393
2016-02-18,1393
2016-02-19,1381
2016-02-20,1334
2016-02-21,1319
2016-02-22,1319
2016-02-23,1346
2016-02-24,1370
2016-02-25,1366
2016-02-26,1366
2016-02-27,1381
2016-02-28,1357
2016-02-29,1379
2016-03-01,1399
2016-03-02,1372
2016-03-03,1385
2016-03-04,1399
2016-03-05,1383
2016-03-06,1377
2016-03-07,1377
2016-03-08,1394
2016-03-09,1403
2016-03-10,1389
2016-03-11,1388
2016-03-12,1391
2016-03-13,1389
2016-03-14,1358
2016-03-15,1370
2016-03-16,1394
2016-03-17,1391
2016-03-18,1350
2016-03-19,1310
2016-03-20,1282
2016-03-21,1283
2016-03-22,1274
2016-03-23,1288
2016-03-24,1318
2016-03-25,1294
2016-03-26,1273
2016-03-27,1262
2016-03-28,1260
2016-03-29,1302
2016-03-30,1302
2016-03-31,1329
2016-04-01,1307
2016-04-02,1246
2016-04-03,1215
2016-04-04,1200
2016-04-05,1172
2016-04-06,1199
2016-04-07,1229
2016-04-08,1271
2016-04-09,1244
2016-04-10,1208
2016-04-11,1208
2016-04-12,1173
2016-04-13,1199
2016-04-14,1206
2016-04-15,1204
2016-04-16,1194
2016-04-17,1185
2016-04-18,1198
2016-04-19,1182
2016-04-20,1212
2016-04-21,1182
2016-04-22,1182
2016-04-23,1162
2016-04-24,1188
2016-04-25,1164
2016-04-26,1154
2016-04-27,1161
2016-04-28,1160
2016-04-29,1161
2016-04-30,1157
2016-05-01,1154
2016-05-02,1152
2016-05-03,1153
2016-05-04,1141
2016-05-05,1110
2016-05-06,1110
2016-05-07,1116
2016-05-08,1062
2016-05-09,1095
2016-05-10,1081
2016-05-11,1057
2016-05-12,1010
2016-05-13,1033
2016-05-14,1010
2016-05-15,1009
2016-05-16,1004
2016-05-17,1005
2016-05-18,1051
2016-05-19,1082
2016-05-22,1163
2016-05-23,1130
2016-05-24,1163
2016-05-25,1200
2016-05-26,1161
2016-05-27,1137
2016-05-28,1137
2016-05-29,1113
2016-05-30,1113
2016-05-31,1142
2016-06-01,1148
2016-06-02,1155
2016-06-03,1144
2016-06-04,1117
2016-06-05,1128
2016-06-06,1154
2016-06-07,1154
2016-06-08,1156
2016-06-09,1165
2016-06-10,1178
2016-06-11,1220
2016-06-12,1169
2016-06-13,1152
2016-06-14,1171
2016-06-15,1194
2016-06-16,1171
2016-06-17,1157
2016-06-18,1121
2016-06-19,1112
2016-06-20,1111
2016-06-21,1105
2016-06-22,1127
2016-06-23,1132
2016-06-24,1131
2016-06-25,1147
2016-06-26,1146
2016-06-27,1136
2016-06-28,1138
2016-06-29,1127
2016-06-30,1138
2016-07-01,1134
2016-07-02,1116
2016-07-03,1113
2016-07-04,1119
2016-07-05,1137
2016-07-06,1120
2016-07-07,1119
2016-07-08,1121
2016-07-09,1119
2016-07-10,1117
2016-07-11,1115
2016-07-12,1121
2016-07-13,1121
2016-07-14,1121
2016-07-15,1124
2016-07-16,1119
2016-07-17,1097
2016-07-18,1111
2016-07-23,1122
2016-07-24,1102
2016-07-25,1106
2016-07-26,1118
2016-07-27,1113
2016-07-28,1116
2016-07-29,1117
2016-07-30,1115
2016-07-31,1115
2016-08-01,1116
2016-08-02,1119
2016-08-03,1117
2016-08-04,1121
2016-08-05,1139
2016-08-06,1186
2016-08-07,1213
2016-08-08,1216
2016-08-09,1228
2016-08-10,1258
2016-08-11,1293
2016-08-12,1318
2016-08-13,1281
2016-08-14,1249
2016-08-15,1222
2016-08-16,1188
2016-08-17,1195
2016-08-18,1193
2016-08-19,1235
2016-08-20,1270
2016-08-21,1240
2016-08-22,1234
2016-08-23,1190
2016-08-24,1168
2016-08-25,1157
2016-08-26,1157
2016-08-28,1173
2016-08-31,1177
2016-09-01,1209
2016-09-02,1209
2016-09-03,1258
2016-09-04,1301
2016-09-05,1364
2016-09-06,1433
2016-09-07,1505
2016-09-08,1579
2016-09-09,1595
2016-09-10,1664
2016-09-11,1619
2016-09-12,1583
2016-09-13,1590
2016-09-14,1523
2016-09-15,1446
2016-09-16,1373
2016-09-17,1304
2016-09-18,1238
2016-09-19,1176
2016-09-20,1117
2016-09-21,1061
2016-09-22,1010
2016-09-23,961
2016-09-24,958
2016-09-25,924
2016-09-26,881
2016-09-27,869
2016-09-28,834
2016-09-29,794
2016-09-30,757
2016-10-01,719
2016-10-02,683
2016-10-03,648
2016-10-04,630
2016-10-05,605
2016-10-06,586
2016-10-07,588
2016-10-08,601
2016-10-09,632
2016-10-10,650
2016-10-11,623
2016-10-12,610
2016-10-13,580
2016-10-14,551
2016-10-15,524
2016-10-16,518
2016-10-17,539
2016-10-18,560
2016-10-19,580
2016-10-20,573
2016-10-21,573
2016-10-22,553
2016-10-23,548
2016-10-24,544
2016-10-25,537
2016-10-26,514
2016-10-27,491
2016-10-28,473
2016-10-29,467
2016-10-30,458
2016-10-31,437
2016-11-01,418
2016-11-02,409
2016-11-03,406
2016-11-04,423
2016-11-05,445
2016-11-06,464
2016-11-07,461
2016-11-08,459
2016-11-09,451
2016-11-10,451
2016-11-11,454
2016-11-12,467
2016-11-13,476
2016-11-14,454
2016-12-07,407
2016-12-08,399
2016-12-09,393
2016-12-10,387
2016-12-11,403
2016-12-12,417
2016-12-13,416
2016-12-14,409
2016-12-15,416
2016-12-16,411
2016-12-17,403
2016-12-18,398
2016-12-19,392
2016-12-20,379
2016-12-21,390
2016-12-22,399
2016-12-23,399
2016-12-24,402
2016-12-25,396
2016-12-26,392
2016-12-27,391
2016-12-28,387
2016-12-29,387
2016-12-30,391
2016-12-31,388
2017-01-01,388
2017-01-02,400
2017-01-03,395
2017-01-04,386
2017-01-05,366
2017-01-06,352
2017-01-07,351
2017-01-08,354
2017-01-09,338
2017-01-10,321
2017-01-11,304
2017-01-12,288
2017-01-13,277
2017-01-14,272
2017-01-15,273
2017-01-16,280
2017-01-17,294
2017-01-18,303
2017-01-19,311
2017-01-20,304
2017-01-21,297
2017-01-22,293
2017-01-27,282
2017-01-28,290
2017-01-29,287
2017-01-30,285
2017-01-31,294
2017-02-01,289
2017-02-02,282
2017-02-03,273
2017-02-04,274
2017-02-05,273
2017-02-06,273
2017-02-07,275
2017-02-08,281
2017-02-09,279
2017-02-10,280
2017-02-11,286
2017-02-12,294
2017-02-13,292
2017-02-14,291
2017-02-15,287
2017-02-16,288
2017-02-18,280
2017-02-19,275
2017-02-20,278
2017-02-21,284
2017-02-22,278
2017-02-23,267
2017-02-24,261
2017-02-25,270
2017-02-26,272
2017-02-27,280
2017-02-28,281
2017-03-01,278
2017-03-02,279
2017-03-03,286
2017-03-04,291
2017-03-05,288
2017-03-06,297
2017-03-07,301
2017-03-08,301
2017-03-09,301
2017-03-10,294
2017-03-11,294
2017-03-12,290
2017-03-13,295
2017-03-14,300
2017-03-15,303
2017-03-16,300
2017-03-17,301
2017-03-18,297
2017-03-19,300
2017-03-20,303
2017-03-21,307
2017-03-22,323
2017-03-23,334
2017-03-24,340
2017-03-25,333
2017-03-26,328
2017-03-27,323
2017-03-28,328
2017-03-29,333
2017-03-30,331
2017-03-31,332
2017-04-01,333
2017-04-02,338
2017-04-03,352
2017-04-04,370
2017-04-12,544
2017-04-13,551
2017-04-14,548
2017-04-15,522
2017-04-16,495
2017-04-17,470
2017-04-18,446
2017-04-19,424
2017-04-20,409
2017-04-21,396
2017-04-22,393
2017-04-23,386
2017-04-24,379
2017-04-25,375
2017-04-26,381
2017-04-27,394
2017-04-28,395
2017-04-29,400
2017-04-30,404
2017-05-01,412
2017-05-02,415
2017-05-03,411
2017-05-04,406
2017-05-05,411
2017-05-06,431
2017-05-07,441
2017-05-08,436
2017-05-09,440
2017-05-10,445
2017-05-11,449
2017-05-12,446
2017-05-13,460
2017-05-14,464
2017-05-15,466
2017-05-16,462
2017-05-17,472
2017-05-18,495
2017-05-19,518
2017-05-20,541
2017-05-21,558
2017-05-22,583
2017-05-23,590
2017-05-24,610
2017-05-25,631
2017-05-26,635
2017-05-27,605
2017-05-28,579
2017-05-29,551
2017-05-30,523
2017-05-31,500
2017-06-01,476
2017-06-02,452
2017-06-03,429
2017-06-06,366
2017-06-07,347
2017-06-08,331
2017-06-09,323
2017-06-10,316
2017-06-11,303
2017-06-12,294
2017-06-13,283
2017-06-14,278
2017-06-15,280
2017-06-16,289
2017-06-17,289
2017-06-18,283
2017-06-19,280
2017-06-20,286
2017-06-21,287
2017-06-22,279
2017-06-23,286
2017-06-24,280
2017-06-25,276
2017-06-26,277
2017-06-27,282
2017-06-28,297
2017-06-29,308
2017-06-30,310
2017-07-01,309
2017-07-02,314
2017-07-03,317
2017-07-04,318
2017-07-05,314
2017-07-06,319
2017-07-07,315
2017-07-08,317
2017-07-13,296
2017-07-14,289
2017-07-15,285
2017-07-16,277
2017-07-17,280
2017-07-18,286
2017-07-19,288
2017-07-20,287
2017-07-21,298
2017-07-22,294
2017-07-23,290
2017-07-24,287
2017-07-25,286
2017-07-26,284
2017-07-27,281
2017-07-28,283
2017-07-29,286
2017-07-30,284
2017-07-31,284
2017-08-01,288
2017-08-02,289
2017-08-03,285
2017-08-04,293
2017-08-05,288
2017-08-06,284
2017-08-09,284
2017-08-10,278
2017-08-11,271
2017-08-12,272
2017-08-13,269
2017-08-14,268
2017-08-15,270
2017-08-17,273
2017-08-18,280
2017-08-19,279
2017-08-20,279
2017-08-21,282
2017-08-22,284
2017-08-23,285
2017-08-24,283
2017-08-25,279
2017-08-26,276
2017-08-27,274
2017-08-28,272
2017-08-29,275
2017-08-30,275
2017-08-31,273
2017-09-01,270
2017-09-02,268
2017-09-03,264
2017-09-04,260
2017-09-05,251
2017-09-06,252
2017-09-07,249
2017-09-08,250
2017-09-09,243
2017-09-10,242
2017-09-11,245
2017-09-12,244
2017-09-13,245
2017-09-14,246
2017-09-15,246
2017-09-16,246
2017-09-17,245
2017-09-19,242
2017-09-20,245
2017-09-21,242
2017-09-22,239
2017-09-23,240
2017-09-24,243
2017-09-25,251
2017-09-26,251
2017-09-27,243
2017-09-28,252
2017-09-29,254
2017-09-30,254
2017-10-01,257
2017-10-02,259
2017-10-03,254
2017-10-04,250
2017-10-05,244
2017-10-06,239
2017-10-07,241
2017-10-08,244
2017-10-09,244
2017-10-10,242
2017-10-11,242
2017-10-12,245
2017-10-13,244
2017-10-14,246
2017-10-15,248
2017-10-16,246
2017-10-17,249
2017-10-18,242
2017-10-19,244
2017-10-20,244
2017-10-21,245
2017-10-22,242
2017-10-23,239
2017-10-24,238
2017-10-25,242
2017-10-26,240
2017-10-27,247
2017-10-28,248
2017-10-29,243
2017-10-30,246
2017-10-31,247
2017-11-01,244
2017-11-02,244
2017-11-03,249
2017-11-04,249
2017-11-05,247
2017-11-06,250
2017-11-07,254
2017-11-08,260
2017-11-09,257
2017-11-10,254
2017-11-11,251
2017-11-12,253
2017-11-13,251
2017-11-14,252
2017-11-15,253
2017-11-16,254
2017-11-17,247
2017-11-18,249
2017-11-19,251
2017-11-20,251
2017-11-21,251
2017-11-22,249
2017-11-23,248
2017-11-24,245
2017-11-25,242
2017-11-26,238
2017-11-27,239
2017-11-28,235
2017-11-29,235
2017-11-30,239
2017-12-01,229
2017-12-02,218
2017-12-03,210
2017-12-04,204
2017-12-05,202
2017-12-06,211
2017-12-07,219
2017-12-08,212
2017-12-09,210
2017-12-10,215
2017-12-11,217
2017-12-12,222
2017-12-14,223
2017-12-15,222
2017-12-16,214
2017-12-17,212
2017-12-18,204
2017-12-19,201
2017-12-20,205
2017-12-21,206
2017-12-22,203
2017-12-23,201
2017-12-24,204
2017-12-25,208
2017-12-26,210
2017-12-27,208
2017-12-28,210
2017-12-29,204
2017-12-30,201
2017-12-31,198
2018-01-01,203
2018-01-02,201
2018-01-03,203
2018-01-04,207
2018-01-05,211
2018-01-06,211
2018-01-07,206
2018-01-08,200
2018-01-09,198
2018-01-10,197
2018-01-11,198
2018-01-12,201
2018-01-13,199
2018-01-14,202
2018-01-15,209
2018-01-16,213
2018-01-17,218
2018-01-18,221
2018-01-19,223
2018-01-20,224
2018-01-21,227
2018-01-22,224
2018-01-23,219
2018-01-24,223
2018-01-25,225
2018-01-26,228
2018-01-27,230
2018-01-28,230
2018-01-29,225
2018-01-31,230
2018-02-01,239
2018-02-02,248
2018-02-03,253
2018-02-04,258
2018-02-05,269
2018-02-06,283
2018-02-07,298
2018-02-08,313
2018-02-09,329
2018-02-10,346
2018-02-11,356
2018-02-12,354
2018-02-13,372
2018-02-14,385
2018-02-15,400
2018-02-16,405
2018-02-17,415
2018-02-18,415
2018-02-19,416
2018-02-20,412
2018-02-21,409
2018-02-22,404
2018-02-23,390
2018-02-24,373
2018-02-25,356
2018-02-26,341
2018-02-27,347
2018-03-01,352
2018-03-02,361
2018-03-03,348
2018-03-04,334
2018-03-05,328
2018-03-06,320
2018-03-07,314
2018-03-08,313
2018-03-09,309
2018-03-10,303
2018-03-11,291
2018-03-12,277
2018-03-13,266
2018-03-14,260
2018-03-15,264
2018-03-16,272
2018-03-17,283
2018-03-18,290
2018-03-19,288
2018-03-20,283
2018-03-21,279
2018-03-23,304
2018-03-24,308
2018-03-26,312
2018-03-27,318
2018-03-28,320
2018-03-29,316
2018-03-30,320
2018-03-31,328
2018-04-01,339
2018-04-02,342
2018-04-03,341
2018-04-04,343
2018-04-05,335
2018-04-06,344
2018-04-08,366
2018-04-09,370
2018-04-10,377
2018-04-11,379
2018-04-12,379
2018-04-13,373
2018-04-14,363
2018-04-15,359
2018-04-16,349
2018-04-17,342
2018-04-18,349
2018-04-19,344
2018-04-20,336
2018-04-21,337
2018-04-22,333
2018-04-23,326
2018-04-24,329
2018-04-25,330
2018-04-26,340
2018-04-27,347
2018-04-28,339
2018-04-29,338
2018-04-30,339
2018-05-01,340
2018-05-02,335
2018-05-04,328
2018-05-05,332
2018-05-06,326
2018-05-07,329
2018-05-08,326
2018-05-09,321
2018-05-10,318
2018-05-11,310
2018-05-12,306
2018-05-13,312
2018-05-14,308
2018-05-15,298
2018-05-16,293
2018-05-17,290
2018-05-18,276
2018-05-19,262
2018-05-20,248
2018-05-21,243
2018-05-22,252
2018-05-23,256
2018-05-24,255
2018-05-25,263
2018-05-26,265
2018-05-27,264
2018-05-28,274
2018-05-29,287
2018-05-30,301
2018-05-31,299
2018-06-01,299
2018-06-02,291
2018-06-03,287
2018-06-04,285
2018-06-05,282
2018-06-06,275
2018-06-07,274
2018-06-08,277
2018-06-09,281
2018-06-10,285
2018-06-11,282
2018-06-12,281
2018-06-13,282
2018-06-14,285
2018-06-15,289
2018-06-16,286
2018-06-17,290
2018-06-18,288
2018-06-19,294
2018-06-20,288
2018-06-21,287
2018-06-22,291
2018-06-23,295
2018-06-24,306
2018-06-25,298
2018-06-26,291
2018-06-27,287
2018-06-28,289
2018-06-29,287
2018-06-30,287
2018-07-01,284
2018-07-02,283
2018-07-03,283
2018-07-04,283
2018-07-05,282
2018-07-06,282
2018-07-07,287
2018-07-08,297
2018-07-09,303
2018-07-10,301
2018-07-11,294
2018-07-12,291
2018-07-13,292
2018-07-14,300
2018-07-15,305
2018-07-16,304
2018-07-17,309
2018-07-18,310
2018-07-19,315
2018-07-20,311
2018-07-21,313
2018-07-22,310
2018-07-23,317
2018-07-24,320
2018-07-25,334
2018-07-26,342
2018-07-27,338
2018-07-28,343
2018-07-29,332
2018-07-30,330
2018-07-31,331
2018-08-01,324
2018-08-02,329
2018-08-03,325
2018-08-04,328
2018-08-05,327
2018-08-06,328
2018-08-07,334
2018-08-08,336
2018-08-09,344
2018-08-10,351
2018-08-11,366
2018-08-12,369
2018-08-14,362
2018-08-16,350
2018-08-17,354
2018-08-18,348
2018-08-19,347
2018-08-20,347
2018-08-21,345
2018-08-22,349
2018-08-23,349
2018-08-24,349
2018-08-25,347
2018-08-26,342
2018-08-27,345
2018-08-28,343
2018-08-29,347
2018-08-30,344
2018-08-31,341
2018-09-01,336
2018-09-02,327
2018-09-03,319
2018-09-04,311
2018-09-05,306
2018-09-06,300
2018-09-07,298
2018-09-08,293
2018-09-09,293
2018-09-10,287
2018-09-11,285
2018-09-12,279
2018-09-13,272
2018-09-14,262
2018-09-15,253
2018-09-16,244
2018-09-17,245
2018-09-18,244
2018-09-19,255
2018-09-20,261
2018-09-21,259
2018-09-22,256
2018-09-23,253
2018-09-24,254
2018-09-25,252
2018-09-26,251
2018-09-27,253
2018-09-28,254
2018-09-29,260
2018-09-30,265
2018-10-02,275
2018-10-03,287
2018-10-04,299
2018-10-05,313
2018-10-06,311
2018-10-07,300
2018-10-08,298
2018-10-09,299
2018-10-10,300
2018-10-11,313
2018-10-12,326
2018-10-13,326
2018-10-14,322
2018-10-15,321
2018-10-16,318
2018-10-17,316
2018-10-18,317
2018-10-19,323
2018-10-20,319
2018-10-21,320
2018-10-22,327
2018-10-23,340
2018-10-24,348
2018-10-25,366
2018-10-26,384
2018-10-27,404
2018-10-28,420
2018-10-29,431
2018-10-30,436
2018-10-31,436
2018-11-01,423
2018-11-03,410
2018-11-04,396
2018-11-05,379
2018-11-06,375
2018-11-07,372
2018-11-08,372
2018-11-09,377
2018-11-10,370
2018-11-11,363
2018-11-12,349
2018-11-13,340
2018-11-15,347
2018-11-16,335
2018-11-17,323
2018-11-18,312
2018-11-19,304
2018-11-20,305
2018-11-21,306
2018-11-22,311
2018-11-23,301
2018-11-24,303
2018-11-25,309
2018-11-26,310
2018-11-27,310
2018-11-28,325
2018-11-29,342
2018-12-01,375
2018-12-02,375
2018-12-03,385
2018-12-04,375
2018-12-05,359
2018-12-07,335
2018-12-09,315
2018-12-10,313
2018-12-11,325
2018-12-12,335
2018-12-13,351
2018-12-14,347
2018-12-15,341
2018-12-16,332
2018-12-17,325
2018-12-18,319
2018-12-19,331
2018-12-20,334
2018-12-21,342
2018-12-22,351
2018-12-23,337
2018-12-24,331
2018-12-25,322
2018-12-26,320
2018-12-27,329
2018-12-28,345
2018-12-29,357
2018-12-30,368
2018-12-31,366
2019-01-01,366
2019-01-02,375
2019-01-03,384
2019-01-04,383
2019-01-05,391
2019-01-06,385
2019-01-08,373
2019-01-10,362
2019-01-11,344
2019-01-12,329
2019-01-13,314
2019-01-14,304
2019-01-15,291
2019-01-16,286
2019-01-17,298
2019-01-18,313
2019-01-19,326
2019-01-20,329
2019-01-21,342
2019-01-22,353
2019-01-23,366
2019-01-24,384
2019-01-25,397
2019-01-26,386
2019-01-27,369
2019-01-28,364
2019-01-29,357
2019-01-30,362
2019-01-31,370
2019-02-01,387
2019-02-02,398
2019-02-03,385
2019-02-04,368
2019-02-05,379
2019-02-06,381
2019-02-07,388
2019-02-08,401
2019-02-09,399
2019-02-10,398
2019-02-11,401
2019-02-12,404
2019-02-13,409
2019-02-14,409
2019-02-15,409
2019-02-16,407
2019-02-17,406
2019-02-18,410
2019-02-19,410
2019-02-20,409
2019-02-21,412
2019-02-22,431
2019-02-23,451
2019-02-24,472
2019-02-25,496
2019-02-26,518
2019-02-27,544
2019-02-28,568
2019-03-01,541
2019-03-02,521
2019-03-03,507
2019-03-04,498
2019-03-05,518
2019-03-06,544
2019-03-07,572
2019-03-08,601
2019-03-09,632
2019-03-10,654
2019-03-11,667
2019-03-12,690
2019-03-13,725
2019-03-14,762
2019-03-15,795
2019-03-16,779
2019-03-17,761
2019-03-18,788
2019-03-19,828
2019-03-20,866
2019-03-21,893
2019-03-22,885
2019-03-23,864
2019-03-24,856
2019-03-25,831
2019-03-26,819
2019-03-27,811
2019-03-28,813
2019-03-29,787
2019-03-30,767
2019-03-31,747
2019-04-01,722
2019-04-02,719
2019-04-03,726
2019-04-04,724
2019-04-05,713
2019-04-06,696
2019-04-07,673
2019-04-08,663
2019-04-09,648
2019-04-10,642
2019-04-11,660
2019-04-12,687
2019-04-13,719
2019-04-14,702
2019-04-15,678
2019-04-16,699
2019-04-17,708
2019-04-18,701
2019-04-19,682
2019-04-20,683
2019-04-21,670
2019-04-22,702
2019-04-23,731
2019-04-24,729
2019-04-25,746
2019-04-26,767
2019-04-27,746
2019-04-28,732
2019-04-29,721
2019-04-30,711
2019-05-01,685
2019-05-02,696
2019-05-03,708
2019-05-04,683
2019-05-05,682
2019-05-06,690
2019-05-07,708
2019-05-08,705
2019-05-09,725
2019-05-10,725
2019-05-11,710
2019-05-12,694
2019-05-13,713
2019-05-14,737
2019-05-15,762
2019-05-16,753
2019-05-17,717
2019-05-18,706
2019-05-19,695
2019-05-20,684
2019-05-21,681
2019-05-22,706
2019-05-23,718
2019-05-24,716
2019-05-25,731
2019-05-26,747
2019-05-27,760
2019-05-28,746
2019-05-29,749
2019-05-30,771
2019-05-31,784
2019-06-01,815
2019-06-02,806
2019-06-03,815
2019-06-04,852
2019-06-05,890
2019-06-06,931
2019-06-07,975
2019-06-08,976
2019-06-09,975
2019-06-10,935
2019-06-11,898
2019-06-12,864
2019-06-13,833
2019-06-14,814
2019-06-15,780
2019-06-16,774
2019-06-17,780
2019-06-18,782
2019-06-19,787
2019-06-20,784
2019-06-21,784
2019-06-22,783
2019-06-23,781
2019-06-24,776
2019-06-25,772
2019-06-26,766
2019-06-27,777
2019-06-28,804
2019-06-29,819
2019-06-30,820
2019-07-01,792
2019-07-02,796
2019-07-03,820
2019-07-04,829
2019-07-05,828
2019-07-06,821
2019-07-07,840
2019-07-08,854
2019-07-09,849
2019-07-10,870
2019-07-11,856
2019-07-12,846
