date_obj,Yak-hide%20armour%20(top) price
2015-03-05,20958
2015-03-06,19962
2015-03-07,19962
2015-03-08,19962
2015-03-09,19962
2015-03-10,19962
2015-03-11,18987
2015-03-12,18987
2015-03-13,18987
2015-03-14,18987
2015-03-15,18987
2015-03-16,18071
2015-03-17,18071
2015-03-18,18071
2015-03-19,18071
2015-03-20,18071
2015-03-21,17180
2015-03-22,17180
2015-03-23,17180
2015-03-24,17180
2015-03-25,17180
2015-03-26,16385
2015-03-27,16385
2015-03-28,16385
2015-03-29,16385
2015-03-30,16385
2015-03-31,15589
2015-04-01,15589
2015-04-02,15589
2015-04-03,15589
2015-04-04,14832
2015-04-05,14832
2015-04-06,14832
2015-04-07,14832
2015-04-08,14832
2015-04-09,14107
2015-04-10,14107
2015-04-11,14107
2015-04-12,14107
2015-04-13,13440
2015-04-14,13440
2015-04-15,13440
2015-04-16,13440
2015-04-17,13440
2015-04-18,12797
2015-04-19,12797
2015-04-20,12797
2015-04-21,12797
2015-04-22,12797
2015-04-23,12204
2015-04-24,12204
2015-04-25,12204
2015-04-26,12204
2015-04-27,11619
2015-04-28,11619
2015-04-29,11619
2015-04-30,11619
2015-05-01,11044
2015-05-02,11044
2015-05-03,11044
2015-05-04,11044
2015-05-05,10497
2015-05-06,10497
2015-05-07,10497
2015-05-08,10003
2015-05-09,10003
2015-05-10,10003
2015-05-11,10003
2015-05-12,9506
2015-05-13,9506
2015-05-14,9506
2015-05-15,9506
2015-05-16,9039
2015-05-17,9039
2015-05-18,9039
2015-05-19,8604
2015-05-20,8604
2015-05-21,8604
2015-05-22,8604
2015-05-23,8184
2015-05-24,8184
2015-05-25,8184
2015-05-26,7788
2015-05-27,7788
2015-05-28,7788
2015-05-29,7411
2015-05-30,7411
2015-05-31,7051
2015-06-01,7051
2015-06-02,6704
2015-06-03,6704
2015-06-04,6704
2015-06-05,6371
2015-06-06,6371
2015-06-07,6062
2015-06-08,6062
2015-06-09,6062
2015-06-10,5767
2015-06-11,5767
2015-06-12,5767
2015-06-13,5483
2015-06-14,5483
2015-06-15,5483
2015-06-16,5226
2015-06-17,5226
2015-06-18,4976
2015-06-19,4976
2015-06-20,4976
2015-06-21,4751
2015-06-22,4751
2015-06-23,4751
2015-06-24,4530
2015-06-25,4530
2015-06-26,4530
2015-06-27,4310
2015-06-28,4310
2015-06-29,4104
2015-06-30,4104
2015-07-01,4104
2015-07-02,3917
2015-07-03,3917
2015-07-04,3729
2015-07-05,3729
2015-07-06,3729
2015-07-07,3546
2015-07-08,3546
2015-07-09,3546
2015-07-10,3379
2015-07-11,3379
2015-07-12,3379
2015-07-13,3213
2015-07-14,3213
2015-07-15,3055
2015-07-16,3055
2015-07-17,2910
2015-07-18,2910
2015-07-19,2910
2015-07-20,2770
2015-07-21,2770
2015-07-22,2644
2015-07-23,2644
2015-07-24,2515
2015-07-25,2515
2015-07-26,2515
2015-07-27,2393
2015-07-28,2393
2015-07-29,2276
2015-07-30,2276
2015-07-31,2276
2015-08-01,2167
2015-08-02,2167
2015-08-03,2061
2015-08-04,2061
2015-08-05,1961
2015-08-06,1961
2015-08-07,1961
2015-08-08,1872
2015-08-09,1872
2015-08-10,1784
2015-08-11,1784
2015-08-12,1784
2015-08-13,1702
2015-08-14,1702
2015-08-15,1702
2015-08-16,1619
2015-08-17,1619
2015-08-18,1542
2015-08-19,1542
2015-08-20,1542
2015-08-21,1480
2015-08-22,1480
2015-08-23,1480
2015-08-24,1410
2015-08-25,1410
2015-08-26,1410
2015-08-27,1348
2015-08-28,1348
2015-08-29,1348
2015-08-30,1348
2015-08-31,1348
2015-09-01,1280
2015-09-02,1280
2015-09-07,1224
2015-09-08,1165
2015-09-10,1165
2015-09-14,1095
2015-09-16,1095
2015-09-22,1000
2015-09-23,1000
2015-09-24,1000
2015-09-25,1000
2015-09-27,965
2015-09-28,965
2015-09-29,965
2015-09-30,965
2015-10-05,874
2015-10-06,874
2015-10-07,874
2015-10-08,874
2015-10-09,832
2015-10-10,832
2015-10-11,832
2015-10-12,832
2015-10-13,794
2015-10-14,794
2015-10-15,794
2015-10-16,794
2015-10-17,755
2015-10-18,755
2015-10-19,755
2015-10-20,755
2015-10-22,720
2015-10-23,720
2015-10-24,720
2015-10-25,687
2015-10-26,687
2015-10-27,687
2015-10-29,658
2015-10-30,658
2015-10-31,658
2015-11-01,658
2015-11-02,630
2015-11-03,630
2015-11-05,630
2015-11-06,630
2015-11-07,598
2015-11-08,598
2015-11-09,598
2015-11-10,598
2015-11-11,598
2015-11-12,570
2015-11-13,570
2015-11-14,570
2015-11-15,570
2015-11-16,570
2015-11-17,543
2015-11-18,543
2015-11-19,543
2015-11-20,543
2015-11-21,543
2015-11-22,515
2015-11-23,515
2015-11-24,515
2015-11-25,515
2015-11-26,515
2015-11-27,490
2015-11-28,490
2015-11-29,490
2015-11-30,490
2015-12-01,465
2015-12-02,465
2015-12-03,465
2015-12-04,465
2015-12-05,443
2015-12-06,443
2015-12-07,443
2015-12-08,443
2015-12-09,421
2015-12-10,421
2015-12-11,421
2015-12-13,404
2015-12-14,404
2015-12-15,404
2015-12-16,404
2015-12-17,387
2015-12-18,387
2015-12-19,387
2015-12-20,369
2015-12-21,369
2015-12-22,369
2015-12-23,351
2015-12-24,351
2015-12-25,351
2015-12-26,351
2015-12-27,334
2015-12-28,334
2015-12-29,334
2015-12-30,317
2015-12-31,317
2016-01-01,317
2016-01-02,313
2016-01-03,313
2016-01-04,313
2016-01-05,299
2016-01-06,299
2016-01-07,299
2016-01-08,285
2016-01-09,285
2016-01-10,285
2016-01-11,272
2016-01-12,272
2016-01-13,272
2016-01-14,259
2016-01-15,259
2016-01-16,259
2016-01-17,260
2016-01-18,260
2016-01-19,260
2016-01-20,247
2016-01-21,247
2016-01-22,247
2016-01-23,247
2016-01-24,238
2016-01-25,238
2016-01-26,238
2016-01-27,233
2016-01-28,233
2016-01-29,233
2016-01-30,233
2016-01-31,226
2016-02-01,226
2016-02-02,226
2016-02-03,218
2016-02-04,218
2016-02-05,218
2016-02-06,209
2016-02-07,209
2016-02-08,209
2016-02-09,209
2016-02-10,202
2016-02-11,202
2016-02-12,202
2016-02-13,198
2016-02-14,198
2016-02-15,198
2016-02-16,198
2016-02-17,195
2016-02-18,195
2016-02-19,195
2016-02-20,195
2016-02-21,188
2016-02-22,188
2016-02-23,188
2016-02-24,188
2016-02-25,180
2016-02-26,180
2016-02-27,180
2016-02-28,180
2016-02-29,175
2016-03-01,175
2016-03-02,175
2016-03-03,175
2016-03-04,170
2016-03-05,170
2016-03-06,170
2016-03-07,168
2016-03-08,168
2016-03-09,168
2016-03-10,171
2016-03-11,171
2016-03-12,171
2016-03-13,171
2016-03-14,171
2016-03-15,171
2016-03-16,171
2016-03-17,171
2016-03-18,170
2016-03-19,170
2016-03-20,170
2016-03-21,170
2016-03-22,165
2016-03-23,165
2016-03-24,165
2016-03-25,171
2016-03-26,171
2016-03-27,171
2016-03-28,172
2016-03-29,172
2016-03-30,172
2016-03-31,172
2016-04-01,169
2016-04-02,169
2016-04-03,169
2016-04-04,167
2016-04-05,167
2016-04-06,167
2016-04-07,167
2016-04-08,170
2016-04-09,170
2016-04-10,170
2016-04-11,179
2016-04-12,179
2016-04-13,179
2016-04-14,182
2016-04-15,182
2016-04-16,182
2016-04-17,187
2016-04-18,187
2016-04-19,187
2016-04-20,188
2016-04-21,188
2016-04-22,188
2016-04-23,188
2016-04-24,182
2016-04-25,182
2016-04-26,182
2016-04-27,178
2016-04-28,178
2016-04-29,178
2016-04-30,171
2016-05-01,171
2016-05-02,171
2016-05-03,168
2016-05-04,168
2016-05-05,168
2016-05-06,168
2016-05-07,160
2016-05-08,160
2016-05-09,160
2016-05-10,156
2016-05-11,156
2016-05-12,156
2016-05-13,158
2016-05-14,158
2016-05-15,158
2016-05-16,157
2016-05-17,157
2016-05-18,157
2016-05-19,162
2016-05-22,170
2016-05-23,170
2016-05-24,170
2016-05-25,167
2016-05-26,167
2016-05-27,167
2016-05-28,160
2016-05-29,160
2016-05-30,160
2016-05-31,160
2016-06-01,160
2016-06-02,160
2016-06-03,160
2016-06-04,160
2016-06-05,160
2016-06-06,154
2016-06-07,154
2016-06-08,154
2016-06-09,147
2016-06-10,147
2016-06-11,147
2016-06-12,150
2016-06-13,150
2016-06-14,150
2016-06-15,149
2016-06-16,149
2016-06-17,146
2016-06-18,146
2016-06-19,146
2016-06-20,138
2016-06-21,138
2016-06-22,131
2016-06-23,131
2016-06-24,131
2016-06-25,128
2016-06-26,128
2016-06-27,128
2016-06-28,126
2016-06-29,126
2016-06-30,126
2016-07-01,126
2016-07-02,126
2016-07-03,126
2016-07-04,130
2016-07-05,130
2016-07-06,130
2016-07-07,137
2016-07-08,137
2016-07-09,144
2016-07-10,144
2016-07-11,152
2016-07-12,152
2016-07-13,152
2016-07-14,156
2016-07-15,156
2016-07-16,164
2016-07-17,164
2016-07-18,165
2016-07-24,165
2016-07-25,165
2016-07-26,165
2016-07-27,165
2016-07-28,165
2016-07-29,165
2016-07-30,169
2016-07-31,169
2016-08-01,169
2016-08-02,174
2016-08-03,174
2016-08-04,174
2016-08-05,178
2016-08-06,178
2016-08-07,179
2016-08-08,179
2016-08-09,179
2016-08-10,175
2016-08-11,175
2016-08-12,175
2016-08-13,178
2016-08-14,178
2016-08-15,178
2016-08-16,184
2016-08-17,184
2016-08-18,184
2016-08-19,182
2016-08-20,182
2016-08-21,182
2016-08-22,184
2016-08-23,184
2016-08-24,184
2016-08-25,185
2016-08-26,185
2016-08-28,183
2016-08-31,183
2016-09-01,184
2016-09-02,184
2016-09-03,184
2016-09-04,189
2016-09-05,189
2016-09-06,189
2016-09-07,199
2016-09-08,209
2016-09-09,219
2016-09-10,230
2016-09-11,233
2016-09-12,240
2016-09-13,250
2016-09-14,262
2016-09-15,255
2016-09-16,264
2016-09-17,278
2016-09-18,292
2016-09-19,304
2016-09-20,317
2016-09-21,333
2016-09-22,349
2016-09-23,363
2016-09-24,363
2016-09-25,382
2016-09-26,382
2016-09-27,402
2016-09-28,423
2016-09-29,423
2016-09-30,445
2016-10-01,468
2016-10-02,468
2016-10-03,488
2016-10-04,495
2016-10-05,520
2016-10-06,546
2016-10-07,546
2016-10-08,531
2016-10-09,531
2016-10-10,511
2016-10-11,501
2016-10-12,501
2016-10-13,485
2016-10-14,462
2016-10-15,444
2016-10-16,444
2016-10-17,423
2016-10-18,423
2016-10-19,428
2016-10-20,428
2016-10-21,428
2016-10-22,428
2016-10-23,425
2016-10-24,423
2016-10-25,423
2016-10-26,423
2016-10-27,423
2016-10-28,427
2016-10-29,434
2016-10-30,434
2016-10-31,419
2016-11-01,419
2016-11-02,398
2016-11-03,398
2016-11-04,391
2016-11-05,391
2016-11-06,389
2016-11-07,389
2016-11-08,393
2016-11-09,393
2016-11-10,388
2016-11-11,388
2016-11-12,373
2016-11-13,373
2016-11-14,369
2016-12-08,558
2016-12-09,571
2016-12-10,571
2016-12-11,582
2016-12-12,600
2016-12-13,623
2016-12-14,624
2016-12-15,624
2016-12-16,608
2016-12-17,580
2016-12-18,580
2016-12-19,551
2016-12-20,535
2016-12-21,533
2016-12-22,533
2016-12-23,541
2016-12-24,541
2016-12-25,549
2016-12-26,549
2016-12-27,560
2016-12-28,574
2016-12-29,593
2016-12-30,607
2016-12-31,617
2017-01-01,597
2017-01-02,608
2017-01-03,608
2017-01-04,635
2017-01-05,635
2017-01-06,644
2017-01-07,641
2017-01-08,627
2017-01-09,632
2017-01-10,635
2017-01-11,603
2017-01-12,588
2017-01-13,588
2017-01-14,577
2017-01-15,570
2017-01-16,573
2017-01-17,581
2017-01-18,575
2017-01-19,575
2017-01-20,580
2017-01-21,588
2017-01-22,586
2017-01-27,553
2017-01-28,548
2017-01-29,555
2017-01-30,555
2017-01-31,563
2017-02-01,579
2017-02-02,579
2017-02-03,598
2017-02-04,568
2017-02-05,543
2017-02-06,543
2017-02-07,555
2017-02-08,562
2017-02-09,562
2017-02-10,566
2017-02-11,551
2017-02-12,551
2017-02-13,550
2017-02-14,562
2017-02-15,562
2017-02-16,570
2017-02-18,556
2017-02-19,563
2017-02-20,563
2017-02-21,578
2017-02-22,578
2017-02-23,571
2017-02-24,571
2017-02-25,569
2017-02-26,569
2017-02-27,589
2017-02-28,571
2017-03-01,571
2017-03-02,544
2017-03-03,544
2017-03-04,550
2017-03-05,550
2017-03-06,542
2017-03-07,542
2017-03-08,550
2017-03-09,550
2017-03-10,550
2017-03-11,569
2017-03-12,569
2017-03-13,557
2017-03-14,544
2017-03-15,532
2017-03-16,532
2017-03-17,525
2017-03-18,525
2017-03-19,500
2017-03-20,475
2017-03-21,451
2017-03-22,451
2017-03-23,448
2017-03-24,455
2017-03-25,455
2017-03-26,459
2017-03-27,455
2017-03-28,455
2017-03-29,456
2017-03-30,456
2017-03-31,460
2017-04-01,460
2017-04-02,461
2017-04-03,437
2017-04-04,420
2017-04-12,381
2017-04-13,369
2017-04-14,373
2017-04-15,377
2017-04-16,374
2017-04-17,372
2017-04-18,372
2017-04-19,371
2017-04-20,371
2017-04-21,373
2017-04-22,373
2017-04-23,373
2017-04-24,378
2017-04-25,388
2017-04-26,388
2017-04-27,396
2017-04-28,396
2017-04-29,400
2017-04-30,408
2017-05-01,408
2017-05-02,413
2017-05-03,413
2017-05-04,407
2017-05-05,407
2017-05-06,412
2017-05-07,423
2017-05-08,423
