date_obj,Yak-hide%20armour%20(top) price
2017-05-09,440
2017-05-10,440
2017-05-11,461
2017-05-12,471
2017-05-13,480
2017-05-14,480
2017-05-15,473
2017-05-16,468
2017-05-17,468
2017-05-18,462
2017-05-19,462
2017-05-20,471
2017-05-21,471
2017-05-22,492
2017-05-23,508
2017-05-24,517
2017-05-25,517
2017-05-26,525
2017-05-27,523
2017-05-28,523
2017-05-29,509
2017-05-30,509
2017-05-31,508
2017-06-01,524
2017-06-02,519
2017-06-03,519
2017-06-06,537
2017-06-07,563
2017-06-08,563
2017-06-09,570
2017-06-10,583
2017-06-11,593
2017-06-12,593
2017-06-13,609
2017-06-14,620
2017-06-15,620
2017-06-16,621
2017-06-17,621
2017-06-18,623
2017-06-19,623
2017-06-20,619
2017-06-21,628
2017-06-22,628
2017-06-23,638
2017-06-24,640
2017-06-25,640
2017-06-26,659
2017-06-27,633
2017-06-28,633
2017-06-29,602
2017-06-30,596
2017-07-01,596
2017-07-02,609
2017-07-03,589
2017-07-04,596
2017-07-05,596
2017-07-06,594
2017-07-07,594
2017-07-08,592
2017-07-13,585
2017-07-14,588
2017-07-15,588
2017-07-16,584
2017-07-17,580
2017-07-18,580
2017-07-19,582
2017-07-20,607
2017-07-21,611
2017-07-22,623
2017-07-23,632
2017-07-24,632
2017-07-25,628
2017-07-26,625
2017-07-27,601
2017-07-28,601
2017-07-29,599
2017-07-30,608
2017-07-31,608
2017-08-01,628
2017-08-02,624
2017-08-03,624
2017-08-04,602
2017-08-05,581
2017-08-06,581
2017-08-09,637
2017-08-10,661
2017-08-11,661
2017-08-12,675
2017-08-13,675
2017-08-14,662
2017-08-15,668
2017-08-16,668
2017-08-17,652
2017-08-18,652
2017-08-19,628
2017-08-20,610
2017-08-21,610
2017-08-22,597
2017-08-23,597
2017-08-24,606
2017-08-25,606
2017-08-26,590
2017-08-27,578
2017-08-28,578
2017-08-29,551
2017-08-30,550
2017-08-31,550
2017-09-01,543
2017-09-02,533
2017-09-03,533
2017-09-04,526
2017-09-05,502
2017-09-06,502
2017-09-07,493
2017-09-08,493
2017-09-09,475
2017-09-10,452
2017-09-11,452
2017-09-12,429
2017-09-13,408
2017-09-14,395
2017-09-15,395
2017-09-16,393
2017-09-17,379
2017-09-18,379
2017-09-19,395
2017-09-20,404
2017-09-21,404
2017-09-22,383
2017-09-23,383
2017-09-24,363
2017-09-25,347
2017-09-26,347
2017-09-27,329
2017-09-28,322
2017-09-29,305
2017-09-30,305
2017-10-01,289
2017-10-02,275
2017-10-03,275
2017-10-04,262
2017-10-05,262
2017-10-06,249
2017-10-07,249
2017-10-08,236
2017-10-09,228
2017-10-10,218
2017-10-11,218
2017-10-12,213
2017-10-13,211
2017-10-14,207
2017-10-15,207
2017-10-16,208
2017-10-17,208
2017-10-18,208
2017-10-19,208
2017-10-20,208
2017-10-21,208
2017-10-22,208
2017-10-23,208
2017-10-24,208
2017-10-25,210
2017-10-26,210
2017-10-27,207
2017-10-28,207
2017-10-29,200
2017-10-30,192
2017-10-31,192
2017-11-01,182
2017-11-02,182
2017-11-03,187
2017-11-04,195
2017-11-05,195
2017-11-06,201
2017-11-07,201
2017-11-08,203
2017-11-09,205
2017-11-10,205
2017-11-11,202
2017-11-12,211
2017-11-13,211
2017-11-14,222
2017-11-15,222
2017-11-16,225
2017-11-17,225
2017-11-18,230
2017-11-19,233
2017-11-20,233
2017-11-21,228
2017-11-22,228
2017-11-23,231
2017-11-24,231
2017-11-25,229
2017-11-26,229
2017-11-27,228
2017-11-28,237
2017-11-29,237
2017-11-30,233
2017-12-01,237
2017-12-02,237
2017-12-03,239
2017-12-04,239
2017-12-05,240
2017-12-06,240
2017-12-07,243
2017-12-08,243
2017-12-09,240
2017-12-10,243
2017-12-11,243
2017-12-12,244
2017-12-13,244
2017-12-14,244
2017-12-15,249
2017-12-16,249
2017-12-17,253
2017-12-18,249
2017-12-19,249
2017-12-20,257
2017-12-21,263
2017-12-22,263
2017-12-23,266
2017-12-24,266
2017-12-25,270
2017-12-26,274
2017-12-27,266
2017-12-28,266
2017-12-29,262
2017-12-30,276
2017-12-31,276
2018-01-01,283
2018-01-02,283
2018-01-03,288
2018-01-04,288
2018-01-05,288
2018-01-06,277
2018-01-07,266
2018-01-08,266
2018-01-09,267
2018-01-10,267
2018-01-11,268
2018-01-12,261
2018-01-13,257
2018-01-14,255
2018-01-15,250
2018-01-16,251
2018-01-17,245
2018-01-18,246
2018-01-19,246
2018-01-20,251
2018-01-21,251
2018-01-22,253
2018-01-23,253
2018-01-24,256
2018-01-25,258
2018-01-26,262
2018-01-27,263
2018-01-28,259
2018-01-29,261
2018-01-30,264
2018-02-01,269
2018-02-02,273
2018-02-03,277
2018-02-04,281
2018-02-05,283
2018-02-06,286
2018-02-07,288
2018-02-08,288
2018-02-09,290
2018-02-10,286
2018-02-11,280
2018-02-12,270
2018-02-13,283
2018-02-14,291
2018-02-15,298
2018-02-16,295
2018-02-17,296
2018-02-18,300
2018-02-19,312
2018-02-20,328
2018-02-21,328
2018-02-22,338
2018-02-23,355
2018-02-24,373
2018-02-25,389
2018-02-26,399
2018-02-27,408
2018-02-28,418
2018-03-01,403
2018-03-02,405
2018-03-03,415
2018-03-04,415
2018-03-05,426
2018-03-06,438
2018-03-07,450
2018-03-08,457
2018-03-09,464
2018-03-10,486
2018-03-11,501
2018-03-12,503
2018-03-13,483
2018-03-14,483
2018-03-15,491
2018-03-16,485
2018-03-17,491
2018-03-18,490
2018-03-20,520
2018-03-21,514
2018-03-23,513
2018-03-24,520
2018-03-26,536
2018-03-27,551
2018-03-28,575
2018-03-29,595
2018-03-30,608
2018-03-31,610
2018-04-01,621
2018-04-02,611
2018-04-03,615
2018-04-04,630
2018-04-05,630
2018-04-06,637
2018-04-08,674
2018-04-09,694
2018-04-10,711
2018-04-11,742
2018-04-12,770
2018-04-13,765
2018-04-14,773
2018-04-16,792
2018-04-17,777
2018-04-18,777
2018-04-19,745
2018-04-20,707
2018-04-21,671
2018-04-22,638
2018-04-23,609
2018-04-24,578
2018-04-25,559
2018-04-26,559
2018-04-27,550
2018-04-28,555
2018-04-29,564
2018-04-30,564
2018-05-02,551
2018-05-03,523
2018-05-04,499
2018-05-05,474
2018-05-06,474
2018-05-08,468
2018-05-09,475
2018-05-10,480
2018-05-11,474
2018-05-12,481
2018-05-13,481
2018-05-14,490
2018-05-15,500
2018-05-16,483
2018-05-17,504
2018-05-18,482
2018-05-19,492
2018-05-20,495
2018-05-21,499
2018-05-22,518
2018-05-23,518
2018-05-24,511
2018-05-25,496
2018-05-26,506
2018-05-27,526
2018-05-28,549
2018-05-29,577
2018-05-30,601
2018-05-31,632
2018-06-01,664
2018-06-02,659
2018-06-03,652
2018-06-04,651
2018-06-05,652
2018-06-06,625
2018-06-07,619
2018-06-08,628
2018-06-09,624
2018-06-10,636
2018-06-11,649
2018-06-12,655
2018-06-13,670
2018-06-14,681
2018-06-15,671
2018-06-16,686
2018-06-17,674
2018-06-18,682
2018-06-19,697
2018-06-20,697
2018-06-21,721
2018-06-22,754
2018-06-23,791
2018-06-24,800
2018-06-25,799
2018-06-26,782
2018-06-27,753
2018-06-28,760
2018-06-29,756
2018-06-30,768
2018-07-01,780
2018-07-02,789
2018-07-03,815
2018-07-04,832
2018-07-05,793
2018-07-06,753
2018-07-07,715
2018-07-08,679
2018-07-09,657
2018-07-10,647
2018-07-11,644
2018-07-12,612
2018-07-13,604
2018-07-14,612
2018-07-15,618
2018-07-16,631
2018-07-17,645
2018-07-18,657
2018-07-19,683
2018-07-20,709
2018-07-21,736
2018-07-22,755
2018-07-23,770
2018-07-24,794
2018-07-25,834
2018-07-26,860
2018-07-27,900
2018-07-28,931
2018-07-29,965
2018-07-30,949
2018-07-31,909
2018-08-01,922
2018-08-02,896
2018-08-03,881
2018-08-04,850
2018-08-05,810
2018-08-06,822
2018-08-07,849
2018-08-08,890
2018-08-09,928
2018-08-10,933
2018-08-11,907
2018-08-12,869
2018-08-14,833
2018-08-16,820
2018-08-17,799
2018-08-18,759
2018-08-19,723
2018-08-20,686
2018-08-21,651
2018-08-22,618
2018-08-23,594
2018-08-24,578
2018-08-25,559
2018-08-26,542
2018-08-27,529
2018-08-28,511
2018-08-29,514
2018-08-30,495
2018-08-31,494
2018-09-01,503
2018-09-02,510
2018-09-03,507
2018-09-04,484
2018-09-05,459
2018-09-06,451
2018-09-07,454
2018-09-08,438
2018-09-09,448
2018-09-10,435
2018-09-11,423
2018-09-12,414
2018-09-13,399
2018-09-14,412
2018-09-15,420
2018-09-16,411
2018-09-17,420
2018-09-18,439
2018-09-19,459
2018-09-20,482
2018-09-21,507
2018-09-22,530
2018-09-23,557
2018-09-24,569
2018-09-25,596
2018-09-26,626
2018-09-27,658
2018-09-28,678
2018-09-29,702
2018-09-30,730
2018-10-02,729
2018-10-03,712
2018-10-04,721
2018-10-05,741
2018-10-06,728
2018-10-07,708
2018-10-08,693
2018-10-09,713
2018-10-10,737
2018-10-11,711
2018-10-12,681
2018-10-13,657
2018-10-14,624
2018-10-15,600
2018-10-16,590
2018-10-17,561
2018-10-18,574
2018-10-19,588
2018-10-20,594
2018-10-21,596
2018-10-22,600
2018-10-23,625
2018-10-24,630
2018-10-25,615
2018-10-26,586
2018-10-27,563
2018-10-28,534
2018-10-29,507
2018-10-30,482
2018-10-31,482
2018-11-01,487
2018-11-03,474
2018-11-04,450
2018-11-05,435
2018-11-06,424
2018-11-07,431
2018-11-08,438
2018-11-09,447
2018-11-10,461
2018-11-11,466
2018-11-12,473
2018-11-13,490
2018-11-14,501
2018-11-15,512
2018-11-16,532
2018-11-17,544
2018-11-18,566
2018-11-19,555
2018-11-20,558
2018-11-21,573
2018-11-22,599
2018-11-23,629
2018-11-24,648
2018-11-25,666
2018-11-26,700
2018-11-27,734
2018-11-28,768
2018-11-29,734
2018-12-01,706
2018-12-02,709
2018-12-03,687
2018-12-04,674
2018-12-05,678
2018-12-07,659
2018-12-09,663
2018-12-10,657
2018-12-11,673
2018-12-12,695
2018-12-13,715
2018-12-14,717
2018-12-15,696
2018-12-16,682
2018-12-17,655
2018-12-18,636
2018-12-19,611
2018-12-20,597
2018-12-21,601
2018-12-22,599
2018-12-23,585
2018-12-24,590
2018-12-25,597
2018-12-26,570
2018-12-27,566
2018-12-28,550
2018-12-29,549
2018-12-30,553
2018-12-31,575
2019-01-01,595
2019-01-02,575
2019-01-03,559
2019-01-04,547
2019-01-05,544
2019-01-06,545
2019-01-08,563
2019-01-10,556
2019-01-11,569
2019-01-12,580
2019-01-13,579
2019-01-14,583
2019-01-15,588
2019-01-16,606
2019-01-17,591
2019-01-18,561
2019-01-19,552
2019-01-20,546
2019-01-21,546
2019-01-22,552
2019-01-23,558
2019-01-24,583
2019-01-25,579
2019-01-26,588
2019-01-27,568
2019-01-28,586
2019-01-29,609
2019-01-30,620
2019-01-31,624
2019-02-01,611
2019-02-02,603
2019-02-03,588
2019-02-04,570
2019-02-05,561
2019-02-06,556
2019-02-07,553
2019-02-08,560
2019-02-09,553
2019-02-10,529
2019-02-11,508
2019-02-12,506
2019-02-13,508
2019-02-14,512
2019-02-15,503
2019-02-16,497
2019-02-17,497
2019-02-18,497
2019-02-19,472
2019-02-20,465
2019-02-21,452
2019-02-22,472
2019-02-23,482
2019-02-24,498
2019-02-25,505
2019-02-26,491
2019-02-27,474
2019-02-28,463
2019-03-01,463
2019-03-02,457
2019-03-03,435
2019-03-04,416
2019-03-05,417
2019-03-06,397
2019-03-07,389
2019-03-08,370
2019-03-09,370
2019-03-10,357
2019-03-11,357
2019-03-12,359
2019-03-13,345
2019-03-14,344
2019-03-15,356
2019-03-16,366
2019-03-17,373
2019-03-18,379
2019-03-19,374
2019-03-20,383
2019-03-21,392
2019-03-22,402
2019-03-23,423
2019-03-24,441
2019-03-25,432
2019-03-26,434
2019-03-27,434
2019-03-28,433
2019-03-29,435
2019-03-30,453
2019-03-31,453
2019-04-01,439
2019-04-02,448
2019-04-03,457
2019-04-04,461
2019-04-05,478
2019-04-06,492
2019-04-07,497
2019-04-08,513
2019-04-09,525
2019-04-10,521
2019-04-11,497
2019-04-12,472
2019-04-13,468
2019-04-14,453
2019-04-15,462
2019-04-16,462
2019-04-17,462
2019-04-18,470
2019-04-19,491
2019-04-20,512
2019-04-21,529
2019-04-22,546
2019-04-23,550
2019-04-24,553
2019-04-25,536
2019-04-26,544
2019-04-27,541
2019-04-28,565
2019-04-29,571
2019-04-30,584
2019-05-01,593
2019-05-02,604
2019-05-03,610
2019-05-04,627
2019-05-05,650
2019-05-06,671
2019-05-07,672
2019-05-08,691
2019-05-09,692
2019-05-10,685
2019-05-11,684
2019-05-12,690
2019-05-13,672
2019-05-14,682
2019-05-15,688
2019-05-16,681
2019-05-17,673
2019-05-18,665
2019-05-19,669
2019-05-20,643
2019-05-21,642
2019-05-22,638
2019-05-23,636
2019-05-24,639
2019-05-25,641
2019-05-26,647
2019-05-27,651
2019-05-28,648
2019-05-29,644
2019-05-30,643
2019-05-31,644
2019-06-01,649
2019-06-02,652
2019-06-03,668
2019-06-04,644
2019-06-05,611
2019-06-06,613
2019-06-07,597
2019-06-08,606
2019-06-09,622
2019-06-10,622
2019-06-11,590
2019-06-12,570
2019-06-13,547
2019-06-14,523
2019-06-15,525
2019-06-16,504
2019-06-17,495
2019-06-18,497
2019-06-19,503
2019-06-20,497
2019-06-21,482
2019-06-22,490
2019-06-23,491
2019-06-24,513
2019-06-25,519
2019-06-26,528
2019-06-27,542
2019-06-28,537
2019-06-29,511
2019-06-30,485
2019-07-01,487
2019-07-02,486
2019-07-03,469
2019-07-04,470
2019-07-05,493
2019-07-06,511
2019-07-07,508
2019-07-08,497
2019-07-09,509
2019-07-10,527
2019-07-11,550
2019-07-12,569
2019-07-13,592
2019-07-14,607
2019-07-15,633
2019-07-16,665
2019-07-17,689
2019-07-18,699
2019-07-19,723
2019-07-20,749
2019-07-21,763
2019-07-22,765
2019-07-23,734
2019-07-24,744
2019-07-25,755
2019-07-26,751
2019-07-27,746
2019-07-28,729
2019-07-29,729
2019-07-30,729
2019-07-31,733
2019-08-01,753
2019-08-02,756
2019-08-03,764
2019-08-04,785
2019-08-05,792
2019-08-06,806
2019-08-07,794
2019-08-08,783
2019-08-09,800
2019-08-10,811
2019-08-11,817
2019-08-12,823
