date_obj,Pot%20lid price
2015-03-26,72
2015-03-27,72
2015-03-28,68
2015-03-29,64
2015-03-30,60
2015-03-31,57
2015-04-01,57
2015-04-02,54
2015-04-03,51
2015-04-04,48
2015-04-05,48
2015-04-06,45
2015-04-07,42
2015-04-08,42
2015-04-09,39
2015-04-10,37
2015-04-11,35
2015-04-12,35
2015-04-13,33
2015-04-14,33
2015-04-15,31
2015-04-16,31
2015-04-17,29
2015-04-18,27
2015-04-19,25
2015-04-20,25
2015-04-21,23
2015-04-22,23
2015-04-23,21
2015-04-24,21
2015-04-25,19
2015-04-26,19
2015-04-27,18
2015-04-28,17
2015-04-29,17
2015-04-30,17
2015-05-01,18
2015-05-02,19
2015-05-03,19
2015-05-04,20
2015-05-05,20
2015-05-06,20
2015-05-07,20
2015-05-08,20
2015-05-09,20
2015-05-10,20
2015-05-11,20
2015-05-12,20
2015-05-13,20
2015-05-14,20
2015-05-15,20
2015-05-16,21
2015-05-17,20
2015-05-18,21
2015-05-19,21
2015-05-20,22
2015-05-21,22
2015-05-22,23
2015-05-23,22
2015-05-24,24
2015-05-25,26
2015-05-26,28
2015-05-27,28
2015-05-28,30
2015-05-29,32
2015-05-30,34
2015-05-31,34
2015-06-01,36
2015-06-02,36
2015-06-03,38
2015-06-04,38
2015-06-05,37
2015-06-06,35
2015-06-07,35
2015-06-08,36
2015-06-09,38
2015-06-10,38
2015-06-11,40
2015-06-12,40
2015-06-13,42
2015-06-14,42
2015-06-15,45
2015-06-16,45
2015-06-17,47
2015-06-18,50
2015-06-19,50
2015-06-20,53
2015-06-21,53
2015-06-22,56
2015-06-23,56
2015-06-24,59
2015-06-25,59
2015-06-26,62
2015-06-27,62
2015-06-28,66
2015-06-29,66
2015-06-30,70
2015-07-01,70
2015-07-02,74
2015-07-03,78
2015-07-04,78
2015-07-05,75
2015-07-06,75
2015-07-07,79
2015-07-08,79
2015-07-09,82
2015-07-10,87
2015-07-11,87
2015-07-12,92
2015-07-13,92
2015-07-14,96
2015-07-15,100
2015-07-16,100
2015-07-17,95
2015-07-18,95
2015-07-19,95
2015-07-20,95
2015-07-21,95
2015-07-22,95
2015-07-23,95
2015-07-24,99
2015-07-25,99
2015-07-26,103
2015-07-27,103
2015-07-28,108
2015-07-29,114
2015-07-30,114
2015-07-31,112
2015-08-01,112
2015-08-02,114
2015-08-03,114
2015-08-04,120
2015-08-05,125
2015-08-06,125
2015-08-07,132
2015-08-08,139
2015-08-09,146
2015-08-10,146
2015-08-11,154
2015-08-12,154
2015-08-13,162
2015-08-14,171
2015-08-15,171
2015-08-16,180
2015-08-17,180
2015-08-18,178
2015-08-19,178
2015-08-20,187
2015-08-21,188
2015-08-22,188
2015-08-23,195
2015-08-24,196
2015-08-25,196
2015-08-26,196
2015-08-27,202
2015-08-28,202
2015-08-29,213
2015-08-30,213
2015-08-31,224
2015-09-01,224
2015-09-02,236
2015-09-03,236
2015-09-04,247
2015-09-05,247
2015-09-06,247
2015-09-07,260
2015-09-08,260
2015-09-09,253
2015-09-10,253
2015-09-11,266
2015-09-12,266
2015-09-13,280
2015-09-14,280
2015-09-15,294
2015-09-16,294
2015-09-17,299
2015-09-18,299
2015-09-19,314
2015-09-20,314
2015-09-21,330
2015-09-22,330
2015-09-23,334
2015-09-24,334
2015-09-25,334
2015-09-27,344
2015-09-28,360
2015-09-29,360
2015-09-30,377
2015-10-05,412
2015-10-06,412
2015-10-07,433
2015-10-08,433
2015-10-09,447
2015-10-10,447
2015-10-11,434
2015-10-12,434
2015-10-13,446
2015-10-14,446
2015-10-15,462
2015-10-16,462
2015-10-17,462
2015-10-18,483
2015-10-19,483
2015-10-20,505
2015-10-22,528
2015-10-23,552
2015-10-24,552
2015-10-25,524
2015-10-26,499
2015-10-27,499
2015-10-29,479
2015-10-30,475
2015-10-31,475
2015-11-01,475
2015-11-02,475
2015-11-03,475
2015-11-04,474
2015-11-05,474
2015-11-06,474
2015-11-07,474
2015-11-08,474
2015-11-09,467
2015-11-10,467
2015-11-11,451
2015-11-12,451
2015-11-13,449
2015-11-14,449
2015-11-15,450
2015-11-16,450
2015-11-17,451
2015-11-18,451
2015-11-19,451
2015-11-20,451
2015-11-21,451
2015-11-22,446
2015-11-23,446
2015-11-24,446
2015-11-25,442
2015-11-26,442
2015-11-27,449
2015-11-28,449
2015-11-29,442
2015-11-30,449
2015-12-01,449
2015-12-02,447
2015-12-03,447
2015-12-04,447
2015-12-05,449
2015-12-06,449
2015-12-07,449
2015-12-08,449
2015-12-09,435
2015-12-10,435
2015-12-11,435
2015-12-12,426
2015-12-13,426
2015-12-14,426
2015-12-15,445
2015-12-16,445
2015-12-17,445
2015-12-18,446
2015-12-19,446
2015-12-20,447
2015-12-21,447
2015-12-22,435
2015-12-23,435
2015-12-24,417
2015-12-25,417
2015-12-26,417
2015-12-27,401
2015-12-28,401
2015-12-29,380
2015-12-30,380
2015-12-31,361
2016-01-01,361
2016-01-02,342
2016-01-03,325
2016-01-04,325
2016-01-05,324
2016-01-06,324
2016-01-07,324
2016-01-08,324
2016-01-09,325
2016-01-10,325
2016-01-11,331
2016-01-12,331
2016-01-13,324
2016-01-14,320
2016-01-15,320
2016-01-16,328
2016-01-17,328
2016-01-18,339
2016-01-19,339
2016-01-20,353
2016-01-21,353
2016-01-22,371
2016-01-23,371
2016-01-24,389
2016-01-25,408
2016-01-26,408
2016-01-27,413
2016-01-28,413
2016-01-29,419
2016-01-30,419
2016-01-31,415
2016-02-01,415
2016-02-02,415
2016-02-03,415
2016-02-04,418
2016-02-05,418
2016-02-06,419
2016-02-07,419
2016-02-08,418
2016-02-09,418
2016-02-10,419
2016-02-11,419
2016-02-12,419
2016-02-13,419
2016-02-14,419
2016-02-15,419
2016-02-16,419
2016-02-17,418
2016-02-18,418
2016-02-19,419
2016-02-20,419
2016-02-21,418
2016-02-22,418
2016-02-23,419
2016-02-24,419
2016-02-25,420
2016-02-26,420
2016-02-27,418
2016-02-28,418
2016-02-29,420
2016-03-01,420
2016-03-02,401
2016-03-03,401
2016-03-04,380
2016-03-05,380
2016-03-06,361
2016-03-07,361
2016-03-08,342
2016-03-09,342
2016-03-10,324
2016-03-11,324
2016-03-12,307
2016-03-13,307
2016-03-14,291
2016-03-15,291
2016-03-16,276
2016-03-17,276
2016-03-18,287
2016-03-19,287
2016-03-20,300
2016-03-21,300
2016-03-22,313
2016-03-23,313
2016-03-24,329
2016-03-25,329
2016-03-26,345
2016-03-27,345
2016-03-28,362
2016-03-29,362
2016-03-30,380
2016-03-31,380
2016-04-01,399
2016-04-02,399
2016-04-03,418
2016-04-04,418
2016-04-05,415
2016-04-06,415
2016-04-07,418
2016-04-08,418
2016-04-09,417
2016-04-10,417
2016-04-11,420
2016-04-12,420
2016-04-14,414
2016-04-15,418
2016-04-16,418
2016-04-17,420
2016-04-18,420
2016-04-19,420
2016-04-20,420
2016-04-21,420
2016-04-22,420
2016-04-23,420
2016-04-24,419
2016-04-25,419
2016-04-26,419
2016-04-27,420
2016-04-28,420
2016-04-29,419
2016-04-30,419
2016-05-01,419
2016-05-02,419
2016-05-03,405
2016-05-04,405
2016-05-05,419
2016-05-06,419
2016-05-07,419
2016-05-08,419
2016-05-09,420
2016-05-10,420
2016-05-11,415
2016-05-12,415
2016-05-13,419
2016-05-14,419
2016-05-15,421
2016-05-16,421
2016-05-17,439
2016-05-18,439
2016-05-19,460
2016-05-22,479
2016-05-23,499
2016-05-24,499
2016-05-25,499
2016-05-26,499
2016-05-27,479
2016-05-28,479
2016-05-29,455
2016-05-30,455
2016-05-31,432
2016-06-01,410
2016-06-02,410
2016-06-03,399
2016-06-04,398
2016-06-05,398
2016-06-06,399
2016-06-07,399
2016-06-08,399
2016-06-09,399
2016-06-10,394
2016-06-11,394
2016-06-12,399
2016-06-13,399
2016-06-14,400
2016-06-15,400
2016-06-16,400
2016-06-17,399
2016-06-18,399
2016-06-19,390
2016-06-20,390
2016-06-21,396
2016-06-22,399
2016-06-23,399
2016-06-24,397
2016-06-25,395
2016-06-26,395
2016-06-27,397
2016-06-28,394
2016-06-29,394
2016-06-30,398
2016-07-01,398
2016-07-02,398
2016-07-03,399
2016-07-04,400
2016-07-05,400
2016-07-06,399
2016-07-07,399
2016-07-08,399
2016-07-09,399
2016-07-10,399
2016-07-11,399
2016-07-12,399
2016-07-13,400
2016-07-14,398
2016-07-15,398
2016-07-16,394
2016-07-17,394
2016-07-18,374
2016-07-23,337
2016-07-24,332
2016-07-25,332
2016-07-26,348
2016-07-27,348
2016-07-28,365
2016-07-29,379
2016-07-30,379
2016-07-31,395
2016-08-01,395
2016-08-02,375
2016-08-03,375
2016-08-04,356
2016-08-05,356
2016-08-06,341
2016-08-07,343
2016-08-08,343
2016-08-09,355
2016-08-10,355
2016-08-11,373
2016-08-12,373
2016-08-13,390
2016-08-14,390
2016-08-15,395
2016-08-16,395
2016-08-17,376
2016-08-18,376
2016-08-19,357
2016-08-20,357
2016-08-21,339
2016-08-22,339
2016-08-23,322
2016-08-24,322
2016-08-25,305
2016-08-26,305
2016-08-28,289
2016-08-31,260
2016-09-01,247
2016-09-02,247
2016-09-03,234
2016-09-04,222
2016-09-05,222
2016-09-06,210
2016-09-07,210
2016-09-08,199
2016-09-09,199
2016-09-10,189
2016-09-11,189
2016-09-12,179
2016-09-13,179
2016-09-14,170
2016-09-15,170
2016-09-16,161
2016-09-17,161
2016-09-18,152
2016-09-19,152
2016-09-20,144
2016-09-21,144
2016-09-22,136
2016-09-23,136
2016-09-24,136
2016-09-25,129
2016-09-26,129
2016-09-27,122
2016-09-28,122
2016-09-29,115
2016-09-30,109
2016-10-01,109
2016-10-02,103
2016-10-03,103
2016-10-04,97
2016-10-05,97
2016-10-06,92
2016-10-07,92
2016-10-08,87
2016-10-09,87
2016-10-10,82
2016-10-11,82
2016-10-12,77
2016-10-13,77
2016-10-14,73
2016-10-15,73
2016-10-16,69
2016-10-17,69
2016-10-18,65
2016-10-19,65
2016-10-20,61
2016-10-21,57
2016-10-22,57
2016-10-23,54
2016-10-24,54
2016-10-25,51
2016-10-26,50
2016-10-27,50
2016-10-28,50
2016-10-29,50
2016-10-30,50
2016-10-31,50
2016-11-01,50
2016-11-02,50
2016-11-03,50
2016-11-04,50
2016-11-05,50
2016-11-06,49
2016-11-07,49
2016-11-08,49
2016-11-09,49
2016-11-10,49
2016-11-11,49
2016-11-12,52
2016-11-13,52
2016-11-14,54
2016-12-07,51
2016-12-08,50
2016-12-09,53
2016-12-10,53
2016-12-11,56
2016-12-12,56
2016-12-13,59
2016-12-14,62
2016-12-15,62
2016-12-16,66
2016-12-17,66
2016-12-18,66
2016-12-19,68
2016-12-20,72
2016-12-21,73
2016-12-22,73
2016-12-23,75
2016-12-24,75
2016-12-25,79
2016-12-26,83
2016-12-27,88
2016-12-28,93
2016-12-29,98
2016-12-30,103
2016-12-31,109
2017-01-01,115
2017-01-02,116
2017-01-03,116
2017-01-04,121
2017-01-05,121
2017-01-06,127
2017-01-07,131
2017-01-08,138
2017-01-09,145
2017-01-10,153
2017-01-11,156
2017-01-12,164
2017-01-13,164
2017-01-14,165
2017-01-15,170
2017-01-16,173
2017-01-17,166
2017-01-18,175
2017-01-19,175
2017-01-20,182
2017-01-21,189
2017-01-22,197
2017-01-27,249
2017-01-28,249
2017-01-29,245
2017-01-30,257
2017-01-31,267
2017-02-01,279
2017-02-02,293
2017-02-03,308
2017-02-04,323
2017-02-05,340
2017-02-06,357
2017-02-07,360
2017-02-08,352
2017-02-09,352
2017-02-10,342
2017-02-11,358
2017-02-12,358
2017-02-13,351
2017-02-14,359
2017-02-15,344
2017-02-16,351
2017-02-18,367
2017-02-19,367
2017-02-20,374
2017-02-21,388
2017-02-22,388
2017-02-23,404
2017-02-24,404
2017-02-25,419
2017-02-26,431
2017-02-27,452
2017-02-28,468
2017-03-01,489
2017-03-02,506
2017-03-03,506
2017-03-04,520
2017-03-05,524
2017-03-06,550
2017-03-07,578
2017-03-08,578
2017-03-09,603
2017-03-10,574
2017-03-11,560
2017-03-12,532
2017-03-13,505
2017-03-14,479
2017-03-15,455
2017-03-16,432
2017-03-17,410
2017-03-18,389
2017-03-19,371
2017-03-20,388
2017-03-21,406
2017-03-22,425
2017-03-23,442
2017-03-24,464
2017-03-25,464
2017-03-26,488
2017-03-27,510
2017-03-28,524
2017-03-29,539
2017-03-30,541
2017-03-31,513
2017-04-01,487
2017-04-02,468
2017-04-03,490
2017-04-04,514
2017-04-12,642
2017-04-13,616
2017-04-14,617
2017-04-15,618
2017-04-16,649
2017-04-17,678
2017-04-18,709
2017-04-19,737
2017-04-20,737
2017-04-21,771
2017-04-22,771
2017-04-23,795
2017-04-24,826
2017-04-25,838
2017-04-26,838
2017-04-27,870
2017-04-28,841
2017-04-29,844
2017-04-30,811
2017-05-01,770
2017-05-02,731
2017-05-03,757
2017-05-04,792
2017-05-05,831
2017-05-06,839
2017-05-07,869
2017-05-08,832
2017-05-09,851
2017-05-10,892
2017-05-11,930
2017-05-12,975
2017-05-13,1008
2017-05-14,1056
2017-05-15,1069
2017-05-16,1015
2017-05-17,985
2017-05-18,977
2017-05-19,977
2017-05-20,928
2017-05-21,928
2017-05-22,941
2017-05-23,986
2017-05-24,947
2017-05-25,899
2017-05-26,854
2017-05-27,815
2017-05-28,774
2017-05-29,735
2017-05-30,698
2017-05-31,686
2017-06-01,660
2017-06-02,627
2017-06-03,627
2017-06-06,629
2017-06-07,658
2017-06-08,658
2017-06-09,670
2017-06-10,651
2017-06-11,619
2017-06-12,588
2017-06-13,558
2017-06-14,530
2017-06-15,505
2017-06-16,505
2017-06-17,503
2017-06-18,508
2017-06-19,508
2017-06-20,498
2017-06-21,517
2017-06-22,517
2017-06-23,541
2017-06-24,567
2017-06-25,579
2017-06-26,606
2017-06-27,619
2017-06-28,645
2017-06-29,646
2017-06-30,614
2017-07-01,614
2017-07-02,604
2017-07-03,579
2017-07-04,550
2017-07-05,550
2017-07-06,524
2017-07-07,524
2017-07-08,497
2017-07-13,425
2017-07-14,403
2017-07-15,382
2017-07-16,362
2017-07-17,343
2017-07-18,325
2017-07-19,308
2017-07-20,299
2017-07-21,290
2017-07-22,275
2017-07-23,261
2017-07-24,261
2017-07-25,247
