date_obj,Gilded%20full%20helm price
2015-08-18,127213
2015-08-19,127213
2015-08-20,127213
2015-08-21,127213
2015-08-22,126011
2015-08-23,126011
2015-08-24,126011
2015-08-25,126011
2015-08-26,126011
2015-08-27,125018
2015-08-28,125018
2015-08-29,125018
2015-08-30,125018
2015-08-31,125018
2015-09-01,123559
2015-09-02,123559
2015-09-03,123559
2015-09-04,123559
2015-09-05,123559
2015-09-06,123559
2015-09-07,121627
2015-09-08,121627
2015-09-09,121627
2015-09-10,121627
2015-09-11,121627
2015-09-12,121627
2015-09-13,121367
2015-09-14,121367
2015-09-15,121367
2015-09-16,121367
2015-09-17,121367
2015-09-18,121367
2015-09-19,120027
2015-09-20,120027
2015-09-21,120027
2015-09-22,120027
2015-09-23,120027
2015-09-24,120027
2015-09-25,123420
2015-09-27,123420
2015-09-28,123420
2015-09-29,123420
2015-09-30,123420
2015-10-05,129080
2015-10-06,129080
2015-10-07,134567
2015-10-08,134567
2015-10-09,134567
2015-10-10,134567
2015-10-11,134567
2015-10-12,130779
2015-10-13,130779
2015-10-14,130779
2015-10-15,130779
2015-10-16,130779
2015-10-17,130779
2015-10-18,130779
2015-10-19,128174
2015-10-20,128174
2015-10-22,128174
2015-10-23,128174
2015-10-24,128174
2015-10-25,126063
2015-10-26,126063
2015-10-27,126063
2015-10-29,126063
2015-10-30,126063
2015-10-31,125233
2015-11-01,125233
2015-11-02,125233
2015-11-03,125233
2015-11-04,125233
2015-11-05,125233
2015-11-06,125233
2015-11-07,125466
2015-11-08,125466
2015-11-09,125466
2015-11-10,125466
2015-11-11,125466
2015-11-12,125466
2015-11-13,125466
2015-11-14,122030
2015-11-15,122030
2015-11-16,122030
2015-11-17,122030
2015-11-18,122030
2015-11-19,122030
2015-11-20,120803
2015-11-21,120803
2015-11-22,120803
2015-11-23,120803
2015-11-24,120803
2015-11-25,120803
2015-11-26,120803
2015-11-27,116343
2015-11-28,116343
2015-11-29,116343
2015-11-30,116343
2015-12-01,116343
2015-12-02,113745
2015-12-03,113745
2015-12-04,113745
2015-12-05,113745
2015-12-06,113745
2015-12-07,113745
2015-12-08,117676
2015-12-09,117676
2015-12-10,117676
2015-12-11,117676
2015-12-12,117676
2015-12-13,117676
2015-12-14,121915
2015-12-15,121915
2015-12-16,121915
2015-12-17,121915
2015-12-18,121915
2015-12-19,121915
2015-12-20,123737
2015-12-21,123737
2015-12-22,123737
2015-12-23,123737
2015-12-24,123737
2015-12-25,123737
2015-12-26,127129
2015-12-27,127129
2015-12-28,127129
2015-12-29,127129
2015-12-30,127129
2015-12-31,128227
2016-01-01,128227
2016-01-02,128227
2016-01-03,128227
2016-01-04,128227
2016-01-05,123680
2016-01-06,123680
2016-01-07,123680
2016-01-08,123680
2016-01-09,123680
2016-01-10,123680
2016-01-11,118384
2016-01-12,118384
2016-01-13,118384
2016-01-14,118384
2016-01-15,118384
2016-01-16,115568
2016-01-17,115568
2016-01-18,115568
2016-01-19,115568
2016-01-20,116414
2016-01-21,116414
2016-01-22,116414
2016-01-23,116414
2016-01-24,116414
2016-01-25,113917
2016-01-26,113917
2016-01-27,113917
2016-01-28,113917
2016-01-29,113917
2016-01-30,114896
2016-01-31,114896
2016-02-01,114896
2016-02-02,114896
2016-02-03,114896
2016-02-04,117182
2016-02-05,117182
2016-02-06,117182
2016-02-07,117182
2016-02-08,117182
2016-02-09,113157
2016-02-10,113157
2016-02-11,113157
2016-02-12,113157
2016-02-13,108404
2016-02-14,108404
2016-02-15,108404
2016-02-16,108404
2016-02-17,104400
2016-02-18,104400
2016-02-19,104400
2016-02-20,104400
2016-02-21,104263
2016-02-22,104263
2016-02-23,104263
2016-02-24,104263
2016-02-25,107596
2016-02-26,107596
2016-02-27,107596
2016-02-28,107596
2016-02-29,105397
2016-03-01,105397
2016-03-02,105397
2016-03-03,105397
2016-03-04,105397
2016-03-05,104544
2016-03-06,104544
2016-03-07,104544
2016-03-08,104544
2016-03-09,107287
2016-03-10,107287
2016-03-11,107287
2016-03-12,107287
2016-03-13,107114
2016-03-14,107114
2016-03-15,107114
2016-03-16,107114
2016-03-17,112030
2016-03-18,112030
2016-03-19,112030
2016-03-20,112030
2016-03-21,117302
2016-03-22,117302
2016-03-23,117302
2016-03-24,117302
2016-03-25,122435
2016-03-26,122435
2016-03-27,122435
2016-03-28,122435
2016-03-29,123102
2016-03-30,123102
2016-03-31,123102
2016-04-01,123102
2016-04-02,123102
2016-04-03,122368
2016-04-04,122368
2016-04-05,122368
2016-04-06,122368
2016-04-07,122368
2016-04-08,126064
2016-04-09,126064
2016-04-10,126064
2016-04-11,126064
2016-04-12,128621
2016-04-13,128621
2016-04-14,134515
2016-04-15,134515
2016-04-16,134515
2016-04-17,140917
2016-04-18,140917
2016-04-19,140917
2016-04-20,147385
2016-04-21,147385
2016-04-22,147385
2016-04-23,147385
2016-04-24,154031
2016-04-25,154031
2016-04-26,154031
2016-04-27,161331
2016-04-28,161331
2016-04-29,161331
2016-04-30,161331
2016-05-01,161331
2016-05-02,168290
2016-05-03,168290
2016-05-04,168290
2016-05-05,168290
2016-05-06,175737
2016-05-07,175737
2016-05-08,175737
2016-05-09,175737
2016-05-10,183448
2016-05-11,183448
2016-05-12,183448
2016-05-13,183448
2016-05-14,183448
2016-05-15,191825
2016-05-16,191825
2016-05-17,191825
2016-05-18,201027
2016-05-19,201027
2016-05-22,219594
2016-05-23,219594
2016-05-24,229763
2016-05-25,229763
2016-05-26,240063
2016-05-27,251027
2016-05-28,251027
2016-05-29,262640
2016-05-30,262640
2016-05-31,274752
2016-06-01,287231
2016-06-02,287231
2016-06-03,300441
2016-06-04,300441
2016-06-05,313784
2016-06-06,313784
2016-06-07,328414
2016-06-08,328414
2016-06-09,343140
2016-06-10,343140
2016-06-11,358534
2016-06-12,358534
2016-06-13,373995
2016-06-14,373995
2016-06-15,390652
2016-06-16,390652
2016-06-17,408477
2016-06-18,408477
2016-06-19,408477
2016-06-20,426937
2016-06-21,426937
2016-06-22,446582
2016-06-23,446582
2016-06-24,446582
2016-06-25,466826
2016-06-26,466826
2016-06-27,466826
2016-06-28,487574
2016-06-29,487574
2016-06-30,508712
2016-07-01,508712
2016-07-02,531984
2016-07-03,531984
2016-07-04,556330
2016-07-05,556330
2016-07-06,556330
2016-07-07,581258
2016-07-08,581258
2016-07-09,581258
2016-07-10,609799
2016-07-11,609799
2016-07-12,609799
2016-07-13,622591
2016-07-14,622591
2016-07-15,622591
2016-07-16,634551
2016-07-17,634551
2016-07-18,634551
2016-07-23,639179
2016-07-24,613146
2016-07-25,613146
2016-07-26,613146
2016-07-27,613146
2016-07-28,582488
2016-07-29,582488
2016-07-30,554135
2016-07-31,554135
2016-08-01,554135
2016-08-02,527927
2016-08-03,527927
2016-08-04,527927
2016-08-05,502591
2016-08-06,502591
2016-08-07,502591
2016-08-08,478678
2016-08-09,478678
2016-08-10,478678
2016-08-11,455607
2016-08-12,455607
2016-08-13,455607
2016-08-14,434259
2016-08-15,434259
2016-08-16,434259
2016-08-17,414124
2016-08-18,414124
2016-08-19,414124
2016-08-20,409332
2016-08-21,409332
2016-08-22,409332
2016-08-23,412493
2016-08-24,412493
2016-08-25,412493
2016-08-26,412493
2016-08-28,408689
2016-08-31,419567
2016-09-01,419567
2016-09-02,419567
2016-09-03,438445
2016-09-04,438445
2016-09-05,438445
2016-09-06,458108
2016-09-07,458108
2016-09-08,458108
2016-09-09,458108
2016-09-10,458108
2016-09-11,453598
2016-09-12,453598
2016-09-13,453598
2016-09-14,434838
2016-09-15,434838
2016-09-16,434838
2016-09-17,417031
2016-09-18,417031
2016-09-19,417031
2016-09-20,417031
2016-09-21,406338
2016-09-22,406338
2016-09-23,406338
2016-09-24,406338
2016-09-25,398856
2016-09-26,398856
2016-09-27,398856
2016-09-28,398856
2016-09-29,405049
2016-09-30,405049
2016-10-01,405049
2016-10-02,405049
2016-10-03,394698
2016-10-04,394698
2016-10-05,394698
2016-10-06,394698
2016-10-07,407740
2016-10-08,407740
2016-10-09,407740
2016-10-10,423240
2016-10-11,423240
2016-10-12,423240
2016-10-13,441870
2016-10-14,441870
2016-10-15,441870
2016-10-16,459568
2016-10-17,459568
2016-10-18,459568
2016-10-19,459568
2016-10-20,477261
2016-10-21,477261
2016-10-22,477261
2016-10-23,493842
2016-10-24,493842
2016-10-25,493842
2016-10-26,499920
2016-10-27,499920
2016-10-28,499920
2016-10-29,499920
2016-10-30,496969
2016-10-31,496969
2016-11-01,496969
2016-11-02,479766
2016-11-03,479766
2016-11-04,479766
2016-11-05,479766
2016-11-06,490556
2016-11-07,490556
2016-11-08,490556
2016-11-09,490556
2016-11-10,503962
2016-11-11,503962
2016-11-12,503962
2016-11-13,503962
2016-11-14,503962
2016-11-15,509015
2016-12-07,607516
2016-12-08,607516
2016-12-09,615055
2016-12-10,615055
2016-12-11,615055
2016-12-12,615055
2016-12-13,634804
2016-12-14,634804
2016-12-15,634804
2016-12-16,634804
2016-12-17,634749
2016-12-18,634749
2016-12-19,634749
2016-12-20,634749
2016-12-21,643417
2016-12-22,643417
2016-12-23,643417
2016-12-24,643417
2016-12-25,647212
2016-12-26,647212
2016-12-27,647212
2016-12-28,647212
2016-12-29,663219
2016-12-30,663219
2016-12-31,663219
2017-01-01,663219
2017-01-02,670149
2017-01-03,670149
2017-01-04,670149
2017-01-05,670149
2017-01-06,651232
2017-01-07,651232
2017-01-08,651232
2017-01-09,625086
2017-01-10,625086
2017-01-11,625086
2017-01-12,598533
2017-01-13,598533
2017-01-14,598533
2017-01-15,594488
2017-01-16,594488
2017-01-17,594488
2017-01-18,594764
2017-01-19,594764
2017-01-20,594764
2017-01-21,594764
2017-01-22,591588
2017-01-23,591588
2017-01-27,605843
2017-01-28,619246
2017-01-29,619246
2017-01-30,619246
2017-01-31,619246
2017-02-01,631973
2017-02-02,631973
2017-02-03,631973
2017-02-04,625068
2017-02-05,625068
2017-02-06,625068
2017-02-07,625068
2017-02-08,616852
2017-02-09,616852
2017-02-10,616852
2017-02-11,617596
2017-02-12,617596
2017-02-13,617596
2017-02-14,617596
2017-02-15,630905
2017-02-16,630905
2017-02-18,630905
2017-02-19,634597
2017-02-20,634597
2017-02-21,634597
2017-02-22,634597
2017-02-23,634597
2017-02-24,642137
2017-02-25,642137
2017-02-26,642137
2017-02-27,642137
2017-02-28,623494
2017-03-01,623494
2017-03-02,623494
2017-03-03,623494
2017-03-04,608290
2017-03-05,608290
2017-03-06,608290
2017-03-07,602653
2017-03-08,602653
2017-03-09,602653
2017-03-10,599429
2017-03-11,599429
2017-03-12,599429
2017-03-13,618318
2017-03-14,618318
2017-03-15,618318
2017-03-16,632926
2017-03-17,632926
2017-03-18,632926
2017-03-19,648159
2017-03-20,648159
2017-03-21,648159
2017-03-22,656992
2017-03-23,656992
2017-03-24,656992
2017-03-25,668360
2017-03-26,668360
2017-03-27,668360
2017-03-28,676140
2017-03-29,676140
2017-03-30,676140
2017-03-31,689834
2017-04-01,689834
2017-04-02,689834
2017-04-03,689834
2017-04-04,692210
2017-04-12,675919
2017-04-13,675919
2017-04-14,675919
2017-04-15,657827
2017-04-16,657827
2017-04-17,657827
2017-04-18,636436
2017-04-19,636436
2017-04-20,636436
2017-04-21,652534
2017-04-22,652534
2017-04-23,652534
2017-04-24,652534
2017-04-25,677207
2017-04-26,677207
2017-04-27,677207
2017-04-28,677207
2017-04-29,703460
2017-04-30,703460
2017-05-01,703460
2017-05-02,703460
2017-05-03,726377
2017-05-04,726377
2017-05-05,726377
2017-05-06,726377
2017-05-07,739282
2017-05-08,739282
2017-05-09,739282
2017-05-10,739282
2017-05-11,740624
2017-05-12,740624
2017-05-13,740624
2017-05-14,741557
2017-05-15,741557
2017-05-16,741557
2017-05-17,741557
2017-05-18,732044
2017-05-19,732044
2017-05-20,732044
2017-05-21,732044
2017-05-22,733903
2017-05-23,733903
2017-05-24,733903
2017-05-25,733903
2017-05-26,763475
2017-05-27,763475
2017-05-28,763475
2017-05-29,763475
2017-05-30,771955
2017-05-31,771955
2017-06-01,771955
2017-06-02,782054
2017-06-03,782054
2017-06-04,782054
2017-06-05,782054
2017-06-06,787896
2017-06-07,787896
2017-06-08,787896
2017-06-09,787896
2017-06-10,790878
2017-06-11,790878
2017-06-12,790878
2017-06-13,790878
2017-06-14,797606
2017-06-15,797606
2017-06-16,797606
2017-06-17,797606
2017-06-18,804709
2017-06-19,804709
2017-06-20,804709
2017-06-21,804709
2017-06-22,808051
2017-06-23,808051
2017-06-24,808051
2017-06-25,808051
2017-06-26,781226
2017-06-27,781226
2017-06-28,781226
2017-06-29,750769
2017-06-30,750769
2017-07-01,750769
2017-07-02,750769
2017-07-03,750769
2017-07-04,763956
2017-07-05,763956
2017-07-06,763956
2017-07-07,763956
2017-07-08,763956
2017-07-13,753455
2017-07-14,753455
2017-07-15,753455
2017-07-16,751388
2017-07-17,751388
2017-07-18,751388
2017-07-19,742370
2017-07-20,742370
2017-07-21,742370
2017-07-22,750463
2017-07-23,750463
2017-07-24,750463
2017-07-25,762356
2017-07-26,762356
2017-07-27,762356
2017-07-28,770886
2017-07-29,770886
2017-07-30,770886
2017-07-31,770886
2017-08-01,769527
2017-08-02,769527
2017-08-03,769527
2017-08-04,769527
2017-08-05,770213
2017-08-06,770213
2017-08-09,747601
2017-08-10,747601
2017-08-11,747601
2017-08-12,747005
2017-08-13,747005
2017-08-14,747005
2017-08-15,747005
2017-08-16,755010
2017-08-17,755010
2017-08-18,755010
2017-08-19,755010
2017-08-20,762672
2017-08-21,762672
2017-08-22,762672
2017-08-23,762672
2017-08-24,769892
2017-08-25,769892
2017-08-26,769892
2017-08-27,769892
2017-08-28,762242
2017-08-29,762242
2017-08-30,762242
2017-08-31,797650
2017-09-01,797650
2017-09-02,797650
2017-09-03,832679
2017-09-04,832679
2017-09-05,832679
2017-09-06,870552
2017-09-07,870552
2017-09-08,870552
2017-09-09,875777
2017-09-10,875777
2017-09-11,875777
2017-09-12,875777
2017-09-13,849924
2017-09-14,849924
2017-09-15,849924
2017-09-16,849924
2017-09-17,829835
2017-09-18,829835
2017-09-19,829835
2017-09-20,829835
2017-09-21,825838
2017-09-22,825838
2017-09-23,825838
2017-09-24,825838
2017-09-25,830477
2017-09-26,830477
2017-09-27,830477
2017-09-28,830477
2017-09-29,815779
2017-09-30,815779
2017-10-01,815779
2017-10-02,815779
2017-10-03,813691
2017-10-04,813691
2017-10-05,813691
2017-10-06,813691
2017-10-07,818620
2017-10-08,818620
2017-10-09,818620
2017-10-10,818620
2017-10-11,818620
2017-10-12,827184
2017-10-13,827184
2017-10-14,827184
2017-10-15,827184
2017-10-16,816321
2017-10-17,816321
2017-10-18,816321
2017-10-19,816321
2017-10-20,816321
2017-10-21,813403
2017-10-22,813403
2017-10-23,813403
2017-10-24,813403
2017-10-25,809200
2017-10-26,809200
2017-10-27,809200
2017-10-28,809200
2017-10-29,809200
2017-10-30,805950
2017-10-31,805950
2017-11-01,805950
2017-11-02,805950
2017-11-03,805950
2017-11-04,792301
2017-11-05,792301
2017-11-06,792301
2017-11-07,792301
2017-11-08,792301
2017-11-09,783042
2017-11-10,783042
2017-11-11,783042
2017-11-12,783042
2017-11-13,781798
2017-11-14,781798
2017-11-15,781798
2017-11-16,781798
2017-11-17,800720
2017-11-18,800720
2017-11-19,800720
2017-11-20,800720
2017-11-21,814339
2017-11-22,814339
2017-11-23,814339
2017-11-24,814339
2017-11-25,802040
2017-11-26,802040
2017-11-27,802040
2017-11-28,802040
2017-11-29,811524
2017-11-30,811524
2017-12-01,811524
2017-12-02,811524
2017-12-03,800513
2017-12-04,800513
2017-12-05,800513
2017-12-06,800513
2017-12-07,798477
2017-12-08,798477
2017-12-09,798477
2017-12-10,794614
2017-12-11,794614
2017-12-12,794614
2017-12-13,794614
2017-12-14,796235
2017-12-15,796235
2017-12-16,796235
2017-12-17,796235
2017-12-18,800494
2017-12-19,800494
2017-12-20,800494
2017-12-21,800494
2017-12-22,793670
2017-12-23,793670
2017-12-24,793670
2017-12-25,793300
2017-12-26,793300
2017-12-27,793300
2017-12-28,793422
2017-12-29,793422
2017-12-30,793422
2017-12-31,793422
2018-01-01,792107
2018-01-02,792107
2018-01-03,792107
2018-01-04,792107
2018-01-05,782351
2018-01-06,782351
2018-01-07,782351
2018-01-08,782351
2018-01-09,764685
2018-01-10,764685
2018-01-11,764685
2018-01-12,764685
2018-01-13,742556
2018-01-14,742556
2018-01-15,742556
2018-01-16,730519
2018-01-17,730519
2018-01-18,730519
2018-01-19,710627
2018-01-20,710627
2018-01-21,710627
2018-01-22,691905
2018-01-23,691905
2018-01-24,687155
2018-01-25,687155
2018-01-26,695600
2018-01-27,695600
2018-01-28,696585
2018-01-29,696585
2018-01-30,691223
2018-01-31,691223
2018-02-01,688400
2018-02-02,688400
2018-02-03,694390
2018-02-04,694390
2018-02-05,695752
2018-02-06,695752
2018-02-07,691850
2018-02-08,691850
2018-02-09,692217
2018-02-10,692217
2018-02-11,681026
2018-02-12,681026
2018-02-13,683002
2018-02-14,683002
2018-02-15,680365
2018-02-16,680365
2018-02-17,676328
2018-02-18,676328
2018-02-19,671512
2018-02-20,671512
2018-02-21,673032
2018-02-22,673032
2018-02-23,673932
2018-02-24,673932
2018-02-25,687687
2018-02-26,687687
2018-02-27,696776
2018-02-28,696776
2018-03-01,698677
2018-03-02,706673
2018-03-03,706673
2018-03-04,699146
2018-03-05,694186
2018-03-06,694186
2018-03-07,693541
2018-03-08,693541
2018-03-09,681537
2018-03-10,681537
2018-03-11,685764
2018-03-12,685764
2018-03-13,678566
2018-03-14,678566
2018-03-15,674535
2018-03-16,674535
2018-03-17,684128
2018-03-18,684128
2018-03-20,690928
2018-03-21,690928
2018-03-23,692036
2018-03-24,688318
2018-03-25,688318
2018-03-26,697955
2018-03-27,719835
2018-03-28,719835
2018-03-29,743614
2018-03-30,743614
2018-03-31,741722
2018-04-01,741722
2018-04-02,726211
2018-04-03,726211
2018-04-04,753434
2018-04-05,753434
2018-04-06,789495
2018-04-07,823557
2018-04-08,860835
2018-04-09,900091
2018-04-10,936425
2018-04-11,978190
2018-04-12,1020454
2018-04-13,1020454
2018-04-14,1057976
2018-04-15,1092879
2018-04-16,1092879
2018-04-17,1138143
2018-04-18,1138143
2018-04-19,1161722
2018-04-20,1161722
2018-04-21,1145883
2018-04-22,1145883
2018-04-23,1176173
2018-04-24,1176173
2018-04-25,1199014
2018-04-26,1199014
2018-04-27,1215500
2018-04-28,1215500
2018-04-29,1243963
2018-04-30,1243963
2018-05-01,1268052
2018-05-02,1268052
2018-05-03,1268052
2018-05-04,1270880
2018-05-05,1248790
2018-05-06,1248790
2018-05-07,1231723
2018-05-08,1231723
2018-05-09,1235080
2018-05-10,1235080
2018-05-11,1231039
2018-05-12,1231039
2018-05-13,1241311
2018-05-14,1241311
2018-05-15,1227411
2018-05-16,1227411
2018-05-17,1239783
2018-05-18,1256665
2018-05-19,1256665
2018-05-20,1250264
2018-05-21,1251295
2018-05-22,1251295
2018-05-23,1238607
2018-05-24,1238607
2018-05-25,1225233
2018-05-26,1225233
2018-05-27,1224049
2018-05-28,1224049
2018-05-29,1224470
2018-05-30,1224470
2018-05-31,1205015
2018-06-01,1205015
2018-06-02,1188007
2018-06-03,1188007
2018-06-04,1183049
2018-06-05,1183049
2018-06-06,1152014
2018-06-07,1152014
2018-06-08,1121813
2018-06-09,1121813
2018-06-10,1114301
2018-06-11,1114301
2018-06-12,1107622
2018-06-13,1077056
2018-06-14,1077056
2018-06-15,1056602
2018-06-16,1056602
2018-06-17,1038598
2018-06-18,1038598
2018-06-19,1025939
2018-06-20,1025939
2018-06-21,1023156
2018-06-22,1023156
2018-06-23,1027264
2018-06-24,1027264
2018-06-25,1023779
2018-06-26,1023779
2018-06-27,1017698
2018-06-28,1017698
2018-06-29,1013979
2018-06-30,1013979
2018-07-01,1006121
2018-07-02,1006121
2018-07-03,1007993
2018-07-04,1007993
2018-07-05,996889
2018-07-06,996889
2018-07-07,989086
2018-07-08,989086
2018-07-09,969718
2018-07-10,969718
2018-07-11,976957
2018-07-12,976957
2018-07-13,991812
2018-07-14,991812
2018-07-15,1016335
2018-07-16,1016335
2018-07-17,1035264
2018-07-18,1035264
2018-07-19,1054014
2018-07-20,1054014
2018-07-21,1051442
2018-07-22,1051442
2018-07-23,1062558
2018-07-24,1062558
2018-07-25,1079044
2018-07-26,1079044
2018-07-27,1091652
2018-07-28,1091652
2018-07-29,1120604
2018-07-30,1120604
2018-07-31,1124714
2018-08-01,1124714
2018-08-02,1139811
2018-08-03,1139811
2018-08-04,1150400
2018-08-05,1150400
2018-08-06,1169018
2018-08-07,1169018
2018-08-08,1168262
2018-08-09,1168262
2018-08-10,1162091
2018-08-11,1162091
2018-08-12,1154324
2018-08-14,1162890
2018-08-16,1141678
2018-08-17,1141678
2018-08-18,1143531
2018-08-19,1143531
2018-08-20,1153289
2018-08-21,1153289
2018-08-22,1138290
2018-08-23,1138290
2018-08-24,1134492
2018-08-25,1138409
2018-08-26,1138409
2018-08-27,1142951
2018-08-28,1123076
2018-08-29,1123076
2018-08-30,1106981
2018-08-31,1106981
2018-09-01,1109934
2018-09-02,1109934
2018-09-03,1116051
2018-09-04,1095600
2018-09-05,1095600
2018-09-06,1085382
2018-09-07,1087976
2018-09-08,1087976
2018-09-09,1084127
2018-09-10,1078479
2018-09-11,1078479
2018-09-12,1091314
2018-09-13,1091314
2018-09-14,1085874
2018-09-15,1088845
2018-09-16,1088845
2018-09-17,1081539
2018-09-18,1081539
2018-09-19,1098576
2018-09-20,1098576
2018-09-21,1121456
2018-09-22,1115086
2018-09-23,1115086
2018-09-24,1097568
2018-09-25,1097568
2018-09-26,1078004
2018-09-27,1078004
2018-09-28,1072524
2018-09-29,1072524
2018-09-30,1089823
2018-10-01,1089823
2018-10-02,1091018
2018-10-03,1107487
2018-10-04,1107487
2018-10-05,1124491
2018-10-06,1142112
2018-10-07,1142112
2018-10-08,1158540
2018-10-09,1158540
2018-10-10,1158203
2018-10-11,1158203
2018-10-12,1182332
2018-10-13,1177671
2018-10-14,1177671
2018-10-15,1177693
2018-10-16,1177693
2018-10-17,1180659
2018-10-18,1200422
2018-10-19,1213424
2018-10-20,1213424
2018-10-21,1234345
2018-10-22,1262522
2018-10-23,1262522
2018-10-24,1279406
2018-10-25,1279406
2018-10-26,1298307
2018-10-27,1298307
2018-10-28,1317333
2018-10-29,1317333
2018-10-30,1335254
2018-10-31,1358319
2018-11-01,1377344
2018-11-03,1456942
2018-11-04,1509613
2018-11-05,1585094
2018-11-06,1654395
2018-11-07,1724014
2018-11-08,1803162
2018-11-09,1885206
2018-11-10,1971005
2018-11-11,2056614
2018-11-12,2159445
2018-11-13,2257018
2018-11-14,2257018
2018-11-15,2369869
2018-11-16,2481652
2018-11-17,2481652
2018-11-18,2603241
2018-11-19,2719756
2018-11-20,2775082
2018-11-21,2775082
2018-11-22,2647526
2018-11-23,2516802
2018-11-24,2390961
2018-11-25,2281962
2018-11-26,2281962
2018-11-27,2234579
2018-11-28,2207746
2018-11-29,2193877
2018-12-01,2163569
2018-12-02,2124011
2018-12-03,2124011
2018-12-04,2131680
2018-12-05,2106590
2018-12-07,2067667
2018-12-09,2061440
2018-12-10,2025966
2018-12-11,2025966
2018-12-12,1993582
2018-12-13,1988999
2018-12-14,1988999
2018-12-15,1976112
2018-12-16,1962957
2018-12-17,1962957
2018-12-18,1959035
2018-12-19,1959035
2018-12-20,1998589
2018-12-21,2011214
2018-12-22,2011214
2018-12-23,1989201
2018-12-24,1992919
2018-12-25,1992919
2018-12-26,1963398
2018-12-27,1975511
2018-12-28,1975511
2018-12-29,1994823
2018-12-30,1994823
2018-12-31,1964103
2019-01-01,1964103
2019-01-02,1913891
2019-01-03,1891902
2019-01-04,1891902
2019-01-05,1905524
2019-01-06,1892241
2019-01-08,1881161
2019-01-10,1849089
2019-01-11,1849089
2019-01-12,1835286
2019-01-13,1835286
2019-01-14,1799779
2019-01-15,1732465
2019-01-16,1684884
2019-01-17,1658494
2019-01-18,1658494
2019-01-19,1650107
2019-01-20,1657013
2019-01-21,1657013
2019-01-22,1687387
2019-01-23,1687387
2019-01-24,1711624
2019-01-25,1784045
2019-01-26,1842947
2019-01-27,1854665
2019-01-28,1854665
2019-01-29,1844187
2019-01-30,1831320
2019-01-31,1831320
2019-02-01,1854561
2019-02-02,1886003
2019-02-03,1905149
2019-02-04,1905149
2019-02-05,1933405
2019-02-06,1933405
2019-02-07,1935794
2019-02-08,1935794
2019-02-09,1927932
2019-02-10,1927932
2019-02-11,1924253
2019-02-12,1924253
2019-02-13,1911771
2019-02-14,1911771
2019-02-15,1901345
2019-02-16,1901345
2019-02-17,1872300
2019-02-18,1872300
2019-02-19,1850048
2019-02-20,1850048
2019-02-21,1822839
2019-02-22,1822839
