date_obj,Granite%20clamp price
2016-12-11,75823
2016-12-12,75083
2016-12-13,75083
2016-12-14,75083
2016-12-15,75083
2016-12-16,75083
2016-12-17,75083
2016-12-18,75083
2016-12-19,75083
2016-12-20,75083
2016-12-21,75083
2016-12-22,74055
2016-12-23,74055
2016-12-24,74055
2016-12-25,74055
2016-12-26,74055
2016-12-27,74055
2016-12-28,74055
2016-12-29,74055
2016-12-30,76004
2016-12-31,76004
2017-01-01,76004
2017-01-02,76004
2017-01-03,76004
2017-01-04,76004
2017-01-05,76004
2017-01-06,76004
2017-01-07,75356
2017-01-08,75356
2017-01-09,75356
2017-01-10,75356
2017-01-11,75356
2017-01-12,75356
2017-01-13,75356
2017-01-14,75356
2017-01-15,72131
2017-01-16,72131
2017-01-17,72131
2017-01-18,72131
2017-01-19,72131
2017-01-20,72131
2017-01-21,72131
2017-01-22,72131
2017-01-23,68697
2017-01-27,68697
2017-01-28,68697
2017-01-29,68697
2017-01-30,68697
2017-01-31,68135
2017-02-01,68135
2017-02-02,68135
2017-02-03,68135
2017-02-04,68135
2017-02-05,68135
2017-02-06,68135
2017-02-07,68135
2017-02-08,68135
2017-02-09,68721
2017-02-10,68721
2017-02-11,68721
2017-02-12,68721
2017-02-13,68721
2017-02-14,68721
2017-02-15,68721
2017-02-16,68721
2017-02-18,69302
2017-02-19,69302
2017-02-20,69302
2017-02-21,69302
2017-02-22,69302
2017-02-23,69302
2017-02-24,69302
2017-02-25,69302
2017-02-26,69302
2017-02-27,68975
2017-02-28,68975
2017-03-01,68975
2017-03-02,68975
2017-03-03,68975
2017-03-04,68975
2017-03-05,68975
2017-03-06,68975
2017-03-07,68975
2017-03-08,68975
2017-03-09,66923
2017-03-10,66923
2017-03-11,66923
2017-03-12,66923
2017-03-13,66923
2017-03-14,66923
2017-03-15,66923
2017-03-16,66923
2017-03-17,66923
2017-03-18,69133
2017-03-19,69133
2017-03-20,69133
2017-03-21,69133
2017-03-22,69133
2017-03-23,69133
2017-03-24,69133
2017-03-25,69133
2017-03-26,69133
2017-03-27,69133
2017-03-28,71075
2017-03-29,71075
2017-03-30,71075
2017-03-31,71075
2017-04-01,71075
2017-04-02,71075
2017-04-03,71075
2017-04-04,71075
2017-04-12,71445
2017-04-13,71445
2017-04-14,71445
2017-04-15,71445
2017-04-16,71601
2017-04-17,71601
2017-04-18,71601
2017-04-19,71601
2017-04-20,71601
2017-04-21,71601
2017-04-22,71601
2017-04-23,71601
2017-04-24,71601
2017-04-25,71997
2017-04-26,71997
2017-04-27,71997
2017-04-28,71997
2017-04-29,71997
2017-04-30,71997
2017-05-01,71997
2017-05-02,71997
2017-05-03,72064
2017-05-04,72064
2017-05-05,72064
2017-05-06,72064
2017-05-07,72064
2017-05-08,72064
2017-05-09,72089
2017-05-10,72089
2017-05-11,72089
2017-05-12,72089
2017-05-13,72089
2017-05-14,72089
2017-05-15,72089
2017-05-16,72089
2017-05-17,74025
2017-05-18,74025
2017-05-19,74025
2017-05-20,74025
2017-05-21,74025
2017-05-22,74025
2017-05-23,74025
2017-05-24,74025
2017-05-25,74025
2017-05-26,74862
2017-05-27,74862
2017-05-28,74862
2017-05-29,74862
2017-05-30,74862
2017-05-31,74862
2017-06-01,74862
2017-06-02,74862
2017-06-03,74862
2017-06-04,76141
2017-06-05,76141
2017-06-06,76141
2017-06-07,76141
2017-06-08,76141
2017-06-09,76141
2017-06-10,76141
2017-06-11,76141
2017-06-12,75086
2017-06-13,75086
2017-06-14,75086
2017-06-15,75086
2017-06-16,75086
2017-06-17,75086
2017-06-18,75086
2017-06-19,75086
2017-06-20,75086
2017-06-21,74459
2017-06-22,74459
2017-06-23,74459
2017-06-24,74459
2017-06-25,74459
2017-06-26,74459
2017-06-27,74459
2017-06-28,74459
2017-06-29,74459
2017-06-30,72335
2017-07-01,72335
2017-07-02,72335
2017-07-03,72335
2017-07-04,72335
2017-07-05,72335
2017-07-06,72335
2017-07-07,72335
2017-07-08,70721
2017-07-13,70721
2017-07-14,70721
2017-07-15,70721
2017-07-16,72427
2017-07-17,72427
2017-07-18,72427
2017-07-19,72427
2017-07-20,72427
2017-07-21,72427
2017-07-22,72427
2017-07-23,72427
2017-07-24,72865
2017-07-25,72865
2017-07-26,72865
2017-07-27,72865
2017-07-28,72865
2017-07-29,72865
2017-07-30,72865
2017-07-31,72865
2017-08-01,72865
2017-08-02,72485
2017-08-03,72485
2017-08-04,72485
2017-08-05,72485
2017-08-06,72485
2017-08-09,72485
2017-08-10,72485
2017-08-11,70403
2017-08-12,70403
2017-08-13,70403
2017-08-14,70403
2017-08-15,70403
2017-08-16,70403
2017-08-17,70403
2017-08-18,70403
2017-08-19,70403
2017-08-20,70403
2017-08-21,73552
2017-08-22,73552
2017-08-23,73552
2017-08-24,73552
2017-08-25,73552
2017-08-26,73552
2017-08-27,73552
2017-08-28,73552
2017-08-29,73552
2017-08-30,74862
2017-08-31,74862
2017-09-01,74862
2017-09-02,74862
2017-09-03,74862
2017-09-04,74862
2017-09-05,74862
2017-09-06,74862
2017-09-07,74862
2017-09-08,72661
2017-09-09,72661
2017-09-10,72661
2017-09-11,72661
2017-09-12,72661
2017-09-13,72661
2017-09-14,72661
2017-09-15,72661
2017-09-16,72661
2017-09-17,69027
2017-09-18,69027
2017-09-19,69027
2017-09-20,69027
2017-09-21,69027
2017-09-22,69027
2017-09-23,69027
2017-09-24,69027
2017-09-25,69027
2017-09-26,69027
2017-09-27,69027
2017-09-28,66729
2017-09-29,66729
2017-09-30,66729
2017-10-01,66729
2017-10-02,66729
2017-10-03,66729
2017-10-04,66729
2017-10-05,66729
2017-10-06,66729
2017-10-07,66729
2017-10-08,66729
2017-10-09,65571
2017-10-10,65571
2017-10-11,65571
2017-10-12,65571
2017-10-13,65571
2017-10-14,65571
2017-10-15,65571
2017-10-16,65571
2017-10-17,65571
2017-10-18,65571
2017-10-19,65571
2017-10-20,65571
2017-10-21,65695
2017-10-22,65695
2017-10-23,65695
2017-10-24,65695
2017-10-25,65695
2017-10-26,65695
2017-10-27,65695
2017-10-28,65695
2017-10-29,65695
2017-10-30,65461
2017-10-31,65461
2017-11-01,65461
2017-11-02,65461
2017-11-03,65461
2017-11-04,65461
2017-11-05,65461
2017-11-06,65461
2017-11-07,65461
2017-11-08,65461
2017-11-09,65461
2017-11-10,65461
2017-11-11,63811
2017-11-12,63811
2017-11-13,63811
2017-11-14,63811
2017-11-15,63811
2017-11-16,63811
2017-11-17,63811
2017-11-18,63811
2017-11-19,63811
2017-11-20,63811
2017-11-21,63811
2017-11-22,61631
2017-11-23,61631
2017-11-24,61631
2017-11-25,61631
2017-11-26,61631
2017-11-27,61631
2017-11-28,61631
2017-11-29,61631
2017-11-30,61631
2017-12-01,61631
2017-12-02,61631
2017-12-03,61631
2017-12-04,61631
2017-12-05,61611
2017-12-06,61611
2017-12-07,61611
2017-12-08,61611
2017-12-09,61611
2017-12-10,61611
2017-12-11,61611
2017-12-12,61611
2017-12-13,61611
2017-12-14,61611
2017-12-15,61611
2017-12-16,61611
2017-12-17,61611
2017-12-18,60437
2017-12-19,60437
2017-12-20,60437
2017-12-21,60437
2017-12-22,60437
2017-12-23,60437
2017-12-24,60437
2017-12-25,60437
2017-12-26,60437
2017-12-27,60437
2017-12-28,60437
2017-12-29,60437
2017-12-30,60437
2017-12-31,60437
2018-01-01,59765
2018-01-02,59765
2018-01-03,59765
2018-01-04,59765
2018-01-05,59765
2018-01-06,59765
2018-01-07,59765
2018-01-08,59765
2018-01-09,59765
2018-01-10,59765
2018-01-11,59765
2018-01-12,59833
2018-01-13,59833
2018-01-14,59833
2018-01-15,59833
2018-01-16,59833
2018-01-17,59833
2018-01-18,59833
2018-01-19,59833
2018-01-20,59833
2018-01-21,59833
2018-01-22,59833
2018-01-23,58971
2018-01-25,58971
2018-01-26,58971
2018-01-27,58971
2018-01-28,58971
2018-01-29,58971
2018-01-30,58971
2018-01-31,58103
2018-02-01,58103
2018-02-02,58103
2018-02-03,58103
2018-02-04,58103
2018-02-05,58103
2018-02-06,58103
2018-02-07,56692
2018-02-08,56692
2018-02-09,56692
2018-02-10,56692
2018-02-11,56692
2018-02-12,56692
2018-02-13,56692
2018-02-14,56692
2018-02-15,58176
2018-02-16,58176
2018-02-17,58176
2018-02-18,58176
2018-02-19,58176
2018-02-20,58176
2018-02-21,58176
2018-02-22,60596
2018-02-23,60596
2018-02-24,60596
2018-02-25,60596
2018-02-26,60596
2018-02-27,60596
2018-02-28,60596
2018-03-01,61026
2018-03-02,61026
2018-03-03,61026
2018-03-04,61026
2018-03-05,61026
2018-03-06,61026
2018-03-07,61026
2018-03-08,59808
2018-03-09,59808
2018-03-10,59808
2018-03-11,59808
2018-03-12,59808
2018-03-13,59808
2018-03-14,59808
2018-03-15,59808
2018-03-16,59808
2018-03-17,59808
2018-03-18,59108
2018-03-19,59108
2018-03-20,59108
2018-03-21,59108
2018-03-23,59108
2018-03-24,59108
2018-03-25,59108
2018-03-26,59108
2018-03-27,59108
2018-03-28,60673
2018-03-29,60673
2018-03-30,60673
2018-03-31,60673
2018-04-01,60673
2018-04-02,60673
2018-04-03,60673
2018-04-04,60673
2018-04-05,61823
2018-04-06,61823
2018-04-07,61823
2018-04-08,61823
2018-04-09,61823
2018-04-10,61823
2018-04-11,61823
2018-04-12,61823
2018-04-13,61823
2018-04-14,62580
2018-04-15,62580
2018-04-16,62580
2018-04-17,62580
2018-04-18,62580
2018-04-19,62580
2018-04-20,62580
2018-04-21,62580
2018-04-22,62580
2018-04-23,62580
2018-04-24,63435
2018-04-25,63435
2018-04-26,63435
2018-04-27,63435
2018-04-28,63435
2018-04-29,63435
2018-04-30,63435
2018-05-01,63435
2018-05-03,63597
2018-05-04,63597
2018-05-05,63597
2018-05-06,63597
2018-05-07,63597
2018-05-08,63597
2018-05-09,63597
2018-05-10,63597
2018-05-11,63597
2018-05-12,65720
2018-05-13,65720
2018-05-14,65720
2018-05-15,65720
2018-05-16,65720
2018-05-17,65720
2018-05-18,65720
2018-05-19,65720
2018-05-20,65720
2018-05-21,67215
2018-05-22,67215
2018-05-23,67215
2018-05-24,67215
2018-05-25,67215
2018-05-26,67215
2018-05-27,67215
2018-05-28,67215
2018-05-29,68309
2018-05-30,68309
2018-05-31,68309
2018-06-01,68309
2018-06-02,68309
2018-06-03,68309
2018-06-04,68309
2018-06-05,68309
2018-06-06,69440
2018-06-07,69440
2018-06-08,69440
2018-06-09,69440
2018-06-10,69440
2018-06-11,69440
2018-06-12,69440
2018-06-13,69440
2018-06-14,69440
2018-06-15,69440
2018-06-16,69770
2018-06-17,69770
2018-06-18,69770
2018-06-19,69770
2018-06-20,69770
2018-06-21,69770
2018-06-22,69770
2018-06-23,69770
2018-06-24,69770
2018-06-25,69770
2018-06-26,66557
2018-06-27,66557
2018-06-28,66557
2018-06-29,66557
2018-06-30,66557
2018-07-01,66557
2018-07-02,66557
2018-07-03,66557
2018-07-04,66557
2018-07-05,66557
2018-07-06,65479
2018-07-07,65479
2018-07-08,65479
2018-07-09,65479
2018-07-10,65479
2018-07-11,65479
2018-07-12,65479
2018-07-13,65479
2018-07-14,65479
2018-07-15,65479
2018-07-16,65479
2018-07-17,65479
2018-07-18,65479
2018-07-19,65620
2018-07-20,65620
2018-07-21,65620
2018-07-22,65620
2018-07-23,65620
2018-07-24,65620
2018-07-25,65620
2018-07-26,65620
2018-07-27,68126
2018-07-28,68126
2018-07-29,68126
2018-07-30,68126
2018-07-31,68126
2018-08-01,68126
2018-08-02,68126
2018-08-03,68126
2018-08-04,70521
2018-08-05,70521
2018-08-06,70521
2018-08-07,70521
2018-08-08,70521
2018-08-09,70521
2018-08-10,70521
2018-08-11,70521
2018-08-12,70455
2018-08-14,70455
2018-08-16,70455
2018-08-17,70455
2018-08-18,70455
2018-08-19,70455
2018-08-20,73618
2018-08-21,73618
2018-08-22,73618
2018-08-23,73618
2018-08-24,73618
2018-08-25,73618
2018-08-26,73618
2018-08-27,73618
2018-08-28,75361
2018-08-29,75361
2018-08-30,75361
2018-08-31,75361
2018-09-01,75361
2018-09-02,75361
2018-09-03,75361
2018-09-04,75361
2018-09-05,75106
2018-09-06,75106
2018-09-07,75106
2018-09-08,75106
2018-09-09,75106
2018-09-10,75106
2018-09-11,75106
2018-09-12,75106
2018-09-13,75106
2018-09-14,73202
2018-09-15,73202
2018-09-16,73202
2018-09-17,73202
2018-09-18,73202
2018-09-19,73202
2018-09-20,73202
2018-09-21,73202
2018-09-22,71705
2018-09-23,71705
2018-09-24,71705
2018-09-25,71705
2018-09-26,71705
2018-09-27,71705
2018-09-28,71705
2018-09-29,71705
2018-09-30,71423
2018-10-01,71423
2018-10-02,71423
2018-10-03,71423
2018-10-04,71423
2018-10-05,71423
2018-10-06,71423
2018-10-07,70868
2018-10-08,70868
2018-10-09,70868
2018-10-10,70868
2018-10-11,70868
2018-10-12,70868
2018-10-13,70868
2018-10-14,70868
2018-10-15,70868
2018-10-16,68062
2018-10-17,68062
2018-10-18,68062
2018-10-19,68062
2018-10-20,68062
2018-10-21,68062
2018-10-22,68062
2018-10-23,68062
2018-10-24,68062
2018-10-25,68415
2018-10-26,68415
2018-10-27,68415
2018-10-28,68415
2018-10-29,68415
2018-10-30,68415
2018-10-31,68415
2018-11-01,69336
2018-11-03,69336
2018-11-04,69336
2018-11-05,69336
2018-11-06,69336
2018-11-07,69336
2018-11-08,69336
2018-11-09,67826
2018-11-10,67826
2018-11-11,67826
2018-11-12,67826
2018-11-13,67826
2018-11-14,67826
2018-11-15,66699
2018-11-16,66699
2018-11-17,66699
2018-11-18,66699
2018-11-19,66699
2018-11-20,66699
2018-11-21,66701
2018-11-22,66701
2018-11-23,66701
2018-11-24,66701
2018-11-25,66701
2018-11-26,64333
2018-11-27,64333
2018-11-28,64333
2018-11-29,64333
2018-12-01,61232
2018-12-02,61232
2018-12-03,61232
2018-12-04,61232
2018-12-05,61232
2018-12-07,58834
2018-12-09,58834
2018-12-10,58834
2018-12-11,58834
2018-12-12,58747
2018-12-13,58747
2018-12-14,58747
2018-12-15,58747
2018-12-16,58747
2018-12-17,58747
2018-12-18,58826
2018-12-19,58826
2018-12-20,58826
2018-12-21,58826
2018-12-22,58826
2018-12-23,58826
2018-12-24,60561
2018-12-25,60561
2018-12-26,60561
2018-12-27,60561
2018-12-28,60561
2018-12-29,60561
2018-12-30,60561
2018-12-31,61064
2019-01-01,61064
2019-01-02,61064
2019-01-03,61064
2019-01-04,61064
2019-01-05,61064
2019-01-06,60150
2019-01-08,60150
2019-01-10,60150
2019-01-11,60150
2019-01-12,60150
2019-01-13,57275
2019-01-14,57275
2019-01-15,57275
2019-01-16,57275
2019-01-17,57275
2019-01-18,57275
2019-01-19,55019
2019-01-20,55019
2019-01-21,55019
2019-01-22,55019
2019-01-23,55019
2019-01-24,55019
2019-01-25,54888
2019-01-26,54888
2019-01-27,54888
2019-01-28,54888
2019-01-29,54888
2019-01-30,54716
2019-01-31,54716
2019-02-01,54716
2019-02-02,54716
2019-02-03,54716
2019-02-04,54716
2019-02-05,54473
2019-02-06,54473
2019-02-07,54473
2019-02-08,54473
2019-02-09,54473
2019-02-10,55792
2019-02-11,55792
2019-02-12,55792
2019-02-13,55792
2019-02-14,55792
2019-02-15,55792
2019-02-16,57687
2019-02-17,57687
2019-02-18,57687
2019-02-19,57687
2019-02-20,57687
2019-02-21,57687
2019-02-22,57475
2019-02-23,57475
2019-02-24,57475
2019-02-25,57475
2019-02-26,57475
2019-02-27,58809
2019-02-28,58809
2019-03-01,58809
2019-03-02,58809
2019-03-03,58809
2019-03-04,58809
2019-03-05,56015
2019-03-06,56015
2019-03-07,56015
2019-03-08,56015
2019-03-09,56015
2019-03-10,58265
2019-03-11,58265
2019-03-12,58265
2019-03-13,58265
2019-03-14,58265
2019-03-15,58265
2019-03-16,59949
2019-03-17,59949
2019-03-18,59949
2019-03-19,59949
2019-03-20,59949
2019-03-21,59949
2019-03-22,61252
2019-03-23,61252
2019-03-24,61252
2019-03-25,61252
2019-03-26,61252
