date_obj,Granite%20clamp price
2015-03-26,111042
2015-03-27,111042
2015-03-28,111042
2015-03-29,105931
2015-03-30,105931
2015-03-31,105931
2015-04-01,105931
2015-04-02,105931
2015-04-03,105931
2015-04-04,105931
2015-04-05,105931
2015-04-06,105931
2015-04-07,105931
2015-04-08,105931
2015-04-09,105931
2015-04-10,105931
2015-04-11,105931
2015-04-12,102059
2015-04-13,102059
2015-04-14,102059
2015-04-15,102059
2015-04-16,102059
2015-04-17,102059
2015-04-18,102059
2015-04-19,102059
2015-04-20,102059
2015-04-21,102059
2015-04-22,102059
2015-04-23,102059
2015-04-24,102059
2015-04-25,102059
2015-04-26,102059
2015-04-27,96983
2015-04-28,96983
2015-04-29,96983
2015-04-30,96983
2015-05-01,96983
2015-05-02,96983
2015-05-03,96983
2015-05-04,96983
2015-05-05,96983
2015-05-06,96983
2015-05-07,96983
2015-05-08,96983
2015-05-09,96983
2015-05-10,96983
2015-05-11,96983
2015-05-12,96983
2015-05-13,94064
2015-05-14,94064
2015-05-15,94064
2015-05-16,94064
2015-05-17,94064
2015-05-18,94064
2015-05-19,94064
2015-05-20,94064
2015-05-21,94064
2015-05-22,94064
2015-05-23,94064
2015-05-24,94064
2015-05-25,94064
2015-05-26,94064
2015-05-27,94064
2015-05-28,92506
2015-05-29,92506
2015-05-30,92506
2015-05-31,92506
2015-06-01,92506
2015-06-02,92506
2015-06-03,92506
2015-06-04,92506
2015-06-05,92506
2015-06-06,92506
2015-06-07,89141
2015-06-08,89141
2015-06-09,89141
2015-06-10,89141
2015-06-11,89141
2015-06-12,89141
2015-06-13,89141
2015-06-14,89141
2015-06-15,89141
2015-06-16,89141
2015-06-17,89141
2015-06-18,89141
2015-06-19,84683
2015-06-20,84683
2015-06-21,84683
2015-06-22,84683
2015-06-23,84683
2015-06-24,84683
2015-06-25,84683
2015-06-26,84683
2015-06-27,84683
2015-06-28,84683
2015-06-29,84683
2015-06-30,84683
2015-07-01,84763
2015-07-02,84763
2015-07-03,84763
2015-07-04,84763
2015-07-05,84763
2015-07-06,84763
2015-07-07,84763
2015-07-08,84763
2015-07-09,84763
2015-07-10,84763
2015-07-11,84763
2015-07-12,82404
2015-07-13,82404
2015-07-14,82404
2015-07-15,82404
2015-07-16,82404
2015-07-17,82404
2015-07-18,82404
2015-07-19,82404
2015-07-20,82404
2015-07-21,82404
2015-07-22,81196
2015-07-23,81196
2015-07-24,81196
2015-07-25,81196
2015-07-26,81196
2015-07-27,81196
2015-07-28,81196
2015-07-29,81196
2015-07-30,81196
2015-07-31,81196
2015-08-01,81196
2015-08-02,80807
2015-08-03,80807
2015-08-04,80807
2015-08-05,80807
2015-08-06,80807
2015-08-07,80807
2015-08-08,80807
2015-08-09,80807
2015-08-10,80807
2015-08-11,76968
2015-08-12,76968
2015-08-13,76968
2015-08-14,76968
2015-08-15,76968
2015-08-16,76968
2015-08-17,76968
2015-08-18,76968
2015-08-19,76968
2015-08-20,76968
2015-08-21,76229
2015-08-22,76229
2015-08-23,76229
2015-08-24,76229
2015-08-25,76229
2015-08-26,76229
2015-08-27,76229
2015-08-28,76229
2015-08-29,76229
2015-08-30,76229
2015-08-31,77407
2015-09-01,77407
2015-09-02,77407
2015-09-03,77407
2015-09-04,77407
2015-09-05,77407
2015-09-06,77407
2015-09-07,77407
2015-09-08,77407
2015-09-09,77407
2015-09-10,77407
2015-09-11,75840
2015-09-12,75840
2015-09-13,75840
2015-09-14,75840
2015-09-15,75840
2015-09-16,75840
2015-09-17,75840
2015-09-18,75840
2015-09-19,75840
2015-09-20,76305
2015-09-21,76305
2015-09-22,76305
2015-09-23,76305
2015-09-24,76305
2015-09-25,76305
2015-09-27,76305
2015-09-28,76305
2015-09-29,76305
2015-09-30,76305
2015-10-05,77659
2015-10-06,77659
2015-10-07,77659
2015-10-08,77659
2015-10-09,77659
2015-10-10,77659
2015-10-11,78213
2015-10-12,78213
2015-10-13,78213
2015-10-14,78213
2015-10-15,78213
2015-10-16,78213
2015-10-17,78213
2015-10-18,78213
2015-10-19,78213
2015-10-20,78213
2015-10-22,78045
2015-10-23,78045
2015-10-24,78045
2015-10-25,78045
2015-10-26,78045
2015-10-27,78045
2015-10-29,78045
2015-10-30,78045
2015-10-31,78045
2015-11-01,78045
2015-11-02,78045
2015-11-03,77383
2015-11-04,77383
2015-11-05,77383
2015-11-06,77383
2015-11-07,77383
2015-11-08,77383
2015-11-09,77383
2015-11-10,77383
2015-11-11,77383
2015-11-12,77383
2015-11-13,77383
2015-11-14,77383
2015-11-15,73881
2015-11-16,73881
2015-11-17,73881
2015-11-18,73881
2015-11-19,73881
2015-11-20,73881
2015-11-21,73881
2015-11-22,73881
2015-11-23,73881
2015-11-24,73881
2015-11-25,73881
2015-11-26,73881
2015-11-27,73881
2015-11-28,72508
2015-11-29,72508
2015-11-30,72508
2015-12-01,72508
2015-12-02,72508
2015-12-03,72508
2015-12-04,72508
2015-12-05,72508
2015-12-06,72508
2015-12-07,72508
2015-12-08,72508
2015-12-09,72508
2015-12-10,74614
2015-12-11,74614
2015-12-12,74614
2015-12-13,74614
2015-12-14,74614
2015-12-15,74614
2015-12-16,74614
2015-12-17,74614
2015-12-18,74614
2015-12-19,74614
2015-12-20,74614
2015-12-21,74614
2015-12-22,77157
2015-12-23,77157
2015-12-24,77157
2015-12-25,77157
2015-12-26,77157
2015-12-27,77157
2015-12-28,77157
2015-12-29,77157
2015-12-30,77157
2015-12-31,77157
2016-01-01,77157
2016-01-02,78827
2016-01-03,78827
2016-01-04,78827
2016-01-05,78827
2016-01-06,78827
2016-01-07,78827
2016-01-08,78827
2016-01-09,78827
2016-01-10,78827
2016-01-11,78827
2016-01-12,78827
2016-01-13,76736
2016-01-14,76736
2016-01-15,76736
2016-01-16,76736
2016-01-17,76736
2016-01-18,76736
2016-01-19,76736
2016-01-20,76736
2016-01-21,76736
2016-01-22,78748
2016-01-23,78748
2016-01-24,78748
2016-01-25,78748
2016-01-26,78748
2016-01-27,78748
2016-01-28,78748
2016-01-29,78748
2016-01-30,78748
2016-01-31,79337
2016-02-01,79337
2016-02-02,79337
2016-02-03,79337
2016-02-04,79337
2016-02-05,79337
2016-02-06,79337
2016-02-07,79337
2016-02-08,79337
2016-02-09,79337
2016-02-10,80456
2016-02-11,80456
2016-02-12,80456
2016-02-13,80456
2016-02-14,80456
2016-02-15,80456
2016-02-16,80456
2016-02-17,80456
2016-02-18,80456
2016-02-19,80456
2016-02-20,80456
2016-02-21,76658
2016-02-22,76658
2016-02-23,76658
2016-02-24,76658
2016-02-25,76658
2016-02-26,76658
2016-02-27,76658
2016-02-28,76658
2016-02-29,76658
2016-03-01,75900
2016-03-02,75900
2016-03-03,75900
2016-03-04,75900
2016-03-05,75900
2016-03-06,75900
2016-03-07,75900
2016-03-08,75900
2016-03-09,75900
2016-03-10,75797
2016-03-11,75797
2016-03-12,75797
2016-03-13,75797
2016-03-14,75797
2016-03-15,75797
2016-03-16,75797
2016-03-17,75797
2016-03-18,75493
2016-03-19,75493
2016-03-20,75493
2016-03-21,75493
2016-03-22,75493
2016-03-23,75493
2016-03-24,75493
2016-03-25,75493
2016-03-26,74804
2016-03-27,74804
2016-03-28,74804
2016-03-29,74804
2016-03-30,74804
2016-03-31,74804
2016-04-01,74804
2016-04-02,74804
2016-04-03,74804
2016-04-04,74804
2016-04-05,72035
2016-04-06,72035
2016-04-07,72035
2016-04-08,72035
2016-04-09,72035
2016-04-10,72035
2016-04-11,72035
2016-04-12,72035
2016-04-13,72035
2016-04-14,72035
2016-04-15,70883
2016-04-16,70883
2016-04-17,70883
2016-04-18,70883
2016-04-19,70883
2016-04-20,70883
2016-04-21,70883
2016-04-22,70883
2016-04-23,70883
2016-04-24,70883
2016-04-25,70674
2016-04-26,70674
2016-04-27,70674
2016-04-28,70674
2016-04-29,70674
2016-04-30,70674
2016-05-01,70674
2016-05-02,70674
2016-05-03,70674
2016-05-04,72346
2016-05-05,72346
2016-05-06,72346
2016-05-07,72346
2016-05-08,72346
2016-05-09,72346
2016-05-10,72346
2016-05-11,72346
2016-05-12,71000
2016-05-13,71000
2016-05-14,71000
2016-05-15,71000
2016-05-16,71000
2016-05-17,71000
2016-05-18,71000
2016-05-19,71000
2016-05-22,69620
2016-05-23,69620
2016-05-24,69620
2016-05-25,69620
2016-05-26,69620
2016-05-27,69620
2016-05-28,70639
2016-05-29,70639
2016-05-30,70639
2016-05-31,70639
2016-06-01,70639
2016-06-02,70639
2016-06-03,70639
2016-06-04,70639
2016-06-05,69631
2016-06-06,69631
2016-06-07,69631
2016-06-08,69631
2016-06-09,69631
2016-06-10,69631
2016-06-11,69631
2016-06-12,69631
2016-06-13,69631
2016-06-14,66949
2016-06-15,66949
2016-06-16,66949
2016-06-17,66949
2016-06-18,66949
2016-06-19,66949
2016-06-20,66949
2016-06-21,66949
2016-06-22,66949
2016-06-23,65387
2016-06-24,65387
2016-06-25,65387
2016-06-26,65387
2016-06-27,65387
2016-06-28,65387
2016-06-29,65387
2016-06-30,65387
2016-07-01,65387
2016-07-02,65387
2016-07-03,65571
2016-07-04,65571
2016-07-05,65571
2016-07-06,65571
2016-07-07,65571
2016-07-08,65571
2016-07-09,65571
2016-07-10,65571
2016-07-11,65571
2016-07-12,66072
2016-07-13,66072
2016-07-14,66072
2016-07-15,66072
2016-07-16,66072
2016-07-17,66072
2016-07-18,66072
2016-07-23,67023
2016-07-24,67023
2016-07-25,67023
2016-07-26,67023
2016-07-27,67023
2016-07-28,67023
2016-07-29,67023
2016-07-30,67023
2016-07-31,67023
2016-08-01,67023
2016-08-02,69700
2016-08-03,69700
2016-08-04,69700
2016-08-05,69700
2016-08-06,69700
2016-08-07,69700
2016-08-08,69700
2016-08-09,69700
2016-08-10,69700
2016-08-11,69700
2016-08-12,69830
2016-08-13,69830
2016-08-14,69830
2016-08-15,69830
2016-08-16,69830
2016-08-17,69830
2016-08-18,69830
2016-08-19,69830
2016-08-20,69830
2016-08-21,69830
2016-08-22,67450
2016-08-23,67450
2016-08-24,67450
2016-08-25,67450
2016-08-26,67450
2016-08-28,67450
2016-08-31,67450
2016-09-01,69728
2016-09-02,69728
2016-09-03,69728
2016-09-04,69728
2016-09-05,69728
2016-09-06,69728
2016-09-07,69728
2016-09-08,69728
2016-09-09,69728
2016-09-10,69728
2016-09-11,69728
2016-09-12,72338
2016-09-13,72338
2016-09-14,72338
2016-09-15,72338
2016-09-16,72338
2016-09-17,72338
2016-09-18,72338
2016-09-19,72338
2016-09-20,72338
2016-09-21,72338
2016-09-22,71773
2016-09-23,71773
2016-09-24,71773
2016-09-25,71773
2016-09-26,71773
2016-09-27,71773
2016-09-28,71773
2016-09-29,71773
2016-09-30,71773
2016-10-01,73692
2016-10-02,73692
2016-10-03,73692
2016-10-04,73692
2016-10-05,73692
2016-10-06,73692
2016-10-07,73692
2016-10-08,73692
2016-10-09,73692
2016-10-10,73692
2016-10-11,73692
2016-10-12,73692
2016-10-13,73464
2016-10-14,73464
2016-10-15,73464
2016-10-16,73464
2016-10-17,73464
2016-10-18,73464
2016-10-19,73464
2016-10-20,73464
2016-10-21,73464
2016-10-22,73464
2016-10-23,75111
2016-10-24,75111
2016-10-25,75111
2016-10-26,75111
2016-10-27,75111
2016-10-28,75111
2016-10-29,75111
2016-10-30,75111
2016-10-31,75111
2016-11-01,75111
2016-11-02,72953
2016-11-03,72953
2016-11-04,72953
2016-11-05,72953
2016-11-06,72953
2016-11-07,72953
2016-11-08,72953
2016-11-09,72953
2016-11-10,72953
2016-11-11,72953
2016-11-12,73612
2016-11-13,73612
2016-11-14,73612
2016-11-15,73612
2016-12-07,75823
2016-12-08,75823
2016-12-09,75823
2016-12-10,75823
