date_obj,Adamantite%20ore price
2015-08-15,1174
2015-08-16,1126
2015-08-17,1117
2015-08-18,1114
2015-08-19,1093
2015-08-20,1082
2015-08-21,1085
2015-08-22,1088
2015-08-23,1077
2015-08-24,1096
2015-08-25,1096
2015-08-26,1140
2015-08-27,1119
2015-08-28,1136
2015-08-29,1116
2015-08-30,1108
2015-08-31,1119
2015-09-01,1104
2015-09-02,1122
2015-09-03,1131
2015-09-04,1121
2015-09-05,1114
2015-09-06,1123
2015-09-07,1112
2015-09-08,1098
2015-09-09,1109
2015-09-10,1094
2015-09-11,1115
2015-09-12,1124
2015-09-13,1098
2015-09-14,1067
2015-09-15,1079
2015-09-16,1112
2015-09-17,1114
2015-09-18,1103
2015-09-19,1113
2015-09-20,1089
2015-09-21,1094
2015-09-22,1112
2015-09-23,1140
2015-09-24,1140
2015-09-25,1139
2015-09-27,1153
2015-09-28,1163
2015-09-29,1156
2015-09-30,1111
2015-10-05,1144
2015-10-06,1134
2015-10-07,1143
2015-10-08,1144
2015-10-09,1170
2015-10-10,1170
2015-10-11,1175
2015-10-12,1207
2015-10-13,1244
2015-10-14,1237
2015-10-15,1229
2015-10-16,1245
2015-10-17,1245
2015-10-18,1236
2015-10-19,1211
2015-10-20,1192
2015-10-22,1193
2015-10-23,1172
2015-10-24,1143
2015-10-25,1129
2015-10-26,1119
2015-10-27,1162
2015-10-28,1183
2015-10-29,1189
2015-10-30,1198
2015-10-31,1204
2015-11-01,1168
2015-11-02,1171
2015-11-03,1186
2015-11-04,1202
2015-11-05,1209
2015-11-06,1198
2015-11-07,1172
2015-11-08,1128
2015-11-09,1115
2015-11-10,1092
2015-11-11,1068
2015-11-12,1083
2015-11-13,1091
2015-11-14,1079
2015-11-15,1074
2015-11-16,1065
2015-11-17,1089
2015-11-18,1114
2015-11-19,1151
2015-11-20,1181
2015-11-21,1181
2015-11-22,1189
2015-11-23,1189
2015-11-24,1184
2015-11-25,1172
2015-11-26,1172
2015-11-27,1194
2015-11-28,1224
2015-11-29,1268
2015-11-30,1309
2015-12-01,1345
2015-12-02,1350
2015-12-03,1317
2015-12-04,1331
2015-12-05,1349
2015-12-06,1339
2015-12-07,1355
2015-12-08,1375
2015-12-09,1362
2015-12-10,1414
2015-12-11,1415
2015-12-12,1369
2015-12-13,1341
2015-12-14,1341
2015-12-15,1334
2015-12-16,1330
2015-12-17,1336
2015-12-18,1358
2015-12-19,1305
2015-12-20,1254
2015-12-21,1213
2015-12-22,1245
2015-12-23,1248
2015-12-24,1271
2015-12-25,1258
2015-12-26,1199
2015-12-27,1146
2015-12-28,1093
2015-12-29,1078
2015-12-30,1091
2015-12-31,1102
2016-01-01,1111
2016-01-02,1082
2016-01-03,1105
2016-01-04,1140
2016-01-05,1145
2016-01-06,1155
2016-01-07,1148
2016-01-08,1188
2016-01-09,1165
2016-01-10,1177
2016-01-11,1127
2016-01-12,1135
2016-01-13,1177
2016-01-14,1222
2016-01-15,1260
2016-01-16,1293
2016-01-17,1295
2016-01-18,1273
2016-01-19,1306
2016-01-20,1333
2016-01-21,1349
2016-01-22,1352
2016-01-23,1361
2016-01-24,1298
2016-01-25,1275
2016-01-26,1291
2016-01-27,1315
2016-01-28,1315
2016-01-29,1279
2016-01-30,1255
2016-01-31,1202
2016-02-01,1160
2016-02-02,1149
2016-02-03,1185
2016-02-04,1231
2016-02-05,1282
2016-02-06,1290
2016-02-07,1312
2016-02-08,1348
2016-02-09,1347
2016-02-10,1347
2016-02-11,1310
2016-02-12,1283
2016-02-13,1255
2016-02-14,1197
2016-02-15,1204
2016-02-16,1258
2016-02-17,1306
2016-02-18,1349
2016-02-19,1386
2016-02-20,1378
2016-02-21,1362
2016-02-22,1362
2016-02-23,1358
2016-02-24,1363
2016-02-25,1353
2016-02-26,1330
2016-02-27,1275
2016-02-28,1217
2016-02-29,1187
2016-03-01,1212
2016-03-02,1203
2016-03-03,1214
2016-03-04,1218
2016-03-05,1213
2016-03-06,1185
2016-03-07,1175
2016-03-08,1179
2016-03-09,1176
2016-03-10,1174
2016-03-11,1175
2016-03-12,1165
2016-03-13,1179
2016-03-14,1171
2016-03-15,1183
2016-03-16,1189
2016-03-17,1180
2016-03-18,1183
2016-03-19,1184
2016-03-20,1187
2016-03-21,1204
2016-03-22,1210
2016-03-23,1191
2016-03-24,1204
2016-03-25,1185
2016-03-26,1169
2016-03-27,1169
2016-03-28,1131
2016-03-29,1105
2016-03-30,1105
2016-03-31,1110
2016-04-01,1090
2016-04-02,1046
2016-04-03,1027
2016-04-04,1027
2016-04-05,1057
2016-04-06,1094
2016-04-07,1103
2016-04-08,1112
2016-04-09,1119
2016-04-10,1105
2016-04-11,1105
2016-04-12,1104
2016-04-13,1087
2016-04-14,1085
2016-04-15,1070
2016-04-16,1073
2016-04-17,1067
2016-04-18,1068
2016-04-19,1075
2016-04-20,1077
2016-04-21,1070
2016-04-22,1063
2016-04-23,1054
2016-04-24,1036
2016-04-25,1035
2016-04-26,1058
2016-04-27,1096
2016-04-28,1140
2016-04-29,1167
2016-04-30,1164
2016-05-01,1165
2016-05-02,1162
2016-05-03,1168
2016-05-04,1167
2016-05-05,1176
2016-05-06,1176
2016-05-07,1144
2016-05-08,1122
2016-05-09,1143
2016-05-10,1183
2016-05-11,1229
2016-05-12,1267
2016-05-13,1255
2016-05-14,1256
2016-05-15,1254
2016-05-16,1283
2016-05-17,1278
2016-05-18,1254
2016-05-19,1248
2016-05-22,1250
2016-05-23,1264
2016-05-24,1326
2016-05-25,1380
2016-05-26,1434
2016-05-27,1436
2016-05-28,1412
2016-05-29,1413
2016-05-30,1408
2016-05-31,1376
2016-06-01,1380
2016-06-02,1372
2016-06-03,1351
2016-06-04,1323
2016-06-05,1333
2016-06-06,1373
2016-06-07,1425
2016-06-08,1446
2016-06-09,1453
2016-06-10,1452
2016-06-11,1449
2016-06-12,1446
2016-06-13,1511
2016-06-14,1578
2016-06-15,1636
2016-06-16,1700
2016-06-17,1649
2016-06-18,1573
2016-06-19,1614
2016-06-20,1668
2016-06-21,1741
2016-06-22,1739
2016-06-23,1712
2016-06-24,1684
2016-06-25,1677
2016-06-26,1673
2016-06-27,1694
2016-06-28,1697
2016-06-29,1694
2016-06-30,1685
2016-07-01,1673
2016-07-02,1618
2016-07-03,1558
2016-07-04,1516
2016-07-05,1499
2016-07-06,1464
2016-07-07,1443
2016-07-08,1377
2016-07-09,1365
2016-07-10,1383
2016-07-11,1441
2016-07-12,1511
2016-07-13,1576
2016-07-14,1593
2016-07-15,1541
2016-07-16,1534
2016-07-17,1575
2016-07-18,1601
2016-07-23,1659
2016-07-24,1616
2016-07-25,1684
2016-07-26,1730
2016-07-27,1726
2016-07-28,1676
2016-07-29,1686
2016-07-30,1730
2016-07-31,1732
2016-08-01,1715
2016-08-02,1672
2016-08-03,1636
2016-08-04,1619
2016-08-05,1613
2016-08-06,1602
2016-08-07,1542
2016-08-08,1479
2016-08-09,1426
2016-08-10,1443
2016-08-11,1463
2016-08-12,1419
2016-08-13,1367
2016-08-14,1321
2016-08-15,1341
2016-08-16,1401
2016-08-17,1456
2016-08-18,1476
2016-08-19,1526
2016-08-20,1507
2016-08-21,1472
2016-08-22,1476
2016-08-23,1532
2016-08-24,1539
2016-08-25,1494
2016-08-26,1494
2016-08-28,1492
2016-08-31,1370
2016-09-01,1363
2016-09-02,1363
2016-09-03,1376
2016-09-04,1389
2016-09-05,1399
2016-09-06,1451
2016-09-07,1443
2016-09-08,1372
2016-09-09,1303
2016-09-10,1237
2016-09-11,1175
2016-09-12,1143
2016-09-13,1196
2016-09-14,1213
2016-09-15,1267
2016-09-16,1326
2016-09-17,1325
2016-09-18,1350
2016-09-19,1346
2016-09-20,1316
2016-09-21,1333
2016-09-22,1348
2016-09-23,1310
2016-09-24,1317
2016-09-25,1347
2016-09-26,1377
2016-09-27,1383
2016-09-28,1351
2016-09-29,1311
2016-09-30,1280
2016-10-01,1236
2016-10-02,1242
2016-10-03,1258
2016-10-04,1313
2016-10-05,1339
2016-10-06,1296
2016-10-07,1328
2016-10-08,1317
2016-10-09,1354
2016-10-10,1376
2016-10-11,1373
2016-10-12,1398
2016-10-13,1431
2016-10-14,1462
2016-10-15,1466
2016-10-16,1432
2016-10-17,1406
2016-10-18,1418
2016-10-19,1428
2016-10-20,1432
2016-10-21,1429
2016-10-22,1440
2016-10-23,1454
2016-10-24,1461
2016-10-25,1457
2016-10-26,1462
2016-10-27,1480
2016-10-28,1476
2016-10-29,1454
2016-10-30,1444
2016-10-31,1425
2016-11-01,1443
2016-11-02,1454
2016-11-03,1465
2016-11-04,1467
2016-11-05,1473
2016-11-06,1474
2016-11-07,1469
2016-11-08,1479
2016-11-09,1496
2016-11-10,1503
2016-11-11,1525
2016-11-12,1532
2016-11-13,1523
2016-11-14,1510
2016-11-15,1525
2016-12-07,1616
2016-12-08,1616
2016-12-09,1598
2016-12-10,1550
2016-12-11,1487
2016-12-12,1452
2016-12-13,1456
2016-12-14,1501
2016-12-15,1565
2016-12-16,1589
2016-12-17,1553
2016-12-18,1523
2016-12-19,1501
2016-12-20,1524
2016-12-21,1511
2016-12-22,1498
2016-12-23,1487
2016-12-24,1497
2016-12-25,1466
2016-12-26,1480
2016-12-27,1510
2016-12-28,1545
2016-12-29,1498
2016-12-30,1472
2016-12-31,1444
2017-01-01,1400
2017-01-02,1388
2017-01-03,1426
2017-01-04,1376
2017-01-05,1391
2017-01-06,1437
2017-01-07,1434
2017-01-08,1464
2017-01-09,1482
2017-01-10,1494
2017-01-11,1528
2017-01-12,1537
2017-01-13,1539
2017-01-14,1537
2017-01-15,1530
2017-01-16,1561
2017-01-17,1597
2017-01-18,1626
2017-01-19,1638
2017-01-20,1674
2017-01-21,1664
2017-01-22,1686
2017-01-23,1657
2017-01-27,1619
2017-01-28,1579
2017-01-29,1572
2017-01-30,1562
2017-01-31,1573
2017-02-01,1621
2017-02-02,1665
2017-02-03,1671
2017-02-04,1657
2017-02-05,1629
2017-02-06,1613
2017-02-07,1579
2017-02-08,1609
2017-02-09,1660
2017-02-10,1674
2017-02-11,1615
2017-02-12,1580
2017-02-13,1528
2017-02-14,1492
2017-02-15,1502
2017-02-16,1550
2017-02-17,1595
2017-02-18,1552
2017-02-19,1503
2017-02-20,1490
2017-02-21,1496
2017-02-22,1542
2017-02-23,1560
2017-02-24,1550
2017-02-25,1505
2017-02-26,1488
2017-02-27,1477
2017-02-28,1473
2017-03-01,1468
2017-03-02,1448
2017-03-03,1432
2017-03-04,1386
2017-03-05,1348
2017-03-06,1316
2017-03-07,1339
2017-03-08,1378
2017-03-09,1418
2017-03-10,1437
2017-03-11,1423
2017-03-12,1401
2017-03-13,1384
2017-03-14,1422
2017-03-15,1448
2017-03-16,1467
2017-03-17,1465
2017-03-18,1449
2017-03-19,1405
2017-03-20,1407
2017-03-21,1434
2017-03-22,1431
2017-03-23,1432
2017-03-24,1411
2017-03-25,1388
2017-03-26,1370
2017-03-27,1352
2017-03-28,1368
2017-03-29,1358
2017-03-30,1348
2017-03-31,1349
2017-04-01,1310
2017-04-02,1269
2017-04-03,1230
2017-04-04,1237
2017-04-05,1277
2017-04-12,1306
2017-04-13,1292
2017-04-14,1281
2017-04-15,1288
2017-04-16,1234
2017-04-17,1216
2017-04-18,1244
2017-04-19,1280
2017-04-20,1331
2017-04-21,1344
2017-04-22,1323
2017-04-23,1298
2017-04-24,1285
2017-04-25,1312
2017-04-26,1297
2017-04-27,1291
2017-04-28,1296
2017-04-29,1275
2017-04-30,1230
2017-05-01,1247
2017-05-02,1246
2017-05-03,1268
2017-05-04,1281
2017-05-05,1308
2017-05-06,1309
2017-05-07,1295
2017-05-08,1324
2017-05-09,1361
2017-05-10,1371
2017-05-11,1380
2017-05-12,1370
2017-05-13,1348
2017-05-14,1329
2017-05-15,1342
2017-05-16,1391
2017-05-17,1420
2017-05-18,1445
2017-05-19,1458
2017-05-20,1443
2017-05-21,1415
2017-05-22,1384
2017-05-23,1398
2017-05-24,1397
2017-05-25,1394
2017-05-26,1429
2017-05-27,1425
2017-05-28,1451
2017-05-29,1449
2017-05-30,1453
2017-05-31,1448
2017-06-01,1411
2017-06-02,1392
2017-06-03,1388
2017-06-04,1368
2017-06-05,1348
2017-06-06,1367
2017-06-07,1368
2017-06-08,1368
2017-06-09,1375
2017-06-10,1344
2017-06-11,1327
2017-06-12,1329
2017-06-13,1329
2017-06-14,1376
2017-06-15,1396
2017-06-16,1391
2017-06-17,1337
2017-06-18,1309
2017-06-19,1321
2017-06-20,1343
2017-06-21,1346
2017-06-22,1344
2017-06-23,1351
2017-06-24,1321
2017-06-25,1288
2017-06-26,1277
2017-06-27,1276
2017-06-28,1275
2017-06-29,1256
2017-06-30,1244
2017-07-01,1258
2017-07-02,1247
2017-07-03,1251
2017-07-04,1282
2017-07-05,1275
2017-07-06,1274
2017-07-07,1287
2017-07-08,1274
2017-07-09,1244
2017-07-13,1195
2017-07-14,1179
2017-07-15,1190
2017-07-16,1177
2017-07-17,1206
2017-07-18,1258
2017-07-19,1273
2017-07-20,1273
2017-07-21,1269
2017-07-22,1252
2017-07-23,1231
2017-07-24,1232
2017-07-25,1253
2017-07-26,1274
2017-07-27,1296
2017-07-28,1293
2017-07-29,1281
2017-07-30,1268
2017-07-31,1281
2017-08-01,1299
2017-08-02,1320
2017-08-03,1326
2017-08-04,1344
2017-08-05,1300
2017-08-06,1263
2017-08-07,1257
2017-08-08,1260
2017-08-09,1299
2017-08-10,1325
2017-08-11,1303
2017-08-12,1280
2017-08-13,1258
2017-08-14,1243
2017-08-15,1266
2017-08-16,1264
2017-08-17,1245
2017-08-18,1237
2017-08-19,1239
2017-08-20,1249
2017-08-21,1258
2017-08-22,1294
2017-08-23,1336
2017-08-24,1346
2017-08-25,1341
2017-08-26,1321
2017-08-27,1297
2017-08-28,1296
2017-08-29,1304
2017-08-30,1312
2017-08-31,1310
2017-09-01,1307
2017-09-02,1293
2017-09-03,1295
2017-09-04,1306
2017-09-05,1291
2017-09-06,1287
2017-09-07,1271
2017-09-08,1261
2017-09-09,1232
2017-09-10,1220
2017-09-11,1214
2017-09-12,1214
2017-09-13,1235
2017-09-14,1254
2017-09-15,1246
2017-09-16,1244
2017-09-17,1240
2017-09-18,1245
2017-09-19,1252
2017-09-20,1278
2017-09-21,1287
2017-09-22,1272
2017-09-23,1269
2017-09-24,1257
2017-09-25,1260
2017-09-26,1260
2017-09-27,1239
2017-09-28,1217
2017-09-29,1165
2017-09-30,1131
2017-10-01,1132
2017-10-02,1168
2017-10-03,1188
2017-10-04,1218
2017-10-05,1215
2017-10-06,1205
2017-10-07,1207
2017-10-08,1211
2017-10-09,1226
2017-10-10,1266
2017-10-11,1265
2017-10-12,1275
2017-10-13,1289
2017-10-14,1252
2017-10-15,1221
2017-10-16,1208
2017-10-17,1229
2017-10-18,1232
2017-10-19,1231
2017-10-20,1225
2017-10-21,1218
2017-10-22,1207
2017-10-23,1219
2017-10-24,1243
2017-10-25,1246
2017-10-26,1237
2017-10-27,1219
2017-10-28,1205
2017-10-29,1214
2017-10-30,1221
2017-10-31,1229
2017-11-01,1199
2017-11-02,1195
2017-11-03,1190
2017-11-04,1185
2017-11-05,1169
2017-11-06,1190
2017-11-07,1212
2017-11-08,1240
2017-11-09,1238
2017-11-10,1244
2017-11-11,1241
2017-11-12,1239
2017-11-13,1232
2017-11-14,1243
2017-11-15,1252
2017-11-16,1257
2017-11-17,1253
2017-11-18,1236
2017-11-19,1217
2017-11-20,1213
2017-11-21,1230
2017-11-22,1226
2017-11-23,1245
2017-11-24,1237
2017-11-25,1211
2017-11-26,1195
2017-11-27,1214
2017-11-28,1230
2017-11-29,1241
2017-11-30,1234
2017-12-01,1241
2017-12-02,1249
2017-12-03,1243
2017-12-04,1263
2017-12-05,1291
2017-12-06,1334
2017-12-07,1345
2017-12-08,1326
2017-12-09,1302
2017-12-10,1284
2017-12-11,1271
2017-12-12,1270
2017-12-13,1262
2017-12-14,1252
2017-12-15,1251
2017-12-16,1252
2017-12-17,1218
2017-12-18,1185
2017-12-19,1170
2017-12-20,1166
2017-12-21,1179
2017-12-22,1185
2017-12-23,1153
2017-12-24,1121
2017-12-25,1134
2017-12-26,1155
2017-12-27,1156
2017-12-28,1155
2017-12-29,1166
2017-12-30,1159
2017-12-31,1114
2018-01-01,1070
2018-01-02,1084
2018-01-03,1122
2018-01-04,1145
2018-01-05,1136
2018-01-06,1147
2018-01-07,1138
2018-01-08,1116
2018-01-09,1084
2018-01-10,1052
2018-01-11,1042
2018-01-12,1058
2018-01-13,1067
2018-01-14,1075
2018-01-15,1100
2018-01-16,1150
2018-01-17,1205
2018-01-18,1240
2018-01-19,1218
2018-01-20,1220
2018-01-21,1194
2018-01-22,1194
2018-01-23,1209
2018-01-24,1221
2018-01-25,1235
2018-01-26,1243
2018-01-27,1235
2018-01-28,1196
2018-01-29,1197
2018-01-30,1216
2018-01-31,1240
2018-02-01,1244
2018-02-02,1246
2018-02-03,1234
2018-02-04,1192
2018-02-05,1199
2018-02-06,1217
2018-02-07,1235
2018-02-08,1238
2018-02-09,1216
2018-02-10,1160
2018-02-11,1145
2018-02-12,1197
2018-02-13,1242
2018-02-14,1248
2018-02-15,1245
2018-02-16,1255
2018-02-17,1244
2018-02-18,1252
2018-02-19,1267
2018-02-20,1253
2018-02-21,1263
2018-02-22,1243
2018-02-23,1269
2018-02-24,1277
2018-02-25,1283
2018-02-26,1310
2018-02-27,1324
2018-02-28,1340
2018-03-01,1327
2018-03-02,1353
2018-03-03,1336
2018-03-04,1306
2018-03-05,1295
2018-03-06,1301
2018-03-07,1315
2018-03-08,1327
2018-03-09,1301
2018-03-10,1276
2018-03-11,1240
2018-03-12,1226
2018-03-13,1246
2018-03-14,1260
2018-03-15,1250
2018-03-16,1253
2018-03-17,1238
2018-03-18,1217
2018-03-19,1219
2018-03-20,1241
2018-03-21,1243
2018-03-22,1238
2018-03-23,1243
2018-03-24,1241
2018-03-25,1226
2018-03-26,1220
2018-03-27,1216
2018-03-28,1223
2018-03-29,1233
2018-03-30,1235
2018-03-31,1230
2018-04-01,1224
2018-04-02,1216
2018-04-03,1214
2018-04-04,1213
2018-04-05,1218
2018-04-06,1228
2018-04-07,1221
2018-04-08,1223
2018-04-09,1214
2018-04-10,1214
2018-04-11,1216
2018-04-12,1241
2018-04-13,1256
2018-04-14,1237
2018-04-15,1214
2018-04-16,1184
2018-04-17,1187
2018-04-18,1184
2018-04-19,1187
2018-04-20,1189
2018-04-21,1180
2018-04-22,1166
2018-04-23,1194
2018-04-24,1202
2018-04-25,1212
2018-04-26,1207
2018-04-27,1210
2018-04-28,1174
2018-04-29,1154
2018-04-30,1136
2018-05-01,1162
2018-05-02,1168
2018-05-03,1164
2018-05-04,1171
2018-05-05,1172
2018-05-06,1167
2018-05-07,1162
2018-05-08,1165
2018-05-09,1174
2018-05-10,1172
2018-05-11,1165
2018-05-12,1140
2018-05-13,1131
2018-05-14,1141
2018-05-15,1159
2018-05-16,1170
2018-05-17,1177
2018-05-18,1188
2018-05-19,1171
2018-05-20,1157
2018-05-21,1165
2018-05-22,1171
2018-05-23,1184
2018-05-24,1199
2018-05-25,1203
2018-05-26,1193
2018-05-27,1180
2018-05-28,1180
2018-05-29,1181
2018-05-30,1193
2018-05-31,1209
2018-06-01,1219
2018-06-02,1215
2018-06-03,1209
2018-06-04,1207
2018-06-05,1187
2018-06-06,1138
2018-06-07,1114
2018-06-08,1111
2018-06-09,1087
2018-06-10,1105
2018-06-11,1150
2018-06-12,1158
2018-06-13,1160
2018-06-14,1160
2018-06-15,1165
2018-06-16,1156
2018-06-17,1141
2018-06-18,1146
2018-06-19,1158
2018-06-20,1172
2018-06-21,1197
2018-06-22,1205
2018-06-23,1167
2018-06-24,1148
2018-06-25,1156
2018-06-26,1183
2018-06-27,1215
2018-06-28,1225
2018-06-29,1219
2018-06-30,1209
2018-07-01,1202
2018-07-02,1214
2018-07-03,1214
2018-07-04,1219
2018-07-05,1209
2018-07-06,1195
2018-07-07,1180
2018-07-08,1173
2018-07-09,1164
2018-07-10,1156
2018-07-11,1150
2018-07-12,1176
2018-07-13,1201
2018-07-14,1207
2018-07-15,1194
2018-07-16,1182
2018-07-17,1187
2018-07-18,1196
2018-07-19,1193
2018-07-20,1222
2018-07-21,1234
2018-07-22,1183
2018-07-23,1165
2018-07-24,1162
2018-07-25,1161
2018-07-26,1164
2018-07-27,1137
2018-07-28,1124
2018-07-29,1092
2018-07-30,1083
2018-07-31,1105
2018-08-01,1129
2018-08-02,1135
2018-08-03,1146
2018-08-04,1150
2018-08-05,1151
2018-08-06,1149
2018-08-07,1149
2018-08-08,1147
2018-08-09,1151
2018-08-10,1169
2018-08-11,1178
2018-08-12,1176
2018-08-14,1193
2018-08-16,1182
2018-08-17,1177
2018-08-18,1190
2018-08-19,1195
2018-08-20,1206
2018-08-21,1222
2018-08-22,1225
2018-08-23,1229
2018-08-24,1214
2018-08-25,1211
2018-08-26,1203
2018-08-27,1207
2018-08-28,1213
2018-08-29,1218
2018-08-30,1212
2018-08-31,1189
2018-09-01,1180
2018-09-02,1172
2018-09-03,1170
2018-09-04,1175
2018-09-05,1188
2018-09-06,1201
2018-09-07,1205
2018-09-08,1196
2018-09-09,1183
2018-09-10,1194
2018-09-11,1201
2018-09-12,1216
2018-09-13,1233
2018-09-14,1224
2018-09-15,1201
2018-09-16,1186
2018-09-17,1188
2018-09-18,1185
2018-09-19,1195
2018-09-20,1211
2018-09-21,1206
2018-09-22,1202
2018-09-23,1185
2018-09-24,1180
2018-09-25,1181
2018-09-26,1177
2018-09-27,1179
2018-09-28,1183
2018-09-29,1192
2018-09-30,1208
2018-10-01,1222
2018-10-02,1231
2018-10-03,1245
2018-10-04,1291
2018-10-05,1256
2018-10-06,1243
2018-10-07,1233
2018-10-08,1228
2018-10-09,1228
2018-10-10,1248
2018-10-11,1237
2018-10-12,1227
2018-10-13,1223
2018-10-14,1251
2018-10-15,1228
2018-10-16,1214
2018-10-17,1202
2018-10-18,1194
2018-10-19,1183
2018-10-20,1178
2018-10-21,1186
2018-10-22,1182
2018-10-23,1198
2018-10-24,1206
2018-10-25,1222
2018-10-26,1220
2018-10-27,1211
2018-10-28,1183
2018-10-29,1194
2018-10-30,1201
2018-10-31,1182
2018-11-01,1178
2018-11-03,1179
2018-11-04,1166
2018-11-05,1164
2018-11-06,1165
2018-11-07,1164
2018-11-08,1164
2018-11-09,1166
2018-11-10,1165
2018-11-11,1150
2018-11-12,1156
2018-11-13,1160
2018-11-14,1162
2018-11-15,1157
2018-11-16,1145
2018-11-17,1131
2018-11-18,1113
2018-11-19,1120
2018-11-20,1127
2018-11-21,1133
2018-11-22,1125
2018-11-23,1117
2018-11-24,1099
2018-11-25,1086
2018-11-26,1069
2018-11-27,1047
2018-11-28,1048
2018-11-29,1031
2018-12-01,1032
2018-12-02,1012
2018-12-03,1011
2018-12-04,1008
2018-12-05,1017
2018-12-07,1062
2018-12-09,1040
2018-12-10,1046
2018-12-11,1057
2018-12-12,1057
2018-12-13,1055
2018-12-14,1041
2018-12-15,1032
2018-12-16,1023
2018-12-17,1013
2018-12-18,1017
2018-12-19,1024
2018-12-20,1028
2018-12-21,1023
2018-12-22,1014
2018-12-23,991
2018-12-24,980
2018-12-25,1001
2018-12-26,1031
2018-12-27,1028
2018-12-28,1029
2018-12-29,1028
2018-12-30,1010
2018-12-31,1000
2019-01-01,979
2019-01-02,957
2019-01-03,960
2019-01-04,983
2019-01-05,1003
2019-01-06,1002
2019-01-08,1011
2019-01-10,982
2019-01-11,987
2019-01-12,996
2019-01-13,1022
2019-01-14,1035
2019-01-15,1069
2019-01-16,1109
2019-01-17,1148
2019-01-18,1122
2019-01-19,1112
2019-01-20,1116
2019-01-21,1138
2019-01-22,1160
2019-01-23,1185
2019-01-24,1211
2019-01-25,1228
2019-01-26,1229
2019-01-27,1200
2019-01-28,1198
2019-01-29,1203
2019-01-30,1214
2019-01-31,1245
2019-02-01,1249
2019-02-02,1209
2019-02-03,1206
2019-02-04,1235
2019-02-05,1224
2019-02-06,1253
2019-02-07,1213
2019-02-08,1220
2019-02-09,1226
2019-02-10,1245
2019-02-11,1247
2019-02-12,1257
2019-02-13,1259
2019-02-14,1238
2019-02-15,1244
2019-02-16,1236
2019-02-17,1245
2019-02-18,1255
2019-02-19,1267
2019-02-20,1279
2019-02-21,1294
2019-02-22,1311
2019-02-23,1307
2019-02-24,1308
2019-02-25,1328
2019-02-26,1352
2019-02-27,1354
2019-02-28,1339
2019-03-01,1307
2019-03-02,1306
2019-03-03,1309
2019-03-04,1325
2019-03-05,1321
2019-03-06,1325
2019-03-07,1345
2019-03-08,1355
2019-03-09,1331
2019-03-10,1309
2019-03-11,1273
2019-03-12,1265
2019-03-13,1299
2019-03-14,1284
2019-03-15,1288
2019-03-16,1295
2019-03-17,1272
