date_obj,Imbued%20heart price
2016-09-14,7500000
2016-09-15,7777128
2016-09-16,7777128
2016-09-17,8128559
2016-09-18,8128559
2016-09-19,8492435
2016-09-20,8492435
2016-09-21,8492435
2016-09-22,8891060
2016-09-23,8891060
2016-09-24,8891060
2016-09-25,9301402
2016-09-26,9301402
2016-09-27,9738847
2016-09-28,9738847
2016-09-29,10191894
2016-09-30,10191894
2016-10-01,10675217
2016-10-02,10675217
2016-10-03,10675217
2016-10-04,11164483
2016-10-05,11164483
2016-10-06,11692965
2016-10-07,11692965
2016-10-08,12239140
2016-10-09,12239140
2016-10-10,12239140
2016-10-11,12816252
2016-10-12,12816252
2016-10-13,12816252
2016-10-14,13435576
2016-10-15,13435576
2016-10-16,14070156
2016-10-17,14741241
2016-10-18,14741241
2016-10-19,14741241
2016-10-20,15456553
2016-10-21,16187321
2016-10-22,16187321
2016-10-23,16977397
2016-10-24,17792735
2016-10-25,17792735
2016-10-26,18652328
2016-10-27,18652328
2016-10-28,19545827
2016-10-29,20472809
2016-10-30,20472809
2016-10-31,21478714
2016-11-01,21478714
2016-11-02,22517439
2016-11-03,22517439
2016-11-04,23592750
2016-11-05,23592750
2016-11-06,24736271
2016-11-07,24736271
2016-11-08,25927740
2016-11-09,25927740
2016-11-10,27189070
2016-11-11,27189070
2016-11-12,28524879
2016-11-13,28524879
2016-11-14,29879878
2016-11-15,29879878
2016-12-07,48456233
2016-12-08,50848448
2016-12-09,50848448
2016-12-10,53390871
2016-12-11,53390871
2016-12-12,56060415
2016-12-13,56060415
2016-12-14,58863436
2016-12-15,58863436
2016-12-16,60278517
2016-12-17,61669692
2016-12-18,61669692
2016-12-19,64360736
2016-12-20,64360736
2016-12-21,64878037
2016-12-22,64878037
2016-12-23,65739115
2016-12-24,65739115
2016-12-25,67090564
2016-12-26,67090564
2016-12-27,69360725
2016-12-28,69360725
2016-12-29,67628725
2016-12-30,67628725
2016-12-31,67835138
2017-01-01,67835138
2017-01-02,69557549
2017-01-03,69557549
2017-01-04,67137827
2017-01-05,64030986
2017-01-06,60997591
2017-01-07,57947711
2017-01-08,57947711
2017-01-09,55059934
2017-01-10,52764323
2017-01-11,50184148
2017-01-12,49509770
2017-01-13,49509770
2017-01-14,51942092
2017-01-15,53059282
2017-01-16,50824680
2017-01-17,48464560
2017-01-18,48157310
2017-01-19,48157310
2017-01-20,49120884
2017-01-21,49943223
2017-01-22,51990300
2017-01-23,51461915
2017-01-27,49244942
2017-01-28,48694726
2017-01-29,48591721
2017-01-30,48591721
2017-01-31,49757573
2017-02-01,49651936
2017-02-02,50078821
2017-02-03,50249947
2017-02-04,50781135
2017-02-05,52292416
2017-02-06,53171751
2017-02-07,52829620
2017-02-08,53181552
2017-02-09,53181552
2017-02-10,52014078
2017-02-11,52825140
2017-02-12,52825140
2017-02-13,53646059
2017-02-14,55479333
2017-02-15,55479333
2017-02-16,54186367
2017-02-18,53152774
2017-02-19,51604445
2017-02-20,50481422
2017-02-21,51279606
2017-02-22,51654724
2017-02-23,51617172
2017-02-24,51617172
2017-02-25,51989994
2017-02-26,52182870
2017-02-27,52321550
2017-02-28,52480423
2017-03-01,52521488
2017-03-02,52056803
2017-03-03,51391145
2017-03-04,50458691
2017-03-05,48746274
2017-03-06,47547716
2017-03-07,45588981
2017-03-08,43406453
2017-03-09,41309461
2017-03-10,39686309
2017-03-11,41055632
2017-03-12,42631852
2017-03-13,40884751
2017-03-14,39548512
2017-03-15,38884988
2017-03-16,37339256
2017-03-17,36507073
2017-03-18,34846771
2017-03-19,34271279
2017-03-20,35521604
2017-03-21,36862267
2017-03-22,38697788
2017-03-23,40086234
2017-03-24,38536717
2017-03-25,38536717
2017-03-26,38028372
2017-03-27,38794491
2017-03-28,39146086
2017-03-29,38804052
2017-03-30,39033045
2017-03-31,38763411
2017-04-01,38142621
2017-04-02,37347459
2017-04-03,37140210
2017-04-04,36514273
2017-04-12,37606026
2017-04-13,37486415
2017-04-14,37714217
2017-04-15,38047914
2017-04-16,38682436
2017-04-17,37978921
2017-04-18,37282940
2017-04-19,36221525
2017-04-20,36749186
2017-04-21,37258934
2017-04-22,37446690
2017-04-23,37708092
2017-04-24,37575443
2017-04-25,38497245
2017-04-26,38738596
2017-04-27,38836048
2017-04-28,39055267
2017-04-29,39657998
2017-04-30,39610021
2017-05-01,39543095
2017-05-02,40124567
2017-05-03,40817586
2017-05-04,40766833
2017-05-05,39768014
2017-05-06,39881629
2017-05-07,39945124
2017-05-08,39677200
2017-05-09,39180425
2017-05-10,38534228
2017-05-11,38307028
2017-05-12,37816063
2017-05-13,37920667
2017-05-14,38409163
2017-05-15,38921625
2017-05-16,39419196
2017-05-17,39010281
2017-05-18,38759689
2017-05-19,38631287
2017-05-20,38376112
2017-05-21,38171664
2017-05-22,37918304
2017-05-23,37494394
2017-05-24,36840810
2017-05-25,34998769
2017-05-26,33248830
2017-05-27,32303070
2017-05-28,30700334
2017-05-29,29197833
2017-05-30,28436669
2017-05-31,29578415
2017-06-01,29577821
2017-06-02,28134911
2017-06-03,27550173
2017-06-04,26457059
2017-06-06,23918986
2017-06-07,22784056
2017-06-08,21984246
2017-06-09,21001640
2017-06-10,19952818
2017-06-11,19215417
2017-06-12,18788065
2017-06-13,19680508
2017-06-14,20664534
2017-06-15,21681193
2017-06-16,22692914
2017-06-17,23394633
2017-06-18,24165714
2017-06-19,24165714
2017-06-20,23074999
2017-06-21,21926855
2017-06-22,21622791
2017-06-23,20830023
2017-06-24,20372122
2017-06-25,19713496
2017-06-26,19632400
2017-06-27,19381826
2017-06-28,19658831
2017-06-29,20135764
2017-06-30,19831446
2017-07-01,19831446
2017-07-02,19474506
2017-07-03,19242192
2017-07-04,19118239
2017-07-05,19118239
2017-07-06,18632182
2017-07-07,18567387
2017-07-08,18836882
2017-07-13,18909029
2017-07-14,19023980
2017-07-15,18705218
2017-07-16,18535767
2017-07-17,18306612
2017-07-18,18294040
2017-07-19,18188075
2017-07-20,17850168
2017-07-21,17916437
2017-07-22,17820128
2017-07-23,18018706
2017-07-24,17980651
2017-07-25,17899903
2017-07-26,18002114
2017-07-27,17941358
2017-07-28,18038144
2017-07-29,18092058
2017-07-30,18277495
2017-07-31,18277495
2017-08-01,18347358
2017-08-02,18618430
2017-08-03,19365354
2017-08-04,20149693
2017-08-05,19674125
2017-08-06,19498875
2017-08-09,20444751
2017-08-10,19832158
2017-08-11,19221982
2017-08-12,19662975
2017-08-13,19697662
2017-08-14,19810514
2017-08-15,19707285
2017-08-16,19800191
2017-08-17,19852352
2017-08-18,19867906
2017-08-19,19961270
2017-08-20,19711407
2017-08-21,19753261
2017-08-22,19421631
2017-08-23,19293771
2017-08-24,19467715
2017-08-25,19456471
2017-08-26,19521078
2017-08-27,19348091
2017-08-28,19276184
2017-08-29,19320061
2017-08-30,19123249
2017-08-31,18976939
2017-09-01,18925357
2017-09-02,19196674
2017-09-03,19188884
2017-09-04,19237994
2017-09-05,19239735
2017-09-06,19027977
2017-09-07,19117567
2017-09-08,19163324
2017-09-09,19567801
2017-09-10,19467489
2017-09-11,19479853
2017-09-12,19428257
2017-09-13,19426125
2017-09-14,19524125
2017-09-15,19524125
2017-09-16,19669569
2017-09-17,19632151
2017-09-18,19740782
2017-09-19,19786607
2017-09-20,19957038
2017-09-21,20158590
2017-09-22,20169905
2017-09-23,20034440
2017-09-24,19950589
2017-09-25,19868270
2017-09-26,19748886
2017-09-27,19667841
2017-09-28,19446201
2017-09-29,19183434
2017-09-30,19140387
2017-10-01,19002530
2017-10-02,18802446
2017-10-03,18241413
2017-10-04,18087065
2017-10-05,17717946
2017-10-06,17394269
2017-10-07,17963305
2017-10-08,18061895
2017-10-09,18006671
2017-10-10,17904272
2017-10-11,18148162
2017-10-12,18072439
2017-10-13,18025314
2017-10-14,17990135
2017-10-15,17949496
2017-10-16,18318767
2017-10-17,18577888
2017-10-18,18675438
2017-10-19,18623388
2017-10-20,18242999
2017-10-21,17781116
2017-10-22,17530140
2017-10-23,17654249
2017-10-24,17502801
2017-10-25,17477934
2017-10-26,17252405
2017-10-27,16917432
2017-10-28,16625315
2017-10-29,16306806
2017-10-30,16398024
2017-10-31,16404484
2017-11-01,16357058
2017-11-02,16322379
2017-11-03,16239166
2017-11-04,16083716
2017-11-05,16128988
2017-11-06,16232231
2017-11-07,16160487
2017-11-08,16068386
2017-11-09,16276770
2017-11-10,16366609
2017-11-11,16533101
2017-11-12,16662331
2017-11-13,16590328
2017-11-14,16408621
2017-11-15,16277043
2017-11-16,16329255
2017-11-17,16374643
2017-11-18,16527597
2017-11-19,16417746
2017-11-20,16354648
2017-11-21,16306465
2017-11-22,16205729
2017-11-23,16083520
2017-11-24,16516034
2017-11-25,16678851
2017-11-26,16722690
2017-11-27,16966425
2017-11-28,17066478
2017-11-29,16903627
2017-11-30,17268891
2017-12-01,18123471
2017-12-02,18200602
2017-12-03,17778932
2017-12-04,17932822
2017-12-05,18205965
2017-12-06,18440978
2017-12-07,18881883
2017-12-08,19220748
2017-12-09,19445230
2017-12-10,20287395
2017-12-11,20401930
2017-12-12,20874033
2017-12-13,20488863
2017-12-14,19854253
2017-12-15,19120784
2017-12-16,19433829
2017-12-17,19870851
2017-12-18,19967746
2017-12-19,20394730
2017-12-20,21225127
2017-12-21,21891408
2017-12-22,21471686
2017-12-23,21569628
2017-12-24,22011493
2017-12-25,22287486
2017-12-26,22109077
2017-12-27,21830513
2017-12-28,21706766
2017-12-29,21509772
2017-12-30,21189883
2017-12-31,20746044
2018-01-01,20128242
2018-01-02,19549099
2018-01-03,20064281
2018-01-04,19061066
2018-01-05,18163962
2018-01-06,18300771
2018-01-07,18925021
2018-01-08,18447283
2018-01-09,18035702
2018-01-10,18173936
2018-01-11,18166792
2018-01-12,18018404
2018-01-13,18117106
2018-01-14,17905592
2018-01-15,17820381
2018-01-16,17676373
2018-01-17,17551738
2018-01-18,17704529
2018-01-19,18364135
2018-01-20,18155429
2018-01-21,18645468
2018-01-22,18369162
2018-01-23,18587599
2018-01-25,18300511
2018-01-26,18239895
2018-01-27,18212626
2018-01-28,18039160
2018-01-29,17885658
2018-01-30,17905627
2018-01-31,17940814
2018-02-01,18041614
2018-02-02,17968511
2018-02-03,17915547
2018-02-04,17834076
2018-02-05,17829160
2018-02-06,17880759
2018-02-07,18030042
2018-02-08,18013921
2018-02-09,17949994
2018-02-10,17860794
2018-02-11,17716167
2018-02-12,17181026
2018-02-13,16798947
2018-02-14,17073390
2018-02-15,17163947
2018-02-16,17166709
2018-02-17,17272585
2018-02-18,17192701
2018-02-19,17222668
2018-02-20,17324895
2018-02-21,17664820
2018-02-22,17776201
2018-02-23,17969551
2018-02-24,17871892
2018-02-25,17857865
2018-02-26,17975060
2018-02-27,18274460
2018-02-28,18982531
2018-03-01,18880469
2018-03-02,18687471
2018-03-03,18848089
2018-03-04,18821841
2018-03-05,18826161
2018-03-06,18910346
2018-03-07,19034758
2018-03-08,19417883
2018-03-09,19805889
2018-03-10,19961648
2018-03-11,19945025
2018-03-12,19549436
2018-03-13,19227196
2018-03-14,19064474
2018-03-15,19165753
2018-03-16,19569188
2018-03-17,19791772
2018-03-18,19793417
2018-03-19,19809546
2018-03-20,19865096
2018-03-21,20156998
2018-03-23,19971029
2018-03-24,20125319
2018-03-25,20816580
2018-03-26,20937364
2018-03-27,21382054
2018-03-28,21182436
2018-03-29,21913394
2018-03-30,21567159
2018-03-31,21414366
2018-04-01,21233434
2018-04-02,20998013
2018-04-03,20648184
2018-04-04,20497183
2018-04-05,20589906
2018-04-06,20470665
2018-04-07,20349557
2018-04-08,20192756
2018-04-09,20171931
2018-04-10,20108116
2018-04-11,20110183
2018-04-12,20111874
2018-04-13,20021517
2018-04-14,20003109
2018-04-15,19959805
2018-04-16,19986823
2018-04-17,20125488
2018-04-18,20561893
2018-04-19,20798822
2018-04-20,21449829
2018-04-21,21309008
2018-04-22,21276495
2018-04-23,21186184
2018-04-24,20917808
2018-04-25,20846320
2018-04-26,20620831
2018-04-27,20392968
2018-04-28,20559473
2018-04-29,20619290
2018-04-30,20673586
2018-05-01,20795783
2018-05-03,21089266
2018-05-04,21727540
2018-05-05,22013384
2018-05-06,21796581
2018-05-07,21855704
2018-05-08,21831653
2018-05-09,21445367
2018-05-10,20404467
2018-05-11,19983810
2018-05-12,20944679
2018-05-13,21164938
2018-05-14,21619663
2018-05-15,21739640
2018-05-16,22083906
2018-05-17,22101623
2018-05-18,22903683
2018-05-19,23003627
2018-05-20,23643890
2018-05-21,23629329
2018-05-22,23104048
2018-05-23,22797255
2018-05-24,22722298
2018-05-25,22866049
2018-05-26,23327970
2018-05-27,23864096
2018-05-28,23939022
2018-05-29,24068935
2018-05-30,24153122
2018-05-31,24204137
2018-06-01,24038233
2018-06-02,24577230
2018-06-03,24258026
2018-06-04,24168754
2018-06-05,24152450
2018-06-06,23163036
2018-06-07,22042766
2018-06-08,20947391
2018-06-09,20152823
2018-06-10,19705139
2018-06-11,19314771
2018-06-12,19133499
2018-06-13,18816684
2018-06-14,19032813
2018-06-15,19564948
2018-06-16,20518845
2018-06-17,21411748
2018-06-18,22166122
2018-06-19,22938373
2018-06-20,22940574
2018-06-21,22729688
2018-06-22,22416258
2018-06-23,22155745
2018-06-24,22216215
2018-06-25,22208921
2018-06-26,22172822
2018-06-27,22352334
2018-06-28,22260750
2018-06-29,21918249
2018-06-30,22115820
2018-07-01,22365614
2018-07-02,22682608
2018-07-03,23136490
2018-07-04,22790584
2018-07-05,23101599
2018-07-06,24010297
2018-07-07,24173338
2018-07-08,24684844
2018-07-09,25283035
2018-07-10,25265511
2018-07-11,24839094
2018-07-12,24567524
2018-07-13,24552100
2018-07-14,24808790
2018-07-15,24749513
2018-07-16,24814321
2018-07-17,25178533
2018-07-18,25419544
2018-07-19,25930928
2018-07-20,26300250
2018-07-21,27337245
2018-07-22,28043128
2018-07-23,27703996
2018-07-24,27493860
2018-07-25,27332613
