date_obj,Dragon%20sq%20shield%20ornament%20kit price
2019-03-23,6607
2019-03-24,6607
2019-03-25,6551
2019-03-26,6621
2019-03-27,6621
2019-03-28,6566
2019-03-29,6566
2019-03-30,6585
2019-03-31,6585
2019-04-01,6380
2019-04-02,6380
2019-04-03,6159
2019-04-04,6159
2019-04-05,5898
2019-04-06,5898
2019-04-07,5714
2019-04-08,5714
2019-04-09,5544
2019-04-10,5544
2019-04-11,5426
2019-04-12,5303
2019-04-13,5233
2019-04-14,5272
2019-04-15,5272
2019-04-16,5383
2019-04-17,5383
2019-04-18,5534
2019-04-19,5534
2019-04-20,5792
2019-04-21,5792
2019-04-22,6066
2019-04-23,6066
2019-04-24,6263
2019-04-25,6263
2019-04-26,6562
2019-04-27,6562
2019-04-28,6877
2019-04-29,6877
2019-04-30,7221
2019-05-01,7221
2019-05-02,7583
2019-05-03,7963
2019-05-04,7963
2019-05-05,8341
2019-05-06,8341
2019-05-07,8759
2019-05-08,8759
2019-05-09,8759
2019-05-10,9184
2019-05-11,9184
2019-05-12,9203
2019-05-13,8767
2019-05-14,8386
2019-05-15,8386
2019-05-16,7966
2019-05-17,7966
2019-05-18,7567
2019-05-19,7567
2019-05-20,7188
2019-05-21,7188
2019-05-22,6846
2019-05-23,6598
2019-05-24,6598
2019-05-25,6378
2019-05-26,6313
2019-05-27,6372
2019-05-28,6372
2019-05-29,6689
2019-05-30,6689
2019-05-31,7007
2019-06-01,7007
2019-06-02,7321
2019-06-03,7321
2019-06-04,7655
2019-06-05,7655
2019-06-06,7900
2019-06-07,7900
2019-06-08,8134
2019-06-09,8134
2019-06-10,8285
2019-06-11,8285
2019-06-12,8587
2019-06-13,8587
2019-06-14,8885
2019-06-15,8885
2019-06-16,8932
2019-06-17,8932
2019-06-18,9149
2019-06-19,9149
2019-06-20,9181
2019-06-21,9181
2019-06-22,9181
2019-06-23,9076
2019-06-24,9076
2019-06-25,9096
2019-06-26,9096
2019-06-27,9110
2019-06-28,9110
2019-06-29,9155
2019-06-30,9155
2019-07-01,9138
2019-07-02,8964
2019-07-03,8964
2019-07-04,9168
2019-07-05,9168
2019-07-06,8869
2019-07-07,8869
2019-07-08,8445
2019-07-09,8352
2019-07-10,8352
2019-07-11,8195
2019-07-12,8195
2019-07-13,7982
2019-07-14,7695
2019-07-15,7695
2019-07-16,7695
2019-07-17,7488
2019-07-18,7488
2019-07-19,7349
2019-07-20,7349
2019-07-21,7288
2019-07-22,7288
2019-07-23,7351
2019-07-24,7351
2019-07-25,7250
2019-07-26,7250
2019-07-27,7273
2019-07-28,7273
2019-07-29,7004
2019-07-30,7004
2019-07-31,7215
2019-08-01,7215
2019-08-02,7576
2019-08-03,7951
2019-08-04,7951
2019-08-05,8328
2019-08-06,8328
2019-08-07,8633
2019-08-08,8633
2019-08-09,9065
2019-08-10,9462
2019-08-11,9462
2019-08-12,9838
2019-08-13,9838
2019-08-14,9867
2019-08-15,9867
2019-08-16,9873
2019-08-17,9873
2019-08-18,10360
2019-08-19,10360
2019-08-20,10683
2019-08-21,10683
2019-08-22,10652
2019-08-23,10652
2019-08-24,11171
2019-08-24,11171
2019-08-25,11171
2019-08-25,11171
2019-08-26,11561
2019-08-27,11561
2019-08-27,11561
2019-08-28,11787
2019-08-29,11787
2019-08-30,12134
2019-08-31,12134
2019-09-01,12266
2019-09-02,12266
2019-09-03,12880
2019-09-04,12880
2019-09-05,13524
2019-09-06,13524
2019-09-07,14201
2019-09-08,14201
2019-09-09,14912
2019-09-10,14912
2019-09-11,15656
2019-09-12,15656
2019-09-13,16356
2019-09-14,16356
2019-09-15,16783
2019-09-16,16783
2019-09-17,16827
2019-09-18,16827
2019-09-19,16827
2019-09-20,16484
2019-09-21,16484
2019-09-22,16268
2019-09-23,16268
2019-09-24,16125
2019-09-25,16125
2019-09-26,15586
2019-09-27,15586
2019-09-28,15586
2019-09-29,15039
2019-09-30,15039
2019-10-01,14304
2019-10-02,14304
2019-10-03,14117
2019-10-04,14117
2019-10-05,14261
2019-10-06,14443
2019-10-07,14443
2019-10-08,14924
2019-10-09,14924
2019-10-10,15026
2019-10-11,15026
2019-10-12,15088
2019-10-13,14505
2019-10-14,14128
2019-10-15,14128
2019-10-16,13547
2019-10-17,13547
2019-10-18,12869
2019-10-19,12482
2019-10-20,12482
2019-10-21,12448
2019-10-22,12448
2019-10-23,12421
2019-10-24,12421
2019-10-25,12069
2019-10-26,12069
2019-10-27,11825
2019-10-28,11825
2019-10-29,11591
2019-10-30,11591
2019-10-31,11591
2019-11-01,11190
2019-11-02,11190
2019-11-03,11210
2019-11-04,11210
2019-11-05,11231
2019-11-06,11231
2019-11-07,11519
2019-11-08,11519
2019-11-09,11704
2019-11-10,11704
2019-11-11,11164
2019-11-12,11164
2019-11-13,11164
2019-11-14,10605
2019-11-15,10605
2019-11-16,10074
2019-11-17,10074
2019-11-18,9570
2019-11-19,9570
2019-11-20,9178
2019-11-21,9178
2019-11-22,9178
2019-11-23,8867
2019-11-24,8867
2019-11-25,9100
2019-11-26,9100
2019-11-27,8938
2019-11-28,8938
2019-11-29,8938
2019-11-30,8580
2019-12-01,8580
2019-12-02,8197
2019-12-03,8197
2019-12-04,7930
2019-12-05,7930
2019-12-06,7930
2019-12-07,8260
2019-12-08,8260
2019-12-09,8260
2019-12-10,8512
2019-12-11,8512
2019-12-12,8512
2019-12-13,8299
2019-12-14,8299
2019-12-15,8123
2019-12-16,8123
2019-12-17,8123
2019-12-18,7819
2019-12-19,7819
2019-12-20,7806
2019-12-21,7806
2019-12-22,8081
2019-12-23,8081
2019-12-24,8270
2019-12-25,8270
2019-12-26,8657
2019-12-27,8657
2019-12-28,9090
2019-12-29,9090
2019-12-30,9090
2019-12-31,9491
2020-01-01,9491
2020-01-02,9966
2020-01-03,9966
2020-01-04,10437
2020-01-05,10437
2020-01-06,10934
2020-01-07,10934
2020-01-08,11460
2020-01-09,11460
2020-01-10,11958
2020-01-11,12458
2020-01-12,12458
2020-01-13,12585
2020-01-14,12585
2020-01-15,13140
2020-01-16,13140
2020-01-17,13789
2020-01-18,13789
2020-01-19,14426
2020-01-20,14426
2020-01-21,14426
2020-01-22,14432
2020-01-23,14432
2020-01-24,13816
2020-01-25,13816
2020-01-26,13656
2020-01-27,13656
2020-01-28,13537
2020-01-29,13537
2020-01-30,13303
2020-01-31,13303
2020-02-01,13272
2020-02-02,12872
2020-02-03,12872
2020-02-04,12729
2020-02-05,12729
2020-02-06,12695
2020-02-07,12695
2020-02-08,12481
2020-02-09,12481
2020-02-10,11948
2020-02-11,11948
2020-02-12,11443
2020-02-13,11443
2020-02-14,10931
2020-02-15,10931
2020-02-16,10514
2020-02-17,10097
2020-02-18,10097
2020-02-19,9924
2020-02-20,9533
2020-02-21,9533
2020-02-22,9079
2020-02-23,9079
2020-02-24,8912
2020-02-25,8912
2020-02-26,8821
2020-02-27,8821
2020-02-28,8479
2020-02-29,8479
2020-03-01,8363
2020-03-02,8363
2020-03-03,8297
2020-03-04,8297
2020-03-05,8201
2020-03-06,8201
2020-03-07,7796
2020-03-08,7444
2020-03-09,7148
2020-03-10,6945
2020-03-11,6945
2020-03-12,6775
2020-03-13,6775
2020-03-14,6681
2020-03-15,6681
2020-03-16,6376
2020-03-17,6376
2020-03-18,6187
2020-03-19,6187
2020-03-20,5877
2020-03-21,5877
2020-03-22,5618
2020-03-23,5618
2020-03-24,5399
2020-03-25,5399
2020-03-26,5159
2020-03-27,5159
2020-03-28,4988
2020-03-29,4798
2020-03-30,4630
2020-03-31,4630
2020-04-01,4595
2020-04-02,4462
2020-04-03,4462
2020-04-04,4361
2020-04-05,4361
2020-04-06,4283
2020-04-07,4205
2020-04-08,4222
2020-04-09,4222
2020-04-10,4249
2020-04-11,4161
2020-04-12,3965
2020-04-13,3965
2020-04-14,3895
2020-04-15,3867
2020-04-16,3867
2020-04-17,3913
2020-04-18,3836
2020-04-19,3876
2020-04-20,3876
2020-04-21,3846
2020-04-22,3879
2020-04-23,3879
2020-04-24,4004
2020-04-25,3992
2020-04-26,4040
2020-04-27,4154
2020-04-28,4148
2020-04-29,4148
2020-04-30,4233
2020-05-01,4233
2020-05-02,4388
2020-05-03,4533
2020-05-04,4533
2020-05-05,4562
2020-05-06,4648
2020-05-07,4648
2020-05-08,4683
2020-05-09,4674
2020-05-10,4680
2020-05-11,4680
2020-05-12,4698
2020-05-13,4554
