date_obj,Gold%20elegant%20blouse price
2015-03-26,54874
2015-03-27,54874
2015-03-28,52391
2015-03-29,49959
2015-03-30,47568
2015-03-31,45370
2015-04-01,45370
2015-04-02,43284
2015-04-03,43284
2015-04-04,41160
2015-04-05,41160
2015-04-06,39190
2015-04-07,39190
2015-04-08,37301
2015-04-09,37301
2015-04-10,35515
2015-04-11,35515
2015-04-12,33843
2015-04-13,33843
2015-04-14,32258
2015-04-15,32258
2015-04-16,30681
2015-04-17,30681
2015-04-18,29220
2015-04-19,27795
2015-04-20,27795
2015-04-21,26480
2015-04-22,26480
2015-04-23,25234
2015-04-24,25234
2015-04-25,24021
2015-04-26,22896
2015-04-27,21834
2015-04-28,21834
2015-04-29,20854
2015-04-30,19908
2015-05-01,19000
2015-05-02,19000
2015-05-03,18088
2015-05-04,17284
2015-05-05,17284
2015-05-06,16488
2015-05-07,16488
2015-05-08,15709
2015-05-09,15709
2015-05-10,14962
2015-05-11,14962
2015-05-12,14270
2015-05-13,14270
2015-05-14,13594
2015-05-15,13594
2015-05-16,13594
2015-05-17,12928
2015-05-18,12928
2015-05-19,12313
2015-05-20,12313
2015-05-21,12313
2015-05-22,11742
2015-05-23,11742
2015-05-24,11200
2015-05-25,10670
2015-05-26,10670
2015-05-27,10183
2015-05-28,10183
2015-05-29,9722
2015-05-30,9258
2015-05-31,9258
2015-06-01,8808
2015-06-02,8808
2015-06-03,8808
2015-06-04,8394
2015-06-05,8394
2015-06-06,8015
2015-06-07,8015
2015-06-08,8015
2015-06-09,7635
2015-06-10,7635
2015-06-11,7492
2015-06-12,7492
2015-06-13,7492
2015-06-14,7378
2015-06-15,7378
2015-06-16,7378
2015-06-17,7378
2015-06-18,7218
2015-06-19,7218
2015-06-20,7218
2015-06-21,6876
2015-06-22,6876
2015-06-23,6876
2015-06-24,6673
2015-06-25,6673
2015-06-26,6673
2015-06-27,6673
2015-06-28,6473
2015-06-29,6473
2015-06-30,6473
2015-07-01,6245
2015-07-02,6245
2015-07-03,6245
2015-07-04,6282
2015-07-05,6282
2015-07-06,6282
2015-07-07,6313
2015-07-08,6313
2015-07-09,6313
2015-07-10,6126
2015-07-11,6126
2015-07-12,6126
2015-07-13,6126
2015-07-14,5920
2015-07-15,5920
2015-07-16,5920
2015-07-17,5975
2015-07-18,5975
2015-07-19,5975
2015-07-20,6016
2015-07-21,6016
2015-07-22,6096
2015-07-23,6096
2015-07-24,6096
2015-07-25,5944
2015-07-26,5944
2015-07-27,5944
2015-07-28,6134
2015-07-29,6134
2015-07-30,6134
2015-07-31,6358
2015-08-01,6358
2015-08-02,6358
2015-08-03,6612
2015-08-04,6612
2015-08-05,6612
2015-08-06,6716
2015-08-07,6716
2015-08-08,6716
2015-08-09,6914
2015-08-10,6914
2015-08-11,6914
2015-08-12,6914
2015-08-13,6802
2015-08-14,6802
2015-08-15,6802
2015-08-16,6819
2015-08-17,6819
2015-08-18,6819
2015-08-19,6798
2015-08-20,6798
2015-08-21,6798
2015-08-22,6849
2015-08-23,6849
2015-08-24,6849
2015-08-25,6849
2015-08-26,6849
2015-08-27,6813
2015-08-28,6813
2015-08-29,6813
2015-08-30,6813
2015-08-31,6651
2015-09-01,6651
2015-09-02,6651
2015-09-03,6651
2015-09-04,6645
2015-09-05,6645
2015-09-06,6645
2015-09-07,6645
2015-09-08,6461
2015-09-09,6461
2015-09-10,6461
2015-09-11,6461
2015-09-12,6395
2015-09-13,6395
2015-09-14,6395
2015-09-15,6329
2015-09-16,6329
2015-09-17,6329
2015-09-18,6329
2015-09-19,6313
2015-09-20,6313
2015-09-21,6313
2015-09-22,6313
2015-09-23,6210
2015-09-24,6210
2015-09-25,6210
2015-09-27,6210
2015-09-28,6210
2015-09-29,6210
2015-09-30,6210
2015-10-05,6233
2015-10-06,6106
2015-10-07,6106
2015-10-08,6106
2015-10-09,6106
2015-10-10,6106
2015-10-11,5914
2015-10-12,5914
2015-10-13,5914
2015-10-14,5914
2015-10-15,5886
2015-10-16,5886
2015-10-17,5886
2015-10-18,5886
2015-10-19,5886
2015-10-20,5771
2015-10-22,5771
2015-10-23,5771
2015-10-24,5771
2015-10-25,5576
2015-10-26,5576
2015-10-27,5576
2015-10-29,5443
2015-10-30,5443
2015-10-31,5443
2015-11-01,5443
2015-11-02,5443
2015-11-03,5271
2015-11-04,5271
2015-11-05,5271
2015-11-06,5271
2015-11-07,5271
2015-11-08,5137
2015-11-09,5137
2015-11-10,5137
2015-11-11,5137
2015-11-12,5137
2015-11-13,4921
2015-11-14,4921
2015-11-15,4921
2015-11-16,4921
2015-11-17,4921
2015-11-18,4792
2015-11-19,4792
2015-11-20,4792
2015-11-21,4792
2015-11-22,4794
2015-11-23,4794
2015-11-24,4794
2015-11-25,4794
2015-11-26,4794
2015-11-27,4647
2015-11-28,4647
2015-11-29,4647
2015-11-30,4647
2015-12-01,4791
2015-12-02,4791
2015-12-03,4791
2015-12-04,4791
2015-12-05,4772
2015-12-06,4772
2015-12-07,4772
2015-12-08,4772
2015-12-09,4637
2015-12-10,4637
2015-12-11,4637
2015-12-12,4637
2015-12-13,4615
2015-12-14,4615
2015-12-15,4615
2015-12-16,4615
2015-12-17,4615
2015-12-18,4554
2015-12-19,4554
2015-12-20,4554
2015-12-21,4554
2015-12-22,4488
2015-12-23,4488
2015-12-24,4488
2015-12-25,4488
2015-12-26,4488
2015-12-27,4427
2015-12-28,4427
2015-12-29,4427
2015-12-30,4427
2015-12-31,4341
2016-01-01,4341
2016-01-02,4341
2016-01-03,4341
2016-01-04,4266
2016-01-05,4266
2016-01-06,4266
2016-01-07,4266
2016-01-08,4171
2016-01-09,4171
2016-01-10,4171
2016-01-11,4171
2016-01-12,3972
2016-01-13,3972
2016-01-14,3972
2016-01-15,3972
2016-01-16,3787
2016-01-17,3787
2016-01-18,3787
2016-01-19,3709
2016-01-20,3709
2016-01-21,3709
2016-01-22,3709
2016-01-23,3630
2016-01-24,3630
2016-01-25,3630
2016-01-26,3630
2016-01-27,3724
2016-01-28,3724
2016-01-29,3724
2016-01-30,3724
2016-01-31,3840
2016-02-01,3840
2016-02-02,3840
2016-02-03,3840
2016-02-04,3964
2016-02-05,3964
2016-02-06,3964
2016-02-07,3964
2016-02-08,4001
2016-02-09,4001
2016-02-10,4001
2016-02-11,4001
2016-02-12,3910
2016-02-13,3910
2016-02-14,3910
2016-02-15,4062
2016-02-16,4062
2016-02-17,4062
2016-02-18,4062
2016-02-19,4202
2016-02-20,4202
2016-02-21,4202
2016-02-22,4032
2016-02-23,4032
2016-02-24,4032
2016-02-25,3830
2016-02-26,3830
2016-02-27,3830
2016-02-28,3647
2016-02-29,3647
2016-03-01,3647
2016-03-02,3482
2016-03-03,3482
2016-03-04,3482
2016-03-05,3307
2016-03-06,3307
2016-03-07,3307
2016-03-08,3151
2016-03-09,3151
2016-03-10,3113
2016-03-11,3113
2016-03-12,3113
2016-03-13,3113
2016-03-14,3179
2016-03-15,3179
2016-03-16,3179
2016-03-17,3252
2016-03-18,3252
2016-03-19,3252
2016-03-20,3329
2016-03-21,3329
2016-03-22,3329
2016-03-23,3329
2016-03-24,3395
2016-03-25,3395
2016-03-26,3395
2016-03-27,3395
2016-03-28,3262
2016-03-29,3262
2016-03-30,3262
2016-03-31,3262
2016-04-01,3262
2016-04-02,3164
2016-04-03,3164
2016-04-04,3164
2016-04-05,3046
2016-04-06,3046
2016-04-07,3046
2016-04-08,3046
2016-04-09,2955
2016-04-10,2955
2016-04-11,2955
2016-04-12,2955
2016-04-13,2893
2016-04-14,2893
2016-04-15,2893
2016-04-16,2850
2016-04-17,2850
2016-04-18,2850
2016-04-19,2877
2016-04-20,2877
2016-04-21,2877
2016-04-22,2877
2016-04-23,2885
2016-04-24,2885
2016-04-25,2885
2016-04-26,2998
2016-04-27,2998
2016-04-28,2998
2016-04-29,3030
2016-04-30,3030
2016-05-01,3030
2016-05-02,2929
2016-05-03,2929
2016-05-04,2929
2016-05-05,2881
2016-05-06,2881
2016-05-07,2881
2016-05-08,2881
2016-05-09,2962
2016-05-10,2962
2016-05-11,2962
2016-05-12,3083
2016-05-13,3083
2016-05-14,3026
2016-05-15,3026
2016-05-16,3026
2016-05-17,2911
2016-05-18,2911
2016-05-19,2911
2016-05-22,2916
2016-05-23,3037
2016-05-24,3037
2016-05-25,3037
2016-05-26,3102
2016-05-27,3102
2016-05-28,3102
2016-05-29,3065
2016-05-30,3065
2016-05-31,3065
2016-06-01,3188
2016-06-02,3188
2016-06-03,3188
2016-06-04,3290
2016-06-05,3290
2016-06-06,3290
2016-06-07,3290
2016-06-08,3380
2016-06-09,3380
2016-06-10,3437
2016-06-11,3437
2016-06-12,3437
2016-06-13,3562
2016-06-14,3562
2016-06-15,3562
2016-06-16,3681
2016-06-17,3681
2016-06-18,3603
2016-06-19,3603
2016-06-20,3603
2016-06-21,3553
2016-06-22,3553
2016-06-23,3553
2016-06-24,3505
2016-06-25,3505
2016-06-26,3505
2016-06-27,3505
2016-06-28,3434
2016-06-29,3434
2016-06-30,3434
2016-07-01,3419
2016-07-02,3419
2016-07-03,3419
2016-07-04,3419
2016-07-05,3445
2016-07-06,3445
2016-07-07,3445
2016-07-08,3343
2016-07-09,3343
2016-07-10,3343
2016-07-11,3175
2016-07-12,3175
2016-07-13,3175
2016-07-14,3032
2016-07-15,3032
2016-07-16,2986
2016-07-17,2986
2016-07-18,2986
2016-07-23,2875
2016-07-24,2736
2016-07-25,2736
2016-07-26,2736
2016-07-27,2604
2016-07-28,2604
2016-07-29,2604
2016-07-30,2474
2016-07-31,2474
2016-08-01,2474
2016-08-02,2388
2016-08-03,2388
2016-08-04,2388
2016-08-05,2388
2016-08-06,2268
2016-08-07,2268
2016-08-08,2268
2016-08-09,2154
2016-08-10,2154
2016-08-11,2154
2016-08-12,2154
2016-08-13,2074
2016-08-14,2074
2016-08-15,2074
2016-08-16,2033
2016-08-17,2033
2016-08-18,2033
2016-08-19,2033
2016-08-20,1956
2016-08-21,1956
2016-08-22,1956
2016-08-23,1891
2016-08-24,1891
2016-08-25,1891
2016-08-26,1891
2016-08-28,1865
2016-08-31,1825
2016-09-01,1825
2016-09-02,1825
2016-09-03,1827
2016-09-04,1827
2016-09-05,1827
2016-09-06,1810
2016-09-07,1810
2016-09-08,1810
2016-09-09,1810
2016-09-10,1751
2016-09-11,1751
2016-09-12,1751
2016-09-13,1751
2016-09-14,1785
2016-09-15,1785
2016-09-16,1785
2016-09-17,1785
2016-09-18,1860
2016-09-19,1860
2016-09-20,1860
2016-09-21,1790
2016-09-22,1790
2016-09-23,1790
2016-09-24,1790
2016-09-25,1734
2016-09-26,1734
2016-09-27,1734
2016-09-28,1734
2016-09-29,1661
2016-09-30,1661
2016-10-01,1661
2016-10-02,1661
2016-10-03,1661
2016-10-04,1676
2016-10-05,1676
2016-10-06,1676
2016-10-07,1676
2016-10-08,1618
2016-10-09,1618
2016-10-10,1618
2016-10-11,1556
2016-10-12,1556
2016-10-13,1556
2016-10-14,1556
2016-10-15,1493
2016-10-16,1493
2016-10-17,1493
2016-10-18,1493
2016-10-19,1423
2016-10-20,1423
2016-10-21,1423
2016-10-22,1423
2016-10-23,1374
2016-10-24,1374
2016-10-25,1374
2016-10-26,1374
2016-10-27,1355
2016-10-28,1355
2016-10-29,1355
2016-10-30,1355
2016-10-31,1338
2016-11-01,1338
2016-11-02,1338
2016-11-03,1338
2016-11-04,1276
2016-11-05,1276
2016-11-06,1276
2016-11-07,1276
2016-11-08,1251
2016-11-09,1251
2016-11-10,1251
2016-11-11,1251
2016-11-12,1291
2016-11-13,1291
2016-11-14,1291
2016-11-15,1291
2016-12-07,1247
2016-12-08,1225
2016-12-09,1225
2016-12-10,1225
2016-12-11,1225
2016-12-12,1264
2016-12-13,1264
2016-12-14,1264
2016-12-15,1264
2016-12-16,1264
2016-12-17,1284
2016-12-18,1284
2016-12-19,1284
2016-12-20,1284
2016-12-21,1289
2016-12-22,1289
2016-12-23,1289
2016-12-24,1289
2016-12-25,1301
2016-12-26,1301
2016-12-27,1301
2016-12-28,1301
2016-12-29,1276
2016-12-30,1276
2016-12-31,1276
2017-01-01,1276
2017-01-02,1311
2017-01-03,1311
2017-01-04,1311
2017-01-05,1297
2017-01-06,1297
2017-01-07,1297
2017-01-08,1287
2017-01-09,1287
2017-01-10,1287
2017-01-11,1287
2017-01-12,1342
2017-01-13,1342
2017-01-14,1342
2017-01-15,1342
2017-01-16,1388
2017-01-17,1388
2017-01-18,1388
2017-01-19,1366
2017-01-20,1366
2017-01-21,1366
2017-01-22,1342
2017-01-23,1342
2017-01-27,1331
2017-01-28,1329
2017-01-29,1329
2017-01-30,1329
2017-01-31,1294
2017-02-01,1294
2017-02-02,1294
2017-02-03,1273
2017-02-04,1273
2017-02-05,1273
2017-02-06,1235
2017-02-07,1235
2017-02-08,1235
2017-02-09,1252
2017-02-10,1252
2017-02-11,1315
2017-02-12,1315
2017-02-13,1315
2017-02-14,1380
2017-02-15,1380
2017-02-16,1380
2017-02-18,1366
2017-02-19,1366
2017-02-20,1366
2017-02-21,1419
2017-02-22,1419
2017-02-23,1419
2017-02-24,1419
2017-02-25,1468
2017-02-26,1468
2017-02-27,1468
2017-02-28,1433
2017-03-01,1433
2017-03-02,1433
2017-03-03,1408
2017-03-04,1408
2017-03-05,1451
2017-03-06,1451
2017-03-07,1451
2017-03-08,1446
2017-03-09,1446
2017-03-10,1446
2017-03-11,1465
2017-03-12,1465
2017-03-13,1470
2017-03-14,1470
2017-03-15,1448
2017-03-16,1448
2017-03-17,1448
2017-03-18,1448
2017-03-19,1459
2017-03-20,1459
2017-03-21,1459
2017-03-22,1518
2017-03-23,1518
2017-03-24,1518
2017-03-25,1518
2017-03-26,1594
2017-03-27,1594
2017-03-28,1594
2017-03-29,1673
2017-03-30,1673
2017-03-31,1673
2017-04-01,1757
2017-04-02,1757
2017-04-03,1757
2017-04-04,1840
2017-04-12,2022
2017-04-13,2080
2017-04-14,2080
2017-04-15,2080
2017-04-16,2132
2017-04-17,2132
2017-04-18,2132
2017-04-19,2185
2017-04-20,2185
2017-04-21,2185
2017-04-22,2185
2017-04-23,2188
2017-04-24,2188
2017-04-25,2268
2017-04-26,2268
2017-04-27,2268
2017-04-28,2308
2017-04-29,2308
2017-04-30,2308
2017-05-01,2219
2017-05-02,2219
2017-05-03,2219
2017-05-04,2153
2017-05-05,2153
2017-05-06,2153
2017-05-07,2153
2017-05-08,2093
2017-05-09,2093
2017-05-10,2093
2017-05-11,2054
2017-05-12,2054
2017-05-13,2054
2017-05-14,2038
2017-05-15,2038
2017-05-16,2038
2017-05-17,2038
2017-05-18,2050
2017-05-19,2050
2017-05-20,2050
2017-05-21,1978
2017-05-22,1978
2017-05-23,1978
2017-05-24,1931
2017-05-25,1931
2017-05-26,1931
2017-05-27,1876
2017-05-28,1876
2017-05-29,1876
2017-05-30,1876
2017-05-31,1937
2017-06-01,1937
2017-06-02,1937
2017-06-03,2018
2017-06-04,2018
2017-06-05,2018
2017-06-06,1941
2017-06-07,1941
2017-06-08,1941
2017-06-09,1941
2017-06-10,1927
2017-06-11,1927
2017-06-12,1927
2017-06-13,1947
2017-06-14,1947
2017-06-15,1947
2017-06-16,1947
2017-06-17,2011
2017-06-18,2011
2017-06-19,2011
2017-06-20,2011
2017-06-21,2080
2017-06-22,2080
2017-06-23,2080
2017-06-24,2080
2017-06-25,2069
2017-06-26,2069
2017-06-27,2069
2017-06-28,2142
2017-06-29,2142
2017-06-30,2142
2017-07-01,2142
2017-07-02,2209
2017-07-03,2209
2017-07-04,2209
2017-07-05,2124
2017-07-06,2124
2017-07-07,2124
2017-07-08,2124
2017-07-13,2230
2017-07-14,2230
2017-07-15,2230
2017-07-16,2233
2017-07-17,2233
2017-07-18,2233
2017-07-19,2182
2017-07-20,2182
2017-07-21,2182
2017-07-22,2115
2017-07-23,2115
2017-07-24,2115
2017-07-25,2115
2017-07-26,2026
2017-07-27,2026
2017-07-28,2026
2017-07-29,2026
2017-07-30,1983
2017-07-31,1983
2017-08-01,1983
2017-08-02,1983
2017-08-03,1920
2017-08-04,1920
2017-08-05,1920
2017-08-06,1834
2017-08-09,1834
2017-08-10,1779
2017-08-11,1779
2017-08-12,1779
2017-08-13,1779
2017-08-14,1752
2017-08-15,1752
2017-08-16,1752
2017-08-17,1703
2017-08-18,1703
2017-08-19,1703
2017-08-20,1624
2017-08-21,1624
2017-08-22,1624
2017-08-23,1606
2017-08-24,1606
2017-08-25,1606
2017-08-26,1606
2017-08-27,1557
2017-08-28,1557
2017-08-29,1557
2017-08-30,1525
2017-08-31,1525
2017-09-01,1525
2017-09-02,1466
2017-09-03,1466
2017-09-04,1466
2017-09-05,1439
2017-09-06,1439
2017-09-07,1456
2017-09-08,1456
2017-09-09,1456
2017-09-10,1430
2017-09-11,1430
2017-09-12,1430
2017-09-13,1446
2017-09-14,1446
2017-09-15,1446
2017-09-16,1446
2017-09-17,1479
2017-09-18,1479
2017-09-19,1479
2017-09-20,1423
2017-09-21,1423
2017-09-22,1423
2017-09-23,1423
2017-09-24,1368
2017-09-25,1368
2017-09-26,1368
2017-09-27,1321
2017-09-28,1321
2017-09-29,1321
2017-09-30,1346
2017-10-01,1346
2017-10-02,1346
2017-10-03,1346
2017-10-04,1311
2017-10-05,1311
2017-10-06,1311
2017-10-07,1260
2017-10-08,1260
2017-10-09,1260
2017-10-10,1260
2017-10-11,1265
2017-10-12,1265
2017-10-13,1265
2017-10-14,1211
2017-10-15,1211
2017-10-16,1211
2017-10-17,1211
2017-10-18,1190
2017-10-19,1190
2017-10-20,1190
2017-10-21,1190
2017-10-22,1213
2017-10-23,1213
2017-10-24,1213
2017-10-25,1241
2017-10-26,1241
2017-10-27,1241
2017-10-28,1241
2017-10-29,1216
2017-10-30,1216
2017-10-31,1216
2017-11-01,1216
2017-11-02,1171
2017-11-03,1171
2017-11-04,1171
2017-11-05,1194
2017-11-06,1194
2017-11-07,1194
2017-11-08,1194
2017-11-09,1200
2017-11-10,1200
2017-11-11,1200
2017-11-12,1200
2017-11-13,1150
2017-11-14,1150
2017-11-15,1150
2017-11-16,1130
2017-11-17,1130
2017-11-18,1130
2017-11-19,1130
2017-11-20,1157
2017-11-21,1157
2017-11-22,1157
2017-11-23,1157
2017-11-24,1144
2017-11-25,1144
2017-11-26,1144
2017-11-27,1144
2017-11-28,1106
2017-11-29,1106
2017-11-30,1106
2017-12-01,1065
2017-12-02,1065
2017-12-03,1065
2017-12-04,1065
2017-12-05,1045
2017-12-06,1045
2017-12-07,1045
2017-12-08,1045
2017-12-09,1041
2017-12-10,1041
2017-12-11,1041
2017-12-12,1033
