date_obj,Gold%20elegant%20blouse price
2017-12-13,1033
2017-12-14,1033
2017-12-15,1059
2017-12-16,1059
2017-12-17,1059
2017-12-18,1075
2017-12-19,1075
2017-12-20,1075
2017-12-21,1075
2017-12-22,1096
2017-12-23,1096
2017-12-24,1096
2017-12-25,1096
2017-12-26,1129
2017-12-27,1129
2017-12-28,1129
2017-12-29,1157
2017-12-30,1157
2017-12-31,1157
2018-01-01,1157
2018-01-02,1124
2018-01-03,1124
2018-01-04,1124
2018-01-05,1084
2018-01-06,1084
2018-01-07,1084
2018-01-08,1084
2018-01-09,1112
2018-01-10,1112
2018-01-11,1112
2018-01-12,1100
2018-01-13,1100
2018-01-14,1100
2018-01-15,1113
2018-01-16,1113
2018-01-17,1099
2018-01-18,1099
2018-01-19,1099
2018-01-20,1114
2018-01-21,1114
2018-01-22,1114
2018-01-23,1141
2018-01-24,1141
2018-01-25,1141
2018-01-26,1170
2018-01-27,1170
2018-01-28,1184
2018-01-29,1184
2018-01-30,1184
2018-01-31,1175
2018-02-01,1175
2018-02-02,1175
2018-02-03,1187
2018-02-04,1187
2018-02-05,1187
2018-02-06,1180
2018-02-07,1180
2018-02-08,1180
2018-02-09,1201
2018-02-10,1201
2018-02-11,1201
2018-02-12,1206
2018-02-13,1206
2018-02-14,1206
2018-02-15,1177
2018-02-16,1177
2018-02-17,1177
2018-02-18,1150
2018-02-19,1150
2018-02-20,1133
2018-02-21,1133
2018-02-22,1133
2018-02-23,1139
2018-02-24,1139
2018-02-25,1130
2018-02-26,1130
2018-02-27,1130
2018-02-28,1161
2018-03-01,1161
2018-03-02,1169
2018-03-03,1169
2018-03-04,1169
2018-03-05,1195
2018-03-06,1195
2018-03-07,1195
2018-03-08,1227
2018-03-09,1227
2018-03-10,1227
2018-03-11,1240
2018-03-12,1240
2018-03-13,1240
2018-03-14,1259
2018-03-15,1259
2018-03-16,1259
2018-03-17,1263
2018-03-18,1263
2018-03-19,1263
2018-03-20,1218
2018-03-21,1218
2018-03-23,1218
2018-03-24,1205
2018-03-25,1205
2018-03-26,1205
2018-03-27,1238
2018-03-28,1238
2018-03-29,1238
2018-03-30,1238
2018-03-31,1261
2018-04-01,1261
2018-04-02,1261
2018-04-03,1236
2018-04-04,1236
2018-04-05,1236
2018-04-06,1236
2018-04-07,1275
2018-04-08,1275
2018-04-09,1275
2018-04-10,1255
2018-04-11,1255
2018-04-12,1255
2018-04-13,1244
2018-04-14,1244
2018-04-15,1244
2018-04-16,1254
2018-04-17,1254
2018-04-18,1254
2018-04-19,1237
2018-04-20,1237
2018-04-21,1237
2018-04-22,1239
2018-04-23,1239
2018-04-24,1239
2018-04-25,1264
2018-04-26,1264
2018-04-27,1264
2018-04-28,1264
2018-04-29,1287
2018-04-30,1287
2018-05-01,1287
2018-05-03,1284
2018-05-04,1284
2018-05-05,1297
2018-05-06,1297
2018-05-07,1297
2018-05-08,1297
2018-05-09,1311
2018-05-10,1311
2018-05-11,1311
2018-05-12,1288
2018-05-13,1288
2018-05-14,1288
2018-05-15,1294
2018-05-16,1294
2018-05-17,1294
2018-05-18,1291
2018-05-19,1291
2018-05-20,1291
2018-05-21,1286
2018-05-22,1286
2018-05-23,1286
2018-05-24,1289
2018-05-25,1289
2018-05-26,1289
2018-05-27,1253
2018-05-28,1253
2018-05-29,1253
2018-05-30,1296
2018-05-31,1296
2018-06-01,1296
2018-06-02,1320
2018-06-03,1320
2018-06-04,1320
2018-06-05,1301
2018-06-06,1301
2018-06-07,1301
2018-06-08,1264
2018-06-09,1264
2018-06-10,1264
2018-06-11,1261
2018-06-12,1261
2018-06-13,1261
2018-06-14,1268
2018-06-15,1268
2018-06-16,1268
2018-06-17,1237
2018-06-18,1237
2018-06-19,1192
2018-06-20,1192
2018-06-21,1192
2018-06-22,1145
2018-06-23,1145
2018-06-24,1145
2018-06-25,1145
2018-06-26,1109
2018-06-27,1109
2018-06-28,1109
2018-06-29,1095
2018-06-30,1095
2018-07-01,1095
2018-07-02,1069
2018-07-03,1069
2018-07-04,1069
2018-07-05,1069
2018-07-06,1036
2018-07-07,1036
2018-07-08,1036
2018-07-09,1019
2018-07-10,1019
2018-07-11,1019
2018-07-12,1019
2018-07-13,987
2018-07-14,987
2018-07-15,998
2018-07-16,998
2018-07-17,1001
2018-07-18,1001
2018-07-19,1001
2018-07-20,976
2018-07-21,976
2018-07-22,976
2018-07-23,978
2018-07-24,978
2018-07-25,978
2018-07-26,985
2018-07-27,985
2018-07-28,959
2018-07-29,959
2018-07-30,959
2018-07-31,954
2018-08-01,954
2018-08-02,951
2018-08-03,951
2018-08-04,967
2018-08-05,967
2018-08-06,967
2018-08-07,954
2018-08-08,954
2018-08-09,940
2018-08-10,940
2018-08-11,940
2018-08-12,918
2018-08-14,926
2018-08-16,926
2018-08-17,936
2018-08-18,936
2018-08-19,936
2018-08-20,933
2018-08-21,933
2018-08-22,920
2018-08-23,920
2018-08-24,920
2018-08-25,934
2018-08-26,934
2018-08-27,934
2018-08-28,964
2018-08-29,964
2018-08-30,964
2018-08-31,1005
2018-09-01,1005
2018-09-02,985
2018-09-03,985
2018-09-04,984
2018-09-05,984
2018-09-06,984
2018-09-07,968
2018-09-08,968
2018-09-09,968
2018-09-10,955
2018-09-11,955
2018-09-12,955
2018-09-13,977
2018-09-14,977
2018-09-15,993
2018-09-16,993
2018-09-17,993
2018-09-18,983
2018-09-19,983
2018-09-20,983
2018-09-21,1006
2018-09-22,1006
2018-09-23,1006
2018-09-24,1032
2018-09-25,1032
2018-09-26,1032
2018-09-27,1062
2018-09-28,1062
2018-09-29,1062
2018-09-30,1116
2018-10-01,1116
2018-10-02,1172
2018-10-03,1172
2018-10-04,1172
2018-10-05,1222
2018-10-06,1206
2018-10-07,1206
2018-10-08,1206
2018-10-09,1231
2018-10-10,1231
2018-10-11,1231
2018-10-12,1229
2018-10-13,1229
2018-10-14,1229
2018-10-15,1183
2018-10-16,1183
2018-10-17,1151
2018-10-18,1151
2018-10-19,1117
2018-10-20,1117
2018-10-21,1117
2018-10-22,1097
2018-10-23,1097
2018-10-24,1097
2018-10-25,1115
2018-10-26,1115
2018-10-27,1158
2018-10-28,1158
2018-10-29,1201
2018-10-30,1201
2018-10-31,1254
2018-11-01,1254
2018-11-03,1312
2018-11-04,1345
2018-11-05,1345
2018-11-06,1402
2018-11-07,1402
2018-11-08,1402
2018-11-09,1472
2018-11-10,1472
2018-11-11,1537
2018-11-12,1572
2018-11-13,1572
2018-11-14,1634
2018-11-15,1634
2018-11-16,1639
2018-11-17,1639
2018-11-18,1658
2018-11-19,1658
2018-11-20,1696
2018-11-21,1696
2018-11-22,1699
2018-11-23,1699
2018-11-24,1707
2018-11-25,1707
2018-11-26,1694
2018-11-27,1694
2018-11-28,1685
2018-11-29,1685
2018-12-01,1687
2018-12-02,1724
2018-12-03,1724
2018-12-04,1712
2018-12-05,1712
2018-12-07,1676
2018-12-09,1673
2018-12-10,1719
2018-12-11,1719
2018-12-13,1710
2018-12-14,1667
2018-12-15,1667
2018-12-16,1676
2018-12-17,1676
2018-12-18,1664
2018-12-19,1664
2018-12-20,1672
2018-12-21,1672
2018-12-22,1672
2018-12-23,1719
2018-12-24,1719
2018-12-25,1719
2018-12-26,1792
2018-12-27,1861
2018-12-28,1861
2018-12-29,1942
2018-12-30,1942
2018-12-31,1978
2019-01-01,1978
2019-01-02,1993
2019-01-03,1993
2019-01-04,1944
2019-01-05,1944
2019-01-06,1871
2019-01-08,1791
2019-01-10,1724
2019-01-11,1724
2019-01-12,1648
2019-01-13,1648
2019-01-14,1640
2019-01-15,1640
2019-01-16,1607
2019-01-17,1607
2019-01-18,1600
2019-01-19,1600
2019-01-20,1545
2019-01-21,1545
2019-01-22,1551
2019-01-23,1551
2019-01-24,1551
2019-01-25,1572
2019-01-26,1572
2019-01-27,1601
2019-01-28,1601
2019-01-29,1651
2019-01-30,1651
2019-01-31,1629
2019-02-01,1629
2019-02-02,1620
2019-02-03,1623
2019-02-04,1623
2019-02-05,1616
2019-02-06,1616
2019-02-07,1568
2019-02-08,1568
2019-02-09,1562
2019-02-10,1562
2019-02-11,1553
2019-02-12,1553
2019-02-13,1527
2019-02-14,1527
2019-02-15,1531
2019-02-16,1531
2019-02-17,1488
2019-02-18,1488
2019-02-19,1476
2019-02-20,1476
2019-02-21,1502
2019-02-22,1502
2019-02-23,1515
2019-02-24,1515
2019-02-25,1522
2019-02-26,1522
2019-02-27,1522
2019-02-28,1522
2019-03-01,1531
2019-03-02,1531
2019-03-03,1495
2019-03-04,1495
2019-03-05,1480
2019-03-06,1480
2019-03-07,1474
2019-03-08,1474
2019-03-09,1456
2019-03-10,1456
2019-03-11,1497
2019-03-12,1497
2019-03-13,1489
2019-03-14,1489
2019-03-15,1537
2019-03-16,1537
2019-03-17,1531
2019-03-18,1531
2019-03-19,1531
2019-03-20,1485
2019-03-21,1485
2019-03-22,1465
2019-03-23,1495
2019-03-24,1495
2019-03-25,1522
2019-03-26,1522
2019-03-27,1517
2019-03-28,1517
2019-03-29,1505
2019-03-30,1505
2019-03-31,1505
