date_obj,Teacher%20wand price
2015-03-26,1440000
2015-03-27,1440000
2015-03-28,1440000
2015-03-29,1440000
2015-03-30,1440000
2015-03-31,1440000
2015-04-01,1440000
2015-04-02,1440000
2015-04-03,1440000
2015-04-04,1440000
2015-04-05,1440000
2015-04-06,1440000
2015-04-07,1440000
2015-04-08,1440000
2015-04-09,1440000
2015-04-10,1440000
2015-04-11,1440000
2015-04-12,1440000
2015-04-13,1440000
2015-04-14,1440000
2015-04-15,1440000
2015-04-16,1440000
2015-04-17,1440000
2015-04-18,1440000
2015-04-19,1440000
2015-04-20,1440000
2015-04-21,1440000
2015-04-22,1440000
2015-04-23,1440000
2015-04-24,1440000
2015-04-25,1440000
2015-04-26,1440000
2015-04-27,1440000
2015-04-28,1440000
2015-04-29,1440000
2015-04-30,1440000
2015-05-01,1440000
2015-05-02,1440000
2015-05-03,1440000
2015-05-04,1440000
2015-05-05,1440000
2015-05-06,1440000
2015-05-07,1440000
2015-05-08,1440000
2015-05-09,1440000
2015-05-10,1440000
2015-05-11,1440000
2015-05-12,1440000
2015-05-13,1440000
2015-05-14,1440000
2015-05-15,1440000
2015-05-16,1440000
2015-05-17,1440000
2015-05-18,1440000
2015-05-19,1440000
2015-05-20,1440000
2015-05-21,1440000
2015-05-22,1440000
2015-05-23,1440000
2015-05-24,1440000
2015-05-25,1440000
2015-05-26,1440000
2015-05-27,1440000
2015-05-28,1491436
2015-05-29,1491436
2015-05-30,1491436
2015-05-31,1491436
2015-06-01,1491436
2015-06-02,1491436
2015-06-03,1491436
2015-06-04,1491436
2015-06-05,1491436
2015-06-06,1491436
2015-06-07,1491436
2015-06-08,1491436
2015-06-09,1491436
2015-06-10,1491436
2015-06-11,1491436
2015-06-12,1491436
2015-06-13,1491436
2015-06-14,1491436
2015-06-15,1491436
2015-06-16,1491436
2015-06-17,1491436
2015-06-18,1491436
2015-06-19,1491436
2015-06-20,1491436
2015-06-21,1491436
2015-06-22,1491436
2015-06-23,1491436
2015-06-24,1491436
2015-06-25,1491436
2015-06-26,1491436
2015-06-27,1491436
2015-06-28,1491436
2015-06-29,1491436
2015-06-30,1491436
2015-07-01,1491436
2015-07-02,1491436
2015-07-03,1491436
2015-07-04,1491436
2015-07-05,1491436
2015-07-06,1491436
2015-07-07,1491436
2015-07-08,1491436
2015-07-09,1491436
2015-07-10,1491436
2015-07-11,1491436
2015-07-12,1491436
2015-07-13,1491436
2015-07-14,1491436
2015-07-15,1491436
2015-07-16,1491436
2015-07-17,1491436
2015-07-18,1491436
2015-07-19,1491436
2015-07-20,1491436
2015-07-21,1491436
2015-07-22,1491436
2015-07-23,1491436
2015-07-24,1491436
2015-07-25,1491436
2015-07-26,1491436
2015-07-27,1551771
2015-07-28,1551771
2015-07-29,1551771
2015-07-30,1551771
2015-07-31,1551771
2015-08-01,1551771
2015-08-02,1551771
2015-08-03,1551771
2015-08-04,1551771
2015-08-05,1551771
2015-08-06,1551771
2015-08-07,1551771
2015-08-08,1551771
2015-08-09,1551771
2015-08-10,1551771
2015-08-11,1551771
2015-08-12,1551771
2015-08-13,1551771
2015-08-14,1551771
2015-08-15,1551771
2015-08-16,1551771
2015-08-17,1551771
2015-08-18,1551771
2015-08-19,1551771
2015-08-20,1551771
2015-08-21,1551771
2015-08-22,1551771
2015-08-23,1551771
2015-08-24,1551771
2015-08-25,1551771
2015-08-26,1551771
2015-08-27,1551771
2015-08-28,1551771
2015-08-29,1551771
2015-08-30,1551771
2015-08-31,1551771
2015-09-01,1551771
2015-09-02,1551771
2015-09-03,1551771
2015-09-04,1551771
2015-09-05,1551771
2015-09-06,1551771
2015-09-07,1551771
2015-09-08,1551771
2015-09-09,1551771
2015-09-10,1551771
2015-09-11,1551771
2015-09-12,1551771
2015-09-13,1551771
2015-09-14,1551771
2015-09-15,1551771
2015-09-16,1551771
2015-09-17,1551771
2015-09-18,1551771
2015-09-19,1551771
2015-09-20,1551771
2015-09-21,1551771
2015-09-22,1551771
2015-09-23,1551771
2015-09-24,1551771
2015-09-25,1551771
2015-09-27,1551771
2015-09-28,1551771
2015-09-29,1551771
2015-09-30,1551771
2015-10-05,1615478
2015-10-06,1615478
2015-10-07,1615478
2015-10-08,1615478
2015-10-09,1615478
2015-10-10,1615478
2015-10-11,1615478
2015-10-12,1615478
2015-10-13,1615478
2015-10-14,1615478
2015-10-15,1615478
2015-10-16,1615478
2015-10-17,1615478
2015-10-18,1615478
2015-10-19,1615478
2015-10-20,1615478
2015-10-22,1615478
2015-10-23,1615478
2015-10-24,1615478
2015-10-25,1615478
2015-10-26,1615478
2015-10-27,1615478
2015-10-29,1615478
2015-10-30,1615478
2015-10-31,1615478
2015-11-01,1615478
2015-11-02,1615478
2015-11-03,1615478
2015-11-04,1615478
2015-11-05,1615478
2015-11-06,1615478
2015-11-07,1615478
2015-11-08,1615478
2015-11-09,1615478
2015-11-10,1615478
2015-11-11,1615478
2015-11-12,1615478
2015-11-13,1615478
2015-11-14,1615478
2015-11-15,1615478
2015-11-16,1615478
2015-11-17,1615478
2015-11-18,1615478
2015-11-19,1615478
2015-11-20,1615478
2015-11-21,1615478
2015-11-22,1615478
2015-11-23,1615478
2015-11-24,1615478
2015-11-25,1615478
2015-11-26,1615478
2015-11-27,1615478
2015-11-28,1615478
2015-11-29,1615478
2015-11-30,1615478
2015-12-01,1615478
2015-12-02,1615478
2015-12-03,1615478
2015-12-04,1615478
2015-12-05,1615478
2015-12-06,1615478
2015-12-07,1615478
2015-12-08,1615478
2015-12-09,1615478
2015-12-10,1682479
2015-12-11,1682479
2015-12-13,1682479
2015-12-14,1682479
2015-12-15,1682479
2015-12-16,1682479
2015-12-17,1682479
2015-12-18,1682479
2015-12-19,1682479
2015-12-20,1682479
2015-12-21,1682479
2015-12-22,1682479
2015-12-23,1682479
2015-12-24,1682479
2015-12-25,1682479
2015-12-26,1682479
2015-12-27,1682479
2015-12-28,1682479
2015-12-29,1682479
2015-12-30,1682479
2015-12-31,1682479
2016-01-01,1682479
2016-01-02,1682479
2016-01-03,1682479
2016-01-04,1682479
2016-01-05,1682479
2016-01-06,1682479
2016-01-07,1682479
2016-01-08,1682479
2016-01-09,1682479
2016-01-10,1682479
2016-01-11,1682479
2016-01-12,1682479
2016-01-13,1682479
2016-01-14,1682479
2016-01-15,1682479
2016-01-16,1682479
2016-01-17,1682479
2016-01-18,1682479
2016-01-19,1682479
2016-01-20,1682479
2016-01-21,1682479
2016-01-22,1682479
2016-01-23,1682479
2016-01-24,1682479
2016-01-25,1682479
2016-01-26,1682479
2016-01-27,1682479
2016-01-28,1682479
2016-01-29,1682479
2016-01-30,1682479
2016-01-31,1682479
2016-02-01,1682479
2016-02-02,1752324
2016-02-03,1752324
2016-02-04,1752324
2016-02-05,1752324
2016-02-06,1752324
2016-02-07,1752324
2016-02-08,1752324
2016-02-09,1752324
2016-02-10,1752324
2016-02-11,1752324
2016-02-12,1752324
2016-02-13,1752324
2016-02-14,1752324
2016-02-15,1752324
2016-02-16,1752324
2016-02-17,1752324
2016-02-18,1752324
2016-02-19,1752324
2016-02-20,1752324
2016-02-21,1752324
2016-02-22,1752324
2016-02-23,1752324
2016-02-24,1752324
2016-02-25,1752324
2016-02-26,1752324
2016-02-27,1752324
2016-02-28,1752324
2016-02-29,1752324
2016-03-01,1752324
2016-03-02,1752324
2016-03-03,1752324
2016-03-04,1752324
2016-03-05,1752324
2016-03-06,1752324
2016-03-07,1752324
2016-03-08,1752324
2016-03-09,1752324
2016-03-10,1752324
2016-03-11,1752324
2016-03-12,1752324
2016-03-13,1752324
2016-03-14,1752324
2016-03-15,1752324
2016-03-16,1752324
2016-03-17,1752324
2016-03-18,1752324
2016-03-19,1752324
2016-03-20,1752324
2016-03-21,1752324
2016-03-22,1752324
2016-03-23,1752324
2016-03-24,1752324
2016-03-25,1752324
2016-03-26,1752324
2016-03-27,1752324
2016-03-28,1752324
2016-03-29,1752324
2016-03-30,1752324
2016-03-31,1752324
2016-04-01,1752324
2016-04-02,1752324
2016-04-03,1752324
2016-04-04,1752324
2016-04-05,1752324
2016-04-06,1824777
2016-04-07,1824777
2016-04-08,1824777
2016-04-09,1824777
2016-04-10,1824777
2016-04-11,1824777
2016-04-12,1824777
2016-04-13,1824777
2016-04-14,1824777
2016-04-15,1824777
2016-04-16,1824777
2016-04-17,1824777
2016-04-18,1824777
2016-04-19,1824777
2016-04-20,1824777
2016-04-21,1824777
2016-04-22,1824777
2016-04-23,1824777
2016-04-24,1824777
2016-04-25,1824777
2016-04-26,1824777
2016-04-27,1824777
2016-04-28,1824777
2016-04-29,1824777
2016-04-30,1824777
2016-05-01,1824777
2016-05-02,1824777
2016-05-03,1824777
2016-05-04,1824777
2016-05-05,1824777
2016-05-06,1824777
2016-05-07,1824777
2016-05-08,1824777
2016-05-09,1824777
2016-05-10,1824777
2016-05-11,1824777
2016-05-12,1824777
2016-05-13,1824777
2016-05-14,1824777
2016-05-15,1824777
2016-05-16,1824777
2016-05-17,1824777
2016-05-18,1824777
2016-05-19,1824777
2016-05-22,1824777
2016-05-23,1824777
2016-05-24,1824777
2016-05-25,1824777
2016-05-26,1824777
2016-05-27,1824777
2016-05-28,1824777
2016-05-29,1824777
2016-05-30,1824777
2016-05-31,1824777
2016-06-01,1824777
2016-06-02,1899336
2016-06-03,1899336
2016-06-04,1899336
2016-06-05,1899336
2016-06-06,1899336
2016-06-07,1899336
2016-06-08,1899336
2016-06-09,1899336
2016-06-10,1899336
2016-06-11,1899336
2016-06-12,1899336
2016-06-13,1899336
2016-06-14,1899336
2016-06-15,1899336
2016-06-16,1899336
2016-06-17,1899336
2016-06-18,1899336
2016-06-19,1899336
2016-06-20,1899336
2016-06-21,1899336
2016-06-22,1899336
2016-06-23,1899336
2016-06-24,1899336
2016-06-25,1899336
2016-06-26,1899336
2016-06-27,1899336
2016-06-28,1899336
2016-06-29,1899336
2016-06-30,1899336
2016-07-01,1899336
2016-07-02,1899336
2016-07-03,1899336
2016-07-04,1899336
2016-07-05,1899336
2016-07-06,1899336
2016-07-07,1899336
2016-07-08,1899336
2016-07-09,1899336
2016-07-10,1899336
2016-07-11,1899336
2016-07-12,1899336
2016-07-13,1899336
2016-07-14,1978864
2016-07-15,1978864
2016-07-16,1978864
2016-07-17,1978864
2016-07-18,1978864
2016-07-24,1978864
2016-07-25,1978864
2016-07-26,1978864
2016-07-27,1978864
2016-07-28,1978864
2016-07-29,1978864
2016-07-30,1978864
2016-07-31,1978864
2016-08-01,1978864
2016-08-02,1978864
2016-08-03,1978864
2016-08-04,1978864
2016-08-05,1978864
2016-08-06,1978864
2016-08-07,1978864
2016-08-08,1978864
2016-08-09,1978864
2016-08-10,1978864
2016-08-11,1978864
2016-08-12,1978864
2016-08-13,1978864
2016-08-14,1978864
2016-08-15,1978864
2016-08-16,1978864
2016-08-17,1978864
2016-08-18,1978864
2016-08-19,1978864
2016-08-20,2064779
2016-08-21,2064779
2016-08-22,2064779
2016-08-23,2064779
2016-08-24,2064779
2016-08-25,2064779
2016-08-26,2064779
2016-08-28,2064779
2016-08-31,2064779
2016-09-01,2064779
2016-09-02,2064779
2016-09-03,2064779
2016-09-04,2064779
2016-09-05,2064779
2016-09-06,2064779
2016-09-07,2064779
2016-09-08,2064779
2016-09-09,2064779
2016-09-10,2064779
2016-09-11,2064779
2016-09-12,2064779
2016-09-13,2064779
2016-09-14,2064779
2016-09-15,2064779
2016-09-16,2064779
2016-09-17,2064779
2016-09-18,2064779
2016-09-19,2064779
2016-09-20,2064779
2016-09-21,2064779
2016-09-22,2064779
2016-09-23,2064779
2016-09-24,2064779
2016-09-25,2064779
2016-09-26,2064779
2016-09-27,2064779
2016-09-28,2064779
2016-09-29,2064779
2016-09-30,2064779
2016-10-01,2064779
2016-10-02,2064779
2016-10-03,2064779
2016-10-04,2064779
2016-10-05,2064779
2016-10-06,2064779
2016-10-07,2064779
2016-10-08,2064779
2016-10-09,2064779
2016-10-10,2064779
2016-10-11,2064779
2016-10-12,2064779
2016-10-13,2064779
2016-10-14,2064779
2016-10-15,2064779
2016-10-16,2064779
2016-10-17,2064779
2016-10-18,2064779
2016-10-19,2064779
2016-10-20,2064779
2016-10-21,2064779
2016-10-22,2064779
2016-10-23,2064779
2016-10-24,2064779
2016-10-25,2064779
2016-10-26,2064779
2016-10-27,2064779
2016-10-28,2064779
2016-10-29,2064779
2016-10-30,2064779
2016-10-31,2064779
2016-11-01,2064779
2016-11-02,2064779
2016-11-03,2064779
2016-11-04,2064779
2016-11-05,2064779
2016-11-06,2064779
2016-11-07,2064779
2016-11-08,2149552
2016-11-09,2149552
2016-11-10,2149552
2016-11-11,2149552
2016-11-12,2149552
2016-11-13,2149552
2016-11-14,2149552
2016-12-08,2149552
2016-12-09,2149552
2016-12-10,2149552
2016-12-11,2149552
2016-12-12,2149552
2016-12-13,2149552
2016-12-14,2149552
2016-12-15,2149552
2016-12-16,2149552
2016-12-17,2149552
2016-12-18,2149552
2016-12-19,2149552
2016-12-20,2149552
2016-12-21,2149552
2016-12-22,2149552
2016-12-23,2149552
2016-12-24,2149552
2016-12-25,2149552
2016-12-26,2149552
2016-12-27,2149552
2016-12-28,2149552
2016-12-29,2149552
2016-12-30,2149552
2016-12-31,2149552
2017-01-01,2149552
2017-01-02,2149552
2017-01-03,2149552
2017-01-04,2149552
2017-01-05,2149552
2017-01-06,2149552
2017-01-07,2149552
2017-01-08,2149552
2017-01-09,2149552
2017-01-10,2149552
2017-01-11,2149552
2017-01-12,2149552
2017-01-13,2149552
2017-01-14,2149552
2017-01-15,2149552
2017-01-16,2149552
2017-01-17,2149552
2017-01-18,2149552
2017-01-19,2149552
2017-01-20,2149552
2017-01-21,2149552
2017-01-22,2149552
2017-01-27,2229402
2017-01-28,2229402
2017-01-29,2229402
2017-01-30,2229402
2017-01-31,2229402
2017-02-01,2229402
2017-02-02,2229402
2017-02-03,2229402
2017-02-04,2229402
2017-02-05,2229402
2017-02-06,2229402
2017-02-07,2229402
2017-02-08,2229402
2017-02-09,2229402
2017-02-10,2229402
2017-02-11,2229402
2017-02-12,2229402
2017-02-13,2229402
2017-02-14,2229402
2017-02-15,2229402
2017-02-16,2229402
2017-02-18,2229402
2017-02-19,2229402
2017-02-20,2229402
2017-02-21,2229402
2017-02-22,2229402
2017-02-23,2229402
2017-02-24,2229402
2017-02-25,2229402
2017-02-26,2229402
2017-02-27,2229402
2017-02-28,2229402
2017-03-01,2229402
2017-03-02,2229402
2017-03-03,2229402
2017-03-04,2229402
2017-03-05,2229402
2017-03-06,2229402
2017-03-07,2229402
2017-03-08,2229402
2017-03-09,2229402
2017-03-10,2229402
2017-03-11,2229402
2017-03-12,2229402
2017-03-13,2229402
2017-03-14,2229402
2017-03-15,2229402
2017-03-16,2229402
2017-03-17,2229402
2017-03-18,2229402
2017-03-19,2229402
2017-03-20,2229402
2017-03-21,2229402
2017-03-22,2229402
2017-03-23,2229402
2017-03-24,2229402
2017-03-25,2229402
2017-03-26,2229402
2017-03-27,2229402
2017-03-28,2229402
2017-03-29,2229402
2017-03-30,2229402
2017-03-31,2288341
2017-04-01,2288341
2017-04-02,2288341
2017-04-03,2288341
2017-04-04,2288341
2017-04-12,2288341
2017-04-13,2288341
2017-04-14,2288341
2017-04-15,2288341
2017-04-16,2288341
2017-04-17,2288341
2017-04-18,2288341
2017-04-19,2288341
2017-04-20,2288341
2017-04-21,2288341
2017-04-22,2288341
2017-04-23,2288341
2017-04-24,2288341
2017-04-25,2288341
2017-04-26,2288341
2017-04-27,2288341
2017-04-28,2288341
2017-04-29,2288341
2017-04-30,2288341
2017-05-01,2288341
2017-05-02,2288341
2017-05-03,2288341
2017-05-04,2288341
2017-05-05,2288341
2017-05-06,2288341
2017-05-07,2288341
2017-05-08,2288341
2017-05-09,2288341
2017-05-10,2288341
2017-05-11,2288341
2017-05-12,2288341
2017-05-13,2288341
2017-05-14,2288341
2017-05-15,2381636
2017-05-16,2381636
2017-05-17,2381636
2017-05-18,2381636
2017-05-19,2381636
2017-05-20,2381636
2017-05-21,2381636
2017-05-22,2381636
2017-05-23,2381636
2017-05-24,2381636
2017-05-25,2381636
2017-05-26,2381636
2017-05-27,2381636
2017-05-28,2381636
2017-05-29,2381636
2017-05-30,2381636
2017-05-31,2381636
2017-06-01,2381636
2017-06-02,2381636
2017-06-03,2381636
2017-06-06,2381636
2017-06-07,2381636
2017-06-08,2381636
2017-06-09,2381636
2017-06-10,2381636
2017-06-11,2381636
2017-06-12,2381636
2017-06-13,2381636
2017-06-14,2381636
2017-06-15,2381636
2017-06-16,2381636
2017-06-17,2381636
2017-06-18,2381636
2017-06-19,2381636
2017-06-20,2381636
2017-06-21,2381636
2017-06-22,2381636
2017-06-23,2381636
2017-06-24,2381636
2017-06-25,2381636
2017-06-26,2381636
2017-06-27,2381636
2017-06-28,2381636
2017-06-29,2381636
2017-06-30,2469561
2017-07-01,2469561
2017-07-02,2469561
2017-07-03,2469561
2017-07-04,2469561
2017-07-05,2469561
2017-07-06,2469561
2017-07-07,2469561
2017-07-08,2469561
2017-07-13,2469561
2017-07-14,2469561
2017-07-15,2469561
2017-07-16,2469561
2017-07-17,2469561
2017-07-18,2469561
2017-07-19,2469561
2017-07-20,2469561
2017-07-21,2469561
2017-07-22,2469561
2017-07-23,2469561
2017-07-24,2469561
2017-07-25,2469561
2017-07-26,2469561
2017-07-27,2469561
2017-07-28,2469561
2017-07-29,2469561
2017-07-30,2469561
2017-07-31,2469561
2017-08-01,2469561
2017-08-02,2469561
2017-08-03,2469561
2017-08-04,2469561
2017-08-05,2469561
2017-08-06,2469561
2017-08-09,2469561
2017-08-10,2469561
2017-08-11,2469561
2017-08-12,2469561
2017-08-13,2469561
2017-08-14,2469561
2017-08-15,2469561
2017-08-16,2469561
2017-08-17,2469561
2017-08-18,2469561
2017-08-19,2469561
2017-08-20,2469561
2017-08-21,2469561
2017-08-22,2469561
2017-08-23,2469561
2017-08-24,2469561
2017-08-25,2469561
2017-08-26,2469561
2017-08-27,2469561
2017-08-28,2469561
2017-08-29,2469561
2017-08-30,2479750
2017-08-31,2479750
2017-09-01,2479750
2017-09-02,2479750
2017-09-03,2479750
2017-09-04,2479750
2017-09-05,2479750
2017-09-06,2479750
2017-09-07,2479750
2017-09-08,2479750
2017-09-09,2479750
2017-09-10,2479750
2017-09-11,2479750
2017-09-12,2479750
2017-09-13,2479750
2017-09-14,2479750
2017-09-15,2479750
2017-09-16,2479750
2017-09-17,2479750
2017-09-19,2479750
2017-09-20,2479750
2017-09-21,2479750
2017-09-22,2479750
2017-09-23,2479750
2017-09-24,2479750
2017-09-25,2479750
2017-09-26,2479750
2017-09-27,2479750
2017-09-28,2479750
2017-09-29,2479750
2017-09-30,2479750
2017-10-01,2479750
2017-10-02,2479750
2017-10-03,2479750
2017-10-04,2479750
2017-10-05,2479750
2017-10-06,2479750
2017-10-07,2479750
2017-10-08,2479750
2017-10-09,2479750
2017-10-10,2479750
2017-10-11,2479750
2017-10-12,2479750
2017-10-13,2479750
2017-10-14,2479750
2017-10-15,2479750
2017-10-16,2479750
2017-10-17,2479750
2017-10-18,2479750
2017-10-19,2479750
2017-10-20,2479750
2017-10-21,2479750
2017-10-22,2479750
2017-10-23,2479750
2017-10-24,2479750
2017-10-25,2479750
2017-10-26,2479750
2017-10-27,2479750
2017-10-28,2479750
2017-10-29,2479750
2017-10-30,2479750
2017-10-31,2479750
2017-11-01,2479750
2017-11-02,2462443
2017-11-03,2462443
2017-11-04,2462443
2017-11-05,2462443
2017-11-06,2462443
2017-11-07,2462443
2017-11-08,2462443
2017-11-09,2462443
2017-11-10,2462443
2017-11-11,2462443
2017-11-12,2462443
2017-11-13,2462443
2017-11-14,2462443
2017-11-15,2462443
2017-11-16,2462443
2017-11-17,2462443
2017-11-18,2462443
2017-11-19,2462443
2017-11-20,2462443
2017-11-21,2462443
2017-11-22,2462443
2017-11-23,2462443
2017-11-24,2462443
2017-11-25,2462443
2017-11-26,2462443
2017-11-27,2462443
2017-11-28,2462443
2017-11-29,2462443
2017-11-30,2462443
2017-12-01,2462443
2017-12-02,2462443
2017-12-03,2462443
2017-12-04,2462443
2017-12-05,2462443
2017-12-06,2462443
2017-12-07,2462443
2017-12-08,2462443
2017-12-09,2462443
2017-12-10,2462443
2017-12-11,2462443
2017-12-12,2462443
2017-12-13,2462443
2017-12-14,2462443
2017-12-15,2462443
2017-12-16,2462443
2017-12-17,2462443
2017-12-18,2462443
2017-12-19,2462443
2017-12-20,2462443
2017-12-21,2462443
2017-12-22,2462443
2017-12-23,2462443
2017-12-24,2462443
2017-12-25,2462443
2017-12-26,2462443
2017-12-27,2462443
2017-12-28,2462443
2017-12-29,2462443
2017-12-30,2462443
2017-12-31,2462443
2018-01-01,2472936
2018-01-02,2472936
2018-01-03,2472936
2018-01-04,2472936
2018-01-05,2472936
2018-01-06,2472936
2018-01-07,2472936
2018-01-08,2472936
2018-01-09,2472936
2018-01-10,2472936
2018-01-11,2472936
