date_obj,Pot%20of%20cornflour price
2019-07-29,539
2019-07-30,512
2019-07-31,486
2019-08-01,463
2019-08-02,439
2019-08-03,417
2019-08-04,397
2019-08-05,377
2019-08-06,358
2019-08-07,340
2019-08-08,340
2019-08-09,323
2019-08-10,306
2019-08-11,290
2019-08-12,275
2019-08-13,261
2019-08-14,247
2019-08-15,234
2019-08-16,222
2019-08-17,222
2019-08-18,210
2019-08-19,199
2019-08-20,190
2019-08-21,180
2019-08-22,171
2019-08-23,171
2019-08-24,162
2019-08-24,162
2019-08-25,162
2019-08-25,162
2019-08-26,153
2019-08-26,153
2019-08-27,153
2019-08-27,153
2019-08-28,145
2019-08-29,138
2019-08-30,132
2019-08-31,132
2019-09-01,133
2019-09-02,133
2019-09-03,127
2019-09-04,120
2019-09-05,120
2019-09-06,117
2019-09-07,120
2019-09-08,125
2019-09-09,125
2019-09-10,123
2019-09-11,116
2019-09-12,116
2019-09-13,118
2019-09-14,119
2019-09-15,117
2019-09-16,116
2019-09-17,116
2019-09-18,110
2019-09-19,110
2019-09-20,104
2019-09-21,100
2019-09-22,100
2019-09-23,102
2019-09-24,102
2019-09-25,108
2019-09-26,114
2019-09-27,114
2019-09-28,119
2019-09-29,119
2019-09-30,124
2019-10-01,128
2019-10-02,128
2019-10-03,133
2019-10-04,133
2019-10-05,137
2019-10-06,143
2019-10-07,143
2019-10-08,150
2019-10-09,150
2019-10-10,158
2019-10-11,158
2019-10-12,165
2019-10-13,173
2019-10-14,181
2019-10-15,181
2019-10-16,187
2019-10-17,187
2019-10-18,197
2019-10-19,203
2019-10-20,203
2019-10-21,206
2019-10-22,206
2019-10-23,211
2019-10-24,211
2019-10-25,202
2019-10-26,191
2019-10-27,191
2019-10-28,181
2019-10-29,181
2019-10-30,171
2019-10-31,162
2019-11-01,162
2019-11-02,154
2019-11-03,161
2019-11-04,161
2019-11-05,170
2019-11-06,170
2019-11-07,177
2019-11-08,177
2019-11-09,182
2019-11-10,190
2019-11-11,200
2019-11-12,200
2019-11-13,210
2019-11-14,210
2019-11-15,221
2019-11-16,220
2019-11-17,220
2019-11-18,218
2019-11-19,218
2019-11-20,223
2019-11-21,223
2019-11-22,235
2019-11-23,235
2019-11-24,246
2019-11-25,246
2019-11-26,258
2019-11-27,258
2019-11-28,263
2019-11-29,263
2019-11-30,259
2019-12-01,259
2019-12-02,258
2019-12-03,258
2019-12-04,271
2019-12-05,271
2019-12-06,284
2019-12-07,294
2019-12-08,294
2019-12-09,304
2019-12-10,304
2019-12-11,317
2019-12-12,317
2019-12-13,303
2019-12-14,301
2019-12-15,309
2019-12-16,309
2019-12-17,316
2019-12-18,316
2019-12-19,317
2019-12-20,317
2019-12-21,319
2019-12-22,335
2019-12-23,335
2019-12-24,352
2019-12-25,362
2019-12-26,362
2019-12-27,381
2019-12-28,401
2019-12-29,401
2019-12-30,422
2019-12-31,422
2020-01-01,444
2020-01-02,467
2020-01-03,467
2020-01-04,489
2020-01-05,512
2020-01-06,512
2020-01-07,531
2020-01-08,531
2020-01-09,554
2020-01-10,526
2020-01-11,522
2020-01-12,541
2020-01-13,541
2020-01-14,569
2020-01-15,598
2020-01-16,598
2020-01-17,609
2020-01-18,609
2020-01-19,595
2020-01-20,595
2020-01-21,565
2020-01-22,573
2020-01-23,596
2020-01-24,626
2020-01-25,626
2020-01-26,637
2020-01-27,605
2020-01-28,605
2020-01-29,623
2020-01-30,653
2020-01-31,653
2020-02-01,683
2020-02-02,717
2020-02-03,753
2020-02-04,746
2020-02-05,746
2020-02-06,778
2020-02-07,778
2020-02-08,787
2020-02-09,801
2020-02-10,763
2020-02-11,763
2020-02-12,724
2020-02-13,724
2020-02-14,687
2020-02-15,687
2020-02-16,654
2020-02-17,679
2020-02-18,675
2020-02-19,675
2020-02-20,698
2020-02-21,698
2020-02-22,731
2020-02-23,764
2020-02-24,796
2020-02-25,830
2020-02-26,834
2020-02-27,874
2020-02-28,917
2020-02-29,917
2020-03-01,920
2020-03-02,927
2020-03-03,952
2020-03-04,952
2020-03-05,986
2020-03-06,936
2020-03-07,890
2020-03-08,845
2020-03-09,802
2020-03-10,761
2020-03-11,761
2020-03-12,776
2020-03-13,780
2020-03-14,807
2020-03-15,816
2020-03-16,775
2020-03-17,772
2020-03-18,806
2020-03-19,828
2020-03-20,829
2020-03-21,787
2020-03-22,776
2020-03-23,815
2020-03-24,817
2020-03-25,806
2020-03-26,798
2020-03-27,775
2020-03-28,754
2020-03-29,719
2020-03-30,720
2020-03-31,706
2020-04-01,712
2020-04-02,715
2020-04-03,715
2020-04-04,701
2020-04-05,723
2020-04-06,744
2020-04-07,773
2020-04-08,792
2020-04-09,825
2020-04-10,785
2020-04-11,810
2020-04-12,787
2020-04-13,747
2020-04-14,709
2020-04-15,684
2020-04-16,717
2020-04-17,727
2020-04-18,755
2020-04-19,779
2020-04-20,773
2020-04-21,740
2020-04-22,704
2020-04-23,710
2020-04-24,737
2020-04-25,772
2020-04-26,810
2020-04-27,835
2020-04-28,807
2020-04-29,826
2020-04-30,824
2020-05-01,798
2020-05-02,785
2020-05-03,784
2020-05-04,788
2020-05-05,787
2020-05-06,783
2020-05-07,777
2020-05-08,782
2020-05-09,781
2020-05-10,792
2020-05-11,781
2020-05-12,785
2020-05-13,773
