date_obj,Dwarven%20stout(m) price
2019-03-24,18955
2019-03-25,18652
2019-03-26,19051
2019-03-27,19201
2019-03-28,20005
2019-03-29,20135
2019-03-30,20846
2019-03-31,20450
2019-04-01,20187
2019-04-02,20067
2019-04-03,20138
2019-04-04,20363
2019-04-05,21297
2019-04-06,22169
2019-04-07,22850
2019-04-08,22622
2019-04-09,23065
2019-04-10,23373
2019-04-11,23281
2019-04-12,23822
2019-04-13,24858
2019-04-14,25849
2019-04-15,26612
2019-04-16,27067
2019-04-17,26747
2019-04-18,25967
2019-04-19,24922
2019-04-20,24269
2019-04-21,23396
2019-04-22,22729
2019-04-23,22291
2019-04-24,21989
2019-04-25,21825
2019-04-26,21164
2019-04-27,20829
2019-04-28,20889
2019-04-29,20623
2019-04-30,20619
2019-05-01,20458
2019-05-02,20348
2019-05-03,20557
2019-05-04,21103
2019-05-05,21927
2019-05-06,22773
2019-05-07,23207
2019-05-08,22871
2019-05-09,21847
2019-05-10,20894
2019-05-11,20544
2019-05-12,19987
2019-05-13,20399
2019-05-14,20628
2019-05-15,21598
2019-05-16,21594
2019-05-17,20965
2019-05-18,20105
2019-05-19,19728
2019-05-20,19369
2019-05-21,19357
2019-05-22,19245
2019-05-23,19697
2019-05-24,19545
2019-05-25,19691
2019-05-26,20005
2019-05-27,20161
2019-05-28,20276
2019-05-29,19591
2019-05-30,20473
2019-05-31,21399
2019-06-01,22126
2019-06-02,22983
2019-06-03,23940
2019-06-04,23958
2019-06-05,23829
2019-06-06,23827
2019-06-07,24216
2019-06-08,24896
2019-06-09,25817
2019-06-10,26601
2019-06-11,27361
2019-06-12,28009
2019-06-13,28739
2019-06-14,29131
2019-06-15,29712
2019-06-16,30369
2019-06-17,30392
2019-06-18,28921
2019-06-19,27664
2019-06-20,26280
2019-06-21,24974
2019-06-22,23792
2019-06-23,22719
2019-06-24,21733
2019-06-25,20700
2019-06-26,19866
2019-06-27,19251
2019-06-28,18996
2019-06-29,18754
2019-06-30,18899
2019-07-01,19063
2019-07-02,19172
2019-07-03,19345
2019-07-04,19638
2019-07-05,19774
2019-07-06,20002
2019-07-07,20479
2019-07-08,21485
2019-07-09,22560
2019-07-10,23688
2019-07-11,24873
2019-07-12,26117
2019-07-13,27423
2019-07-14,28795
2019-07-15,30235
2019-07-16,31747
2019-07-17,33171
2019-07-18,33622
2019-07-19,33678
2019-07-20,33558
2019-07-21,31902
2019-07-22,30306
2019-07-23,28790
2019-07-24,27711
2019-07-25,26761
2019-07-26,25719
2019-07-27,24769
2019-07-28,24180
2019-07-29,23637
2019-07-30,23433
2019-07-31,22827
2019-08-01,23514
2019-08-02,23784
2019-08-03,24179
2019-08-04,25348
2019-08-05,25573
2019-08-06,24947
2019-08-07,25282
2019-08-08,26196
2019-08-09,26627
2019-08-10,27354
2019-08-11,28331
2019-08-12,29253
2019-08-13,30300
2019-08-14,31811
2019-08-15,33402
2019-08-16,34239
2019-08-17,33699
2019-08-18,33252
2019-08-19,32650
2019-08-20,32458
2019-08-21,31723
2019-08-22,31518
2019-08-23,31737
2019-08-24,31414
2019-08-24,31414
2019-08-25,31484
2019-08-25,31484
2019-08-26,31685
2019-08-26,31685
2019-08-27,31635
2019-08-27,31635
2019-08-28,31295
2019-08-29,31407
2019-08-30,31487
2019-08-31,31586
2019-09-01,32019
2019-09-02,31256
2019-09-03,30287
2019-09-04,29454
2019-09-05,28607
2019-09-06,27974
2019-09-07,27353
2019-09-08,26305
2019-09-09,25538
2019-09-10,24725
2019-09-11,24156
2019-09-12,23203
2019-09-13,22507
2019-09-14,22109
2019-09-15,21668
2019-09-16,21426
2019-09-17,22231
2019-09-18,22865
2019-09-19,23859
2019-09-20,25052
2019-09-21,25511
2019-09-22,25014
2019-09-23,24924
2019-09-24,24944
2019-09-25,24493
2019-09-26,24386
2019-09-27,24661
2019-09-28,24288
2019-09-29,23889
2019-09-30,23157
2019-10-01,22424
2019-10-02,22167
2019-10-03,22196
2019-10-04,22105
2019-10-05,22183
2019-10-06,22552
2019-10-07,23328
2019-10-08,23884
2019-10-09,24308
2019-10-10,24139
2019-10-11,24363
2019-10-12,24200
2019-10-13,24444
2019-10-14,25244
2019-10-15,25805
2019-10-16,25649
2019-10-17,24559
2019-10-18,24677
2019-10-19,24619
2019-10-20,24400
2019-10-21,24290
2019-10-22,24045
2019-10-23,24134
2019-10-24,23460
2019-10-25,24213
2019-10-26,25189
2019-10-27,26172
2019-10-28,26520
2019-10-29,26465
2019-10-30,26254
2019-10-31,26127
2019-11-01,25651
2019-11-02,25662
2019-11-03,26040
2019-11-04,26221
2019-11-05,27233
2019-11-06,27491
2019-11-07,27035
2019-11-08,26763
2019-11-09,26526
2019-11-10,25974
2019-11-11,26090
2019-11-12,26014
2019-11-13,26824
2019-11-14,26863
2019-11-15,26247
2019-11-16,25917
2019-11-17,25917
2019-11-18,26641
2019-11-19,27381
2019-11-20,28308
2019-11-21,29724
2019-11-22,30798
2019-11-23,32338
2019-11-24,33955
2019-11-25,33437
2019-11-26,35109
2019-11-27,35980
2019-11-28,36008
2019-11-29,35151
2019-11-30,34960
2019-12-01,34606
2019-12-02,34267
2019-12-03,34369
2019-12-04,35007
2019-12-05,35007
2019-12-06,34532
2019-12-07,34279
2019-12-08,33846
2019-12-09,32599
2019-12-10,33322
2019-12-11,33948
2019-12-12,34485
2019-12-13,34826
2019-12-14,34642
2019-12-15,34307
2019-12-16,34152
2019-12-17,34163
2019-12-18,34054
2019-12-19,33689
2019-12-20,33895
2019-12-21,34479
2019-12-22,35187
2019-12-23,35371
2019-12-24,34719
2019-12-25,33883
2019-12-26,32973
2019-12-27,32055
2019-12-28,31304
2019-12-29,30490
2019-12-30,29336
2019-12-31,28806
2020-01-01,27816
2020-01-02,27383
2020-01-03,27272
2020-01-04,27254
2020-01-05,28542
2020-01-06,29460
2020-01-07,30339
2020-01-08,31018
2020-01-09,31655
2020-01-10,32967
2020-01-11,32738
2020-01-12,31761
2020-01-13,31678
2020-01-14,31417
2020-01-15,31398
2020-01-16,32392
2020-01-17,32750
2020-01-18,32508
2020-01-19,31173
2020-01-20,29824
2020-01-21,28332
2020-01-22,27497
2020-01-23,26269
2020-01-24,25744
2020-01-25,25138
2020-01-26,25057
2020-01-27,25095
2020-01-28,25644
2020-01-29,26325
2020-01-30,26783
2020-01-31,27246
2020-02-01,26759
2020-02-02,26300
2020-02-03,25690
2020-02-04,25926
2020-02-05,25969
2020-02-06,25887
2020-02-07,26026
2020-02-08,25707
2020-02-09,24829
2020-02-10,24322
2020-02-11,23993
2020-02-12,23529
2020-02-13,23365
2020-02-14,23113
2020-02-15,22943
2020-02-16,22877
2020-02-17,22704
2020-02-18,22658
2020-02-19,22630
2020-02-20,22828
2020-02-21,22828
2020-02-22,22661
2020-02-23,21983
2020-02-24,21715
2020-02-25,21246
2020-02-26,21436
2020-02-27,21995
2020-02-28,21741
2020-02-29,22378
2020-03-01,22702
2020-03-02,23422
2020-03-03,24142
2020-03-04,24259
2020-03-05,24204
2020-03-06,24144
2020-03-07,23876
2020-03-08,23601
2020-03-09,23683
2020-03-10,23958
2020-03-11,24283
2020-03-12,24537
2020-03-13,24412
2020-03-14,24665
2020-03-15,24429
2020-03-16,25300
2020-03-17,25706
2020-03-18,25121
2020-03-19,24467
2020-03-20,24753
2020-03-21,24279
2020-03-22,24470
2020-03-23,25068
2020-03-24,24468
2020-03-25,24035
2020-03-26,23566
2020-03-27,23304
2020-03-28,23320
2020-03-29,24257
2020-03-30,24843
2020-03-31,24271
2020-04-01,24279
2020-04-02,24275
2020-04-03,24450
2020-04-04,24593
2020-04-05,25004
2020-04-06,24647
2020-04-07,25437
2020-04-08,25764
2020-04-09,25559
2020-04-10,25594
2020-04-11,26242
2020-04-12,26644
2020-04-13,27149
2020-04-14,27172
2020-04-15,26865
2020-04-16,26247
2020-04-17,25992
2020-04-18,25325
2020-04-19,25736
2020-04-20,25488
2020-04-21,25591
2020-04-22,25240
2020-04-23,25062
2020-04-24,25580
2020-04-25,26224
2020-04-26,27048
2020-04-27,27305
2020-04-28,28246
2020-04-29,28675
2020-04-30,28003
2020-05-01,27834
2020-05-02,27556
2020-05-03,27796
2020-05-04,28384
2020-05-05,29076
2020-05-06,28881
2020-05-07,29055
2020-05-08,29141
2020-05-09,29386
2020-05-10,28673
2020-05-11,28339
2020-05-12,28289
2020-05-13,27865
