date_obj,Rune%20platebody%20(h1) price
2019-09-15,42045
2019-09-16,43052
2019-09-17,43052
2019-09-18,42898
2019-09-19,42898
2019-09-20,42898
2019-09-21,43266
2019-09-22,43266
2019-09-23,42974
2019-09-24,42974
2019-09-25,42974
2019-09-26,43286
2019-09-27,43286
2019-09-28,43286
2019-09-29,43150
2019-09-30,43150
2019-10-01,42952
2019-10-02,42952
2019-10-03,42952
2019-10-04,43685
2019-10-05,43685
2019-10-06,43406
2019-10-07,43406
2019-10-08,44179
2019-10-09,44179
2019-10-10,44179
2019-10-11,45729
2019-10-12,45729
2019-10-13,46422
2019-10-14,46422
2019-10-15,45721
2019-10-16,45721
2019-10-17,45721
2019-10-18,45120
2019-10-19,45120
2019-10-20,45203
2019-10-21,45203
2019-10-22,45203
2019-10-23,44929
2019-10-24,44929
2019-10-25,44929
2019-10-26,44499
2019-10-27,44499
2019-10-28,43138
2019-10-29,43138
2019-10-30,43138
2019-10-31,41646
2019-11-01,41646
2019-11-02,41453
2019-11-03,41453
2019-11-04,41387
2019-11-05,41387
2019-11-06,41387
2019-11-07,41081
2019-11-08,41081
2019-11-09,41413
2019-11-10,41413
2019-11-11,41631
2019-11-12,41631
2019-11-13,41631
2019-11-14,41804
2019-11-15,41804
2019-11-16,42473
2019-11-17,42473
2019-11-18,42473
2019-11-19,41979
2019-11-20,41979
2019-11-21,41979
2019-11-22,42357
2019-11-23,42357
2019-11-24,43367
2019-11-25,43367
2019-11-26,44096
2019-11-27,44096
2019-11-28,44096
2019-11-29,45376
2019-11-30,45376
2019-12-01,46803
2019-12-02,46803
2019-12-03,47339
2019-12-04,47339
2019-12-05,47339
2019-12-06,47521
2019-12-07,47521
2019-12-08,47521
2019-12-09,47602
2019-12-10,47602
2019-12-11,47602
2019-12-12,47906
2019-12-13,47906
2019-12-14,47906
2019-12-15,46723
2019-12-16,46723
2019-12-17,46723
2019-12-18,47053
2019-12-19,47053
2019-12-20,47053
2019-12-21,47310
2019-12-22,47310
2019-12-23,47310
2019-12-24,47808
2019-12-25,47808
2019-12-26,45806
2019-12-27,45806
2019-12-28,44917
2019-12-29,44917
2019-12-30,44917
2019-12-31,45610
2020-01-01,45610
2020-01-02,45765
2020-01-03,45765
2020-01-04,45765
2020-01-05,44151
2020-01-06,44151
2020-01-07,43691
2020-01-08,43691
2020-01-09,43906
2020-01-10,43906
2020-01-11,43917
2020-01-12,43917
2020-01-13,43917
2020-01-14,43809
2020-01-15,43860
2020-01-16,43860
2020-01-17,43333
2020-01-18,43333
2020-01-19,43437
2020-01-20,43437
2020-01-21,43437
2020-01-22,43475
2020-01-23,43475
2020-01-24,44219
2020-01-25,44219
2020-01-26,44653
2020-01-27,44653
2020-01-28,44191
2020-01-29,44191
2020-01-30,44233
2020-01-31,44233
2020-02-01,44233
2020-02-02,44163
2020-02-03,44163
2020-02-04,43860
2020-02-05,43860
2020-02-06,43130
2020-02-07,43130
2020-02-08,43966
2020-02-09,43966
2020-02-10,44038
2020-02-11,44038
2020-02-12,43878
2020-02-13,43878
2020-02-14,43802
2020-02-15,43802
2020-02-16,43802
2020-02-17,43003
2020-02-18,43003
2020-02-19,42811
2020-02-20,42811
2020-02-21,42531
2020-02-22,42531
2020-02-23,41614
2020-02-24,41614
2020-02-25,41453
2020-02-26,41453
2020-02-27,42168
2020-02-28,42168
2020-02-29,42475
2020-03-01,42475
2020-03-02,42984
2020-03-03,42984
2020-03-04,42984
2020-03-05,44183
2020-03-06,44183
2020-03-07,45004
2020-03-08,45004
2020-03-09,44832
2020-03-10,44832
2020-03-11,44797
2020-03-12,44797
2020-03-13,44014
2020-03-14,44014
2020-03-15,43665
2020-03-16,42452
2020-03-17,42452
2020-03-18,42480
2020-03-19,42480
2020-03-20,42173
2020-03-21,42173
2020-03-22,42054
2020-03-23,42054
2020-03-24,41984
2020-03-25,41984
2020-03-26,41789
2020-03-27,41789
2020-03-28,41626
2020-03-29,41479
2020-03-30,41479
2020-03-31,41830
2020-04-01,41830
2020-04-02,42045
2020-04-03,42045
2020-04-04,41788
2020-04-05,41788
2020-04-06,41791
2020-04-07,41791
2020-04-08,41811
2020-04-09,41811
2020-04-10,41811
2020-04-11,42327
2020-04-12,42327
2020-04-13,42590
2020-04-14,42590
2020-04-15,42738
2020-04-16,42738
2020-04-17,42779
2020-04-18,42779
2020-04-19,43377
2020-04-20,43377
2020-04-21,43871
2020-04-22,44158
2020-04-23,44158
2020-04-24,44468
2020-04-25,44468
2020-04-26,43799
2020-04-27,43799
2020-04-28,42862
2020-04-29,42862
2020-04-30,41999
2020-05-01,41999
2020-05-02,41166
2020-05-03,41117
2020-05-04,41117
2020-05-05,40553
2020-05-06,40421
2020-05-07,40421
2020-05-08,39955
2020-05-09,40339
2020-05-10,40203
2020-05-11,40203
2020-05-12,39910
2020-05-13,39182
