date_obj,Saradomin%20mjolnir price
2015-08-02,54926
2015-08-03,54926
2015-08-04,54926
2015-08-05,54926
2015-08-06,54926
2015-08-07,54926
2015-08-08,54926
2015-08-09,54926
2015-08-10,54926
2015-08-11,54926
2015-08-12,54926
2015-08-13,54926
2015-08-14,54926
2015-08-15,54926
2015-08-16,54926
2015-08-17,54926
2015-08-18,54926
2015-08-19,54926
2015-08-20,54926
2015-08-21,52276
2015-08-22,52276
2015-08-23,52276
2015-08-24,52276
2015-08-25,52276
2015-08-26,52276
2015-08-27,52276
2015-08-28,52276
2015-08-29,52276
2015-08-30,52276
2015-08-31,52276
2015-09-01,52276
2015-09-02,52276
2015-09-03,52276
2015-09-04,52276
2015-09-05,52276
2015-09-06,52276
2015-09-07,52276
2015-09-08,52276
2015-09-09,52276
2015-09-10,52276
2015-09-11,52276
2015-09-12,52276
2015-09-13,52276
2015-09-14,52276
2015-09-15,52276
2015-09-16,52276
2015-09-17,52276
2015-09-18,52276
2015-09-19,52276
2015-09-20,49765
2015-09-21,49765
2015-09-22,49765
2015-09-23,49765
2015-09-24,49765
2015-09-25,49765
2015-09-27,49765
2015-09-28,49765
2015-09-29,49765
2015-09-30,49765
2015-10-05,49765
2015-10-06,49765
2015-10-07,49765
2015-10-08,49765
2015-10-09,49765
2015-10-10,49765
2015-10-11,49765
2015-10-12,49765
2015-10-13,49765
2015-10-14,49765
2015-10-15,49765
2015-10-16,49765
2015-10-17,49765
2015-10-18,49765
2015-10-19,49765
2015-10-20,49765
2015-10-22,49765
2015-10-23,49765
2015-10-24,49765
2015-10-25,49765
2015-10-26,49765
2015-10-27,49765
2015-10-29,49765
2015-10-30,49765
2015-10-31,47345
2015-11-01,47345
2015-11-02,47345
2015-11-03,47345
2015-11-04,47345
2015-11-05,47345
2015-11-06,47345
2015-11-07,47345
2015-11-08,47345
2015-11-09,47345
2015-11-10,47345
2015-11-11,47345
2015-11-12,47345
2015-11-13,47345
2015-11-14,47345
2015-11-15,47345
2015-11-16,47345
2015-11-17,47345
2015-11-18,47345
2015-11-19,47345
2015-11-20,47345
2015-11-21,47345
2015-11-22,47345
2015-11-23,47345
2015-11-24,47345
2015-11-25,47345
2015-11-26,47345
2015-11-27,47345
2015-11-28,47345
2015-11-29,47345
2015-11-30,47345
2015-12-01,45041
2015-12-02,45041
2015-12-03,45041
2015-12-04,45041
2015-12-05,45041
2015-12-06,45041
2015-12-07,45041
2015-12-08,45041
2015-12-09,45041
2015-12-10,45041
2015-12-11,45041
2015-12-12,45041
2015-12-13,45041
2015-12-14,45041
2015-12-15,45041
2015-12-16,45041
2015-12-17,45041
2015-12-18,45041
2015-12-19,45041
2015-12-20,45041
2015-12-21,45041
2015-12-22,45041
2015-12-23,45041
2015-12-24,45041
2015-12-25,45041
2015-12-26,45041
2015-12-27,45041
2015-12-28,45041
2015-12-29,45041
2015-12-30,45041
2015-12-31,42870
2016-01-01,42870
2016-01-02,42870
2016-01-03,42870
2016-01-04,42870
2016-01-05,42870
2016-01-06,42870
2016-01-07,42870
2016-01-08,42870
2016-01-09,42870
2016-01-10,42870
2016-01-11,42870
2016-01-12,42870
2016-01-13,42870
2016-01-14,42870
2016-01-15,42870
2016-01-16,42870
2016-01-17,42870
2016-01-18,42870
2016-01-19,42870
2016-01-20,42870
2016-01-21,42870
2016-01-22,42870
2016-01-23,42870
2016-01-24,42870
2016-01-25,42870
2016-01-26,42870
2016-01-27,42870
2016-01-28,42870
2016-01-29,40774
2016-01-30,40774
2016-01-31,40774
2016-02-01,40774
2016-02-02,40774
2016-02-03,40774
2016-02-04,40774
2016-02-05,40774
2016-02-06,40774
2016-02-07,40774
2016-02-08,40774
2016-02-09,40774
2016-02-10,40774
2016-02-11,40774
2016-02-12,40774
2016-02-13,40774
2016-02-14,40774
2016-02-15,40774
2016-02-16,40774
2016-02-17,40774
2016-02-18,40774
2016-02-19,40774
2016-02-20,40774
2016-02-21,40774
2016-02-22,40774
2016-02-23,40774
2016-02-24,38800
2016-02-25,38800
2016-02-26,38800
2016-02-27,38800
2016-02-28,38800
2016-02-29,38800
2016-03-01,38800
2016-03-02,38800
2016-03-03,38800
2016-03-04,38800
2016-03-05,38800
2016-03-06,38800
2016-03-07,38800
2016-03-08,38800
2016-03-09,38800
2016-03-10,38800
2016-03-11,38800
2016-03-12,38800
2016-03-13,38800
2016-03-14,38800
2016-03-15,38800
2016-03-16,38800
2016-03-17,38800
2016-03-18,38800
2016-03-19,38800
2016-03-20,36888
2016-03-21,36888
2016-03-22,36888
2016-03-23,36888
2016-03-24,36888
2016-03-25,36888
2016-03-26,36888
2016-03-27,36888
2016-03-28,36888
2016-03-29,36888
2016-03-30,36888
2016-03-31,36888
2016-04-01,36888
2016-04-02,36888
2016-04-03,36888
2016-04-04,36888
2016-04-05,36888
2016-04-06,36888
2016-04-07,36888
2016-04-08,36888
2016-04-09,36888
2016-04-10,36888
2016-04-11,36888
2016-04-12,36888
2016-04-13,36888
2016-04-14,36888
2016-04-15,36888
2016-04-16,36888
2016-04-17,36888
2016-04-18,36888
2016-04-19,36888
2016-04-20,36888
2016-04-21,36888
2016-04-22,36888
2016-04-23,36888
2016-04-24,36888
2016-04-25,35088
2016-04-26,35088
2016-04-27,35088
2016-04-28,35088
2016-04-29,35088
2016-04-30,35088
2016-05-01,35088
2016-05-02,35088
2016-05-03,35088
2016-05-04,35088
2016-05-05,35088
2016-05-06,35088
2016-05-07,35088
2016-05-08,35088
2016-05-09,35088
2016-05-10,35088
2016-05-11,35088
2016-05-12,35088
2016-05-13,35088
2016-05-14,35088
2016-05-15,35088
2016-05-16,35088
2016-05-17,35088
2016-05-18,35088
2016-05-19,35088
2016-05-22,35088
2016-05-23,35088
2016-05-24,35088
2016-05-25,35088
2016-05-26,35088
2016-05-27,35088
2016-05-28,35088
2016-05-29,33436
2016-05-30,33436
2016-05-31,33436
2016-06-01,33436
2016-06-02,33436
2016-06-03,33436
2016-06-04,33436
2016-06-05,33436
2016-06-06,33436
2016-06-07,33436
2016-06-08,33436
2016-06-09,33436
2016-06-10,33436
2016-06-11,33436
2016-06-12,33436
2016-06-13,33436
2016-06-14,33436
2016-06-15,33436
2016-06-16,33436
2016-06-17,33436
2016-06-18,33436
2016-06-19,33436
2016-06-20,33436
2016-06-21,33436
2016-06-22,33436
2016-06-23,33436
2016-06-24,33436
2016-06-25,33436
2016-06-26,33436
2016-06-27,33436
2016-06-28,31820
2016-06-29,31820
2016-06-30,31820
2016-07-01,31820
2016-07-02,31820
2016-07-03,31820
2016-07-04,31820
2016-07-05,31820
2016-07-06,31820
2016-07-07,31820
2016-07-08,31820
2016-07-09,31820
2016-07-10,31820
2016-07-11,31820
2016-07-12,31820
2016-07-13,31820
2016-07-14,31820
2016-07-15,30329
2016-07-16,30329
2016-07-17,30329
2016-07-18,30329
2016-07-23,28894
2016-07-24,28894
2016-07-25,28894
2016-07-26,28894
2016-07-27,28894
2016-07-28,28894
2016-07-29,28894
2016-07-30,28894
2016-07-31,28894
2016-08-01,27530
2016-08-02,27530
2016-08-03,27530
2016-08-04,27530
2016-08-05,27530
2016-08-06,27530
2016-08-07,27530
2016-08-08,27530
2016-08-09,27530
2016-08-10,27530
2016-08-11,26205
2016-08-12,26205
2016-08-13,26205
2016-08-14,26205
2016-08-15,26205
2016-08-16,26205
2016-08-17,26205
2016-08-18,26205
2016-08-19,26205
2016-08-20,26205
2016-08-21,26205
2016-08-22,26205
2016-08-23,26205
2016-08-24,24960
2016-08-25,24960
2016-08-26,24960
2016-08-28,24960
2016-08-31,24960
2016-09-01,24960
2016-09-02,24960
2016-09-03,24960
2016-09-04,24960
2016-09-05,24960
2016-09-06,23813
2016-09-07,23813
2016-09-08,23813
2016-09-09,23813
2016-09-10,23813
2016-09-11,23813
2016-09-12,23813
2016-09-13,23813
2016-09-14,23813
2016-09-15,23813
2016-09-16,23813
2016-09-17,23813
2016-09-18,23813
2016-09-19,23813
2016-09-20,23813
2016-09-21,23813
2016-09-22,23813
2016-09-23,22699
2016-09-24,22699
2016-09-25,22699
2016-09-26,22699
2016-09-27,22699
2016-09-28,22699
2016-09-29,22699
2016-09-30,22699
2016-10-01,22699
2016-10-02,22699
2016-10-03,22699
2016-10-04,22699
2016-10-05,22699
2016-10-06,22699
2016-10-07,22699
2016-10-08,22699
2016-10-09,22699
2016-10-10,22699
2016-10-11,21614
2016-10-12,21614
2016-10-13,21614
2016-10-14,21614
2016-10-15,21614
2016-10-16,21614
2016-10-17,21614
2016-10-18,21614
2016-10-19,21614
2016-10-20,21614
2016-10-21,21614
2016-10-22,21614
2016-10-23,21614
2016-10-24,21614
2016-10-25,21614
2016-10-26,20605
2016-10-27,20605
2016-10-28,20605
2016-10-29,20605
2016-10-30,20605
2016-10-31,20605
2016-11-01,20605
2016-11-02,20605
2016-11-03,20605
2016-11-04,20605
2016-11-05,20605
2016-11-06,20605
2016-11-07,20605
2016-11-08,20605
2016-11-09,20605
2016-11-10,19671
2016-11-11,19671
2016-11-12,19671
2016-11-13,19671
2016-11-14,19671
2016-12-08,17897
2016-12-09,17897
2016-12-10,17897
2016-12-11,17897
2016-12-12,17897
2016-12-13,17897
2016-12-14,17897
2016-12-15,17897
2016-12-16,17897
2016-12-17,17897
2016-12-18,17897
2016-12-19,17897
2016-12-20,17897
2016-12-21,17046
2016-12-22,17046
2016-12-23,17046
2016-12-24,17046
2016-12-25,17046
2016-12-26,17046
2016-12-27,17046
2016-12-28,17046
2016-12-29,17046
2016-12-30,17046
2016-12-31,17046
2017-01-01,17046
2017-01-02,16239
2017-01-03,16239
2017-01-04,16239
2017-01-05,16239
2017-01-06,16239
2017-01-07,16239
2017-01-08,16239
2017-01-09,16239
2017-01-10,16239
2017-01-11,16239
2017-01-12,16239
2017-01-13,16239
2017-01-14,15510
2017-01-15,15510
2017-01-16,15510
2017-01-17,15510
2017-01-18,15510
2017-01-19,15510
2017-01-20,15510
2017-01-21,15510
2017-01-22,15510
2017-01-27,14801
2017-01-28,14801
2017-01-29,14801
2017-01-30,14801
2017-01-31,14801
2017-02-01,14801
2017-02-02,14801
2017-02-03,14801
2017-02-04,14801
2017-02-05,14114
2017-02-06,14114
2017-02-07,14114
2017-02-08,14114
2017-02-09,14114
2017-02-10,14114
2017-02-11,14114
2017-02-12,14114
2017-02-13,14114
2017-02-14,14114
2017-02-15,14114
2017-02-16,14114
2017-02-18,13470
2017-02-19,13470
2017-02-20,13470
2017-02-21,13470
2017-02-22,13470
2017-02-23,13470
2017-02-24,13470
2017-02-25,13470
2017-02-26,13470
2017-02-27,13470
2017-02-28,13470
2017-03-01,13470
2017-03-02,12839
2017-03-03,12839
2017-03-04,12839
2017-03-05,12839
2017-03-06,12839
2017-03-07,12839
2017-03-08,12839
2017-03-09,12839
2017-03-10,12839
2017-03-11,12839
2017-03-12,12839
2017-03-13,12839
2017-03-14,12839
2017-03-15,12244
2017-03-16,12244
2017-03-17,12244
2017-03-18,12244
2017-03-19,12244
2017-03-20,12244
2017-03-21,12244
2017-03-22,12244
2017-03-23,12244
2017-03-24,12244
2017-03-25,12244
2017-03-26,12244
2017-03-27,12244
2017-03-28,11669
2017-03-29,11669
2017-03-30,11669
2017-03-31,11669
2017-04-01,11669
2017-04-02,11669
2017-04-03,11669
2017-04-04,11669
2017-04-12,11113
2017-04-13,11113
2017-04-14,11113
2017-04-15,11113
2017-04-16,11113
2017-04-17,11113
2017-04-18,11113
2017-04-19,11113
2017-04-20,11113
2017-04-21,10594
2017-04-22,10594
2017-04-23,10594
2017-04-24,10594
2017-04-25,10594
2017-04-26,10594
2017-04-27,10594
2017-04-28,10594
2017-04-29,10594
2017-04-30,10594
2017-05-01,10109
2017-05-02,10109
2017-05-03,10109
2017-05-04,10109
2017-05-05,10109
2017-05-06,10109
2017-05-07,10109
2017-05-08,10109
2017-05-09,10109
2017-05-10,10109
2017-05-11,10109
2017-05-12,10109
2017-05-13,9639
2017-05-14,9639
2017-05-15,9639
2017-05-16,9639
2017-05-17,9639
2017-05-18,9639
2017-05-19,9639
2017-05-20,9639
2017-05-21,9639
2017-05-22,9639
2017-05-23,9639
2017-05-24,9639
2017-05-25,9639
2017-05-26,9639
2017-05-27,9639
2017-05-28,9218
2017-05-29,9218
2017-05-30,9218
2017-05-31,9218
2017-06-01,9218
2017-06-02,9218
2017-06-03,9218
2017-06-06,9218
2017-06-07,9218
2017-06-08,9218
2017-06-09,9218
2017-06-10,8779
2017-06-11,8779
2017-06-12,8779
2017-06-13,8779
2017-06-14,8779
2017-06-15,8779
2017-06-16,8779
2017-06-17,8779
2017-06-18,8779
2017-06-19,8779
2017-06-20,8779
2017-06-21,8779
2017-06-22,8779
2017-06-23,8779
2017-06-24,8365
2017-06-25,8365
2017-06-26,8365
2017-06-27,8365
2017-06-28,8365
2017-06-29,8365
2017-06-30,8365
2017-07-01,8365
2017-07-02,8365
2017-07-03,8365
2017-07-04,8365
2017-07-05,8365
2017-07-06,7981
2017-07-07,7981
2017-07-08,7981
2017-07-13,7981
2017-07-14,7981
2017-07-15,7981
2017-07-16,7981
2017-07-17,7602
2017-07-18,7602
2017-07-19,7602
2017-07-20,7602
2017-07-21,7602
2017-07-22,7602
2017-07-23,7602
2017-07-24,7602
2017-07-25,7602
2017-07-26,7602
2017-07-27,7602
2017-07-28,7246
2017-07-29,7246
2017-07-30,7246
2017-07-31,7246
2017-08-01,7246
2017-08-02,7246
2017-08-03,7246
2017-08-04,7246
2017-08-05,7246
2017-08-06,7246
2017-08-09,7246
2017-08-10,6910
2017-08-11,6910
2017-08-12,6910
2017-08-13,6910
2017-08-14,6910
2017-08-15,6910
2017-08-17,6910
2017-08-18,6910
2017-08-19,6910
2017-08-20,6910
2017-08-21,6910
2017-08-22,6585
2017-08-23,6585
2017-08-24,6585
2017-08-25,6585
2017-08-26,6585
2017-08-27,6585
2017-08-28,6585
2017-08-29,6585
2017-08-30,6585
2017-08-31,6585
2017-09-01,6585
2017-09-02,6362
2017-09-03,6362
2017-09-04,6362
2017-09-05,6362
2017-09-06,6362
2017-09-07,6362
2017-09-08,6362
2017-09-09,6362
2017-09-10,6362
2017-09-11,6362
2017-09-12,6362
2017-09-13,6059
2017-09-14,6059
2017-09-15,6059
2017-09-16,6059
2017-09-17,6059
2017-09-19,6059
2017-09-20,6059
2017-09-21,6059
2017-09-22,6059
2017-09-23,6059
2017-09-24,6059
2017-09-25,6059
2017-09-26,5771
2017-09-27,5771
2017-09-28,5771
2017-09-29,5771
2017-09-30,5771
2017-10-01,5771
2017-10-02,5771
2017-10-03,5771
2017-10-04,5771
2017-10-05,5771
2017-10-06,5771
2017-10-07,5771
2017-10-08,5771
2017-10-09,5497
2017-10-10,5497
2017-10-11,5497
2017-10-12,5497
2017-10-13,5497
2017-10-14,5497
2017-10-15,5497
2017-10-16,5497
2017-10-17,5497
2017-10-18,5497
2017-10-19,5497
2017-10-20,5497
2017-10-21,5497
2017-10-22,5237
2017-10-23,5237
2017-10-24,5237
2017-10-25,5237
2017-10-26,5237
2017-10-27,5237
2017-10-28,5237
2017-10-29,5237
2017-10-30,5237
2017-10-31,5237
2017-11-01,5237
2017-11-02,5237
2017-11-03,5069
2017-11-04,5069
2017-11-05,5069
2017-11-06,5069
2017-11-07,5069
2017-11-08,5069
2017-11-09,5069
2017-11-10,5069
2017-11-11,5069
2017-11-12,5069
2017-11-13,5069
2017-11-14,5069
2017-11-15,5069
2017-11-16,4832
2017-11-17,4832
2017-11-18,4832
2017-11-19,4832
2017-11-20,4832
2017-11-21,4832
2017-11-22,4832
2017-11-23,4832
2017-11-24,4832
2017-11-25,4832
2017-11-26,4832
2017-11-27,4832
2017-11-28,4612
2017-11-29,4612
2017-11-30,4612
2017-12-01,4612
2017-12-02,4612
2017-12-03,4612
2017-12-04,4612
2017-12-05,4612
2017-12-06,4612
2017-12-07,4612
2017-12-08,4612
2017-12-09,4612
2017-12-10,4404
2017-12-11,4404
2017-12-12,4404
2017-12-13,4404
2017-12-14,4404
2017-12-15,4404
2017-12-16,4404
2017-12-17,4404
2017-12-18,4404
2017-12-19,4404
2017-12-20,4404
2017-12-21,4204
2017-12-22,4204
2017-12-23,4204
2017-12-24,4204
2017-12-25,4204
2017-12-26,4204
2017-12-27,4204
2017-12-28,4204
2017-12-29,4204
2017-12-30,4204
2017-12-31,4204
2018-01-01,4222
2018-01-02,4222
2018-01-03,4222
2018-01-04,4222
2018-01-05,4222
2018-01-06,4222
2018-01-07,4222
2018-01-08,4222
2018-01-09,4222
2018-01-10,4222
2018-01-11,4222
2018-01-12,4413
2018-01-13,4413
2018-01-14,4413
2018-01-15,4413
2018-01-16,4413
2018-01-17,4413
2018-01-18,4413
2018-01-19,4413
2018-01-20,4413
2018-01-21,4413
2018-01-22,4413
2018-01-23,4524
2018-01-24,4524
2018-01-25,4524
2018-01-26,4524
2018-01-27,4524
2018-01-28,4524
2018-01-29,4748
2018-01-30,4748
2018-02-01,4748
2018-02-02,4748
2018-02-03,4748
2018-02-04,4937
2018-02-05,4937
2018-02-06,4937
2018-02-07,4937
2018-02-08,4937
2018-02-09,4937
2018-02-10,5079
2018-02-11,5079
2018-02-12,5079
2018-02-13,5079
2018-02-14,5079
2018-02-15,5079
2018-02-16,4913
2018-02-17,4913
2018-02-18,4913
2018-02-19,4913
2018-02-20,4913
2018-02-21,4913
2018-02-22,4679
2018-02-23,4679
2018-02-24,4679
2018-02-25,4679
2018-02-26,4679
2018-02-27,4679
2018-02-28,4456
2018-03-01,4456
2018-03-02,4456
2018-03-03,4456
2018-03-04,4456
2018-03-05,4255
2018-03-06,4255
2018-03-07,4255
2018-03-08,4255
2018-03-09,4255
2018-03-10,4255
2018-03-11,4067
2018-03-12,4067
2018-03-13,4067
2018-03-14,4067
2018-03-15,4067
2018-03-16,4067
2018-03-17,3908
2018-03-18,3908
2018-03-19,3908
2018-03-20,3908
2018-03-21,3908
2018-03-23,3908
2018-03-24,3722
2018-03-26,3722
2018-03-27,3722
2018-03-28,3722
2018-03-29,3722
2018-03-30,3560
2018-03-31,3560
2018-04-01,3560
2018-04-02,3560
2018-04-03,3560
2018-04-04,3560
2018-04-05,3654
2018-04-06,3654
2018-04-08,3654
2018-04-09,3654
2018-04-10,3654
2018-04-11,3746
2018-04-12,3746
2018-04-13,3746
2018-04-14,3746
2018-04-15,3746
2018-04-16,3746
2018-04-17,3746
2018-04-18,3746
2018-04-19,3750
2018-04-20,3750
2018-04-21,3750
2018-04-22,3750
2018-04-23,3750
2018-04-24,3750
2018-04-25,3750
2018-04-26,3750
2018-04-27,3750
2018-04-28,3733
2018-04-29,3733
2018-04-30,3733
2018-05-01,3733
2018-05-02,3733
2018-05-03,3733
2018-05-04,3733
2018-05-05,3708
2018-05-06,3708
2018-05-07,3708
2018-05-08,3708
2018-05-09,3708
2018-05-10,3708
2018-05-11,3708
2018-05-12,3708
2018-05-13,3885
2018-05-14,3885
2018-05-15,3885
2018-05-16,3885
2018-05-17,3885
2018-05-18,3885
2018-05-19,4079
2018-05-20,4079
2018-05-21,4079
2018-05-22,4079
2018-05-23,4079
2018-05-24,4079
2018-05-25,4079
2018-05-26,4283
2018-05-27,4283
2018-05-28,4283
2018-05-29,4283
2018-05-30,4283
2018-05-31,4283
2018-06-01,4498
2018-06-02,4498
2018-06-03,4498
2018-06-04,4498
2018-06-05,4498
2018-06-06,4723
2018-06-07,4723
2018-06-08,4723
2018-06-09,4723
2018-06-10,4723
2018-06-11,4723
2018-06-12,4723
2018-06-13,4960
2018-06-14,4960
2018-06-15,4960
2018-06-16,4960
2018-06-17,4960
2018-06-18,4960
2018-06-19,5208
2018-06-20,5208
2018-06-21,5208
2018-06-22,5208
2018-06-23,5208
2018-06-24,5208
2018-06-25,5464
2018-06-26,5464
2018-06-27,5464
2018-06-28,5464
2018-06-29,5464
2018-06-30,5464
2018-07-01,5435
2018-07-02,5435
2018-07-03,5435
2018-07-04,5435
2018-07-05,5435
2018-07-06,5435
2018-07-07,5435
2018-07-08,5183
2018-07-09,5183
2018-07-10,5183
2018-07-11,5183
2018-07-12,5183
2018-07-13,5183
2018-07-14,5183
2018-07-15,5183
2018-07-16,5351
2018-07-17,5351
2018-07-18,5351
2018-07-19,5351
2018-07-20,5351
2018-07-21,5616
2018-07-22,5616
2018-07-23,5616
2018-07-24,5616
2018-07-25,5616
2018-07-26,5616
2018-07-27,5894
2018-07-28,5894
2018-07-29,5894
2018-07-30,5894
2018-07-31,6162
2018-08-01,6162
2018-08-02,6162
2018-08-03,6162
2018-08-04,6162
2018-08-05,5882
2018-08-06,5882
2018-08-07,5882
2018-08-08,5882
2018-08-09,5882
2018-08-10,5614
2018-08-11,5614
2018-08-12,5614
2018-08-14,5360
2018-08-16,5360
2018-08-17,5360
2018-08-18,5360
2018-08-19,5116
2018-08-20,5116
2018-08-21,5116
2018-08-22,5116
2018-08-23,5116
2018-08-24,4947
2018-08-25,4947
2018-08-26,4947
2018-08-27,4947
2018-08-28,4947
2018-08-29,4711
2018-08-30,4711
2018-08-31,4711
2018-09-01,4711
2018-09-02,4515
2018-09-03,4515
2018-09-04,4515
2018-09-05,4515
2018-09-06,4515
2018-09-07,4296
2018-09-08,4296
2018-09-09,4296
2018-09-10,4296
2018-09-11,4296
2018-09-12,4296
2018-09-13,4096
2018-09-14,4096
2018-09-15,4096
2018-09-16,4096
2018-09-17,4096
2018-09-18,4029
2018-09-19,4029
2018-09-20,4029
2018-09-21,4029
2018-09-22,4029
2018-09-23,4014
2018-09-24,4014
2018-09-25,4014
2018-09-26,4014
2018-09-27,4014
2018-09-28,4014
2018-09-29,3995
2018-09-30,3995
2018-10-02,3995
2018-10-03,3995
2018-10-04,4007
2018-10-05,4007
2018-10-06,4007
2018-10-07,4007
2018-10-08,4007
2018-10-09,4031
2018-10-10,4031
2018-10-11,4031
2018-10-12,4031
2018-10-13,4031
2018-10-14,4031
2018-10-15,4009
2018-10-16,4009
2018-10-17,4009
2018-10-18,4009
2018-10-19,4009
2018-10-20,4002
2018-10-21,4002
2018-10-22,4002
2018-10-23,4002
2018-10-24,4002
2018-10-25,4002
2018-10-26,4006
2018-10-27,4006
2018-10-28,4006
2018-10-29,4006
2018-10-30,4006
2018-10-31,4033
2018-11-01,4033
2018-11-03,4033
2018-11-04,4033
2018-11-05,4015
2018-11-06,4015
2018-11-07,4015
2018-11-08,4015
2018-11-09,4015
2018-11-10,4027
2018-11-11,4027
2018-11-12,4027
2018-11-13,4027
2018-11-14,4027
2018-11-15,4033
2018-11-16,4033
2018-11-17,4033
2018-11-18,4033
2018-11-19,4033
2018-11-20,4011
2018-11-21,4011
2018-11-22,4011
2018-11-23,4011
2018-11-24,4011
2018-11-25,4008
2018-11-26,4008
2018-11-27,4008
2018-11-28,4008
2018-11-29,4026
2018-12-01,4026
2018-12-02,4026
2018-12-03,4026
2018-12-04,4010
2018-12-05,4010
2018-12-07,4010
2018-12-09,4008
2018-12-10,4008
2018-12-11,4008
2018-12-12,4008
2018-12-13,4016
2018-12-14,4016
2018-12-15,4016
2018-12-16,4016
2018-12-17,4016
2018-12-18,3979
2018-12-19,3979
2018-12-20,3979
2018-12-21,3979
2018-12-22,3816
2018-12-23,3816
2018-12-24,3816
2018-12-25,3985
2018-12-26,3985
2018-12-27,3985
2018-12-28,3985
2018-12-29,4034
2018-12-30,4034
2018-12-31,4034
2019-01-01,4034
2019-01-02,4034
2019-01-03,4010
2019-01-04,4010
2019-01-05,4010
2019-01-06,4007
2019-01-08,4007
2019-01-10,4001
2019-01-11,4001
2019-01-12,4001
2019-01-13,4001
2019-01-14,4001
2019-01-15,4001
2019-01-16,4001
2019-01-17,4017
2019-01-18,4017
2019-01-19,4017
2019-01-20,4004
2019-01-21,4004
2019-01-22,4004
2019-01-23,4034
2019-01-24,4034
2019-01-25,4034
2019-01-26,4034
2019-01-27,4007
2019-01-28,4007
2019-01-29,4007
2019-01-30,4057
2019-01-31,4057
2019-02-01,4057
2019-02-02,4057
2019-02-03,4118
2019-02-04,4118
2019-02-05,4118
2019-02-06,4118
2019-02-07,4296
2019-02-08,4296
2019-02-09,4296
2019-02-10,4296
2019-02-11,4509
2019-02-12,4509
2019-02-13,4509
2019-02-14,4509
2019-02-15,4601
2019-02-16,4601
2019-02-17,4601
2019-02-18,4757
2019-02-19,4757
2019-02-20,4757
2019-02-21,4927
2019-02-22,4927
2019-02-23,4927
2019-02-24,5030
2019-02-25,5030
2019-02-26,5030
2019-02-27,5030
2019-02-28,5030
2019-03-01,5030
2019-03-02,4815
2019-03-03,4815
2019-03-04,4815
2019-03-05,4605
2019-03-06,4605
2019-03-07,4605
2019-03-08,4605
2019-03-09,4533
2019-03-10,4533
2019-03-11,4533
2019-03-12,4513
2019-03-13,4513
2019-03-14,4513
2019-03-15,4513
2019-03-16,4511
2019-03-17,4511
2019-03-18,4511
2019-03-19,4511
2019-03-20,4510
2019-03-21,4510
2019-03-22,4510
2019-03-23,4513
2019-03-24,4513
2019-03-25,4513
2019-03-26,4513
2019-03-27,4513
2019-03-28,4503
2019-03-29,4503
2019-03-30,4503
2019-03-31,4478
2019-04-01,4478
2019-04-02,4478
2019-04-03,4478
