date_obj,Karil's%20armour%20set price
2015-12-16,2335889
2015-12-17,2335889
2015-12-18,2335889
2015-12-19,2441040
2015-12-20,2441040
2015-12-21,2441040
2015-12-22,2441040
2015-12-23,2545775
2015-12-24,2545775
2015-12-25,2545775
2015-12-26,2545775
2015-12-27,2657291
2015-12-28,2657291
2015-12-29,2657291
2015-12-30,2657291
2015-12-31,2778484
2016-01-01,2778484
2016-01-02,2778484
2016-01-03,2778484
2016-01-04,2905038
2016-01-05,2905038
2016-01-06,2905038
2016-01-07,2905038
2016-01-08,2905038
2016-01-09,3030518
2016-01-10,3030518
2016-01-11,3030518
2016-01-12,3030518
2016-01-13,3030518
2016-01-14,3142031
2016-01-15,3142031
2016-01-16,3142031
2016-01-17,3142031
2016-01-18,3142031
2016-01-19,3188921
2016-01-20,3188921
2016-01-21,3188921
2016-01-22,3188921
2016-01-23,3188921
2016-01-24,3052071
2016-01-25,3052071
2016-01-26,3052071
2016-01-27,3052071
2016-01-28,3052071
2016-01-29,2932477
2016-01-30,2932477
2016-01-31,2932477
2016-02-01,2932477
2016-02-02,2932477
2016-02-03,2930572
2016-02-04,2930572
2016-02-05,2930572
2016-02-06,2930572
2016-02-07,2930572
2016-02-08,2832516
2016-02-09,2832516
2016-02-10,2832516
2016-02-11,2832516
2016-02-12,2832516
2016-02-13,2786656
2016-02-14,2786656
2016-02-15,2786656
2016-02-16,2786656
2016-02-17,2786656
2016-02-18,2812867
2016-02-19,2812867
2016-02-20,2812867
2016-02-21,2812867
2016-02-22,2769013
2016-02-23,2769013
2016-02-24,2769013
2016-02-25,2769013
2016-02-26,2769013
2016-02-27,2722795
2016-02-28,2722795
2016-02-29,2722795
2016-03-01,2722795
2016-03-02,2722795
2016-03-03,2746741
2016-03-04,2746741
2016-03-05,2746741
2016-03-06,2746741
2016-03-07,2851201
2016-03-08,2851201
2016-03-09,2851201
2016-03-10,2851201
2016-03-11,2851201
2016-03-12,2930548
2016-03-13,2930548
2016-03-14,2930548
2016-03-15,2930548
2016-03-16,2930548
2016-03-17,2887618
2016-03-18,2887618
2016-03-19,2887618
2016-03-20,2887618
2016-03-21,2887618
2016-03-22,2746165
2016-03-23,2746165
2016-03-24,2746165
2016-03-25,2746165
2016-03-26,2746165
2016-03-27,2697629
2016-03-28,2697629
2016-03-29,2697629
2016-03-30,2697629
2016-03-31,2697629
2016-04-01,2686757
2016-04-02,2686757
2016-04-03,2686757
2016-04-04,2686757
2016-04-05,2686757
2016-04-06,2563580
2016-04-07,2563580
2016-04-08,2563580
2016-04-09,2563580
2016-04-10,2563580
2016-04-11,2517244
2016-04-12,2517244
2016-04-13,2517244
2016-04-14,2517244
2016-04-15,2517244
2016-04-16,2471298
2016-04-17,2471298
2016-04-18,2471298
2016-04-19,2471298
2016-04-20,2493039
2016-04-21,2493039
2016-04-22,2493039
2016-04-23,2493039
2016-04-24,2493039
2016-04-25,2472079
2016-04-26,2472079
2016-04-27,2472079
2016-04-28,2472079
2016-04-29,2519580
2016-04-30,2519580
2016-05-01,2519580
2016-05-02,2519580
2016-05-03,2521808
2016-05-04,2521808
2016-05-05,2521808
2016-05-06,2521808
2016-05-07,2526555
2016-05-08,2526555
2016-05-09,2526555
2016-05-10,2642291
2016-05-11,2642291
2016-05-12,2642291
2016-05-13,2642291
2016-05-14,2764177
2016-05-15,2764177
2016-05-16,2764177
2016-05-17,2854292
2016-05-18,2854292
2016-05-19,2854292
2016-05-22,2797536
2016-05-23,2797536
2016-05-24,2771363
2016-05-25,2771363
2016-05-26,2771363
2016-05-27,2771363
2016-05-28,2731849
2016-05-29,2731849
2016-05-30,2731849
2016-05-31,2778832
2016-06-01,2778832
2016-06-02,2778832
2016-06-03,2778832
2016-06-04,2756920
2016-06-05,2756920
2016-06-06,2756920
2016-06-07,2756920
2016-06-08,2647754
2016-06-09,2647754
2016-06-10,2647754
2016-06-11,2589762
2016-06-12,2589762
2016-06-13,2589762
2016-06-14,2589762
2016-06-15,2579298
2016-06-16,2579298
2016-06-17,2579298
2016-06-18,2542261
2016-06-19,2542261
2016-06-20,2542261
2016-06-21,2542261
2016-06-22,2509772
2016-06-23,2509772
2016-06-24,2509772
2016-06-25,2509772
2016-06-26,2509772
2016-06-27,2514329
2016-06-28,2514329
2016-06-29,2514329
2016-06-30,2514329
2016-07-01,2497862
2016-07-02,2497862
2016-07-03,2497862
2016-07-04,2497862
2016-07-05,2581912
2016-07-06,2581912
2016-07-07,2581912
2016-07-08,2581912
2016-07-09,2512672
2016-07-10,2512672
2016-07-11,2512672
2016-07-12,2512672
2016-07-13,2387921
2016-07-14,2387921
2016-07-15,2387921
2016-07-16,2387921
2016-07-17,2314981
2016-07-18,2314981
2016-07-23,2239798
2016-07-24,2239798
2016-07-25,2239798
2016-07-26,2239798
2016-07-27,2157427
2016-07-28,2157427
2016-07-29,2157427
2016-07-30,2157427
2016-07-31,2157427
2016-08-01,2147917
2016-08-02,2147917
2016-08-03,2147917
2016-08-04,2147917
2016-08-05,2147917
2016-08-06,2171996
2016-08-07,2171996
2016-08-08,2171996
2016-08-09,2171996
2016-08-10,2181291
2016-08-11,2181291
2016-08-12,2181291
2016-08-13,2181291
2016-08-14,2181291
2016-08-15,2194537
2016-08-16,2194537
2016-08-17,2194537
2016-08-18,2194537
2016-08-19,2200409
2016-08-20,2200409
2016-08-21,2200409
2016-08-22,2200409
2016-08-23,2108339
2016-08-24,2108339
2016-08-25,2108339
2016-08-26,2108339
2016-08-28,2086878
2016-08-31,2086878
2016-09-01,2073296
2016-09-02,2073296
2016-09-03,2073296
2016-09-04,2073296
2016-09-05,2127300
2016-09-06,2127300
2016-09-07,2127300
2016-09-08,2127300
2016-09-09,2127300
2016-09-10,2209659
2016-09-11,2209659
2016-09-12,2209659
2016-09-13,2209659
2016-09-14,2209659
2016-09-15,2193165
2016-09-16,2193165
2016-09-17,2193165
2016-09-18,2193165
2016-09-19,2280863
2016-09-20,2280863
2016-09-21,2280863
2016-09-22,2280863
2016-09-23,2383392
2016-09-24,2383392
2016-09-25,2383392
2016-09-26,2383392
2016-09-27,2383392
2016-09-28,2485755
2016-09-29,2485755
2016-09-30,2485755
2016-10-01,2485755
2016-10-02,2544951
2016-10-03,2544951
2016-10-04,2544951
2016-10-05,2544951
2016-10-06,2544951
2016-10-07,2450536
2016-10-08,2450536
2016-10-09,2450536
2016-10-10,2450536
2016-10-11,2403664
2016-10-12,2403664
2016-10-13,2403664
2016-10-14,2403664
2016-10-15,2440777
2016-10-16,2440777
2016-10-17,2440777
2016-10-18,2551209
2016-10-19,2551209
2016-10-20,2551209
2016-10-21,2551209
2016-10-22,2659819
2016-10-23,2659819
2016-10-24,2659819
2016-10-25,2659819
2016-10-26,2778779
2016-10-27,2778779
2016-10-28,2778779
2016-10-29,2778779
2016-10-30,2904652
2016-10-31,2904652
2016-11-01,2904652
2016-11-02,2904652
2016-11-03,3038909
2016-11-04,3038909
2016-11-05,3038909
2016-11-06,3038909
2016-11-07,3179818
2016-11-08,3179818
2016-11-09,3179818
2016-11-10,3179818
2016-11-11,3126717
2016-11-12,3126717
2016-11-13,3126717
2016-11-14,3126717
2016-12-07,2814224
2016-12-08,2814224
2016-12-09,2814224
2016-12-10,2907743
2016-12-11,2907743
2016-12-12,2907743
2016-12-13,2907743
2016-12-14,2962851
2016-12-15,2962851
2016-12-16,2962851
2016-12-17,2962851
2016-12-18,2962851
2016-12-19,3043383
2016-12-20,3043383
2016-12-21,3043383
2016-12-22,3043383
2016-12-23,3143357
2016-12-24,3143357
2016-12-25,3143357
2016-12-26,3143357
2016-12-27,3271085
2016-12-28,3271085
2016-12-29,3271085
2016-12-30,3271085
2016-12-31,3423070
2017-01-01,3423070
2017-01-02,3423070
2017-01-03,3423070
2017-01-04,3548455
2017-01-05,3548455
2017-01-06,3548455
2017-01-07,3704039
2017-01-08,3704039
2017-01-09,3704039
2017-01-10,3589884
2017-01-11,3589884
2017-01-12,3589884
2017-01-13,3589884
2017-01-14,3410538
2017-01-15,3410538
2017-01-16,3410538
2017-01-17,3243180
2017-01-18,3243180
2017-01-19,3243180
2017-01-20,3243180
2017-01-21,3081021
2017-01-22,3081021
2017-01-27,2926969
2017-01-28,2780620
2017-01-29,2780620
2017-01-30,2780620
2017-01-31,2780620
2017-02-01,2641589
2017-02-02,2641589
2017-02-03,2641589
2017-02-04,2514162
2017-02-05,2514162
2017-02-06,2514162
2017-02-07,2514162
2017-02-08,2441970
2017-02-09,2441970
2017-02-10,2441970
2017-02-11,2480167
2017-02-12,2480167
2017-02-13,2480167
2017-02-14,2480167
2017-02-15,2540263
2017-02-16,2540263
2017-02-18,2540263
2017-02-19,2570863
2017-02-20,2570863
2017-02-21,2570863
2017-02-22,2570863
2017-02-23,2483749
2017-02-24,2483749
2017-02-25,2483749
2017-02-26,2483749
2017-02-27,2361465
2017-02-28,2361465
2017-03-01,2361465
2017-03-02,2324422
2017-03-03,2324422
2017-03-04,2324422
2017-03-05,2324422
2017-03-06,2374241
2017-03-07,2374241
2017-03-08,2374241
2017-03-09,2374241
2017-03-10,2363371
2017-03-11,2363371
2017-03-12,2363371
2017-03-13,2308496
2017-03-14,2308496
2017-03-15,2308496
2017-03-16,2308496
2017-03-17,2202335
2017-03-18,2202335
2017-03-19,2202335
2017-03-20,2100259
2017-03-21,2100259
2017-03-22,2100259
2017-03-23,2100259
2017-03-24,2049687
2017-03-25,2049687
2017-03-26,2049687
2017-03-27,2049687
2017-03-28,2085950
2017-03-29,2085950
2017-03-30,2085950
2017-03-31,2112160
2017-04-01,2112160
2017-04-02,2112160
2017-04-03,2170172
2017-04-04,2170172
2017-04-12,2265630
2017-04-13,2265630
2017-04-14,2290615
2017-04-15,2290615
2017-04-16,2290615
2017-04-17,2333054
2017-04-18,2333054
2017-04-19,2333054
2017-04-20,2333054
2017-04-21,2286906
2017-04-22,2286906
2017-04-23,2286906
2017-04-24,2286906
2017-04-25,2290643
2017-04-26,2290643
2017-04-27,2290643
2017-04-28,2290643
2017-04-29,2275495
2017-04-30,2275495
2017-05-01,2275495
2017-05-02,2362795
2017-05-03,2362795
2017-05-04,2362795
2017-05-05,2434740
2017-05-06,2434740
2017-05-07,2434740
2017-05-08,2545777
2017-05-09,2545777
2017-05-10,2545777
2017-05-11,2631826
2017-05-12,2631826
2017-05-13,2631826
2017-05-14,2645387
2017-05-15,2645387
2017-05-16,2645387
2017-05-17,2645387
2017-05-18,2631772
2017-05-19,2631772
2017-05-20,2631772
2017-05-21,2631772
2017-05-22,2714545
2017-05-23,2714545
2017-05-24,2714545
2017-05-25,2744982
2017-05-26,2744982
2017-05-27,2744982
2017-05-28,2710197
2017-05-29,2710197
2017-05-30,2710197
2017-05-31,2776024
2017-06-01,2776024
2017-06-02,2661873
2017-06-03,2661873
2017-06-04,2661873
2017-06-06,2550389
2017-06-07,2464059
2017-06-08,2464059
2017-06-09,2464059
2017-06-10,2341982
2017-06-11,2341982
2017-06-12,2341982
2017-06-13,2227439
2017-06-14,2227439
2017-06-15,2227439
2017-06-16,2136582
2017-06-17,2136582
2017-06-18,2136582
2017-06-19,2169739
2017-06-20,2169739
2017-06-21,2169739
2017-06-22,2097068
2017-06-23,2097068
2017-06-24,2097068
2017-06-25,2097068
2017-06-26,2057208
2017-06-27,2057208
2017-06-28,2057208
2017-06-29,2072126
2017-06-30,2072126
2017-07-01,2072126
2017-07-02,2072126
2017-07-03,2070340
2017-07-04,2070340
2017-07-05,2070340
2017-07-06,2028428
2017-07-07,2028428
2017-07-08,2028428
2017-07-13,2036232
2017-07-14,2036232
2017-07-15,2036232
2017-07-16,2036232
2017-07-17,2016453
2017-07-18,2016453
2017-07-19,2016453
2017-07-20,2039234
2017-07-21,2039234
2017-07-22,2039234
2017-07-23,2104429
2017-07-24,2104429
2017-07-25,2104429
2017-07-26,2104429
2017-07-27,2144044
2017-07-28,2144044
2017-07-29,2144044
2017-07-30,2188877
2017-07-31,2188877
2017-08-01,2188877
2017-08-02,2188877
2017-08-03,2141170
2017-08-04,2141170
2017-08-05,2141170
2017-08-06,2082035
2017-08-09,2072948
2017-08-10,2072948
2017-08-11,2072948
2017-08-12,2078963
2017-08-13,2078963
2017-08-14,2078963
2017-08-15,2080504
2017-08-17,2080504
2017-08-18,2080504
2017-08-19,2042484
2017-08-20,2042484
2017-08-21,2042484
2017-08-22,2025348
2017-08-23,2025348
2017-08-24,2025348
2017-08-25,2025348
2017-08-26,2009869
2017-08-27,2009869
2017-08-28,2009869
2017-08-29,2009869
2017-08-30,1951213
2017-08-31,1951213
2017-09-01,1951213
2017-09-02,1979959
2017-09-03,1979959
2017-09-04,1979959
2017-09-05,2064132
2017-09-06,2064132
2017-09-07,2155702
2017-09-08,2155702
2017-09-09,2155702
2017-09-10,2247242
2017-09-11,2247242
2017-09-12,2247242
2017-09-13,2237142
2017-09-14,2237142
2017-09-15,2237142
2017-09-16,2171441
2017-09-17,2171441
2017-09-19,2149118
2017-09-20,2149118
2017-09-21,2149118
2017-09-22,2138516
2017-09-23,2138516
2017-09-24,2138516
2017-09-25,2138516
2017-09-26,2105852
2017-09-27,2105852
2017-09-28,2105852
2017-09-29,2052317
2017-09-30,2052317
2017-10-01,2052317
2017-10-02,2119289
2017-10-03,2119289
2017-10-04,2119289
2017-10-05,2212281
2017-10-06,2212281
2017-10-07,2212281
2017-10-08,2315990
2017-10-09,2315990
2017-10-10,2315990
2017-10-11,2345701
2017-10-12,2345701
2017-10-13,2345701
2017-10-14,2240527
2017-10-15,2240527
2017-10-16,2240527
2017-10-17,2240527
2017-10-18,2201364
2017-10-19,2201364
2017-10-20,2201364
2017-10-21,2201364
2017-10-22,2237882
2017-10-23,2237882
2017-10-24,2237882
2017-10-25,2291065
2017-10-26,2291065
2017-10-27,2291065
2017-10-28,2353906
2017-10-29,2353906
2017-10-30,2458665
2017-10-31,2458665
2017-11-01,2458665
2017-11-02,2521996
2017-11-03,2521996
2017-11-04,2521996
2017-11-05,2442894
2017-11-06,2442894
2017-11-07,2442894
2017-11-08,2442894
2017-11-09,2327724
2017-11-10,2327724
2017-11-11,2327724
2017-11-12,2224834
2017-11-13,2224834
2017-11-14,2224834
2017-11-15,2142051
2017-11-16,2142051
2017-11-17,2142051
2017-11-18,2066328
2017-11-19,2066328
2017-11-20,2074600
2017-11-21,2074600
2017-11-22,2074600
2017-11-23,2046216
2017-11-24,2046216
2017-11-25,2046216
2017-11-26,2082225
2017-11-27,2082225
2017-11-28,2082225
2017-11-29,2015562
2017-11-30,2015562
2017-12-01,1977816
2017-12-02,1977816
2017-12-03,1977816
2017-12-04,2064602
2017-12-05,2064602
2017-12-06,2054732
2017-12-07,2054732
2017-12-08,2054732
2017-12-09,2084201
2017-12-10,2084201
2017-12-11,2118818
2017-12-12,2118818
2017-12-14,2118818
2017-12-15,2098944
2017-12-16,2098944
2017-12-17,2098944
2017-12-18,2126012
2017-12-19,2126012
2017-12-20,2126012
2017-12-21,2147407
2017-12-22,2147407
2017-12-23,2147407
2017-12-24,2238430
2017-12-25,2238430
2017-12-26,2238430
2017-12-27,2327220
2017-12-28,2327220
2017-12-29,2327220
2017-12-30,2425892
2017-12-31,2425892
2018-01-01,2425892
2018-01-02,2416379
2018-01-03,2416379
2018-01-04,2327362
2018-01-05,2327362
2018-01-06,2296785
2018-01-07,2296785
2018-01-08,2339214
2018-01-09,2339214
2018-01-10,2394861
2018-01-11,2394861
2018-01-12,2331547
2018-01-13,2331547
2018-01-14,2353562
2018-01-15,2353562
2018-01-16,2296859
2018-01-17,2296859
2018-01-18,2240658
2018-01-19,2240658
2018-01-20,2240658
2018-01-21,2214481
2018-01-22,2214481
2018-01-23,2225784
2018-01-25,2286821
2018-01-26,2260546
2018-01-27,2260546
2018-01-28,2343471
2018-01-29,2343471
2018-01-31,2405135
2018-02-01,2382167
2018-02-02,2382167
2018-02-03,2340775
2018-02-04,2340775
2018-02-05,2300650
2018-02-06,2348757
2018-02-07,2359096
2018-02-08,2359096
2018-02-09,2304393
2018-02-10,2304393
2018-02-11,2229963
2018-02-12,2229963
2018-02-13,2127754
2018-02-14,2127754
2018-02-15,2079040
2018-02-16,2079040
2018-02-17,2050128
2018-02-18,2050128
2018-02-19,2117991
2018-02-20,2117991
2018-02-21,2157307
2018-02-22,2157307
2018-02-23,2231752
2018-02-24,2231752
2018-02-25,2325718
2018-02-26,2325718
2018-02-27,2377361
2018-02-28,2377361
2018-03-01,2384896
2018-03-02,2428601
2018-03-03,2515184
2018-03-04,2515184
2018-03-05,2596605
2018-03-06,2596605
2018-03-07,2603726
2018-03-08,2603726
2018-03-09,2539445
2018-03-10,2539445
2018-03-11,2471580
2018-03-12,2471580
2018-03-13,2403569
2018-03-14,2403569
2018-03-15,2347588
2018-03-16,2347588
2018-03-17,2343218
2018-03-18,2343218
2018-03-19,2393738
2018-03-20,2392720
2018-03-21,2392720
2018-03-23,2482650
2018-03-24,2526842
2018-03-25,2560396
2018-03-26,2560396
2018-03-27,2621493
2018-03-28,2621493
2018-03-29,2579022
2018-03-30,2579022
2018-03-31,2593947
2018-04-01,2593947
2018-04-02,2627187
2018-04-03,2627187
2018-04-04,2601718
2018-04-05,2601718
2018-04-06,2555726
2018-04-07,2555726
2018-04-08,2502096
2018-04-09,2502096
2018-04-10,2474153
2018-04-11,2474153
2018-04-12,2434966
2018-04-13,2434966
2018-04-14,2473450
2018-04-15,2580223
2018-04-16,2580223
2018-04-17,2634947
2018-04-18,2634947
2018-04-19,2634947
2018-04-20,2604201
2018-04-21,2604201
2018-04-22,2600336
2018-04-23,2600336
2018-04-24,2592031
2018-04-25,2592031
2018-04-26,2604149
2018-04-27,2604149
2018-04-28,2646379
2018-04-29,2646379
2018-04-30,2744900
2018-05-01,2744900
2018-05-04,2780679
2018-05-05,2886451
2018-05-06,2886451
2018-05-07,3020859
2018-05-08,3020859
2018-05-09,3163155
2018-05-10,3193152
2018-05-11,3193152
2018-05-12,3048784
2018-05-13,3048784
2018-05-14,2971226
2018-05-15,2971226
2018-05-16,2986802
2018-05-17,2986802
2018-05-18,3031621
2018-05-19,3121468
2018-05-20,3121468
2018-05-21,3161560
2018-05-22,3161560
2018-05-23,3174911
2018-05-24,3174911
2018-05-25,3125897
2018-05-26,3225349
2018-05-27,3225349
2018-05-28,3244289
2018-05-29,3245045
2018-05-30,3245045
2018-05-31,3183439
2018-06-01,3183439
2018-06-02,3102918
2018-06-03,3102918
2018-06-04,3067529
2018-06-05,2974241
2018-06-06,2850033
2018-06-07,2850033
2018-06-08,2708935
2018-06-09,2708935
2018-06-10,2597440
2018-06-11,2597440
2018-06-12,2467568
2018-06-13,2344189
2018-06-14,2231718
2018-06-15,2231718
2018-06-16,2240681
2018-06-17,2255726
2018-06-18,2255726
2018-06-19,2291159
2018-06-20,2291159
2018-06-21,2267652
2018-06-22,2286493
2018-06-23,2286493
2018-06-24,2285776
2018-06-25,2285776
2018-06-26,2237689
2018-06-27,2237689
2018-06-28,2204209
2018-06-29,2209381
2018-06-30,2209381
2018-07-01,2219714
2018-07-02,2219714
2018-07-03,2177136
2018-07-04,2177136
2018-07-05,2185799
2018-07-06,2200117
2018-07-07,2200117
2018-07-08,2227071
2018-07-09,2228109
2018-07-10,2228109
2018-07-11,2257851
2018-07-12,2257851
2018-07-13,2297926
2018-07-14,2356049
2018-07-15,2356049
2018-07-16,2370684
2018-07-17,2338836
2018-07-18,2338836
2018-07-19,2325275
2018-07-20,2325275
2018-07-21,2316865
2018-07-22,2278266
2018-07-23,2272840
2018-07-24,2272840
2018-07-25,2279551
2018-07-26,2314250
2018-07-27,2280165
2018-07-28,2280165
2018-07-29,2204640
2018-07-30,2204640
2018-07-31,2143441
2018-08-01,2143441
2018-08-02,2169834
2018-08-03,2169834
2018-08-04,2222263
2018-08-05,2259813
2018-08-06,2259813
2018-08-07,2283060
2018-08-08,2279457
2018-08-09,2279457
2018-08-10,2245508
2018-08-11,2259103
2018-08-12,2280176
2018-08-14,2266710
2018-08-16,2240695
2018-08-17,2201440
2018-08-18,2201440
2018-08-19,2237113
2018-08-20,2195620
2018-08-21,2195620
2018-08-22,2194248
2018-08-23,2194248
2018-08-24,2170645
2018-08-25,2149131
2018-08-26,2149131
2018-08-27,2156742
2018-08-28,2188406
2018-08-29,2188406
2018-08-30,2155401
2018-08-31,2132957
2018-09-01,2122381
2018-09-02,2122381
2018-09-03,2169779
2018-09-04,2174980
2018-09-05,2174980
2018-09-06,2156265
2018-09-07,2141946
2018-09-08,2165266
2018-09-09,2165266
2018-09-10,2156182
2018-09-11,2156182
2018-09-12,2129844
2018-09-13,2129844
2018-09-14,2114397
2018-09-15,2121174
2018-09-16,2121174
2018-09-17,2127154
2018-09-18,2127841
2018-09-19,2127841
2018-09-20,2118723
2018-09-21,2118723
2018-09-22,2126471
2018-09-23,2126471
2018-09-24,2110809
2018-09-25,2110809
2018-09-26,2071145
2018-09-27,2071145
2018-09-28,2109772
2018-09-29,2109772
2018-09-30,2114754
2018-10-02,2171380
2018-10-03,2171896
2018-10-04,2171896
2018-10-05,2234593
2018-10-06,2248546
2018-10-07,2248546
2018-10-08,2272233
2018-10-09,2200927
2018-10-10,2145045
2018-10-11,2148658
2018-10-12,2148658
2018-10-13,2169971
2018-10-14,2169971
2018-10-15,2176252
2018-10-16,2176252
2018-10-17,2163057
2018-10-18,2121115
2018-10-19,2114589
2018-10-20,2114589
2018-10-21,2113104
2018-10-22,2100212
2018-10-23,2100212
2018-10-24,2112826
2018-10-25,2112826
2018-10-26,2113167
2018-10-27,2126406
2018-10-28,2145697
2018-10-29,2145697
2018-10-30,2135196
2018-10-31,2110213
2018-11-01,2129950
2018-11-03,2107531
2018-11-04,2138644
2018-11-05,2127130
2018-11-06,2134389
2018-11-07,2134389
2018-11-08,2169210
2018-11-09,2169210
2018-11-10,2179263
2018-11-11,2179263
2018-11-12,2162548
2018-11-13,2177898
2018-11-14,2177898
2018-11-15,2158724
2018-11-16,2162899
2018-11-17,2162899
2018-11-18,2167814
2018-11-19,2167814
2018-11-20,2150620
2018-11-21,2150620
2018-11-22,2160335
