date_obj,Occult%20necklace price
2019-03-17,895743
2019-03-18,877371
2019-03-19,862348
2019-03-20,872072
2019-03-21,899659
2019-03-22,936874
2019-03-23,976564
2019-03-24,978059
2019-03-25,972300
2019-03-26,971061
2019-03-27,963587
2019-03-28,957686
2019-03-29,987959
2019-03-30,998613
2019-03-31,1037334
2019-04-01,1033501
2019-04-02,984875
2019-04-03,979880
2019-04-04,997018
2019-04-05,998049
2019-04-06,1025622
2019-04-07,1011596
2019-04-08,988668
2019-04-09,978913
2019-04-10,981798
2019-04-11,989960
2019-04-12,989047
2019-04-13,976350
2019-04-14,967339
2019-04-15,958703
2019-04-16,943167
2019-04-17,934259
2019-04-18,937588
2019-04-19,942531
2019-04-20,977856
2019-04-21,1018598
2019-04-22,1020118
2019-04-23,993393
2019-04-24,976800
2019-04-25,964442
2019-04-26,966133
2019-04-27,957900
2019-04-28,949218
2019-04-29,949627
2019-04-30,948097
2019-05-01,940478
2019-05-02,930115
2019-05-03,938148
2019-05-04,972445
2019-05-05,982214
2019-05-06,983994
2019-05-07,991016
2019-05-08,982830
2019-05-09,977883
2019-05-10,969182
2019-05-11,973127
2019-05-12,982521
2019-05-13,971737
2019-05-14,967614
2019-05-15,964503
2019-05-16,954810
2019-05-17,948830
2019-05-18,934622
2019-05-19,922846
2019-05-20,916178
2019-05-21,908511
2019-05-22,908407
2019-05-23,918554
2019-05-24,933897
2019-05-25,941347
2019-05-26,969716
2019-05-27,957874
2019-05-28,951786
2019-05-29,945889
2019-05-30,943786
2019-05-31,940423
2019-06-01,940727
2019-06-02,936123
2019-06-03,928381
2019-06-04,919702
2019-06-05,917996
2019-06-06,914136
2019-06-07,909933
2019-06-08,905541
2019-06-09,901103
2019-06-10,897548
2019-06-11,893967
2019-06-12,893781
2019-06-13,898126
2019-06-14,916547
2019-06-15,924353
2019-06-16,929612
2019-06-17,926804
2019-06-18,919908
2019-06-19,907462
2019-06-20,889752
2019-06-21,878827
2019-06-22,868650
2019-06-23,846679
2019-06-24,822636
2019-06-25,799562
2019-06-26,801681
2019-06-27,808616
2019-06-28,832693
2019-06-29,855935
2019-06-30,883875
2019-07-01,876947
2019-07-02,871062
2019-07-03,858542
2019-07-04,836582
2019-07-05,837208
2019-07-06,849068
2019-07-07,860686
2019-07-08,860289
2019-07-09,853406
2019-07-10,847661
2019-07-11,845096
2019-07-12,853580
2019-07-13,849504
2019-07-14,847650
2019-07-15,844269
2019-07-16,838011
2019-07-17,834452
2019-07-18,828870
2019-07-19,825512
2019-07-20,825426
2019-07-21,833843
2019-07-22,840277
2019-07-23,848055
2019-07-24,851069
2019-07-25,858041
2019-07-26,881972
2019-07-27,910969
2019-07-28,914396
2019-07-29,915583
2019-07-30,910166
2019-07-31,898850
2019-08-01,891814
2019-08-02,888611
2019-08-03,881499
2019-08-04,876322
2019-08-05,871276
2019-08-06,873609
2019-08-07,872405
2019-08-08,877608
2019-08-09,885610
2019-08-10,891584
2019-08-11,892574
2019-08-12,886917
2019-08-13,888308
2019-08-14,886929
2019-08-15,885438
2019-08-16,879846
2019-08-17,867997
2019-08-18,864031
2019-08-19,856708
2019-08-20,847119
2019-08-21,837594
2019-08-22,824121
2019-08-23,807359
2019-08-24,811712
2019-08-24,811712
2019-08-25,818436
2019-08-25,818436
2019-08-26,814036
2019-08-26,814036
2019-08-27,805228
2019-08-27,805228
2019-08-28,791751
2019-08-29,801155
2019-08-30,804717
2019-08-31,805145
2019-09-01,805917
2019-09-02,797277
2019-09-03,787328
2019-09-04,781948
2019-09-05,775621
2019-09-06,772170
2019-09-07,767399
2019-09-08,747584
2019-09-09,743943
2019-09-10,731119
2019-09-11,721063
2019-09-12,714347
2019-09-13,705484
2019-09-14,696403
2019-09-15,691540
2019-09-16,672500
2019-09-17,659543
2019-09-18,645350
2019-09-19,647929
2019-09-20,647756
2019-09-21,669860
2019-09-22,670621
2019-09-23,663137
2019-09-24,657739
2019-09-25,649948
2019-09-26,640698
2019-09-27,631936
2019-09-28,620905
2019-09-29,606044
2019-09-30,598211
2019-10-01,593383
2019-10-02,605038
2019-10-03,618673
2019-10-04,638184
2019-10-05,664473
2019-10-06,653803
2019-10-07,635317
2019-10-08,622854
2019-10-09,621801
2019-10-10,620889
2019-10-11,622090
2019-10-12,622940
2019-10-13,619223
2019-10-14,618641
2019-10-15,615442
2019-10-16,612168
2019-10-17,609131
2019-10-18,606786
2019-10-19,608682
2019-10-20,605313
2019-10-21,604844
2019-10-22,606504
2019-10-23,617953
2019-10-24,625090
2019-10-25,634309
2019-10-26,639652
2019-10-27,632509
2019-10-28,619201
2019-10-29,616643
2019-10-30,613273
2019-10-31,603962
2019-11-01,595498
2019-11-02,589864
2019-11-03,583919
2019-11-04,584006
2019-11-05,591659
2019-11-06,588743
2019-11-07,588010
2019-11-08,598061
2019-11-09,619945
2019-11-10,624331
2019-11-11,607840
2019-11-12,597784
2019-11-13,583122
2019-11-14,585708
2019-11-15,592701
2019-11-16,578683
2019-11-17,559700
2019-11-18,577630
2019-11-19,599352
2019-11-20,604778
2019-11-21,604886
2019-11-22,597251
2019-11-23,595013
2019-11-24,587089
2019-11-25,580897
2019-11-26,580948
2019-11-27,590967
2019-11-28,607665
2019-11-29,630686
2019-11-30,627882
2019-12-01,631246
2019-12-02,618984
2019-12-03,604995
2019-12-04,584518
2019-12-05,580172
2019-12-06,588997
2019-12-07,594540
2019-12-08,590070
2019-12-09,582695
2019-12-10,582878
2019-12-11,598779
2019-12-12,600605
2019-12-13,601365
2019-12-14,598630
2019-12-15,595198
2019-12-16,588808
2019-12-17,570824
2019-12-18,561712
2019-12-19,559660
2019-12-20,548109
2019-12-21,544930
2019-12-22,538049
2019-12-23,543376
2019-12-24,567691
2019-12-25,571597
2019-12-26,573797
2019-12-27,572287
2019-12-28,565944
2019-12-29,562129
2019-12-30,558933
2019-12-31,554486
2020-01-01,544688
2020-01-02,538624
2020-01-03,539085
2020-01-04,551305
2020-01-05,546201
2020-01-06,530137
2020-01-07,536643
2020-01-08,548363
2020-01-09,554578
2020-01-10,559894
2020-01-11,569688
2020-01-12,566059
2020-01-13,561503
2020-01-14,560048
2020-01-15,553959
2020-01-16,545453
2020-01-17,548836
2020-01-18,546004
2020-01-19,543631
2020-01-20,541317
2020-01-21,543968
2020-01-22,553839
2020-01-23,573572
2020-01-24,584580
2020-01-25,595679
2020-01-26,612610
2020-01-27,610370
2020-01-28,611257
2020-01-29,611270
2020-01-30,613378
2020-01-31,614636
2020-02-01,617637
2020-02-02,608340
2020-02-03,592141
2020-02-04,581978
2020-02-05,579112
2020-02-06,553923
2020-02-07,540415
2020-02-08,527373
2020-02-09,510302
2020-02-10,501947
2020-02-11,501934
2020-02-12,495775
2020-02-13,498342
2020-02-14,506229
2020-02-15,512967
2020-02-16,511499
2020-02-17,503198
2020-02-18,497779
2020-02-19,500030
2020-02-20,493498
2020-02-21,493029
2020-02-22,494423
2020-02-23,492106
2020-02-24,488080
2020-02-25,484220
2020-02-26,473287
2020-02-27,463654
2020-02-28,471710
2020-02-29,471445
2020-03-01,476413
2020-03-02,476644
2020-03-03,480496
2020-03-04,473897
2020-03-05,478566
2020-03-06,486112
2020-03-07,479423
2020-03-08,476979
2020-03-09,481145
2020-03-10,481329
2020-03-11,478959
2020-03-12,477076
2020-03-13,476689
2020-03-14,473519
2020-03-15,464599
2020-03-16,460790
2020-03-17,451315
2020-03-18,446590
2020-03-19,441825
2020-03-20,438774
2020-03-21,450448
2020-03-22,458258
2020-03-23,458803
2020-03-24,461162
2020-03-25,462918
2020-03-26,465033
2020-03-27,469985
2020-03-28,474237
2020-03-29,475488
2020-03-30,481608
2020-03-31,492583
2020-04-01,497640
2020-04-02,514041
2020-04-03,507981
2020-04-04,503829
2020-04-05,497196
2020-04-06,490152
2020-04-07,489288
2020-04-08,488706
2020-04-09,494128
2020-04-10,500949
2020-04-11,509719
2020-04-12,509373
2020-04-13,507898
2020-04-14,522357
2020-04-15,518714
2020-04-16,525881
2020-04-17,548297
2020-04-18,573869
2020-04-19,579699
2020-04-20,576519
2020-04-21,563594
2020-04-22,540326
2020-04-23,527123
2020-04-24,511541
2020-04-25,486621
2020-04-26,466039
2020-04-27,453402
2020-04-28,449241
2020-04-29,460089
2020-04-30,481566
2020-05-01,504010
2020-05-02,509507
2020-05-03,501850
2020-05-04,496410
2020-05-05,493160
2020-05-06,498908
2020-05-07,507964
2020-05-08,519574
2020-05-09,524903
2020-05-10,537951
2020-05-11,553272
2020-05-12,553023
2020-05-13,560060
