date_obj,Occult%20necklace price
2015-03-26,1328569
2015-03-27,1328569
2015-03-28,1322751
2015-03-29,1339869
2015-03-30,1331443
2015-03-31,1312402
2015-04-01,1305871
2015-04-02,1294006
2015-04-03,1240092
2015-04-04,1178315
2015-04-05,1119422
2015-04-06,1072159
2015-04-07,1040626
2015-04-08,1013925
2015-04-09,1019471
2015-04-10,1052015
2015-04-11,1074360
2015-04-12,1060592
2015-04-13,1040070
2015-04-14,1070981
2015-04-15,1092016
2015-04-16,1078668
2015-04-17,1061131
2015-04-18,1046314
2015-04-19,1059350
2015-04-20,1040849
2015-04-21,1028916
2015-04-22,1032953
2015-04-23,1013524
2015-04-24,992459
2015-04-25,973249
2015-04-26,964622
2015-04-27,940857
2015-04-28,907380
2015-04-29,873416
2015-04-30,858515
2015-05-01,880369
2015-05-02,921563
2015-05-03,961006
2015-05-04,1006318
2015-05-05,1044614
2015-05-06,1043052
2015-05-07,1033325
2015-05-08,1039960
2015-05-09,1033080
2015-05-10,1015237
2015-05-11,996681
2015-05-12,993036
2015-05-13,1006393
2015-05-14,1030998
2015-05-15,1067865
2015-05-16,1083669
2015-05-17,1114969
2015-05-18,1148988
2015-05-19,1143346
2015-05-20,1147309
2015-05-21,1144668
2015-05-22,1134990
2015-05-23,1144326
2015-05-24,1152043
2015-05-25,1154135
2015-05-26,1169505
2015-05-27,1183176
2015-05-28,1182606
2015-05-29,1179892
2015-05-30,1188496
2015-05-31,1200215
2015-06-01,1225263
2015-06-02,1229905
2015-06-03,1248984
2015-06-04,1263679
2015-06-05,1268252
2015-06-06,1276988
2015-06-07,1267222
2015-06-08,1228078
2015-06-09,1201053
2015-06-10,1160277
2015-06-11,1132466
2015-06-12,1089753
2015-06-13,1054480
2015-06-14,1049336
2015-06-15,1041901
2015-06-16,1020723
2015-06-17,1051629
2015-06-18,1042350
2015-06-19,1007198
2015-06-20,975495
2015-06-21,957187
2015-06-22,925277
2015-06-23,890214
2015-06-24,881609
2015-06-25,860171
2015-06-26,853034
2015-06-27,842533
2015-06-28,833761
2015-06-29,810210
2015-06-30,780828
2015-07-01,744128
2015-07-02,721814
2015-07-03,712524
2015-07-04,741834
2015-07-05,778926
2015-07-06,815476
2015-07-07,849804
2015-07-08,892276
2015-07-09,932354
2015-07-10,920703
2015-07-11,898518
2015-07-12,886205
2015-07-13,871955
2015-07-14,865442
2015-07-15,898416
2015-07-16,934455
2015-07-17,958148
2015-07-18,957431
2015-07-19,959273
2015-07-20,954353
2015-07-21,965423
2015-07-22,967126
2015-07-23,984225
2015-07-24,972847
2015-07-25,968769
2015-07-26,965003
2015-07-27,994132
2015-07-28,970904
2015-07-29,937659
2015-07-30,936151
2015-07-31,926722
2015-08-01,923306
2015-08-02,907792
2015-08-03,891140
2015-08-04,849227
2015-08-05,819788
2015-08-06,813503
2015-08-07,829581
2015-08-08,850905
2015-08-09,842603
2015-08-10,846860
2015-08-11,850855
2015-08-12,871406
2015-08-13,862535
2015-08-14,852615
2015-08-15,865336
2015-08-16,855792
2015-08-17,858783
2015-08-18,860964
2015-08-19,860936
2015-08-20,856744
2015-08-21,877197
2015-08-22,859896
2015-08-23,853214
2015-08-24,839615
2015-08-25,821492
2015-08-26,812990
2015-08-27,778197
2015-08-28,758328
2015-08-29,742345
2015-08-30,713565
2015-08-31,697191
2015-09-01,717030
2015-09-02,739880
2015-09-03,773827
2015-09-04,804013
2015-09-05,838224
2015-09-06,816852
2015-09-07,780769
2015-09-08,755346
2015-09-09,732064
2015-09-10,733998
2015-09-11,765156
2015-09-12,782756
2015-09-13,770332
2015-09-14,773781
2015-09-15,785651
2015-09-16,770762
2015-09-17,746183
2015-09-18,747068
2015-09-19,734171
2015-09-20,734432
2015-09-21,768719
2015-09-22,783396
2015-09-23,808448
2015-09-24,816539
2015-09-25,849591
2015-09-27,901967
2015-09-28,877867
2015-09-29,862152
2015-09-30,887891
2015-10-05,835427
2015-10-06,809282
2015-10-07,797871
2015-10-08,829512
2015-10-09,813733
2015-10-10,808908
2015-10-11,838427
2015-10-12,872026
2015-10-13,896864
2015-10-14,919777
2015-10-15,936976
2015-10-16,893556
2015-10-17,872905
2015-10-18,846765
2015-10-19,827085
2015-10-20,814548
2015-10-22,839805
2015-10-23,832124
2015-10-24,831758
2015-10-25,823527
2015-10-26,824332
2015-10-27,822874
2015-10-29,796321
2015-10-30,788409
2015-10-31,781996
2015-11-01,779776
2015-11-02,776532
2015-11-03,767450
2015-11-04,756616
2015-11-05,747632
2015-11-06,731601
2015-11-07,728317
2015-11-08,731528
2015-11-09,723644
2015-11-10,717278
2015-11-11,701275
2015-11-12,704722
2015-11-13,703024
2015-11-14,702913
2015-11-15,711122
2015-11-16,715207
2015-11-17,703034
2015-11-18,728551
2015-11-19,731871
2015-11-20,720911
2015-11-21,710219
2015-11-22,698055
2015-11-23,715067
2015-11-24,710143
2015-11-25,705318
2015-11-26,707854
2015-11-27,711833
2015-11-28,717443
2015-11-29,734475
2015-11-30,758055
2015-12-01,762813
2015-12-02,745291
2015-12-03,731368
2015-12-04,717864
2015-12-05,707108
2015-12-06,718869
2015-12-07,738155
2015-12-08,771037
2015-12-09,800263
2015-12-10,808388
2015-12-11,821559
2015-12-12,822874
2015-12-13,823659
2015-12-14,831987
2015-12-15,866651
2015-12-16,856853
2015-12-17,849230
2015-12-18,860999
2015-12-19,899882
2015-12-20,896180
2015-12-21,933861
2015-12-22,947277
2015-12-23,952842
2015-12-24,933555
2015-12-25,941845
2015-12-26,929541
2015-12-27,909787
2015-12-28,914519
2015-12-29,931575
2015-12-30,937790
2015-12-31,981392
2016-01-01,1030462
2016-01-02,1080472
2016-01-03,1089105
2016-01-04,1076572
2016-01-05,1067124
2016-01-06,1057018
2016-01-07,1033922
2016-01-08,1072600
2016-01-09,1115225
2016-01-10,1166433
2016-01-11,1174165
2016-01-12,1217389
2016-01-13,1206327
2016-01-14,1228244
2016-01-15,1289485
2016-01-16,1345031
2016-01-17,1408423
2016-01-18,1460608
2016-01-19,1469924
2016-01-20,1431712
2016-01-21,1372040
2016-01-22,1309301
2016-01-23,1246333
2016-01-24,1188604
2016-01-25,1133296
2016-01-26,1082189
2016-01-27,1055807
2016-01-28,1031296
2016-01-29,1008396
2016-01-30,987115
2016-01-31,1002754
2016-02-01,1039851
2016-02-02,1069976
2016-02-03,1052384
2016-02-04,1035125
2016-02-05,1008471
2016-02-06,998389
2016-02-07,982698
2016-02-08,964492
2016-02-09,951953
2016-02-10,964709
2016-02-11,971973
2016-02-12,979291
2016-02-13,988303
2016-02-14,1000284
2016-02-15,1008305
2016-02-16,999183
2016-02-17,994232
2016-02-18,987044
2016-02-19,985581
2016-02-20,999106
2016-02-21,992881
2016-02-22,1039741
2016-02-23,1047217
2016-02-24,1019733
2016-02-25,995967
2016-02-26,987793
2016-02-27,979911
2016-02-28,978935
2016-02-29,978606
2016-03-01,971917
2016-03-02,990573
2016-03-03,984660
2016-03-04,984006
2016-03-05,1002598
2016-03-06,1013403
2016-03-07,1064074
2016-03-08,1115725
2016-03-09,1113584
2016-03-10,1107094
2016-03-11,1102195
2016-03-12,1088051
2016-03-13,1083429
2016-03-14,1072086
2016-03-15,1051338
2016-03-16,1030242
2016-03-17,1017410
2016-03-18,1006142
2016-03-19,992388
2016-03-20,978617
2016-03-21,964591
2016-03-22,962636
2016-03-23,964804
2016-03-24,981561
2016-03-25,1020758
2016-03-26,1059329
2016-03-27,1044220
2016-03-28,1024983
2016-03-29,1004680
2016-03-30,978607
2016-03-31,939825
2016-04-01,917091
2016-04-02,899249
2016-04-03,907732
2016-04-04,914091
2016-04-05,896527
2016-04-06,878983
2016-04-07,854827
2016-04-08,860247
2016-04-09,884830
2016-04-10,906470
2016-04-11,899570
2016-04-12,908872
2016-04-13,929118
2016-04-14,920382
2016-04-15,948456
2016-04-16,956381
2016-04-17,953171
2016-04-18,953289
2016-04-19,965160
2016-04-20,945669
2016-04-21,937868
2016-04-22,928864
2016-04-23,925355
2016-04-24,920670
2016-04-25,922313
2016-04-26,932840
2016-04-27,927867
2016-04-28,927974
2016-04-29,931102
2016-04-30,962422
2016-05-01,1010544
2016-05-02,1040519
2016-05-03,1036636
2016-05-04,1088155
2016-05-05,1104373
2016-05-06,1097096
2016-05-07,1045407
2016-05-08,1014864
2016-05-09,1053702
2016-05-10,1052317
2016-05-11,1048673
2016-05-12,1055745
2016-05-13,1102525
2016-05-14,1132115
2016-05-15,1117687
2016-05-16,1124685
2016-05-17,1117999
2016-05-18,1091818
2016-05-19,1066174
2016-05-22,1071937
2016-05-23,1084015
2016-05-24,1042786
2016-05-25,1057051
2016-05-26,1068301
2016-05-27,1092062
2016-05-28,1069985
2016-05-29,1057746
2016-05-30,1037633
2016-05-31,1036328
2016-06-01,1031940
2016-06-02,1025151
2016-06-03,1007126
2016-06-04,987804
2016-06-05,980147
2016-06-06,967553
2016-06-07,956946
2016-06-08,961671
2016-06-09,970440
2016-06-10,970529
2016-06-11,964038
2016-06-12,955309
2016-06-13,956754
2016-06-14,934566
2016-06-15,893235
2016-06-16,869160
2016-06-17,835231
2016-06-18,868759
2016-06-19,862767
2016-06-20,836226
2016-06-21,800252
2016-06-22,818188
2016-06-23,831465
2016-06-24,813893
2016-06-25,827839
2016-06-26,832891
2016-06-27,826445
2016-06-28,832416
2016-06-29,865631
2016-06-30,872059
2016-07-01,878620
2016-07-02,868298
2016-07-03,871054
2016-07-04,846205
2016-07-05,805155
2016-07-06,816892
2016-07-07,854886
2016-07-08,881425
2016-07-09,924646
2016-07-10,935749
2016-07-11,980043
2016-07-12,1029046
2016-07-13,1054553
2016-07-14,1009933
2016-07-15,997121
2016-07-16,1012311
2016-07-17,1038277
2016-07-18,1060679
2016-07-23,1165820
2016-07-24,1158762
2016-07-25,1157395
2016-07-26,1137714
2016-07-27,1131576
2016-07-28,1132796
2016-07-29,1125837
2016-07-30,1166727
2016-07-31,1224675
2016-08-01,1258218
2016-08-02,1303608
2016-08-03,1290780
2016-08-04,1227442
2016-08-05,1187700
2016-08-06,1161455
2016-08-07,1134952
2016-08-08,1089844
2016-08-09,1048317
2016-08-10,995901
2016-08-11,966074
2016-08-12,940783
2016-08-13,951233
2016-08-14,952706
2016-08-15,934858
2016-08-16,931268
2016-08-17,921085
2016-08-18,896741
2016-08-19,903609
2016-08-20,926599
2016-08-21,890729
2016-08-22,908073
2016-08-23,911738
2016-08-24,918562
2016-08-25,901132
2016-08-26,894555
2016-08-28,883341
2016-08-31,857711
2016-09-01,887696
2016-09-02,903006
2016-09-03,899587
2016-09-04,885106
2016-09-05,873262
2016-09-06,861371
2016-09-07,858572
2016-09-08,844028
2016-09-09,840101
2016-09-10,831451
2016-09-11,822365
2016-09-12,816325
2016-09-13,808955
2016-09-14,785446
2016-09-15,770167
2016-09-16,755501
2016-09-17,743271
2016-09-18,776928
2016-09-19,797792
2016-09-20,804189
2016-09-21,795636
2016-09-22,774038
2016-09-23,785300
2016-09-24,778574
2016-09-25,759352
2016-09-26,722650
2016-09-27,710329
2016-09-28,707031
2016-09-29,695902
2016-09-30,711459
2016-10-01,737109
2016-10-02,727753
2016-10-03,720897
2016-10-04,723450
2016-10-05,715330
2016-10-06,702530
2016-10-07,699105
2016-10-08,715218
2016-10-09,715406
2016-10-10,713217
2016-10-11,714978
2016-10-12,723557
2016-10-13,721785
2016-10-14,730857
2016-10-15,738561
2016-10-16,740094
2016-10-17,725862
2016-10-18,721426
2016-10-19,720145
2016-10-20,723907
2016-10-21,719111
2016-10-22,719285
2016-10-23,722568
2016-10-24,724010
2016-10-25,714551
2016-10-26,701099
2016-10-27,692153
2016-10-28,698230
2016-10-29,713789
2016-10-30,743932
2016-10-31,721200
2016-11-01,713296
2016-11-02,711033
2016-11-03,718517
2016-11-04,716990
2016-11-05,713752
2016-11-06,716436
2016-11-07,719921
2016-11-08,712323
2016-11-09,693713
2016-11-10,671632
2016-11-11,667048
2016-11-12,668127
2016-11-13,664581
2016-11-14,687803
2016-12-07,718034
2016-12-08,695208
2016-12-09,665882
2016-12-10,646093
2016-12-11,643237
2016-12-12,638630
2016-12-13,647888
2016-12-14,659798
2016-12-15,634514
2016-12-16,614826
2016-12-17,606675
2016-12-18,630026
2016-12-19,648741
2016-12-20,653048
2016-12-21,670295
2016-12-22,699649
2016-12-23,727458
2016-12-24,742625
2016-12-25,776744
2016-12-26,815582
2016-12-27,849185
2016-12-28,845041
2016-12-29,838561
2016-12-30,856861
2016-12-31,877244
2017-01-01,892171
2017-01-03,963899
2017-01-04,958418
2017-01-05,910497
2017-01-06,868052
2017-01-07,872415
2017-01-08,915968
2017-01-09,959166
2017-01-10,1005713
2017-01-11,1050984
2017-01-12,1080855
2017-01-13,1128132
2017-01-14,1154597
2017-01-15,1168849
2017-01-16,1139152
2017-01-17,1111276
2017-01-18,1098041
2017-01-19,1078528
2017-01-20,1065355
2017-01-21,1056981
2017-01-22,1055429
2017-01-27,1046447
2017-01-28,1056160
2017-01-29,1079395
2017-01-30,1098094
2017-01-31,1095951
2017-02-01,1083719
2017-02-02,1053842
2017-02-03,1035361
2017-02-04,1023601
2017-02-05,1020481
2017-02-06,1013571
2017-02-07,1016008
2017-02-08,1008215
2017-02-09,1010054
2017-02-10,1027011
2017-02-11,1074728
2017-02-12,1125445
2017-02-13,1149959
2017-02-14,1143818
2017-02-15,1168969
2017-02-16,1158585
2017-02-18,1148752
2017-02-19,1156661
2017-02-20,1190473
2017-02-21,1178603
2017-02-22,1142286
2017-02-23,1091355
2017-02-24,1036787
2017-02-25,1031314
2017-02-26,1006792
2017-02-27,985674
2017-02-28,967912
2017-03-01,946193
2017-03-02,924168
2017-03-03,934656
2017-03-04,954037
2017-03-05,951357
2017-03-06,980618
2017-03-07,995600
2017-03-08,1011811
2017-03-09,1026852
2017-03-10,1047221
2017-03-11,1014576
2017-03-12,998460
2017-03-13,990983
2017-03-14,1013458
2017-03-15,1000645
2017-03-16,993693
2017-03-17,1009143
2017-03-18,1020072
2017-03-19,985960
2017-03-20,969553
2017-03-21,953816
2017-03-22,953451
2017-03-23,953728
2017-03-24,951066
2017-03-25,944140
2017-03-26,929044
2017-03-27,917421
2017-03-28,913232
2017-03-29,892999
2017-03-30,889880
2017-03-31,916251
2017-04-01,902579
2017-04-02,869846
2017-04-03,841358
2017-04-04,828791
2017-04-12,901123
2017-04-13,927798
2017-04-14,907586
2017-04-15,904593
2017-04-16,895668
2017-04-17,879082
2017-04-18,880198
2017-04-19,913460
2017-04-20,922693
2017-04-21,935625
2017-04-22,933890
2017-04-23,949206
2017-04-24,939420
2017-04-25,927709
2017-04-26,959144
2017-04-27,986648
2017-04-28,961462
2017-04-29,956721
2017-04-30,949660
2017-05-01,948160
2017-05-02,939432
2017-05-03,933764
2017-05-04,926857
2017-05-05,940543
2017-05-06,938012
2017-05-07,937410
2017-05-08,939096
2017-05-09,923799
2017-05-10,919206
2017-05-11,927094
2017-05-12,925416
2017-05-13,922259
2017-05-14,914857
2017-05-15,909218
2017-05-16,885308
2017-05-17,864675
2017-05-18,824569
2017-05-19,812335
2017-05-20,810008
2017-05-21,799425
2017-05-22,765907
2017-05-23,752086
2017-05-24,720419
2017-05-25,684398
2017-05-26,654054
2017-05-27,672735
2017-05-28,665535
2017-05-29,653962
2017-05-30,640485
2017-05-31,636303
2017-06-01,613555
2017-06-02,592922
2017-06-03,579990
2017-06-06,525945
2017-06-07,513568
2017-06-08,491530
2017-06-09,479810
2017-06-10,458221
2017-06-11,435392
2017-06-12,413978
2017-06-13,430698
2017-06-14,452221
2017-06-15,474690
2017-06-16,498032
2017-06-17,511168
2017-06-18,506118
2017-06-19,501181
2017-06-20,488392
2017-06-21,474662
2017-06-22,461242
2017-06-23,454319
2017-06-24,456163
2017-06-25,461414
2017-06-26,465727
2017-06-27,481711
2017-06-28,469103
2017-06-29,481871
2017-06-30,477221
2017-07-01,476908
2017-07-02,470020
2017-07-03,475222
2017-07-04,492246
2017-07-05,499896
2017-07-06,488043
2017-07-07,482395
2017-07-08,474441
2017-07-13,461930
2017-07-14,467992
2017-07-15,467451
2017-07-16,478385
2017-07-17,483305
2017-07-18,474488
2017-07-19,466233
2017-07-20,455220
2017-07-21,446716
2017-07-22,429841
2017-07-23,429465
2017-07-24,428583
2017-07-25,430880
2017-07-26,443924
2017-07-27,465293
2017-07-28,488510
2017-07-29,484086
2017-07-30,490562
2017-07-31,500662
2017-08-01,506375
2017-08-02,502670
2017-08-03,507433
2017-08-04,500392
2017-08-05,508897
2017-08-06,509658
2017-08-09,515716
2017-08-10,513205
2017-08-11,497081
2017-08-12,485956
2017-08-13,471130
2017-08-14,447645
2017-08-15,429782
2017-08-17,419550
2017-08-18,425086
2017-08-19,429945
2017-08-20,415406
2017-08-22,387028
2017-08-23,379275
2017-08-24,381883
2017-08-25,381497
2017-08-26,389569
2017-08-27,398046
2017-08-28,396853
2017-08-29,393056
2017-08-30,384205
2017-08-31,377728
2017-09-01,368815
2017-09-02,377985
2017-09-03,378299
2017-09-04,388609
2017-09-05,402941
2017-09-06,407602
2017-09-07,405239
2017-09-08,403464
2017-09-09,399020
2017-09-10,392917
