date_obj,Granite%20legs price
2018-01-14,39159
2018-01-15,39434
2018-01-16,39001
2018-01-17,39219
2018-01-18,39459
2018-01-19,39459
2018-01-20,39097
2018-01-21,39169
2018-01-22,39289
2018-01-23,39051
2018-01-25,39008
2018-01-26,39046
2018-01-27,39239
2018-01-28,39232
2018-01-29,39506
2018-01-30,39026
2018-01-31,38567
2018-02-01,39114
2018-02-02,39188
2018-02-03,39366
2018-02-04,39686
2018-02-05,39029
2018-02-06,38973
2018-02-07,39064
2018-02-08,39064
2018-02-09,38849
2018-02-10,38881
2018-02-11,39322
2018-02-12,39249
2018-02-13,39551
2018-02-14,39039
2018-02-15,39046
2018-02-16,39157
2018-02-17,39559
2018-02-18,38946
2018-02-19,39285
2018-02-20,39888
2018-02-21,39691
2018-02-22,39319
2018-02-23,39620
2018-02-24,40151
2018-02-25,39800
2018-02-26,39312
2018-02-27,39477
2018-02-28,39733
2018-03-01,39802
2018-03-02,39228
2018-03-03,40285
2018-03-04,40285
2018-03-05,39961
2018-03-06,39680
2018-03-07,39471
2018-03-08,39460
2018-03-09,39386
2018-03-10,39544
2018-03-11,39200
2018-03-12,39223
2018-03-13,40154
2018-03-14,39955
2018-03-15,39442
2018-03-16,40245
2018-03-17,39414
2018-03-18,39706
2018-03-19,39547
2018-03-20,39501
2018-03-21,39483
2018-03-23,39547
2018-03-24,39650
2018-03-25,39194
2018-03-26,39633
2018-03-27,39417
2018-03-28,39583
2018-03-29,39252
2018-03-30,39289
2018-03-31,40554
2018-04-01,42573
2018-04-02,42154
2018-04-03,40428
2018-04-04,39412
2018-04-05,40105
2018-04-06,40222
2018-04-07,39763
2018-04-08,40208
2018-04-09,40986
2018-04-10,40800
2018-04-11,40262
2018-04-12,40548
2018-04-13,40429
2018-04-14,39502
2018-04-15,39884
2018-04-16,39884
2018-04-17,39547
2018-04-18,39430
2018-04-19,39635
2018-04-20,39701
2018-04-21,39446
2018-04-22,39941
2018-04-23,39634
2018-04-24,39493
2018-04-25,39974
2018-04-26,39974
2018-04-27,39814
2018-04-28,40414
2018-04-29,39571
2018-04-30,38915
2018-05-01,39490
2018-05-03,39448
2018-05-04,39528
2018-05-05,39454
2018-05-06,39454
2018-05-07,39452
2018-05-08,39796
2018-05-09,39914
2018-05-10,39600
2018-05-11,40084
2018-05-12,39681
2018-05-13,39681
2018-05-14,39710
2018-05-15,40049
2018-05-16,40110
2018-05-17,39757
2018-05-18,39326
2018-05-19,39433
2018-05-20,39117
2018-05-21,39208
2018-05-22,39156
2018-05-23,40153
2018-05-24,39884
2018-05-25,39870
2018-05-26,40162
2018-05-27,40162
2018-05-28,39587
2018-05-29,39437
2018-05-30,39570
2018-05-31,39840
2018-06-01,39856
2018-06-02,39178
2018-06-03,39607
2018-06-04,39858
2018-06-05,40068
2018-06-06,39878
2018-06-07,39806
2018-06-08,39526
2018-06-09,39705
2018-06-10,39577
2018-06-11,39524
2018-06-12,39422
2018-06-13,39298
2018-06-14,39167
2018-06-15,39341
2018-06-16,39137
2018-06-17,39105
2018-06-18,39752
2018-06-19,40116
2018-06-20,40116
2018-06-21,39620
2018-06-22,39271
2018-06-23,39271
2018-06-24,39359
2018-06-25,39341
2018-06-26,39274
2018-06-27,39421
2018-06-28,39317
2018-06-29,39300
2018-06-30,39303
2018-07-01,39372
2018-07-02,39318
2018-07-03,39330
2018-07-04,39508
2018-07-05,39345
2018-07-06,39425
2018-07-07,39330
2018-07-08,39435
2018-07-09,39160
2018-07-10,39234
2018-07-11,39236
2018-07-12,39474
2018-07-13,39402
2018-07-14,39372
2018-07-15,39501
2018-07-16,40052
2018-07-17,40758
2018-07-18,42796
2018-07-19,44928
2018-07-20,44237
2018-07-21,45919
2018-07-22,44278
2018-07-23,42377
2018-07-24,40940
2018-07-25,40514
2018-07-26,40273
2018-07-27,39343
2018-07-28,39073
2018-07-29,39450
2018-07-30,39920
2018-07-31,40472
2018-08-01,40472
2018-08-02,39373
2018-08-03,39484
2018-08-04,40423
2018-08-05,42136
2018-08-06,41566
2018-08-07,40089
2018-08-08,40554
2018-08-09,40993
2018-08-10,41381
2018-08-11,41593
2018-08-12,41250
2018-08-14,40255
2018-08-16,40753
2018-08-17,41189
2018-08-18,40579
2018-08-19,40155
2018-08-20,40098
2018-08-21,41985
2018-08-22,43928
2018-08-23,46116
2018-08-24,47863
2018-08-25,49946
2018-08-26,50085
2018-08-27,47892
2018-08-28,45813
2018-08-29,43766
2018-08-30,42609
2018-08-31,41361
2018-09-01,41502
2018-09-02,41620
2018-09-03,41008
2018-09-04,40481
2018-09-05,41290
2018-09-06,40556
2018-09-07,40753
2018-09-08,40011
2018-09-09,39829
2018-09-10,40239
2018-09-11,40171
2018-09-12,39691
2018-09-13,40419
2018-09-14,40594
2018-09-15,39887
2018-09-16,39837
2018-09-17,40088
2018-09-18,39626
2018-09-19,39712
2018-09-20,39330
2018-09-21,39497
2018-09-22,39835
2018-09-23,40184
2018-09-24,39793
2018-09-25,40407
2018-09-26,40836
2018-09-27,42094
2018-09-28,41833
2018-09-29,42067
2018-09-30,41533
2018-10-01,40013
2018-10-02,39706
2018-10-03,40092
2018-10-04,39969
2018-10-05,39982
2018-10-06,40121
2018-10-07,39871
2018-10-08,40520
2018-10-09,40916
2018-10-10,41077
2018-10-11,40446
2018-10-12,39591
2018-10-13,39720
2018-10-14,39416
2018-10-15,39407
2018-10-16,39399
2018-10-17,39415
2018-10-18,39381
2018-10-19,39781
2018-10-20,39412
2018-10-21,39959
2018-10-22,39636
2018-10-23,40688
2018-10-24,41621
2018-10-25,42008
2018-10-26,40999
2018-10-27,40177
2018-10-28,39965
2018-10-29,39724
2018-10-30,39901
2018-10-31,40244
2018-11-01,40671
2018-11-03,40916
2018-11-04,42278
2018-11-05,43018
2018-11-06,41316
2018-11-07,40104
2018-11-08,40297
2018-11-09,40322
2018-11-10,41363
2018-11-11,42032
2018-11-12,41724
2018-11-13,40999
2018-11-14,40435
2018-11-15,40303
2018-11-16,40135
2018-11-17,41232
2018-11-18,41212
2018-11-19,41644
2018-11-20,41353
2018-11-21,40801
2018-11-22,39940
2018-11-23,40152
2018-11-24,40112
2018-11-25,39918
2018-11-26,40179
2018-11-27,39869
2018-11-28,40044
2018-11-29,40083
2018-12-01,39923
2018-12-02,39881
2018-12-03,39850
2018-12-04,39877
2018-12-05,39890
2018-12-07,39823
2018-12-09,40205
2018-12-10,40045
2018-12-11,40229
2018-12-12,40248
2018-12-13,40370
2018-12-14,39965
2018-12-15,39875
2018-12-16,39954
2018-12-17,39342
2018-12-18,39788
2018-12-19,40070
2018-12-20,40789
2018-12-21,40028
2018-12-22,39929
2018-12-23,40295
2018-12-24,39750
2018-12-25,39788
2018-12-26,39641
2018-12-27,39541
2018-12-28,39915
2018-12-29,39781
2018-12-30,39761
2018-12-31,39974
2019-01-01,40017
2019-01-02,39550
2019-01-03,39653
2019-01-04,39651
2019-01-05,39713
2019-01-06,39715
2019-01-08,39698
2019-01-10,39490
2019-01-11,39762
2019-01-12,39968
2019-01-13,39710
2019-01-14,40492
2019-01-15,41381
2019-01-16,42885
2019-01-17,41422
2019-01-18,40429
2019-01-19,40173
2019-01-20,40125
2019-01-21,39528
2019-01-22,39636
2019-01-23,40546
2019-01-24,41329
2019-01-25,41928
2019-01-26,42757
2019-01-27,41284
2019-01-29,40725
2019-01-30,40079
2019-01-31,40199
2019-02-01,40353
2019-02-02,40482
2019-02-03,40953
2019-02-04,40785
2019-02-05,40179
2019-02-06,39887
2019-02-07,39853
2019-02-08,39934
2019-02-09,39753
2019-02-10,40210
2019-02-11,40091
2019-02-12,40617
2019-02-13,40064
2019-02-14,40166
2019-02-15,40003
2019-02-16,39966
2019-02-17,40414
2019-02-18,40290
2019-02-19,40034
2019-02-20,39458
2019-02-21,39807
2019-02-22,39901
2019-02-23,39678
2019-02-24,39817
2019-02-25,39899
2019-02-26,40585
2019-02-27,40310
2019-02-28,40915
2019-03-01,40016
2019-03-02,39615
2019-03-03,39351
2019-03-04,39425
2019-03-05,39393
2019-03-06,39952
2019-03-07,39677
2019-03-08,40031
2019-03-09,39745
2019-03-10,40180
2019-03-11,40146
2019-03-12,39768
2019-03-13,39360
2019-03-14,39416
2019-03-15,39439
2019-03-16,39581
2019-03-17,39487
2019-03-18,39214
2019-03-19,39417
2019-03-20,39656
2019-03-21,40025
2019-03-22,39869
2019-03-23,40874
2019-03-24,41653
2019-03-25,41334
2019-03-26,40180
2019-03-27,40176
