date_obj,Granite%20legs price
2015-03-26,43238
2015-03-27,43238
2015-03-28,42817
2015-03-29,42817
2015-03-30,42115
2015-03-31,42115
2015-04-01,41338
2015-04-02,41338
2015-04-03,41005
2015-04-04,41005
2015-04-05,40874
2015-04-06,40874
2015-04-07,42153
2015-04-08,42153
2015-04-09,42153
2015-04-10,41646
2015-04-11,41646
2015-04-12,41848
2015-04-13,41848
2015-04-14,42524
2015-04-15,42524
2015-04-16,43199
2015-04-17,43199
2015-04-18,43373
2015-04-19,43373
2015-04-20,43030
2015-04-21,43030
2015-04-22,43682
2015-04-23,43682
2015-04-24,43062
2015-04-25,43062
2015-04-26,42001
2015-04-27,42001
2015-04-28,41048
2015-04-29,41048
2015-04-30,41972
2015-05-01,41972
2015-05-02,41770
2015-05-03,41770
2015-05-04,41395
2015-05-05,41395
2015-05-06,42288
2015-05-07,42288
2015-05-08,41605
2015-05-09,41605
2015-05-10,41435
2015-05-11,41435
2015-05-12,41508
2015-05-13,41508
2015-05-14,41541
2015-05-15,41541
2015-05-16,41541
2015-05-17,42252
2015-05-18,42252
2015-05-19,43039
2015-05-20,43039
2015-05-21,43039
2015-05-22,43532
2015-05-23,43532
2015-05-24,42502
2015-05-25,42502
2015-05-26,43069
2015-05-27,43069
2015-05-28,43363
2015-05-29,43363
2015-05-30,43554
2015-05-31,43554
2015-06-01,43124
2015-06-02,43124
2015-06-03,42242
2015-06-04,42242
2015-06-05,42256
2015-06-06,42256
2015-06-07,42761
2015-06-08,42761
2015-06-09,42561
2015-06-10,41739
2015-06-11,41739
2015-06-12,41959
2015-06-13,42646
2015-06-14,42646
2015-06-15,42541
2015-06-16,42963
2015-06-17,42963
2015-06-18,41831
2015-06-19,41831
2015-06-20,41322
2015-06-21,41322
2015-06-22,41805
2015-06-23,41805
2015-06-24,41151
2015-06-25,41151
2015-06-26,41294
2015-06-27,41294
2015-06-28,41813
2015-06-29,41813
2015-06-30,41195
2015-07-01,41225
2015-07-02,41225
2015-07-03,41400
2015-07-04,41400
2015-07-05,42004
2015-07-06,42004
2015-07-07,42018
2015-07-08,42018
2015-07-09,42207
2015-07-10,41450
2015-07-11,41450
2015-07-12,41963
2015-07-13,41963
2015-07-14,42058
2015-07-15,42058
2015-07-16,42272
2015-07-17,41366
2015-07-18,41366
2015-07-19,41784
2015-07-20,42625
2015-07-21,42625
2015-07-22,43099
2015-07-23,43099
2015-07-24,43042
2015-07-25,43042
2015-07-26,42672
2015-07-27,42672
2015-07-28,43228
2015-07-29,43777
2015-07-30,43777
2015-07-31,43704
2015-08-01,43704
2015-08-02,43196
2015-08-03,43196
2015-08-04,43012
2015-08-05,43828
2015-08-06,43828
2015-08-07,43585
2015-08-08,42736
2015-08-09,42594
2015-08-10,42687
2015-08-11,42687
2015-08-12,43036
2015-08-13,43036
2015-08-14,43740
2015-08-15,43740
2015-08-16,42944
2015-08-17,42999
2015-08-18,42999
2015-08-19,43026
2015-08-20,43026
2015-08-21,43318
2015-08-22,43368
2015-08-23,43368
2015-08-24,42287
2015-08-25,42287
2015-08-26,42593
2015-08-27,42821
2015-08-28,42821
2015-08-29,43259
2015-08-30,43259
2015-08-31,43185
2015-09-01,43185
2015-09-02,43123
2015-09-03,43123
2015-09-04,42812
2015-09-05,42812
2015-09-06,42745
2015-09-07,42745
2015-09-08,42532
2015-09-09,42532
2015-09-10,42201
2015-09-11,42673
2015-09-12,42673
2015-09-13,42833
2015-09-14,42833
2015-09-15,42209
2015-09-16,42209
2015-09-17,41952
2015-09-18,41952
2015-09-19,42022
2015-09-20,42022
2015-09-21,43151
2015-09-22,43151
2015-09-23,43209
2015-09-24,43209
2015-09-25,43426
2015-09-27,43622
2015-09-28,43892
2015-09-29,43892
2015-09-30,42918
2015-10-05,43491
2015-10-06,43591
2015-10-07,43591
2015-10-08,43106
2015-10-09,42446
2015-10-10,42446
2015-10-11,42434
2015-10-12,42434
2015-10-13,42461
2015-10-14,42461
2015-10-15,43212
2015-10-16,42869
2015-10-17,42869
2015-10-18,42650
2015-10-19,43593
2015-10-20,43546
2015-10-22,43205
2015-10-23,42885
2015-10-24,42885
2015-10-25,42564
2015-10-26,42887
2015-10-27,42887
2015-10-29,43214
2015-10-30,43937
2015-10-31,44352
2015-11-01,44352
2015-11-02,44193
2015-11-03,44193
2015-11-04,44139
2015-11-05,44135
2015-11-06,44135
2015-11-07,44029
2015-11-08,44029
2015-11-09,44400
2015-11-10,44400
2015-11-11,43561
2015-11-12,43561
2015-11-13,43585
2015-11-14,43585
2015-11-15,43482
2015-11-16,43482
2015-11-17,43971
2015-11-18,43971
2015-11-19,43977
2015-11-20,44227
2015-11-21,44227
2015-11-22,44287
2015-11-23,44287
2015-11-24,44054
2015-11-25,44132
2015-11-26,44132
2015-11-27,43706
2015-11-28,43706
2015-11-29,43958
2015-11-30,44304
2015-12-01,44304
2015-12-02,43813
2015-12-03,43820
2015-12-04,43820
2015-12-05,44841
2015-12-06,44224
2015-12-07,44224
2015-12-08,43499
2015-12-09,43157
2015-12-10,43157
2015-12-11,43723
2015-12-12,43723
2015-12-13,44278
2015-12-14,44278
2015-12-15,44194
2015-12-16,43906
2015-12-17,43906
2015-12-18,44363
2015-12-19,44363
2015-12-20,43945
2015-12-21,43945
2015-12-22,44281
2015-12-23,44373
2015-12-24,44373
2015-12-25,44462
2015-12-26,44462
2015-12-27,43980
2015-12-28,43980
2015-12-29,44139
2015-12-30,44672
2015-12-31,44672
2016-01-01,43630
2016-01-02,43630
2016-01-03,43988
2016-01-04,43975
2016-01-05,43975
2016-01-06,44413
2016-01-07,44413
2016-01-08,43681
2016-01-09,43681
2016-01-10,43056
2016-01-11,43056
2016-01-12,43076
2016-01-13,43076
2016-01-14,43568
2016-01-15,43568
2016-01-16,43911
2016-01-17,43911
2016-01-18,43907
2016-01-19,43907
2016-01-20,44884
2016-01-21,44884
2016-01-22,44059
2016-01-23,44059
2016-01-24,44434
2016-01-25,43615
2016-01-26,43615
2016-01-27,43457
2016-01-28,43457
2016-01-29,43379
2016-01-30,43379
2016-01-31,43410
2016-02-01,44028
2016-02-02,44028
2016-02-03,44420
2016-02-04,44420
2016-02-05,43100
2016-02-06,43134
2016-02-07,43134
2016-02-08,43703
2016-02-09,43703
2016-02-10,43693
2016-02-11,43693
2016-02-12,44030
2016-02-13,42384
2016-02-14,42384
2016-02-15,42804
2016-02-16,42804
2016-02-17,43434
2016-02-18,43434
2016-02-19,43392
2016-02-20,44755
2016-02-21,43662
2016-02-22,43662
2016-02-23,43265
2016-02-24,43265
2016-02-25,43017
2016-02-26,43017
2016-02-27,43352
2016-02-28,43352
2016-02-29,43194
2016-03-01,42746
2016-03-02,42746
2016-03-03,42069
2016-03-04,42364
2016-03-05,42257
2016-03-06,42603
2016-03-07,42603
2016-03-08,43386
2016-03-09,43706
2016-03-10,43513
2016-03-11,43513
2016-03-12,42489
2016-03-13,42489
2016-03-14,41181
2016-03-15,40711
2016-03-16,42510
2016-03-17,42510
2016-03-18,43227
2016-03-19,43227
2016-03-20,42878
2016-03-21,42878
2016-03-22,43446
2016-03-23,43891
2016-03-24,43891
2016-03-25,44048
2016-03-26,43630
2016-03-27,43630
2016-03-28,42362
2016-03-29,41464
2016-03-30,41464
2016-03-31,41147
2016-04-01,41147
2016-04-02,41808
2016-04-03,42154
2016-04-04,42529
2016-04-05,42529
2016-04-06,42190
2016-04-07,42190
2016-04-08,42564
2016-04-09,42193
2016-04-10,43191
2016-04-11,43191
2016-04-12,43447
2016-04-13,43447
2016-04-14,43300
2016-04-15,42774
2016-04-16,42319
2016-04-17,43215
2016-04-18,43677
2016-04-19,43906
2016-04-20,43930
2016-04-21,43930
2016-04-22,43108
2016-04-23,42866
2016-04-24,42383
2016-04-25,42740
2016-04-26,42958
2016-04-27,42893
2016-04-28,43117
2016-04-29,43117
2016-04-30,42517
2016-05-01,42517
2016-05-02,43313
2016-05-03,43290
2016-05-04,43290
2016-05-05,43488
2016-05-06,43488
2016-05-07,43849
2016-05-08,43849
2016-05-09,42630
2016-05-10,42396
2016-05-11,42396
2016-05-12,43066
2016-05-13,43525
2016-05-14,44131
2016-05-15,44612
2016-05-16,44612
2016-05-17,43920
2016-05-18,44489
2016-05-19,44489
2016-05-22,42540
2016-05-23,42924
2016-05-24,43267
2016-05-25,43267
2016-05-26,43534
2016-05-27,43669
2016-05-28,43669
2016-05-29,44435
2016-05-30,44435
2016-05-31,43814
2016-06-01,43866
2016-06-02,44134
2016-06-03,44134
2016-06-04,43698
2016-06-05,43698
2016-06-06,43774
2016-06-07,43774
2016-06-08,43868
2016-06-09,43911
2016-06-10,43909
2016-06-11,43909
2016-06-12,43653
2016-06-13,43653
2016-06-14,43771
2016-06-15,43771
2016-06-16,43779
2016-06-17,43857
2016-06-18,43857
2016-06-19,42582
2016-06-20,42692
2016-06-21,43311
2016-06-22,43412
2016-06-23,43638
2016-06-24,43638
2016-06-25,43802
2016-06-26,43802
2016-06-27,43947
2016-06-28,42989
2016-06-29,42098
2016-06-30,42551
2016-07-01,43305
2016-07-02,43305
2016-07-03,43845
2016-07-04,43694
2016-07-05,43694
2016-07-06,44137
2016-07-07,44137
2016-07-08,43686
2016-07-09,43534
2016-07-10,42974
2016-07-11,43007
2016-07-12,43007
2016-07-13,43241
2016-07-14,43699
2016-07-15,43699
2016-07-16,43774
2016-07-17,43774
2016-07-18,43885
2016-07-23,43957
2016-07-24,43238
2016-07-25,43507
2016-07-26,43507
2016-07-27,43585
2016-07-28,43585
2016-07-29,43798
2016-07-30,43843
2016-07-31,43843
2016-08-01,43932
2016-08-02,44006
2016-08-03,43824
2016-08-04,43824
2016-08-05,43873
2016-08-06,43840
2016-08-07,44212
2016-08-08,44212
2016-08-09,44050
2016-08-10,43969
2016-08-11,43969
2016-08-12,43760
2016-08-13,43760
2016-08-14,43890
2016-08-15,44132
2016-08-16,43625
2016-08-17,43625
2016-08-18,43586
2016-08-19,43765
2016-08-20,43402
2016-08-21,43402
2016-08-22,43040
2016-08-23,44092
2016-08-24,44092
2016-08-25,43831
2016-08-26,43831
2016-08-28,43638
2016-08-31,44072
2016-09-01,44009
2016-09-02,44009
2016-09-03,43957
2016-09-04,43754
2016-09-05,43900
2016-09-06,43818
2016-09-07,43818
2016-09-08,43764
2016-09-09,43764
2016-09-10,43785
2016-09-11,43785
2016-09-12,44183
2016-09-13,44419
2016-09-14,44419
2016-09-15,44458
2016-09-16,44458
2016-09-17,44413
2016-09-18,44413
2016-09-19,44256
2016-09-20,44256
2016-09-21,44093
2016-09-22,44301
2016-09-23,44301
2016-09-24,44067
2016-09-25,43506
2016-09-26,43506
2016-09-27,43657
2016-09-28,43657
2016-09-29,43644
2016-09-30,43551
2016-10-01,43309
2016-10-02,43309
2016-10-03,43483
2016-10-04,43483
2016-10-05,43791
2016-10-06,43791
2016-10-07,43920
2016-10-08,44277
2016-10-09,44277
2016-10-10,43355
2016-10-11,43811
2016-10-12,43811
2016-10-13,44092
2016-10-14,44241
2016-10-15,44281
2016-10-16,44281
2016-10-17,44284
2016-10-18,44284
2016-10-19,44355
2016-10-20,44355
2016-10-21,44498
2016-10-22,44498
2016-10-23,44440
2016-10-24,44702
2016-10-25,44702
2016-10-26,44449
2016-10-27,44449
2016-10-28,44229
2016-10-29,44709
2016-10-30,44709
2016-10-31,44473
2016-11-01,44473
2016-11-02,44262
2016-11-03,44262
2016-11-04,44524
2016-11-05,44524
2016-11-06,44166
2016-11-07,44166
2016-11-08,44006
2016-11-09,44757
2016-11-10,44411
2016-11-11,44411
2016-11-12,44475
2016-11-13,44475
2016-11-14,44423
2016-11-15,44423
2016-12-07,43582
2016-12-08,43287
2016-12-09,43782
2016-12-10,43782
2016-12-11,42761
2016-12-12,42761
2016-12-13,43024
2016-12-14,43560
2016-12-15,43560
2016-12-16,43928
2016-12-17,43951
2016-12-18,43951
2016-12-19,43938
2016-12-20,43956
2016-12-21,44162
2016-12-22,44162
2016-12-23,44400
2016-12-24,44400
2016-12-25,44518
2016-12-26,44518
2016-12-27,44557
2016-12-28,44174
2016-12-29,44074
2016-12-30,44074
2016-12-31,44342
2017-01-01,44342
2017-01-02,44479
2017-01-03,44479
2017-01-04,44077
2017-01-05,44077
2017-01-06,43726
2017-01-07,43615
2017-01-08,42777
2017-01-09,43041
2017-01-10,43041
2017-01-11,43928
2017-01-12,44128
2017-01-13,44128
2017-01-14,44074
2017-01-15,44057
2017-01-16,43944
2017-01-17,44555
2017-01-18,44609
2017-01-19,44609
2017-01-20,44158
2017-01-21,43938
2017-01-22,43938
2017-01-23,43947
2017-01-27,44140
2017-01-28,43728
2017-01-29,43219
2017-01-30,43219
2017-01-31,44133
2017-02-01,44543
2017-02-02,44543
2017-02-03,44536
2017-02-04,44336
2017-02-05,44237
2017-02-06,44237
2017-02-07,44028
2017-02-08,44476
2017-02-09,44476
2017-02-10,44425
2017-02-11,44559
2017-02-12,44559
2017-02-13,44811
2017-02-14,44428
2017-02-15,44428
2017-02-16,43684
2017-02-18,42780
2017-02-19,42188
2017-02-20,42188
2017-02-21,42960
2017-02-22,42960
2017-02-23,43650
2017-02-24,43650
2017-02-25,44248
2017-02-26,44248
2017-02-27,44692
2017-02-28,44640
2017-03-01,44326
2017-03-02,44231
2017-03-03,44231
2017-03-04,44265
2017-03-05,44265
2017-03-06,44587
2017-03-07,44451
2017-03-08,44451
2017-03-09,44460
2017-03-10,44212
2017-03-11,44196
2017-03-12,44196
2017-03-13,44559
2017-03-14,44593
2017-03-15,44039
2017-03-16,44236
2017-03-17,45384
2017-03-18,45384
2017-03-19,45096
2017-03-20,44266
2017-03-21,44417
2017-03-22,44244
2017-03-23,44277
2017-03-24,44444
2017-03-25,44444
2017-03-26,44356
2017-03-27,44425
2017-03-28,44425
2017-03-29,44533
2017-03-30,44687
2017-03-31,44434
2017-04-01,44434
2017-04-02,44385
2017-04-03,44622
2017-04-04,44628
2017-04-12,44514
2017-04-13,44732
2017-04-14,44732
2017-04-15,44634
2017-04-16,44858
2017-04-17,43612
2017-04-18,43134
2017-04-19,42214
2017-04-20,42707
2017-04-21,42794
2017-04-22,42794
2017-04-23,41513
2017-04-24,40911
2017-04-25,39663
2017-04-26,39663
2017-04-27,40382
2017-04-28,41958
2017-04-29,42125
2017-04-30,41815
2017-05-01,41815
2017-05-02,42551
2017-05-03,42782
2017-05-04,42724
2017-05-05,43646
2017-05-06,43646
2017-05-07,43937
2017-05-08,43937
2017-05-09,43314
2017-05-10,43154
2017-05-11,43154
2017-05-12,43074
2017-05-13,43295
2017-05-14,43295
2017-05-15,43321
2017-05-16,42988
2017-05-17,42988
2017-05-18,43640
2017-05-19,43640
2017-05-20,43806
2017-05-21,43806
2017-05-22,44367
2017-05-23,44789
2017-05-24,44682
2017-05-25,44682
2017-05-26,43640
2017-05-27,41588
2017-05-28,41588
2017-05-29,39602
2017-05-30,39089
2017-05-31,39115
2017-06-01,39156
2017-06-02,39095
2017-06-03,39095
2017-06-04,39166
2017-06-05,39166
2017-06-06,39000
2017-06-07,39358
2017-06-08,39358
2017-06-09,39171
2017-06-10,39293
2017-06-11,39332
2017-06-12,39332
2017-06-13,39036
2017-06-14,39054
2017-06-15,38997
2017-06-16,39190
2017-06-17,39078
2017-06-18,39110
2017-06-19,39110
2017-06-20,38890
2017-06-21,39027
2017-06-22,39027
2017-06-23,38847
2017-06-24,39027
2017-06-25,39438
2017-06-26,39199
2017-06-27,39653
2017-06-28,39936
2017-06-29,39813
2017-06-30,38888
2017-07-01,38888
2017-07-02,38989
2017-07-03,39285
2017-07-04,39139
2017-07-05,39139
2017-07-06,39176
2017-07-07,39176
2017-07-08,39230
2017-07-13,39799
2017-07-14,39366
2017-07-15,39366
2017-07-16,39583
2017-07-17,39414
2017-07-18,39414
2017-07-19,39458
2017-07-20,40390
2017-07-21,40661
2017-07-22,39738
2017-07-23,39360
2017-07-24,39360
2017-07-25,39861
2017-07-26,40440
2017-07-27,40509
2017-07-28,40509
2017-07-29,40447
2017-07-30,40574
2017-07-31,40574
2017-08-01,40867
2017-08-02,40807
2017-08-03,40807
2017-08-04,40882
2017-08-05,41006
2017-08-06,41006
2017-08-09,39817
2017-08-10,39174
2017-08-11,39174
2017-08-12,39266
2017-08-13,39266
2017-08-14,39573
2017-08-15,39077
2017-08-16,39202
2017-08-17,39313
2017-08-18,39313
2017-08-19,39274
2017-08-20,39385
2017-08-21,39385
2017-08-22,39653
2017-08-23,39653
2017-08-24,39497
2017-08-25,39497
2017-08-26,39139
2017-08-27,39057
2017-08-28,39057
2017-08-29,39227
2017-08-30,39237
2017-08-31,39237
2017-09-01,39208
2017-09-02,39021
2017-09-03,39021
2017-09-04,39178
2017-09-05,39159
2017-09-06,39059
2017-09-07,39032
2017-09-08,39032
2017-09-09,39322
2017-09-10,39243
2017-09-11,39067
2017-09-12,39067
2017-09-13,39912
2017-09-14,39957
2017-09-15,39957
2017-09-16,39043
2017-09-17,39075
2017-09-18,38082
2017-09-19,38082
2017-09-20,38966
2017-09-21,39142
2017-09-22,38895
2017-09-23,38895
2017-09-24,39062
2017-09-25,38846
2017-09-26,38846
2017-09-27,39198
2017-09-28,39167
2017-09-29,39316
2017-09-30,39316
2017-10-01,38902
2017-10-02,39346
2017-10-03,39346
2017-10-04,39173
2017-10-05,39467
2017-10-06,39330
2017-10-07,39197
2017-10-08,39374
2017-10-09,39325
2017-10-10,39038
2017-10-11,39038
2017-10-12,39203
2017-10-13,39064
2017-10-14,38975
2017-10-15,38975
2017-10-16,39071
2017-10-17,39071
2017-10-18,38951
2017-10-19,39038
2017-10-20,39038
2017-10-21,39215
2017-10-22,39090
2017-10-23,39130
2017-10-24,39164
2017-10-25,39300
2017-10-26,39414
2017-10-27,39595
2017-10-28,39595
2017-10-29,38932
2017-10-30,38408
2017-10-31,39191
2017-11-01,39191
2017-11-02,39255
2017-11-03,39031
2017-11-04,39077
2017-11-05,39275
2017-11-06,39284
2017-11-07,39284
2017-11-08,39159
2017-11-09,39317
2017-11-10,39317
2017-11-11,39793
2017-11-12,39965
2017-11-13,39625
2017-11-14,39625
2017-11-15,39193
2017-11-16,39156
2017-11-17,39114
2017-11-18,39114
2017-11-19,38829
2017-11-20,39425
2017-11-21,39606
2017-11-22,39606
2017-11-23,39287
2017-11-24,39412
2017-11-25,39079
2017-11-26,39924
2017-11-27,39924
2017-11-28,39137
2017-11-29,38745
2017-11-30,38745
2017-12-01,39323
2017-12-02,39323
2017-12-03,39306
2017-12-04,39306
2017-12-05,40038
2017-12-06,39500
2017-12-07,40078
2017-12-08,40078
2017-12-09,39606
2017-12-10,39413
2017-12-11,39326
2017-12-12,39473
2017-12-13,39748
2017-12-14,39899
2017-12-15,39629
2017-12-16,39727
2017-12-17,39520
2017-12-18,39375
2017-12-19,39831
2017-12-20,39966
2017-12-21,39886
2017-12-22,39691
2017-12-23,39412
2017-12-24,39412
2017-12-25,39646
2017-12-26,39962
2017-12-27,39175
2017-12-28,39175
2017-12-29,39186
2017-12-30,39075
2017-12-31,39075
2018-01-01,39188
2018-01-02,39622
2018-01-03,39269
2018-01-04,39269
2018-01-05,39092
2018-01-06,39027
2018-01-07,39043
2018-01-08,39217
2018-01-09,38990
2018-01-10,38990
2018-01-11,39026
2018-01-12,39050
2018-01-13,39108
