date_obj,Redwood%20pyre%20logs price
2017-02-12,12255
2017-02-13,11649
2017-02-14,11649
2017-02-15,11649
2017-02-16,11649
2017-02-18,11649
2017-02-19,11649
2017-02-20,11649
2017-02-21,11649
2017-02-22,11649
2017-02-23,11649
2017-02-24,11649
2017-02-25,11649
2017-02-26,11649
2017-02-27,11649
2017-02-28,11649
2017-03-01,11649
2017-03-02,11649
2017-03-03,11649
2017-03-04,11649
2017-03-05,11649
2017-03-06,11649
2017-03-07,11649
2017-03-08,11649
2017-03-09,11649
2017-03-10,11649
2017-03-11,11649
2017-03-12,11649
2017-03-13,11649
2017-03-14,11649
2017-03-15,11649
2017-03-16,11649
2017-03-17,11649
2017-03-18,11649
2017-03-19,11649
2017-03-20,11649
2017-03-21,11649
2017-03-22,11649
2017-03-23,11649
2017-03-24,11649
2017-03-25,11649
2017-03-26,11649
2017-03-27,11649
2017-03-28,11649
2017-03-29,11649
2017-03-30,11072
2017-03-31,11072
2017-04-01,11072
2017-04-02,11072
2017-04-03,11072
2017-04-04,11072
2017-04-12,11072
2017-04-13,11072
2017-04-14,11072
2017-04-15,11072
2017-04-16,11072
2017-04-17,11072
2017-04-18,11072
2017-04-19,11072
2017-04-20,11072
2017-04-21,11072
2017-04-22,11072
2017-04-23,11072
2017-04-24,11072
2017-04-25,11072
2017-04-26,11072
2017-04-27,11072
2017-04-28,11072
2017-04-29,11072
2017-04-30,11072
2017-05-01,11072
2017-05-02,11072
2017-05-03,11072
2017-05-04,11072
2017-05-05,11072
2017-05-06,11072
2017-05-07,11072
2017-05-08,11072
2017-05-09,11072
2017-05-10,11072
2017-05-11,11072
2017-05-12,11072
2017-05-13,10567
2017-05-14,10567
2017-05-15,10567
2017-05-16,10567
2017-05-17,10567
2017-05-18,10567
2017-05-19,10567
2017-05-20,10567
2017-05-21,10567
2017-05-22,10567
2017-05-23,10567
2017-05-24,10567
2017-05-25,10567
2017-05-26,10567
2017-05-27,10567
2017-05-28,10567
2017-05-29,10567
2017-05-30,10567
2017-05-31,10567
2017-06-01,10567
2017-06-02,10567
2017-06-03,10567
2017-06-06,10567
2017-06-07,10567
2017-06-08,10567
2017-06-09,10567
2017-06-10,10567
2017-06-11,10567
2017-06-12,10567
2017-06-13,10567
2017-06-14,10567
2017-06-15,10567
2017-06-16,10567
2017-06-17,10567
2017-06-18,10567
2017-06-19,10567
2017-06-20,10567
2017-06-21,10567
2017-06-22,10567
2017-06-23,10567
2017-06-24,10567
2017-06-25,10567
2017-06-26,10039
2017-06-27,10039
2017-06-28,10039
2017-06-29,10039
2017-06-30,10039
2017-07-01,10039
2017-07-02,10039
2017-07-03,10039
2017-07-04,10039
2017-07-05,10039
2017-07-06,10039
2017-07-07,10039
2017-07-08,10039
2017-07-13,10039
2017-07-14,10039
2017-07-15,10039
2017-07-16,10039
2017-07-17,10039
2017-07-18,10039
2017-07-19,10039
2017-07-20,10039
2017-07-21,10039
2017-07-22,10039
2017-07-23,10039
2017-07-24,10039
2017-07-25,10039
2017-07-26,10039
2017-07-27,10039
2017-07-28,10039
2017-07-29,10039
2017-07-30,10039
2017-07-31,10039
2017-08-01,10039
2017-08-02,9571
2017-08-03,9571
2017-08-04,9571
2017-08-05,9571
2017-08-06,9571
2017-08-09,9571
2017-08-10,9571
2017-08-11,9571
2017-08-12,9571
2017-08-13,9571
2017-08-14,9571
2017-08-15,9571
2017-08-17,9571
2017-08-18,9571
2017-08-19,9571
2017-08-20,9571
2017-08-22,9571
2017-08-23,9571
2017-08-24,9571
2017-08-25,9571
2017-08-26,9571
2017-08-27,9571
2017-08-28,9571
2017-08-29,9571
2017-08-30,9571
2017-08-31,9571
2017-09-01,9571
2017-09-02,9571
2017-09-03,9571
2017-09-04,9571
2017-09-05,9571
2017-09-06,9126
2017-09-07,9126
2017-09-08,9126
2017-09-09,9126
2017-09-10,9126
2017-09-11,9126
2017-09-12,9126
2017-09-13,9126
2017-09-14,9126
2017-09-15,9126
2017-09-16,9126
2017-09-17,9126
2017-09-19,9126
2017-09-20,9126
2017-09-21,9126
2017-09-22,9126
2017-09-23,9126
2017-09-24,9126
2017-09-25,9126
2017-09-26,9126
2017-09-27,9126
2017-09-28,9126
2017-09-29,9126
2017-09-30,9126
2017-10-01,9126
2017-10-02,9126
2017-10-03,9126
2017-10-04,9126
2017-10-05,9126
2017-10-06,9126
2017-10-07,9126
2017-10-08,9126
2017-10-09,9126
2017-10-10,9126
2017-10-11,9126
2017-10-12,9126
2017-10-13,9126
2017-10-14,9126
2017-10-15,9126
2017-10-16,8669
2017-10-17,8669
2017-10-18,8669
2017-10-19,8669
2017-10-20,8669
2017-10-21,8669
2017-10-22,8669
2017-10-23,8669
2017-10-24,8669
2017-10-25,8669
2017-10-26,8669
2017-10-27,8669
2017-10-28,8669
2017-10-29,8669
2017-10-30,8669
2017-10-31,8669
2017-11-01,8669
2017-11-02,8669
2017-11-03,8669
2017-11-04,8236
2017-11-05,8236
2017-11-06,8236
2017-11-07,8236
2017-11-08,8236
2017-11-09,8236
2017-11-10,8236
2017-11-11,8236
2017-11-12,8236
2017-11-13,8236
2017-11-14,8236
2017-11-15,8236
2017-11-16,2007
2017-11-17,2007
2017-11-18,2007
2017-11-19,2007
2017-11-20,2007
2017-11-21,2007
2017-11-22,2007
2017-11-23,2007
2017-11-24,2007
2017-11-25,2007
2017-11-26,2007
2017-11-27,2007
2017-11-28,2007
2017-11-29,2007
2017-11-30,2007
2017-12-01,2007
2017-12-02,2007
2017-12-03,2007
2017-12-04,2007
2017-12-05,2007
2017-12-06,2007
2017-12-07,2007
2017-12-08,2007
2017-12-09,2007
2017-12-10,2007
2017-12-11,2007
2017-12-12,2007
2017-12-14,2007
2017-12-15,2007
2017-12-16,2007
2017-12-17,2007
2017-12-18,2007
2017-12-19,2007
2017-12-20,2007
2017-12-21,1906
2017-12-22,1906
2017-12-23,1906
2017-12-24,1906
2017-12-25,1906
2017-12-26,1906
2017-12-27,1906
2017-12-28,1906
2017-12-29,1906
2017-12-30,1906
2017-12-31,1906
2018-01-01,1906
2018-01-02,1906
2018-01-03,1906
2018-01-04,1906
2018-01-05,1906
2018-01-06,1906
2018-01-07,1906
2018-01-08,1906
2018-01-09,1906
2018-01-10,1906
2018-01-11,1906
2018-01-12,1906
2018-01-13,1906
2018-01-14,1906
2018-01-15,1906
2018-01-16,1906
2018-01-17,1906
2018-01-18,1906
2018-01-19,1906
2018-01-20,1906
2018-01-21,1906
2018-01-22,1906
2018-01-23,1810
2018-01-24,1810
2018-01-25,1810
2018-01-26,1810
2018-01-27,1810
2018-01-28,1810
2018-01-29,1810
2018-01-31,1810
2018-02-01,1810
2018-02-02,1810
2018-02-03,1810
2018-02-04,1810
2018-02-05,1810
2018-02-06,1810
2018-02-07,1810
2018-02-08,1810
2018-02-09,1810
2018-02-10,1810
2018-02-11,1719
2018-02-12,1719
2018-02-13,1719
2018-02-14,1719
2018-02-15,1719
2018-02-16,1719
2018-02-17,1719
2018-02-18,1719
2018-02-19,1719
2018-02-20,1719
2018-02-21,1719
2018-02-22,1719
2018-02-23,1719
2018-02-24,1719
2018-02-25,1719
2018-02-26,1719
2018-02-27,1635
2018-02-28,1635
2018-03-01,1635
2018-03-02,1635
2018-03-03,1635
2018-03-04,1635
2018-03-05,1635
2018-03-06,1635
2018-03-07,1635
2018-03-08,1635
2018-03-09,1635
2018-03-10,1635
2018-03-11,1554
2018-03-12,1554
2018-03-13,1554
2018-03-14,1554
2018-03-15,1554
2018-03-16,1554
2018-03-17,1554
2018-03-18,1554
2018-03-19,1554
2018-03-20,1554
2018-03-21,1554
2018-03-23,1554
2018-03-24,1554
2018-03-26,1479
2018-03-27,1479
2018-03-29,1479
2018-03-30,1479
2018-03-31,1479
2018-04-01,1479
2018-04-02,1479
2018-04-03,1479
2018-04-04,1479
2018-04-05,1479
2018-04-06,1479
2018-04-08,1406
2018-04-09,1406
2018-04-10,1406
2018-04-11,1406
2018-04-12,1406
2018-04-13,1406
2018-04-14,1406
2018-04-15,1406
2018-04-16,1406
2018-04-17,1406
2018-04-18,1406
2018-04-19,1406
2018-04-20,1406
2018-04-21,1406
2018-04-22,1406
2018-04-23,1406
2018-04-24,1406
2018-04-25,1406
2018-04-26,1406
2018-04-27,1406
2018-04-28,1406
2018-04-29,1406
2018-04-30,1339
2018-05-01,1339
2018-05-02,1339
2018-05-03,1339
2018-05-04,1339
2018-05-05,1339
2018-05-06,1339
2018-05-07,1339
2018-05-08,1339
2018-05-09,1339
2018-05-10,1339
2018-05-11,1339
2018-05-12,1339
2018-05-13,1339
2018-05-14,1339
2018-05-15,1339
2018-05-16,1275
2018-05-17,1275
2018-05-18,1275
2018-05-19,1275
2018-05-20,1275
2018-05-21,1275
2018-05-22,1275
2018-05-23,1275
2018-05-24,1275
2018-05-25,1275
2018-05-26,1275
2018-05-27,1275
2018-05-28,1275
2018-05-29,1275
2018-05-30,1275
2018-05-31,1275
2018-06-01,1275
2018-06-02,1275
2018-06-03,1275
2018-06-04,1253
2018-06-05,1253
2018-06-06,1253
2018-06-07,1253
2018-06-08,1253
2018-06-09,1253
2018-06-10,1253
2018-06-11,1253
2018-06-12,1253
2018-06-13,1253
2018-06-14,1253
2018-06-15,1253
2018-06-16,1253
2018-06-17,1253
2018-06-18,1253
2018-06-19,1253
2018-06-20,1253
2018-06-21,1253
2018-06-22,1253
2018-06-23,1253
2018-06-24,1253
2018-06-25,1253
2018-06-26,1303
2018-06-27,1303
2018-06-28,1303
2018-06-29,1303
2018-06-30,1303
2018-07-01,1303
2018-07-02,1303
2018-07-03,1303
2018-07-04,1303
2018-07-05,1303
2018-07-06,1303
2018-07-07,1303
2018-07-08,1303
2018-07-09,1303
2018-07-10,1303
2018-07-11,1303
2018-07-12,1303
2018-07-13,1303
2018-07-14,1303
2018-07-15,1303
2018-07-16,1303
2018-07-17,1303
2018-07-18,1303
2018-07-19,1303
2018-07-20,1303
2018-07-21,1303
2018-07-22,1303
2018-07-23,1303
2018-07-24,1303
2018-07-25,1303
2018-07-26,1303
2018-07-27,1303
2018-07-28,1303
2018-07-29,1303
2018-07-30,1303
2018-07-31,1311
2018-08-01,1311
2018-08-02,1311
2018-08-03,1311
2018-08-04,1311
2018-08-05,1311
2018-08-06,1311
2018-08-07,1311
2018-08-08,1311
2018-08-09,1311
2018-08-10,1311
2018-08-11,1311
2018-08-12,1311
2018-08-14,1311
2018-08-16,1311
2018-08-17,1311
2018-08-18,1311
2018-08-19,1311
2018-08-20,1311
2018-08-21,1311
2018-08-22,1353
2018-08-23,1353
2018-08-24,1353
2018-08-25,1353
2018-08-26,1353
2018-08-27,1353
2018-08-28,1353
2018-08-29,1353
2018-08-30,1353
2018-08-31,1353
2018-09-01,1353
2018-09-02,1353
2018-09-03,1353
2018-09-04,1353
2018-09-05,1353
2018-09-06,1353
2018-09-07,1353
2018-09-08,1353
2018-09-09,1353
2018-09-10,1353
2018-09-11,1400
2018-09-12,1400
2018-09-13,1400
2018-09-14,1400
2018-09-15,1400
2018-09-16,1400
2018-09-17,1400
2018-09-18,1400
2018-09-19,1400
2018-09-20,1400
2018-09-21,1400
2018-09-22,1400
2018-09-23,1400
2018-09-24,1400
2018-09-25,1400
2018-09-26,1400
2018-09-27,1400
2018-09-28,1400
2018-09-29,1400
2018-09-30,1400
2018-10-02,1423
2018-10-03,1423
2018-10-04,1423
2018-10-05,1423
2018-10-06,1423
2018-10-07,1423
2018-10-08,1423
2018-10-09,1423
2018-10-10,1423
2018-10-11,1423
2018-10-12,1423
2018-10-13,1423
2018-10-14,1423
2018-10-15,1423
2018-10-16,1423
2018-10-17,1423
2018-10-18,1423
2018-10-19,1423
2018-10-20,1423
2018-10-21,1453
2018-10-22,1453
2018-10-23,1453
2018-10-24,1453
2018-10-25,1453
2018-10-26,1453
2018-10-27,1453
2018-10-28,1453
2018-10-29,1453
2018-10-30,1453
2018-10-31,1453
2018-11-01,1453
2018-11-03,1453
2018-11-04,1453
2018-11-05,1453
2018-11-06,1501
2018-11-07,1501
2018-11-08,1501
2018-11-09,1501
2018-11-10,1501
2018-11-11,1501
2018-11-12,1501
2018-11-13,1501
2018-11-14,1501
2018-11-15,1501
2018-11-16,1501
2018-11-17,1501
2018-11-18,1501
2018-11-19,1501
2018-11-20,1501
2018-11-21,1567
2018-11-22,1567
2018-11-23,1567
2018-11-24,1567
2018-11-25,1567
2018-11-26,1567
2018-11-27,1567
2018-11-28,1567
2018-11-29,1567
2018-12-01,1567
2018-12-02,1567
2018-12-03,1567
2018-12-04,1631
2018-12-05,1631
2018-12-07,1631
2018-12-09,1631
2018-12-10,1631
2018-12-11,1631
2018-12-12,1631
2018-12-13,1631
2018-12-14,1631
2018-12-15,1631
2018-12-16,1631
2018-12-17,1689
2018-12-18,1689
2018-12-19,1689
2018-12-20,1689
2018-12-21,1689
2018-12-22,1689
2018-12-23,1689
2018-12-24,1689
2018-12-25,1689
2018-12-26,1689
2018-12-27,1689
2018-12-28,1689
2018-12-29,1689
2018-12-30,1689
2018-12-31,1758
2019-01-01,1758
2019-01-02,1758
2019-01-03,1758
2019-01-04,1758
2019-01-05,1758
2019-01-06,1758
2019-01-08,1758
2019-01-10,1758
2019-01-11,1758
2019-01-12,1816
2019-01-13,1816
2019-01-14,1816
2019-01-15,1816
2019-01-16,1816
2019-01-17,1816
2019-01-18,1816
2019-01-19,1816
2019-01-20,1816
2019-01-21,1816
2019-01-22,1816
2019-01-23,1816
2019-01-24,1816
2019-01-25,1858
2019-01-26,1858
2019-01-27,1858
2019-01-28,1858
2019-01-29,1858
2019-01-30,1858
2019-01-31,1858
2019-02-01,1858
2019-02-02,1858
2019-02-03,1858
2019-02-04,1858
2019-02-05,1858
2019-02-06,1858
2019-02-07,1936
2019-02-08,1936
2019-02-09,1936
2019-02-10,1936
2019-02-11,1936
2019-02-12,1936
2019-02-13,1936
2019-02-14,1936
2019-02-15,1936
2019-02-16,1936
2019-02-17,1936
2019-02-18,1936
2019-02-19,1936
2019-02-20,1936
2019-02-21,2012
2019-02-22,2012
2019-02-23,2012
2019-02-24,2012
2019-02-25,2012
2019-02-26,2012
2019-02-27,2012
2019-02-28,2012
2019-03-01,2012
2019-03-02,2012
2019-03-03,2012
2019-03-04,2012
2019-03-05,2012
2019-03-06,2012
2019-03-07,2012
2019-03-08,2012
2019-03-09,2012
2019-03-10,2012
2019-03-11,2012
2019-03-12,2012
2019-03-13,2012
2019-03-14,1927
2019-03-15,1927
2019-03-16,1927
2019-03-17,1927
2019-03-18,1927
2019-03-19,1927
2019-03-20,1927
2019-03-21,1927
2019-03-22,1927
2019-03-23,1927
2019-03-24,1927
2019-03-25,1927
2019-03-26,1927
2019-03-27,1927
2019-03-28,1951
2019-03-29,1951
2019-03-30,1951
2019-03-31,1951
2019-04-01,1951
2019-04-02,1951
2019-04-03,1951
2019-04-04,1951
2019-04-05,1951
2019-04-06,1951
2019-04-07,1951
2019-04-08,1951
2019-04-09,1951
2019-04-10,2030
2019-04-11,2030
2019-04-12,2030
2019-04-13,2030
2019-04-14,2030
2019-04-15,2030
2019-04-16,2030
2019-04-17,2030
2019-04-18,2030
2019-04-19,2030
2019-04-20,2124
2019-04-21,2124
2019-04-22,2124
2019-04-23,2124
2019-04-24,2124
2019-04-25,2124
2019-04-26,2124
2019-04-27,2124
2019-04-28,2124
2019-04-29,2124
2019-04-30,2124
2019-05-01,2124
2019-05-02,2124
2019-05-03,2124
2019-05-04,2221
2019-05-05,2221
2019-05-06,2221
2019-05-07,2221
2019-05-08,2221
2019-05-09,2221
2019-05-10,2221
2019-05-11,2221
2019-05-12,2221
2019-05-13,2221
2019-05-14,2221
2019-05-15,2221
2019-05-16,2221
2019-05-17,2221
2019-05-18,2221
2019-05-19,2327
2019-05-20,2327
2019-05-21,2327
2019-05-22,2327
2019-05-23,2327
2019-05-24,2327
2019-05-25,2327
2019-05-26,2327
2019-05-27,2327
2019-05-28,2327
2019-05-29,2327
2019-05-30,2327
2019-05-31,2327
2019-06-01,2327
2019-06-02,2327
2019-06-03,2415
2019-06-04,2415
2019-06-05,2415
2019-06-06,2415
2019-06-07,2415
2019-06-08,2415
2019-06-09,2415
2019-06-10,2415
2019-06-11,2415
2019-06-12,2415
2019-06-13,2415
2019-06-14,2415
2019-06-15,2415
2019-06-16,2415
2019-06-17,2415
2019-06-18,2415
2019-06-19,2410
2019-06-20,2410
2019-06-21,2410
2019-06-22,2410
2019-06-23,2410
2019-06-24,2410
2019-06-25,2410
2019-06-26,2410
2019-06-27,2410
2019-06-28,2410
2019-06-29,2410
2019-06-30,2410
2019-07-01,2410
2019-07-02,2410
2019-07-03,2327
2019-07-04,2327
2019-07-05,2327
2019-07-06,2327
2019-07-07,2327
2019-07-08,2327
2019-07-09,2327
2019-07-10,2327
2019-07-11,2327
2019-07-12,2327
2019-07-13,2327
2019-07-14,2327
2019-07-15,2327
2019-07-16,2327
2019-07-17,2327
2019-07-18,2327
2019-07-19,2327
2019-07-20,2356
2019-07-21,2356
2019-07-22,2356
2019-07-23,2356
2019-07-24,2356
2019-07-25,2356
2019-07-26,2356
2019-07-27,2356
2019-07-28,2356
2019-07-29,2356
2019-07-30,2356
2019-07-31,2356
2019-08-01,2356
2019-08-02,2356
2019-08-03,2356
2019-08-04,2356
2019-08-05,2356
2019-08-06,2444
2019-08-07,2444
2019-08-08,2444
2019-08-09,2444
2019-08-10,2444
2019-08-11,2444
2019-08-12,2444
2019-08-13,2444
2019-08-14,2444
2019-08-15,2444
2019-08-16,2444
2019-08-17,2444
2019-08-18,2444
2019-08-19,2485
2019-08-20,2485
2019-08-21,2485
2019-08-22,2485
2019-08-23,2485
2019-08-24,2485
2019-08-24,2485
2019-08-25,2485
2019-08-25,2485
2019-08-26,2485
2019-08-26,2485
2019-08-27,2485
2019-08-27,2485
2019-08-28,2485
2019-08-29,2485
2019-08-30,2485
2019-08-31,2485
2019-09-01,2529
2019-09-02,2529
2019-09-03,2529
2019-09-04,2529
2019-09-05,2529
2019-09-06,2529
2019-09-07,2529
2019-09-08,2529
2019-09-09,2529
2019-09-10,2529
2019-09-11,2529
2019-09-12,2529
2019-09-13,2529
2019-09-14,2571
2019-09-15,2571
2019-09-16,2571
2019-09-17,2571
2019-09-18,2571
2019-09-19,2571
2019-09-20,2571
2019-09-21,2571
2019-09-22,2571
2019-09-23,2571
2019-09-24,2494
2019-09-25,2494
2019-09-26,2494
2019-09-27,2494
2019-09-28,2494
2019-09-29,2494
2019-09-30,2494
2019-10-01,2494
2019-10-02,2494
2019-10-03,2494
2019-10-04,2494
2019-10-05,2491
2019-10-06,2491
2019-10-07,2491
2019-10-08,2491
2019-10-09,2491
2019-10-10,2491
2019-10-11,2491
2019-10-12,2491
2019-10-13,2491
2019-10-14,2491
2019-10-15,2491
2019-10-16,2533
2019-10-17,2533
2019-10-18,2533
2019-10-19,2533
2019-10-20,2533
2019-10-21,2533
2019-10-22,2533
2019-10-23,2533
2019-10-24,2533
2019-10-25,2533
2019-10-26,2533
2019-10-27,2533
2019-10-28,2560
2019-10-29,2560
2019-10-30,2560
2019-10-31,2560
2019-11-01,2560
2019-11-02,2560
2019-11-03,2560
2019-11-04,2560
2019-11-05,2560
2019-11-06,2560
2019-11-07,2560
2019-11-08,2560
2019-11-09,2560
2019-11-10,2583
2019-11-11,2583
2019-11-12,2583
2019-11-13,2583
2019-11-14,2583
2019-11-15,2583
2019-11-16,2583
2019-11-17,2583
2019-11-18,2583
2019-11-19,2583
2019-11-20,2583
2019-11-21,2583
2019-11-22,2583
2019-11-23,2583
2019-11-24,2583
2019-11-25,2583
2019-11-26,2583
2019-11-27,2546
2019-11-28,2546
2019-11-29,2546
2019-11-30,2546
2019-12-01,2546
2019-12-02,2546
2019-12-03,2546
2019-12-04,2546
2019-12-05,2546
2019-12-06,2546
2019-12-07,2546
2019-12-08,2546
2019-12-09,2546
2019-12-10,2546
2019-12-11,2575
2019-12-12,2575
2019-12-13,2575
2019-12-14,2575
2019-12-15,2575
2019-12-16,2575
2019-12-17,2575
2019-12-18,2575
2019-12-19,2575
2019-12-20,2575
2019-12-21,2458
2019-12-22,2458
2019-12-23,2458
2019-12-24,2458
2019-12-25,2458
2019-12-26,2458
2019-12-27,2458
2019-12-28,2458
2019-12-29,2458
2019-12-30,2548
2019-12-31,2548
2020-01-01,2548
2020-01-02,2548
2020-01-03,2548
2020-01-04,2548
2020-01-05,2548
2020-01-06,2548
2020-01-07,2548
2020-01-08,2548
2020-01-09,2548
2020-01-10,2665
2020-01-11,2665
2020-01-12,2665
2020-01-13,2665
2020-01-14,2665
2020-01-15,2665
2020-01-16,2665
2020-01-17,2665
2020-01-18,2742
2020-01-19,2742
2020-01-20,2742
2020-01-21,2742
2020-01-22,2742
2020-01-23,2742
2020-01-24,2742
2020-01-25,2742
2020-01-26,2869
2020-01-27,2869
2020-01-28,2869
2020-01-29,2869
2020-01-30,2869
2020-01-31,2869
2020-02-01,2869
2020-02-02,2869
2020-02-03,2869
2020-02-04,3002
2020-02-05,3002
2020-02-06,3002
2020-02-07,3002
2020-02-08,3002
2020-02-09,3002
2020-02-10,3002
2020-02-11,3002
2020-02-12,3002
2020-02-13,3002
2020-02-14,2994
2020-02-15,2994
2020-02-16,2994
2020-02-17,2994
2020-02-18,2994
2020-02-19,2994
2020-02-20,2994
2020-02-21,2994
2020-02-22,2914
2020-02-23,2914
2020-02-24,2914
2020-02-25,2914
2020-02-26,2914
2020-02-27,2914
2020-02-28,2914
2020-02-29,2914
2020-03-01,2957
2020-03-02,2957
2020-03-03,2957
2020-03-04,2957
2020-03-05,2957
2020-03-06,2957
2020-03-07,2957
2020-03-08,2957
2020-03-09,2937
2020-03-10,2937
2020-03-11,2937
2020-03-12,2937
2020-03-13,2937
2020-03-14,2937
2020-03-15,2937
2020-03-16,2937
2020-03-17,2949
2020-03-18,2949
2020-03-19,2949
2020-03-20,2949
2020-03-21,2949
2020-03-22,2949
2020-03-23,2949
2020-03-24,2910
2020-03-25,2910
2020-03-26,2910
2020-03-27,2910
2020-03-28,2910
2020-03-29,2910
2020-03-30,2800
2020-03-31,2800
2020-04-01,2800
2020-04-02,2800
2020-04-03,2800
2020-04-04,2800
2020-04-05,2800
2020-04-06,2749
2020-04-07,2749
2020-04-08,2749
2020-04-09,2749
2020-04-10,2749
2020-04-11,2662
2020-04-12,2662
2020-04-13,2662
2020-04-14,2662
2020-04-15,2648
2020-04-16,2648
2020-04-17,2648
2020-04-18,2648
2020-04-19,2648
2020-04-20,2757
2020-04-21,2757
2020-04-22,2757
2020-04-23,2757
2020-04-24,2757
2020-04-25,2773
2020-04-26,2773
2020-04-27,2773
2020-04-28,2773
2020-04-29,2773
2020-04-30,2746
2020-05-01,2746
2020-05-02,2746
2020-05-03,2746
2020-05-04,2746
2020-05-05,2746
2020-05-06,2770
2020-05-07,2770
2020-05-08,2770
2020-05-09,2770
2020-05-10,2770
2020-05-11,2716
2020-05-12,2716
2020-05-13,2716
