date_obj,Zamorakian%20hasta price
2016-01-07,8066820
2016-01-08,8047320
2016-01-09,8060916
2016-01-10,8119497
2016-01-11,8094817
2016-01-12,8042548
2016-01-13,8030516
2016-01-14,8051403
2016-01-15,8068498
2016-01-16,8120128
2016-01-17,8150345
2016-01-18,8168017
2016-01-19,8232866
2016-01-20,8302433
2016-01-21,8386946
2016-01-22,8745335
2016-01-23,9161245
2016-01-24,9520493
2016-01-25,9752237
2016-01-26,9637163
2016-01-27,9522586
2016-01-28,9398112
2016-01-29,9114695
2016-01-30,9178861
2016-01-31,9147768
2016-02-01,8985953
2016-02-02,8868368
2016-02-03,8633305
2016-02-04,8354298
2016-02-05,8215219
2016-02-06,8270540
2016-02-07,8411970
2016-02-08,8391947
2016-02-09,8440352
2016-02-10,8502126
2016-02-11,8525229
2016-02-12,8596970
2016-02-13,8719131
2016-02-14,8842290
2016-02-15,8873535
2016-02-16,8824722
2016-02-17,8759117
2016-02-18,8695617
2016-02-19,8559540
2016-02-20,8507471
2016-02-21,8280246
2016-02-22,8071135
2016-02-23,7937788
2016-02-24,7846016
2016-02-25,8032261
2016-02-26,8028319
2016-02-27,8063654
2016-02-28,8089800
2016-02-29,8109920
2016-03-01,8156668
2016-03-02,8203959
2016-03-03,8239312
2016-03-04,8211905
2016-03-05,8167095
2016-03-06,8043118
2016-03-07,8048330
2016-03-08,8043346
2016-03-09,7992150
2016-03-10,7954877
2016-03-11,7918062
2016-03-12,7935713
2016-03-13,7959324
2016-03-14,7865202
2016-03-15,7841067
2016-03-16,7807863
2016-03-17,7760032
2016-03-18,7736433
2016-03-19,7714597
2016-03-20,7667312
2016-03-21,7623605
2016-03-22,7508340
2016-03-23,7493271
2016-03-24,7529880
2016-03-25,7649522
2016-03-26,7644767
2016-03-27,7602047
2016-03-28,7583063
2016-03-29,7341803
2016-03-30,7152153
2016-03-31,6956299
2016-04-01,6938413
2016-04-02,6955059
2016-04-03,7159442
2016-04-04,7181739
2016-04-05,7164386
2016-04-06,7092535
2016-04-07,7083642
2016-04-08,7147652
2016-04-09,7159304
2016-04-10,7094585
2016-04-11,7094585
2016-04-12,7014058
2016-04-13,6972465
2016-04-14,6980176
2016-04-15,7206628
2016-04-16,7315482
2016-04-17,7226181
2016-04-18,7160887
2016-04-19,7195254
2016-04-20,7185072
2016-04-21,7206894
2016-04-22,7183322
2016-04-23,7158477
2016-04-24,7237738
2016-04-25,7395885
2016-04-26,7333782
2016-04-27,7513935
2016-04-28,7879934
2016-04-29,8132455
2016-04-30,8383828
2016-05-01,8613020
2016-05-02,8421911
2016-05-03,8127489
2016-05-04,7901920
2016-05-05,7766158
2016-05-06,7529707
2016-05-07,7268738
2016-05-08,7214359
2016-05-09,7387628
2016-05-10,7284034
2016-05-11,7319094
2016-05-12,7273136
2016-05-13,7252887
2016-05-14,7268917
2016-05-15,7321576
2016-05-16,7449876
2016-05-17,7651969
2016-05-18,7958298
2016-05-19,7911296
2016-05-22,8356982
2016-05-23,8454000
2016-05-24,8415450
2016-05-25,8386681
2016-05-26,8348403
2016-05-27,8549914
2016-05-28,8522811
2016-05-29,8726785
2016-05-30,8813138
2016-05-31,8751624
2016-06-01,8711425
2016-06-02,8721576
2016-06-03,8668424
2016-06-04,8701162
2016-06-05,8708614
2016-06-06,8684274
2016-06-07,8385399
2016-06-08,8355055
2016-06-09,8296796
2016-06-10,8232919
2016-06-11,8184761
2016-06-12,8142987
2016-06-13,8096559
2016-06-14,8037500
2016-06-15,8007488
2016-06-16,8061201
2016-06-17,7949682
2016-06-18,7849453
2016-06-19,7786498
2016-06-20,7803408
2016-06-21,7820918
2016-06-22,7773095
2016-06-23,7724641
2016-06-24,7758620
2016-06-25,7701792
2016-06-26,7708672
2016-06-27,7732719
2016-06-28,7655980
2016-06-29,7612253
2016-06-30,7551193
2016-07-01,7520778
2016-07-02,7544010
2016-07-03,7510981
2016-07-04,7616801
2016-07-05,7697153
2016-07-06,7645613
2016-07-07,7559656
2016-07-08,7499502
2016-07-09,7423958
2016-07-10,7316106
2016-07-11,7248527
2016-07-12,7202887
2016-07-13,7147387
2016-07-14,7181286
2016-07-15,7350732
2016-07-16,7446781
2016-07-17,7673799
2016-07-18,7874167
2016-07-24,7572386
2016-07-25,7502863
2016-07-26,7429109
2016-07-27,7298921
2016-07-28,7203766
2016-07-29,7254529
2016-07-30,7301803
2016-07-31,7232316
2016-08-01,7236834
2016-08-02,7250091
2016-08-03,7224754
2016-08-04,7200098
2016-08-05,7245422
2016-08-06,7301088
2016-08-07,7390839
2016-08-08,7342772
2016-08-09,7440800
2016-08-10,7381479
2016-08-11,7335652
2016-08-12,7324232
2016-08-13,7289460
2016-08-14,7351113
2016-08-15,7541576
2016-08-16,7466397
2016-08-17,7412748
2016-08-18,7150010
2016-08-19,7038941
2016-08-20,7132821
2016-08-21,7240397
2016-08-22,7303465
2016-08-23,7278168
2016-08-24,7129683
2016-08-25,6903272
2016-08-26,7076933
2016-08-28,7269705
2016-08-31,7383857
2016-09-01,7401372
2016-09-02,7370846
2016-09-03,7513515
2016-09-04,7487824
2016-09-05,7516741
2016-09-06,7488620
2016-09-07,7481612
2016-09-08,7401374
2016-09-09,7218346
2016-09-10,7130936
2016-09-11,7148948
2016-09-12,7164517
2016-09-13,7119873
2016-09-14,7056134
2016-09-15,7112570
2016-09-16,7200637
2016-09-17,7200388
2016-09-18,7352456
2016-09-19,7580809
2016-09-20,7469906
2016-09-21,7579916
2016-09-22,7558101
2016-09-23,7492044
2016-09-24,7480811
2016-09-25,7475820
2016-09-26,7339541
2016-09-27,7365570
2016-09-28,7139217
2016-09-29,7118232
2016-09-30,7134868
2016-10-01,7162443
2016-10-02,7125887
2016-10-03,7175493
2016-10-04,7146745
2016-10-05,7106528
2016-10-06,7088996
2016-10-07,7077003
2016-10-08,7124490
2016-10-09,7152606
2016-10-10,7159477
2016-10-11,7116552
2016-10-12,7101790
2016-10-13,7127833
2016-10-14,7130901
2016-10-15,7131481
2016-10-16,7184460
2016-10-17,7141357
2016-10-18,7107819
2016-10-19,7105883
2016-10-20,7083026
2016-10-21,7108219
2016-10-22,7138179
2016-10-23,7135420
2016-10-24,7136035
2016-10-25,7157871
2016-10-26,7162759
2016-10-27,7152986
2016-10-28,7151856
2016-10-29,7150370
2016-10-30,7115789
2016-10-31,7095008
2016-11-01,7068674
2016-11-02,7047046
2016-11-03,7006164
2016-11-04,6828081
2016-11-05,6924764
2016-11-06,6943916
2016-11-07,6916641
2016-11-08,6900429
2016-11-09,6810990
2016-11-10,6641811
2016-11-11,6355066
2016-11-12,6337853
2016-11-13,6365635
2016-11-14,6403599
2016-12-08,6332969
2016-12-09,6373570
2016-12-10,6373884
2016-12-11,6380674
2016-12-12,6343730
2016-12-13,6255900
2016-12-14,6260156
2016-12-15,6281068
2016-12-16,6341145
2016-12-17,6406352
2016-12-18,6437280
2016-12-19,6512413
2016-12-20,6571112
2016-12-21,6588058
2016-12-22,6665611
2016-12-23,6822368
2016-12-24,6896474
2016-12-25,6967489
2016-12-26,7088719
2016-12-27,7194851
2016-12-28,7094183
2016-12-29,7027828
2016-12-30,6998660
2016-12-31,7320471
2017-01-01,7439109
2017-01-02,7729456
2017-01-03,7723753
2017-01-04,7752498
2017-01-05,8140123
2017-01-06,8546973
2017-01-07,8695736
2017-01-08,8260949
2017-01-09,7848507
2017-01-10,7814057
2017-01-11,8025670
2017-01-12,8080851
2017-01-13,8357593
2017-01-14,8509972
2017-01-15,8628479
2017-01-16,8548235
2017-01-17,8328573
2017-01-18,8108987
2017-01-19,7875093
2017-01-20,7754631
2017-01-21,7723455
2017-01-22,7689954
2017-01-27,6889362
2017-01-28,6951988
2017-01-29,6969977
2017-01-30,7030583
2017-01-31,6954302
2017-02-01,6840324
2017-02-02,6774759
2017-02-03,6832172
2017-02-04,6897638
2017-02-05,7175228
2017-02-06,7152043
2017-02-07,7047204
2017-02-08,6979692
2017-02-09,6964177
2017-02-10,6917479
2017-02-11,6993627
2017-02-12,6967603
2017-02-13,6930717
2017-02-14,6843576
2017-02-15,6791935
2017-02-16,6782793
2017-02-18,6894327
2017-02-19,6942072
2017-02-20,6870485
2017-02-21,6759576
2017-02-22,6568689
2017-02-23,6354169
2017-02-24,6200061
2017-02-25,6347613
2017-02-26,6326063
2017-02-27,6373293
2017-02-28,6422786
2017-03-01,6378679
2017-03-02,6353962
2017-03-03,6353497
2017-03-04,6428717
2017-03-05,6443377
2017-03-06,6377972
2017-03-07,6369816
2017-03-08,6347947
2017-03-09,6275610
2017-03-10,6063459
2017-03-11,5848297
2017-03-12,5821363
2017-03-13,5672449
2017-03-14,5528535
2017-03-15,5648260
2017-03-16,5630315
2017-03-17,5591803
2017-03-18,5535837
2017-03-19,5460745
2017-03-20,5394014
2017-03-21,5346732
2017-03-22,5340031
2017-03-23,5381190
2017-03-24,5544221
2017-03-25,5655392
2017-03-26,5623548
2017-03-27,5604116
2017-03-28,5545601
2017-03-29,5522614
2017-03-30,5546962
2017-03-31,5621399
2017-04-01,5715021
2017-04-02,5785274
2017-04-03,5717932
2017-04-04,5679183
2017-04-12,5911614
2017-04-13,5946744
2017-04-14,5917795
2017-04-15,5988440
2017-04-16,6150425
2017-04-17,6160344
2017-04-18,6096983
2017-04-19,6140371
2017-04-20,6196567
2017-04-21,6363175
2017-04-22,6506802
2017-04-23,6494009
2017-04-24,6570291
2017-04-25,6485785
2017-04-26,6396657
2017-04-27,6177721
2017-04-28,6160400
2017-04-29,6220322
2017-04-30,6209914
2017-05-01,6256276
2017-05-02,6281797
2017-05-03,6237220
2017-05-04,6268206
2017-05-05,6329931
2017-05-06,6526498
2017-05-07,6802189
2017-05-08,6988106
2017-05-09,7066477
2017-05-10,6887467
2017-05-11,6765035
2017-05-12,6646114
2017-05-13,6608782
2017-05-14,6619701
2017-05-15,6598930
2017-05-16,6514501
2017-05-17,6540561
2017-05-18,6547157
2017-05-19,6536892
2017-05-20,6591545
2017-05-21,6681639
2017-05-22,6637327
2017-05-23,6541756
2017-05-24,6486257
2017-05-25,6230411
2017-05-26,6096856
2017-05-27,6140741
2017-05-28,6437219
2017-05-29,6756535
2017-05-30,6967092
2017-05-31,6990953
2017-06-01,6710099
2017-06-02,6633854
2017-06-03,6796557
2017-06-06,7197775
2017-06-07,7189997
2017-06-08,7148617
2017-06-09,6992503
2017-06-10,6904352
2017-06-11,6766361
2017-06-12,6430804
2017-06-13,6330181
2017-06-14,6569954
2017-06-15,6610599
2017-06-16,6619066
2017-06-17,6785754
2017-06-18,6947135
2017-06-19,6802963
2017-06-20,6753486
2017-06-21,6640182
2017-06-22,6604316
2017-06-23,6585297
2017-06-24,6644177
2017-06-25,6766069
2017-06-26,6477833
2017-06-27,6474608
2017-06-28,6525416
2017-06-29,6481113
2017-06-30,6471117
2017-07-01,6463310
2017-07-02,6461113
2017-07-03,6517451
2017-07-04,6590768
2017-07-05,6612514
2017-07-06,6653121
2017-07-07,6623243
2017-07-08,6623568
2017-07-13,6776749
2017-07-14,6780900
2017-07-15,7004331
2017-07-16,7018594
2017-07-17,7038234
2017-07-18,7056338
2017-07-19,6966761
2017-07-20,7108231
2017-07-21,7362179
2017-07-22,7698678
2017-07-23,7920442
2017-07-24,7884120
2017-07-25,7841930
2017-07-26,7818117
2017-07-27,7732659
2017-07-28,7664673
2017-07-29,7636204
2017-07-30,7610014
2017-07-31,7639781
2017-08-01,7626728
2017-08-02,7652193
2017-08-03,7776713
2017-08-04,7815874
2017-08-05,7912640
2017-08-06,7860897
2017-08-09,7591472
2017-08-10,7500865
2017-08-11,7471484
2017-08-12,7486919
2017-08-13,7429718
2017-08-14,7392983
2017-08-15,7333866
2017-08-16,7261118
2017-08-17,7241538
2017-08-18,7228516
2017-08-19,7201263
2017-08-20,7327256
2017-08-21,7452798
2017-08-22,7352439
2017-08-23,7274781
2017-08-24,7122709
2017-08-25,6993696
2017-08-26,6832961
2017-08-27,6734268
2017-08-28,6669496
2017-08-29,6693326
2017-08-30,6763428
2017-08-31,6702015
2017-09-01,6740173
2017-09-02,6915629
2017-09-03,6982606
2017-09-04,7106758
2017-09-05,7061485
2017-09-06,7025917
2017-09-07,7042392
2017-09-08,6990971
2017-09-09,6998169
2017-09-10,7069143
2017-09-11,7011715
2017-09-12,6984939
2017-09-13,6938900
2017-09-14,6887966
2017-09-15,6941114
2017-09-16,6947139
2017-09-17,6971254
2017-09-18,7009536
2017-09-19,6982927
2017-09-20,6955241
2017-09-21,6883386
2017-09-22,6912259
2017-09-23,6926294
2017-09-24,6973544
2017-09-25,6939911
2017-09-26,6907983
2017-09-27,6916922
2017-09-28,6901462
2017-09-29,6970098
2017-09-30,7057890
2017-10-01,7113497
2017-10-02,7057175
2017-10-03,7072488
2017-10-04,7130313
2017-10-05,7183900
2017-10-06,7203775
2017-10-07,7393217
2017-10-08,7582623
2017-10-09,7729220
2017-10-10,7773606
2017-10-11,7757471
2017-10-12,7890684
2017-10-13,8104148
2017-10-14,8356771
2017-10-15,8477280
2017-10-16,8614779
2017-10-17,8631707
2017-10-18,8483658
2017-10-19,8271094
2017-10-20,8129377
2017-10-21,8112418
2017-10-22,8139500
2017-10-23,8047068
2017-10-24,8044214
2017-10-25,8129455
2017-10-26,8058258
2017-10-27,7933748
2017-10-28,7847191
2017-10-29,7850695
2017-10-30,7824856
2017-10-31,7843096
2017-11-01,7732792
2017-11-02,7710844
2017-11-03,7590161
2017-11-04,7393848
2017-11-05,7254252
2017-11-06,7287860
2017-11-07,7276658
2017-11-08,7275029
2017-11-09,7271083
2017-11-10,7192881
2017-11-11,7226499
2017-11-12,7435961
2017-11-13,7521461
2017-11-14,7499501
2017-11-15,7445042
2017-11-16,7460502
2017-11-17,7645079
2017-11-18,7944736
2017-11-19,8030674
2017-11-20,8020378
2017-11-21,7902979
2017-11-22,7867610
2017-11-23,7734806
2017-11-24,7607700
2017-11-25,7469695
2017-11-26,7376098
2017-11-27,7296147
2017-11-28,7221801
2017-11-29,7145245
2017-11-30,7189951
2017-12-01,7261396
2017-12-02,7401922
2017-12-03,7419820
2017-12-04,7353687
2017-12-05,7358890
2017-12-06,7426065
2017-12-07,7363219
2017-12-08,7365692
2017-12-09,7355187
2017-12-10,7392182
2017-12-11,7449131
2017-12-12,7376569
2017-12-13,7352187
2017-12-14,7347251
2017-12-15,7407008
2017-12-16,7528405
2017-12-17,7493580
2017-12-18,7649301
2017-12-19,7988146
2017-12-20,8357176
2017-12-21,8746659
2017-12-22,9135092
2017-12-23,9433878
2017-12-24,9092391
2017-12-25,8860579
2017-12-26,8755361
2017-12-27,8862465
2017-12-28,9287351
2017-12-29,9469513
2017-12-30,9528592
2017-12-31,9206632
2018-01-01,9133855
2018-01-02,9082125
2018-01-03,9167623
2018-01-04,8715509
2018-01-05,8961430
2018-01-06,9409260
2018-01-07,9875790
2018-01-08,9917096
2018-01-09,9573730
2018-01-10,9350466
2018-01-11,9622227
2018-01-12,9902076
2018-01-13,10262251
2018-01-14,10147893
2018-01-15,10103590
2018-01-16,10031012
2018-01-17,9739319
2018-01-18,9717661
2018-01-19,9806819
2018-01-20,9959488
2018-01-21,10395880
2018-01-22,10336253
2018-01-23,10160848
2018-01-24,10184917
2018-01-25,10046936
2018-01-26,9887852
2018-01-27,9892115
2018-01-28,9924938
2018-01-29,9853092
2018-01-30,9794561
2018-02-01,9780227
2018-02-02,10054187
2018-02-03,10181753
2018-02-04,10241766
2018-02-05,10297417
2018-02-06,10211493
2018-02-07,10029040
2018-02-08,9965140
2018-02-09,9810561
2018-02-10,9703382
2018-02-11,9613226
2018-02-12,9273849
2018-02-13,8974754
2018-02-14,8539079
2018-02-15,8345350
2018-02-16,8473520
2018-02-17,8799820
2018-02-18,8919427
2018-02-19,8856300
2018-02-20,8651460
2018-02-21,8505754
2018-02-22,8717553
2018-02-23,9000519
2018-02-24,9347347
2018-02-25,9725307
2018-02-26,9922240
2018-02-27,10032756
2018-02-28,9975712
2018-03-01,9954024
2018-03-02,10002794
2018-03-03,9986088
2018-03-04,10135317
2018-03-05,10076448
2018-03-06,9998646
2018-03-07,9777835
2018-03-08,9661792
2018-03-09,9718492
2018-03-10,9796891
2018-03-11,9682236
2018-03-12,9687556
2018-03-13,9653286
2018-03-14,9596346
2018-03-15,9416455
2018-03-16,9378364
2018-03-17,9298308
2018-03-18,9263233
2018-03-20,9205300
2018-03-21,9184060
2018-03-23,9178061
2018-03-24,9377761
2018-03-26,9627622
2018-03-27,9607041
2018-03-28,9639655
2018-03-29,9745247
2018-03-30,9799374
2018-03-31,9975895
2018-04-01,10205613
2018-04-02,10234771
2018-04-03,10041016
2018-04-04,9985893
2018-04-05,9938547
2018-04-06,9897640
2018-04-08,9872757
2018-04-09,9855148
2018-04-10,9954321
2018-04-11,9848700
2018-04-12,9784304
2018-04-13,9837062
2018-04-14,9825310
2018-04-16,9941437
2018-04-17,9926809
2018-04-18,9827976
2018-04-19,9794614
2018-04-20,9951049
2018-04-21,10165313
2018-04-22,10157254
2018-04-23,10315823
2018-04-24,10267777
2018-04-25,10189076
2018-04-26,10219521
2018-04-27,10357416
2018-04-28,10524785
2018-04-29,10594112
2018-04-30,10668584
2018-05-02,10830931
2018-05-03,10761920
2018-05-04,10737819
2018-05-05,10928589
2018-05-06,11023570
2018-05-07,10928997
2018-05-08,10779138
2018-05-09,10436762
2018-05-10,9924527
2018-05-11,9743520
2018-05-12,9966695
2018-05-13,9962019
2018-05-14,10043458
2018-05-15,10018888
2018-05-16,9955273
2018-05-17,10054915
2018-05-18,10184282
2018-05-19,10092727
2018-05-20,10124333
2018-05-21,10111088
2018-05-22,10078321
2018-05-23,10020979
2018-05-24,10013999
2018-05-25,10024758
2018-05-26,10230654
2018-05-27,10161067
2018-05-28,10281219
2018-05-29,10353915
2018-05-30,10292778
2018-05-31,10144118
2018-06-01,9985052
2018-06-02,10006309
2018-06-03,9961711
2018-06-04,9980377
2018-06-05,9942856
2018-06-06,9792405
2018-06-07,9305058
2018-06-08,8843725
2018-06-09,8688955
2018-06-10,8583189
2018-06-11,8399502
2018-06-12,8060616
2018-06-13,7777893
2018-06-14,7777269
2018-06-15,7709846
2018-06-16,7827049
2018-06-17,8040362
2018-06-18,8105060
2018-06-19,8177233
2018-06-20,8246545
2018-06-21,8337271
2018-06-22,8447470
2018-06-23,8373302
2018-06-24,8358287
2018-06-25,8287632
2018-06-26,8249765
2018-06-27,8174775
2018-06-28,8070255
2018-06-29,8013371
2018-06-30,8115669
2018-07-01,8336967
2018-07-02,8356177
2018-07-03,8255259
2018-07-04,8300856
2018-07-05,8289387
2018-07-06,8218216
2018-07-07,8271600
2018-07-08,8268421
2018-07-09,8364311
2018-07-10,8295226
2018-07-11,8268610
2018-07-12,8222050
2018-07-13,8156913
2018-07-14,8117377
2018-07-15,8110993
2018-07-16,8079762
2018-07-17,8174695
2018-07-18,8170318
2018-07-19,8148066
2018-07-20,8232715
2018-07-21,8324712
2018-07-22,8351950
2018-07-23,8438537
2018-07-24,8383292
2018-07-25,8366160
2018-07-26,8294784
2018-07-27,8224521
2018-07-28,8288249
2018-07-29,8259164
2018-07-30,8271649
2018-07-31,8225735
2018-08-01,8241500
2018-08-02,8254752
2018-08-03,8223623
2018-08-04,8232748
2018-08-05,8239583
2018-08-06,8201662
2018-08-07,8163908
2018-08-08,8064156
2018-08-09,7889004
2018-08-10,7655202
2018-08-11,7617863
2018-08-12,7744817
2018-08-14,7818511
2018-08-16,7612293
2018-08-17,7612370
2018-08-18,7777850
2018-08-19,8050156
2018-08-20,8225978
2018-08-21,8156244
2018-08-22,8162976
2018-08-23,8116471
2018-08-24,8121167
2018-08-25,8297258
2018-08-26,8296785
2018-08-27,8317797
2018-08-28,8361757
2018-08-29,8366474
2018-08-30,8320696
2018-08-31,8311566
2018-09-01,8386003
2018-09-02,8462104
2018-09-03,8630615
2018-09-04,8586781
2018-09-05,8552525
2018-09-06,8516734
2018-09-07,8480454
2018-09-08,8543091
2018-09-09,8476136
2018-09-10,8372839
2018-09-11,8309592
2018-09-12,8225199
2018-09-13,8205922
2018-09-14,8239886
2018-09-15,8486026
2018-09-16,8660465
2018-09-17,8686467
2018-09-18,8533793
2018-09-19,8519799
2018-09-20,8515849
2018-09-21,8613045
2018-09-22,8732527
2018-09-23,8871391
2018-09-24,8897634
2018-09-25,8932505
2018-09-26,8908229
2018-09-27,8889162
2018-09-28,8809137
2018-09-29,8868223
2018-09-30,9051446
2018-10-02,8938266
2018-10-03,8783490
2018-10-04,8716868
2018-10-05,8747278
2018-10-06,9081527
2018-10-07,9535235
2018-10-08,10011794
2018-10-09,10506526
2018-10-10,11028449
2018-10-11,11565741
2018-10-12,12144029
2018-10-13,12751231
2018-10-14,13170695
2018-10-15,13211143
2018-10-16,13007552
2018-10-17,12808875
2018-10-18,12309376
2018-10-19,11918371
2018-10-20,11801755
2018-10-21,11868073
2018-10-22,11931930
2018-10-23,11719207
2018-10-24,11670111
2018-10-25,11691778
2018-10-26,11883109
2018-10-27,11888658
2018-10-28,12312138
2018-10-29,12001449
2018-10-30,12039534
2018-10-31,11826656
2018-11-01,11700556
2018-11-03,11406498
2018-11-04,11512145
2018-11-05,11400678
2018-11-06,11354277
2018-11-07,11336154
2018-11-08,11248385
2018-11-09,11157207
2018-11-10,11254530
2018-11-11,11762933
2018-11-12,12058869
2018-11-13,12148088
2018-11-14,12345590
2018-11-15,12417207
2018-11-16,12487721
2018-11-17,12537059
2018-11-18,12464197
2018-11-19,12274446
2018-11-20,12202683
2018-11-21,12055140
2018-11-22,11925542
2018-11-23,11900971
2018-11-24,11964139
2018-11-25,12127272
2018-11-26,12070822
