date_obj,Zamorak%20d'hide%20body price
2019-04-07,665311
2019-04-08,667964
2019-04-09,663325
2019-04-10,659432
2019-04-11,653001
2019-04-12,646161
2019-04-13,625499
2019-04-14,624107
2019-04-15,618723
2019-04-16,610409
2019-04-17,601394
2019-04-18,592063
2019-04-19,579349
2019-04-20,570573
2019-04-21,576730
2019-04-22,593739
2019-04-23,595770
2019-04-24,583671
2019-04-25,571150
2019-04-26,573683
2019-04-27,577388
2019-04-28,597273
2019-04-29,609869
2019-04-30,609055
2019-05-01,615559
2019-05-02,612122
2019-05-03,617072
2019-05-04,623585
2019-05-05,635784
2019-05-06,627763
2019-05-07,628758
2019-05-08,628713
2019-05-09,631662
2019-05-10,631138
2019-05-11,626075
2019-05-12,625848
2019-05-13,621517
2019-05-14,623251
2019-05-15,627071
2019-05-16,620238
2019-05-17,617674
2019-05-18,617908
2019-05-19,623593
2019-05-20,623613
2019-05-21,622063
2019-05-22,622163
2019-05-23,616799
2019-05-24,613762
2019-05-25,604717
2019-05-26,602190
2019-05-27,599713
2019-05-28,589043
2019-05-29,574775
2019-05-30,569267
2019-05-31,564632
2019-06-01,569585
2019-06-02,593182
2019-06-03,588920
2019-06-04,591472
2019-06-05,600479
2019-06-06,591633
2019-06-07,593163
2019-06-08,611996
2019-06-09,610883
2019-06-10,614535
2019-06-11,610323
2019-06-12,619980
2019-06-13,622302
2019-06-14,612000
2019-06-15,608181
2019-06-16,613563
2019-06-17,617014
2019-06-18,618240
2019-06-19,614661
2019-06-20,608765
2019-06-21,600586
2019-06-22,594456
2019-06-23,588337
2019-06-24,578988
2019-06-25,575275
2019-06-26,573994
2019-06-27,581034
2019-06-28,578575
2019-06-29,574882
2019-06-30,584149
2019-07-01,592356
2019-07-02,597096
2019-07-03,611173
2019-07-04,614194
2019-07-05,606691
2019-07-06,605813
2019-07-07,614819
2019-07-08,630513
2019-07-09,634075
2019-07-10,617870
2019-07-11,613944
2019-07-12,613038
2019-07-13,611070
2019-07-14,617766
2019-07-15,612804
2019-07-16,608651
2019-07-17,606496
2019-07-18,617503
2019-07-19,608010
2019-07-20,602278
2019-07-21,597780
2019-07-22,600137
2019-07-23,604100
2019-07-24,598724
2019-07-25,599233
2019-07-26,591219
2019-07-27,589271
2019-07-28,589559
2019-07-29,587550
2019-07-30,584992
2019-07-31,582491
2019-08-01,583097
2019-08-02,584722
2019-08-03,581470
2019-08-04,580292
2019-08-05,581419
2019-08-06,582013
2019-08-07,596015
2019-08-08,607255
2019-08-09,621416
2019-08-10,617405
2019-08-11,625742
2019-08-12,637492
2019-08-13,639528
2019-08-14,645241
2019-08-15,656482
2019-08-16,670324
2019-08-17,673971
2019-08-18,688745
2019-08-19,702033
2019-08-20,689139
2019-08-21,677078
2019-08-22,675489
2019-08-23,671975
2019-08-24,658520
2019-08-24,658520
2019-08-25,650369
2019-08-25,650369
2019-08-26,642160
2019-08-26,642160
2019-08-27,636061
2019-08-27,636061
2019-08-28,632258
2019-08-29,630269
2019-08-30,631216
2019-08-31,635332
2019-09-01,639377
2019-09-02,638306
2019-09-03,639412
2019-09-04,638307
2019-09-05,636476
2019-09-06,641696
2019-09-07,648581
2019-09-08,647494
2019-09-09,641769
2019-09-10,635547
2019-09-11,626252
2019-09-12,626343
2019-09-13,620746
2019-09-14,615035
2019-09-15,612546
2019-09-16,605293
2019-09-17,600644
2019-09-18,592297
2019-09-19,588475
2019-09-20,583826
2019-09-21,580721
2019-09-22,578365
2019-09-23,581968
2019-09-24,596141
2019-09-25,588985
2019-09-26,591824
2019-09-27,591251
2019-09-28,591579
2019-09-29,594632
2019-09-30,590943
2019-10-01,591535
2019-10-02,597273
2019-10-03,603689
2019-10-04,607419
2019-10-05,616448
2019-10-06,617586
2019-10-07,623065
2019-10-08,622672
2019-10-09,623023
2019-10-10,622462
2019-10-11,624975
2019-10-12,626151
2019-10-13,622523
2019-10-14,618384
2019-10-15,617817
2019-10-16,610869
2019-10-17,606788
2019-10-18,596548
2019-10-19,592987
2019-10-20,596705
2019-10-21,591121
2019-10-22,595913
2019-10-23,604190
2019-10-24,600990
2019-10-25,604081
2019-10-26,608458
2019-10-27,611258
2019-10-28,607989
2019-10-29,605496
2019-10-30,606707
2019-10-31,607002
2019-11-01,607302
2019-11-02,600206
2019-11-03,592033
2019-11-04,587826
2019-11-05,586977
2019-11-06,591611
2019-11-07,589551
2019-11-08,594690
2019-11-09,591656
2019-11-10,594588
2019-11-11,591640
2019-11-12,588704
2019-11-13,587515
2019-11-14,603022
2019-11-15,613056
2019-11-16,607138
2019-11-17,600933
2019-11-18,597890
2019-11-19,596491
2019-11-20,596934
2019-11-21,607486
2019-11-22,610445
2019-11-23,611876
2019-11-24,621609
2019-11-25,620947
2019-11-26,625500
2019-11-27,641695
2019-11-28,658640
2019-11-29,683509
2019-11-30,696929
2019-12-01,706986
2019-12-02,733592
2019-12-03,736887
2019-12-04,730950
2019-12-05,726717
2019-12-06,716866
2019-12-07,703882
2019-12-08,701574
2019-12-09,693954
2019-12-10,697978
2019-12-11,697624
2019-12-12,695069
2019-12-13,706942
2019-12-14,719573
2019-12-15,718644
2019-12-16,713800
2019-12-17,709653
2019-12-18,715499
2019-12-19,717173
2019-12-20,704511
2019-12-21,713358
2019-12-22,727282
2019-12-23,721944
2019-12-24,725603
2019-12-25,723850
2019-12-26,717899
2019-12-27,712788
2019-12-28,714422
2019-12-29,715662
2019-12-30,725828
2019-12-31,718719
2020-01-01,712540
2020-01-02,712092
2020-01-03,710629
2020-01-04,708982
2020-01-05,707086
2020-01-06,691328
2020-01-07,686585
2020-01-08,683048
2020-01-09,686037
2020-01-10,693402
2020-01-11,707089
2020-01-12,718982
2020-01-13,718970
2020-01-14,730205
2020-01-15,729558
2020-01-16,717609
2020-01-17,718962
2020-01-18,730196
2020-01-19,730659
2020-01-20,738027
2020-01-21,734966
2020-01-22,737552
2020-01-23,752953
2020-01-24,742965
2020-01-25,757023
2020-01-26,755450
2020-01-27,768486
2020-01-28,769254
2020-01-29,767978
2020-01-30,760928
2020-01-31,754120
2020-02-01,751103
2020-02-02,747253
2020-02-03,745710
2020-02-04,739948
2020-02-05,734185
2020-02-06,710671
2020-02-07,683246
2020-02-08,664605
2020-02-09,665293
2020-02-10,661250
2020-02-11,655586
2020-02-12,646696
2020-02-13,630509
2020-02-14,612764
2020-02-15,594235
2020-02-16,595617
2020-02-17,609495
2020-02-18,622242
2020-02-19,627509
2020-02-20,632200
2020-02-21,649199
2020-02-22,652534
2020-02-23,675150
2020-02-24,689559
2020-02-25,691556
2020-02-26,701061
2020-02-27,698719
2020-02-28,691345
2020-02-29,694590
2020-03-01,689405
2020-03-02,689536
2020-03-03,706559
2020-03-04,710712
2020-03-05,711092
2020-03-06,713866
2020-03-07,716002
2020-03-08,720850
2020-03-09,732788
2020-03-10,723321
2020-03-11,720271
2020-03-12,714783
2020-03-13,714833
2020-03-14,712084
2020-03-15,709110
2020-03-16,708490
2020-03-17,708463
2020-03-18,704357
2020-03-19,699951
2020-03-20,693658
2020-03-21,697335
2020-03-22,709971
2020-03-23,715365
2020-03-24,719483
2020-03-25,720701
2020-03-26,734149
2020-03-27,742191
2020-03-28,749714
2020-03-29,768989
2020-03-30,761332
2020-03-31,768548
2020-04-01,782119
2020-04-02,781050
2020-04-03,774309
2020-04-04,772775
2020-04-05,782562
2020-04-06,787592
2020-04-07,785540
2020-04-08,803442
2020-04-09,817544
2020-04-10,826274
2020-04-11,817037
2020-04-12,808392
2020-04-13,808748
2020-04-14,824764
2020-04-15,833113
2020-04-16,839330
2020-04-17,844643
2020-04-18,856395
2020-04-19,864234
2020-04-20,871941
2020-04-21,871760
2020-04-22,864136
2020-04-23,859932
2020-04-24,863416
2020-04-25,867748
2020-04-26,867741
2020-04-27,877503
2020-04-28,868897
2020-04-29,871233
2020-04-30,862763
2020-05-01,860079
2020-05-02,857752
2020-05-03,860398
2020-05-04,853103
2020-05-05,851068
2020-05-06,849380
2020-05-07,851076
2020-05-08,845897
2020-05-09,843684
2020-05-10,835723
2020-05-11,831112
2020-05-12,829486
2020-05-13,831342
