date_obj,Magic%20bird%20house price
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-31,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,600
2018-02-19,600
2018-02-20,600
2018-02-21,600
2018-02-22,600
2018-02-23,600
2018-02-24,600
2018-02-25,600
2018-02-26,600
2018-02-27,600
2018-02-28,600
2018-03-01,600
2018-03-02,600
2018-03-03,600
2018-03-04,600
2018-03-05,600
2018-03-06,600
2018-03-07,600
2018-03-08,600
2018-03-09,600
2018-03-10,628
2018-03-11,628
2018-03-12,628
2018-03-13,628
2018-03-14,628
2018-03-15,628
2018-03-16,628
2018-03-17,628
2018-03-18,628
2018-03-19,628
2018-03-20,628
2018-03-21,628
2018-03-23,628
2018-03-24,628
2018-03-26,628
2018-03-27,628
2018-03-28,628
2018-03-29,628
2018-03-30,628
2018-03-31,628
2018-04-01,628
2018-04-02,628
2018-04-03,628
2018-04-04,628
2018-04-05,628
2018-04-06,628
2018-04-07,628
2018-04-08,628
2018-04-09,628
2018-04-10,628
2018-04-11,628
2018-04-12,628
2018-04-13,628
2018-04-14,628
2018-04-15,628
2018-04-16,628
2018-04-17,628
2018-04-18,628
2018-04-19,628
2018-04-20,628
2018-04-21,628
2018-04-22,628
2018-04-23,628
2018-04-24,628
2018-04-25,628
2018-04-26,628
2018-04-27,628
2018-04-28,628
2018-04-29,628
2018-04-30,628
2018-05-01,628
2018-05-04,659
2018-05-05,659
2018-05-06,659
2018-05-07,659
2018-05-08,659
2018-05-09,659
2018-05-10,659
2018-05-11,659
2018-05-12,659
2018-05-13,659
2018-05-14,659
2018-05-15,659
2018-05-16,659
2018-05-17,659
2018-05-18,659
2018-05-19,659
2018-05-20,659
2018-05-21,659
2018-05-22,659
2018-05-23,659
2018-05-24,659
2018-05-25,659
2018-05-26,659
2018-05-27,659
2018-05-28,659
2018-05-29,659
2018-05-30,659
2018-05-31,659
2018-06-01,659
2018-06-02,659
2018-06-03,692
2018-06-04,692
2018-06-05,692
2018-06-06,692
2018-06-07,692
2018-06-08,692
2018-06-09,692
2018-06-10,692
2018-06-11,692
2018-06-12,692
2018-06-13,692
2018-06-14,692
2018-06-15,692
2018-06-16,692
2018-06-17,692
2018-06-18,692
2018-06-19,692
2018-06-20,692
2018-06-21,692
2018-06-22,692
2018-06-23,726
2018-06-24,726
2018-06-25,726
2018-06-26,726
2018-06-27,726
2018-06-28,726
2018-06-29,726
2018-06-30,726
2018-07-01,726
2018-07-02,726
2018-07-03,726
2018-07-04,726
2018-07-05,726
2018-07-06,726
2018-07-07,726
2018-07-08,726
2018-07-09,726
2018-07-10,726
2018-07-11,726
2018-07-12,726
2018-07-13,726
2018-07-14,726
2018-07-15,726
2018-07-16,726
2018-07-17,726
2018-07-18,726
2018-07-19,726
2018-07-20,726
2018-07-21,726
2018-07-22,726
2018-07-23,726
2018-07-24,726
2018-07-25,726
2018-07-26,726
2018-07-27,726
2018-07-28,726
2018-07-29,726
2018-07-30,726
2018-07-31,726
2018-08-01,726
2018-08-02,726
2018-08-03,726
2018-08-04,762
2018-08-05,762
2018-08-06,762
2018-08-07,762
2018-08-08,762
2018-08-09,762
2018-08-10,762
2018-08-11,762
2018-08-12,762
2018-08-14,762
2018-08-16,762
2018-08-17,762
2018-08-18,762
2018-08-19,762
2018-08-20,762
2018-08-21,762
2018-08-22,762
2018-08-23,762
2018-08-24,762
2018-08-25,762
2018-08-26,762
2018-08-27,762
2018-08-28,762
2018-08-29,798
2018-08-30,798
2018-08-31,798
2018-09-01,798
2018-09-02,798
2018-09-03,798
2018-09-04,798
2018-09-05,798
2018-09-06,798
2018-09-07,798
2018-09-08,798
2018-09-09,798
2018-09-10,798
2018-09-11,798
2018-09-12,798
2018-09-13,798
2018-09-14,798
2018-09-15,798
2018-09-16,798
2018-09-17,798
2018-09-18,798
2018-09-19,798
2018-09-20,798
2018-09-21,798
2018-09-22,837
2018-09-23,837
2018-09-24,837
2018-09-25,837
2018-09-26,837
2018-09-27,837
2018-09-28,837
2018-09-29,837
2018-09-30,837
2018-10-02,837
2018-10-03,837
2018-10-04,837
2018-10-05,837
2018-10-06,837
2018-10-07,837
2018-10-08,837
2018-10-09,837
2018-10-10,837
2018-10-11,837
2018-10-12,837
2018-10-13,837
2018-10-14,837
2018-10-15,878
2018-10-16,878
2018-10-17,878
2018-10-18,878
2018-10-19,878
2018-10-20,878
2018-10-21,878
2018-10-22,878
2018-10-23,878
2018-10-24,878
2018-10-25,878
2018-10-26,878
2018-10-27,878
2018-10-28,878
2018-10-29,878
2018-10-30,878
2018-10-31,878
2018-11-01,878
2018-11-03,921
2018-11-04,921
2018-11-05,921
2018-11-06,921
2018-11-07,921
2018-11-08,921
2018-11-09,921
2018-11-10,921
2018-11-11,921
2018-11-12,921
2018-11-13,921
2018-11-14,921
2018-11-15,921
2018-11-16,967
2018-11-17,967
2018-11-18,967
2018-11-19,967
2018-11-20,967
2018-11-21,967
2018-11-22,967
2018-11-23,967
2018-11-24,967
2018-11-25,967
