date_obj,Magic%20bird%20house price
2018-11-26,967
2018-11-27,967
2018-11-28,967
2018-11-29,1015
2018-12-01,1015
2018-12-02,1015
2018-12-03,1015
2018-12-05,1015
2018-12-07,1015
2018-12-09,1015
2018-12-11,1015
2018-12-12,1015
2018-12-13,1015
2018-12-14,1015
2018-12-15,1015
2018-12-16,1064
2018-12-17,1064
2018-12-18,1064
2018-12-19,1064
2018-12-20,1064
2018-12-21,1064
2018-12-22,1064
2018-12-23,1064
2018-12-24,1064
2018-12-25,1064
2018-12-26,1064
2018-12-27,1064
2018-12-28,1064
2018-12-29,1064
2018-12-30,1064
2018-12-31,1064
2019-01-01,1064
2019-01-02,1064
2019-01-03,1116
2019-01-04,1116
2019-01-05,1116
2019-01-06,1116
2019-01-08,1116
2019-01-10,1116
2019-01-11,1116
2019-01-12,1116
2019-01-13,1116
2019-01-14,1116
2019-01-15,1171
2019-01-16,1171
2019-01-17,1171
2019-01-18,1171
2019-01-19,1171
2019-01-20,1171
2019-01-21,1171
2019-01-22,1171
2019-01-23,1171
2019-01-24,1171
2019-01-25,1171
2019-01-26,1171
2019-01-27,1171
2019-01-28,1228
2019-01-29,1228
2019-01-30,1228
2019-01-31,1228
2019-02-01,1228
2019-02-02,1228
2019-02-03,1228
2019-02-04,1228
2019-02-05,1228
2019-02-06,1228
2019-02-07,1228
2019-02-08,1228
2019-02-09,1228
2019-02-10,1228
2019-02-11,1286
2019-02-12,1286
2019-02-13,1286
2019-02-14,1286
2019-02-15,1286
2019-02-16,1286
2019-02-17,1286
2019-02-18,1286
2019-02-19,1286
2019-02-20,1286
2019-02-21,1286
2019-02-22,1286
2019-02-23,1286
2019-02-24,1286
2019-02-25,1349
2019-02-26,1349
2019-02-27,1349
2019-02-28,1349
2019-03-01,1349
2019-03-02,1349
2019-03-03,1349
2019-03-04,1349
2019-03-05,1349
2019-03-06,1349
2019-03-07,1349
2019-03-08,1349
2019-03-09,1349
2019-03-10,1349
2019-03-11,1349
2019-03-12,1349
2019-03-13,1416
2019-03-14,1416
2019-03-15,1416
2019-03-16,1416
2019-03-17,1416
2019-03-18,1416
2019-03-19,1416
2019-03-20,1416
2019-03-21,1416
2019-03-22,1416
2019-03-23,1416
2019-03-24,1416
2019-03-25,1416
2019-03-26,1416
2019-03-27,1416
2019-03-28,1485
2019-03-29,1485
2019-03-30,1485
2019-03-31,1485
2019-04-01,1485
2019-04-02,1485
2019-04-03,1485
2019-04-04,1485
2019-04-05,1485
2019-04-06,1485
2019-04-07,1485
2019-04-08,1485
2019-04-09,1485
2019-04-10,1485
2019-04-11,1485
2019-04-12,1554
2019-04-13,1554
2019-04-14,1554
2019-04-15,1554
2019-04-16,1554
2019-04-17,1554
2019-04-18,1554
2019-04-19,1554
2019-04-20,1554
2019-04-21,1554
2019-04-22,1554
2019-04-23,1554
2019-04-24,1630
2019-04-25,1630
2019-04-26,1630
2019-04-27,1630
2019-04-28,1630
2019-04-29,1630
2019-04-30,1630
2019-05-01,1630
2019-05-02,1630
2019-05-03,1630
2019-05-04,1630
2019-05-05,1630
2019-05-06,1630
2019-05-07,1709
2019-05-08,1709
2019-05-09,1709
2019-05-10,1709
2019-05-11,1709
2019-05-12,1709
2019-05-13,1709
2019-05-14,1709
2019-05-15,1709
2019-05-16,1709
2019-05-17,1709
2019-05-18,1709
2019-05-19,1787
2019-05-20,1787
2019-05-21,1787
2019-05-22,1787
2019-05-23,1787
2019-05-24,1787
2019-05-25,1787
2019-05-26,1787
2019-05-27,1787
2019-05-28,1787
2019-05-29,1787
2019-05-30,1787
2019-05-31,1873
2019-06-01,1873
2019-06-02,1873
2019-06-03,1873
2019-06-04,1873
2019-06-05,1873
2019-06-06,1873
2019-06-07,1873
2019-06-08,1873
2019-06-09,1873
2019-06-10,1873
2019-06-11,1960
2019-06-12,1960
2019-06-13,1960
2019-06-14,1960
2019-06-15,1960
2019-06-16,1960
2019-06-17,1960
2019-06-18,1960
2019-06-19,1960
2019-06-20,1960
2019-06-21,1960
2019-06-22,1960
2019-06-23,2004
2019-06-24,2004
2019-06-25,2004
2019-06-26,2004
2019-06-27,2004
2019-06-28,2004
2019-06-29,2004
2019-06-30,2004
2019-07-01,2004
2019-07-02,2004
2019-07-03,2004
2019-07-04,2034
2019-07-05,2034
2019-07-06,2034
2019-07-07,2034
2019-07-08,2034
2019-07-09,2034
2019-07-10,2034
2019-07-11,2034
2019-07-12,2034
2019-07-13,2034
2019-07-14,2034
2019-07-15,1981
2019-07-16,1981
2019-07-17,1981
2019-07-18,1981
2019-07-19,1981
2019-07-20,1981
2019-07-21,1981
2019-07-22,1981
2019-07-23,1981
2019-07-24,1981
2019-07-25,1981
2019-07-26,1981
2019-07-27,1944
2019-07-28,1944
2019-07-29,1944
2019-07-30,1944
2019-07-31,1944
2019-08-01,1944
2019-08-02,1944
2019-08-03,1944
2019-08-04,1944
2019-08-05,1944
2019-08-06,1930
2019-08-07,1930
2019-08-08,1930
2019-08-09,1930
2019-08-10,1930
2019-08-11,1930
2019-08-12,1930
2019-08-13,1930
2019-08-14,1930
2019-08-15,1930
2019-08-16,1932
2019-08-17,1932
2019-08-18,1932
2019-08-19,1932
2019-08-20,1932
2019-08-21,1932
2019-08-22,1932
2019-08-23,1932
2019-08-24,1932
2019-08-24,1932
2019-08-25,1932
2019-08-25,1932
2019-08-26,2014
2019-08-26,2014
2019-08-27,2014
2019-08-27,2014
2019-08-28,2014
2019-08-29,2014
2019-08-30,2014
2019-08-31,2014
2019-09-01,2014
2019-09-02,2014
2019-09-03,2014
2019-09-04,2014
2019-09-05,2048
2019-09-06,2048
2019-09-07,2048
2019-09-08,2048
2019-09-09,2048
2019-09-10,2048
2019-09-11,2048
2019-09-12,2048
2019-09-13,2048
2019-09-14,2048
2019-09-15,2048
2019-09-16,2091
2019-09-17,2091
2019-09-18,2091
2019-09-19,2091
2019-09-20,2091
2019-09-21,2091
2019-09-22,2091
2019-09-23,2091
2019-09-24,2091
2019-09-25,2091
2019-09-26,2091
2019-09-27,2125
2019-09-28,2125
2019-09-29,2125
2019-09-30,2125
2019-10-01,2125
2019-10-02,2125
2019-10-03,2125
2019-10-04,2125
2019-10-05,2125
2019-10-06,2051
2019-10-07,2051
2019-10-08,2051
2019-10-09,2051
2019-10-10,2051
2019-10-11,2051
2019-10-12,2051
2019-10-13,2051
2019-10-14,2051
2019-10-15,2051
2019-10-16,1999
2019-10-17,1999
2019-10-18,1999
2019-10-19,1999
2019-10-20,1999
2019-10-21,1999
2019-10-22,1999
2019-10-23,1999
2019-10-24,1999
2019-10-25,1971
2019-10-26,1971
2019-10-27,1971
2019-10-28,1971
2019-10-29,1971
2019-10-30,1971
2019-10-31,1971
2019-11-01,1971
2019-11-02,1971
2019-11-03,1971
2019-11-04,1979
2019-11-05,1979
2019-11-06,1979
2019-11-07,1979
2019-11-08,1979
2019-11-09,1979
2019-11-10,1979
2019-11-11,1979
2019-11-12,1979
2019-11-13,1979
2019-11-14,1952
2019-11-15,1952
2019-11-16,1952
2019-11-17,1952
2019-11-18,1952
2019-11-19,1952
2019-11-20,1952
2019-11-21,1952
2019-11-22,1952
2019-11-23,1952
2019-11-24,1906
2019-11-25,1906
2019-11-26,1906
2019-11-27,1906
2019-11-28,1906
2019-11-29,1906
2019-11-30,1906
2019-12-01,1906
2019-12-02,1906
2019-12-03,1906
2019-12-04,1895
2019-12-05,1895
2019-12-06,1895
2019-12-07,1895
2019-12-08,1895
2019-12-09,1895
2019-12-10,1895
2019-12-11,1895
2019-12-12,1895
2019-12-13,1895
2019-12-14,1895
2019-12-15,1916
2019-12-16,1916
2019-12-17,1916
2019-12-18,1916
2019-12-19,1916
2019-12-20,1916
2019-12-21,1916
2019-12-22,1916
2019-12-23,1916
2019-12-24,1916
2019-12-25,1957
2019-12-26,1957
2019-12-27,1957
2019-12-28,1957
2019-12-29,1957
2019-12-30,1957
2019-12-31,1957
2020-01-01,1957
2020-01-02,1957
2020-01-03,1975
2020-01-04,1975
2020-01-05,1975
2020-01-06,1975
2020-01-07,1975
2020-01-08,1975
2020-01-09,1975
2020-01-10,1975
2020-01-11,1975
2020-01-12,2000
2020-01-13,2000
2020-01-14,2000
2020-01-15,2000
2020-01-16,2000
2020-01-17,2000
2020-01-18,2000
2020-01-19,2056
2020-01-20,2056
2020-01-21,2056
2020-01-22,2056
2020-01-23,2056
2020-01-24,2056
2020-01-25,2056
2020-01-26,2056
2020-01-27,2113
2020-01-28,2113
2020-01-29,2113
2020-01-30,2113
2020-01-31,2113
2020-02-01,2113
2020-02-02,2113
2020-02-03,2113
2020-02-04,2165
2020-02-05,2165
2020-02-06,2165
2020-02-07,2165
2020-02-08,2165
2020-02-09,2165
2020-02-10,2165
2020-02-11,2215
2020-02-12,2215
2020-02-13,2215
2020-02-14,2215
2020-02-15,2215
2020-02-16,2215
2020-02-17,2215
2020-02-18,2120
2020-02-19,2120
2020-02-20,2120
2020-02-21,2120
2020-02-22,2120
2020-02-23,2120
2020-02-24,2120
2020-02-25,2014
2020-02-26,2014
2020-02-27,2014
2020-02-28,2014
2020-02-29,2014
2020-03-01,2014
2020-03-02,1957
2020-03-03,1957
2020-03-04,1957
2020-03-05,1957
2020-03-06,1957
2020-03-07,1957
2020-03-08,1957
2020-03-09,1961
2020-03-10,1961
2020-03-11,1961
2020-03-12,1961
2020-03-13,1961
2020-03-14,1961
2020-03-15,1961
2020-03-16,1996
2020-03-17,1996
2020-03-18,1996
2020-03-19,1996
2020-03-20,1996
2020-03-21,1996
2020-03-22,2074
2020-03-23,2074
2020-03-24,2074
2020-03-25,2074
2020-03-26,2074
2020-03-27,2106
2020-03-28,2106
2020-03-29,2106
2020-03-30,2106
2020-03-31,2106
2020-04-01,2150
2020-04-02,2150
2020-04-03,2150
2020-04-04,2150
2020-04-05,2150
2020-04-06,2082
2020-04-07,2082
2020-04-08,2082
2020-04-09,2082
2020-04-10,2082
2020-04-11,1981
2020-04-12,1981
2020-04-13,1981
2020-04-14,1981
2020-04-15,2001
2020-04-16,2001
2020-04-17,2001
2020-04-18,2001
2020-04-19,2003
2020-04-20,2003
2020-04-21,2003
2020-04-22,2003
2020-04-23,1996
2020-04-24,1996
2020-04-25,1996
2020-04-26,1996
2020-04-27,2057
2020-04-28,2057
2020-04-29,2057
2020-04-30,2057
2020-05-01,2055
2020-05-02,2055
2020-05-03,2055
2020-05-04,2055
2020-05-05,2004
2020-05-06,2004
2020-05-07,2004
2020-05-08,2004
2020-05-09,2074
2020-05-10,2074
2020-05-11,2074
2020-05-12,2074
2020-05-13,2097
