date_obj,3rd%20age%20druidic%20robe%20top price
2019-04-11,150000000
2019-04-11,155160581
2019-04-12,155160581
2019-04-13,161491536
2019-04-14,161491536
2019-04-15,1000000000
2019-04-16,1000000000
2019-04-17,1000000000
2019-04-18,1000000000
2019-04-19,1000000000
2019-04-20,1000000000
2019-04-21,1000000000
2019-04-22,1000000000
2019-04-23,1000000000
2019-04-24,1000000000
2019-04-25,1000000000
2019-04-26,1000000000
2019-04-27,1000000000
2019-04-28,1000000000
2019-04-29,1000000000
2019-04-30,1000000000
2019-05-01,1000000000
2019-05-02,1000000000
2019-05-03,1000000000
2019-05-04,1000000000
2019-05-05,1000000000
2019-05-06,1000000000
2019-05-07,1000000000
2019-05-08,1000000000
2019-05-09,1000000000
2019-05-10,1000000000
2019-05-11,1000000000
2019-05-12,1000000000
2019-05-13,1000000000
2019-05-14,1000000000
2019-05-15,1000000000
2019-05-16,1000000000
2019-05-17,1000000000
2019-05-18,1000000000
2019-05-19,1000000000
2019-05-20,1000000000
2019-05-21,1000000000
2019-05-22,1000000000
2019-05-23,1000000000
2019-05-24,1000000000
2019-05-25,1000000000
2019-05-26,1000000000
2019-05-27,1000000000
2019-05-28,1000000000
2019-05-29,1000000000
2019-05-30,1000000000
2019-05-31,1000000000
2019-06-01,1000000000
2019-06-02,1000000000
2019-06-03,1000000000
2019-06-04,1000000000
2019-06-05,1000000000
2019-06-06,1000000000
2019-06-07,1000000000
2019-06-08,1000000000
2019-06-09,1000000000
2019-06-10,1000000000
2019-06-11,1000000000
2019-06-12,1000000000
2019-06-13,1000000000
2019-06-14,1000000000
2019-06-15,1000000000
2019-06-16,1037155964
2019-06-17,1037155964
2019-06-18,1037155964
2019-06-19,1037155964
2019-06-20,1037155964
2019-06-21,1037155964
2019-06-22,1037155964
2019-06-23,1037155964
2019-06-24,1037155964
2019-06-25,1037155964
2019-06-26,1037155964
2019-06-27,1037155964
2019-06-28,1037155964
2019-06-29,1037155964
2019-06-30,1037155964
2019-07-01,1037155964
2019-07-02,1037155964
2019-07-03,1037155964
2019-07-04,1037155964
2019-07-05,1037155964
2019-07-06,1037155964
2019-07-07,1037155964
2019-07-08,1037155964
2019-07-09,1037155964
2019-07-10,1037155964
2019-07-11,1037155964
2019-07-12,1037155964
2019-07-13,1037155964
2019-07-14,1037155964
2019-07-15,1037155964
2019-07-16,1037155964
2019-07-17,1037155964
2019-07-18,1037155964
2019-07-19,1037155964
2019-07-20,1037155964
2019-07-21,1037155964
2019-07-22,1037155964
2019-07-23,1037155964
2019-07-24,1037155964
2019-07-25,1037155964
2019-07-26,1037155964
2019-07-27,1083642285
2019-07-28,1083642285
2019-07-29,1083642285
2019-07-30,1083642285
2019-07-31,1083642285
2019-08-01,1083642285
2019-08-02,1083642285
2019-08-03,1083642285
2019-08-04,1083642285
2019-08-05,1083642285
2019-08-06,1083642285
2019-08-07,1083642285
2019-08-08,1083642285
2019-08-09,1083642285
2019-08-10,1083642285
2019-08-11,1083642285
2019-08-12,1083642285
2019-08-13,1083642285
2019-08-14,1083642285
2019-08-15,1083642285
2019-08-16,1083642285
2019-08-17,1083642285
2019-08-18,1083642285
2019-08-19,1083642285
2019-08-20,1083642285
2019-08-21,1083642285
2019-08-22,1083642285
2019-08-23,1083642285
2019-08-24,1083642285
2019-08-24,1083642285
2019-08-25,1131079239
2019-08-25,1131079239
2019-08-26,1131079239
2019-08-26,1131079239
2019-08-27,1131079239
2019-08-28,1131079239
2019-08-29,1131079239
2019-08-30,1131079239
2019-08-31,1131079239
2019-09-01,1131079239
2019-09-02,1131079239
2019-09-03,1131079239
2019-09-04,1131079239
2019-09-05,1131079239
2019-09-06,1131079239
2019-09-07,1131079239
2019-09-08,1131079239
2019-09-09,1131079239
2019-09-10,1131079239
2019-09-11,1131079239
2019-09-12,1131079239
2019-09-13,1131079239
2019-09-14,1131079239
2019-09-15,1131079239
2019-09-16,1131079239
2019-09-17,1131079239
2019-09-18,1131079239
2019-09-19,1131079239
2019-09-20,1131079239
2019-09-21,1131079239
2019-09-22,1131079239
2019-09-23,1173085958
2019-09-24,1173085958
2019-09-25,1173085958
2019-09-26,1173085958
2019-09-27,1173085958
2019-09-28,1173085958
2019-09-29,1173085958
2019-09-30,1173085958
2019-10-01,1173085958
2019-10-02,1173085958
2019-10-03,1173085958
2019-10-04,1173085958
2019-10-05,1173085958
2019-10-06,1173085958
2019-10-07,1173085958
2019-10-08,1173085958
2019-10-09,1173085958
2019-10-10,1173085958
2019-10-11,1173085958
2019-10-12,1173085958
2019-10-13,1173085958
2019-10-14,1173085958
2019-10-15,1173085958
2019-10-16,1173085958
2019-10-17,1173085958
2019-10-18,1173085958
2019-10-19,1173085958
2019-10-20,1173085958
2019-10-21,1173085958
2019-10-22,1173085958
2019-10-23,1217764993
2019-10-24,1217764993
2019-10-25,1217764993
2019-10-26,1217764993
2019-10-27,1217764993
2019-10-28,1217764993
2019-10-29,1217764993
2019-10-30,1217764993
2019-10-31,1217764993
2019-11-01,1217764993
2019-11-02,1217764993
2019-11-03,1217764993
2019-11-04,1217764993
2019-11-05,1217764993
2019-11-06,1217764993
2019-11-07,1217764993
2019-11-08,1217764993
2019-11-09,1217764993
2019-11-10,1217764993
2019-11-11,1217764993
2019-11-12,1217764993
2019-11-13,1217764993
