date_obj,Larupia%20top price
2015-03-26,16693
2015-03-27,16693
2015-03-28,15901
2015-03-29,15901
2015-03-30,15901
2015-03-31,15105
2015-04-01,15105
2015-04-02,15105
2015-04-03,14379
2015-04-04,14379
2015-04-05,14379
2015-04-06,13660
2015-04-07,13660
2015-04-08,13660
2015-04-09,13660
2015-04-10,12977
2015-04-11,12977
2015-04-12,12977
2015-04-13,12535
2015-04-14,12535
2015-04-15,12535
2015-04-16,12535
2015-04-17,12018
2015-04-18,12018
2015-04-19,12018
2015-04-20,12018
2015-04-21,11417
2015-04-22,11417
2015-04-23,11417
2015-04-24,11417
2015-04-25,11032
2015-04-26,11032
2015-04-27,11032
2015-04-28,10489
2015-04-29,10489
2015-04-30,10489
2015-05-01,10489
2015-05-02,9964
2015-05-03,9964
2015-05-04,9964
2015-05-05,9964
2015-05-06,9483
2015-05-07,9483
2015-05-08,9483
2015-05-09,9483
2015-05-10,9017
2015-05-11,9017
2015-05-12,9017
2015-05-13,9017
2015-05-14,8579
2015-05-15,8579
2015-05-16,8579
2015-05-17,8579
2015-05-18,8161
2015-05-19,8161
2015-05-20,8161
2015-05-21,8161
2015-05-22,8161
2015-05-23,7766
2015-05-24,7766
2015-05-25,7766
2015-05-26,7766
2015-05-27,7386
2015-05-28,7386
2015-05-29,7386
2015-05-30,7064
2015-05-31,7064
2015-06-01,7064
2015-06-02,7064
2015-06-03,6722
2015-06-04,6722
2015-06-05,6722
2015-06-06,6385
2015-06-07,6385
2015-06-08,6385
2015-06-09,6146
2015-06-10,6146
2015-06-11,6146
2015-06-12,6146
2015-06-13,6081
2015-06-14,6081
2015-06-15,6081
2015-06-16,5924
2015-06-17,5924
2015-06-18,5924
2015-06-19,5786
2015-06-20,5786
2015-06-21,5786
2015-06-22,5517
2015-06-23,5517
2015-06-24,5517
2015-06-25,5517
2015-06-26,5315
2015-06-27,5315
2015-06-28,5315
2015-06-29,5315
2015-06-30,5123
2015-07-01,5123
2015-07-02,5123
2015-07-03,5123
2015-07-04,4870
2015-07-05,4870
2015-07-06,4870
2015-07-07,4870
2015-07-08,4626
2015-07-09,4626
2015-07-10,4626
2015-07-11,4626
2015-07-12,4626
2015-07-13,4414
2015-07-14,4414
2015-07-15,4414
2015-07-16,4414
2015-07-17,4271
2015-07-18,4271
2015-07-19,4271
2015-07-20,4271
2015-07-21,4173
2015-07-22,4173
2015-07-23,4173
2015-07-24,4032
2015-07-25,4032
2015-07-26,4032
2015-07-27,4032
2015-07-28,3853
2015-07-29,3853
2015-07-30,3853
2015-07-31,3728
2015-08-01,3728
2015-08-02,3728
2015-08-03,3670
2015-08-04,3670
2015-08-05,3670
2015-08-06,3670
2015-08-07,3691
2015-08-08,3691
2015-08-09,3691
2015-08-10,3715
2015-08-11,3715
2015-08-12,3715
2015-08-13,3715
2015-08-14,3815
2015-08-15,3815
2015-08-16,3815
2015-08-17,3815
2015-08-18,3804
2015-08-19,3804
2015-08-20,3804
2015-08-21,3804
2015-08-22,3676
2015-08-23,3676
2015-08-24,3676
2015-08-25,3676
2015-08-26,3529
2015-08-27,3529
2015-08-28,3529
2015-08-29,3529
2015-08-30,3421
2015-08-31,3421
2015-09-01,3421
2015-09-02,3421
2015-09-03,3402
2015-09-04,3402
2015-09-05,3402
2015-09-06,3402
2015-09-07,3279
2015-09-08,3279
2015-09-09,3279
2015-09-10,3279
2015-09-11,3204
2015-09-12,3204
2015-09-13,3204
2015-09-14,3204
2015-09-15,3253
2015-09-16,3253
2015-09-17,3253
2015-09-18,3253
2015-09-19,3253
2015-09-20,3230
2015-09-21,3230
2015-09-22,3230
2015-09-23,3281
2015-09-24,3281
2015-09-25,3281
2015-09-27,3281
2015-09-28,3357
2015-09-29,3357
2015-09-30,3357
2015-10-05,3422
2015-10-06,3562
2015-10-07,3562
2015-10-08,3562
2015-10-09,3562
2015-10-10,3695
2015-10-11,3695
2015-10-12,3695
2015-10-13,3695
2015-10-14,3750
2015-10-15,3750
2015-10-16,3750
2015-10-17,3894
2015-10-18,3894
2015-10-19,3894
2015-10-20,3894
2015-10-22,3946
2015-10-23,3946
2015-10-24,3946
2015-10-25,3946
2015-10-26,4081
2015-10-27,4081
2015-10-29,4081
2015-10-30,4081
2015-10-31,4081
2015-11-01,4151
2015-11-02,4151
2015-11-03,4151
2015-11-04,4151
2015-11-05,4173
2015-11-06,4173
2015-11-07,4173
2015-11-08,4173
2015-11-09,4173
2015-11-10,4197
2015-11-11,4197
2015-11-12,4197
2015-11-13,4197
2015-11-14,4197
2015-11-15,4267
2015-11-16,4267
2015-11-17,4267
2015-11-18,4267
2015-11-19,4345
2015-11-20,4345
2015-11-21,4345
2015-11-22,4345
2015-11-23,4415
2015-11-24,4415
2015-11-25,4415
2015-11-26,4415
2015-11-27,4531
2015-11-28,4531
2015-11-29,4531
2015-11-30,4531
2015-12-01,4443
2015-12-02,4443
2015-12-03,4443
2015-12-04,4443
2015-12-05,4397
2015-12-06,4397
2015-12-07,4397
2015-12-08,4397
2015-12-09,4370
2015-12-10,4370
2015-12-11,4370
2015-12-12,4370
2015-12-13,4571
2015-12-14,4571
2015-12-15,4571
2015-12-16,4571
2015-12-17,4633
2015-12-18,4633
2015-12-19,4633
2015-12-20,4633
2015-12-21,4558
2015-12-22,4558
2015-12-23,4558
2015-12-24,4353
2015-12-25,4353
2015-12-26,4353
2015-12-27,4353
2015-12-28,4135
2015-12-29,4135
2015-12-30,4135
2015-12-31,3936
2016-01-01,3936
2016-01-02,3936
2016-01-03,3936
2016-01-04,3739
2016-01-05,3739
2016-01-06,3739
2016-01-07,3739
2016-01-08,3552
2016-01-09,3552
2016-01-10,3552
2016-01-11,3552
2016-01-12,3384
2016-01-13,3384
2016-01-14,3384
2016-01-15,3384
2016-01-16,3364
2016-01-17,3364
2016-01-18,3364
2016-01-19,3364
2016-01-20,3307
2016-01-21,3307
2016-01-22,3307
2016-01-23,3307
2016-01-24,3307
2016-01-25,3291
2016-01-26,3291
2016-01-27,3291
2016-01-28,3291
2016-01-29,3372
2016-01-30,3372
2016-01-31,3372
2016-02-01,3372
2016-02-02,3401
2016-02-03,3401
2016-02-04,3401
2016-02-05,3401
2016-02-06,3432
2016-02-07,3432
2016-02-08,3432
2016-02-09,3432
2016-02-10,3432
2016-02-11,3428
2016-02-12,3428
2016-02-13,3428
2016-02-14,3428
2016-02-15,3433
2016-02-16,3433
2016-02-17,3433
2016-02-18,3433
2016-02-19,3469
2016-02-20,3469
2016-02-21,3469
2016-02-22,3521
2016-02-23,3521
2016-02-24,3521
2016-02-25,3467
2016-02-26,3467
2016-02-27,3467
2016-02-28,3523
2016-02-29,3523
2016-03-01,3523
2016-03-02,3523
2016-03-03,3609
2016-03-04,3609
2016-03-05,3609
2016-03-06,3574
2016-03-07,3574
2016-03-08,3574
2016-03-09,3574
2016-03-10,3655
2016-03-11,3655
2016-03-12,3655
2016-03-13,3472
2016-03-14,3472
2016-03-15,3472
2016-03-16,3472
2016-03-17,3310
2016-03-18,3310
2016-03-19,3310
2016-03-20,3182
2016-03-21,3182
2016-03-22,3182
2016-03-23,3182
2016-03-24,3182
2016-03-25,3076
2016-03-26,3076
2016-03-27,3076
2016-03-28,3034
2016-03-29,3034
2016-03-30,3034
2016-03-31,3034
2016-04-01,3119
2016-04-02,3119
2016-04-03,3119
2016-04-04,3119
2016-04-05,3083
2016-04-06,3083
2016-04-07,3083
2016-04-08,3020
2016-04-09,3020
2016-04-10,3020
2016-04-11,3020
2016-04-12,2969
2016-04-13,2969
2016-04-14,2969
2016-04-15,2969
2016-04-16,2886
2016-04-17,2886
2016-04-18,2886
2016-04-19,2886
2016-04-20,2903
2016-04-21,2903
2016-04-22,2903
2016-04-23,2903
2016-04-24,3016
2016-04-25,3016
2016-04-26,3016
2016-04-27,2872
2016-04-28,2872
2016-04-29,2872
2016-04-30,2904
2016-05-01,2904
2016-05-02,2904
2016-05-03,2883
2016-05-04,2883
2016-05-05,2883
2016-05-06,2940
2016-05-07,2940
2016-05-08,2940
2016-05-09,2887
2016-05-10,2887
2016-05-11,2887
2016-05-12,2745
2016-05-13,2745
2016-05-14,2745
2016-05-15,2798
2016-05-16,2798
2016-05-17,2798
2016-05-18,2798
2016-05-19,2800
2016-05-22,2743
2016-05-23,2743
2016-05-24,2743
2016-05-25,2743
2016-05-26,2881
2016-05-27,2881
2016-05-28,2881
2016-05-29,2985
2016-05-30,2985
2016-05-31,2985
2016-06-01,2985
2016-06-02,2919
2016-06-03,2919
2016-06-04,2919
2016-06-05,2919
2016-06-06,2963
