date_obj,Pastry%20dough price
2015-03-26,400
2015-03-27,400
2015-03-28,400
2015-03-29,400
2015-03-30,400
2015-03-31,400
2015-04-01,400
2015-04-02,380
2015-04-03,380
2015-04-04,380
2015-04-05,380
2015-04-06,380
2015-04-07,380
2015-04-08,380
2015-04-09,380
2015-04-10,380
2015-04-11,380
2015-04-12,380
2015-04-13,365
2015-04-14,365
2015-04-15,365
2015-04-16,365
2015-04-17,365
2015-04-18,365
2015-04-19,365
2015-04-20,365
2015-04-21,365
2015-04-22,365
2015-04-23,365
2015-04-24,365
2015-04-25,349
2015-04-26,349
2015-04-27,349
2015-04-28,349
2015-04-29,349
2015-04-30,349
2015-05-01,349
2015-05-02,349
2015-05-03,349
2015-05-04,349
2015-05-05,349
2015-05-06,340
2015-05-07,340
2015-05-08,340
2015-05-09,340
2015-05-10,340
2015-05-11,340
2015-05-12,340
2015-05-13,340
2015-05-14,340
2015-05-15,340
2015-05-16,340
2015-05-17,323
2015-05-18,323
2015-05-19,323
2015-05-20,323
2015-05-21,323
2015-05-22,323
2015-05-23,323
2015-05-24,323
2015-05-25,323
2015-05-26,323
2015-05-27,323
2015-05-28,312
2015-05-29,312
2015-05-30,312
2015-05-31,312
2015-06-01,312
2015-06-02,312
2015-06-03,312
2015-06-04,312
2015-06-05,301
2015-06-06,301
2015-06-07,301
2015-06-08,301
2015-06-09,301
2015-06-10,301
2015-06-11,301
2015-06-12,301
2015-06-13,301
2015-06-14,301
2015-06-15,293
2015-06-16,293
2015-06-17,293
2015-06-18,293
2015-06-19,293
2015-06-20,293
2015-06-21,293
2015-06-22,293
2015-06-23,293
2015-06-24,293
2015-06-25,293
2015-06-26,280
2015-06-27,280
2015-06-28,280
2015-06-29,280
2015-06-30,280
2015-07-01,280
2015-07-02,280
2015-07-03,280
2015-07-04,280
2015-07-05,280
2015-07-06,280
2015-07-07,276
2015-07-08,276
2015-07-09,276
2015-07-10,276
2015-07-11,276
2015-07-12,276
2015-07-13,276
2015-07-14,276
2015-07-15,276
2015-07-16,281
2015-07-17,281
2015-07-18,281
2015-07-19,281
2015-07-20,281
2015-07-21,281
2015-07-22,281
2015-07-23,281
2015-07-24,281
2015-07-25,276
2015-07-26,276
2015-07-27,276
2015-07-28,276
2015-07-29,276
2015-07-30,276
2015-07-31,276
2015-08-01,267
2015-08-02,267
2015-08-03,267
2015-08-04,267
2015-08-05,267
2015-08-06,267
2015-08-07,267
2015-08-08,267
2015-08-09,258
2015-08-10,258
2015-08-11,258
2015-08-12,258
2015-08-13,258
2015-08-14,258
2015-08-15,258
2015-08-16,258
2015-08-17,260
2015-08-18,260
2015-08-19,260
2015-08-20,260
2015-08-21,260
2015-08-22,260
2015-08-23,260
2015-08-24,260
2015-08-25,260
2015-08-26,253
2015-08-27,253
2015-08-28,253
2015-08-29,253
2015-08-30,253
2015-08-31,253
2015-09-01,253
2015-09-02,253
2015-09-03,253
2015-09-04,248
2015-09-05,248
2015-09-06,248
2015-09-07,248
2015-09-08,248
2015-09-09,248
2015-09-10,248
2015-09-11,248
2015-09-12,248
2015-09-13,248
2015-09-14,253
2015-09-15,253
2015-09-16,253
2015-09-17,253
2015-09-18,253
2015-09-19,253
2015-09-20,253
2015-09-21,253
2015-09-22,251
2015-09-23,251
2015-09-24,251
2015-09-25,251
2015-09-27,251
2015-09-28,251
2015-09-29,251
2015-09-30,251
2015-10-05,241
2015-10-06,241
2015-10-07,241
2015-10-08,241
2015-10-09,241
2015-10-10,241
2015-10-11,241
2015-10-12,241
2015-10-13,241
2015-10-14,241
2015-10-15,241
2015-10-16,241
2015-10-17,241
2015-10-18,241
2015-10-19,241
2015-10-20,241
2015-10-22,241
2015-10-23,241
2015-10-24,241
2015-10-25,236
2015-10-26,236
2015-10-27,236
2015-10-29,236
2015-10-30,236
2015-10-31,236
2015-11-01,236
2015-11-02,236
2015-11-03,236
2015-11-04,236
2015-11-05,236
2015-11-06,236
2015-11-07,240
2015-11-08,240
2015-11-09,240
2015-11-10,240
2015-11-11,240
2015-11-12,240
2015-11-13,240
2015-11-14,240
2015-11-15,240
2015-11-16,240
2015-11-17,240
2015-11-18,243
2015-11-19,243
2015-11-20,243
2015-11-21,243
2015-11-22,243
2015-11-23,243
2015-11-24,243
2015-11-25,243
2015-11-26,243
2015-11-27,243
2015-11-28,243
2015-11-29,251
2015-11-30,251
2015-12-01,251
2015-12-02,251
2015-12-03,251
2015-12-04,251
2015-12-05,251
2015-12-06,251
2015-12-07,251
2015-12-08,251
2015-12-09,251
2015-12-10,260
2015-12-11,260
2015-12-12,260
2015-12-13,260
2015-12-14,260
2015-12-15,260
2015-12-16,260
2015-12-17,260
2015-12-18,260
2015-12-19,260
2015-12-20,264
2015-12-21,264
2015-12-22,264
2015-12-23,264
2015-12-24,264
2015-12-25,264
2015-12-26,264
2015-12-27,264
2015-12-28,264
2015-12-29,260
2015-12-30,260
2015-12-31,260
2016-01-01,260
2016-01-02,260
2016-01-03,260
2016-01-04,260
2016-01-05,260
2016-01-06,260
2016-01-07,262
2016-01-08,262
2016-01-09,262
2016-01-10,262
2016-01-11,262
2016-01-12,262
2016-01-13,262
2016-01-14,262
2016-01-15,262
2016-01-16,259
2016-01-17,259
2016-01-18,259
2016-01-19,259
2016-01-20,259
2016-01-21,259
2016-01-22,259
2016-01-23,259
2016-01-24,259
2016-01-25,262
2016-01-26,262
2016-01-27,262
2016-01-28,262
2016-01-29,262
2016-01-30,262
2016-01-31,262
2016-02-01,262
2016-02-02,262
2016-02-03,264
2016-02-04,264
2016-02-05,264
2016-02-06,264
2016-02-07,264
2016-02-08,264
2016-02-09,264
2016-02-10,264
2016-02-11,264
2016-02-12,264
2016-02-13,262
2016-02-14,262
2016-02-15,262
2016-02-16,262
2016-02-17,262
2016-02-18,262
2016-02-19,262
2016-02-20,262
2016-02-21,262
2016-02-22,262
2016-02-23,262
2016-02-24,262
2016-02-25,259
2016-02-26,259
2016-02-27,259
2016-02-28,259
2016-02-29,259
2016-03-01,259
2016-03-02,259
2016-03-03,259
2016-03-04,259
2016-03-05,259
2016-03-06,259
2016-03-07,259
2016-03-08,259
2016-03-09,259
2016-03-10,259
2016-03-11,259
2016-03-12,259
2016-03-13,259
2016-03-14,259
2016-03-15,259
2016-03-16,265
2016-03-17,265
2016-03-18,265
2016-03-19,265
2016-03-20,265
2016-03-21,265
2016-03-22,265
2016-03-23,265
2016-03-24,265
2016-03-25,267
2016-03-26,267
2016-03-27,267
2016-03-28,267
2016-03-29,267
2016-03-30,267
2016-03-31,267
2016-04-01,267
2016-04-02,267
2016-04-03,267
2016-04-04,267
2016-04-05,267
2016-04-06,267
2016-04-07,267
2016-04-08,267
2016-04-09,267
2016-04-10,267
2016-04-11,267
2016-04-12,267
2016-04-13,269
2016-04-14,269
2016-04-15,269
2016-04-16,269
2016-04-17,269
2016-04-18,269
2016-04-19,269
2016-04-20,269
2016-04-21,269
2016-04-22,270
2016-04-23,270
2016-04-24,270
2016-04-25,270
2016-04-26,270
2016-04-27,270
2016-04-28,270
2016-04-29,270
2016-04-30,270
2016-05-01,270
2016-05-02,277
2016-05-03,277
2016-05-04,277
2016-05-05,277
2016-05-06,277
2016-05-07,277
2016-05-08,277
2016-05-09,277
2016-05-10,277
2016-05-11,291
2016-05-12,291
2016-05-13,291
2016-05-14,291
2016-05-15,291
2016-05-16,291
2016-05-17,291
2016-05-18,291
2016-05-19,291
2016-05-22,306
2016-05-23,306
2016-05-24,306
2016-05-25,306
2016-05-26,306
2016-05-27,306
2016-05-28,294
2016-05-29,294
2016-05-30,294
2016-05-31,294
2016-06-01,294
2016-06-02,294
2016-06-03,294
2016-06-04,283
2016-06-05,283
2016-06-06,283
2016-06-07,283
2016-06-08,283
2016-06-09,283
2016-06-10,283
2016-06-11,296
2016-06-12,296
2016-06-13,296
2016-06-14,296
2016-06-15,296
2016-06-16,296
2016-06-17,296
2016-06-18,296
2016-06-19,294
2016-06-20,294
2016-06-21,294
2016-06-22,294
2016-06-23,294
2016-06-24,294
2016-06-25,294
2016-06-26,294
2016-06-27,294
2016-06-28,289
2016-06-29,289
2016-06-30,289
2016-07-01,289
2016-07-02,289
2016-07-03,289
2016-07-04,285
2016-07-05,285
2016-07-06,285
2016-07-07,285
2016-07-08,285
2016-07-09,285
2016-07-10,285
2016-07-11,285
2016-07-12,285
2016-07-13,280
2016-07-14,280
2016-07-15,280
2016-07-16,280
2016-07-17,280
2016-07-18,280
2016-07-23,280
2016-07-24,280
2016-07-25,266
2016-07-26,266
2016-07-27,266
2016-07-28,266
2016-07-29,266
2016-07-30,266
2016-07-31,266
2016-08-01,266
2016-08-02,266
2016-08-03,266
2016-08-04,266
2016-08-05,252
2016-08-06,252
2016-08-07,252
2016-08-08,252
2016-08-09,252
2016-08-10,252
2016-08-11,252
2016-08-12,252
2016-08-13,252
2016-08-14,244
2016-08-15,244
2016-08-16,244
2016-08-17,244
2016-08-18,244
2016-08-19,244
2016-08-20,244
2016-08-21,244
2016-08-22,244
2016-08-23,244
