date_obj,Raw%20bass price
2015-03-26,2266
2015-03-27,2266
2015-03-28,2266
2015-03-29,2266
2015-03-30,2266
2015-03-31,2266
2015-04-01,2266
2015-04-02,2266
2015-04-03,2157
2015-04-04,2157
2015-04-05,2157
2015-04-06,2157
2015-04-07,2157
2015-04-08,2157
2015-04-09,2157
2015-04-10,2157
2015-04-11,2157
2015-04-12,2157
2015-04-13,2157
2015-04-14,2051
2015-04-15,2051
2015-04-16,2051
2015-04-17,2051
2015-04-18,2051
2015-04-19,2051
2015-04-20,2051
2015-04-21,2051
2015-04-22,2051
2015-04-23,2051
2015-04-24,2051
2015-04-25,2051
2015-04-26,1952
2015-04-27,1952
2015-04-28,1952
2015-04-29,1952
2015-04-30,1952
2015-05-01,1952
2015-05-02,1952
2015-05-03,1952
2015-05-04,1952
2015-05-05,1952
2015-05-06,1952
2015-05-07,1952
2015-05-08,1952
2015-05-09,1860
2015-05-10,1860
2015-05-11,1860
2015-05-12,1860
2015-05-13,1860
2015-05-14,1860
2015-05-15,1860
2015-05-16,1860
2015-05-17,1860
2015-05-18,1860
2015-05-19,1860
2015-05-20,1860
2015-05-21,1860
2015-05-22,1769
2015-05-23,1769
2015-05-24,1769
2015-05-25,1769
2015-05-26,1769
2015-05-27,1769
2015-05-28,1769
2015-05-29,1769
2015-05-30,1687
2015-05-31,1687
2015-06-01,1687
2015-06-02,1687
2015-06-03,1687
2015-06-04,1687
2015-06-05,1687
2015-06-06,1687
2015-06-07,1687
2015-06-08,1687
2015-06-09,1687
2015-06-10,1610
2015-06-11,1610
2015-06-12,1610
2015-06-13,1610
2015-06-14,1610
2015-06-15,1610
2015-06-16,1610
2015-06-17,1610
2015-06-18,1610
2015-06-19,1610
2015-06-20,1610
2015-06-21,1530
2015-06-22,1530
2015-06-23,1530
2015-06-24,1530
2015-06-25,1530
2015-06-26,1530
2015-06-27,1530
2015-06-28,1530
2015-06-29,1530
2015-06-30,1530
2015-07-01,1464
2015-07-02,1464
2015-07-03,1464
2015-07-04,1464
2015-07-05,1464
2015-07-06,1464
2015-07-07,1464
2015-07-08,1464
2015-07-09,1464
2015-07-10,1464
2015-07-11,1464
2015-07-12,1407
2015-07-13,1407
2015-07-14,1407
2015-07-15,1407
2015-07-16,1407
2015-07-17,1407
2015-07-18,1407
2015-07-19,1407
2015-07-20,1407
2015-07-21,1407
2015-07-22,1407
2015-07-23,1407
2015-07-24,1347
2015-07-25,1347
2015-07-26,1347
2015-07-27,1347
2015-07-28,1347
2015-07-29,1347
2015-07-30,1347
2015-07-31,1347
2015-08-01,1347
2015-08-02,1347
2015-08-03,1347
2015-08-04,1347
2015-08-05,1347
2015-08-06,1282
2015-08-07,1282
2015-08-08,1282
2015-08-09,1282
2015-08-10,1282
2015-08-11,1282
2015-08-12,1282
2015-08-13,1282
2015-08-14,1282
2015-08-15,1282
2015-08-16,1282
2015-08-17,1282
2015-08-18,1282
2015-08-19,1220
2015-08-20,1220
2015-08-21,1220
2015-08-22,1220
2015-08-23,1220
2015-08-24,1220
2015-08-25,1220
2015-08-26,1220
2015-08-27,1220
2015-08-28,1220
2015-08-29,1220
2015-08-30,1220
2015-08-31,1220
2015-09-01,1161
2015-09-02,1161
2015-09-03,1161
2015-09-04,1161
2015-09-05,1161
2015-09-06,1161
2015-09-07,1161
2015-09-08,1161
2015-09-09,1161
2015-09-10,1161
2015-09-11,1104
2015-09-12,1104
2015-09-13,1104
2015-09-14,1104
2015-09-15,1104
2015-09-16,1104
2015-09-17,1104
2015-09-18,1104
2015-09-19,1104
2015-09-20,1104
2015-09-21,1104
2015-09-22,1052
2015-09-23,1052
2015-09-24,1052
2015-09-25,1052
2015-09-27,1052
2015-09-28,1052
2015-09-29,1052
2015-09-30,1052
2015-10-05,1001
2015-10-06,1001
2015-10-07,1001
2015-10-08,1001
2015-10-09,1001
2015-10-10,1001
2015-10-11,1001
2015-10-12,1001
2015-10-13,1001
2015-10-14,1001
2015-10-15,1001
2015-10-16,953
2015-10-17,953
2015-10-18,953
2015-10-19,953
2015-10-20,953
2015-10-22,953
2015-10-23,953
2015-10-24,953
2015-10-25,953
2015-10-26,953
2015-10-27,953
2015-10-29,908
2015-10-30,908
2015-10-31,908
2015-11-01,908
2015-11-02,908
2015-11-03,908
2015-11-04,908
2015-11-05,908
2015-11-06,908
2015-11-07,908
2015-11-08,908
2015-11-09,866
2015-11-10,866
2015-11-11,866
2015-11-12,866
2015-11-13,866
2015-11-14,866
2015-11-15,866
2015-11-16,866
2015-11-17,866
2015-11-18,866
2015-11-19,866
2015-11-20,866
2015-11-21,866
2015-11-22,825
2015-11-23,825
2015-11-24,825
2015-11-25,825
2015-11-26,825
2015-11-27,825
2015-11-28,825
2015-11-29,825
2015-11-30,825
2015-12-01,825
2015-12-02,787
2015-12-03,787
2015-12-04,787
2015-12-05,787
2015-12-06,787
2015-12-07,787
2015-12-08,787
2015-12-09,787
2015-12-10,787
2015-12-11,787
2015-12-12,787
2015-12-13,762
2015-12-14,762
2015-12-15,762
2015-12-16,762
2015-12-17,762
2015-12-18,762
2015-12-19,762
2015-12-20,762
2015-12-21,762
2015-12-22,762
2015-12-23,762
2015-12-24,726
2015-12-25,726
2015-12-26,726
2015-12-27,726
2015-12-28,726
2015-12-29,726
2015-12-30,726
2015-12-31,726
2016-01-01,726
2016-01-02,726
2016-01-03,726
2016-01-04,698
2016-01-05,698
2016-01-06,698
2016-01-07,698
2016-01-08,698
2016-01-09,698
2016-01-10,698
2016-01-11,698
2016-01-12,698
2016-01-13,698
2016-01-14,663
2016-01-15,663
2016-01-16,663
2016-01-17,663
2016-01-18,663
2016-01-19,663
2016-01-20,663
2016-01-21,663
2016-01-22,663
2016-01-23,663
2016-01-24,630
2016-01-25,630
2016-01-26,630
2016-01-27,630
2016-01-28,630
2016-01-29,630
2016-01-30,630
2016-01-31,630
2016-02-01,630
2016-02-02,598
2016-02-03,598
2016-02-04,598
2016-02-05,598
2016-02-06,598
2016-02-07,598
2016-02-08,598
2016-02-09,598
2016-02-10,598
2016-02-11,570
2016-02-12,570
2016-02-13,570
2016-02-14,570
2016-02-15,570
2016-02-16,570
2016-02-17,570
2016-02-18,570
2016-02-19,570
2016-02-20,570
2016-02-21,548
2016-02-22,548
2016-02-23,548
2016-02-24,548
2016-02-25,548
2016-02-26,548
2016-02-27,548
2016-02-28,548
2016-02-29,548
2016-03-01,548
2016-03-02,548
2016-03-03,529
2016-03-04,529
2016-03-05,529
2016-03-06,529
2016-03-07,529
2016-03-08,529
2016-03-09,529
2016-03-10,529
2016-03-11,529
2016-03-12,529
2016-03-13,510
2016-03-14,510
2016-03-15,510
2016-03-16,510
2016-03-17,510
2016-03-18,510
2016-03-19,510
2016-03-20,510
2016-03-21,510
2016-03-22,514
2016-03-23,514
2016-03-24,514
2016-03-25,514
2016-03-26,514
2016-03-27,514
2016-03-28,514
2016-03-29,514
2016-03-30,514
2016-03-31,517
2016-04-01,517
2016-04-02,517
2016-04-03,517
2016-04-04,517
2016-04-05,517
2016-04-06,517
2016-04-07,517
2016-04-08,517
2016-04-09,511
2016-04-10,511
2016-04-11,511
2016-04-12,511
2016-04-13,511
2016-04-14,511
2016-04-15,511
2016-04-16,511
2016-04-17,511
2016-04-18,505
2016-04-19,505
2016-04-20,505
2016-04-21,505
2016-04-22,505
2016-04-23,505
2016-04-24,505
2016-04-25,505
2016-04-26,505
2016-04-27,505
2016-04-28,505
2016-04-29,487
2016-04-30,487
2016-05-01,487
2016-05-02,487
2016-05-03,487
2016-05-04,487
2016-05-05,487
2016-05-06,487
2016-05-07,495
2016-05-08,495
2016-05-09,495
2016-05-10,495
2016-05-11,495
2016-05-12,495
2016-05-13,495
2016-05-14,495
2016-05-15,495
2016-05-16,492
2016-05-17,492
2016-05-18,492
2016-05-19,492
2016-05-22,492
2016-05-23,492
2016-05-24,492
2016-05-25,492
2016-05-26,490
2016-05-27,490
2016-05-28,490
2016-05-29,490
2016-05-30,490
2016-05-31,490
2016-06-01,490
2016-06-02,490
2016-06-03,490
2016-06-04,490
2016-06-05,482
2016-06-06,482
2016-06-07,482
2016-06-08,482
2016-06-09,482
2016-06-10,482
2016-06-11,482
2016-06-12,482
2016-06-13,478
2016-06-14,478
2016-06-15,478
2016-06-16,478
2016-06-17,478
2016-06-18,478
2016-06-19,478
2016-06-20,464
2016-06-21,464
2016-06-22,464
2016-06-23,464
2016-06-24,464
2016-06-25,464
2016-06-26,464
2016-06-27,464
