date_obj,Turquoise%20boots price
2015-12-29,2175
2015-12-30,2175
2015-12-31,2175
2016-01-01,2175
2016-01-02,2068
2016-01-03,2068
2016-01-04,2068
2016-01-05,2068
2016-01-07,2068
2016-01-08,2068
2016-01-09,2068
2016-01-10,2033
2016-01-11,2033
2016-01-12,2033
2016-01-13,2033
2016-01-14,2033
2016-01-15,2033
2016-01-16,2033
2016-01-17,2033
2016-01-18,1988
2016-01-19,1988
2016-01-20,1988
2016-01-21,1988
2016-01-22,1988
2016-01-23,1988
2016-01-24,1988
2016-01-25,1988
2016-01-26,1988
2016-01-27,1895
2016-01-28,1895
2016-01-29,1895
2016-01-30,1895
2016-01-31,1895
2016-02-01,1895
2016-02-02,1895
2016-02-03,1895
2016-02-04,1819
2016-02-05,1819
2016-02-06,1819
2016-02-07,1819
2016-02-08,1819
2016-02-09,1819
2016-02-10,1819
2016-02-11,1819
2016-02-12,1819
2016-02-13,1734
2016-02-14,1734
2016-02-15,1734
2016-02-16,1734
2016-02-17,1734
2016-02-18,1734
2016-02-19,1734
2016-02-20,1734
2016-02-21,1734
2016-02-22,1653
2016-02-23,1653
2016-02-24,1653
2016-02-25,1653
2016-02-26,1653
2016-02-27,1653
2016-02-28,1653
2016-02-29,1653
2016-03-01,1634
2016-03-02,1634
2016-03-03,1634
2016-03-04,1634
2016-03-05,1634
2016-03-06,1634
2016-03-07,1634
2016-03-08,1634
2016-03-09,1614
2016-03-10,1614
2016-03-11,1614
2016-03-12,1614
2016-03-13,1614
2016-03-14,1614
2016-03-15,1614
2016-03-16,1534
2016-03-17,1534
2016-03-18,1534
2016-03-19,1534
2016-03-20,1534
2016-03-21,1534
2016-03-22,1534
2016-03-23,1534
2016-03-24,1496
2016-03-25,1496
2016-03-26,1496
2016-03-27,1496
2016-03-28,1496
2016-03-29,1496
2016-03-30,1496
2016-03-31,1496
2016-04-01,1447
2016-04-02,1447
2016-04-03,1447
2016-04-04,1447
2016-04-05,1447
2016-04-06,1447
2016-04-07,1447
2016-04-08,1447
2016-04-09,1447
2016-04-10,1391
2016-04-11,1391
2016-04-12,1391
2016-04-13,1391
2016-04-14,1391
2016-04-15,1391
2016-04-16,1391
2016-04-17,1391
2016-04-18,1391
2016-04-19,1369
2016-04-20,1369
2016-04-21,1369
2016-04-22,1369
2016-04-23,1369
2016-04-24,1369
2016-04-25,1369
2016-04-26,1369
2016-04-27,1369
2016-04-28,1341
2016-04-29,1341
2016-04-30,1341
2016-05-01,1341
2016-05-02,1341
2016-05-03,1341
2016-05-04,1341
2016-05-05,1341
2016-05-06,1341
2016-05-07,1353
2016-05-08,1353
2016-05-09,1353
2016-05-10,1353
2016-05-11,1353
2016-05-12,1353
2016-05-13,1353
2016-05-14,1353
2016-05-15,1353
2016-05-16,1339
2016-05-17,1339
2016-05-18,1339
2016-05-19,1339
2016-05-22,1339
2016-05-23,1339
2016-05-24,1352
2016-05-25,1352
2016-05-26,1352
2016-05-27,1352
2016-05-28,1352
2016-05-29,1352
2016-05-30,1352
2016-05-31,1352
2016-06-01,1319
2016-06-02,1319
2016-06-03,1319
2016-06-04,1319
2016-06-05,1319
2016-06-06,1319
2016-06-07,1319
2016-06-08,1319
2016-06-09,1319
2016-06-10,1281
2016-06-11,1281
2016-06-12,1281
2016-06-13,1281
2016-06-14,1281
2016-06-15,1281
2016-06-16,1281
2016-06-17,1281
2016-06-18,1233
2016-06-19,1233
2016-06-20,1233
2016-06-21,1233
2016-06-22,1233
2016-06-23,1233
2016-06-24,1233
2016-06-25,1195
2016-06-26,1195
2016-06-27,1195
2016-06-28,1195
2016-06-29,1195
2016-06-30,1195
2016-07-01,1195
2016-07-02,1195
2016-07-03,1138
2016-07-04,1138
2016-07-05,1138
2016-07-06,1138
2016-07-07,1138
2016-07-08,1138
2016-07-09,1138
2016-07-10,1138
2016-07-11,1125
2016-07-12,1125
2016-07-13,1125
2016-07-14,1125
2016-07-15,1125
2016-07-16,1125
2016-07-17,1125
2016-07-18,1125
2016-07-24,1102
2016-07-25,1102
2016-07-26,1102
2016-07-27,1102
2016-07-28,1102
2016-07-29,1102
2016-07-30,1086
2016-07-31,1086
2016-08-01,1086
2016-08-02,1086
2016-08-03,1086
2016-08-04,1086
2016-08-05,1086
2016-08-06,1086
2016-08-07,1086
2016-08-08,1086
2016-08-09,1046
2016-08-10,1046
2016-08-11,1046
2016-08-12,1046
2016-08-13,1046
2016-08-14,1046
2016-08-15,1046
2016-08-16,1046
2016-08-17,1046
2016-08-18,1046
2016-08-19,994
2016-08-20,994
2016-08-21,994
2016-08-22,994
2016-08-23,994
2016-08-24,994
2016-08-25,994
2016-08-26,994
2016-08-28,994
2016-08-31,1001
2016-09-01,1001
2016-09-02,1001
2016-09-03,1001
2016-09-04,1001
2016-09-05,1001
2016-09-06,1001
2016-09-07,1001
2016-09-08,1001
2016-09-09,1001
2016-09-10,1001
2016-09-11,1001
2016-09-12,988
2016-09-13,988
2016-09-14,988
2016-09-15,988
2016-09-16,988
2016-09-17,988
2016-09-18,988
2016-09-19,988
2016-09-20,988
2016-09-21,988
2016-09-22,982
2016-09-23,982
2016-09-24,982
2016-09-25,982
2016-09-26,982
2016-09-27,982
2016-09-28,982
2016-09-29,982
2016-09-30,982
2016-10-01,982
2016-10-02,982
2016-10-03,982
2016-10-04,982
2016-10-05,982
2016-10-06,982
2016-10-07,982
2016-10-08,982
2016-10-09,982
2016-10-10,982
2016-10-11,982
2016-10-12,982
2016-10-13,982
2016-10-14,982
2016-10-15,983
2016-10-16,983
2016-10-17,983
2016-10-18,983
2016-10-19,983
2016-10-20,983
2016-10-21,983
2016-10-22,983
2016-10-23,983
2016-10-24,977
2016-10-25,977
2016-10-26,977
2016-10-27,977
2016-10-28,977
2016-10-29,977
2016-10-30,977
2016-10-31,977
2016-11-01,977
2016-11-02,977
2016-11-03,977
2016-11-04,994
2016-11-05,994
2016-11-06,994
2016-11-07,994
2016-11-08,994
2016-11-09,994
2016-11-10,994
2016-11-11,994
2016-11-12,994
2016-11-13,994
2016-11-14,998
2016-12-08,1012
2016-12-09,1012
2016-12-10,1012
2016-12-11,979
2016-12-12,979
2016-12-13,979
2016-12-14,979
2016-12-15,979
2016-12-16,979
2016-12-17,979
2016-12-18,979
2016-12-19,979
2016-12-20,979
2016-12-21,970
2016-12-22,970
2016-12-23,970
2016-12-24,970
2016-12-25,970
2016-12-26,970
2016-12-27,970
2016-12-28,970
2016-12-29,970
2016-12-30,970
2016-12-31,966
2017-01-01,966
2017-01-02,966
2017-01-03,966
2017-01-04,966
2017-01-05,966
2017-01-06,966
2017-01-07,966
2017-01-08,1008
2017-01-09,1008
2017-01-10,1008
2017-01-11,1008
2017-01-12,1008
2017-01-13,1008
2017-01-14,1008
2017-01-15,997
2017-01-16,997
2017-01-17,997
2017-01-18,997
2017-01-19,997
2017-01-20,997
2017-01-21,997
2017-01-22,997
2017-01-27,994
2017-01-28,994
2017-01-29,994
2017-01-30,994
2017-01-31,966
2017-02-01,966
2017-02-02,966
2017-02-03,966
2017-02-04,966
2017-02-05,966
2017-02-06,966
2017-02-07,966
2017-02-08,960
2017-02-09,960
2017-02-10,960
2017-02-11,960
2017-02-12,960
2017-02-13,960
2017-02-14,960
2017-02-15,963
2017-02-16,963
2017-02-18,963
2017-02-19,963
2017-02-20,963
2017-02-21,963
2017-02-22,963
2017-02-23,919
2017-02-24,919
2017-02-25,919
2017-02-26,919
2017-02-27,919
2017-02-28,919
2017-03-01,919
2017-03-02,919
2017-03-03,918
2017-03-04,918
2017-03-05,918
2017-03-06,918
2017-03-07,918
2017-03-08,918
2017-03-09,918
2017-03-10,918
2017-03-11,886
2017-03-12,886
2017-03-13,886
2017-03-14,886
2017-03-15,886
2017-03-16,886
2017-03-17,886
2017-03-18,886
2017-03-19,843
2017-03-20,843
2017-03-21,843
2017-03-22,843
2017-03-23,843
2017-03-24,843
2017-03-25,843
2017-03-26,843
2017-03-27,802
2017-03-28,802
2017-03-29,802
2017-03-30,802
2017-03-31,802
2017-04-01,802
2017-04-02,802
2017-04-03,775
2017-04-04,775
2017-04-12,799
2017-04-13,799
2017-04-14,799
2017-04-15,799
2017-04-16,799
2017-04-17,799
2017-04-18,799
2017-04-19,823
2017-04-20,823
2017-04-21,823
2017-04-22,823
2017-04-23,823
2017-04-24,823
2017-04-25,823
2017-04-26,823
2017-04-27,823
2017-04-28,819
2017-04-29,819
2017-04-30,819
2017-05-01,819
2017-05-02,819
2017-05-03,819
2017-05-04,819
2017-05-05,819
2017-05-06,812
2017-05-07,812
2017-05-08,812
2017-05-09,812
2017-05-10,812
2017-05-11,812
2017-05-12,812
2017-05-13,826
2017-05-14,826
2017-05-15,826
2017-05-16,826
2017-05-17,826
2017-05-18,826
2017-05-19,826
2017-05-20,826
2017-05-21,826
2017-05-22,790
2017-05-23,790
2017-05-24,790
2017-05-25,790
2017-05-26,790
2017-05-27,790
2017-05-28,790
2017-05-29,790
2017-05-30,790
2017-05-31,811
2017-06-01,811
2017-06-02,811
2017-06-03,811
2017-06-06,811
2017-06-07,794
2017-06-08,794
2017-06-09,794
2017-06-10,794
2017-06-11,794
2017-06-12,794
2017-06-13,779
2017-06-14,779
2017-06-15,779
2017-06-16,779
2017-06-17,779
2017-06-18,779
2017-06-19,779
2017-06-20,779
2017-06-21,782
2017-06-22,782
2017-06-23,782
2017-06-24,782
2017-06-25,782
2017-06-26,782
2017-06-27,782
2017-06-28,782
2017-06-29,803
2017-06-30,803
2017-07-01,803
2017-07-02,803
2017-07-03,803
2017-07-04,803
2017-07-05,803
2017-07-06,803
2017-07-07,803
2017-07-08,782
2017-07-13,782
2017-07-14,782
2017-07-15,782
2017-07-16,744
2017-07-17,744
2017-07-18,744
2017-07-19,744
2017-07-20,744
2017-07-21,744
2017-07-22,744
2017-07-23,717
2017-07-24,717
2017-07-25,717
2017-07-26,717
2017-07-27,717
2017-07-28,717
2017-07-29,717
2017-07-30,713
2017-07-31,713
2017-08-01,713
2017-08-02,713
2017-08-03,713
2017-08-04,713
2017-08-05,713
2017-08-06,713
2017-08-09,734
2017-08-10,734
2017-08-11,734
2017-08-12,734
2017-08-13,734
2017-08-14,734
2017-08-15,734
2017-08-16,734
2017-08-17,734
2017-08-18,734
2017-08-19,734
2017-08-20,734
2017-08-21,734
2017-08-22,734
2017-08-23,734
2017-08-24,725
2017-08-25,725
2017-08-26,725
2017-08-27,725
2017-08-28,725
2017-08-29,725
2017-08-30,725
2017-08-31,725
2017-09-01,725
2017-09-02,717
2017-09-03,717
2017-09-04,717
2017-09-05,717
2017-09-06,717
2017-09-07,717
2017-09-08,717
2017-09-09,717
2017-09-10,718
2017-09-11,718
2017-09-12,718
2017-09-13,718
2017-09-14,718
2017-09-15,718
2017-09-16,718
2017-09-17,718
2017-09-19,711
2017-09-20,711
2017-09-21,711
2017-09-22,711
2017-09-23,711
2017-09-24,711
2017-09-25,711
2017-09-26,711
2017-09-27,711
2017-09-28,703
2017-09-29,703
2017-09-30,703
2017-10-01,703
2017-10-02,703
2017-10-03,703
2017-10-04,703
2017-10-05,703
2017-10-06,703
2017-10-07,703
2017-10-08,703
2017-10-09,701
2017-10-10,701
2017-10-11,701
2017-10-12,701
2017-10-13,701
2017-10-14,701
2017-10-15,701
2017-10-16,701
2017-10-17,701
2017-10-18,694
2017-10-19,694
2017-10-20,694
2017-10-21,694
2017-10-22,694
2017-10-23,694
2017-10-24,684
2017-10-25,684
2017-10-26,684
2017-10-27,684
2017-10-28,684
2017-10-29,684
2017-10-30,684
2017-10-31,684
2017-11-01,684
2017-11-02,667
2017-11-03,667
2017-11-04,667
2017-11-05,667
2017-11-06,667
2017-11-07,667
2017-11-08,667
2017-11-09,667
2017-11-10,667
2017-11-11,651
2017-11-12,651
2017-11-13,651
2017-11-14,651
2017-11-15,651
2017-11-16,651
2017-11-17,651
2017-11-18,651
2017-11-19,651
2017-11-20,642
2017-11-21,642
2017-11-22,642
2017-11-23,642
2017-11-24,642
2017-11-25,642
2017-11-26,642
2017-11-27,642
2017-11-28,642
2017-11-29,642
2017-11-30,647
2017-12-01,647
2017-12-02,647
2017-12-03,647
2017-12-04,647
2017-12-05,647
2017-12-06,647
2017-12-07,647
2017-12-08,618
2017-12-09,618
2017-12-10,618
2017-12-11,618
2017-12-12,618
2017-12-13,618
2017-12-14,618
2017-12-15,618
2017-12-16,625
2017-12-17,625
2017-12-18,625
2017-12-19,625
2017-12-20,625
2017-12-21,625
2017-12-22,625
2017-12-23,625
2017-12-24,625
2017-12-25,599
2017-12-26,599
2017-12-27,599
2017-12-28,599
2017-12-29,599
2017-12-30,599
2017-12-31,599
2018-01-01,573
2018-01-02,573
2018-01-03,573
2018-01-04,573
2018-01-05,573
2018-01-06,573
2018-01-07,560
2018-01-08,560
2018-01-09,560
2018-01-10,560
2018-01-11,560
2018-01-12,560
2018-01-13,560
2018-01-14,553
2018-01-15,553
2018-01-16,553
2018-01-17,553
2018-01-18,553
2018-01-19,553
2018-01-20,553
2018-01-21,534
2018-01-22,534
2018-01-23,534
2018-01-24,534
2018-01-25,529
2018-01-26,529
2018-01-27,529
2018-01-28,529
2018-01-29,530
2018-01-30,530
2018-02-01,530
2018-02-02,530
2018-02-03,525
2018-02-04,525
2018-02-05,525
2018-02-06,525
2018-02-07,525
2018-02-08,525
2018-02-09,512
2018-02-10,512
2018-02-11,512
2018-02-12,512
2018-02-13,498
2018-02-14,498
2018-02-15,498
2018-02-16,498
2018-02-17,510
2018-02-18,510
2018-02-19,510
2018-02-20,510
2018-02-21,499
2018-02-22,499
2018-02-23,499
2018-02-24,499
2018-02-25,499
2018-02-26,507
2018-02-27,507
2018-02-28,507
2018-03-01,507
2018-03-02,507
2018-03-03,504
2018-03-04,504
2018-03-05,504
2018-03-06,504
2018-03-07,504
2018-03-08,492
2018-03-09,492
2018-03-10,492
2018-03-11,492
2018-03-12,492
2018-03-13,481
2018-03-14,481
2018-03-15,481
2018-03-16,481
2018-03-17,478
2018-03-18,478
2018-03-19,478
2018-03-20,478
2018-03-21,478
2018-03-23,464
2018-03-24,464
2018-03-26,464
2018-03-27,450
2018-03-28,450
2018-03-29,450
2018-03-30,450
2018-03-31,450
2018-04-01,450
2018-04-02,450
2018-04-03,450
2018-04-04,450
2018-04-05,450
2018-04-06,459
2018-04-08,459
2018-04-09,459
2018-04-10,459
2018-04-11,459
2018-04-12,439
2018-04-13,439
2018-04-14,439
2018-04-16,439
2018-04-17,439
2018-04-18,439
2018-04-19,422
2018-04-20,422
2018-04-21,422
2018-04-22,422
2018-04-23,422
2018-04-24,401
2018-04-25,401
2018-04-26,401
2018-04-27,401
2018-04-28,401
2018-04-29,389
2018-04-30,389
2018-05-01,389
2018-05-02,389
2018-05-03,389
2018-05-04,389
2018-05-05,376
2018-05-06,376
2018-05-07,376
2018-05-08,376
2018-05-09,376
2018-05-10,376
2018-05-11,386
2018-05-12,386
2018-05-13,386
2018-05-14,386
2018-05-15,386
2018-05-16,386
2018-05-17,384
2018-05-18,384
2018-05-19,384
2018-05-20,384
2018-05-21,384
2018-05-22,389
2018-05-23,389
2018-05-24,389
2018-05-25,389
2018-05-26,389
2018-05-27,389
2018-05-28,402
2018-05-29,402
2018-05-30,402
2018-05-31,402
2018-06-01,402
2018-06-02,423
2018-06-03,423
2018-06-04,423
2018-06-05,423
2018-06-06,423
2018-06-07,423
2018-06-08,428
2018-06-09,428
2018-06-10,428
2018-06-11,428
2018-06-12,428
2018-06-13,428
2018-06-14,450
2018-06-15,450
2018-06-16,450
2018-06-17,450
2018-06-18,450
2018-06-19,450
2018-06-20,450
2018-06-21,473
2018-06-22,473
2018-06-23,473
2018-06-24,473
2018-06-25,473
2018-06-26,473
2018-06-27,496
2018-06-28,496
2018-06-29,496
2018-06-30,496
2018-07-01,496
2018-07-02,496
2018-07-03,505
2018-07-04,505
2018-07-05,505
2018-07-06,505
2018-07-07,505
2018-07-08,505
2018-07-09,515
2018-07-10,515
2018-07-11,515
2018-07-12,515
2018-07-13,515
2018-07-14,515
2018-07-15,515
2018-07-16,522
2018-07-17,522
2018-07-18,545
2018-07-19,545
2018-07-20,545
2018-07-21,571
2018-07-22,571
2018-07-23,571
2018-07-24,600
2018-07-25,600
2018-07-26,600
2018-07-27,630
2018-07-28,630
2018-07-29,630
2018-07-30,630
2018-07-31,636
2018-08-01,636
2018-08-02,636
2018-08-03,636
2018-08-04,611
2018-08-05,611
2018-08-06,611
2018-08-07,611
2018-08-08,609
2018-08-09,609
2018-08-10,609
2018-08-11,609
2018-08-12,598
2018-08-14,598
2018-08-16,589
2018-08-17,589
2018-08-18,589
2018-08-19,589
2018-08-20,599
2018-08-21,599
2018-08-22,599
2018-08-23,599
2018-08-24,584
2018-08-25,584
2018-08-26,584
2018-08-27,584
2018-08-28,588
2018-08-29,588
2018-08-30,588
2018-08-31,588
2018-09-01,581
2018-09-02,581
2018-09-03,581
2018-09-04,569
2018-09-05,569
2018-09-06,569
2018-09-07,569
2018-09-08,544
2018-09-09,544
2018-09-10,544
2018-09-11,544
2018-09-12,557
2018-09-13,557
2018-09-14,557
2018-09-15,557
2018-09-16,564
2018-09-17,564
2018-09-18,564
2018-09-19,564
2018-09-20,571
2018-09-21,571
2018-09-22,571
2018-09-23,571
2018-09-24,574
2018-09-25,574
2018-09-26,574
2018-09-27,574
2018-09-28,574
2018-09-29,600
2018-09-30,600
2018-10-02,600
2018-10-03,599
2018-10-04,599
2018-10-05,599
2018-10-06,599
2018-10-07,599
2018-10-08,590
2018-10-09,590
2018-10-10,590
2018-10-11,590
2018-10-12,580
2018-10-13,580
2018-10-14,580
2018-10-15,580
2018-10-16,570
2018-10-17,570
2018-10-18,570
2018-10-19,570
2018-10-20,570
2018-10-21,554
2018-10-22,554
2018-10-23,554
2018-10-24,554
2018-10-25,554
2018-10-26,560
2018-10-27,560
2018-10-28,560
2018-10-29,560
2018-10-30,560
2018-10-31,575
2018-11-01,575
2018-11-03,597
2018-11-04,597
2018-11-05,597
2018-11-06,594
2018-11-07,594
2018-11-08,594
2018-11-09,602
2018-11-10,602
2018-11-11,629
2018-11-12,629
2018-11-13,621
2018-11-14,621
2018-11-15,621
2018-11-16,600
2018-11-17,600
2018-11-18,600
2018-11-19,573
2018-11-20,573
2018-11-21,562
2018-11-22,562
2018-11-23,562
2018-11-24,565
2018-11-25,565
2018-11-26,565
2018-11-27,567
2018-11-28,567
2018-11-29,567
2018-12-01,570
2018-12-02,556
2018-12-03,556
2018-12-04,556
2018-12-05,559
2018-12-07,559
2018-12-09,571
2018-12-10,571
2018-12-11,568
2018-12-12,568
2018-12-13,568
2018-12-14,557
2018-12-15,557
2018-12-16,557
2018-12-17,558
2018-12-18,558
2018-12-19,558
2018-12-20,547
2018-12-21,547
2018-12-22,547
2018-12-23,553
2018-12-24,553
2018-12-25,553
2018-12-26,551
2018-12-27,551
2018-12-28,551
2018-12-29,546
2018-12-30,546
2018-12-31,546
2019-01-01,550
2019-01-02,550
2019-01-03,550
2019-01-04,534
2019-01-05,534
2019-01-06,530
2019-01-08,530
2019-01-10,546
2019-01-11,546
2019-01-12,531
2019-01-13,531
2019-01-14,531
2019-01-15,537
2019-01-16,537
2019-01-17,537
2019-01-18,539
2019-01-19,539
2019-01-20,539
2019-01-21,544
2019-01-22,544
2019-01-23,544
2019-01-24,545
2019-01-25,545
2019-01-26,545
2019-01-27,542
2019-01-28,542
2019-01-29,542
2019-01-30,548
2019-01-31,548
2019-02-01,548
2019-02-02,533
2019-02-03,533
2019-02-04,533
2019-02-05,536
2019-02-06,536
2019-02-07,536
2019-02-08,511
2019-02-09,511
2019-02-10,511
2019-02-11,497
2019-02-12,497
2019-02-13,497
2019-02-14,489
2019-02-15,489
2019-02-16,489
2019-02-17,505
2019-02-18,505
2019-02-19,505
2019-02-20,522
2019-02-21,522
2019-02-22,522
2019-02-23,532
2019-02-24,532
2019-02-25,532
2019-02-26,521
2019-02-27,521
2019-02-28,521
2019-03-01,521
2019-03-02,510
2019-03-03,510
2019-03-04,510
2019-03-05,511
2019-03-06,511
2019-03-07,511
2019-03-08,511
2019-03-09,490
2019-03-10,490
2019-03-11,490
2019-03-12,490
2019-03-13,490
2019-03-14,490
2019-03-15,490
2019-03-16,495
2019-03-17,495
2019-03-18,495
2019-03-19,478
2019-03-20,478
2019-03-21,478
2019-03-22,478
2019-03-23,473
2019-03-24,473
2019-03-25,473
2019-03-26,473
2019-03-27,464
2019-03-28,464
2019-03-29,464
2019-03-30,464
2019-03-31,469
2019-04-01,469
2019-04-02,469
2019-04-03,469
2019-04-04,472
2019-04-05,472
2019-04-06,472
2019-04-07,472
2019-04-08,473
2019-04-09,473
2019-04-10,473
2019-04-11,473
2019-04-12,485
2019-04-13,485
2019-04-14,485
2019-04-15,485
2019-04-16,488
2019-04-17,488
2019-04-18,488
2019-04-19,488
2019-04-20,507
2019-04-21,507
2019-04-22,507
2019-04-23,507
2019-04-24,518
2019-04-25,518
2019-04-26,518
2019-04-27,518
2019-04-28,534
2019-04-29,534
2019-04-30,534
2019-05-01,534
2019-05-02,534
2019-05-03,547
2019-05-04,547
2019-05-05,547
2019-05-06,547
2019-05-07,533
2019-05-08,533
2019-05-09,533
2019-05-10,533
2019-05-11,533
2019-05-12,544
2019-05-13,544
2019-05-14,544
2019-05-15,544
2019-05-16,545
2019-05-17,545
2019-05-18,545
2019-05-19,545
2019-05-20,550
2019-05-21,550
2019-05-22,550
2019-05-23,550
2019-05-24,550
2019-05-25,548
2019-05-26,548
2019-05-27,548
2019-05-28,548
2019-05-29,551
2019-05-30,551
2019-05-31,551
2019-06-01,551
2019-06-02,551
2019-06-03,529
2019-06-04,529
2019-06-05,529
2019-06-06,529
2019-06-07,545
2019-06-08,545
2019-06-09,545
2019-06-10,545
2019-06-11,566
2019-06-12,566
2019-06-13,566
2019-06-14,566
2019-06-15,566
2019-06-16,585
2019-06-17,585
2019-06-18,585
2019-06-19,585
2019-06-20,589
2019-06-21,589
2019-06-22,589
2019-06-23,589
2019-06-24,611
2019-06-25,611
2019-06-26,611
2019-06-27,611
2019-06-28,604
2019-06-29,604
2019-06-30,604
2019-07-01,604
2019-07-02,599
2019-07-03,599
2019-07-04,599
