date_obj,Lunar%20isle%20teleport price
2015-03-26,10052
2015-03-27,10052
2015-03-28,9905
2015-03-29,9947
2015-03-30,9947
2015-03-31,10292
2015-04-01,10292
2015-04-02,9918
2015-04-03,9453
2015-04-04,8980
2015-04-05,8980
2015-04-06,8531
2015-04-07,8144
2015-04-08,8144
2015-04-09,7736
2015-04-10,7351
2015-04-11,6983
2015-04-12,6660
2015-04-13,6327
2015-04-14,6327
2015-04-15,6249
2015-04-16,6249
2015-04-17,6523
2015-04-18,6726
2015-04-19,6952
2015-04-20,6952
2015-04-21,7174
2015-04-22,7174
2015-04-23,7288
2015-04-24,7288
2015-04-25,7633
2015-04-26,7633
2015-04-27,8015
2015-04-28,8356
2015-04-29,8356
2015-04-30,8171
2015-05-01,7841
2015-05-02,7536
2015-05-03,7536
2015-05-04,7226
2015-05-05,7226
2015-05-06,7124
2015-05-07,7068
2015-05-08,7068
2015-05-09,7106
2015-05-10,6975
2015-05-11,6975
2015-05-12,6808
2015-05-13,6808
2015-05-14,6488
2015-05-15,6488
2015-05-16,6451
2015-05-17,6491
2015-05-18,6673
2015-05-19,6673
2015-05-20,6693
2015-05-21,6693
2015-05-22,6449
2015-05-23,6449
2015-05-24,6331
2015-05-25,6075
2015-05-26,6056
2015-05-27,6056
2015-05-28,6128
2015-05-29,6274
2015-05-30,6254
2015-05-31,6297
2015-06-01,6202
2015-06-02,6202
2015-06-03,6261
2015-06-04,6274
2015-06-05,6303
2015-06-06,6389
2015-06-07,6226
2015-06-08,6226
2015-06-09,6218
2015-06-10,6203
2015-06-11,6203
2015-06-12,6191
2015-06-13,6383
2015-06-14,6690
2015-06-15,7009
2015-06-16,7188
2015-06-17,7347
2015-06-18,7473
2015-06-19,7628
2015-06-20,7611
2015-06-21,7611
2015-06-22,7700
2015-06-23,7664
2015-06-24,7457
2015-06-25,7457
2015-06-26,7288
2015-06-27,7288
2015-06-28,7165
2015-06-29,7165
2015-06-30,6905
2015-07-01,6660
2015-07-02,6660
2015-07-03,6663
2015-07-04,6969
2015-07-05,6871
2015-07-06,6854
2015-07-07,6981
2015-07-08,7324
2015-07-09,7324
2015-07-10,7299
2015-07-11,7299
2015-07-12,7056
2015-07-13,6850
2015-07-14,6685
2015-07-15,6796
2015-07-16,6924
2015-07-17,7132
2015-07-18,7132
2015-07-19,7402
2015-07-20,7773
2015-07-21,7930
2015-07-22,8037
2015-07-23,8037
2015-07-24,8426
2015-07-25,8732
2015-07-26,8731
2015-07-27,8643
2015-07-28,8470
2015-07-29,8482
2015-07-30,8583
2015-07-31,8583
2015-08-01,8900
2015-08-02,8778
2015-08-03,8572
2015-08-04,8501
2015-08-05,8481
2015-08-06,8574
2015-08-07,8783
2015-08-08,8997
2015-08-09,8930
2015-08-10,8696
2015-08-11,8474
2015-08-12,8474
2015-08-13,8496
2015-08-14,8756
2015-08-15,8683
2015-08-16,8346
2015-08-17,8248
2015-08-18,8226
2015-08-19,8243
2015-08-20,8263
2015-08-21,8580
2015-08-22,8914
2015-08-23,9154
2015-08-24,9461
2015-08-25,9461
2015-08-26,9850
2015-08-27,10283
2015-08-28,10737
2015-08-29,10393
2015-08-30,9873
2015-08-31,9446
2015-09-01,9093
2015-09-02,9093
2015-09-03,9252
2015-09-04,9715
2015-09-05,9715
2015-09-06,10201
2015-09-07,10634
2015-09-08,10578
2015-09-09,11064
2015-09-10,11045
2015-09-11,10633
2015-09-12,10212
2015-09-13,10536
2015-09-14,11063
2015-09-15,11494
2015-09-16,11494
2015-09-17,11592
2015-09-18,11571
2015-09-19,11844
2015-09-20,12076
2015-09-21,11827
2015-09-22,11283
2015-09-23,10718
2015-09-24,10718
2015-09-25,10364
2015-09-27,9953
2015-09-28,10115
2015-09-29,10370
2015-09-30,10820
2015-10-05,12924
2015-10-06,13324
2015-10-07,13700
2015-10-08,13925
2015-10-09,13902
2015-10-10,13902
2015-10-11,13498
2015-10-12,13181
2015-10-13,13181
2015-10-14,12815
2015-10-15,12671
2015-10-16,13031
2015-10-17,13031
2015-10-18,12655
2015-10-19,12286
2015-10-20,12065
2015-10-22,12196
2015-10-23,12463
2015-10-24,12902
2015-10-25,12699
2015-10-26,12848
2015-10-27,12848
2015-10-29,12843
2015-10-30,12942
2015-10-31,13000
2015-11-01,13000
2015-11-02,13078
2015-11-03,13440
2015-11-04,13681
2015-11-05,13934
2015-11-06,13934
2015-11-07,13935
2015-11-08,13935
2015-11-09,13929
2015-11-10,13929
2015-11-11,13926
2015-11-12,13938
2015-11-13,13927
2015-11-14,13884
2015-11-15,13767
2015-11-16,13787
2015-11-17,13699
2015-11-18,13769
2015-11-19,13780
2015-11-20,13771
2015-11-21,13771
2015-11-22,13728
2015-11-23,13728
2015-11-24,13651
2015-11-25,13451
2015-11-26,13451
2015-11-27,12990
2015-11-28,12916
2015-11-29,12596
2015-11-30,12502
2015-12-01,12609
2015-12-02,12706
2015-12-03,12679
2015-12-04,12825
2015-12-05,12756
2015-12-06,12768
2015-12-07,12861
2015-12-08,12948
2015-12-09,13007
2015-12-10,12997
2015-12-11,12705
2015-12-12,12819
2015-12-13,12741
2015-12-14,12741
2015-12-15,12817
2015-12-16,12879
2015-12-17,12791
2015-12-18,12836
2015-12-19,12919
2015-12-20,13010
2015-12-21,13076
2015-12-22,12931
2015-12-23,12941
2015-12-24,13116
2015-12-25,13695
2015-12-26,13467
2015-12-27,13233
2015-12-28,13494
2015-12-29,13286
2015-12-30,12786
2015-12-31,12628
2016-01-01,12849
2016-01-02,12952
2016-01-03,13393
2016-01-04,14063
2016-01-05,14577
2016-01-06,14825
2016-01-07,14925
2016-01-08,15124
2016-01-09,15338
2016-01-10,15691
2016-01-11,15998
2016-01-12,15921
2016-01-13,15616
2016-01-14,15171
2016-01-15,15424
2016-01-16,15761
2016-01-17,15978
2016-01-18,16379
2016-01-19,17187
2016-01-20,16906
2016-01-21,16740
2016-01-22,17258
2016-01-23,17486
2016-01-24,17485
2016-01-25,17118
2016-01-26,16595
2016-01-27,16368
2016-01-28,16368
2016-01-29,15626
2016-01-30,15020
2016-01-31,14411
2016-02-01,13847
2016-02-02,14277
2016-02-03,14541
2016-02-04,15242
2016-02-05,15295
2016-02-06,14925
2016-02-07,14646
2016-02-08,14337
2016-02-09,14123
2016-02-10,13916
2016-02-11,13776
2016-02-12,13769
2016-02-13,14296
2016-02-14,14730
2016-02-15,15191
2016-02-16,15265
2016-02-17,15127
2016-02-18,14572
2016-02-19,14774
2016-02-20,15268
2016-02-21,15708
2016-02-22,15813
2016-02-23,15812
2016-02-24,16216
2016-02-25,16563
2016-02-26,16318
2016-02-27,16365
2016-02-28,16126
2016-02-29,16021
2016-03-01,16200
2016-03-02,16439
2016-03-03,16193
2016-03-04,16164
2016-03-05,15821
2016-03-06,15585
2016-03-07,15298
2016-03-08,15288
2016-03-09,15200
2016-03-10,15186
2016-03-11,15306
2016-03-12,15345
2016-03-13,15216
2016-03-14,15119
2016-03-15,15153
2016-03-16,15074
2016-03-17,14828
2016-03-18,15374
2016-03-19,15421
2016-03-20,15313
2016-03-21,15462
2016-03-22,15488
2016-03-23,15508
2016-03-24,15758
2016-03-25,15625
2016-03-26,15103
2016-03-27,14817
2016-03-28,14536
2016-03-29,14419
2016-03-30,14419
2016-03-31,14871
2016-04-01,14982
2016-04-02,14844
2016-04-03,14747
2016-04-04,14788
2016-04-05,14795
2016-04-06,14296
2016-04-07,13693
2016-04-08,14013
2016-04-09,14216
2016-04-10,14383
2016-04-11,14383
2016-04-12,14388
2016-04-13,14495
2016-04-14,14517
2016-04-15,14587
2016-04-16,14583
2016-04-17,14174
2016-04-18,14218
2016-04-19,14183
2016-04-20,14052
2016-04-21,13601
2016-04-22,13595
2016-04-23,13853
2016-04-24,13805
2016-04-25,13706
2016-04-26,13826
2016-04-27,13160
2016-04-28,13019
2016-04-29,12889
2016-04-30,12650
2016-05-01,12467
2016-05-02,12412
2016-05-03,12403
2016-05-04,12489
2016-05-05,12571
2016-05-06,12521
2016-05-07,12587
2016-05-08,12895
2016-05-09,13139
2016-05-10,13491
2016-05-11,13349
2016-05-12,13655
2016-05-13,13337
2016-05-14,13421
2016-05-15,13342
2016-05-16,13306
2016-05-17,13750
2016-05-18,14438
2016-05-19,15160
2016-05-22,15640
2016-05-23,15753
2016-05-24,15924
2016-05-25,16162
2016-05-26,16239
2016-05-27,16495
2016-05-28,16643
2016-05-29,17214
2016-05-30,17733
2016-05-31,18231
2016-06-01,18848
2016-06-02,19418
2016-06-03,19976
2016-06-04,20593
2016-06-05,21622
2016-06-06,22670
2016-06-07,23804
2016-06-08,24995
2016-06-09,26056
2016-06-10,26975
2016-06-11,26645
2016-06-12,25892
2016-06-13,24624
2016-06-14,23850
2016-06-15,23722
2016-06-16,23492
2016-06-17,22764
2016-06-18,21625
2016-06-19,20543
2016-06-20,19515
2016-06-21,18722
2016-06-22,17786
2016-06-23,16903
2016-06-24,16253
2016-06-25,16140
2016-06-26,15860
2016-06-27,15118
2016-06-28,14396
2016-06-29,14236
2016-06-30,14593
2016-07-01,14719
2016-07-02,14453
2016-07-03,14352
2016-07-04,13822
2016-07-05,13275
2016-07-06,12631
2016-07-07,12234
2016-07-08,12441
2016-07-09,12772
2016-07-10,12738
2016-07-11,12442
2016-07-12,12660
2016-07-13,13048
2016-07-14,13438
2016-07-15,13301
2016-07-16,13064
2016-07-17,13195
2016-07-18,13492
2016-07-23,15103
2016-07-24,14918
2016-07-25,14763
2016-07-26,14857
2016-07-27,14662
2016-07-28,14754
2016-07-29,14992
2016-07-30,14718
2016-07-31,14772
2016-08-01,15192
2016-08-02,15480
2016-08-03,15547
2016-08-04,15570
2016-08-05,15496
2016-08-06,15591
2016-08-07,15567
2016-08-08,15473
2016-08-09,15508
2016-08-10,15530
2016-08-11,15558
2016-08-12,15560
2016-08-13,15152
2016-08-14,14394
2016-08-15,13674
2016-08-16,13286
2016-08-17,13115
2016-08-18,13099
2016-08-19,13133
2016-08-20,13364
2016-08-21,13167
2016-08-22,13797
2016-08-23,14479
2016-08-24,14297
2016-08-25,14287
2016-08-26,14435
2016-08-28,14284
2016-08-31,14092
2016-09-01,14070
2016-09-02,14070
2016-09-03,14427
2016-09-04,14796
2016-09-05,15000
2016-09-06,15214
2016-09-07,15513
2016-09-08,15375
2016-09-09,15806
2016-09-10,16135
2016-09-11,15730
2016-09-12,15808
2016-09-13,15821
2016-09-14,15949
2016-09-15,16319
2016-09-16,16994
2016-09-17,17722
2016-09-18,18278
2016-09-19,18580
2016-09-20,19271
2016-09-21,19828
2016-09-22,20331
2016-09-23,20261
2016-09-24,20261
2016-09-25,20336
2016-09-26,20234
2016-09-27,20101
2016-09-28,19444
2016-09-29,18515
2016-09-30,17589
2016-10-01,16709
2016-10-02,15873
2016-10-03,15079
2016-10-04,14325
2016-10-05,13608
2016-10-06,12927
2016-10-07,12280
2016-10-08,11666
2016-10-09,11082
2016-10-10,10527
2016-10-11,10000
2016-10-12,9500
2016-10-13,9026
2016-10-14,8574
2016-10-15,8265
2016-10-16,7952
2016-10-17,7643
2016-10-18,7699
2016-10-19,7883
2016-10-20,8278
2016-10-21,8692
2016-10-22,9127
2016-10-23,9584
2016-10-24,10064
2016-10-25,10568
2016-10-26,11097
2016-10-27,11652
2016-10-28,12235
2016-10-29,12847
2016-10-30,13277
2016-10-31,13322
2016-11-01,13362
2016-11-02,12992
2016-11-03,12672
2016-11-04,12105
2016-11-05,11583
2016-11-06,11216
2016-11-07,11337
2016-11-08,11608
2016-11-09,11935
2016-11-10,12418
2016-11-11,11918
2016-11-12,11550
2016-11-13,11362
2016-11-14,11510
2016-12-07,13240
2016-12-08,12989
2016-12-09,12923
2016-12-10,12635
2016-12-11,12534
2016-12-12,12625
2016-12-13,12808
2016-12-14,12555
2016-12-15,12721
2016-12-16,12629
2016-12-17,12576
2016-12-18,12388
2016-12-19,12270
2016-12-20,12128
2016-12-21,12063
2016-12-22,11785
2016-12-23,11737
2016-12-24,11441
2016-12-25,11228
2016-12-26,11218
2016-12-27,10905
2016-12-28,11017
2016-12-29,11043
2016-12-30,11133
2016-12-31,11308
2017-01-01,11419
2017-01-02,11363
2017-01-03,11140
2017-01-04,10892
2017-01-05,10957
2017-01-06,10792
2017-01-07,10473
2017-01-08,10328
2017-01-09,10128
2017-01-10,10058
2017-01-11,10038
2017-01-12,10225
2017-01-13,10398
2017-01-14,10420
2017-01-15,10255
2017-01-16,9950
2017-01-17,9826
2017-01-18,9855
2017-01-19,9908
2017-01-20,9933
2017-01-21,9919
2017-01-22,9881
2017-01-27,10034
2017-01-28,10084
2017-01-29,9907
2017-01-30,9663
2017-01-31,9577
2017-02-01,9488
2017-02-02,9222
2017-02-03,9168
2017-02-04,9166
2017-02-05,9061
2017-02-06,8996
2017-02-07,8760
2017-02-08,8630
2017-02-09,8667
2017-02-10,8516
2017-02-11,8562
2017-02-12,8552
2017-02-13,8381
2017-02-14,8393
2017-02-15,8349
2017-02-16,8313
2017-02-18,8392
2017-02-19,8286
2017-02-20,8262
2017-02-21,8112
2017-02-22,7977
2017-02-23,8113
2017-02-24,7976
2017-02-25,7938
2017-02-26,7953
2017-02-27,7920
2017-02-28,8027
2017-03-01,8084
2017-03-02,8088
2017-03-03,8177
2017-03-04,8264
2017-03-05,8274
2017-03-06,8066
2017-03-07,8126
2017-03-08,8101
2017-03-09,8034
2017-03-10,8064
2017-03-11,8029
2017-03-12,7940
2017-03-13,7750
2017-03-14,7546
2017-03-15,7356
2017-03-16,7257
2017-03-17,7233
2017-03-18,7595
2017-03-19,7792
2017-03-20,7713
2017-03-21,7474
2017-03-22,7432
2017-03-23,7494
2017-03-24,7503
2017-03-25,7352
2017-03-26,7285
2017-03-27,7184
2017-03-28,7123
2017-03-29,6906
2017-03-30,6593
2017-03-31,6500
2017-04-01,6475
2017-04-02,6491
2017-04-03,6522
2017-04-04,6464
2017-04-12,6858
2017-04-13,7191
2017-04-14,7539
2017-04-15,7865
2017-04-16,8124
2017-04-17,8032
2017-04-18,7734
2017-04-19,7675
2017-04-20,7911
2017-04-21,8171
2017-04-22,8526
2017-04-23,8648
2017-04-24,8298
2017-04-25,8011
2017-04-26,7981
2017-04-27,8012
2017-04-28,7716
2017-04-29,7374
2017-04-30,7306
2017-05-01,7276
2017-05-02,7146
2017-05-03,6906
2017-05-04,6679
