date_obj,Sweetcorn price
2015-12-14,319
2015-12-15,321
2015-12-16,321
2015-12-17,318
2015-12-18,330
2015-12-19,330
2015-12-20,341
2015-12-21,341
2015-12-22,332
2015-12-23,317
2015-12-24,317
2015-12-25,307
2015-12-26,307
2015-12-27,298
2015-12-28,298
2015-12-29,283
2015-12-30,271
2015-12-31,271
2016-01-01,260
2016-01-02,260
2016-01-03,249
2016-01-04,237
2016-01-05,237
2016-01-06,232
2016-01-07,232
2016-01-08,223
2016-01-09,223
2016-01-10,216
2016-01-11,216
2016-01-12,213
2016-01-13,213
2016-01-14,209
2016-01-15,209
2016-01-16,208
2016-01-17,208
2016-01-18,215
2016-01-19,215
2016-01-20,221
2016-01-21,221
2016-01-22,217
2016-01-23,217
2016-01-24,217
2016-01-25,215
2016-01-26,215
2016-01-27,209
2016-01-28,209
2016-01-29,198
2016-01-30,198
2016-01-31,192
2016-02-01,185
2016-02-02,185
2016-02-03,179
2016-02-04,179
2016-02-05,180
2016-02-06,179
2016-02-07,179
2016-02-08,175
2016-02-09,175
2016-02-10,181
2016-02-11,181
2016-02-12,178
2016-02-13,178
2016-02-14,178
2016-02-15,177
2016-02-16,177
2016-02-17,177
2016-02-18,177
2016-02-19,177
2016-02-20,177
2016-02-21,178
2016-02-22,178
2016-02-23,184
2016-02-24,184
2016-02-25,188
2016-02-26,188
2016-02-27,190
2016-02-28,190
2016-02-29,190
2016-03-01,183
2016-03-02,183
2016-03-03,184
2016-03-04,184
2016-03-05,187
2016-03-06,195
2016-03-07,195
2016-03-08,200
2016-03-09,200
2016-03-10,201
2016-03-11,201
2016-03-12,205
2016-03-13,205
2016-03-14,199
2016-03-15,201
2016-03-16,209
2016-03-17,209
2016-03-18,208
2016-03-19,208
2016-03-20,205
2016-03-21,205
2016-03-22,200
2016-03-23,200
2016-03-24,200
2016-03-25,195
2016-03-26,201
2016-03-27,201
2016-03-28,195
2016-03-29,197
2016-03-30,197
2016-03-31,196
2016-04-01,196
2016-04-02,189
2016-04-03,184
2016-04-04,184
2016-04-05,180
2016-04-06,176
2016-04-07,176
2016-04-08,177
2016-04-09,173
2016-04-10,176
2016-04-11,176
2016-04-12,173
2016-04-13,173
2016-04-14,171
2016-04-15,168
2016-04-16,168
2016-04-17,167
2016-04-18,167
2016-04-19,167
2016-04-20,169
2016-04-21,169
2016-04-22,175
2016-04-23,180
2016-04-24,186
2016-04-25,189
2016-04-26,189
2016-04-27,198
2016-04-28,198
2016-04-29,208
2016-04-30,219
2016-05-01,219
2016-05-02,229
2016-05-03,235
2016-05-04,235
2016-05-05,242
2016-05-06,242
2016-05-07,253
2016-05-08,253
2016-05-09,266
2016-05-10,280
2016-05-11,280
2016-05-12,294
2016-05-13,309
2016-05-14,320
2016-05-15,336
2016-05-16,336
2016-05-17,351
2016-05-18,356
2016-05-19,356
2016-05-22,356
2016-05-23,363
2016-05-24,369
2016-05-25,369
2016-05-26,383
2016-05-27,389
2016-05-28,389
2016-05-29,374
2016-05-30,374
2016-05-31,362
2016-06-01,361
2016-06-02,374
2016-06-03,374
2016-06-04,377
2016-06-05,377
2016-06-06,371
2016-06-07,371
2016-06-08,364
2016-06-09,345
2016-06-10,327
2016-06-11,314
2016-06-12,305
2016-06-13,305
2016-06-14,293
2016-06-15,293
2016-06-16,302
2016-06-17,312
2016-06-18,312
2016-06-19,308
2016-06-20,315
2016-06-21,331
2016-06-22,344
2016-06-23,346
2016-06-24,346
2016-06-25,345
2016-06-26,345
2016-06-27,330
2016-06-28,326
2016-06-29,326
2016-06-30,316
2016-07-01,307
2016-07-02,307
2016-07-03,294
2016-07-04,287
2016-07-05,287
2016-07-06,293
2016-07-07,293
2016-07-08,294
2016-07-09,297
2016-07-10,306
2016-07-11,306
2016-07-12,320
2016-07-13,330
2016-07-14,327
2016-07-15,319
2016-07-16,310
2016-07-17,310
2016-07-18,306
2016-07-24,311
2016-07-25,319
2016-07-26,319
2016-07-27,329
2016-07-28,329
2016-07-29,323
2016-07-30,311
2016-07-31,311
2016-08-01,300
2016-08-02,303
2016-08-03,307
2016-08-04,307
2016-08-05,319
2016-08-06,332
2016-08-07,342
2016-08-08,342
2016-08-09,344
2016-08-10,332
2016-08-11,332
2016-08-12,323
2016-08-13,323
2016-08-14,306
2016-08-15,290
2016-08-16,278
2016-08-17,278
2016-08-18,264
2016-08-19,251
2016-08-20,240
2016-08-21,240
2016-08-22,231
2016-08-23,220
2016-08-24,220
2016-08-25,211
2016-08-26,211
2016-08-28,201
2016-08-31,197
2016-09-01,198
2016-09-02,198
2016-09-03,204
2016-09-04,204
2016-09-05,204
2016-09-06,204
2016-09-07,204
2016-09-08,208
2016-09-09,208
2016-09-10,214
2016-09-11,214
2016-09-12,225
2016-09-13,236
2016-09-14,236
2016-09-15,243
2016-09-16,243
2016-09-17,249
2016-09-18,249
2016-09-19,252
2016-09-20,252
2016-09-21,256
2016-09-22,265
2016-09-23,265
2016-09-24,279
2016-09-25,286
2016-09-26,286
2016-09-27,289
2016-09-28,289
2016-09-29,299
2016-09-30,303
2016-10-01,303
2016-10-02,307
2016-10-03,307
2016-10-04,317
2016-10-05,317
2016-10-06,333
2016-10-07,333
2016-10-08,350
2016-10-09,350
2016-10-10,365
2016-10-11,365
2016-10-12,371
2016-10-13,371
2016-10-14,371
2016-10-15,371
2016-10-16,360
2016-10-17,361
2016-10-18,361
2016-10-19,369
2016-10-20,369
2016-10-21,368
2016-10-22,368
2016-10-23,374
2016-10-24,374
2016-10-25,374
2016-10-26,376
2016-10-27,376
2016-10-28,373
2016-10-29,358
2016-10-30,358
2016-10-31,343
2016-11-01,343
2016-11-02,344
2016-11-03,344
2016-11-04,346
2016-11-05,346
2016-11-06,346
2016-11-07,346
2016-11-08,338
2016-11-09,338
2016-11-10,338
2016-11-11,331
2016-11-12,318
2016-11-13,318
2016-11-14,330
2016-12-08,337
2016-12-09,327
2016-12-10,327
2016-12-11,334
2016-12-12,334
2016-12-13,329
2016-12-14,331
2016-12-15,331
2016-12-16,337
2016-12-17,348
2016-12-18,348
2016-12-19,351
2016-12-20,362
2016-12-21,378
2016-12-22,378
2016-12-23,393
2016-12-24,393
2016-12-25,409
2016-12-26,409
2016-12-27,401
2016-12-28,381
2016-12-29,375
2016-12-30,388
2016-12-31,387
2017-01-01,371
2017-01-02,352
2017-01-03,337
2017-01-04,321
2017-01-05,321
2017-01-06,313
2017-01-07,316
2017-01-08,310
2017-01-09,316
2017-01-10,331
2017-01-11,340
2017-01-12,345
2017-01-13,345
2017-01-14,335
2017-01-15,321
2017-01-16,310
2017-01-17,316
2017-01-18,325
2017-01-19,325
2017-01-20,315
2017-01-21,310
2017-01-22,308
2017-01-27,345
2017-01-28,347
2017-01-29,350
2017-01-30,350
2017-01-31,361
2017-02-01,364
2017-02-02,370
2017-02-03,369
2017-02-04,364
2017-02-05,363
2017-02-06,360
2017-02-07,360
2017-02-08,367
2017-02-09,367
2017-02-10,358
2017-02-11,340
2017-02-12,340
2017-02-13,327
2017-02-14,323
2017-02-15,323
2017-02-16,311
2017-02-18,307
2017-02-19,299
2017-02-20,300
2017-02-21,301
2017-02-22,301
2017-02-23,301
2017-02-24,301
2017-02-25,304
2017-02-26,309
2017-02-27,307
2017-02-28,309
2017-03-01,309
2017-03-02,312
2017-03-03,312
2017-03-04,315
2017-03-05,307
2017-03-06,311
2017-03-07,313
2017-03-08,313
2017-03-09,310
2017-03-10,308
2017-03-11,310
2017-03-12,316
2017-03-13,308
2017-03-14,303
2017-03-15,300
2017-03-16,302
2017-03-17,293
2017-03-18,293
2017-03-19,291
2017-03-20,285
2017-03-21,294
2017-03-22,290
2017-03-23,296
2017-03-24,292
2017-03-25,292
2017-03-26,290
2017-03-27,285
2017-03-28,289
2017-03-29,291
2017-03-30,292
2017-03-31,298
2017-04-01,298
2017-04-02,293
2017-04-03,291
2017-04-04,297
2017-04-12,292
2017-04-13,292
2017-04-14,286
2017-04-15,287
2017-04-16,288
2017-04-17,292
2017-04-18,305
2017-04-19,302
2017-04-20,294
2017-04-21,292
2017-04-22,292
2017-04-23,294
2017-04-24,298
2017-04-25,302
2017-04-26,302
2017-04-27,310
2017-04-28,314
2017-04-29,309
2017-04-30,307
2017-05-01,313
2017-05-02,309
2017-05-03,309
2017-05-04,319
2017-05-05,328
2017-05-06,324
2017-05-07,311
2017-05-08,320
2017-05-09,319
2017-05-10,311
2017-05-11,311
2017-05-12,301
2017-05-13,296
2017-05-14,296
2017-05-15,302
2017-05-16,311
2017-05-17,317
2017-05-18,320
2017-05-19,320
2017-05-20,325
2017-05-21,325
2017-05-22,331
2017-05-23,331
2017-05-24,341
2017-05-25,339
2017-05-26,342
2017-05-27,350
2017-05-28,350
2017-05-29,354
2017-05-30,354
2017-05-31,359
2017-06-01,348
2017-06-02,330
2017-06-03,330
2017-06-06,325
2017-06-07,326
2017-06-08,326
2017-06-09,317
2017-06-10,311
2017-06-11,296
2017-06-12,296
2017-06-13,282
2017-06-14,276
2017-06-15,268
2017-06-16,265
2017-06-17,265
2017-06-18,270
2017-06-19,270
2017-06-20,267
2017-06-21,265
2017-06-22,265
2017-06-23,267
2017-06-24,263
2017-06-25,263
2017-06-26,274
2017-06-27,273
2017-06-28,270
2017-06-29,265
2017-06-30,260
2017-07-01,260
2017-07-02,257
2017-07-03,262
2017-07-04,270
2017-07-05,270
2017-07-06,278
2017-07-07,278
2017-07-08,283
2017-07-13,280
2017-07-14,282
2017-07-15,282
2017-07-16,274
2017-07-17,276
2017-07-18,281
2017-07-19,276
2017-07-20,268
2017-07-21,260
2017-07-22,255
2017-07-23,252
2017-07-24,252
2017-07-25,249
2017-07-26,243
2017-07-27,235
2017-07-28,238
2017-07-29,238
2017-07-30,241
2017-07-31,241
2017-08-01,232
2017-08-02,222
2017-08-03,220
2017-08-04,220
2017-08-05,213
2017-08-06,213
2017-08-09,206
2017-08-10,204
2017-08-11,197
2017-08-12,189
2017-08-13,189
2017-08-14,183
2017-08-15,185
2017-08-16,176
2017-08-17,178
2017-08-18,178
2017-08-19,180
2017-08-20,178
2017-08-21,175
2017-08-22,178
2017-08-23,178
2017-08-24,180
2017-08-25,180
2017-08-26,183
2017-08-27,185
2017-08-28,185
2017-08-29,189
2017-08-30,192
2017-08-31,192
2017-09-01,201
2017-09-02,202
2017-09-03,202
2017-09-04,202
2017-09-05,196
2017-09-06,193
2017-09-07,193
2017-09-08,193
2017-09-09,190
2017-09-10,198
2017-09-11,198
2017-09-12,202
2017-09-13,201
2017-09-14,202
2017-09-15,202
2017-09-16,203
2017-09-17,210
2017-09-19,219
2017-09-20,223
2017-09-21,222
2017-09-22,228
2017-09-23,228
2017-09-24,231
2017-09-25,228
2017-09-26,227
2017-09-27,227
2017-09-28,232
2017-09-29,243
2017-09-30,235
2017-10-01,233
2017-10-02,242
2017-10-03,242
2017-10-04,245
2017-10-05,255
2017-10-06,262
2017-10-07,258
2017-10-08,260
2017-10-09,248
2017-10-10,239
2017-10-11,239
2017-10-12,239
2017-10-13,242
2017-10-14,244
2017-10-15,244
2017-10-16,250
2017-10-17,250
2017-10-18,248
2017-10-19,249
2017-10-20,249
2017-10-21,248
2017-10-22,241
2017-10-23,247
2017-10-24,247
2017-10-25,247
2017-10-26,247
2017-10-27,243
2017-10-28,243
2017-10-29,241
2017-10-30,242
2017-10-31,233
2017-11-01,233
2017-11-02,238
2017-11-03,242
2017-11-04,242
2017-11-05,242
2017-11-06,251
2017-11-07,251
2017-11-08,255
2017-11-09,255
2017-11-10,255
2017-11-11,253
2017-11-12,254
2017-11-13,254
2017-11-14,254
2017-11-15,260
2017-11-16,266
2017-11-17,264
2017-11-18,264
2017-11-19,256
2017-11-20,252
2017-11-21,251
2017-11-22,251
2017-11-23,253
2017-11-24,253
2017-11-25,249
2017-11-26,252
2017-11-27,252
2017-11-28,251
2017-11-29,253
2017-11-30,253
2017-12-01,254
2017-12-02,254
2017-12-03,255
2017-12-04,255
2017-12-05,259
2017-12-06,259
2017-12-07,262
2017-12-08,262
2017-12-09,261
2017-12-10,257
2017-12-11,251
2017-12-12,251
2017-12-13,251
2017-12-14,247
2017-12-15,245
2017-12-16,245
2017-12-17,242
2017-12-18,242
2017-12-19,242
2017-12-20,239
2017-12-21,242
2017-12-22,236
2017-12-23,235
2017-12-24,235
2017-12-25,235
2017-12-26,228
2017-12-27,230
2017-12-28,237
2017-12-29,236
2017-12-30,231
2017-12-31,231
2018-01-01,231
2018-01-02,230
2018-01-03,228
2018-01-04,229
2018-01-05,230
2018-01-06,224
2018-01-07,225
2018-01-08,234
2018-01-09,237
2018-01-10,237
2018-01-11,239
2018-01-12,229
2018-01-13,221
2018-01-14,224
2018-01-15,229
2018-01-16,234
2018-01-17,237
2018-01-18,233
2018-01-19,233
2018-01-20,237
2018-01-21,233
2018-01-22,227
2018-01-23,221
2018-01-24,221
2018-01-25,223
2018-01-26,221
2018-01-27,223
2018-01-28,227
2018-01-29,224
2018-01-30,225
2018-02-01,217
2018-02-02,218
2018-02-03,214
2018-02-04,211
2018-02-05,212
2018-02-06,207
2018-02-07,201
2018-02-08,195
2018-02-09,203
2018-02-10,204
2018-02-11,196
2018-02-12,189
2018-02-13,188
2018-02-14,187
2018-02-15,184
2018-02-16,181
2018-02-17,175
2018-02-18,176
2018-02-19,180
2018-02-20,185
2018-02-21,181
2018-02-22,186
2018-02-23,189
2018-02-24,191
2018-02-25,189
2018-02-26,197
2018-02-27,195
2018-02-28,195
2018-03-01,193
2018-03-02,188
2018-03-03,186
2018-03-04,184
2018-03-05,180
2018-03-06,181
2018-03-07,182
2018-03-08,178
2018-03-09,171
2018-03-10,169
2018-03-11,161
2018-03-12,154
2018-03-13,149
2018-03-14,144
2018-03-15,137
2018-03-16,132
2018-03-17,128
2018-03-18,126
2018-03-19,126
2018-03-20,127
2018-03-21,131
2018-03-23,133
2018-03-24,130
2018-03-26,128
2018-03-27,121
2018-03-28,119
2018-03-29,118
2018-03-30,117
2018-03-31,114
2018-04-01,113
2018-04-02,109
2018-04-03,108
2018-04-04,109
2018-04-05,109
2018-04-06,107
2018-04-08,107
2018-04-09,107
2018-04-10,109
2018-04-11,112
2018-04-12,116
2018-04-13,119
2018-04-14,121
2018-04-16,132
2018-04-17,134
2018-04-18,137
2018-04-19,138
2018-04-20,143
2018-04-21,145
2018-04-22,139
2018-04-23,140
2018-04-24,145
2018-04-25,148
2018-04-26,148
2018-04-27,150
2018-04-28,150
2018-04-29,154
2018-04-30,159
2018-05-02,158
2018-05-03,165
2018-05-04,174
2018-05-05,177
2018-05-06,177
2018-05-07,171
2018-05-08,176
2018-05-09,168
2018-05-10,168
2018-05-11,164
2018-05-12,160
2018-05-13,160
2018-05-14,164
2018-05-15,171
2018-05-16,172
2018-05-17,175
2018-05-18,174
2018-05-19,175
2018-05-20,169
2018-05-21,169
2018-05-22,173
2018-05-23,169
2018-05-24,165
2018-05-25,161
2018-05-26,157
2018-05-27,152
2018-05-28,153
2018-05-29,152
2018-05-30,151
2018-05-31,156
2018-06-01,159
2018-06-02,163
2018-06-03,167
2018-06-04,169
2018-06-05,167
2018-06-06,172
2018-06-07,169
2018-06-08,168
2018-06-09,169
2018-06-10,171
2018-06-11,173
2018-06-12,170
2018-06-13,170
2018-06-14,165
2018-06-15,160
2018-06-16,164
2018-06-17,166
2018-06-18,164
2018-06-19,165
2018-06-20,165
2018-06-21,169
2018-06-22,174
2018-06-23,175
2018-06-24,173
2018-06-25,176
2018-06-26,179
2018-06-27,176
2018-06-28,178
2018-06-29,183
2018-06-30,176
2018-07-01,175
2018-07-02,167
2018-07-03,160
2018-07-04,154
2018-07-05,147
2018-07-06,143
2018-07-07,137
2018-07-08,134
2018-07-09,136
2018-07-10,140
2018-07-11,138
2018-07-12,139
2018-07-13,139
2018-07-14,142
2018-07-15,146
2018-07-16,148
2018-07-17,147
2018-07-18,146
2018-07-19,153
2018-07-20,157
2018-07-21,160
2018-07-22,161
2018-07-23,160
2018-07-24,163
2018-07-25,159
2018-07-26,159
2018-07-27,165
2018-07-28,164
2018-07-29,167
2018-07-30,168
2018-07-31,163
2018-08-01,167
2018-08-02,163
2018-08-03,164
2018-08-04,164
2018-08-05,158
2018-08-06,152
2018-08-07,146
2018-08-08,151
2018-08-09,157
2018-08-10,161
2018-08-11,162
2018-08-12,165
2018-08-14,168
2018-08-16,158
2018-08-17,156
2018-08-18,155
2018-08-19,154
2018-08-20,152
2018-08-21,150
2018-08-22,151
2018-08-23,150
2018-08-24,151
2018-08-25,152
2018-08-26,150
2018-08-27,154
2018-08-28,155
2018-08-29,156
2018-08-30,157
2018-08-31,161
2018-09-01,156
2018-09-02,155
2018-09-03,155
2018-09-04,158
2018-09-05,162
2018-09-06,162
2018-09-07,171
2018-09-08,175
2018-09-09,173
2018-09-10,169
2018-09-11,166
2018-09-12,164
2018-09-13,160
2018-09-14,159
2018-09-15,157
2018-09-16,164
2018-09-17,166
2018-09-18,166
2018-09-19,167
2018-09-20,162
2018-09-21,158
2018-09-22,155
2018-09-23,158
2018-09-24,158
2018-09-25,156
2018-09-26,155
2018-09-27,154
2018-09-28,156
2018-09-29,161
2018-09-30,164
2018-10-02,176
2018-10-03,174
2018-10-04,171
2018-10-05,167
2018-10-06,166
2018-10-07,164
2018-10-08,164
2018-10-09,157
2018-10-10,149
2018-10-11,142
2018-10-12,135
2018-10-13,131
2018-10-14,126
2018-10-15,127
2018-10-16,130
2018-10-17,132
2018-10-18,131
2018-10-19,130
2018-10-20,132
2018-10-21,132
2018-10-22,130
2018-10-23,130
2018-10-24,133
2018-10-25,130
2018-10-26,128
2018-10-27,129
2018-10-28,133
2018-10-29,140
2018-10-30,143
2018-10-31,146
2018-11-01,145
2018-11-03,149
2018-11-04,151
2018-11-05,152
2018-11-06,151
2018-11-07,150
2018-11-08,151
2018-11-09,156
2018-11-10,156
2018-11-11,156
2018-11-12,156
2018-11-13,155
2018-11-14,159
2018-11-15,161
2018-11-16,161
2018-11-17,161
2018-11-18,160
2018-11-19,160
2018-11-20,159
2018-11-21,164
2018-11-22,162
2018-11-23,165
2018-11-24,165
2018-11-25,165
2018-11-26,162
2018-11-27,157
2018-11-28,159
2018-11-29,166
2018-12-01,168
2018-12-02,177
2018-12-03,180
2018-12-04,177
2018-12-05,176
2018-12-07,182
2018-12-09,189
2018-12-10,186
2018-12-11,183
2018-12-12,180
2018-12-13,181
2018-12-14,182
2018-12-15,182
2018-12-16,185
2018-12-17,189
2018-12-18,184
2018-12-19,185
2018-12-20,188
2018-12-21,189
2018-12-22,180
2018-12-23,178
2018-12-24,179
2018-12-25,177
2018-12-26,175
2018-12-27,173
2018-12-28,171
2018-12-29,168
2018-12-30,168
2018-12-31,169
2019-01-01,169
2019-01-02,170
2019-01-03,178
2019-01-04,184
2019-01-05,185
2019-01-06,189
2019-01-08,192
2019-01-10,196
2019-01-11,188
2019-01-12,182
2019-01-13,183
2019-01-14,187
2019-01-15,189
2019-01-16,196
2019-01-17,202
2019-01-18,201
2019-01-19,206
2019-01-20,211
2019-01-21,220
2019-01-22,216
2019-01-23,211
2019-01-24,211
2019-01-25,209
2019-01-26,200
2019-01-27,197
2019-01-28,196
2019-01-29,201
2019-01-30,197
2019-01-31,195
2019-02-01,193
2019-02-02,196
2019-02-03,189
2019-02-04,187
2019-02-05,182
2019-02-06,177
2019-02-07,178
2019-02-08,175
2019-02-09,171
2019-02-10,167
2019-02-11,167
2019-02-12,164
2019-02-13,165
2019-02-14,166
2019-02-15,160
2019-02-16,155
2019-02-17,149
2019-02-18,145
2019-02-19,143
2019-02-20,145
2019-02-21,147
2019-02-22,154
2019-02-23,160
2019-02-24,164
2019-02-25,166
2019-02-26,169
2019-02-27,164
2019-02-28,157
2019-03-01,154
2019-03-02,152
2019-03-03,154
2019-03-04,152
2019-03-05,148
2019-03-06,147
2019-03-07,154
2019-03-08,155
2019-03-09,158
2019-03-10,160
2019-03-11,160
2019-03-12,162
2019-03-13,162
2019-03-14,164
2019-03-15,166
2019-03-16,162
2019-03-17,164
2019-03-18,172
2019-03-19,175
2019-03-20,176
2019-03-21,174
2019-03-22,173
2019-03-23,176
2019-03-24,178
2019-03-25,186
2019-03-26,192
2019-03-27,196
2019-03-28,191
2019-03-29,190
2019-03-30,186
2019-03-31,177
2019-04-01,170
2019-04-02,171
2019-04-03,172
2019-04-04,179
2019-04-05,182
2019-04-06,186
2019-04-07,196
2019-04-08,204
2019-04-09,203
2019-04-10,196
2019-04-11,192
2019-04-12,184
2019-04-13,179
2019-04-14,178
2019-04-15,174
2019-04-16,170
2019-04-17,169
2019-04-18,162
2019-04-19,162
2019-04-20,163
2019-04-21,160
2019-04-22,160
2019-04-23,160
2019-04-24,162
2019-04-25,168
2019-04-26,174
2019-04-27,181
2019-04-28,189
2019-04-29,198
2019-04-30,206
2019-05-01,217
2019-05-02,214
2019-05-03,203
2019-05-04,193
2019-05-05,193
2019-05-06,189
2019-05-07,188
2019-05-08,194
2019-05-09,202
2019-05-10,203
2019-05-11,206
2019-05-12,213
2019-05-13,223
2019-05-14,230
2019-05-15,233
2019-05-16,233
2019-05-17,241
2019-05-18,242
2019-05-19,241
2019-05-20,242
2019-05-21,239
2019-05-22,229
2019-05-23,226
2019-05-24,229
2019-05-25,231
2019-05-26,226
2019-05-27,228
2019-05-28,220
2019-05-29,209
2019-05-30,204
2019-05-31,199
2019-06-01,189
2019-06-02,186
2019-06-03,182
2019-06-04,183
2019-06-05,189
2019-06-06,197
2019-06-07,202
2019-06-08,207
2019-06-09,199
2019-06-10,194
2019-06-11,190
2019-06-12,185
2019-06-13,182
2019-06-14,178
2019-06-15,174
2019-06-16,172
2019-06-17,168
2019-06-18,162
2019-06-19,161
2019-06-20,164
2019-06-21,165
2019-06-22,171
2019-06-23,166
2019-06-24,163
2019-06-25,157
2019-06-26,151
2019-06-27,143
2019-06-28,135
2019-06-29,131
2019-06-30,130
2019-07-01,129
2019-07-02,126
2019-07-03,124
2019-07-04,125
2019-07-05,129
2019-07-06,136
2019-07-07,137
2019-07-08,140
2019-07-09,145
2019-07-10,150
2019-07-11,156
2019-07-12,160
2019-07-13,166
2019-07-14,173
2019-07-15,175
2019-07-16,174
2019-07-17,169
2019-07-18,165
2019-07-19,160
2019-07-20,152
2019-07-21,153
2019-07-22,153
2019-07-23,157
2019-07-24,154
2019-07-25,150
2019-07-26,149
2019-07-27,144
2019-07-28,141
2019-07-29,140
2019-07-30,141
2019-07-31,144
2019-08-01,143
2019-08-02,147
2019-08-03,146
2019-08-04,140
2019-08-05,143
2019-08-06,141
2019-08-07,138
2019-08-08,133
2019-08-09,131
2019-08-10,132
2019-08-11,130
2019-08-12,125
2019-08-13,121
2019-08-14,124
2019-08-15,125
2019-08-16,124
2019-08-17,127
2019-08-18,129
2019-08-19,134
2019-08-20,129
2019-08-21,129
2019-08-22,134
2019-08-23,139
2019-08-24,141
2019-08-24,141
2019-08-25,138
2019-08-25,138
2019-08-26,137
2019-08-26,137
2019-08-27,137
2019-08-27,137
2019-08-28,137
2019-08-29,136
2019-08-30,134
2019-08-31,129
2019-09-01,129
2019-09-02,131
2019-09-03,131
2019-09-04,137
2019-09-05,139
