date_obj,Red%20spiky%20vambraces price
2015-08-11,7899
2015-08-12,7899
2015-08-13,7907
2015-08-14,7907
2015-08-15,7907
2015-08-16,7907
2015-08-17,7683
2015-08-18,7683
2015-08-19,7683
2015-08-20,7683
2015-08-21,7401
2015-08-22,7401
2015-08-23,7401
2015-08-24,7401
2015-08-25,7053
2015-08-26,7053
2015-08-27,7053
2015-08-28,7053
2015-08-29,6761
2015-08-30,6761
2015-08-31,6761
2015-09-01,6761
2015-09-02,6761
2015-09-03,6871
2015-09-04,6871
2015-09-05,6871
2015-09-06,6871
2015-09-07,6695
2015-09-08,6695
2015-09-09,6695
2015-09-10,6695
2015-09-11,6695
2015-09-12,6662
2015-09-13,6662
2015-09-14,6662
2015-09-15,6662
2015-09-16,6662
2015-09-17,6623
2015-09-18,6623
2015-09-19,6623
2015-09-20,6623
2015-09-21,6623
2015-09-22,6367
2015-09-23,6367
2015-09-24,6367
2015-09-25,6367
2015-09-27,6247
2015-09-28,6247
2015-09-29,6247
2015-09-30,6247
2015-10-05,5725
2015-10-06,5725
2015-10-07,5725
2015-10-08,5725
2015-10-09,5615
2015-10-10,5615
2015-10-11,5615
2015-10-12,5382
2015-10-13,5382
2015-10-14,5382
2015-10-15,5382
2015-10-16,5287
2015-10-17,5287
2015-10-18,5287
2015-10-19,5287
2015-10-20,5424
2015-10-22,5424
2015-10-23,5424
2015-10-24,5424
2015-10-25,5419
2015-10-26,5419
2015-10-27,5419
2015-10-29,5419
2015-10-30,5408
2015-10-31,5408
2015-11-01,5408
2015-11-02,5408
2015-11-03,5212
2015-11-04,5212
2015-11-05,5212
2015-11-06,5212
2015-11-07,5169
2015-11-08,5169
2015-11-09,5169
2015-11-10,5169
2015-11-11,5136
2015-11-12,5136
2015-11-13,5136
2015-11-14,5136
2015-11-15,5136
2015-11-16,4914
2015-11-17,4914
2015-11-18,4914
2015-11-19,4914
2015-11-20,4970
2015-11-21,4970
2015-11-22,4970
2015-11-23,4970
2015-11-24,4964
2015-11-25,4964
2015-11-26,4964
2015-11-27,4964
2015-11-28,4964
2015-11-29,4879
2015-11-30,4879
2015-12-01,4879
2015-12-02,4879
2015-12-03,4845
2015-12-04,4845
2015-12-05,4845
2015-12-06,4845
2015-12-07,4845
2015-12-08,4818
2015-12-09,4818
2015-12-10,4818
2015-12-11,4818
2015-12-12,4807
2015-12-13,4807
2015-12-14,4807
2015-12-15,4807
2015-12-16,4844
2015-12-17,4844
2015-12-18,4844
2015-12-19,4844
2015-12-20,4844
2015-12-21,4844
2015-12-22,4844
2015-12-23,4844
2015-12-24,4854
2015-12-25,4854
2015-12-26,4854
2015-12-27,4854
2015-12-28,4890
2015-12-29,4890
2015-12-30,4890
2015-12-31,4890
2016-01-01,4922
2016-01-02,4922
2016-01-03,4922
2016-01-04,4975
2016-01-05,4975
2016-01-06,4975
2016-01-07,4975
2016-01-08,4934
2016-01-09,4934
2016-01-10,4934
2016-01-11,4934
2016-01-12,4902
2016-01-13,4902
2016-01-14,4902
2016-01-15,4902
2016-01-16,4892
2016-01-17,4892
2016-01-18,4892
2016-01-19,4892
2016-01-20,4993
2016-01-21,4993
2016-01-22,4993
2016-01-23,4993
2016-01-24,4986
2016-01-25,4986
2016-01-26,4986
2016-01-27,5086
2016-01-28,5086
2016-01-29,5086
2016-01-30,5086
2016-01-31,5080
2016-02-01,5080
2016-02-02,5080
2016-02-03,4986
2016-02-04,4986
2016-02-05,4986
2016-02-06,4986
2016-02-07,4914
2016-02-08,4914
2016-02-09,4914
2016-02-10,4881
2016-02-11,4881
2016-02-12,4881
2016-02-13,4881
2016-02-14,5031
2016-02-15,5031
2016-02-16,5031
2016-02-17,5031
2016-02-18,5120
2016-02-19,5120
2016-02-20,5120
2016-02-21,5032
2016-02-22,5032
2016-02-23,5032
2016-02-24,5032
2016-02-25,5072
2016-02-26,5072
2016-02-27,5072
2016-02-28,5072
2016-02-29,5141
2016-03-01,5141
2016-03-02,5141
2016-03-03,5141
2016-03-04,5134
2016-03-05,5134
2016-03-06,5134
2016-03-07,5134
2016-03-08,4974
2016-03-09,4974
2016-03-10,4974
2016-03-11,4974
2016-03-12,4929
2016-03-13,4929
2016-03-14,4929
2016-03-15,4929
2016-03-16,4941
2016-03-17,4941
2016-03-18,4941
2016-03-19,4941
2016-03-20,4763
2016-03-21,4763
2016-03-22,4763
2016-03-23,4763
2016-03-24,4790
2016-03-25,4790
2016-03-26,4790
2016-03-27,4790
2016-03-28,4707
2016-03-29,4707
2016-03-30,4707
2016-03-31,4707
2016-04-01,4755
2016-04-02,4755
2016-04-03,4755
2016-04-04,4877
2016-04-05,4877
2016-04-06,4877
2016-04-07,4877
2016-04-08,4862
2016-04-09,4862
2016-04-10,4862
2016-04-11,4862
2016-04-12,4797
2016-04-13,4797
2016-04-14,4797
2016-04-15,4797
2016-04-16,4735
2016-04-17,4735
2016-04-18,4735
2016-04-19,4735
2016-04-20,4665
2016-04-21,4665
2016-04-22,4445
2016-04-23,4230
2016-04-24,4029
2016-04-25,3837
2016-04-26,3837
2016-04-27,3652
2016-04-28,3652
2016-04-29,3476
2016-04-30,3476
2016-05-01,3302
2016-05-02,3302
2016-05-03,3166
2016-05-04,3166
2016-05-05,3073
2016-05-06,3073
2016-05-07,2933
2016-05-08,2933
2016-05-09,2789
2016-05-10,2789
2016-05-11,2659
2016-05-12,2659
2016-05-13,2555
2016-05-14,2555
2016-05-15,2459
2016-05-16,2459
2016-05-17,2368
2016-05-18,2368
2016-05-19,2302
2016-05-22,2236
2016-05-23,2137
2016-05-24,2137
2016-05-25,2048
2016-05-26,2048
2016-05-27,2019
2016-05-28,2019
2016-05-29,2032
2016-05-30,2032
2016-05-31,2032
2016-06-01,2023
2016-06-02,2023
2016-06-03,2023
2016-06-04,1981
2016-06-05,1981
2016-06-06,1919
2016-06-07,1919
2016-06-08,1919
2016-06-09,1894
2016-06-10,1894
2016-06-11,1888
2016-06-12,1888
2016-06-13,1965
2016-06-14,1965
2016-06-15,1969
2016-06-16,1969
2016-06-17,2003
2016-06-18,2003
2016-06-19,1973
2016-06-20,1973
2016-06-21,1943
2016-06-22,1943
2016-06-23,1948
2016-06-24,1948
2016-06-25,1969
2016-06-26,1969
2016-06-27,1969
2016-06-28,1949
2016-06-29,1949
2016-06-30,1970
2016-07-01,1970
2016-07-02,1955
2016-07-03,1955
2016-07-04,1909
2016-07-05,1909
2016-07-06,1881
2016-07-07,1951
2016-07-08,1958
2016-07-09,1922
2016-07-10,1903
2016-07-11,1947
2016-07-12,1941
2016-07-13,1941
2016-07-14,1935
2016-07-15,1920
2016-07-16,1921
2016-07-17,1928
2016-07-18,1928
2016-07-23,1931
2016-07-24,1939
2016-07-25,1935
2016-07-26,1935
2016-07-27,1916
2016-07-28,1930
2016-07-29,1898
2016-07-30,1920
2016-07-31,1920
2016-08-01,1905
2016-08-02,1925
2016-08-03,1919
2016-08-04,1919
2016-08-05,1904
2016-08-06,1914
2016-08-07,1907
2016-08-08,1907
2016-08-09,1917
2016-08-10,1932
2016-08-11,1932
2016-08-12,1928
2016-08-13,1928
2016-08-14,1933
2016-08-15,1926
2016-08-16,1932
2016-08-17,1932
2016-08-18,1928
2016-08-19,1928
2016-08-20,1931
2016-08-21,1931
2016-08-22,1928
2016-08-23,1928
2016-08-24,1935
2016-08-25,1935
2016-08-26,1939
2016-08-28,1941
2016-08-31,1938
2016-09-01,1906
2016-09-02,1906
2016-09-03,1874
2016-09-04,1878
2016-09-05,1878
2016-09-06,1891
2016-09-07,1891
2016-09-08,1891
2016-09-09,1932
2016-09-10,1932
2016-09-11,1904
2016-09-12,1904
2016-09-13,1941
2016-09-14,1941
2016-09-15,1955
2016-09-16,1955
2016-09-17,1949
2016-09-18,1949
2016-09-19,1904
2016-09-20,1904
2016-09-21,1863
2016-09-22,1863
2016-09-23,1892
2016-09-24,1892
2016-09-25,1913
2016-09-26,1913
2016-09-27,1913
2016-09-28,1889
2016-09-29,1889
2016-09-30,1924
2016-10-01,1924
2016-10-02,1940
2016-10-03,1940
2016-10-04,1940
2016-10-05,1945
2016-10-06,1945
2016-10-07,1945
2016-10-08,1909
2016-10-09,1909
2016-10-10,1909
2016-10-11,1903
2016-10-12,1903
2016-10-13,1911
2016-10-14,1911
2016-10-15,1906
2016-10-16,1906
2016-10-17,1920
2016-10-18,1920
2016-10-19,1920
2016-10-20,1903
2016-10-21,1903
2016-10-22,1920
2016-10-23,1920
2016-10-24,1938
2016-10-25,1938
2016-10-26,1946
2016-10-27,1946
2016-10-28,1946
2016-10-29,1952
2016-10-30,1952
2016-10-31,1967
2016-11-01,1967
2016-11-02,1958
2016-11-03,1958
2016-11-04,1950
2016-11-05,1950
2016-11-06,1953
2016-11-07,1953
2016-11-08,1936
2016-11-09,1936
2016-11-10,1953
2016-11-11,1953
2016-11-12,1933
2016-11-13,1933
2016-11-14,1950
2016-12-08,1977
2016-12-09,1980
2016-12-10,1980
2016-12-11,1971
2016-12-12,1971
2016-12-13,1951
2016-12-14,1958
2016-12-15,1958
2016-12-16,1926
2016-12-17,1921
2016-12-18,1921
2016-12-19,1928
2016-12-20,1936
2016-12-21,1936
2016-12-22,1950
2016-12-23,1935
2016-12-24,1935
2016-12-25,1937
2016-12-26,1937
2016-12-27,1934
2016-12-28,1934
2016-12-29,1935
2016-12-30,1935
2016-12-31,1937
2017-01-01,1937
2017-01-02,1930
2017-01-03,1930
2017-01-04,1930
2017-01-05,1930
2017-01-06,1940
2017-01-07,1934
2017-01-08,1934
2017-01-09,1935
2017-01-10,1935
2017-01-11,1926
2017-01-12,1936
2017-01-13,1936
2017-01-14,1936
2017-01-15,1940
2017-01-16,1935
2017-01-17,1937
2017-01-18,1960
2017-01-19,1960
2017-01-20,1945
2017-01-21,1931
2017-01-22,1931
2017-01-27,1945
2017-01-28,1943
2017-01-29,1935
2017-01-30,1935
2017-01-31,1939
2017-02-01,1932
2017-02-02,1932
2017-02-03,1923
2017-02-04,1926
2017-02-05,1938
2017-02-06,1938
2017-02-07,1928
2017-02-08,1931
2017-02-09,1931
2017-02-10,1931
2017-02-11,1925
2017-02-12,1925
2017-02-13,1925
2017-02-14,1935
2017-02-15,1935
2017-02-16,1923
2017-02-18,1917
2017-02-19,1915
2017-02-20,1924
2017-02-21,1923
2017-02-22,1923
2017-02-23,1914
2017-02-24,1914
2017-02-25,1900
2017-02-26,1900
2017-02-27,1921
2017-02-28,1921
2017-03-01,1920
2017-03-02,1923
2017-03-03,1923
2017-03-04,1927
2017-03-05,1927
2017-03-06,1912
2017-03-07,1930
2017-03-08,1930
2017-03-09,1929
2017-03-10,1913
2017-03-11,1956
2017-03-12,1967
2017-03-13,1933
2017-03-14,1925
2017-03-15,1930
2017-03-16,1924
2017-03-17,1932
2017-03-18,1930
2017-03-19,1927
2017-03-20,1936
2017-03-21,1904
2017-03-22,1931
2017-03-23,1933
2017-03-24,1934
2017-03-25,1934
2017-03-26,1939
2017-03-27,1943
2017-03-28,1947
2017-03-29,1932
2017-03-30,1932
2017-03-31,1949
2017-04-01,1950
2017-04-02,1950
2017-04-03,1942
2017-04-04,1936
2017-04-12,1937
2017-04-13,1937
2017-04-14,1937
2017-04-15,1946
2017-04-16,1950
2017-04-17,1939
2017-04-18,1946
2017-04-19,1939
2017-04-20,1938
2017-04-21,1940
2017-04-22,1940
2017-04-23,1932
2017-04-24,1935
2017-04-25,1933
2017-04-26,1933
2017-04-27,1945
2017-04-28,1948
2017-04-29,1959
2017-04-30,1946
2017-05-01,1939
2017-05-02,1940
2017-05-03,1940
2017-05-04,1939
2017-05-05,1942
2017-05-06,1944
2017-05-07,1937
2017-05-08,1943
2017-05-09,1948
2017-05-10,1937
2017-05-11,1938
2017-05-12,1937
2017-05-13,1934
2017-05-14,1938
2017-05-15,1949
2017-05-16,1942
2017-05-17,1961
2017-05-18,1935
2017-05-19,1935
2017-05-20,1916
2017-05-21,1916
2017-05-22,1953
2017-05-23,1937
2017-05-24,1927
2017-05-25,1927
2017-05-26,1914
2017-05-27,1913
2017-05-28,1898
2017-05-29,1896
2017-05-30,1874
2017-05-31,1900
2017-06-01,1890
2017-06-02,1883
2017-06-03,1883
2017-06-06,1845
2017-06-07,1885
2017-06-08,1885
2017-06-09,1880
2017-06-10,1897
2017-06-11,1921
2017-06-12,1921
2017-06-13,1927
2017-06-14,1936
2017-06-15,1936
2017-06-16,1949
2017-06-17,1949
2017-06-18,1937
2017-06-19,1937
2017-06-20,1941
2017-06-21,1948
2017-06-22,1948
2017-06-23,1949
2017-06-24,1950
2017-06-25,1950
2017-06-26,1929
2017-06-27,1948
2017-06-28,1948
2017-06-29,1965
2017-06-30,1920
2017-07-01,1920
2017-07-02,1877
2017-07-03,1900
2017-07-04,1934
2017-07-05,1934
2017-07-06,1944
2017-07-07,1944
2017-07-08,1942
2017-07-13,1940
2017-07-14,1940
2017-07-15,1940
2017-07-16,1924
2017-07-17,1950
2017-07-18,1973
2017-07-19,1933
2017-07-20,1925
2017-07-21,1925
2017-07-22,1942
2017-07-23,1946
2017-07-24,1946
2017-07-25,1956
2017-07-26,1961
2017-07-27,1961
2017-07-28,1965
2017-07-29,1965
2017-07-30,1944
2017-07-31,1944
2017-08-01,1948
2017-08-02,1975
2017-08-03,1975
2017-08-04,1962
2017-08-05,1939
2017-08-06,1939
2017-08-09,1886
2017-08-10,1919
2017-08-11,1919
2017-08-12,1929
2017-08-13,1929
2017-08-14,1910
2017-08-15,1928
2017-08-17,1910
2017-08-18,1910
2017-08-19,1930
2017-08-20,1921
2017-08-22,1954
2017-08-23,1944
2017-08-24,1944
2017-08-25,1950
2017-08-26,1932
2017-08-27,1930
2017-08-28,1902
2017-08-29,1902
2017-08-30,1913
2017-08-31,1913
2017-09-01,1923
2017-09-02,1896
2017-09-03,1896
2017-09-04,1908
2017-09-05,1918
2017-09-06,1918
2017-09-07,1930
2017-09-08,1930
2017-09-09,1928
2017-09-10,1940
2017-09-11,1942
2017-09-12,1942
2017-09-13,1928
2017-09-14,1949
2017-09-15,1949
2017-09-16,1929
2017-09-17,1932
2017-09-19,1935
2017-09-20,1941
2017-09-21,1950
2017-09-22,1941
2017-09-23,1941
2017-09-24,1939
2017-09-25,1919
2017-09-26,1932
2017-09-27,1932
2017-09-28,1947
2017-09-29,1944
2017-09-30,1944
2017-10-01,1922
2017-10-02,1909
2017-10-03,1909
2017-10-04,1942
2017-10-05,1931
2017-10-06,1903
2017-10-07,1881
2017-10-08,1847
2017-10-09,1857
2017-10-10,1904
2017-10-11,1904
2017-10-12,1880
2017-10-13,1921
2017-10-14,1884
2017-10-15,1884
2017-10-16,1866
2017-10-17,1866
2017-10-18,1856
2017-10-19,1887
2017-10-20,1887
2017-10-21,1917
2017-10-22,1934
2017-10-23,1910
2017-10-24,1907
2017-10-25,1906
2017-10-26,1906
2017-10-27,1916
2017-10-28,1916
2017-10-29,1920
2017-10-30,1923
2017-10-31,1889
2017-11-01,1889
2017-11-02,1885
2017-11-03,1898
2017-11-04,1922
2017-11-05,1922
2017-11-06,1926
2017-11-07,1926
2017-11-08,1905
2017-11-09,1878
2017-11-10,1911
2017-11-11,1911
2017-11-12,1878
2017-11-13,1916
2017-11-14,1916
2017-11-15,1899
2017-11-16,1912
2017-11-17,1907
2017-11-18,1907
2017-11-19,1925
2017-11-20,1929
2017-11-21,1909
2017-11-22,1909
2017-11-23,1893
2017-11-24,1893
2017-11-25,1875
2017-11-26,1891
2017-11-27,1891
2017-11-28,1885
2017-11-29,1896
2017-11-30,1896
2017-12-01,1906
2017-12-02,1906
2017-12-03,1909
2017-12-04,1909
2017-12-05,1937
2017-12-06,1909
2017-12-07,1930
2017-12-08,1930
2017-12-09,1941
2017-12-10,1944
2017-12-11,1949
2017-12-12,1949
2017-12-14,1973
2017-12-15,1938
2017-12-16,1911
2017-12-17,1863
2017-12-18,1870
2017-12-19,1866
2017-12-20,1893
2017-12-21,1902
2017-12-22,1938
2017-12-23,1936
2017-12-24,1936
2017-12-25,1899
2017-12-26,1936
2017-12-27,1886
2017-12-28,1889
2017-12-29,1881
2017-12-30,1866
2017-12-31,1896
2018-01-01,1873
2018-01-02,1881
2018-01-03,1877
2018-01-04,1899
2018-01-05,1933
2018-01-06,1938
2018-01-07,1949
2018-01-08,1942
2018-01-09,1943
2018-01-10,1943
2018-01-11,1933
2018-01-12,1936
2018-01-13,1932
2018-01-14,1924
2018-01-15,1921
2018-01-16,1940
2018-01-17,1940
2018-01-18,1944
2018-01-19,1944
2018-01-20,1894
2018-01-21,1863
2018-01-22,1911
2018-01-23,1914
2018-01-24,1933
2018-01-25,1902
2018-01-26,1866
2018-01-27,1894
2018-01-28,1916
2018-01-29,1871
2018-01-31,1859
2018-02-01,1885
2018-02-02,1905
2018-02-03,1893
2018-02-04,1896
2018-02-05,1925
2018-02-06,1897
2018-02-07,1894
2018-02-08,1898
2018-02-09,1900
2018-02-10,1887
2018-02-11,1889
2018-02-12,1864
2018-02-13,1921
2018-02-14,1925
2018-02-15,1914
2018-02-16,1942
2018-02-17,1922
2018-02-18,1909
2018-02-19,1900
2018-02-20,1928
2018-02-21,1906
2018-02-22,1929
2018-02-23,1926
2018-02-24,1933
2018-02-25,1939
2018-02-26,1921
2018-02-27,1919
2018-02-28,1930
2018-03-01,1929
2018-03-02,1930
2018-03-03,1945
2018-03-04,1924
2018-03-05,1925
2018-03-06,1940
2018-03-07,1944
2018-03-08,1977
2018-03-09,1931
2018-03-10,1919
2018-03-11,1918
2018-03-12,1915
2018-03-13,1937
2018-03-14,1937
2018-03-15,1936
2018-03-16,1937
2018-03-17,1944
2018-03-18,1940
2018-03-19,1903
2018-03-20,1915
2018-03-21,1923
2018-03-23,1911
2018-03-24,1926
2018-03-26,1930
2018-03-27,1915
2018-03-28,1888
2018-03-29,1930
2018-03-30,1935
2018-03-31,1926
2018-04-01,1898
2018-04-02,1888
2018-04-03,1914
2018-04-04,1915
2018-04-05,1913
2018-04-06,1935
2018-04-08,1925
2018-04-09,1914
2018-04-10,1874
2018-04-11,1875
2018-04-12,1919
2018-04-13,1947
2018-04-14,1926
2018-04-15,1907
2018-04-16,1894
2018-04-17,1904
2018-04-18,1891
2018-04-19,1871
2018-04-20,1882
2018-04-21,1891
2018-04-22,1885
2018-04-23,1912
2018-04-24,1913
2018-04-25,1914
2018-04-26,1917
2018-04-27,1917
2018-04-28,1871
2018-04-29,1912
2018-04-30,1882
2018-05-01,1883
2018-05-02,1894
2018-05-03,1921
2018-05-04,1914
2018-05-05,1910
2018-05-06,1882
2018-05-07,1883
2018-05-08,1914
2018-05-09,1921
2018-05-10,1889
2018-05-11,1865
2018-05-12,1891
2018-05-13,1918
2018-05-14,1908
2018-05-15,1916
2018-05-16,1878
2018-05-17,1863
2018-05-18,1868
2018-05-19,1881
2018-05-20,1874
2018-05-21,1861
2018-05-22,1851
2018-05-23,1883
2018-05-24,1874
2018-05-25,1886
2018-05-26,1898
2018-05-27,1913
2018-05-28,1914
2018-05-29,1920
2018-05-30,1925
2018-05-31,1925
2018-06-01,1934
2018-06-02,1937
2018-06-03,1945
2018-06-04,1923
2018-06-05,1900
2018-06-06,1878
2018-06-07,1874
2018-06-08,1855
2018-06-09,1916
2018-06-10,1880
2018-06-11,1902
2018-06-12,1861
2018-06-13,1908
2018-06-14,1904
2018-06-15,1879
2018-06-16,1898
2018-06-17,1877
2018-06-18,1909
2018-06-19,1914
2018-06-20,1932
2018-06-21,1900
2018-06-22,1891
2018-06-23,1892
2018-06-24,1898
2018-06-25,1910
2018-06-26,1885
2018-06-27,1910
2018-06-28,1919
2018-06-29,1925
2018-06-30,1920
2018-07-01,1923
2018-07-02,1897
2018-07-03,1899
2018-07-04,1903
2018-07-05,1913
2018-07-06,1925
2018-07-07,1895
2018-07-08,1886
2018-07-09,1914
2018-07-10,1887
2018-07-11,1899
2018-07-12,1914
2018-07-13,1899
2018-07-14,1881
2018-07-15,1870
2018-07-16,1914
2018-07-17,1936
2018-07-18,1940
2018-07-19,1929
2018-07-20,1915
2018-07-21,1917
2018-07-22,1899
2018-07-23,1888
2018-07-24,1865
2018-07-25,1854
2018-07-26,1828
2018-07-27,1820
2018-07-28,1853
2018-07-29,1830
2018-07-30,1848
2018-07-31,1853
2018-08-01,1879
2018-08-02,1917
2018-08-03,1885
2018-08-04,1888
2018-08-05,1911
2018-08-06,1917
2018-08-07,1911
2018-08-08,1892
2018-08-09,1884
2018-08-10,1905
2018-08-11,1920
2018-08-12,1914
2018-08-14,1916
2018-08-16,1860
2018-08-17,1896
2018-08-18,1863
2018-08-19,1839
2018-08-20,1877
2018-08-21,1867
2018-08-22,1884
2018-08-23,1899
2018-08-24,1914
2018-08-25,1911
2018-08-26,1908
2018-08-27,1884
2018-08-28,1871
2018-08-29,1882
2018-08-30,1899
2018-08-31,1900
2018-09-01,1901
2018-09-02,1882
2018-09-03,1863
2018-09-04,1885
2018-09-05,1887
2018-09-06,1893
2018-09-07,1906
2018-09-08,1894
2018-09-09,1898
2018-09-10,1905
2018-09-11,1897
2018-09-12,1896
2018-09-13,1885
2018-09-14,1885
2018-09-15,1887
2018-09-16,1897
2018-09-17,1916
2018-09-18,1876
2018-09-19,1896
2018-09-20,1890
2018-09-21,1880
2018-09-22,1868
2018-09-23,1882
2018-09-24,1863
2018-09-25,1872
2018-09-26,1878
2018-09-27,1881
2018-09-28,1896
2018-09-29,1890
2018-09-30,1895
2018-10-02,1886
2018-10-03,1863
2018-10-04,1846
2018-10-05,1843
2018-10-06,1855
2018-10-07,1874
2018-10-08,1855
2018-10-09,1875
2018-10-10,1865
2018-10-11,1888
2018-10-12,1901
2018-10-13,1897
2018-10-14,1893
2018-10-15,1887
2018-10-16,1888
2018-10-17,1891
2018-10-18,1894
2018-10-19,1925
2018-10-20,1903
2018-10-21,1870
2018-10-22,1884
2018-10-23,1896
2018-10-24,1907
2018-10-25,1907
2018-10-26,1915
2018-10-27,1925
2018-10-28,1908
2018-10-29,1902
2018-10-30,1904
2018-10-31,1907
2018-11-01,1916
2018-11-03,1917
2018-11-04,1913
2018-11-05,1923
2018-11-06,1897
2018-11-07,1914
2018-11-08,1902
2018-11-09,1895
2018-11-10,1897
2018-11-11,1879
2018-11-12,1871
2018-11-13,1884
2018-11-14,1870
2018-11-15,1880
2018-11-16,1874
2018-11-17,1861
2018-11-18,1834
2018-11-19,1834
2018-11-20,1870
2018-11-21,1881
2018-11-22,1860
2018-11-23,1857
2018-11-24,1862
2018-11-25,1870
2018-11-26,1885
2018-11-27,1884
2018-11-28,1887
2018-11-29,1886
2018-12-01,1895
2018-12-02,1878
2018-12-03,1872
2018-12-04,1880
2018-12-05,1896
2018-12-07,1863
2018-12-09,1878
2018-12-10,1897
2018-12-11,1896
2018-12-12,1896
2018-12-13,1903
2018-12-14,1920
2018-12-15,1900
2018-12-16,1887
2018-12-17,1880
2018-12-18,1902
2018-12-19,1904
2018-12-20,1908
2018-12-21,1920
2018-12-22,1917
2018-12-23,1901
2018-12-24,1904
2018-12-25,1893
2018-12-26,1888
2018-12-27,1886
2018-12-28,1886
2018-12-29,1874
2018-12-30,1851
2018-12-31,1890
2019-01-01,1876
2019-01-02,1861
2019-01-03,1886
2019-01-04,1878
2019-01-05,1874
2019-01-06,1871
2019-01-08,1886
2019-01-10,1879
2019-01-11,1885
2019-01-12,1895
2019-01-13,1888
2019-01-14,1880
2019-01-15,1895
2019-01-16,1884
2019-01-17,1901
2019-01-18,1905
2019-01-19,1892
2019-01-20,1869
2019-01-21,1887
2019-01-22,1890
2019-01-23,1897
2019-01-24,1899
2019-01-25,1894
2019-01-26,1896
2019-01-27,1895
2019-01-28,1903
2019-01-29,1896
2019-01-30,1883
2019-01-31,1891
2019-02-01,1871
2019-02-02,1848
2019-02-03,1881
2019-02-04,1870
2019-02-05,1870
2019-02-06,1867
2019-02-07,1888
2019-02-08,1890
2019-02-09,1885
2019-02-10,1898
2019-02-11,1885
2019-02-12,1889
2019-02-13,1885
2019-02-14,1868
2019-02-15,1849
2019-02-16,1854
2019-02-17,1872
2019-02-18,1880
2019-02-19,1886
2019-02-20,1892
2019-02-21,1893
2019-02-22,1886
2019-02-23,1886
2019-02-24,1887
2019-02-25,1887
2019-02-26,1905
2019-02-27,1919
2019-02-28,1895
2019-03-01,1914
2019-03-02,1899
2019-03-03,1894
2019-03-04,1880
2019-03-05,1931
2019-03-06,1930
2019-03-07,1899
2019-03-08,1945
2019-03-09,1929
2019-03-10,1920
2019-03-11,1911
2019-03-12,1909
2019-03-13,1934
2019-03-14,1909
2019-03-15,1901
2019-03-16,1900
2019-03-17,1853
2019-03-18,1864
2019-03-19,1828
2019-03-20,1841
2019-03-21,1888
2019-03-22,1869
2019-03-23,1851
2019-03-24,1841
2019-03-25,1833
2019-03-26,1854
2019-03-27,1844
2019-03-28,1845
2019-03-29,1855
2019-03-30,1866
2019-03-31,1869
2019-04-01,1880
2019-04-02,1860
2019-04-03,1861
2019-04-04,1854
2019-04-05,1842
