date_obj,Toy%20cat price
2016-01-07,28562
2016-01-08,28562
2016-01-09,28562
2016-01-10,28562
2016-01-11,28562
2016-01-12,28562
2016-01-13,28562
2016-01-14,28562
2016-01-15,28562
2016-01-16,28562
2016-01-17,28562
2016-01-18,27182
2016-01-19,27182
2016-01-20,27182
2016-01-21,27182
2016-01-22,27182
2016-01-23,27182
2016-01-24,27182
2016-01-25,27182
2016-01-26,27182
2016-01-27,27182
2016-01-28,27182
2016-01-29,27182
2016-01-30,27182
2016-01-31,27182
2016-02-01,27182
2016-02-02,27182
2016-02-03,27182
2016-02-04,27182
2016-02-05,27182
2016-02-06,27182
2016-02-07,25826
2016-02-08,25826
2016-02-09,25826
2016-02-10,25826
2016-02-11,25826
2016-02-12,25826
2016-02-13,25826
2016-02-14,25826
2016-02-15,25826
2016-02-16,25826
2016-02-17,25826
2016-02-18,25826
2016-02-19,25826
2016-02-20,25826
2016-02-21,25826
2016-02-22,25826
2016-02-23,25826
2016-02-24,24567
2016-02-25,24567
2016-02-26,24567
2016-02-27,24567
2016-02-28,24567
2016-02-29,24567
2016-03-01,24567
2016-03-02,24567
2016-03-03,24567
2016-03-04,24567
2016-03-05,23357
2016-03-06,23357
2016-03-07,23357
2016-03-08,23357
2016-03-09,23357
2016-03-10,23357
2016-03-11,23357
2016-03-12,23357
2016-03-13,23357
2016-03-14,23357
2016-03-15,23357
2016-03-16,23357
2016-03-17,23357
2016-03-18,23357
2016-03-19,23357
2016-03-20,23357
2016-03-21,23357
2016-03-22,22212
2016-03-23,22212
2016-03-24,22212
2016-03-25,22212
2016-03-26,22212
2016-03-27,22212
2016-03-28,22212
2016-03-29,22212
2016-03-30,22212
2016-03-31,22212
2016-04-01,22212
2016-04-02,22212
2016-04-03,22212
2016-04-04,22212
2016-04-05,22212
2016-04-06,22212
2016-04-07,22212
2016-04-08,22212
2016-04-09,22212
2016-04-10,21123
2016-04-11,21123
2016-04-12,21123
2016-04-13,21123
2016-04-14,21123
2016-04-15,21123
2016-04-16,21123
2016-04-17,21123
2016-04-18,21123
2016-04-19,21123
2016-04-20,21123
2016-04-21,21123
2016-04-22,21123
2016-04-23,21123
2016-04-24,21123
2016-04-25,21123
2016-04-26,21123
2016-04-27,21123
2016-04-28,20338
2016-04-29,20338
2016-04-30,20338
2016-05-01,20338
2016-05-02,20338
2016-05-03,20338
2016-05-04,20338
2016-05-05,20338
2016-05-06,20338
2016-05-07,20338
2016-05-08,20338
2016-05-09,20338
2016-05-10,20338
2016-05-11,20338
2016-05-12,20338
2016-05-13,20338
2016-05-14,20338
2016-05-15,20338
2016-05-16,20338
2016-05-17,19613
2016-05-18,19613
2016-05-19,19613
2016-05-22,19613
2016-05-23,19613
2016-05-24,19613
2016-05-25,19613
2016-05-26,19613
2016-05-27,19613
2016-05-28,19613
2016-05-29,19613
2016-05-30,19613
2016-05-31,19613
2016-06-01,19613
2016-06-02,18639
2016-06-03,18639
2016-06-04,18639
2016-06-05,18639
2016-06-06,18639
2016-06-07,18639
2016-06-08,18639
2016-06-09,18639
2016-06-10,18639
2016-06-11,18639
2016-06-12,18639
2016-06-13,18639
2016-06-14,18639
2016-06-15,18639
2016-06-16,18639
2016-06-17,18639
2016-06-18,18639
2016-06-19,17718
2016-06-20,17718
2016-06-21,17718
2016-06-22,17718
2016-06-23,17718
2016-06-24,17718
2016-06-25,17718
2016-06-26,17718
2016-06-27,17718
2016-06-28,17718
2016-06-29,17718
2016-06-30,17718
2016-07-01,17718
2016-07-02,17718
2016-07-03,17718
2016-07-04,17718
2016-07-05,17718
2016-07-06,17718
2016-07-07,17718
2016-07-08,17288
2016-07-09,17288
2016-07-10,17288
2016-07-11,17288
2016-07-12,17288
2016-07-13,17288
2016-07-14,17288
2016-07-15,17288
2016-07-16,17288
2016-07-17,17288
2016-07-18,17288
2016-07-24,17288
2016-07-25,17288
2016-07-26,17288
2016-07-27,16954
2016-07-28,16954
2016-07-29,16954
2016-07-30,16954
2016-07-31,16954
2016-08-01,16954
2016-08-02,16954
2016-08-03,16954
2016-08-04,16954
2016-08-05,16954
2016-08-06,16954
2016-08-07,16954
2016-08-08,16954
2016-08-09,16954
2016-08-10,16954
2016-08-11,16954
2016-08-12,16954
2016-08-13,16954
2016-08-14,16954
2016-08-15,16954
2016-08-16,16191
2016-08-17,16191
2016-08-18,16191
2016-08-19,16191
2016-08-20,16191
2016-08-21,16191
2016-08-22,16191
2016-08-23,16191
2016-08-24,16191
2016-08-25,16191
2016-08-26,16191
2016-08-28,16191
2016-08-31,16191
2016-09-01,16191
2016-09-02,16191
2016-09-03,16191
2016-09-04,15506
2016-09-05,15506
2016-09-06,15506
2016-09-07,15506
2016-09-08,15506
2016-09-09,15506
2016-09-10,15506
2016-09-11,15506
2016-09-12,15506
2016-09-13,15506
2016-09-14,15506
2016-09-15,15506
2016-09-16,15506
2016-09-17,15506
2016-09-18,15506
2016-09-19,15506
2016-09-20,15506
2016-09-21,15506
2016-09-22,15506
2016-09-23,15506
2016-09-24,15506
2016-09-25,14808
2016-09-26,14808
2016-09-27,14808
2016-09-28,14808
2016-09-29,14808
2016-09-30,14808
2016-10-01,14808
2016-10-02,14808
2016-10-03,14808
2016-10-04,14808
2016-10-05,14808
2016-10-06,14808
2016-10-07,14808
2016-10-08,14808
2016-10-09,14808
2016-10-10,14808
2016-10-11,14808
2016-10-12,14808
2016-10-13,14808
2016-10-14,14808
2016-10-15,14808
2016-10-16,14808
2016-10-17,14808
2016-10-18,14273
2016-10-19,14273
2016-10-20,14273
2016-10-21,14273
2016-10-22,14273
2016-10-23,14273
2016-10-24,14273
2016-10-25,14273
2016-10-26,14273
2016-10-27,14273
2016-10-28,14273
2016-10-29,14273
2016-10-30,14273
2016-10-31,14273
2016-11-01,14273
2016-11-02,14273
2016-11-03,14273
2016-11-04,14273
2016-11-05,14273
2016-11-06,14273
2016-11-07,13805
2016-11-08,13805
2016-11-09,13805
2016-11-10,13805
2016-11-11,13805
2016-11-12,13805
2016-11-13,13805
2016-11-14,13805
2016-12-08,13178
2016-12-09,13178
2016-12-10,12537
2016-12-11,12537
2016-12-12,12537
2016-12-13,12537
2016-12-14,12537
2016-12-15,12537
2016-12-16,12537
2016-12-17,12537
2016-12-18,12537
2016-12-19,12537
2016-12-20,12537
2016-12-21,12537
2016-12-22,12537
2016-12-23,12537
2016-12-24,12537
2016-12-25,12537
2016-12-26,12537
2016-12-27,12537
2016-12-28,12026
2016-12-29,12026
2016-12-30,12026
2016-12-31,12026
2017-01-01,12026
2017-01-02,12026
2017-01-03,12026
2017-01-04,12026
2017-01-05,12026
2017-01-06,12026
2017-01-07,12026
2017-01-08,12026
2017-01-09,12026
2017-01-10,12026
2017-01-11,12026
2017-01-12,12026
2017-01-13,12026
2017-01-14,12026
2017-01-15,12026
2017-01-16,12026
2017-01-17,12026
2017-01-18,11553
2017-01-19,11553
2017-01-20,11553
2017-01-21,11553
2017-01-22,11553
2017-01-27,11553
2017-01-28,11553
2017-01-29,11553
2017-01-30,11553
2017-01-31,11553
2017-02-01,11553
2017-02-02,11553
2017-02-03,11553
2017-02-04,11553
2017-02-05,11553
2017-02-06,11553
2017-02-07,11153
2017-02-08,11153
2017-02-09,11153
2017-02-10,11153
2017-02-11,11153
2017-02-12,11153
2017-02-13,11153
2017-02-14,11153
2017-02-15,11153
2017-02-16,11153
2017-02-18,11153
2017-02-19,11153
2017-02-20,11153
2017-02-21,11153
2017-02-22,11153
2017-02-23,11153
2017-02-24,11153
2017-02-25,11153
2017-02-26,11153
2017-02-27,11153
2017-02-28,10782
2017-03-01,10782
2017-03-02,10782
2017-03-03,10782
2017-03-04,10782
2017-03-05,10782
2017-03-06,10782
2017-03-07,10782
2017-03-08,10782
2017-03-09,10782
2017-03-10,10782
2017-03-11,10782
2017-03-12,10782
2017-03-13,10782
2017-03-14,10782
2017-03-15,10782
2017-03-16,10782
2017-03-17,10575
2017-03-18,10575
2017-03-19,10575
2017-03-20,10575
2017-03-21,10575
2017-03-22,10575
2017-03-23,10575
2017-03-24,10575
2017-03-25,10575
2017-03-26,10575
2017-03-27,10575
2017-03-28,10575
2017-03-29,10575
2017-03-30,10575
2017-03-31,10575
2017-04-01,10575
2017-04-02,10575
2017-04-03,10118
2017-04-04,10118
2017-04-12,10118
2017-04-13,10118
2017-04-14,10118
2017-04-15,10118
2017-04-16,10118
2017-04-17,10118
2017-04-18,10118
2017-04-19,10082
2017-04-20,10082
2017-04-21,10082
2017-04-22,10082
2017-04-23,10082
2017-04-24,10082
2017-04-25,10082
2017-04-26,10082
2017-04-27,10082
2017-04-28,10082
2017-04-29,10082
2017-04-30,10082
2017-05-01,10082
2017-05-02,10082
2017-05-03,9758
2017-05-04,9758
2017-05-05,9758
2017-05-06,9758
2017-05-07,9758
2017-05-08,9758
2017-05-09,9758
2017-05-10,9758
2017-05-11,9758
2017-05-12,9758
2017-05-13,9758
2017-05-14,9758
2017-05-15,9758
2017-05-16,9758
2017-05-17,9322
2017-05-18,9322
2017-05-19,9322
2017-05-20,9322
2017-05-21,9322
2017-05-22,9322
2017-05-23,9322
2017-05-24,9322
2017-05-25,9322
2017-05-26,9322
2017-05-27,9322
2017-05-28,9322
2017-05-29,9322
2017-05-30,9322
2017-05-31,9140
2017-06-01,9140
2017-06-02,9140
2017-06-03,9140
2017-06-06,9140
2017-06-07,9140
2017-06-08,9140
2017-06-09,9140
2017-06-10,8869
2017-06-11,8869
2017-06-12,8869
2017-06-13,8869
2017-06-14,8869
2017-06-15,8869
2017-06-16,8869
2017-06-17,8869
2017-06-18,8869
2017-06-19,8869
2017-06-20,8869
2017-06-21,8869
2017-06-22,8466
2017-06-23,8466
2017-06-24,8466
2017-06-25,8466
2017-06-26,8466
2017-06-27,8466
2017-06-28,8466
2017-06-29,8466
2017-06-30,8466
2017-07-01,8466
2017-07-02,8466
2017-07-03,8466
2017-07-04,8466
2017-07-05,8209
2017-07-06,8209
2017-07-07,8209
2017-07-08,8209
2017-07-13,8209
2017-07-14,8209
2017-07-15,8209
2017-07-16,8209
2017-07-17,8209
2017-07-18,8105
2017-07-19,8105
2017-07-20,8105
2017-07-21,8105
2017-07-22,8105
2017-07-23,8105
2017-07-24,8105
2017-07-25,8105
2017-07-26,8105
2017-07-27,8105
2017-07-28,8105
2017-07-29,8105
2017-07-30,7943
2017-07-31,7943
2017-08-01,7943
2017-08-02,7943
2017-08-03,7943
2017-08-04,7943
2017-08-05,7943
2017-08-06,7943
2017-08-09,8112
2017-08-10,8112
2017-08-11,8112
2017-08-12,8112
2017-08-13,8112
2017-08-14,8112
2017-08-15,8112
2017-08-16,8112
2017-08-17,8112
2017-08-18,8112
2017-08-19,8112
2017-08-20,8112
2017-08-21,8112
2017-08-22,7726
2017-08-23,7726
2017-08-24,7726
2017-08-25,7726
2017-08-26,7726
2017-08-27,7726
2017-08-28,7726
2017-08-29,7726
2017-08-30,7726
2017-08-31,7726
2017-09-01,7726
2017-09-02,7726
2017-09-03,7726
2017-09-04,7379
2017-09-05,7379
2017-09-06,7379
2017-09-07,7379
2017-09-08,7379
2017-09-09,7379
2017-09-10,7379
2017-09-11,7379
2017-09-12,7379
2017-09-13,7379
2017-09-14,7379
2017-09-15,7379
2017-09-16,7379
2017-09-17,7379
2017-09-19,7011
2017-09-20,7011
2017-09-21,7011
2017-09-22,7011
2017-09-23,7011
2017-09-24,7011
2017-09-25,7011
2017-09-26,7011
2017-09-27,7011
2017-09-28,7011
2017-09-29,7011
2017-09-30,6872
2017-10-01,6872
2017-10-02,6872
2017-10-03,6872
2017-10-04,6872
2017-10-05,6872
2017-10-06,6872
2017-10-07,6872
2017-10-08,6872
2017-10-09,6872
2017-10-10,6872
2017-10-11,6872
2017-10-12,6872
2017-10-13,6678
2017-10-14,6678
2017-10-15,6678
2017-10-16,6678
2017-10-17,6678
2017-10-18,6678
2017-10-19,6678
2017-10-20,6678
2017-10-21,6678
2017-10-22,6678
2017-10-23,6678
2017-10-24,6519
2017-10-25,6519
2017-10-26,6519
2017-10-27,6519
2017-10-28,6519
2017-10-29,6519
2017-10-30,6519
2017-10-31,6519
2017-11-01,6519
2017-11-02,6519
2017-11-03,6519
2017-11-04,6268
2017-11-05,6268
2017-11-06,6268
2017-11-07,6268
2017-11-08,6268
2017-11-09,6268
2017-11-10,6268
2017-11-11,6268
2017-11-12,6268
2017-11-13,6268
2017-11-14,6268
2017-11-15,6224
2017-11-16,6224
2017-11-17,6224
2017-11-18,6224
2017-11-19,6224
2017-11-20,6224
2017-11-21,6224
2017-11-22,6224
2017-11-23,5934
2017-11-24,5934
2017-11-25,5934
2017-11-26,5934
2017-11-27,5934
2017-11-28,5934
2017-11-29,5934
2017-11-30,5934
2017-12-01,5934
2017-12-02,5638
2017-12-03,5638
2017-12-04,5638
2017-12-05,5638
2017-12-06,5638
2017-12-07,5638
2017-12-08,5360
2017-12-09,5360
2017-12-10,5360
2017-12-11,5360
2017-12-12,5360
2017-12-13,5360
2017-12-14,5360
2017-12-15,5094
2017-12-16,5094
2017-12-17,5094
2017-12-18,5094
2017-12-19,5094
2017-12-20,5094
2017-12-21,4844
2017-12-22,4844
2017-12-23,4844
2017-12-24,4844
2017-12-25,4844
2017-12-26,4844
2017-12-27,4844
2017-12-28,4844
2017-12-29,4603
2017-12-30,4603
2017-12-31,4603
2018-01-01,4603
2018-01-02,4603
2018-01-03,4603
2018-01-04,4603
2018-01-05,4422
2018-01-06,4422
2018-01-07,4422
2018-01-08,4422
2018-01-09,4422
2018-01-10,4422
2018-01-11,4422
2018-01-12,4422
2018-01-13,4422
2018-01-14,4422
2018-01-15,4371
2018-01-16,4371
2018-01-17,4371
2018-01-18,4371
2018-01-19,4371
2018-01-20,4371
2018-01-21,4371
2018-01-22,4371
2018-01-23,4371
2018-01-24,4275
2018-01-25,4275
2018-01-26,4275
2018-01-27,4275
2018-01-28,4274
2018-01-29,4274
2018-01-30,4274
2018-02-01,4176
2018-02-02,4176
2018-02-03,4176
2018-02-04,4176
2018-02-05,4176
2018-02-06,4131
2018-02-07,4131
2018-02-08,4131
2018-02-09,4131
2018-02-10,4131
2018-02-11,4333
2018-02-12,4333
2018-02-13,4333
2018-02-14,4333
2018-02-15,4521
2018-02-16,4521
2018-02-17,4521
2018-02-18,4631
2018-02-19,4631
2018-02-20,4631
2018-02-21,4820
2018-02-22,4820
2018-02-23,4820
2018-02-24,4820
2018-02-25,5061
2018-02-26,5061
2018-02-27,5061
2018-02-28,5061
2018-03-01,5266
2018-03-02,5266
2018-03-03,5266
2018-03-04,5266
2018-03-05,5402
2018-03-06,5402
2018-03-07,5402
2018-03-08,5402
2018-03-09,5394
2018-03-10,5394
2018-03-11,5394
2018-03-12,5394
2018-03-13,5523
2018-03-14,5523
2018-03-15,5523
2018-03-16,5523
2018-03-17,5523
2018-03-18,5582
2018-03-19,5582
2018-03-20,5582
2018-03-21,5582
2018-03-23,5709
2018-03-24,5709
2018-03-26,5709
2018-03-27,5896
2018-03-28,5896
2018-03-29,5896
2018-03-30,5896
2018-03-31,5896
2018-04-01,5896
2018-04-02,5925
2018-04-03,5925
2018-04-04,5925
2018-04-05,5925
2018-04-06,5925
2018-04-08,6089
2018-04-09,6089
2018-04-10,6089
2018-04-11,6089
2018-04-12,6215
2018-04-13,6215
2018-04-14,6215
2018-04-16,6215
2018-04-17,6189
2018-04-18,6189
2018-04-19,6189
2018-04-20,6189
2018-04-21,6189
2018-04-22,6237
2018-04-23,6237
2018-04-24,6237
2018-04-25,6237
2018-04-26,6237
2018-04-27,6237
2018-04-28,6189
2018-04-29,6189
2018-04-30,6189
2018-05-01,6189
2018-05-02,6189
2018-05-03,6317
2018-05-04,6317
2018-05-05,6317
2018-05-06,6317
2018-05-07,6323
2018-05-08,6323
2018-05-09,6323
2018-05-10,6323
2018-05-11,6323
2018-05-12,6376
2018-05-13,6376
2018-05-14,6376
2018-05-15,6376
2018-05-16,6376
2018-05-17,6434
2018-05-18,6434
2018-05-19,6434
2018-05-20,6434
2018-05-21,6392
2018-05-22,6392
2018-05-23,6392
2018-05-24,6392
2018-05-25,6392
2018-05-26,6284
2018-05-27,6284
2018-05-28,6284
2018-05-29,6284
2018-05-30,6136
2018-05-31,6136
2018-06-01,6136
2018-06-02,6136
2018-06-03,6172
2018-06-04,6172
2018-06-05,6172
2018-06-06,6172
2018-06-07,6172
2018-06-08,6132
2018-06-09,6132
2018-06-10,6132
2018-06-11,6132
2018-06-12,6132
2018-06-13,5825
2018-06-14,5825
2018-06-15,5825
2018-06-16,5825
2018-06-17,5825
2018-06-18,5573
2018-06-19,5573
2018-06-20,5573
2018-06-21,5573
2018-06-22,5573
2018-06-23,5452
2018-06-24,5452
2018-06-25,5452
2018-06-26,5452
2018-06-27,5452
2018-06-28,5380
2018-06-29,5380
2018-06-30,5380
2018-07-01,5380
2018-07-02,5380
2018-07-03,5498
2018-07-04,5498
2018-07-05,5498
2018-07-06,5498
2018-07-07,5498
2018-07-08,5223
2018-07-09,5223
2018-07-10,5223
2018-07-11,5223
2018-07-12,5223
2018-07-13,5223
2018-07-14,5223
2018-07-15,5223
2018-07-16,5256
2018-07-17,5256
2018-07-18,5256
2018-07-19,5233
2018-07-20,5233
2018-07-21,5233
2018-07-22,5233
2018-07-23,5211
2018-07-24,5211
2018-07-25,5211
2018-07-26,5211
2018-07-27,5007
2018-07-28,5007
2018-07-29,5007
2018-07-30,5007
2018-07-31,5059
2018-08-01,5059
2018-08-02,5059
2018-08-03,5059
2018-08-04,5054
2018-08-05,5054
2018-08-06,5054
2018-08-07,5054
2018-08-08,4988
2018-08-09,4988
2018-08-10,4988
2018-08-11,4988
2018-08-12,4938
2018-08-14,4938
2018-08-16,5060
2018-08-17,5060
2018-08-18,5060
2018-08-19,5060
2018-08-20,5189
2018-08-21,5189
2018-08-22,5189
2018-08-23,5189
2018-08-24,5356
2018-08-25,5356
2018-08-26,5356
2018-08-27,5512
2018-08-28,5512
2018-08-29,5512
2018-08-30,5512
2018-08-31,5557
2018-09-01,5557
2018-09-02,5557
2018-09-03,5557
2018-09-04,5821
2018-09-05,5821
2018-09-06,5821
2018-09-07,5821
2018-09-08,5785
2018-09-09,5785
2018-09-10,5785
2018-09-11,5785
2018-09-12,5785
2018-09-13,5641
2018-09-14,5641
2018-09-15,5641
2018-09-16,5641
2018-09-17,5642
2018-09-18,5642
2018-09-19,5642
2018-09-20,5642
2018-09-21,5649
2018-09-22,5649
2018-09-23,5649
2018-09-24,5649
2018-09-25,5639
2018-09-26,5639
2018-09-27,5639
2018-09-28,5556
2018-09-29,5556
2018-09-30,5556
2018-10-02,5654
2018-10-03,5654
2018-10-04,5654
2018-10-05,5654
2018-10-06,5752
2018-10-07,5752
2018-10-08,5752
2018-10-09,5752
2018-10-10,5752
2018-10-11,5659
2018-10-12,5659
2018-10-13,5659
2018-10-14,5659
2018-10-15,5722
2018-10-16,5722
2018-10-17,5722
2018-10-18,5722
2018-10-19,5604
2018-10-20,5604
2018-10-21,5604
2018-10-22,5604
2018-10-23,5604
2018-10-24,5428
2018-10-25,5428
2018-10-26,5428
2018-10-27,5428
2018-10-28,5194
2018-10-29,5194
2018-10-30,5194
2018-10-31,5194
2018-11-01,5171
2018-11-03,5171
2018-11-04,5217
2018-11-05,5217
2018-11-06,5217
2018-11-07,5217
2018-11-08,5302
2018-11-09,5302
2018-11-10,5302
2018-11-11,5302
2018-11-12,5529
2018-11-13,5529
2018-11-14,5529
2018-11-15,5716
2018-11-16,5716
2018-11-17,5716
2018-11-18,5745
2018-11-19,5745
2018-11-20,5745
2018-11-21,5745
2018-11-22,5777
2018-11-23,5777
2018-11-24,5777
2018-11-25,5931
2018-11-26,5931
2018-11-27,5931
2018-11-28,5931
2018-11-29,5823
2018-12-01,5823
2018-12-02,5645
2018-12-03,5645
2018-12-04,5645
2018-12-05,5645
2018-12-07,5377
2018-12-09,5376
2018-12-10,5376
2018-12-11,5376
2018-12-12,5435
2018-12-13,5435
2018-12-14,5435
2018-12-15,5444
2018-12-16,5444
2018-12-17,5444
2018-12-18,5366
2018-12-19,5366
2018-12-20,5366
2018-12-21,5561
2018-12-22,5561
2018-12-23,5561
2018-12-24,5556
2018-12-25,5556
2018-12-26,5556
2018-12-27,5754
2018-12-28,5754
2018-12-29,5979
2018-12-30,5979
2018-12-31,5979
2019-01-01,6243
2019-01-02,6243
2019-01-03,6243
2019-01-04,6516
2019-01-05,6516
2019-01-06,6269
2019-01-08,6269
2019-01-10,6164
2019-01-11,6164
2019-01-12,6301
2019-01-13,6301
2019-01-14,6301
2019-01-15,6399
2019-01-16,6399
2019-01-17,6399
2019-01-18,6126
2019-01-19,6126
2019-01-20,6126
2019-01-21,6100
2019-01-22,6100
2019-01-23,6100
2019-01-24,5887
2019-01-25,5887
2019-01-26,5808
2019-01-27,5808
2019-01-28,5808
2019-01-29,5786
2019-01-30,5786
2019-01-31,5786
2019-02-01,5624
2019-02-02,5624
2019-02-03,5624
2019-02-04,5667
2019-02-05,5667
2019-02-06,5667
2019-02-07,5695
2019-02-08,5695
2019-02-09,5695
2019-02-10,5606
2019-02-11,5606
2019-02-12,5606
2019-02-13,5642
2019-02-14,5642
2019-02-15,5642
2019-02-16,5642
2019-02-17,5553
2019-02-18,5553
2019-02-19,5553
2019-02-20,5755
2019-02-21,5755
2019-02-22,5755
2019-02-23,5781
2019-02-24,5781
2019-02-25,5509
2019-02-26,5509
2019-02-27,5509
2019-02-28,5509
2019-03-01,5509
2019-03-02,5482
2019-03-03,5482
2019-03-04,5658
2019-03-05,5658
2019-03-06,5658
2019-03-07,5696
2019-03-08,5696
2019-03-09,5696
2019-03-10,5696
2019-03-11,5790
2019-03-12,5790
2019-03-13,5790
2019-03-14,5773
2019-03-15,5773
2019-03-16,5773
2019-03-17,5756
2019-03-18,5756
2019-03-19,5756
2019-03-20,6006
2019-03-21,6006
2019-03-22,6006
2019-03-23,6064
2019-03-24,6064
2019-03-25,6064
2019-03-26,6192
2019-03-27,6192
2019-03-28,6192
2019-03-29,6417
2019-03-30,6417
2019-03-31,6417
2019-04-01,6417
2019-04-02,6417
2019-04-03,6351
2019-04-04,6351
2019-04-05,6351
2019-04-06,6351
