date_obj,Golden%20apron price
2017-02-21,314737
2017-02-22,299400
2017-02-23,299400
2017-02-24,299400
2017-02-25,299400
2017-02-26,299400
2017-02-27,299400
2017-02-28,284430
2017-03-01,284430
2017-03-02,284430
2017-03-03,284430
2017-03-04,284430
2017-03-05,280203
2017-03-06,280203
2017-03-07,280203
2017-03-08,280203
2017-03-09,280203
2017-03-10,281141
2017-03-11,281141
2017-03-12,281141
2017-03-13,281141
2017-03-14,275955
2017-03-15,275955
2017-03-16,275955
2017-03-17,275955
2017-03-18,275955
2017-03-19,268094
2017-03-20,268094
2017-03-21,268094
2017-03-22,268094
2017-03-23,268094
2017-03-24,258976
2017-03-25,258976
2017-03-26,258976
2017-03-27,258976
2017-03-28,252559
2017-03-29,252559
2017-03-30,252559
2017-03-31,252559
2017-04-01,252559
2017-04-02,246938
2017-04-03,246938
2017-04-04,246938
2017-04-12,243366
2017-04-13,241324
2017-04-14,241324
2017-04-15,241324
2017-04-16,241324
2017-04-17,241324
2017-04-18,234466
2017-04-19,234466
2017-04-20,234466
2017-04-21,234466
2017-04-22,234466
2017-04-23,225240
2017-04-24,225240
2017-04-25,225240
2017-04-26,225240
2017-04-27,225240
2017-04-28,216819
2017-04-29,216819
2017-04-30,216819
2017-05-01,216819
2017-05-02,216819
2017-05-03,214251
2017-05-04,214251
2017-05-05,214251
2017-05-06,214251
2017-05-07,214251
2017-05-08,208854
2017-05-09,208854
2017-05-10,208854
2017-05-11,208854
2017-05-12,208854
2017-05-13,205188
2017-05-14,205188
2017-05-15,205188
2017-05-16,205188
2017-05-17,205188
2017-05-18,205188
2017-05-19,209023
2017-05-20,209023
2017-05-21,209023
2017-05-22,209023
2017-05-23,209023
2017-05-24,203893
2017-05-25,203893
2017-05-26,203893
2017-05-27,203893
2017-05-28,203893
2017-05-29,203893
2017-05-30,202204
2017-05-31,202204
2017-06-01,202204
2017-06-02,202204
2017-06-03,202204
2017-06-04,211423
2017-06-05,211423
2017-06-06,211423
2017-06-07,211423
2017-06-08,211423
2017-06-09,211423
2017-06-10,217279
2017-06-11,217279
2017-06-12,217279
2017-06-13,217279
2017-06-14,217279
2017-06-15,217279
2017-06-16,213463
2017-06-17,213463
2017-06-18,213463
2017-06-19,213463
2017-06-20,213463
2017-06-21,213463
2017-06-22,206161
2017-06-23,206161
2017-06-24,206161
2017-06-25,206161
2017-06-26,206161
2017-06-27,206161
2017-06-28,203887
2017-06-29,203887
2017-06-30,203887
2017-07-01,203887
2017-07-02,203887
2017-07-03,203202
2017-07-04,203202
2017-07-05,203202
2017-07-06,203202
2017-07-07,203202
2017-07-08,203202
2017-07-13,208062
2017-07-14,208062
2017-07-15,208062
2017-07-16,211340
2017-07-17,211340
2017-07-18,211340
2017-07-19,211340
2017-07-20,211340
2017-07-21,212546
2017-07-22,212546
2017-07-23,212546
2017-07-24,212546
2017-07-25,212546
2017-07-26,212546
2017-07-27,218310
2017-07-28,218310
2017-07-29,218310
2017-07-30,218310
2017-07-31,218310
2017-08-01,218310
2017-08-02,222764
2017-08-03,222764
2017-08-04,222764
2017-08-05,222764
2017-08-06,222764
2017-08-09,229989
2017-08-10,229989
2017-08-11,229989
2017-08-12,229989
2017-08-13,229989
2017-08-14,239957
2017-08-15,239957
2017-08-16,239957
2017-08-17,239957
2017-08-18,239957
2017-08-19,239957
2017-08-20,242044
2017-08-21,242044
2017-08-22,242044
2017-08-23,242044
2017-08-24,242044
2017-08-25,242044
2017-08-26,240289
2017-08-27,240289
2017-08-28,240289
2017-08-29,240289
2017-08-30,240289
2017-08-31,240289
2017-09-01,240289
2017-09-02,239109
2017-09-03,239109
2017-09-04,239109
2017-09-05,239109
2017-09-06,239109
2017-09-07,239109
2017-09-08,239327
2017-09-09,239327
2017-09-10,239327
2017-09-11,239327
2017-09-12,239327
2017-09-13,238413
2017-09-14,238413
2017-09-15,238413
2017-09-16,238413
2017-09-17,238413
2017-09-18,239118
2017-09-19,239118
2017-09-20,239118
2017-09-21,239118
2017-09-22,239118
2017-09-23,239118
2017-09-24,241479
2017-09-25,241479
2017-09-26,241479
2017-09-27,241479
2017-09-28,241479
2017-09-29,241479
2017-09-30,248033
2017-10-01,248033
2017-10-02,248033
2017-10-03,248033
2017-10-04,248033
2017-10-05,248033
2017-10-06,248033
2017-10-07,252514
2017-10-08,252514
2017-10-09,252514
2017-10-10,252514
2017-10-11,252514
2017-10-12,252514
2017-10-13,253121
2017-10-14,253121
2017-10-15,253121
2017-10-16,253121
2017-10-17,253121
2017-10-18,253121
2017-10-19,253121
2017-10-20,247673
2017-10-21,247673
2017-10-22,247673
2017-10-23,247673
2017-10-24,247673
2017-10-25,247673
2017-10-26,239934
2017-10-27,239934
2017-10-28,239934
2017-10-29,239934
2017-10-30,239934
2017-10-31,239934
2017-11-01,239934
2017-11-02,229872
2017-11-03,229872
2017-11-04,229872
2017-11-05,229872
2017-11-06,229872
2017-11-07,229872
2017-11-08,229872
2017-11-09,224078
2017-11-10,224078
2017-11-11,224078
2017-11-12,224078
2017-11-13,224078
2017-11-14,224078
2017-11-15,224078
2017-11-16,218575
2017-11-17,218575
2017-11-18,218575
2017-11-19,218575
2017-11-20,218575
2017-11-21,218575
2017-11-22,213749
2017-11-23,213749
2017-11-24,213749
2017-11-25,213749
2017-11-26,213749
2017-11-27,213749
2017-11-28,213749
2017-11-29,210348
2017-11-30,210348
2017-12-01,210348
2017-12-02,210348
2017-12-03,210348
2017-12-04,210348
2017-12-05,208316
2017-12-06,208316
2017-12-07,208316
2017-12-08,208316
2017-12-09,208316
2017-12-10,209984
2017-12-11,209984
2017-12-12,209984
2017-12-13,209984
2017-12-14,209984
2017-12-15,209984
2017-12-16,216891
2017-12-17,216891
2017-12-18,216891
2017-12-19,216891
2017-12-20,216891
2017-12-21,216891
2017-12-22,218132
2017-12-23,218132
2017-12-24,218132
2017-12-25,218132
2017-12-26,218132
2017-12-27,221213
2017-12-28,221213
2017-12-29,221213
2017-12-30,221213
2017-12-31,221213
2018-01-01,227624
2018-01-02,227624
2018-01-03,227624
2018-01-04,227624
2018-01-05,238144
2018-01-06,238144
2018-01-07,238144
2018-01-08,238144
2018-01-09,238144
2018-01-10,249311
2018-01-11,249311
2018-01-12,249311
2018-01-13,249311
2018-01-14,249311
2018-01-15,260559
2018-01-16,260559
2018-01-17,260559
2018-01-18,260559
2018-01-19,260559
2018-01-20,260559
2018-01-21,272623
2018-01-22,272623
2018-01-23,272623
2018-01-24,286255
2018-01-25,286255
2018-01-26,286255
2018-01-27,299170
2018-01-28,299170
2018-01-29,310144
2018-01-30,310144
2018-01-31,310144
2018-02-01,310144
2018-02-02,321378
2018-02-03,321378
2018-02-04,320127
2018-02-05,320127
2018-02-06,320127
2018-02-07,309621
2018-02-08,309621
2018-02-09,309621
2018-02-10,300081
2018-02-11,300081
2018-02-12,299246
2018-02-13,299246
2018-02-14,299246
2018-02-15,296958
2018-02-16,296958
2018-02-17,296958
2018-02-18,291940
2018-02-19,291940
2018-02-20,291940
2018-02-21,286643
2018-02-22,286643
2018-02-23,286643
2018-02-24,278587
2018-02-25,278587
2018-02-26,278587
2018-02-27,265980
2018-02-28,265980
2018-03-01,265980
2018-03-02,252681
2018-03-03,252681
2018-03-04,252681
2018-03-05,240342
2018-03-06,240342
2018-03-07,240342
2018-03-08,230338
2018-03-09,230338
2018-03-10,230338
2018-03-11,225007
2018-03-12,225007
2018-03-13,225007
2018-03-14,224294
2018-03-15,224294
2018-03-16,224294
2018-03-17,219164
2018-03-18,219164
2018-03-19,219164
2018-03-20,220180
2018-03-21,220180
2018-03-23,220180
2018-03-24,226022
2018-03-25,226022
2018-03-26,236493
2018-03-27,236493
2018-03-28,247847
2018-03-29,247847
2018-03-30,247847
2018-03-31,259462
2018-04-01,259462
2018-04-02,259462
2018-04-03,253484
2018-04-04,253484
2018-04-05,253484
2018-04-06,246943
2018-04-07,246943
2018-04-08,246943
2018-04-09,240105
2018-04-10,240105
2018-04-11,240105
2018-04-12,232072
2018-04-13,232072
2018-04-14,232072
2018-04-15,224985
2018-04-16,224985
2018-04-17,224985
2018-04-18,218242
2018-04-19,218242
2018-04-20,218242
2018-04-21,220547
2018-04-22,220547
2018-04-23,220547
2018-04-24,217486
2018-04-25,217486
2018-04-26,217486
2018-04-27,217486
2018-04-28,218712
2018-04-29,218712
2018-04-30,225723
2018-05-01,225723
2018-05-03,236633
2018-05-04,236633
2018-05-05,247249
2018-05-06,247249
2018-05-07,247249
2018-05-08,258268
2018-05-09,258268
2018-05-10,270023
2018-05-11,270023
2018-05-12,270023
2018-05-13,281912
2018-05-14,281912
2018-05-15,281912
2018-05-16,292868
2018-05-17,292868
2018-05-18,304083
2018-05-19,304083
2018-05-20,304083
2018-05-21,308739
2018-05-22,308739
2018-05-23,308739
2018-05-24,303798
2018-05-25,303798
2018-05-26,303798
2018-05-27,294632
2018-05-28,294632
2018-05-29,294632
2018-05-30,285742
2018-05-31,285742
2018-06-01,285742
2018-06-02,281402
2018-06-03,281402
2018-06-04,281402
2018-06-05,274881
2018-06-06,274881
2018-06-07,274881
2018-06-08,265459
2018-06-09,265459
2018-06-10,265459
2018-06-11,256526
2018-06-12,256526
2018-06-13,256526
2018-06-14,247471
2018-06-15,247471
2018-06-16,247471
2018-06-17,241964
2018-06-18,241964
2018-06-19,241964
2018-06-20,241964
2018-06-21,238473
2018-06-22,238473
2018-06-23,238473
2018-06-24,230968
2018-06-25,230968
2018-06-26,230968
2018-06-27,226990
2018-06-28,226990
2018-06-29,228025
2018-06-30,228025
2018-07-01,228025
2018-07-02,228025
2018-07-03,231645
2018-07-04,231645
2018-07-05,231645
2018-07-06,237240
2018-07-07,237240
2018-07-08,237240
2018-07-09,237240
2018-07-10,234845
2018-07-11,234845
2018-07-12,234845
2018-07-13,234845
2018-07-14,234928
2018-07-15,234928
2018-07-16,234928
2018-07-17,230545
2018-07-18,230545
2018-07-19,230545
2018-07-20,229520
2018-07-21,229520
2018-07-22,227054
2018-07-23,227054
2018-07-24,225111
2018-07-25,225111
2018-07-26,225111
2018-07-27,225288
2018-07-28,225288
2018-07-29,225288
2018-07-30,229466
2018-07-31,229466
2018-08-01,229466
2018-08-02,233253
2018-08-03,233253
2018-08-04,233253
2018-08-05,234766
2018-08-06,234766
2018-08-07,234766
2018-08-08,235853
2018-08-09,235853
2018-08-10,235853
2018-08-11,238493
2018-08-12,238493
2018-08-14,237753
2018-08-16,241162
2018-08-17,241162
2018-08-18,241162
2018-08-19,241968
2018-08-20,241968
2018-08-21,241968
2018-08-22,241368
2018-08-23,241368
2018-08-24,241368
2018-08-25,244152
2018-08-26,244152
2018-08-27,244152
2018-08-28,248820
2018-08-29,248820
2018-08-30,248820
2018-08-31,256483
2018-09-01,256483
2018-09-02,256483
2018-09-03,254947
2018-09-04,254947
2018-09-05,251403
2018-09-06,251403
2018-09-07,251403
2018-09-08,254790
2018-09-09,254790
2018-09-10,254790
2018-09-11,257441
2018-09-12,257441
2018-09-13,257441
2018-09-14,254765
2018-09-15,254765
2018-09-16,257376
2018-09-17,257376
2018-09-18,252044
2018-09-19,252044
2018-09-20,252044
2018-09-21,245645
2018-09-22,245645
2018-09-23,240908
2018-09-24,240908
2018-09-25,240908
2018-09-26,243772
2018-09-27,243772
2018-09-28,243991
2018-09-29,243991
2018-09-30,243991
2018-10-01,244655
2018-10-02,244655
2018-10-03,242130
2018-10-04,242130
2018-10-05,242130
2018-10-06,245392
2018-10-07,245392
2018-10-08,245392
2018-10-09,248127
2018-10-10,248127
2018-10-11,254301
2018-10-12,254301
2018-10-13,254301
2018-10-14,260767
2018-10-15,260767
2018-10-16,260767
2018-10-17,266887
2018-10-18,266887
2018-10-19,270655
2018-10-20,270655
2018-10-21,270655
2018-10-22,270637
2018-10-23,270637
2018-10-24,270637
2018-10-25,267678
2018-10-26,267678
2018-10-27,267678
2018-10-28,268290
2018-10-29,268290
2018-10-30,268290
2018-10-31,273849
2018-11-01,273849
2018-11-03,284263
2018-11-04,284263
2018-11-05,292370
2018-11-06,304504
2018-11-07,304504
2018-11-08,317774
2018-11-09,317774
2018-11-10,333547
2018-11-11,333547
2018-11-12,350225
2018-11-13,364965
2018-11-14,364965
2018-11-15,381033
2018-11-16,397454
2018-11-17,397454
2018-11-18,415924
2018-11-19,415924
2018-11-20,430280
2018-11-21,430280
2018-11-22,450160
2018-11-23,470526
2018-11-24,492926
2018-11-25,514608
2018-11-26,514608
2018-11-27,538742
2018-11-28,538742
2018-11-29,565680
2018-12-01,592494
2018-12-02,592494
2018-12-03,592898
2018-12-04,592898
2018-12-05,570409
2018-12-07,553584
2018-12-09,530321
2018-12-10,503881
2018-12-11,503881
2018-12-12,478766
2018-12-13,478766
2018-12-14,455117
2018-12-15,455117
2018-12-16,436531
2018-12-17,436531
2018-12-18,420946
2018-12-19,420946
2018-12-20,415814
2018-12-21,415814
2018-12-22,415568
2018-12-23,415568
2018-12-24,405705
2018-12-25,405705
2018-12-26,405705
2018-12-27,418802
2018-12-28,418802
2018-12-29,432217
2018-12-30,432217
2018-12-31,420318
2019-01-01,420318
2019-01-02,418969
2019-01-03,418969
2019-01-04,418969
2019-01-05,408919
2019-01-06,408919
2019-01-08,395895
2019-01-10,377520
2019-01-11,361416
2019-01-12,343345
2019-01-13,328669
2019-01-14,314756
2019-01-15,314756
2019-01-16,299018
2019-01-17,299018
2019-01-18,286639
2019-01-19,286639
2019-01-20,276410
2019-01-21,276410
2019-01-22,269276
2019-01-23,269276
2019-01-24,262200
2019-01-25,262200
2019-01-26,257348
2019-01-27,257348
2019-01-28,253854
2019-01-29,253854
2019-01-30,253890
2019-01-31,253890
2019-02-01,248202
2019-02-02,248202
2019-02-03,241950
2019-02-04,241950
2019-02-05,236026
2019-02-06,236026
2019-02-07,230512
2019-02-08,230512
2019-02-09,226667
2019-02-10,226667
2019-02-11,226300
2019-02-12,226300
2019-02-13,223669
2019-02-14,223669
2019-02-15,220070
2019-02-16,220070
2019-02-17,220031
2019-02-18,220031
2019-02-19,213805
2019-02-20,213805
2019-02-21,209346
2019-02-22,209346
2019-02-23,205419
2019-02-24,205419
2019-02-25,199685
2019-02-26,199685
2019-02-27,199685
2019-02-28,199685
2019-03-01,195030
2019-03-02,195030
2019-03-03,200364
2019-03-04,200364
2019-03-05,197755
2019-03-06,197755
2019-03-07,191968
2019-03-08,191968
2019-03-09,186131
2019-03-10,186131
2019-03-11,187734
2019-03-12,187734
2019-03-13,189320
2019-03-14,189320
2019-03-15,193839
2019-03-16,193839
2019-03-17,195019
2019-03-18,195019
2019-03-19,190939
2019-03-20,190939
2019-03-21,189118
2019-03-22,189118
2019-03-23,189031
2019-03-24,189031
2019-03-25,189310
2019-03-26,189310
2019-03-27,188945
2019-03-28,188945
2019-03-29,190192
2019-03-30,190192
2019-03-31,193883
2019-04-01,193883
2019-04-02,198930
2019-04-03,198930
2019-04-04,208643
2019-04-05,208643
2019-04-06,208643
2019-04-07,213920
2019-04-08,213920
2019-04-09,205445
2019-04-10,205445
2019-04-11,197365
2019-04-12,193527
2019-04-13,193527
2019-04-14,184595
2019-04-15,184595
2019-04-16,179014
2019-04-17,179014
2019-04-18,171612
2019-04-19,171612
2019-04-20,165351
2019-04-21,165351
2019-04-22,158689
2019-04-23,152437
2019-04-24,152437
2019-04-25,145451
2019-04-26,139704
2019-04-27,139704
2019-04-28,137300
2019-04-29,137300
2019-04-30,131661
2019-05-01,131661
2019-05-02,131661
2019-05-03,126523
2019-05-04,126523
2019-05-05,124324
2019-05-06,124324
2019-05-07,121198
2019-05-08,121198
2019-05-09,120606
2019-05-10,120606
2019-05-11,119647
2019-05-12,119647
2019-05-13,119418
2019-05-14,119418
2019-05-15,118878
2019-05-16,118878
2019-05-17,115385
2019-05-18,113516
2019-05-19,113516
2019-05-20,109868
2019-05-21,109868
2019-05-22,105957
2019-05-23,105957
2019-05-24,101650
2019-05-25,101650
2019-05-26,99150
2019-05-27,99150
2019-05-28,98046
2019-05-29,98046
2019-05-30,100153
2019-05-31,100153
2019-06-01,102996
2019-06-02,102996
2019-06-03,106772
2019-06-04,111782
2019-06-05,111782
2019-06-06,116844
2019-06-07,116844
2019-06-08,122687
2019-06-09,128345
2019-06-10,128345
2019-06-11,134124
2019-06-12,134124
2019-06-13,140831
2019-06-14,140831
2019-06-15,147431
2019-06-16,147431
2019-06-17,154046
2019-06-18,154046
2019-06-19,161242
2019-06-20,161242
2019-06-21,168499
2019-06-22,168499
2019-06-23,176352
2019-06-24,176352
2019-06-25,181273
2019-06-26,181273
2019-06-27,183942
2019-06-28,183942
2019-06-29,183942
2019-06-30,184662
2019-07-01,184662
2019-07-02,184662
2019-07-03,185276
2019-07-04,185276
2019-07-05,185276
2019-07-06,189922
2019-07-07,189922
2019-07-08,189922
2019-07-09,188396
2019-07-10,188396
2019-07-11,188396
2019-07-12,187713
2019-07-13,187713
2019-07-14,187636
2019-07-15,187636
2019-07-16,187636
2019-07-17,180839
2019-07-18,180839
2019-07-19,171797
2019-07-20,171797
2019-07-21,165104
2019-07-22,165104
2019-07-23,159458
2019-07-24,159458
2019-07-25,159458
2019-07-26,154452
2019-07-27,154452
2019-07-28,147726
2019-07-29,147726
2019-07-30,142042
2019-07-31,142042
2019-08-01,136461
2019-08-02,136461
2019-08-03,132305
2019-08-04,132305
2019-08-05,127233
2019-08-06,127233
2019-08-07,121895
2019-08-08,121895
2019-08-09,121895
2019-08-10,118561
2019-08-11,118561
2019-08-12,119776
2019-08-13,119776
2019-08-14,118592
2019-08-15,118592
2019-08-16,119375
2019-08-17,119375
2019-08-18,121507
2019-08-19,121507
2019-08-20,125572
2019-08-21,125572
2019-08-22,131255
2019-08-23,131255
2019-08-24,131255
2019-08-24,131255
2019-08-25,136986
2019-08-25,136986
2019-08-26,136986
2019-08-27,136986
2019-08-27,136986
2019-08-28,139692
2019-08-29,139692
2019-08-30,144480
2019-08-31,144480
2019-09-01,148126
2019-09-02,148126
2019-09-03,149791
2019-09-04,149791
2019-09-05,153145
2019-09-06,153145
2019-09-07,156060
2019-09-08,156060
2019-09-09,156060
2019-09-10,156865
2019-09-11,156865
2019-09-12,161970
2019-09-13,161970
2019-09-14,169122
2019-09-15,169122
2019-09-16,174970
2019-09-17,174970
2019-09-18,178746
2019-09-19,178746
2019-09-20,178746
2019-09-21,180384
2019-09-22,180384
2019-09-23,180316
2019-09-24,180316
2019-09-25,178975
2019-09-26,178975
2019-09-27,170490
2019-09-28,170490
2019-09-29,167394
2019-09-30,167394
2019-10-01,166690
2019-10-02,166690
2019-10-03,166690
2019-10-04,168508
2019-10-05,168508
2019-10-06,169031
2019-10-07,169031
2019-10-08,169031
2019-10-09,175366
2019-10-10,175366
2019-10-11,182364
2019-10-12,182364
2019-10-13,189513
2019-10-14,189513
2019-10-15,195969
2019-10-16,195969
2019-10-17,203550
2019-10-18,203550
2019-10-19,210356
2019-10-20,210356
2019-10-21,210356
2019-10-22,216865
2019-10-23,216865
2019-10-24,216551
2019-10-25,216551
2019-10-26,217849
2019-10-27,217849
2019-10-28,217219
2019-10-29,217219
2019-10-30,217219
2019-10-31,212436
2019-11-01,212436
2019-11-02,211064
2019-11-03,211064
2019-11-04,205974
2019-11-05,205974
2019-11-06,205974
2019-11-07,200788
2019-11-08,200788
2019-11-09,200815
2019-11-10,200815
2019-11-11,207697
2019-11-12,207697
2019-11-13,207697
2019-11-14,210782
2019-11-15,210782
2019-11-16,213347
2019-11-17,213347
2019-11-18,213347
2019-11-19,215861
2019-11-20,215861
2019-11-21,215861
2019-11-22,217297
2019-11-23,217297
2019-11-24,222048
2019-11-25,222048
2019-11-26,230648
2019-11-27,230648
2019-11-28,230648
2019-11-29,237368
2019-11-30,237368
2019-12-01,237368
2019-12-02,246235
2019-12-03,246235
2019-12-04,257138
2019-12-05,257138
2019-12-06,257138
2019-12-07,268077
2019-12-08,268077
2019-12-09,268077
2019-12-10,274082
2019-12-11,274082
2019-12-12,274082
2019-12-13,282281
2019-12-14,282281
2019-12-15,284558
2019-12-16,284558
2019-12-17,284558
2019-12-18,283556
2019-12-19,283556
2019-12-20,283556
2019-12-21,287026
2019-12-22,287026
2019-12-23,287026
2019-12-24,281255
2019-12-25,281255
2019-12-26,278008
2019-12-27,278008
2019-12-28,274268
2019-12-29,274268
2019-12-30,274268
2019-12-31,275935
2020-01-01,275935
2020-01-02,273000
2020-01-03,273000
2020-01-04,273000
2020-01-05,271438
2020-01-06,271438
2020-01-07,270665
2020-01-08,270665
2020-01-09,270665
2020-01-10,270115
2020-01-11,270115
2020-01-12,271361
2020-01-13,271361
2020-01-14,271361
2020-01-15,269914
2020-01-16,269914
2020-01-17,266514
2020-01-18,266514
2020-01-19,261267
2020-01-20,261267
2020-01-21,261267
2020-01-22,256897
2020-01-23,256897
2020-01-24,256897
2020-01-25,252500
2020-01-26,252500
2020-01-27,252500
2020-01-28,250030
2020-01-29,250030
2020-01-30,248721
2020-01-31,248721
2020-02-01,247957
2020-02-02,247957
2020-02-03,254050
2020-02-04,254050
2020-02-05,253378
2020-02-06,253378
2020-02-07,260094
2020-02-08,260094
2020-02-09,260366
2020-02-10,260366
2020-02-11,257057
2020-02-12,257057
2020-02-13,257057
2020-02-14,258819
2020-02-15,258819
2020-02-16,261531
2020-02-17,261531
2020-02-18,268746
2020-02-19,268746
2020-02-20,279755
2020-02-21,279755
2020-02-22,279755
2020-02-23,292253
2020-02-24,292253
2020-02-25,292253
2020-02-26,305526
2020-02-27,305526
2020-02-28,305526
2020-02-29,314766
2020-03-01,314766
2020-03-02,317237
2020-03-03,317237
2020-03-04,317237
2020-03-05,326428
2020-03-06,326428
2020-03-07,326428
2020-03-08,330656
2020-03-09,330656
2020-03-10,330656
2020-03-11,340230
2020-03-12,340230
2020-03-13,340230
2020-03-14,351109
2020-03-15,351109
2020-03-16,351109
2020-03-17,360074
2020-03-18,360074
2020-03-19,360074
2020-03-20,364430
2020-03-21,364430
2020-03-22,370517
2020-03-23,370517
2020-03-24,369282
2020-03-25,369282
2020-03-26,367458
2020-03-27,367458
2020-03-28,377969
2020-03-29,377969
2020-03-30,385477
2020-03-31,385477
2020-04-01,396826
2020-04-02,396826
2020-04-03,396826
2020-04-04,408037
2020-04-05,408037
2020-04-06,410334
2020-04-07,410334
2020-04-08,399935
2020-04-09,399935
2020-04-10,399935
2020-04-11,387165
2020-04-12,387165
2020-04-13,378562
2020-04-14,378562
2020-04-15,376266
2020-04-16,376266
2020-04-17,376266
2020-04-18,372397
2020-04-19,372397
2020-04-20,363966
2020-04-21,363966
2020-04-22,352591
2020-04-23,352591
2020-04-24,352591
2020-04-25,342112
2020-04-26,342112
2020-04-27,336243
2020-04-28,336243
2020-04-29,325456
2020-04-30,325456
2020-05-01,316636
2020-05-02,316636
2020-05-03,308081
2020-05-04,308081
2020-05-05,304071
2020-05-06,304071
2020-05-07,300068
2020-05-08,300068
2020-05-09,291858
2020-05-10,291858
2020-05-11,285302
2020-05-12,285302
2020-05-13,285302
