date_obj,Runite%20limbs price
2015-11-26,10054
2015-11-27,10118
2015-11-28,10234
2015-11-29,10058
2015-11-30,10155
2015-12-01,10335
2015-12-02,10315
2015-12-03,10272
2015-12-04,10206
2015-12-05,10196
2015-12-06,10221
2015-12-07,10203
2015-12-08,10203
2015-12-09,10206
2015-12-10,10181
2015-12-11,10265
2015-12-12,10318
2015-12-13,10328
2015-12-14,10097
2015-12-15,10240
2015-12-16,10352
2015-12-17,10393
2015-12-18,10310
2015-12-19,10420
2015-12-20,10358
2015-12-21,10436
2015-12-22,10347
2015-12-23,10329
2015-12-24,10382
2015-12-25,10456
2015-12-26,10498
2015-12-27,10429
2015-12-28,10341
2015-12-29,10293
2015-12-30,10335
2015-12-31,10421
2016-01-01,10361
2016-01-02,10375
2016-01-03,10378
2016-01-04,10296
2016-01-05,10266
2016-01-06,10161
2016-01-07,10025
2016-01-08,10021
2016-01-09,10089
2016-01-10,10207
2016-01-11,10072
2016-01-12,10220
2016-01-13,9983
2016-01-14,10072
2016-01-15,10241
2016-01-16,10309
2016-01-17,10342
2016-01-18,10396
2016-01-19,10421
2016-01-20,10245
2016-01-21,10207
2016-01-22,10319
2016-01-23,10381
2016-01-24,10428
2016-01-25,10009
2016-01-26,9666
2016-01-27,9508
2016-01-28,9387
2016-01-29,9438
2016-01-30,9535
2016-01-31,9889
2016-02-01,9970
2016-02-02,10013
2016-02-03,10032
2016-02-04,9814
2016-02-05,9614
2016-02-06,9649
2016-02-07,9754
2016-02-08,9687
2016-02-09,9645
2016-02-10,9770
2016-02-11,9823
2016-02-12,9911
2016-02-13,9744
2016-02-14,9942
2016-02-15,9919
2016-02-16,9668
2016-02-17,9794
2016-02-18,9727
2016-02-19,9647
2016-02-20,9635
2016-02-21,9953
2016-02-22,9936
2016-02-23,10045
2016-02-24,9834
2016-02-25,9860
2016-02-26,9918
2016-02-27,10031
2016-02-28,9998
2016-02-29,10092
2016-03-01,10020
2016-03-02,10025
2016-03-03,10019
2016-03-04,10036
2016-03-05,10025
2016-03-06,9993
2016-03-07,9843
2016-03-08,10037
2016-03-09,9763
2016-03-10,10002
2016-03-11,9984
2016-03-12,10006
2016-03-13,10019
2016-03-14,10092
2016-03-15,10052
2016-03-16,10062
2016-03-17,10095
2016-03-18,10053
2016-03-19,10034
2016-03-20,10048
2016-03-21,10086
2016-03-22,10012
2016-03-23,10033
2016-03-24,10080
2016-03-25,10054
2016-03-26,10029
2016-03-27,10026
2016-03-28,10096
2016-03-29,10083
2016-03-30,10076
2016-03-31,10058
2016-04-01,10040
2016-04-02,10043
2016-04-03,10020
2016-04-04,10031
2016-04-05,10038
2016-04-06,9979
2016-04-07,9550
2016-04-08,9920
2016-04-09,9908
2016-04-10,9719
2016-04-11,9527
2016-04-12,9738
2016-04-13,9926
2016-04-14,9784
2016-04-15,9942
2016-04-16,9937
2016-04-17,9975
2016-04-18,9972
2016-04-19,9987
2016-04-20,9745
2016-04-21,9743
2016-04-22,9855
2016-04-23,9995
2016-04-24,10087
2016-04-25,10048
2016-04-26,10057
2016-04-27,10034
2016-04-28,10011
2016-04-29,10030
2016-04-30,10023
2016-05-01,9886
2016-05-02,9500
2016-05-03,9509
2016-05-04,9566
2016-05-05,9588
2016-05-06,9387
2016-05-07,9667
2016-05-08,9760
2016-05-09,9796
2016-05-10,9558
2016-05-11,9448
2016-05-12,9688
2016-05-13,9872
2016-05-14,9694
2016-05-15,9643
2016-05-16,9755
2016-05-17,9689
2016-05-18,9639
2016-05-19,9702
2016-05-22,9454
2016-05-23,9591
2016-05-24,9832
2016-05-25,9785
2016-05-26,9642
2016-05-27,9883
2016-05-28,9753
2016-05-29,9965
2016-05-30,9899
2016-05-31,9757
2016-06-01,9958
2016-06-02,9931
2016-06-03,9888
2016-06-04,9809
2016-06-05,9684
2016-06-06,9800
2016-06-07,9721
2016-06-08,9794
2016-06-09,9922
2016-06-10,9918
2016-06-11,9793
2016-06-12,9565
2016-06-13,9785
2016-06-14,9652
2016-06-15,9708
2016-06-16,9799
2016-06-17,9609
2016-06-18,9670
2016-06-19,9668
2016-06-20,9782
2016-06-21,9866
2016-06-22,9756
2016-06-23,9774
2016-06-24,9807
2016-06-25,9906
2016-06-26,9773
2016-06-27,9750
2016-06-28,9736
2016-06-29,9690
2016-06-30,9672
2016-07-01,9912
2016-07-02,9742
2016-07-03,9793
2016-07-04,9823
2016-07-05,9924
2016-07-06,9979
2016-07-07,10078
2016-07-08,9938
2016-07-09,9958
2016-07-10,9849
2016-07-11,9656
2016-07-12,9703
2016-07-13,9792
2016-07-14,9870
2016-07-15,9954
2016-07-16,9747
2016-07-17,9714
2016-07-18,9692
2016-07-23,9839
2016-07-24,9742
2016-07-25,9673
2016-07-26,9806
2016-07-27,9830
2016-07-28,9997
2016-07-29,9944
2016-07-30,10010
2016-07-31,10008
2016-08-01,10031
2016-08-02,9963
2016-08-03,9941
2016-08-04,9752
2016-08-05,9925
2016-08-06,9837
2016-08-07,9900
2016-08-08,10040
2016-08-09,10046
2016-08-10,10057
2016-08-11,10074
2016-08-12,10053
2016-08-13,10108
2016-08-14,10121
2016-08-15,10112
2016-08-16,9862
2016-08-17,9800
2016-08-18,9739
2016-08-19,10013
2016-08-20,9902
2016-08-21,9842
2016-08-22,10009
2016-08-23,9866
2016-08-24,9766
2016-08-25,9447
2016-08-26,9474
2016-08-28,9794
2016-08-31,9824
2016-09-01,9978
2016-09-02,10019
2016-09-03,9985
2016-09-04,10005
2016-09-05,10054
2016-09-06,9866
2016-09-07,9771
2016-09-08,9885
2016-09-09,9811
2016-09-10,9874
2016-09-11,9875
2016-09-12,9970
2016-09-13,10134
2016-09-14,10240
2016-09-15,10254
2016-09-16,10251
2016-09-17,10025
2016-09-18,9909
2016-09-19,9960
2016-09-20,9969
2016-09-21,9958
2016-09-22,9868
2016-09-23,9979
2016-09-24,10007
2016-09-25,10282
2016-09-26,10302
2016-09-27,10143
2016-09-28,9897
2016-09-29,9852
2016-09-30,9851
2016-10-01,9790
2016-10-02,9508
2016-10-03,9475
2016-10-04,9480
2016-10-05,9577
2016-10-06,9709
2016-10-07,9816
2016-10-08,9733
2016-10-09,9625
2016-10-10,9683
2016-10-11,9680
2016-10-12,9799
2016-10-13,9726
2016-10-14,9856
2016-10-15,9832
2016-10-16,9734
2016-10-17,9827
2016-10-18,9948
2016-10-19,10031
2016-10-20,10064
2016-10-21,10076
2016-10-22,10227
2016-10-23,10121
2016-10-24,10018
2016-10-25,9980
2016-10-26,9877
2016-10-27,9953
2016-10-28,9956
2016-10-29,9957
2016-10-30,9953
2016-10-31,10049
2016-11-01,9933
2016-11-02,9970
2016-11-03,9977
2016-11-04,10041
2016-11-05,9988
2016-11-06,10078
2016-11-07,9808
2016-11-08,9742
2016-11-09,9908
2016-11-10,9861
2016-11-11,9963
2016-11-12,9868
2016-11-13,9840
2016-11-14,9911
2016-12-08,9658
2016-12-09,9665
2016-12-10,9545
2016-12-11,9487
2016-12-12,9641
2016-12-13,9526
2016-12-14,9719
2016-12-15,9838
2016-12-16,9914
2016-12-17,9923
2016-12-18,9905
2016-12-19,9836
2016-12-20,9628
2016-12-21,9661
2016-12-22,9797
2016-12-23,9866
2016-12-24,9761
2016-12-25,9760
2016-12-26,9508
2016-12-27,9540
2016-12-28,9768
2016-12-29,9762
2016-12-30,9816
2016-12-31,9887
2017-01-01,9930
2017-01-02,9751
2017-01-03,9794
2017-01-04,9661
2017-01-05,9526
2017-01-06,9424
2017-01-07,9422
2017-01-08,9559
2017-01-09,9566
2017-01-10,9826
2017-01-11,9870
2017-01-12,9879
2017-01-13,9681
2017-01-14,9665
2017-01-15,9633
2017-01-16,9503
2017-01-17,9507
2017-01-18,9468
2017-01-19,9535
2017-01-20,9778
2017-01-21,9520
2017-01-22,9632
2017-01-27,9697
2017-01-28,9782
2017-01-29,9685
2017-01-30,9768
2017-01-31,9838
2017-02-01,9931
2017-02-02,9927
2017-02-03,9776
2017-02-04,9871
2017-02-05,9694
2017-02-06,9771
2017-02-07,9797
2017-02-08,9742
2017-02-09,9642
2017-02-10,9793
2017-02-11,9858
2017-02-12,9811
2017-02-13,9853
2017-02-14,9702
2017-02-15,9489
2017-02-16,9601
2017-02-18,9478
2017-02-19,9555
2017-02-20,9617
2017-02-21,9763
2017-02-22,9850
2017-02-23,9885
2017-02-24,9747
2017-02-25,9847
2017-02-26,9873
2017-02-27,9884
2017-02-28,9880
2017-03-01,9913
2017-03-02,9952
2017-03-03,9935
2017-03-04,9819
2017-03-05,9918
2017-03-06,9895
2017-03-07,9807
2017-03-08,9840
2017-03-09,9922
2017-03-10,9917
2017-03-11,9910
2017-03-12,9555
2017-03-13,9948
2017-03-14,9952
2017-03-15,9874
2017-03-16,9774
2017-03-17,9716
2017-03-18,9915
2017-03-19,9957
2017-03-20,9722
2017-03-21,9600
2017-03-22,9559
2017-03-23,9882
2017-03-24,9720
2017-03-25,9677
2017-03-26,9763
2017-03-27,9929
2017-03-28,9836
2017-03-29,9824
2017-03-30,10139
2017-03-31,10065
2017-04-01,9953
2017-04-02,9931
2017-04-03,9968
2017-04-04,9889
2017-04-12,9979
2017-04-13,9855
2017-04-14,9860
2017-04-15,9915
2017-04-16,9993
2017-04-17,9957
2017-04-18,9999
2017-04-19,9890
2017-04-20,9517
2017-04-21,9477
2017-04-22,9591
2017-04-23,9417
2017-04-24,9393
2017-04-25,9368
2017-04-26,9397
2017-04-27,9366
2017-04-28,9517
2017-04-29,9562
2017-04-30,9419
2017-05-01,9441
2017-05-02,9734
2017-05-03,9746
2017-05-04,9501
2017-05-05,9676
2017-05-06,9439
2017-05-07,9528
2017-05-08,9544
2017-05-09,9572
2017-05-10,9577
2017-05-11,9576
2017-05-12,9372
2017-05-13,9393
2017-05-14,9411
2017-05-15,9391
2017-05-16,9555
2017-05-17,9453
2017-05-18,9443
2017-05-19,9455
2017-05-20,9385
2017-05-21,9387
2017-05-22,9584
2017-05-23,9620
2017-05-24,9657
2017-05-25,9305
2017-05-26,9370
2017-05-27,9331
2017-05-28,9316
2017-05-29,9387
2017-05-30,9446
2017-05-31,9409
2017-06-01,9335
2017-06-02,9390
2017-06-03,9379
2017-06-06,9313
2017-06-07,9361
2017-06-08,9377
2017-06-09,9402
2017-06-10,9360
2017-06-11,9397
2017-06-12,9320
2017-06-13,9401
2017-06-14,9364
2017-06-15,9365
2017-06-16,9380
2017-06-17,9314
2017-06-18,9305
2017-06-19,9356
2017-06-20,9364
2017-06-21,9386
2017-06-22,9393
2017-06-23,9316
2017-06-24,9294
2017-06-25,9402
2017-06-26,9320
2017-06-27,9345
2017-06-28,9389
2017-06-29,9347
2017-06-30,9299
2017-07-01,9347
2017-07-02,9190
2017-07-03,9225
2017-07-04,9284
2017-07-05,9325
2017-07-06,9355
2017-07-07,9357
2017-07-08,9364
2017-07-13,9313
2017-07-14,9333
2017-07-15,9320
2017-07-16,9259
2017-07-17,9335
2017-07-18,9335
2017-07-19,9360
2017-07-20,9359
2017-07-21,9366
2017-07-22,9392
2017-07-23,9433
2017-07-24,9443
2017-07-25,9393
2017-07-26,9398
2017-07-27,9405
2017-07-28,9396
2017-07-29,9396
2017-07-30,9403
2017-07-31,9426
2017-08-01,9509
2017-08-02,9400
2017-08-03,9406
2017-08-04,9322
2017-08-05,9405
2017-08-06,9394
2017-08-09,9352
2017-08-10,9355
2017-08-11,9398
2017-08-12,9373
2017-08-13,9372
2017-08-14,9390
2017-08-15,9401
2017-08-17,9504
2017-08-18,9602
2017-08-19,9405
2017-08-20,9310
2017-08-21,9339
2017-08-22,9367
2017-08-23,9366
2017-08-24,9355
2017-08-25,9368
2017-08-26,9346
2017-08-27,9337
2017-08-28,9305
2017-08-29,9359
2017-08-30,9354
2017-08-31,9317
2017-09-01,9339
2017-09-02,9346
2017-09-03,9362
2017-09-04,9395
2017-09-05,9312
2017-09-06,9389
2017-09-07,9396
2017-09-08,9325
2017-09-09,9416
2017-09-10,9418
2017-09-11,9386
2017-09-12,9398
2017-09-13,9350
2017-09-14,9363
2017-09-15,9374
2017-09-16,9388
2017-09-17,9388
2017-09-19,9445
2017-09-20,9434
2017-09-21,9368
2017-09-22,9368
2017-09-23,9444
2017-09-24,9344
2017-09-25,9345
2017-09-26,9320
2017-09-27,9290
2017-09-28,9315
2017-09-29,9395
2017-09-30,9348
2017-10-01,9381
2017-10-02,9341
2017-10-03,9417
2017-10-04,9419
2017-10-05,9357
2017-10-06,9377
2017-10-07,9370
2017-10-08,9384
2017-10-09,9343
2017-10-10,9280
2017-10-11,9368
2017-10-12,9346
2017-10-13,9374
2017-10-14,9412
2017-10-15,9386
2017-10-16,9309
2017-10-17,9387
2017-10-18,9275
2017-10-19,9277
2017-10-20,9340
2017-10-21,9342
2017-10-22,9300
2017-10-23,9310
2017-10-24,9283
2017-10-25,9353
2017-10-26,9327
2017-10-27,9351
2017-10-28,9354
2017-10-29,9351
2017-10-30,9419
2017-10-31,9314
2017-11-01,9307
2017-11-02,9313
2017-11-03,9328
2017-11-04,9314
2017-11-05,9291
2017-11-06,9302
2017-11-07,9355
2017-11-08,9460
2017-11-09,9359
2017-11-10,9340
2017-11-11,9344
2017-11-12,9317
2017-11-13,9347
2017-11-14,9302
2017-11-15,9314
2017-11-16,9316
2017-11-17,9338
2017-11-18,9360
2017-11-19,9318
2017-11-20,9335
2017-11-21,9352
2017-11-22,9338
2017-11-23,9349
2017-11-24,9382
2017-11-25,9374
2017-11-26,9421
2017-11-27,9373
2017-11-28,9367
2017-11-29,9365
2017-11-30,9349
2017-12-01,9360
2017-12-02,9331
2017-12-03,9323
2017-12-04,9331
2017-12-05,9358
2017-12-06,9422
2017-12-07,9336
2017-12-08,9351
2017-12-09,9368
2017-12-10,9394
2017-12-11,9459
2017-12-12,9332
2017-12-13,9321
2017-12-14,9341
2017-12-15,9320
2017-12-16,9318
2017-12-17,9386
2017-12-18,9347
2017-12-19,9341
2017-12-20,9329
2017-12-21,9322
2017-12-22,9346
2017-12-23,9384
2017-12-24,9368
2017-12-25,9334
2017-12-26,9331
2017-12-27,9341
2017-12-28,9368
2017-12-29,9346
2017-12-30,9373
2017-12-31,9340
2018-01-01,9335
2018-01-02,9320
2018-01-03,9308
2018-01-04,9302
2018-01-05,9303
2018-01-06,9311
2018-01-07,9317
2018-01-08,9311
2018-01-09,9314
2018-01-10,9346
2018-01-11,9313
2018-01-12,9304
2018-01-13,9328
2018-01-14,9316
2018-01-15,9308
2018-01-16,9296
2018-01-17,9256
2018-01-18,9214
2018-01-19,9289
2018-01-20,9320
2018-01-21,9312
2018-01-22,9350
2018-01-23,9353
2018-01-24,9326
2018-01-25,9328
2018-01-26,9367
2018-01-27,9335
2018-01-28,9324
2018-01-29,9278
2018-01-30,9289
2018-02-01,9309
2018-02-02,9338
2018-02-03,9333
2018-02-04,9332
2018-02-05,9366
2018-02-06,9384
2018-02-07,9361
2018-02-08,9299
2018-02-09,9282
2018-02-10,9345
2018-02-11,9401
2018-02-12,9377
2018-02-13,9357
2018-02-14,9325
2018-02-15,9334
2018-02-16,9321
2018-02-17,9337
2018-02-18,9380
2018-02-19,9446
2018-02-20,9689
2018-02-21,9482
2018-02-22,9310
2018-02-23,9300
2018-02-24,9329
2018-02-25,9358
2018-02-26,9371
2018-02-27,9392
2018-02-28,9342
2018-03-01,9402
2018-03-02,9203
2018-03-03,9221
2018-03-04,9296
2018-03-05,9307
2018-03-06,9273
2018-03-07,9312
2018-03-08,9338
2018-03-09,9349
2018-03-10,9436
2018-03-11,9363
2018-03-12,9321
2018-03-13,9350
2018-03-14,9399
2018-03-15,9261
2018-03-16,9363
2018-03-17,9346
2018-03-18,9639
2018-03-19,9568
2018-03-20,9404
2018-03-21,9285
2018-03-23,9353
2018-03-24,9342
2018-03-26,9350
2018-03-27,9360
2018-03-28,9381
2018-03-29,9300
2018-03-30,9291
2018-03-31,9264
2018-04-01,9338
2018-04-02,9447
2018-04-03,9339
2018-04-04,9336
2018-04-05,9332
2018-04-06,9305
2018-04-08,9343
2018-04-09,9321
2018-04-10,9358
2018-04-11,9302
2018-04-12,9357
2018-04-13,9331
2018-04-14,9373
2018-04-15,9370
2018-04-16,9330
2018-04-17,9333
2018-04-18,9260
2018-04-19,9278
2018-04-20,9280
2018-04-21,9317
2018-04-22,9336
2018-04-23,9306
2018-04-24,9315
2018-04-25,9305
2018-04-26,9322
2018-04-27,9359
2018-04-28,9447
2018-04-29,9380
2018-04-30,9355
2018-05-01,9365
2018-05-02,9367
2018-05-03,9412
2018-05-04,9508
2018-05-05,9289
2018-05-06,9386
2018-05-07,9310
2018-05-08,9282
2018-05-09,9372
2018-05-10,9397
2018-05-11,9368
2018-05-12,9259
2018-05-13,9191
2018-05-14,9397
2018-05-15,9310
2018-05-16,9446
2018-05-17,9380
2018-05-18,9332
2018-05-19,9326
2018-05-20,9445
2018-05-21,9344
2018-05-22,9316
2018-05-23,9362
2018-05-24,9380
2018-05-25,9497
2018-05-26,9424
2018-05-27,9389
2018-05-28,9408
2018-05-29,9457
2018-05-30,9452
2018-05-31,9436
2018-06-01,9415
2018-06-02,9277
2018-06-03,9296
2018-06-04,9454
2018-06-05,9333
2018-06-06,9257
2018-06-07,9201
2018-06-08,9269
2018-06-09,9363
2018-06-10,9337
2018-06-11,9311
2018-06-12,9312
2018-06-13,9316
2018-06-14,9352
2018-06-15,9441
2018-06-16,9306
2018-06-17,9286
2018-06-18,9348
2018-06-19,9336
2018-06-20,9300
2018-06-21,9309
2018-06-22,9295
2018-06-23,9341
2018-06-24,9342
2018-06-25,9412
2018-06-26,9303
2018-06-27,9459
2018-06-28,9372
2018-06-29,9366
2018-06-30,9325
2018-07-01,9289
2018-07-02,9373
2018-07-03,9350
2018-07-04,9387
2018-07-05,9380
2018-07-06,9369
2018-07-07,9399
2018-07-08,9303
2018-07-09,9348
2018-07-10,9370
2018-07-11,9403
2018-07-12,9370
2018-07-13,9366
2018-07-14,9269
2018-07-15,9374
2018-07-16,9335
2018-07-17,9310
2018-07-18,9300
2018-07-19,9343
2018-07-20,9357
2018-07-21,9442
2018-07-22,9365
2018-07-23,9335
2018-07-24,9310
2018-07-25,9314
2018-07-26,9363
2018-07-27,9370
2018-07-28,9306
2018-07-29,9325
2018-07-30,9374
2018-07-31,9478
2018-08-01,9517
2018-08-02,9524
2018-08-03,9455
2018-08-04,9353
2018-08-05,9440
2018-08-06,9347
2018-08-07,9241
2018-08-08,9326
2018-08-09,9294
2018-08-10,9326
2018-08-11,9422
2018-08-12,9478
2018-08-14,9349
2018-08-16,9418
2018-08-17,9513
2018-08-18,9394
2018-08-19,9347
2018-08-20,9359
2018-08-21,9302
2018-08-22,9326
2018-08-23,9379
2018-08-24,9314
2018-08-25,9346
2018-08-26,9371
2018-08-27,9364
2018-08-28,9349
2018-08-29,9331
2018-08-30,9372
2018-08-31,9316
2018-09-01,9436
2018-09-02,9702
2018-09-03,9642
2018-09-04,9344
2018-09-05,9283
2018-09-06,9338
2018-09-07,9340
2018-09-08,9315
2018-09-09,9344
2018-09-10,9366
2018-09-11,9366
2018-09-12,9415
2018-09-13,9408
2018-09-14,9403
2018-09-15,9452
2018-09-16,9327
2018-09-17,9361
2018-09-18,9349
2018-09-19,9251
2018-09-20,9262
2018-09-21,9323
2018-09-22,9392
2018-09-23,9337
2018-09-24,9428
2018-09-25,9382
2018-09-26,9375
2018-09-27,9476
2018-09-28,9438
2018-09-29,9318
2018-09-30,9522
2018-10-02,9286
2018-10-03,9284
2018-10-04,9492
2018-10-05,9369
2018-10-06,9364
2018-10-07,9350
2018-10-08,9357
2018-10-09,9402
2018-10-10,9474
2018-10-11,9453
2018-10-12,9309
2018-10-13,9316
2018-10-14,9301
2018-10-15,9325
2018-10-16,9333
2018-10-17,9310
2018-10-18,9330
2018-10-19,9377
2018-10-20,9427
2018-10-21,9393
2018-10-22,9616
2018-10-23,9653
2018-10-24,9395
2018-10-25,9419
2018-10-26,9504
2018-10-27,9482
2018-10-28,9528
2018-10-29,9596
2018-10-30,9726
2018-10-31,9750
2018-11-01,9573
2018-11-03,9446
2018-11-04,9417
2018-11-05,9365
2018-11-06,9464
2018-11-07,9430
2018-11-08,9406
2018-11-09,9278
2018-11-10,9364
2018-11-11,9416
2018-11-12,9377
2018-11-13,9275
2018-11-14,9401
2018-11-15,9405
2018-11-16,9322
2018-11-17,9377
2018-11-18,9384
2018-11-19,9358
2018-11-20,9335
2018-11-21,9423
2018-11-22,9349
2018-11-23,9353
2018-11-24,9352
2018-11-25,9333
2018-11-26,9365
2018-11-27,9338
2018-11-28,9361
2018-11-29,9344
2018-12-01,9363
2018-12-02,9383
2018-12-03,9390
2018-12-04,9346
2018-12-05,9342
2018-12-07,9332
2018-12-09,9330
2018-12-10,9333
2018-12-11,9353
2018-12-12,9368
2018-12-13,9463
2018-12-14,9392
2018-12-15,9400
2018-12-16,9415
2018-12-17,9449
2018-12-18,9334
2018-12-19,9268
2018-12-20,9361
2018-12-21,9375
2018-12-22,9375
2018-12-23,9350
2018-12-24,9312
2018-12-25,9343
2018-12-26,9357
2018-12-27,9341
2018-12-28,9369
2018-12-29,9428
2018-12-30,9461
2018-12-31,9348
2019-01-01,9355
2019-01-02,9331
2019-01-03,9346
2019-01-04,9328
2019-01-05,9338
2019-01-06,9388
2019-01-08,9405
2019-01-10,9316
2019-01-11,9327
2019-01-12,9332
2019-01-13,9314
2019-01-14,9316
2019-01-15,9351
2019-01-16,9378
2019-01-17,9334
2019-01-18,9431
2019-01-19,9501
2019-01-20,9433
2019-01-21,9340
2019-01-22,9332
2019-01-23,9466
2019-01-24,9239
2019-01-25,9282
2019-01-26,9360
2019-01-27,9367
2019-01-28,9286
2019-01-29,9368
2019-01-30,9364
2019-01-31,9312
2019-02-01,9331
2019-02-02,9335
2019-02-03,9389
2019-02-04,9337
2019-02-05,9309
2019-02-06,9357
2019-02-07,9344
2019-02-08,9402
2019-02-09,9389
2019-02-10,9397
2019-02-11,9545
2019-02-12,9349
2019-02-13,9295
2019-02-14,9343
2019-02-15,9364
2019-02-16,9370
2019-02-17,9411
2019-02-18,9323
2019-02-19,9368
2019-02-20,9383
2019-02-21,9323
2019-02-22,9348
2019-02-23,9423
2019-02-24,9507
2019-02-25,9386
2019-02-26,9324
2019-02-27,9330
2019-02-28,9344
2019-03-01,9357
2019-03-02,9367
2019-03-03,9403
2019-03-04,9507
2019-03-05,9535
2019-03-06,9436
2019-03-07,9529
2019-03-08,9327
2019-03-09,9340
2019-03-10,9366
2019-03-11,9379
2019-03-12,9373
2019-03-13,9361
2019-03-14,9376
2019-03-15,9380
2019-03-16,9471
2019-03-17,9385
2019-03-18,9303
2019-03-19,9316
2019-03-20,9340
2019-03-21,9333
2019-03-22,9544
2019-03-23,9411
2019-03-24,9355
2019-03-25,9310
2019-03-26,9336
2019-03-27,9411
2019-03-28,9467
2019-03-29,9382
2019-03-30,9346
2019-03-31,9346
2019-04-01,9354
2019-04-02,9341
2019-04-03,9349
2019-04-04,9318
