date_obj,Adamant%20shield%20(h2) price
2015-03-26,6712
2015-03-27,6712
2015-03-28,6406
2015-03-29,6406
2015-03-30,6104
2015-03-31,6104
2015-04-01,6104
2015-04-02,5808
2015-04-03,5808
2015-04-04,5552
2015-04-05,5552
2015-04-06,5552
2015-04-07,5291
2015-04-08,5291
2015-04-09,5291
2015-04-10,5291
2015-04-11,5059
2015-04-12,5059
2015-04-13,5059
2015-04-14,4825
2015-04-15,4825
2015-04-16,4620
2015-04-17,4620
2015-04-18,4620
2015-04-19,4401
2015-04-20,4401
2015-04-21,4401
2015-04-22,4401
2015-04-23,4189
2015-04-24,4189
2015-04-25,4189
2015-04-26,3993
2015-04-27,3993
2015-04-28,3993
2015-04-29,3829
2015-04-30,3829
2015-05-01,3662
2015-05-02,3662
2015-05-03,3662
2015-05-04,3755
2015-05-05,3755
2015-05-06,3755
2015-05-07,3684
2015-05-08,3684
2015-05-09,3684
2015-05-10,3548
2015-05-11,3548
2015-05-12,3548
2015-05-13,3392
2015-05-14,3392
2015-05-15,3392
2015-05-16,3246
2015-05-17,3246
2015-05-18,3246
2015-05-19,3100
2015-05-20,3100
2015-05-21,3100
2015-05-22,2981
2015-05-23,2981
2015-05-24,3015
2015-05-25,3015
2015-05-26,3015
2015-05-27,2880
2015-05-28,2880
2015-05-29,2880
2015-05-30,2815
2015-05-31,2815
2015-06-01,2815
2015-06-02,2815
2015-06-03,2797
2015-06-04,2797
2015-06-05,2797
2015-06-06,2797
2015-06-07,2860
2015-06-08,2860
2015-06-09,2860
2015-06-10,2860
2015-06-11,2860
2015-06-12,2739
2015-06-13,2739
2015-06-14,2739
2015-06-15,2739
2015-06-16,2717
2015-06-17,2717
2015-06-18,2717
2015-06-19,2717
2015-06-20,2764
2015-06-21,2764
2015-06-22,2764
2015-06-23,2764
2015-06-24,2826
2015-06-25,2826
2015-06-26,2826
2015-06-27,2826
2015-06-28,2826
2015-06-29,2895
2015-06-30,2895
2015-07-01,2895
2015-07-02,2895
2015-07-03,2895
2015-07-04,2985
2015-07-05,2985
2015-07-06,2985
2015-07-07,2985
2015-07-08,2977
2015-07-09,2977
2015-07-10,2977
2015-07-11,2977
2015-07-12,2977
2015-07-13,3008
2015-07-14,3008
2015-07-15,3008
2015-07-16,3008
2015-07-17,2978
2015-07-18,2978
2015-07-19,2978
2015-07-20,2978
2015-07-21,2978
2015-07-22,3016
2015-07-23,3016
2015-07-24,3016
2015-07-25,3016
2015-07-26,3016
2015-07-27,3038
2015-07-28,3038
2015-07-29,3038
2015-07-30,3038
2015-07-31,3036
2015-08-01,3036
2015-08-02,3036
2015-08-03,3036
2015-08-04,3117
2015-08-05,3117
2015-08-06,3117
2015-08-07,3117
2015-08-08,3004
2015-08-09,3004
2015-08-10,3004
2015-08-11,2924
2015-08-12,2924
2015-08-13,2924
2015-08-14,2924
2015-08-15,2942
2015-08-16,2942
2015-08-17,2942
2015-08-18,2942
2015-08-19,2920
2015-08-20,2920
2015-08-21,2920
2015-08-22,2920
2015-08-23,2920
2015-08-24,2788
2015-08-25,2788
2015-08-26,2788
2015-08-27,2788
2015-08-28,2788
2015-08-29,2813
2015-08-30,2813
2015-08-31,2813
2015-09-01,2813
2015-09-02,2813
2015-09-03,2906
2015-09-04,2906
2015-09-05,2906
2015-09-06,2906
2015-09-07,2906
2015-09-08,3001
2015-09-09,3001
2015-09-10,3001
2015-09-11,3001
2015-09-12,3001
2015-09-13,3000
2015-09-14,3000
2015-09-15,3000
2015-09-16,3000
2015-09-17,3000
2015-09-18,3013
2015-09-19,3013
2015-09-20,3013
2015-09-21,3013
2015-09-22,3013
2015-09-23,2987
2015-09-24,2987
2015-09-25,2987
2015-09-27,2987
2015-09-28,3023
2015-09-29,3023
2015-09-30,3023
2015-10-05,2964
2015-10-06,2964
2015-10-07,2964
2015-10-08,2964
2015-10-09,2878
2015-10-10,2878
2015-10-11,2878
2015-10-12,2878
2015-10-13,2878
2015-10-14,2878
2015-10-15,2948
2015-10-16,2948
2015-10-17,2948
2015-10-18,2948
2015-10-19,2948
2015-10-20,2990
2015-10-22,2990
2015-10-23,2990
