date_obj,Rune%20platebody%20(t) price
2019-04-01,40991
2019-04-02,40677
2019-04-03,40661
2019-04-04,40119
2019-04-05,39536
2019-04-06,39726
2019-04-07,39398
2019-04-08,39666
2019-04-09,40122
2019-04-10,40641
2019-04-11,41219
2019-04-12,41680
2019-04-13,41111
2019-04-14,40955
2019-04-15,40793
2019-04-16,40136
2019-04-17,39626
2019-04-18,39385
2019-04-19,39294
2019-04-20,39590
2019-04-21,40393
2019-04-22,40725
2019-04-23,40716
2019-04-24,40499
2019-04-25,39905
2019-04-26,39695
2019-04-27,39577
2019-04-28,39209
2019-04-29,39086
2019-04-30,39155
2019-05-01,39559
2019-05-02,39675
2019-05-03,39590
2019-05-04,39853
2019-05-05,40379
2019-05-06,40472
2019-05-07,40914
2019-05-08,40364
2019-05-09,39697
2019-05-10,39453
2019-05-11,39208
2019-05-12,39524
2019-05-13,39315
2019-05-14,39536
2019-05-15,39303
2019-05-16,39313
2019-05-17,39313
2019-05-18,39348
2019-05-19,39616
2019-05-20,39604
2019-05-21,39181
2019-05-22,39762
2019-05-23,40257
2019-05-24,40725
2019-05-25,40477
2019-05-26,40504
2019-05-27,40662
2019-05-28,40478
2019-05-29,40034
2019-05-30,39703
2019-05-31,39845
2019-06-01,39810
2019-06-02,39686
2019-06-03,39643
2019-06-04,39926
2019-06-05,40395
2019-06-06,40477
2019-06-07,40187
2019-06-08,40776
2019-06-09,40605
2019-06-10,40605
2019-06-11,40582
2019-06-12,42309
2019-06-13,42702
2019-06-14,42808
2019-06-15,41905
2019-06-16,41359
2019-06-17,40484
2019-06-18,40589
2019-06-19,40731
2019-06-20,40991
2019-06-21,40550
2019-06-22,40246
2019-06-23,40097
2019-06-24,40714
2019-06-25,40553
2019-06-26,41610
2019-06-27,43225
2019-06-28,43225
2019-06-29,43170
2019-06-30,42951
2019-07-01,44094
2019-07-02,44220
2019-07-03,43834
2019-07-04,43017
2019-07-05,43224
2019-07-06,43675
2019-07-07,42979
2019-07-08,41744
2019-07-09,41200
2019-07-10,41364
2019-07-11,41053
2019-07-12,41021
2019-07-13,41021
2019-07-14,41231
2019-07-15,41231
2019-07-16,42240
2019-07-17,43060
2019-07-18,44595
2019-07-19,45843
2019-07-20,47227
2019-07-21,48579
2019-07-22,49774
2019-07-23,51023
2019-07-24,51616
2019-07-25,50692
2019-07-26,50692
2019-07-27,49138
2019-07-28,46966
2019-07-29,46659
2019-07-30,46917
2019-07-31,47004
2019-08-01,45560
2019-08-02,45032
2019-08-03,43899
2019-08-04,43020
2019-08-05,42609
2019-08-06,43422
2019-08-07,42357
2019-08-08,42214
2019-08-09,41314
2019-08-10,40609
2019-08-11,40329
2019-08-12,40554
2019-08-13,40466
2019-08-14,41059
2019-08-15,41679
2019-08-16,41716
2019-08-17,41716
2019-08-18,41910
2019-08-19,41463
2019-08-20,41477
2019-08-21,41926
2019-08-22,42402
2019-08-23,42715
2019-08-24,42640
2019-08-24,42640
2019-08-25,42640
2019-08-25,42640
2019-08-26,42679
2019-08-26,42679
2019-08-27,43154
2019-08-27,43154
2019-08-28,42925
2019-08-29,43009
2019-08-30,42921
2019-08-31,42921
2019-09-01,42730
2019-09-02,42730
2019-09-03,42069
2019-09-04,41429
2019-09-05,40578
2019-09-06,40985
2019-09-07,40920
2019-09-08,40904
2019-09-09,40937
2019-09-10,41088
2019-09-11,40573
2019-09-12,39858
2019-09-13,40605
2019-09-14,40700
2019-09-15,41336
2019-09-16,42131
2019-09-17,42413
2019-09-18,42135
2019-09-19,41752
2019-09-20,42467
2019-09-21,42721
2019-09-22,42816
2019-09-23,42359
2019-09-24,42359
2019-09-25,42018
2019-09-26,42078
2019-09-27,42078
2019-09-28,40876
2019-09-29,40348
2019-09-30,40620
2019-10-01,40303
2019-10-02,40303
2019-10-03,39704
2019-10-04,39363
2019-10-05,39256
2019-10-06,39421
2019-10-07,40211
2019-10-08,39867
2019-10-09,39867
2019-10-10,39960
2019-10-11,40008
2019-10-12,39864
2019-10-13,39835
2019-10-14,40447
2019-10-15,40447
2019-10-16,40408
2019-10-17,40408
2019-10-18,40176
2019-10-19,39996
2019-10-20,40307
2019-10-21,39966
2019-10-22,39964
2019-10-23,39834
2019-10-24,40070
2019-10-25,39982
2019-10-26,40301
2019-10-27,39963
2019-10-28,41031
2019-10-29,41031
2019-10-30,40746
2019-10-31,41063
2019-11-01,41034
2019-11-02,40602
2019-11-03,40076
2019-11-04,39725
2019-11-05,39725
2019-11-06,40294
2019-11-07,40728
2019-11-08,41419
2019-11-09,41719
2019-11-10,41709
2019-11-11,40379
2019-11-12,39814
2019-11-13,39684
2019-11-14,40030
2019-11-15,40164
2019-11-16,39756
2019-11-17,39756
2019-11-18,39234
2019-11-19,39234
2019-11-20,39708
2019-11-21,39708
2019-11-22,39389
2019-11-23,39317
2019-11-24,39272
2019-11-25,40008
2019-11-26,40247
2019-11-27,40247
2019-11-28,40571
2019-11-29,40571
2019-11-30,40824
2019-12-01,41004
2019-12-02,40479
2019-12-03,40000
2019-12-04,40175
2019-12-05,40175
2019-12-06,40249
2019-12-07,40785
2019-12-08,40785
2019-12-09,40730
2019-12-10,40451
2019-12-11,40345
2019-12-12,40345
2019-12-13,40018
2019-12-14,40240
2019-12-15,40168
2019-12-16,40168
2019-12-17,40330
2019-12-18,40330
2019-12-19,40458
2019-12-20,39582
2019-12-21,39165
2019-12-22,39599
2019-12-23,39808
2019-12-24,40117
2019-12-25,39625
2019-12-26,39625
2019-12-27,39519
2019-12-28,38931
2019-12-29,39476
2019-12-30,39442
2019-12-31,39778
2020-01-01,39960
2020-01-02,40431
2020-01-03,40431
2020-01-04,40698
2020-01-05,40965
2020-01-06,40936
2020-01-07,40515
2020-01-08,40515
2020-01-09,40766
2020-01-10,40978
2020-01-11,40319
2020-01-12,40080
2020-01-13,40080
2020-01-14,39801
2020-01-15,39736
2020-01-16,39272
2020-01-17,39704
2020-01-18,39704
2020-01-19,40253
2020-01-20,40524
2020-01-21,40524
2020-01-22,40583
2020-01-23,40579
2020-01-24,40577
2020-01-25,39933
2020-01-26,39377
2020-01-27,39465
2020-01-28,39630
2020-01-29,40122
2020-01-30,39822
2020-01-31,39977
2020-02-01,40008
2020-02-02,39715
2020-02-03,39728
2020-02-04,39687
2020-02-05,39325
2020-02-06,39156
2020-02-07,39391
2020-02-08,39442
2020-02-09,38930
2020-02-10,39545
2020-02-11,39632
2020-02-12,39438
2020-02-13,39438
2020-02-14,38943
2020-02-15,38840
2020-02-16,38441
2020-02-17,38808
2020-02-18,38790
2020-02-19,38595
2020-02-20,39210
2020-02-21,39210
2020-02-22,39758
2020-02-23,39609
2020-02-24,40071
2020-02-25,39826
2020-02-26,40441
2020-02-27,40284
2020-02-28,40113
2020-02-29,40113
2020-03-01,40033
2020-03-02,39826
2020-03-03,39599
2020-03-04,40078
2020-03-05,39425
2020-03-06,39308
2020-03-07,39275
2020-03-08,39421
2020-03-09,39898
2020-03-10,39643
2020-03-11,38932
2020-03-12,38885
2020-03-13,38791
2020-03-14,39302
2020-03-15,38965
2020-03-16,39725
2020-03-17,39991
2020-03-18,40314
2020-03-19,40320
2020-03-20,40492
2020-03-21,40735
2020-03-22,40699
2020-03-23,40630
2020-03-24,40045
2020-03-25,39794
2020-03-26,39497
2020-03-27,39604
2020-03-28,39581
2020-03-29,39895
2020-03-30,39846
2020-03-31,40058
2020-04-01,39714
2020-04-02,39734
2020-04-03,39734
2020-04-04,40361
2020-04-05,40513
2020-04-06,41072
2020-04-07,41388
2020-04-08,40468
2020-04-09,39788
2020-04-10,39963
2020-04-11,40250
2020-04-12,40242
2020-04-13,39940
2020-04-14,39478
2020-04-15,39560
2020-04-16,39641
2020-04-17,39496
2020-04-18,39150
2020-04-19,39247
2020-04-20,39275
2020-04-21,39435
2020-04-22,39108
2020-04-23,39214
2020-04-24,39201
2020-04-25,39442
2020-04-26,39173
2020-04-27,39406
2020-04-28,39499
2020-04-29,39415
2020-04-30,39466
2020-05-01,39831
2020-05-02,39907
2020-05-03,39712
2020-05-04,39959
2020-05-05,40062
2020-05-06,40109
2020-05-07,39842
2020-05-08,39665
2020-05-09,39582
2020-05-10,39414
2020-05-11,39692
2020-05-12,39575
2020-05-13,39641
