date_obj,Elemental%20shield price
2019-04-17,1423
2019-04-18,1370
2019-04-19,1343
2019-04-20,1298
2019-04-21,1243
2019-04-22,1252
2019-04-23,1242
2019-04-24,1186
2019-04-25,1126
2019-04-26,1069
2019-04-27,1015
2019-04-28,967
2019-04-29,953
2019-04-30,930
2019-05-01,936
2019-05-02,983
2019-05-03,992
2019-05-04,994
2019-05-05,975
2019-05-06,1019
2019-05-07,1070
2019-05-08,1117
2019-05-09,1148
2019-05-10,1129
2019-05-11,1124
2019-05-12,1073
2019-05-13,1025
2019-05-14,1061
2019-05-15,1036
2019-05-16,1085
2019-05-17,1137
2019-05-18,1151
2019-05-19,1142
2019-05-20,1137
2019-05-21,1094
2019-05-22,1039
2019-05-23,1072
2019-05-24,1126
2019-05-25,1183
2019-05-26,1243
2019-05-27,1306
2019-05-28,1372
2019-05-29,1441
2019-05-30,1514
2019-05-31,1590
2019-06-01,1669
2019-06-02,1753
2019-06-03,1841
2019-06-04,1934
2019-06-05,2030
2019-06-06,2125
2019-06-07,2166
2019-06-08,2142
2019-06-09,2046
2019-06-10,2046
2019-06-11,1948
2019-06-12,1850
2019-06-13,1757
2019-06-14,1691
2019-06-15,1677
2019-06-16,1622
2019-06-17,1649
2019-06-18,1727
2019-06-19,1814
2019-06-20,1905
2019-06-21,1957
2019-06-22,2046
2019-06-23,2148
2019-06-24,2104
2019-06-25,2061
2019-06-26,2051
2019-06-27,2004
2019-06-28,2004
2019-06-29,1964
2019-06-30,1874
2019-07-01,1796
2019-07-02,1710
2019-07-03,1632
2019-07-04,1553
2019-07-05,1482
2019-07-06,1477
2019-07-07,1475
2019-07-08,1455
2019-07-09,1505
2019-07-10,1581
2019-07-11,1661
2019-07-12,1742
2019-07-13,1742
2019-07-14,1820
2019-07-15,1820
2019-07-16,1861
2019-07-17,1849
2019-07-18,1784
2019-07-19,1781
2019-07-20,1757
2019-07-21,1738
2019-07-22,1656
2019-07-23,1591
2019-07-24,1640
2019-07-25,1652
2019-07-26,1624
2019-07-27,1573
2019-07-28,1543
2019-07-29,1482
2019-07-30,1419
2019-07-31,1390
2019-08-01,1351
2019-08-02,1346
2019-08-03,1318
2019-08-04,1295
2019-08-05,1289
2019-08-06,1237
2019-08-07,1198
2019-08-08,1167
2019-08-09,1167
2019-08-10,1158
2019-08-11,1118
2019-08-12,1100
2019-08-13,1057
2019-08-14,1046
2019-08-15,1057
2019-08-16,1061
2019-08-17,1061
2019-08-18,1066
2019-08-19,1060
2019-08-20,1085
2019-08-21,1073
2019-08-22,1071
2019-08-23,1071
2019-08-24,1068
2019-08-24,1068
2019-08-25,1068
2019-08-25,1068
2019-08-26,1055
2019-08-26,1055
2019-08-27,1094
2019-08-27,1094
2019-08-28,1100
2019-08-29,1137
2019-08-30,1172
2019-08-31,1172
2019-09-01,1229
2019-09-02,1229
2019-09-03,1291
2019-09-04,1356
2019-09-05,1424
2019-09-06,1424
2019-09-07,1482
2019-09-08,1557
2019-09-09,1607
2019-09-10,1550
2019-09-11,1490
2019-09-12,1419
2019-09-13,1402
2019-09-14,1357
2019-09-15,1289
2019-09-16,1224
2019-09-17,1178
2019-09-18,1162
2019-09-19,1147
2019-09-20,1147
2019-09-21,1144
2019-09-22,1133
2019-09-23,1123
2019-09-24,1123
2019-09-25,1142
2019-09-26,1159
2019-09-27,1159
2019-09-28,1190
2019-09-29,1190
2019-09-30,1250
2019-10-01,1307
2019-10-02,1307
2019-10-03,1373
2019-10-04,1442
2019-10-05,1515
2019-10-06,1591
2019-10-07,1671
2019-10-08,1733
2019-10-09,1733
2019-10-10,1820
2019-10-11,1820
2019-10-12,1843
2019-10-13,1860
2019-10-14,1836
2019-10-15,1836
2019-10-16,1804
2019-10-17,1804
2019-10-18,1815
2019-10-19,1797
2019-10-20,1807
2019-10-21,1891
2019-10-22,1986
2019-10-23,2086
2019-10-24,2147
2019-10-25,2254
2019-10-26,2276
2019-10-27,2194
2019-10-28,2117
2019-10-29,2117
2019-10-30,2052
2019-10-31,2022
2019-11-01,2011
2019-11-02,1983
2019-11-03,1898
2019-11-04,1805
2019-11-05,1805
2019-11-06,1800
2019-11-07,1838
2019-11-08,1930
2019-11-09,2027
2019-11-10,2075
2019-11-11,2178
2019-11-12,2178
2019-11-13,2287
2019-11-14,2401
2019-11-15,2491
2019-11-16,2552
2019-11-17,2552
2019-11-18,2584
2019-11-19,2584
2019-11-20,2589
2019-11-21,2589
2019-11-22,2591
2019-11-23,2593
2019-11-24,2569
2019-11-25,2602
2019-11-26,2553
2019-11-27,2553
2019-11-28,2553
2019-11-29,2553
2019-11-30,2594
2019-12-01,2564
2019-12-02,2617
2019-12-03,2724
2019-12-04,2841
2019-12-05,2841
2019-12-06,2976
2019-12-07,3045
2019-12-08,2898
2019-12-09,2753
2019-12-10,2615
2019-12-11,2485
2019-12-12,2366
2019-12-13,2247
2019-12-14,2137
2019-12-15,2119
2019-12-16,2155
2019-12-17,2202
2019-12-18,2227
2019-12-19,2233
2019-12-20,2264
2019-12-21,2306
2019-12-22,2384
2019-12-23,2384
2019-12-24,2503
2019-12-25,2600
2019-12-26,2600
2019-12-27,2718
2019-12-28,2854
2019-12-29,2967
2019-12-30,2983
2019-12-31,3086
2020-01-01,3128
2020-01-02,3095
2020-01-03,3108
2020-01-04,3114
2020-01-05,3134
2020-01-06,3159
2020-01-07,3134
2020-01-08,3134
2020-01-09,3127
2020-01-10,3126
2020-01-11,3269
2020-01-12,3433
2020-01-13,3433
2020-01-14,3352
2020-01-15,3254
2020-01-16,3091
2020-01-17,2936
2020-01-18,2810
2020-01-19,2731
2020-01-20,2660
2020-01-21,2660
2020-01-22,2584
2020-01-23,2524
2020-01-24,2445
2020-01-25,2322
2020-01-26,2205
2020-01-27,2094
2020-01-28,1998
2020-01-29,1898
2020-01-30,1803
2020-01-31,1781
2020-02-01,1757
2020-02-02,1758
2020-02-03,1736
2020-02-04,1649
2020-02-05,1589
2020-02-06,1556
2020-02-07,1484
2020-02-08,1473
2020-02-09,1467
2020-02-10,1430
2020-02-11,1379
2020-02-12,1395
2020-02-13,1395
2020-02-14,1350
2020-02-15,1345
2020-02-16,1316
2020-02-17,1326
2020-02-18,1326
2020-02-19,1291
2020-02-20,1264
2020-02-21,1264
2020-02-22,1208
2020-02-23,1154
2020-02-24,1115
2020-02-25,1112
2020-02-26,1078
2020-02-27,1049
2020-02-28,1037
2020-02-29,1037
2020-03-01,1040
2020-03-02,1061
2020-03-03,1045
2020-03-04,1045
2020-03-05,1011
2020-03-06,992
2020-03-07,1018
2020-03-08,1061
2020-03-09,1044
2020-03-10,1040
2020-03-11,1016
2020-03-12,1008
2020-03-13,1042
2020-03-14,1093
2020-03-15,1083
2020-03-16,1082
2020-03-17,1081
2020-03-18,1099
2020-03-19,1154
2020-03-20,1212
2020-03-21,1273
2020-03-22,1294
2020-03-23,1354
2020-03-24,1422
2020-03-25,1494
2020-03-26,1569
2020-03-27,1648
2020-03-28,1662
2020-03-29,1621
2020-03-30,1570
2020-03-31,1579
2020-04-01,1658
2020-04-02,1741
2020-04-03,1820
2020-04-04,1911
2020-04-05,2007
2020-04-06,2108
2020-04-07,2180
2020-04-08,2158
2020-04-09,2089
2020-04-10,2080
2020-04-11,1992
2020-04-12,1893
2020-04-13,1857
2020-04-14,1837
2020-04-15,1827
2020-04-16,1829
2020-04-17,1801
2020-04-18,1845
2020-04-19,1867
2020-04-20,1879
2020-04-21,1897
2020-04-22,1912
2020-04-23,1934
2020-04-24,1977
2020-04-25,1967
2020-04-26,1977
2020-04-27,1989
2020-04-28,2018
2020-04-29,2049
2020-04-30,1959
2020-05-01,1921
2020-05-02,1885
2020-05-03,1790
2020-05-04,1721
2020-05-05,1649
2020-05-06,1607
2020-05-07,1566
2020-05-08,1549
2020-05-09,1544
2020-05-10,1536
2020-05-11,1519
2020-05-12,1477
2020-05-13,1443
