date_obj,Black%20dragon%20mask price
2019-03-25,13922
2019-03-26,13953
2019-03-27,13973
2019-03-28,13821
2019-03-29,13186
2019-03-30,13082
2019-03-31,12829
2019-04-01,12757
2019-04-02,12655
2019-04-03,12515
2019-04-04,12419
2019-04-05,12428
2019-04-06,12322
2019-04-07,12291
2019-04-08,12413
2019-04-09,12110
2019-04-10,12264
2019-04-11,12470
2019-04-12,12706
2019-04-13,12719
2019-04-14,12945
2019-04-15,13139
2019-04-16,13404
2019-04-17,13644
2019-04-18,13613
2019-04-19,13722
2019-04-20,14046
2019-04-21,14223
2019-04-22,14326
2019-04-23,14465
2019-04-24,14903
2019-04-25,15183
2019-04-26,15080
2019-04-27,15132
2019-04-28,15286
2019-04-29,15189
2019-04-30,15070
2019-05-01,15005
2019-05-02,15264
2019-05-03,15289
2019-05-04,15321
2019-05-05,15249
2019-05-06,15371
2019-05-07,15380
2019-05-08,15552
2019-05-09,15657
2019-05-10,15660
2019-05-11,15667
2019-05-12,15838
2019-05-13,15878
2019-05-14,15551
2019-05-15,15337
2019-05-16,15092
2019-05-17,15007
2019-05-18,14689
2019-05-19,14415
2019-05-20,14320
2019-05-21,14429
2019-05-22,14266
2019-05-23,14251
2019-05-24,14221
2019-05-25,14110
2019-05-26,14150
2019-05-27,14222
2019-05-28,13942
2019-05-29,13856
2019-05-30,14227
2019-05-31,14554
2019-06-01,14545
2019-06-02,14418
2019-06-03,14117
2019-06-04,14047
2019-06-05,13645
2019-06-06,13702
2019-06-07,13699
2019-06-08,13676
2019-06-09,13584
2019-06-10,13466
2019-06-11,13440
2019-06-12,13441
2019-06-13,13553
2019-06-14,13581
2019-06-15,13446
2019-06-16,13542
2019-06-17,13539
2019-06-18,13496
2019-06-19,13569
2019-06-20,13626
2019-06-21,13645
2019-06-22,13776
2019-06-23,13597
2019-06-24,13612
2019-06-25,13463
2019-06-26,13502
2019-06-27,13612
2019-06-28,13612
2019-06-29,13805
2019-06-30,13734
2019-07-01,13598
2019-07-02,13480
2019-07-03,13590
2019-07-04,13801
2019-07-05,14253
2019-07-06,14528
2019-07-07,14637
2019-07-08,14881
2019-07-09,15164
2019-07-10,15620
2019-07-11,15673
2019-07-12,15557
2019-07-13,15373
2019-07-14,15453
2019-07-15,15728
2019-07-16,15460
2019-07-17,15566
2019-07-18,15868
2019-07-19,15999
2019-07-20,15876
2019-07-21,15774
2019-07-22,15678
2019-07-23,15437
2019-07-24,15775
2019-07-25,15727
2019-07-26,15724
2019-07-27,15465
2019-07-28,15322
2019-07-29,15140
2019-07-30,14905
2019-07-31,14879
2019-08-01,14824
2019-08-02,15018
2019-08-03,15345
2019-08-04,15124
2019-08-05,15195
2019-08-06,15170
2019-08-07,15277
2019-08-08,15376
2019-08-09,15289
2019-08-10,15302
2019-08-11,14958
2019-08-12,14610
2019-08-13,14682
2019-08-14,14732
2019-08-15,14666
2019-08-16,14657
2019-08-17,14671
2019-08-18,14362
2019-08-19,14459
2019-08-20,14489
2019-08-21,14500
2019-08-22,14376
2019-08-23,14349
2019-08-24,14445
2019-08-24,14445
2019-08-25,14476
2019-08-25,14476
2019-08-26,14527
2019-08-27,14971
2019-08-27,14971
2019-08-28,15203
2019-08-29,15196
2019-08-30,15232
2019-08-31,15058
2019-09-01,15070
2019-09-02,15029
2019-09-03,15063
2019-09-04,15243
2019-09-05,15326
2019-09-06,15302
2019-09-07,15075
2019-09-08,14936
2019-09-09,14762
2019-09-10,14872
2019-09-11,14951
2019-09-12,14784
2019-09-13,14797
2019-09-14,14678
2019-09-15,14809
2019-09-16,14842
2019-09-17,14723
2019-09-18,14398
2019-09-19,14395
2019-09-20,14178
2019-09-21,14228
2019-09-22,14417
2019-09-23,14430
2019-09-24,14430
2019-09-25,14543
2019-09-26,14643
2019-09-27,14893
2019-09-28,14955
2019-09-29,14862
2019-09-30,15046
2019-10-01,15053
2019-10-02,14974
2019-10-03,14959
2019-10-04,14966
2019-10-05,14432
2019-10-06,14068
2019-10-07,13893
2019-10-08,13848
2019-10-09,13848
2019-10-10,13765
2019-10-11,13593
2019-10-12,13411
2019-10-13,13554
2019-10-14,13895
2019-10-15,13861
2019-10-16,13981
2019-10-17,14231
2019-10-18,14385
2019-10-19,14516
2019-10-20,14831
2019-10-21,15019
2019-10-22,15133
2019-10-23,15355
2019-10-24,15607
2019-10-25,15919
2019-10-26,16359
2019-10-27,16449
2019-10-28,16720
2019-10-29,16567
2019-10-30,16891
2019-10-31,17083
2019-11-01,16946
2019-11-02,17253
2019-11-03,17448
2019-11-04,17638
2019-11-05,17638
2019-11-06,17649
2019-11-07,17837
2019-11-08,17850
2019-11-09,17959
2019-11-10,17783
2019-11-11,17871
2019-11-12,17931
2019-11-13,17826
2019-11-14,17754
2019-11-15,17485
2019-11-16,17343
2019-11-17,17343
2019-11-18,16955
2019-11-19,17194
2019-11-20,17257
2019-11-21,17257
2019-11-22,17543
2019-11-23,18101
2019-11-24,18274
2019-11-25,18416
2019-11-26,18384
2019-11-27,18325
2019-11-28,18218
2019-11-29,18218
2019-11-30,17307
2019-12-01,17119
2019-12-02,16965
2019-12-03,16484
2019-12-04,16144
2019-12-05,16144
2019-12-06,15868
2019-12-07,15725
2019-12-08,15246
2019-12-09,14711
2019-12-10,14237
2019-12-11,13593
2019-12-12,12995
2019-12-13,12709
2019-12-14,12215
2019-12-15,11973
2019-12-16,11557
2019-12-17,11269
2019-12-18,11094
2019-12-19,11239
2019-12-20,11288
2019-12-21,11268
2019-12-22,11137
2019-12-23,11182
2019-12-24,11330
2019-12-25,11352
2019-12-26,11327
2019-12-27,11470
2019-12-28,11496
2019-12-29,11452
2019-12-30,11359
2019-12-31,11442
2020-01-01,11577
2020-01-02,11508
2020-01-03,11378
2020-01-04,11299
2020-01-05,11364
2020-01-06,11354
2020-01-07,11391
2020-01-08,11279
2020-01-09,11476
2020-01-10,11396
2020-01-11,11373
2020-01-12,11253
2020-01-13,11253
2020-01-14,11396
2020-01-15,11450
2020-01-16,11202
2020-01-17,11339
2020-01-18,11130
2020-01-19,11111
2020-01-20,11292
2020-01-21,11287
2020-01-22,11270
2020-01-23,11272
2020-01-24,11321
2020-01-25,11240
2020-01-26,11180
2020-01-27,11170
2020-01-28,11191
2020-01-29,11245
2020-01-30,11357
2020-01-31,11282
2020-02-01,11473
2020-02-02,11490
2020-02-03,11108
2020-02-04,11209
2020-02-05,11114
2020-02-06,11019
2020-02-07,10890
2020-02-08,10757
2020-02-09,10304
2020-02-10,10064
2020-02-11,10005
2020-02-12,9710
2020-02-13,9356
2020-02-14,9186
2020-02-15,8908
2020-02-16,8683
2020-02-17,8429
2020-02-18,8206
2020-02-19,7998
2020-02-20,7963
2020-02-21,7864
2020-02-22,7635
2020-02-23,7479
2020-02-24,7312
2020-02-25,7249
2020-02-26,7222
2020-02-27,6915
2020-02-28,6990
2020-02-29,7031
2020-03-01,7087
2020-03-02,7157
2020-03-03,7284
2020-03-04,7458
2020-03-05,7509
2020-03-06,7455
2020-03-07,7392
2020-03-08,7299
2020-03-09,7202
2020-03-10,7223
2020-03-11,7332
2020-03-12,7238
2020-03-13,7126
2020-03-14,7142
2020-03-15,7156
2020-03-16,7149
2020-03-17,7174
2020-03-18,7275
2020-03-19,7185
2020-03-20,7336
2020-03-21,7515
2020-03-22,7694
2020-03-23,7878
2020-03-24,8108
2020-03-25,8290
2020-03-26,8608
2020-03-27,8991
2020-03-28,9411
2020-03-29,9831
2020-03-30,10289
2020-03-31,10697
2020-04-01,11210
2020-04-02,11612
2020-04-03,11931
2020-04-04,12303
2020-04-05,12534
2020-04-06,12974
2020-04-07,13459
2020-04-08,13858
2020-04-09,14113
2020-04-10,14384
2020-04-11,14445
2020-04-12,14364
2020-04-13,13881
2020-04-14,13752
2020-04-15,13624
2020-04-16,13650
2020-04-17,13687
2020-04-18,13863
2020-04-19,14086
2020-04-20,13959
2020-04-21,13894
2020-04-22,13776
2020-04-23,14034
2020-04-24,14170
2020-04-25,14251
2020-04-26,14355
2020-04-27,14386
2020-04-28,14485
2020-04-29,14328
2020-04-30,14263
2020-05-01,14310
2020-05-02,14221
2020-05-03,14254
2020-05-04,14193
2020-05-05,14036
2020-05-06,14021
2020-05-07,13851
2020-05-08,13367
2020-05-09,13085
2020-05-10,13012
2020-05-11,12774
2020-05-12,12593
2020-05-13,12078
