date_obj,Robin%20hood%20hat price
2016-10-06,1963108
2016-10-07,1956920
2016-10-08,1959579
2016-10-09,1960367
2016-10-10,1965201
2016-10-11,1959679
2016-10-12,1948263
2016-10-13,1942578
2016-10-14,1954050
2016-10-15,1939532
2016-10-16,1948206
2016-10-17,1979749
2016-10-18,1949261
2016-10-19,1954645
2016-10-20,1949991
2016-10-21,1962958
2016-10-22,1949177
2016-10-23,1940596
2016-10-24,1931007
2016-10-25,1927253
2016-10-26,1920243
2016-10-27,1917830
2016-10-28,1911443
2016-10-29,1921062
2016-10-30,1910619
2016-10-31,1899954
2016-11-01,1908005
2016-11-02,1918051
2016-11-03,1909836
2016-11-04,1908797
2016-11-05,1912175
2016-11-06,1905821
2016-11-07,1898796
2016-11-08,1897482
2016-11-09,1907578
2016-11-10,1893430
2016-11-11,1869301
2016-11-12,1849294
2016-11-13,1836580
2016-11-14,1831288
2016-12-08,1904870
2016-12-09,1900011
2016-12-10,1902291
2016-12-11,1903208
2016-12-12,1906271
2016-12-13,1885767
2016-12-14,1874904
2016-12-15,1874869
2016-12-16,1884080
2016-12-17,1888332
2016-12-18,1881807
2016-12-19,1868128
2016-12-20,1867790
2016-12-21,1862754
2016-12-22,1864772
2016-12-23,1868853
2016-12-24,1882127
2016-12-25,1908664
2016-12-26,1956175
2016-12-27,1967045
2016-12-28,1967925
2016-12-29,1966659
2016-12-30,1965367
2016-12-31,1969413
2017-01-01,1966425
2017-01-02,1964566
2017-01-03,1968543
2017-01-04,1955955
2017-01-05,1872344
2017-01-06,1814448
2017-01-07,1756730
2017-01-08,1753061
2017-01-09,1748500
2017-01-10,1764148
2017-01-11,1807136
2017-01-12,1859327
2017-01-13,1870625
2017-01-14,1892898
2017-01-15,1880673
2017-01-16,1861277
2017-01-17,1852305
2017-01-18,1847634
2017-01-19,1853709
2017-01-20,1897781
2017-01-21,1949565
2017-01-22,1950878
2017-01-27,2000836
2017-01-28,1980418
2017-01-29,1967867
2017-01-30,1960440
2017-01-31,1988198
2017-02-01,2005875
2017-02-02,1981882
2017-02-03,1980239
2017-02-04,1984391
2017-02-05,1991601
2017-02-06,1998608
2017-02-07,1990236
2017-02-08,1994537
2017-02-09,1992803
2017-02-10,2019325
2017-02-11,2011445
2017-02-12,2012725
2017-02-13,2001790
2017-02-14,1991164
2017-02-15,1988389
2017-02-16,1956117
2017-02-18,1952969
2017-02-19,1958452
2017-02-20,1946885
2017-02-21,1943707
2017-02-22,1921159
2017-02-23,1889990
2017-02-24,1909662
2017-02-25,1935973
2017-02-26,1944630
2017-02-27,1941059
2017-02-28,1936171
2017-03-01,1928728
2017-03-02,1923345
2017-03-03,1923729
2017-03-04,1919856
2017-03-05,1915754
2017-03-06,1910169
2017-03-07,1905468
2017-03-08,1900251
2017-03-09,1898815
2017-03-10,1887853
2017-03-11,1875051
2017-03-12,1863856
2017-03-13,1844086
2017-03-14,1816017
2017-03-15,1789788
2017-03-16,1787797
2017-03-17,1795811
2017-03-18,1811753
2017-03-19,1816031
2017-03-20,1815873
2017-03-21,1859757
2017-03-22,1864236
2017-03-23,1865499
2017-03-24,1876648
2017-03-25,1878885
2017-03-26,1890559
2017-03-27,1884722
2017-03-28,1878478
2017-03-29,1881229
2017-03-30,1881594
2017-03-31,1960458
2017-04-01,2021410
2017-04-02,2023690
2017-04-03,2017089
2017-04-04,2023046
2017-04-12,1953572
2017-04-13,1966197
2017-04-14,1956573
2017-04-15,1954438
2017-04-16,1948705
2017-04-17,1940949
2017-04-18,1954814
2017-04-19,1952581
2017-04-20,1942784
2017-04-21,1942339
2017-04-22,1940953
2017-04-23,1939113
2017-04-24,1948238
2017-04-25,1953995
2017-04-26,1950371
2017-04-27,1963464
2017-04-28,1961196
2017-04-29,1973926
2017-04-30,1987396
2017-05-01,1982516
2017-05-02,1977444
2017-05-03,1971763
2017-05-04,1962940
2017-05-05,1955280
2017-05-06,1952784
2017-05-07,1944339
2017-05-08,1939590
2017-05-09,1931829
2017-05-10,1928293
2017-05-11,1922370
2017-05-12,1918750
2017-05-13,1913357
2017-05-14,1906925
2017-05-15,1888958
2017-05-16,1858723
2017-05-17,1824353
2017-05-18,1790377
2017-05-19,1773254
2017-05-20,1773231
2017-05-21,1771871
2017-05-22,1764088
2017-05-23,1780787
2017-05-24,1798163
2017-05-25,1773167
2017-05-26,1714140
2017-05-27,1710003
2017-05-28,1720810
2017-05-29,1724986
2017-05-30,1725222
2017-05-31,1720130
2017-06-01,1724933
2017-06-02,1748180
2017-06-03,1768607
2017-06-06,1773626
2017-06-07,1780097
2017-06-08,1782452
2017-06-09,1793322
2017-06-10,1822408
2017-06-11,1804253
2017-06-12,1782050
2017-06-13,1778353
2017-06-14,1753085
2017-06-15,1777224
2017-06-16,1775293
2017-06-17,1775141
2017-06-18,1776048
2017-06-19,1775020
2017-06-20,1783069
2017-06-21,1786590
2017-06-22,1786677
2017-06-23,1815816
2017-06-24,1834664
2017-06-25,1882585
2017-06-26,1893540
2017-06-27,1891174
2017-06-28,1872891
2017-06-29,1858185
2017-06-30,1848817
2017-07-01,1854767
2017-07-02,1854862
2017-07-03,1872510
2017-07-04,1947435
2017-07-05,1970791
2017-07-06,2016650
2017-07-07,2091251
2017-07-08,2117590
2017-07-13,1889892
2017-07-14,1897427
2017-07-15,1879337
2017-07-16,1867009
2017-07-17,1882101
2017-07-18,1933671
2017-07-19,1965023
2017-07-20,1964352
2017-07-21,1959576
2017-07-22,1955919
2017-07-23,1967764
2017-07-24,1967976
2017-07-25,1971054
2017-07-26,1975971
2017-07-27,1980432
2017-07-28,1985336
2017-07-29,1996629
2017-07-30,1995161
2017-07-31,2004808
2017-08-01,2013876
2017-08-02,2037581
2017-08-03,2032965
2017-08-04,2062939
2017-08-05,2067161
2017-08-06,2050219
2017-08-09,1970161
2017-08-10,1954726
2017-08-11,1965699
2017-08-12,1984968
2017-08-13,2023194
2017-08-14,2060637
2017-08-15,2081247
2017-08-17,2131845
2017-08-18,2128978
2017-08-19,2118033
2017-08-20,2140222
2017-08-22,2062805
2017-08-23,2031344
2017-08-24,2011976
2017-08-25,2018088
2017-08-26,2022078
2017-08-27,1996624
2017-08-28,1978996
2017-08-29,1974473
2017-08-30,1960113
2017-08-31,1938566
2017-09-01,1934314
2017-09-02,1947437
2017-09-03,1950818
2017-09-04,1946741
2017-09-05,1940907
2017-09-06,1929601
2017-09-07,1925029
2017-09-08,1927860
2017-09-09,1912370
2017-09-10,1908932
2017-09-11,1902316
2017-09-12,1927794
2017-09-13,1923974
2017-09-14,1919501
2017-09-15,1919580
2017-09-16,1922425
2017-09-17,1919461
2017-09-19,1914994
2017-09-20,1923099
2017-09-21,1921502
2017-09-22,1919875
2017-09-23,1916876
2017-09-24,1923070
2017-09-25,1922286
2017-09-26,1917780
2017-09-27,1919668
2017-09-28,1922990
2017-09-29,1942574
2017-09-30,1940992
2017-10-01,1944647
2017-10-02,1958846
2017-10-03,1969900
2017-10-04,1967921
2017-10-05,1959858
2017-10-06,1963750
2017-10-07,1962000
2017-10-08,1958746
2017-10-09,1952331
2017-10-10,1953072
2017-10-11,1945443
2017-10-12,1939836
2017-10-13,1940129
2017-10-14,1938092
2017-10-15,1936073
2017-10-16,1931093
2017-10-17,1944146
2017-10-18,1955963
2017-10-19,1947445
2017-10-20,1950215
2017-10-21,1944188
2017-10-22,1937217
2017-10-23,1934017
2017-10-24,1933577
2017-10-25,1935029
2017-10-26,1917041
2017-10-27,1913533
2017-10-28,1922714
2017-10-29,1916325
2017-10-30,1921893
2017-10-31,1921052
2017-11-01,1923697
2017-11-02,1921676
2017-11-03,1922112
2017-11-04,1920468
2017-11-05,1910616
2017-11-06,1896399
2017-11-07,1873634
2017-11-08,1868260
2017-11-09,1842771
2017-11-10,1827567
2017-11-11,1834198
2017-11-12,1830740
2017-11-13,1819722
2017-11-14,1819727
2017-11-15,1815538
2017-11-16,1811852
2017-11-17,1810900
2017-11-18,1811410
2017-11-19,1810088
2017-11-20,1788437
2017-11-21,1796673
2017-11-22,1794792
2017-11-23,1778545
2017-11-24,1769761
2017-11-25,1766844
2017-11-26,1772607
2017-11-27,1765580
2017-11-28,1760574
2017-11-29,1767212
2017-11-30,1773774
2017-12-01,1760687
2017-12-02,1742512
2017-12-03,1730377
2017-12-04,1716962
2017-12-05,1713916
2017-12-06,1712030
2017-12-07,1706227
2017-12-08,1705273
2017-12-09,1703477
2017-12-10,1697690
2017-12-11,1697298
2017-12-12,1702381
2017-12-14,1711917
2017-12-15,1719249
2017-12-16,1749805
2017-12-17,1780529
2017-12-18,1800434
2017-12-19,1814719
2017-12-20,1803976
2017-12-21,1825626
2017-12-22,1819037
2017-12-23,1816496
2017-12-24,1816079
2017-12-25,1835639
2017-12-26,1837059
2017-12-27,1871524
2017-12-28,1908960
2017-12-29,1914707
2017-12-30,1895925
2017-12-31,1874705
2018-01-01,1867768
2018-01-02,1858653
2018-01-03,1856336
2018-01-04,1842523
2018-01-05,1828493
2018-01-06,1824343
2018-01-07,1819198
2018-01-08,1821346
2018-01-09,1813598
2018-01-10,1812164
2018-01-11,1798089
2018-01-12,1796660
2018-01-13,1786487
2018-01-14,1777727
2018-01-15,1764528
2018-01-16,1758017
2018-01-17,1761198
2018-01-18,1755489
2018-01-19,1748554
2018-01-20,1750368
2018-01-21,1769341
2018-01-22,1759660
2018-01-23,1749347
2018-01-24,1744921
2018-01-25,1752289
2018-01-26,1743178
2018-01-27,1740797
2018-01-28,1748815
2018-01-29,1749150
2018-01-31,1726171
2018-02-01,1720427
2018-02-02,1713914
2018-02-03,1710506
2018-02-04,1715122
2018-02-05,1725610
2018-02-06,1717982
2018-02-07,1713023
2018-02-08,1702195
2018-02-09,1700382
2018-02-10,1705080
2018-02-11,1696335
2018-02-12,1696475
2018-02-13,1695890
2018-02-14,1717186
2018-02-15,1759779
2018-02-16,1810671
2018-02-17,1854980
2018-02-18,1768330
2018-02-19,1778927
2018-02-20,1792318
2018-02-21,1787301
2018-02-22,1783298
2018-02-23,1771986
2018-02-24,1773753
2018-02-25,1769504
2018-02-26,1764307
2018-02-27,1773085
2018-02-28,1800445
2018-03-01,1792624
2018-03-02,1789411
2018-03-03,1781031
2018-03-04,1770038
2018-03-05,1824183
2018-03-06,1798306
2018-03-07,1782003
2018-03-08,1760454
2018-03-09,1757540
2018-03-10,1790720
2018-03-11,1773395
2018-03-12,1770284
2018-03-13,1764508
2018-03-14,1766018
2018-03-15,1778710
2018-03-16,1789201
2018-03-17,1799558
2018-03-18,1797743
2018-03-19,1785113
2018-03-20,1786086
2018-03-21,1788927
2018-03-23,1770175
2018-03-24,1762701
2018-03-26,1758789
2018-03-27,1785582
2018-03-29,1788615
2018-03-30,1783016
2018-03-31,1781925
2018-04-01,1774474
2018-04-02,1769219
2018-04-03,1781199
2018-04-04,1787177
2018-04-05,1775574
2018-04-06,1774826
2018-04-08,1771989
2018-04-09,1773072
2018-04-10,1771472
2018-04-11,1773155
2018-04-12,1777991
2018-04-13,1824393
2018-04-14,1861590
2018-04-15,1837318
2018-04-16,1850117
2018-04-17,1855125
2018-04-18,1870234
2018-04-19,1910274
2018-04-20,1930656
2018-04-21,1963531
2018-04-22,1975653
2018-04-23,1981323
2018-04-24,1985386
2018-04-25,2006091
2018-04-26,1998678
2018-04-27,2028607
2018-04-28,2033366
2018-04-29,2072660
2018-04-30,2141473
2018-05-01,2192441
2018-05-02,2238630
2018-05-03,2273669
2018-05-04,2278964
2018-05-05,2288180
2018-05-06,2288580
2018-05-07,2277150
2018-05-08,2247469
2018-05-09,2202769
2018-05-10,2161425
2018-05-11,2163404
2018-05-12,2143266
2018-05-13,2134998
2018-05-14,2125513
2018-05-15,2111946
2018-05-16,2109926
2018-05-17,2111218
2018-05-18,2146502
2018-05-19,2247331
2018-05-20,2281318
2018-05-21,2335521
2018-05-22,2384056
2018-05-23,2499879
2018-05-24,2616584
2018-05-25,2732231
2018-05-26,2866540
2018-05-27,2930633
2018-05-28,2988185
2018-05-29,2968544
2018-05-30,2940493
2018-05-31,2880143
2018-06-01,2865314
2018-06-02,2856173
2018-06-03,2838986
2018-06-04,2836214
2018-06-05,2816372
2018-06-06,2762821
2018-06-07,2630605
2018-06-08,2525411
2018-06-09,2419083
2018-06-10,2320303
2018-06-11,2204803
2018-06-12,2106180
2018-06-13,2050362
2018-06-14,2027680
2018-06-15,2023550
2018-06-16,1978837
2018-06-17,1986094
2018-06-18,1998550
2018-06-19,1999893
2018-06-20,1994681
2018-06-21,1994937
2018-06-22,2020726
2018-06-23,2040232
2018-06-24,2074080
2018-06-25,2082766
2018-06-26,2081263
2018-06-27,2068778
2018-06-28,2084829
2018-06-29,2098662
2018-06-30,2142102
2018-07-01,2117074
2018-07-02,2138408
2018-07-03,2219925
2018-07-04,2185641
2018-07-05,2178617
2018-07-06,2174506
2018-07-07,2190903
2018-07-08,2213282
2018-07-09,2224807
2018-07-10,2233366
2018-07-11,2226080
2018-07-12,2243014
2018-07-13,2315603
2018-07-14,2343245
2018-07-15,2358664
2018-07-16,2343074
2018-07-17,2308777
2018-07-18,2301208
2018-07-19,2282987
2018-07-20,2255055
2018-07-21,2291494
2018-07-22,2302328
2018-07-23,2368812
2018-07-24,2422818
2018-07-25,2432564
2018-07-26,2425037
2018-07-27,2380481
2018-07-28,2387030
2018-07-29,2407612
2018-07-30,2440951
2018-07-31,2485341
2018-08-01,2479012
2018-08-02,2514501
2018-08-03,2561388
2018-08-04,2653652
2018-08-05,2725503
2018-08-06,2764396
2018-08-07,2788198
2018-08-08,2773389
2018-08-09,2745681
2018-08-10,2764504
2018-08-11,2771867
2018-08-12,2801332
2018-08-14,2825717
2018-08-16,2795908
2018-08-17,2710302
2018-08-18,2643713
2018-08-19,2626929
2018-08-20,2617858
2018-08-21,2593671
2018-08-22,2577338
2018-08-23,2620537
2018-08-24,2658831
2018-08-25,2718076
2018-08-26,2768986
2018-08-27,2812600
2018-08-28,2900801
2018-08-29,2949080
2018-08-30,2980879
2018-08-31,3027593
2018-09-01,3097756
2018-09-02,3100735
2018-09-03,3099270
2018-09-04,3087957
2018-09-05,3059096
2018-09-06,3017597
2018-09-07,2988817
2018-09-08,2943037
2018-09-09,2941799
2018-09-10,2893622
2018-09-11,2819134
2018-09-12,2777947
2018-09-13,2735212
2018-09-14,2719181
2018-09-15,2699032
2018-09-16,2666803
2018-09-17,2650755
2018-09-18,2664687
2018-09-19,2686809
2018-09-20,2714762
2018-09-21,2715335
2018-09-22,2738810
2018-09-23,2778346
2018-09-24,2792787
2018-09-25,2759396
2018-09-26,2741927
2018-09-27,2715774
2018-09-28,2706307
2018-09-29,2699765
2018-09-30,2682253
2018-10-02,2643333
2018-10-03,2644801
2018-10-04,2653785
2018-10-05,2698850
2018-10-06,2709294
2018-10-07,2708812
2018-10-08,2703619
2018-10-09,2687626
2018-10-10,2697947
2018-10-11,2712039
2018-10-12,2689647
2018-10-13,2672070
2018-10-14,2646872
2018-10-15,2629482
2018-10-16,2601967
2018-10-17,2571029
2018-10-18,2509887
2018-10-19,2459388
2018-10-20,2439959
2018-10-21,2427730
2018-10-22,2426953
2018-10-23,2419823
2018-10-24,2413483
2018-10-25,2415112
2018-10-26,2461040
2018-10-27,2571066
2018-10-28,2544641
2018-10-29,2421556
2018-10-30,2390551
2018-10-31,2416194
2018-11-01,2490978
2018-11-03,2705221
2018-11-04,2836346
2018-11-05,2976278
2018-11-06,3124638
2018-11-07,3262652
2018-11-08,3423264
2018-11-09,3594363
2018-11-10,3769872
2018-11-11,3954227
2018-11-12,4076864
2018-11-13,4256454
2018-11-14,4453014
2018-11-15,4504755
2018-11-16,4501230
2018-11-17,4455054
2018-11-18,4352770
2018-11-19,4200041
2018-11-20,4018017
2018-11-21,3972754
2018-11-22,3827651
2018-11-23,3804190
2018-11-24,3773950
2018-11-25,3758982
