date_obj,Ancient%20stole price
2016-04-22,3115
2016-04-23,3105
2016-04-24,3024
2016-04-25,2963
2016-04-26,2963
2016-04-27,2937
2016-04-28,2881
2016-04-29,2881
2016-04-30,2809
2016-05-01,2809
2016-05-02,2723
2016-05-03,2612
2016-05-04,2612
2016-05-05,2563
2016-05-06,2563
2016-05-07,2537
2016-05-08,2537
2016-05-09,2505
2016-05-10,2450
2016-05-11,2450
2016-05-12,2392
2016-05-13,2275
2016-05-14,2275
2016-05-15,2293
2016-05-16,2293
2016-05-17,2384
2016-05-18,2488
2016-05-19,2488
2016-05-22,2638
2016-05-23,2765
2016-05-24,2869
2016-05-25,2869
2016-05-26,2981
2016-05-27,3020
2016-05-28,3020
2016-05-29,2995
2016-05-30,2995
2016-05-31,2967
2016-06-01,2926
2016-06-02,2926
2016-06-03,2948
2016-06-04,3039
2016-06-05,3039
2016-06-06,3075
2016-06-07,3075
2016-06-08,3057
2016-06-09,3065
2016-06-10,3061
2016-06-11,3061
2016-06-12,3008
2016-06-13,3008
2016-06-14,3027
2016-06-15,3027
2016-06-16,3024
2016-06-17,2967
2016-06-18,2967
2016-06-19,2966
2016-06-20,2966
2016-06-21,2946
2016-06-22,2971
2016-06-23,2952
2016-06-24,2952
2016-06-25,2934
2016-06-26,2934
2016-06-27,2919
2016-06-28,2873
2016-06-29,2873
2016-06-30,2831
2016-07-01,2819
2016-07-02,2819
2016-07-03,2763
2016-07-04,2750
2016-07-05,2750
2016-07-06,2762
2016-07-07,2750
2016-07-08,2800
2016-07-09,2905
2016-07-10,2976
2016-07-11,3084
2016-07-12,3172
2016-07-13,3257
2016-07-14,3375
2016-07-15,3533
2016-07-16,3710
2016-07-17,3896
2016-07-18,4091
2016-07-23,5000
2016-07-24,5083
2016-07-25,5334
2016-07-26,5584
2016-07-27,5864
2016-07-28,6075
2016-07-29,6214
2016-07-30,6258
2016-07-31,6258
2016-08-01,6387
2016-08-02,6443
2016-08-03,6457
2016-08-04,6401
2016-08-05,6401
2016-08-06,6254
2016-08-07,6161
2016-08-08,6161
2016-08-09,5866
2016-08-10,5731
2016-08-11,5731
2016-08-12,5573
2016-08-13,5573
2016-08-14,5364
2016-08-15,5269
2016-08-16,5033
2016-08-17,5033
2016-08-18,4906
2016-08-19,4829
2016-08-20,4795
2016-08-21,4795
2016-08-22,4586
2016-08-23,4681
2016-08-24,4681
2016-08-25,4529
2016-08-26,4529
2016-08-28,4394
2016-08-31,4207
2016-09-01,4258
2016-09-02,4258
2016-09-03,4214
2016-09-04,4200
2016-09-05,4007
2016-09-06,4004
2016-09-07,4004
2016-09-08,4011
2016-09-09,4011
2016-09-10,4109
2016-09-11,4109
2016-09-12,4167
2016-09-13,4371
2016-09-14,4371
2016-09-15,4540
2016-09-16,4540
2016-09-17,4755
2016-09-18,4755
2016-09-19,4993
2016-09-20,4993
2016-09-21,5210
2016-09-22,5337
2016-09-23,5380
2016-09-24,5380
2016-09-25,5389
2016-09-26,5389
2016-09-27,5309
2016-09-28,5430
2016-09-29,5430
2016-09-30,5475
2016-10-01,5695
2016-10-02,5695
2016-10-03,5876
2016-10-04,5876
2016-10-05,6007
2016-10-06,6147
2016-10-07,6147
2016-10-08,6424
2016-10-09,6424
2016-10-10,6634
2016-10-11,6634
2016-10-12,6945
2016-10-13,7160
2016-10-14,7435
2016-10-15,7773
2016-10-16,7773
2016-10-17,7896
2016-10-18,7896
2016-10-19,8168
2016-10-20,8168
2016-10-21,8383
2016-10-22,8383
2016-10-23,8590
2016-10-24,8808
2016-10-25,8808
2016-10-26,8900
2016-10-27,8900
2016-10-28,8982
2016-10-29,9189
2016-10-30,9189
2016-10-31,9150
2016-11-01,9150
2016-11-02,9244
2016-11-03,9244
2016-11-04,9127
2016-11-05,9127
2016-11-06,9074
2016-11-07,9074
2016-11-08,9101
2016-11-09,9472
2016-11-10,9472
2016-11-11,9509
2016-11-12,9577
2016-11-13,9577
2016-11-14,9591
2016-11-15,9591
2016-12-07,8996
2016-12-08,8843
2016-12-09,8400
2016-12-10,7980
2016-12-11,7581
2016-12-12,7711
2016-12-13,7753
2016-12-14,7667
2016-12-15,7667
2016-12-16,7437
2016-12-17,7185
2016-12-18,7185
2016-12-19,7066
2016-12-20,7166
2016-12-21,7311
2016-12-22,7311
2016-12-23,7351
2016-12-24,7351
2016-12-25,7421
2016-12-26,7486
2016-12-27,7461
2016-12-28,7529
2016-12-29,7481
2016-12-30,7595
2016-12-31,7605
2017-01-01,7567
2017-01-02,7559
2017-01-03,7566
2017-01-04,7458
2017-01-05,7458
2017-01-06,7349
2017-01-07,7177
2017-01-08,7114
2017-01-09,7034
2017-01-10,7027
2017-01-11,7271
2017-01-12,7398
2017-01-13,7398
2017-01-14,7488
2017-01-15,7655
2017-01-16,7707
2017-01-17,7662
2017-01-18,7720
2017-01-19,7799
2017-01-20,7721
2017-01-21,7741
2017-01-22,7758
2017-01-23,7616
2017-01-27,7250
2017-01-28,7213
2017-01-29,7124
2017-01-30,7124
2017-01-31,6961
2017-02-01,6817
2017-02-02,6982
2017-02-03,7198
2017-02-04,7132
2017-02-05,7295
2017-02-06,7489
2017-02-07,7825
2017-02-08,8134
2017-02-09,8134
2017-02-10,8348
2017-02-11,8538
2017-02-12,8801
2017-02-13,9150
2017-02-14,9546
2017-02-15,9602
2017-02-16,9578
2017-02-17,9578
2017-02-18,9791
2017-02-19,9717
2017-02-20,9847
2017-02-21,10275
2017-02-22,10315
2017-02-23,10259
2017-02-24,10231
2017-02-25,10012
2017-02-26,9721
2017-02-27,9442
2017-02-28,9308
2017-03-01,9277
2017-03-02,9125
2017-03-03,9125
2017-03-04,9060
2017-03-05,9060
2017-03-06,8773
2017-03-07,8700
2017-03-08,8700
2017-03-09,8383
2017-03-10,8250
2017-03-11,8073
2017-03-12,8013
2017-03-13,7901
2017-03-14,7853
2017-03-15,7727
2017-03-16,7441
2017-03-17,7112
2017-03-18,6882
2017-03-19,6671
2017-03-20,6571
2017-03-21,6310
2017-03-22,6255
2017-03-23,6126
2017-03-24,6043
2017-03-25,6043
2017-03-26,5944
2017-03-27,5709
2017-03-28,5510
2017-03-29,5463
2017-03-30,5723
2017-03-31,5980
2017-04-01,6260
2017-04-02,6479
2017-04-03,6557
2017-04-04,6753
2017-04-05,7014
2017-04-12,6999
2017-04-13,6832
2017-04-14,6630
2017-04-15,6495
2017-04-16,6384
2017-04-17,6332
2017-04-18,6387
2017-04-19,6258
2017-04-20,5966
2017-04-21,5914
2017-04-22,5904
2017-04-23,5800
2017-04-24,5598
2017-04-25,5425
2017-04-26,5425
2017-04-27,5191
2017-04-28,4931
2017-04-29,4850
2017-04-30,4810
2017-05-01,4684
2017-05-02,4592
2017-05-03,4607
2017-05-04,4608
2017-05-05,4616
2017-05-06,4589
2017-05-07,4526
2017-05-08,4415
2017-05-09,4349
2017-05-10,4479
2017-05-11,4508
2017-05-12,4566
2017-05-13,4707
2017-05-14,4767
2017-05-15,4858
2017-05-16,4963
2017-05-17,4994
2017-05-18,5100
2017-05-19,5332
2017-05-20,5578
2017-05-21,5578
2017-05-22,5843
2017-05-23,6078
2017-05-24,6092
2017-05-25,6071
2017-05-26,6035
2017-05-27,6122
2017-05-28,6181
2017-05-29,6285
2017-05-30,6380
2017-05-31,6277
2017-06-01,6300
2017-06-02,6387
2017-06-03,6387
2017-06-04,6439
2017-06-05,6433
2017-06-06,6503
2017-06-07,6508
2017-06-08,6508
2017-06-09,6586
2017-06-10,6608
2017-06-11,6586
2017-06-12,6486
2017-06-13,6465
2017-06-14,6424
2017-06-15,6424
2017-06-16,6444
2017-06-17,6300
2017-06-18,6098
2017-06-19,6098
2017-06-20,5878
2017-06-21,5763
2017-06-22,5590
2017-06-23,5590
2017-06-24,5421
2017-06-25,5391
2017-06-26,5210
2017-06-27,5110
2017-06-28,5010
2017-06-29,4825
2017-06-30,4671
2017-07-01,4671
2017-07-02,4453
2017-07-03,4389
2017-07-04,4347
2017-07-05,4347
2017-07-06,4287
2017-07-07,4287
2017-07-08,4178
2017-07-09,4207
2017-07-13,4185
2017-07-14,4346
2017-07-15,4346
2017-07-16,4502
2017-07-17,4634
2017-07-18,4767
2017-07-19,4840
2017-07-20,4908
2017-07-21,5011
2017-07-22,5161
2017-07-23,5414
2017-07-24,5669
2017-07-25,5953
2017-07-26,6096
2017-07-27,6302
2017-07-28,6441
2017-07-29,6521
2017-07-30,6700
2017-07-31,6700
2017-08-01,6935
2017-08-02,7040
2017-08-03,7040
2017-08-04,7061
2017-08-05,7040
2017-08-06,7065
2017-08-07,7133
2017-08-08,7097
2017-08-09,7055
2017-08-10,7072
2017-08-11,7051
2017-08-12,7063
2017-08-13,6965
2017-08-14,6895
2017-08-15,6710
2017-08-16,6519
2017-08-17,6351
2017-08-18,6351
2017-08-19,6189
2017-08-20,5980
2017-08-21,5781
2017-08-22,5724
2017-08-23,5646
2017-08-24,5646
2017-08-25,5636
2017-08-26,5788
2017-08-27,5976
2017-08-28,6016
2017-08-29,6107
2017-08-30,6275
2017-08-31,6488
2017-09-01,6661
2017-09-02,6616
2017-09-03,6616
2017-09-04,6692
2017-09-05,6817
2017-09-06,6817
2017-09-07,6926
2017-09-08,6926
2017-09-09,7160
2017-09-10,7282
2017-09-11,7486
2017-09-12,7486
2017-09-13,7553
2017-09-14,7686
2017-09-15,7686
2017-09-16,7603
2017-09-17,7693
2017-09-18,7757
2017-09-19,7757
2017-09-20,7779
2017-09-22,7466
2017-09-23,7466
2017-09-24,7278
2017-09-25,7436
2017-09-26,7563
2017-09-27,7563
2017-09-28,7495
2017-09-29,7514
2017-09-30,7415
2017-10-01,7244
2017-10-02,7044
2017-10-03,7044
2017-10-04,6748
2017-10-05,6672
2017-10-06,6905
2017-10-07,6843
2017-10-08,6774
2017-10-09,6590
2017-10-10,6468
2017-10-11,6468
2017-10-12,6258
2017-10-13,6102
2017-10-14,6063
2017-10-15,6063
2017-10-16,6124
2017-10-17,6124
2017-10-18,5954
2017-10-19,6073
2017-10-20,6139
2017-10-21,5925
2017-10-22,5696
2017-10-23,5623
2017-10-24,5426
2017-10-25,5303
2017-10-26,5212
2017-10-27,5146
2017-10-28,5146
2017-10-29,5018
2017-10-30,4935
2017-10-31,5085
2017-11-01,5085
2017-11-02,5220
2017-11-03,5338
2017-11-04,5500
2017-11-05,5713
2017-11-06,5932
2017-11-07,5996
2017-11-08,5999
2017-11-09,6029
2017-11-10,6142
2017-11-11,6182
2017-11-12,6049
2017-11-13,5909
2017-11-14,5895
2017-11-15,5956
2017-11-16,5908
2017-11-17,5687
2017-11-18,5634
2017-11-19,5532
2017-11-20,5632
2017-11-21,5577
2017-11-22,5567
2017-11-23,5726
2017-11-24,5726
2017-11-25,5693
2017-11-26,5581
2017-11-27,5581
2017-11-28,5471
2017-11-29,5314
2017-11-30,5314
2017-12-01,5139
2017-12-02,5139
2017-12-03,5006
2017-12-04,5006
2017-12-05,4890
2017-12-06,4731
2017-12-07,4565
2017-12-08,4565
2017-12-09,4480
2017-12-10,4414
2017-12-11,4366
2017-12-12,4307
2017-12-13,4172
2017-12-14,3967
2017-12-15,3853
2017-12-16,3853
2017-12-17,3695
2017-12-18,3557
2017-12-19,3426
2017-12-20,3279
2017-12-21,3199
2017-12-22,3190
2017-12-23,3277
2017-12-24,3263
2017-12-25,3242
2017-12-26,3229
2017-12-27,3214
2017-12-28,3235
2017-12-29,3279
2017-12-30,3383
2017-12-31,3462
2018-01-01,3482
2018-01-02,3578
2018-01-03,3722
2018-01-04,3826
2018-01-05,3780
2018-01-06,3753
2018-01-07,3781
2018-01-08,3861
2018-01-09,3817
2018-01-10,3817
2018-01-11,3829
2018-01-12,3816
2018-01-13,3889
2018-01-14,3836
2018-01-15,3744
2018-01-16,3614
2018-01-17,3692
2018-01-18,3762
2018-01-19,3762
2018-01-20,3812
2018-01-21,3757
2018-01-22,3775
2018-01-23,3684
2018-01-24,3592
2018-01-25,3569
2018-01-26,3433
2018-01-27,3495
2018-01-28,3608
2018-01-29,3740
2018-01-30,3813
2018-01-31,3888
2018-02-01,4006
2018-02-02,3966
2018-02-03,4079
2018-02-04,4260
2018-02-05,4440
2018-02-06,4574
2018-02-07,4735
2018-02-08,4735
2018-02-09,4767
2018-02-10,4767
2018-02-11,4702
2018-02-12,4551
2018-02-13,4324
2018-02-14,4294
2018-02-15,4300
2018-02-16,4251
2018-02-17,4163
2018-02-18,4099
2018-02-19,4008
2018-02-20,3933
2018-02-21,3829
2018-02-22,3759
2018-02-23,3646
2018-02-24,3646
2018-02-25,3590
2018-02-26,3531
2018-02-27,3469
2018-02-28,3351
2018-03-01,3194
2018-03-02,3068
2018-03-03,2988
2018-03-04,2988
2018-03-05,2902
2018-03-06,2824
2018-03-07,2746
2018-03-08,2675
2018-03-09,2588
2018-03-10,2527
2018-03-11,2480
2018-03-12,2403
2018-03-13,2398
2018-03-14,2348
2018-03-15,2283
2018-03-16,2257
2018-03-17,2257
2018-03-18,2319
2018-03-19,2360
2018-03-20,2434
2018-03-21,2470
2018-03-22,2539
2018-03-23,2600
2018-03-24,2674
2018-03-25,2804
2018-03-26,2945
2018-03-27,3093
2018-03-28,3093
2018-03-29,3248
2018-03-30,3411
2018-03-31,3512
2018-04-01,3523
2018-04-02,3509
2018-04-03,3528
2018-04-04,3490
2018-04-05,3490
2018-04-06,3572
2018-04-07,3572
2018-04-08,3717
2018-04-09,3798
2018-04-10,3808
2018-04-11,3885
2018-04-12,3978
2018-04-13,3978
2018-04-14,3927
2018-04-15,3955
2018-04-16,3955
2018-04-17,4098
2018-04-18,4098
2018-04-19,4120
2018-04-20,4238
2018-04-21,4449
2018-04-22,4650
2018-04-23,4881
2018-04-24,5100
2018-04-25,5139
2018-04-26,5139
2018-04-27,5242
2018-04-28,5397
2018-04-29,5444
2018-04-30,5527
2018-05-01,5566
2018-05-02,5651
2018-05-03,5486
2018-05-04,5359
2018-05-05,5250
2018-05-06,5250
2018-05-07,5209
2018-05-08,5104
2018-05-09,4977
2018-05-10,4840
2018-05-11,4701
2018-05-12,4631
2018-05-13,4631
2018-05-14,4543
2018-05-15,4380
2018-05-16,4207
2018-05-17,4179
2018-05-18,4231
2018-05-19,4137
2018-05-20,3945
2018-05-21,3894
2018-05-22,3894
2018-05-23,3744
2018-05-24,3633
2018-05-25,3653
2018-05-26,3556
2018-05-27,3586
2018-05-28,3469
2018-05-29,3548
2018-05-30,3695
2018-05-31,3619
2018-06-01,3629
2018-06-02,3625
2018-06-03,3687
2018-06-04,3657
2018-06-05,3594
2018-06-06,3488
2018-06-07,3488
2018-06-08,3451
2018-06-09,3349
2018-06-10,3218
2018-06-11,3218
2018-06-12,3111
2018-06-13,3035
2018-06-14,2983
2018-06-15,2960
2018-06-16,2963
2018-06-17,2888
2018-06-18,2805
2018-06-19,2794
2018-06-20,2794
2018-06-21,2742
2018-06-22,2727
2018-06-23,2651
2018-06-24,2711
2018-06-25,2741
2018-06-26,2810
2018-06-27,2910
2018-06-28,2956
2018-06-29,3047
2018-06-30,3005
2018-07-01,3084
2018-07-02,3192
2018-07-03,3244
2018-07-04,3287
2018-07-05,3305
2018-07-06,3361
2018-07-07,3427
2018-07-08,3413
2018-07-09,3327
2018-07-10,3270
2018-07-11,3241
2018-07-12,3240
2018-07-13,3247
2018-07-14,3158
2018-07-15,3158
2018-07-16,3130
2018-07-17,3210
2018-07-18,3140
2018-07-19,3031
2018-07-20,3033
2018-07-21,3088
2018-07-22,3141
2018-07-23,3229
2018-07-24,3362
2018-07-25,3517
2018-07-26,3536
2018-07-27,3482
2018-07-28,3479
2018-07-29,3492
2018-07-30,3582
2018-07-31,3593
2018-08-01,3542
2018-08-02,3514
2018-08-03,3563
2018-08-04,3697
2018-08-05,3756
2018-08-06,3882
2018-08-07,3912
2018-08-08,3974
2018-08-09,3984
2018-08-10,3991
2018-08-11,3954
2018-08-12,4029
2018-08-14,4199
2018-08-16,4341
2018-08-17,4318
2018-08-18,4303
2018-08-19,4277
2018-08-20,4233
2018-08-21,4248
2018-08-22,4266
2018-08-23,4204
2018-08-24,4166
2018-08-25,4165
2018-08-26,4247
2018-08-27,4292
2018-08-28,4425
2018-08-29,4520
2018-08-30,4734
2018-08-31,4868
2018-09-01,4911
2018-09-02,5009
2018-09-03,5066
2018-09-04,5142
2018-09-05,5112
2018-09-06,5112
2018-09-07,5107
2018-09-08,5030
2018-09-09,4984
2018-09-10,5122
2018-09-11,5308
2018-09-12,5424
2018-09-13,5401
2018-09-14,5408
2018-09-15,5400
2018-09-16,5470
2018-09-17,5439
2018-09-18,5372
2018-09-19,5184
2018-09-20,5120
2018-09-21,5020
2018-09-22,4978
2018-09-23,4921
2018-09-24,4978
2018-09-25,5065
2018-09-26,5089
2018-09-27,5063
2018-09-28,5001
2018-09-29,5045
2018-09-30,5066
2018-10-01,5133
2018-10-02,5139
2018-10-03,5315
2018-10-04,5315
2018-10-05,5389
2018-10-06,5508
2018-10-07,5662
2018-10-08,5714
2018-10-09,5696
2018-10-10,5747
2018-10-11,5635
2018-10-12,5735
2018-10-13,5709
2018-10-14,5712
2018-10-15,5736
2018-10-16,5787
2018-10-17,5939
2018-10-18,5952
2018-10-19,6005
2018-10-20,6122
2018-10-21,6244
2018-10-22,6366
2018-10-23,6491
2018-10-24,6593
2018-10-25,6823
2018-10-26,7094
2018-10-27,7407
2018-10-28,7681
2018-10-29,7980
2018-10-30,8311
2018-10-31,8556
2018-11-01,8687
2018-11-03,9111
2018-11-04,9542
2018-11-05,9982
2018-11-06,10482
2018-11-07,10955
2018-11-08,11440
2018-11-09,11607
2018-11-10,12188
2018-11-11,12798
2018-11-12,13212
2018-11-13,13115
2018-11-14,12692
2018-11-15,12323
2018-11-16,11994
2018-11-17,11848
2018-11-18,11613
2018-11-19,11562
2018-11-20,11445
2018-11-21,11275
2018-11-22,11156
2018-11-23,11147
2018-11-24,11195
2018-11-25,11151
2018-11-26,11206
2018-11-27,10946
2018-11-28,11116
2018-11-29,11119
2018-12-01,10934
2018-12-02,10906
2018-12-03,10916
2018-12-04,10979
2018-12-05,10963
2018-12-07,10595
2018-12-09,10236
2018-12-10,10029
2018-12-11,9590
2018-12-12,9281
2018-12-13,8936
2018-12-14,8489
2018-12-15,8064
2018-12-16,7661
2018-12-17,7568
2018-12-18,7469
2018-12-19,7811
2018-12-20,8049
2018-12-21,7849
2018-12-22,7456
2018-12-23,7162
2018-12-24,6988
2018-12-25,6772
2018-12-26,6598
2018-12-27,6451
2018-12-28,6291
2018-12-29,6144
2018-12-30,6020
2018-12-31,5914
2019-01-01,5831
2019-01-02,5738
2019-01-03,5630
2019-01-04,5502
2019-01-05,5410
2019-01-06,5292
2019-01-08,5224
2019-01-10,5395
2019-01-11,5460
2019-01-12,5480
2019-01-13,5482
2019-01-14,5489
2019-01-15,5460
2019-01-16,5500
2019-01-17,5562
2019-01-18,5599
2019-01-19,5519
2019-01-20,5580
2019-01-21,5627
2019-01-22,5771
2019-01-23,6054
2019-01-24,6340
2019-01-25,6532
2019-01-26,6746
2019-01-27,6854
2019-01-28,7020
2019-01-29,7082
2019-01-30,7160
2019-01-31,7214
2019-02-01,7257
2019-02-02,7421
2019-02-03,7496
2019-02-04,7678
2019-02-05,7765
2019-02-06,7835
2019-02-07,7967
2019-02-08,7956
2019-02-09,8059
2019-02-10,8068
2019-02-11,8042
2019-02-12,8111
2019-02-13,8045
2019-02-14,8014
2019-02-15,7894
2019-02-16,8011
2019-02-17,7942
2019-02-18,8222
2019-02-19,8370
2019-02-20,8554
2019-02-21,8771
2019-02-22,8653
2019-02-23,8648
2019-02-24,8745
2019-02-25,8889
2019-02-26,8995
2019-02-27,9221
2019-02-28,9161
2019-03-01,9177
2019-03-02,9169
2019-03-03,9286
2019-03-04,9272
2019-03-05,9266
2019-03-06,9086
2019-03-07,8934
2019-03-08,8767
2019-03-09,8660
2019-03-10,8533
2019-03-11,8753
2019-03-12,8797
2019-03-13,8692
2019-03-14,8624
2019-03-15,8495
2019-03-16,8373
2019-03-17,8339
2019-03-18,8309
