date_obj,Babydragon%20bones price
2015-09-30,1161
2015-10-05,1168
2015-10-06,1184
2015-10-07,1184
2015-10-08,1201
2015-10-09,1192
2015-10-10,1192
2015-10-11,1149
2015-10-12,1149
2015-10-13,1138
2015-10-14,1138
2015-10-15,1143
2015-10-16,1143
2015-10-17,1092
2015-10-18,1077
2015-10-19,1099
2015-10-20,1099
2015-10-22,1123
2015-10-23,1145
2015-10-24,1145
2015-10-25,1165
2015-10-26,1165
2015-10-27,1164
2015-10-28,1164
2015-10-29,1173
2015-10-30,1173
2015-10-31,1193
2015-11-01,1193
2015-11-02,1164
2015-11-03,1164
2015-11-04,1184
2015-11-05,1184
2015-11-06,1175
2015-11-07,1203
2015-11-08,1203
2015-11-09,1232
2015-11-10,1232
2015-11-11,1243
2015-11-12,1243
2015-11-13,1268
2015-11-14,1268
2015-11-15,1303
2015-11-16,1303
2015-11-17,1285
2015-11-18,1285
2015-11-19,1308
2015-11-20,1308
2015-11-21,1358
2015-11-22,1365
2015-11-23,1365
2015-11-24,1390
2015-11-25,1422
2015-11-26,1422
2015-11-27,1439
2015-11-28,1439
2015-11-29,1403
2015-11-30,1420
2015-12-01,1420
2015-12-02,1458
2015-12-03,1472
2015-12-04,1472
2015-12-05,1435
2015-12-06,1412
2015-12-07,1412
2015-12-08,1358
2015-12-09,1351
2015-12-10,1351
2015-12-11,1355
2015-12-12,1355
2015-12-13,1343
2015-12-14,1343
2015-12-15,1333
2015-12-16,1341
2015-12-17,1341
2015-12-18,1406
2015-12-19,1406
2015-12-20,1412
2015-12-21,1412
2015-12-22,1375
2015-12-23,1378
2015-12-24,1378
2015-12-25,1415
2015-12-26,1415
2015-12-27,1370
2015-12-28,1370
2015-12-29,1367
2015-12-30,1356
2015-12-31,1356
2016-01-01,1312
2016-01-02,1276
2016-01-03,1261
2016-01-04,1252
2016-01-05,1198
2016-01-06,1164
2016-01-07,1164
2016-01-08,1176
2016-01-09,1176
2016-01-10,1211
2016-01-11,1211
2016-01-12,1250
2016-01-13,1250
2016-01-14,1260
2016-01-15,1277
2016-01-16,1277
2016-01-17,1285
2016-01-18,1288
2016-01-19,1288
2016-01-20,1288
2016-01-21,1288
2016-01-22,1328
2016-01-23,1328
2016-01-24,1362
2016-01-25,1364
2016-01-26,1364
2016-01-27,1345
2016-01-28,1345
2016-01-29,1316
2016-01-30,1316
2016-01-31,1332
2016-02-01,1334
2016-02-02,1334
2016-02-03,1314
2016-02-04,1314
2016-02-05,1306
2016-02-06,1310
2016-02-07,1310
2016-02-08,1310
2016-02-09,1317
2016-02-10,1305
2016-02-11,1305
2016-02-12,1312
2016-02-13,1305
2016-02-14,1305
2016-02-15,1312
2016-02-16,1312
2016-02-17,1315
2016-02-18,1315
2016-02-19,1322
2016-02-20,1331
2016-02-21,1332
2016-02-22,1332
2016-02-23,1317
2016-02-24,1317
2016-02-25,1321
2016-02-26,1321
2016-02-27,1333
2016-02-28,1333
2016-02-29,1276
2016-03-01,1234
2016-03-02,1234
2016-03-03,1251
2016-03-04,1270
2016-03-05,1270
2016-03-06,1293
2016-03-07,1293
2016-03-08,1319
2016-03-09,1307
2016-03-10,1286
2016-03-11,1286
2016-03-12,1297
2016-03-13,1297
2016-03-14,1303
2016-03-15,1312
2016-03-16,1310
2016-03-17,1310
2016-03-18,1326
2016-03-19,1319
2016-03-20,1300
2016-03-21,1300
2016-03-22,1275
2016-03-23,1293
2016-03-24,1293
2016-03-25,1303
2016-03-26,1322
2016-03-27,1322
2016-03-28,1319
2016-03-29,1320
2016-03-30,1320
2016-03-31,1313
2016-04-01,1315
2016-04-02,1379
2016-04-03,1413
2016-04-04,1384
2016-04-05,1384
2016-04-06,1320
2016-04-07,1320
2016-04-08,1292
2016-04-09,1314
2016-04-10,1305
2016-04-11,1305
2016-04-12,1326
2016-04-13,1326
2016-04-14,1322
2016-04-15,1307
2016-04-16,1284
2016-04-17,1313
2016-04-18,1319
2016-04-19,1319
2016-04-20,1316
2016-04-21,1292
2016-04-22,1292
2016-04-23,1270
2016-04-24,1277
2016-04-25,1306
2016-04-26,1306
2016-04-27,1300
2016-04-28,1286
2016-04-29,1286
2016-04-30,1281
2016-05-01,1281
2016-05-02,1313
2016-05-03,1330
2016-05-04,1330
2016-05-05,1339
2016-05-06,1339
2016-05-07,1311
2016-05-08,1311
2016-05-09,1282
2016-05-10,1275
2016-05-11,1275
2016-05-12,1223
2016-05-13,1211
2016-05-14,1198
2016-05-15,1181
2016-05-16,1181
2016-05-17,1177
2016-05-18,1214
2016-05-19,1214
2016-05-22,1252
2016-05-23,1233
2016-05-24,1221
2016-05-25,1221
2016-05-26,1209
2016-05-27,1206
2016-05-28,1206
2016-05-29,1228
2016-05-30,1228
2016-05-31,1245
2016-06-01,1246
2016-06-02,1270
2016-06-03,1270
2016-06-04,1281
2016-06-05,1281
2016-06-06,1326
2016-06-07,1326
2016-06-08,1336
2016-06-09,1366
2016-06-10,1358
2016-06-11,1358
2016-06-12,1354
2016-06-13,1354
2016-06-14,1350
2016-06-15,1340
2016-06-16,1333
2016-06-17,1356
2016-06-18,1356
2016-06-19,1352
2016-06-20,1379
2016-06-21,1403
2016-06-22,1414
2016-06-23,1417
2016-06-24,1436
2016-06-25,1504
2016-06-26,1504
2016-06-27,1552
2016-06-28,1520
2016-06-29,1563
2016-06-30,1639
2016-07-01,1686
2016-07-02,1686
2016-07-03,1681
2016-07-04,1624
2016-07-05,1562
2016-07-06,1483
2016-07-07,1408
2016-07-08,1337
2016-07-09,1271
2016-07-10,1276
2016-07-11,1298
2016-07-12,1256
2016-07-13,1286
2016-07-14,1304
2016-07-15,1287
2016-07-16,1263
2016-07-17,1263
2016-07-18,1281
2016-07-23,1280
2016-07-24,1283
2016-07-25,1279
2016-07-26,1279
2016-07-27,1282
2016-07-28,1282
2016-07-29,1289
2016-07-30,1285
2016-07-31,1285
2016-08-01,1287
2016-08-02,1299
2016-08-03,1284
2016-08-04,1284
2016-08-05,1281
2016-08-06,1288
2016-08-07,1303
2016-08-08,1303
2016-08-09,1290
2016-08-10,1290
2016-08-11,1260
2016-08-12,1260
2016-08-13,1251
2016-08-14,1251
2016-08-15,1244
2016-08-16,1244
2016-08-17,1230
2016-08-18,1230
2016-08-19,1217
2016-08-20,1214
2016-08-21,1214
2016-08-22,1213
2016-08-23,1243
2016-08-24,1243
2016-08-25,1281
2016-08-26,1281
2016-08-28,1273
2016-08-31,1222
2016-09-01,1229
2016-09-02,1229
2016-09-03,1245
2016-09-04,1214
2016-09-05,1215
2016-09-06,1215
2016-09-07,1197
2016-09-08,1197
2016-09-09,1171
2016-09-10,1137
2016-09-11,1137
2016-09-12,1169
2016-09-13,1133
2016-09-14,1133
2016-09-15,1150
2016-09-16,1150
2016-09-17,1125
2016-09-18,1125
2016-09-19,1133
2016-09-20,1133
2016-09-21,1116
2016-09-22,1113
2016-09-23,1113
2016-09-24,1107
2016-09-25,1162
2016-09-26,1162
2016-09-27,1161
2016-09-28,1161
2016-09-29,1186
2016-09-30,1148
2016-10-01,1166
2016-10-02,1166
2016-10-03,1157
2016-10-04,1157
2016-10-05,1122
2016-10-06,1122
2016-10-07,1108
2016-10-08,1114
2016-10-09,1114
2016-10-10,1122
2016-10-11,1120
2016-10-12,1120
2016-10-13,1137
2016-10-14,1150
2016-10-15,1142
2016-10-16,1142
2016-10-17,1130
2016-10-18,1130
2016-10-19,1133
2016-10-20,1133
2016-10-21,1109
2016-10-22,1109
2016-10-23,1125
2016-10-24,1132
2016-10-25,1132
2016-10-26,1167
2016-10-27,1167
2016-10-28,1195
2016-10-29,1220
2016-10-30,1220
2016-10-31,1188
2016-11-01,1188
2016-11-02,1184
2016-11-03,1184
2016-11-04,1173
2016-11-05,1173
2016-11-06,1174
2016-11-07,1174
2016-11-08,1166
2016-11-09,1144
2016-11-10,1121
2016-11-11,1121
2016-11-12,1098
2016-11-13,1098
2016-11-14,1088
2016-11-15,1121
2016-12-07,1252
2016-12-08,1196
2016-12-09,1217
2016-12-10,1217
2016-12-11,1169
2016-12-12,1135
2016-12-13,1107
2016-12-14,1072
2016-12-15,1072
2016-12-16,1093
2016-12-17,1122
2016-12-18,1122
2016-12-19,1139
2016-12-20,1163
2016-12-21,1203
2016-12-22,1203
2016-12-23,1245
2016-12-24,1245
2016-12-25,1250
2016-12-26,1287
2016-12-27,1293
2016-12-28,1272
2016-12-29,1222
2016-12-30,1224
2016-12-31,1215
2017-01-01,1175
2017-01-02,1163
2017-01-03,1164
2017-01-04,1155
2017-01-05,1120
2017-01-06,1140
2017-01-07,1140
2017-01-08,1161
2017-01-09,1169
2017-01-10,1158
2017-01-11,1152
2017-01-12,1147
2017-01-13,1147
2017-01-14,1159
2017-01-15,1164
2017-01-16,1152
2017-01-17,1175
2017-01-18,1171
2017-01-19,1171
2017-01-20,1181
2017-01-21,1205
2017-01-22,1220
2017-01-23,1214
2017-01-27,1174
2017-01-28,1167
2017-01-29,1212
2017-01-30,1212
2017-01-31,1217
2017-02-01,1253
2017-02-02,1271
2017-02-03,1275
2017-02-04,1293
2017-02-05,1290
2017-02-06,1262
2017-02-07,1263
2017-02-08,1283
2017-02-09,1283
2017-02-10,1252
2017-02-11,1230
2017-02-12,1231
2017-02-13,1225
2017-02-14,1208
2017-02-15,1192
2017-02-16,1192
2017-02-18,1155
2017-02-19,1103
2017-02-20,1064
2017-02-21,1057
2017-02-22,1057
2017-02-23,1067
2017-02-24,1067
2017-02-25,1065
2017-02-26,1064
2017-02-27,1082
2017-02-28,1110
2017-03-01,1138
2017-03-02,1153
2017-03-03,1180
2017-03-04,1219
2017-03-05,1166
2017-03-06,1144
2017-03-07,1141
2017-03-08,1141
2017-03-09,1137
2017-03-10,1106
2017-03-11,1068
2017-03-12,1071
2017-03-13,1095
2017-03-14,1097
2017-03-15,1122
2017-03-16,1107
2017-03-17,1106
2017-03-18,1100
2017-03-19,1120
2017-03-20,1125
2017-03-21,1137
2017-03-22,1174
2017-03-23,1233
2017-03-24,1234
2017-03-25,1234
2017-03-26,1180
2017-03-27,1154
2017-03-28,1182
2017-03-29,1139
2017-03-30,1103
2017-03-31,1089
2017-04-01,1093
2017-04-02,1143
2017-04-03,1141
2017-04-04,1138
2017-04-05,1114
2017-04-12,1043
2017-04-13,1056
2017-04-14,1071
2017-04-15,1078
2017-04-16,1071
2017-04-17,1056
2017-04-18,1035
2017-04-19,1033
2017-04-20,1041
2017-04-21,1058
2017-04-22,1058
2017-04-23,1087
2017-04-24,1103
2017-04-25,1087
2017-04-26,1087
2017-04-27,1122
2017-04-28,1111
2017-04-29,1079
2017-04-30,1047
2017-05-01,1065
2017-05-02,1065
2017-05-03,1082
2017-05-04,1094
2017-05-05,1077
2017-05-06,1075
2017-05-07,1084
2017-05-08,1083
2017-05-09,1073
2017-05-10,1066
2017-05-11,1066
2017-05-12,1067
2017-05-13,1067
2017-05-14,1067
2017-05-15,1077
2017-05-16,1117
2017-05-17,1124
2017-05-18,1089
2017-05-19,1089
2017-05-20,1068
2017-05-21,1068
2017-05-22,1053
2017-05-23,1051
2017-05-24,1057
2017-05-25,1057
2017-05-26,1074
2017-05-27,1078
2017-05-28,1070
2017-05-29,1063
2017-05-30,1063
2017-05-31,1062
2017-06-01,1067
2017-06-02,1081
2017-06-03,1081
2017-06-04,1090
2017-06-05,1097
2017-06-06,1124
2017-06-07,1159
2017-06-08,1159
2017-06-09,1181
2017-06-10,1150
2017-06-11,1144
2017-06-12,1144
2017-06-13,1093
2017-06-14,1071
2017-06-15,1068
2017-06-16,1064
2017-06-17,1076
2017-06-18,1081
2017-06-19,1081
2017-06-20,1072
2017-06-21,1059
2017-06-22,1059
2017-06-23,1042
2017-06-24,1028
2017-06-25,1009
2017-06-26,1010
2017-06-27,1037
2017-06-28,1063
2017-06-29,1044
2017-06-30,994
2017-07-01,994
2017-07-02,985
2017-07-03,1004
2017-07-04,1020
2017-07-05,1020
2017-07-06,1017
2017-07-07,1017
2017-07-08,1030
2017-07-09,1030
2017-07-13,998
2017-07-14,959
2017-07-15,959
2017-07-16,939
2017-07-17,940
2017-07-18,968
2017-07-19,989
2017-07-20,1006
2017-07-21,1042
2017-07-22,1016
2017-07-23,981
2017-07-24,981
2017-07-25,967
2017-07-26,971
2017-07-27,979
2017-07-28,979
2017-07-29,979
2017-07-30,977
2017-07-31,977
2017-08-01,971
2017-08-02,971
2017-08-03,995
2017-08-04,995
2017-08-05,1007
2017-08-06,1007
2017-08-07,1008
2017-08-08,1002
2017-08-09,1005
2017-08-10,980
2017-08-11,968
2017-08-12,975
2017-08-13,975
2017-08-14,972
2017-08-15,952
2017-08-16,939
2017-08-17,946
2017-08-18,946
2017-08-19,957
2017-08-20,995
2017-08-21,991
2017-08-22,1018
2017-08-23,1018
2017-08-24,994
2017-08-25,994
2017-08-26,990
2017-08-27,943
2017-08-28,922
2017-08-29,922
2017-08-30,928
2017-08-31,928
2017-09-01,940
2017-09-02,944
2017-09-03,944
2017-09-04,960
2017-09-05,964
2017-09-06,959
2017-09-07,957
2017-09-08,957
2017-09-09,950
2017-09-10,935
2017-09-11,935
2017-09-12,957
2017-09-13,949
2017-09-14,928
2017-09-15,928
2017-09-16,891
2017-09-17,864
2017-09-18,851
2017-09-19,851
2017-09-20,820
2017-09-22,867
2017-09-23,867
2017-09-24,908
2017-09-25,890
2017-09-26,881
2017-09-27,881
2017-09-28,853
2017-09-29,869
2017-09-30,869
2017-10-01,864
2017-10-02,898
2017-10-03,898
2017-10-04,897
2017-10-05,896
2017-10-06,922
2017-10-07,937
2017-10-08,973
2017-10-09,964
2017-10-10,964
2017-10-11,964
2017-10-12,955
2017-10-13,947
2017-10-14,945
2017-10-15,945
2017-10-16,923
2017-10-17,923
2017-10-18,928
2017-10-19,928
2017-10-20,949
2017-10-21,949
2017-10-22,973
2017-10-23,973
2017-10-24,952
2017-10-25,932
2017-10-26,932
2017-10-27,946
2017-10-28,946
2017-10-29,947
2017-10-30,929
2017-10-31,933
2017-11-01,933
2017-11-02,945
2017-11-03,945
2017-11-04,967
2017-11-05,967
2017-11-06,972
2017-11-07,972
2017-11-08,977
2017-11-09,968
2017-11-10,968
2017-11-11,963
2017-11-12,957
2017-11-13,954
2017-11-14,954
2017-11-15,953
2017-11-16,947
2017-11-17,943
2017-11-18,943
2017-11-19,918
2017-11-20,898
2017-11-21,885
2017-11-22,885
2017-11-23,862
2017-11-24,862
2017-11-25,869
2017-11-26,872
2017-11-27,872
2017-11-28,868
2017-11-29,868
2017-11-30,871
2017-12-01,844
2017-12-02,844
2017-12-03,843
2017-12-04,843
2017-12-05,824
2017-12-06,835
2017-12-07,830
2017-12-08,830
2017-12-09,836
2017-12-10,858
2017-12-11,855
2017-12-12,855
2017-12-13,839
2017-12-14,839
2017-12-15,822
2017-12-16,822
2017-12-17,785
2017-12-18,749
2017-12-19,733
2017-12-20,751
2017-12-21,776
2017-12-22,809
2017-12-23,832
2017-12-24,832
2017-12-25,819
2017-12-26,808
2017-12-27,825
2017-12-28,825
2017-12-29,804
2017-12-30,787
2017-12-31,787
2018-01-01,790
2018-01-02,795
2018-01-03,809
2018-01-04,818
2018-01-05,820
2018-01-06,817
2018-01-07,836
2018-01-08,851
2018-01-09,850
2018-01-10,850
2018-01-11,831
2018-01-12,820
2018-01-13,822
2018-01-14,821
2018-01-15,807
2018-01-16,802
2018-01-17,809
2018-01-18,810
2018-01-19,810
2018-01-20,805
2018-01-21,796
2018-01-22,811
2018-01-23,829
2018-01-24,826
2018-01-25,823
2018-01-26,829
2018-01-27,850
2018-01-28,842
2018-01-29,879
2018-01-30,902
2018-01-31,915
2018-02-01,942
2018-02-02,952
2018-02-03,922
2018-02-04,881
2018-02-05,864
2018-02-06,847
2018-02-07,877
2018-02-08,877
2018-02-09,881
2018-02-10,882
2018-02-11,872
2018-02-12,873
2018-02-13,879
2018-02-14,886
2018-02-15,891
2018-02-16,902
2018-02-17,901
2018-02-18,904
2018-02-19,918
2018-02-20,934
2018-02-21,926
2018-02-22,939
2018-02-23,939
2018-02-24,963
2018-02-25,997
2018-02-26,1005
2018-02-27,990
2018-02-28,994
2018-03-01,993
2018-03-02,969
2018-03-03,963
2018-03-04,963
2018-03-05,951
2018-03-06,924
2018-03-07,904
2018-03-08,905
2018-03-09,908
2018-03-10,915
2018-03-11,890
2018-03-12,863
2018-03-13,897
2018-03-14,914
2018-03-15,949
2018-03-16,951
2018-03-17,960
2018-03-18,979
2018-03-20,990
2018-03-22,1049
2018-03-23,1045
2018-03-24,1044
2018-03-25,1023
2018-03-26,987
2018-03-27,1002
2018-03-28,1028
2018-03-29,1068
2018-03-30,1048
2018-03-31,1064
2018-04-01,1032
2018-04-02,1028
2018-04-03,1022
2018-04-04,1021
2018-04-05,1021
2018-04-06,1017
2018-04-07,995
2018-04-08,950
2018-04-09,915
2018-04-10,902
2018-04-11,918
2018-04-12,920
2018-04-13,940
2018-04-14,952
2018-04-15,953
2018-04-16,949
2018-04-17,951
2018-04-18,969
2018-04-19,976
2018-04-20,962
2018-04-21,937
2018-04-22,926
2018-04-23,927
2018-04-24,928
2018-04-25,921
2018-04-26,881
2018-04-27,867
2018-04-28,859
2018-04-29,839
2018-04-30,804
2018-05-01,763
2018-05-02,748
2018-05-03,741
2018-05-04,758
2018-05-05,796
2018-05-06,796
2018-05-07,836
2018-05-08,878
2018-05-09,915
2018-05-10,942
2018-05-11,972
2018-05-12,967
2018-05-13,920
2018-05-14,874
2018-05-15,856
2018-05-16,820
2018-05-17,787
2018-05-18,814
2018-05-19,829
2018-05-20,867
2018-05-21,907
2018-05-22,939
2018-05-23,971
2018-05-24,984
2018-05-25,986
2018-05-26,1003
2018-05-27,1020
2018-05-28,1005
2018-05-29,983
2018-05-30,975
2018-05-31,977
2018-06-01,1020
2018-06-02,1046
2018-06-03,1054
2018-06-04,1043
2018-06-05,1031
2018-06-06,1070
2018-06-07,1064
2018-06-08,1027
2018-06-09,976
2018-06-10,955
2018-06-11,913
2018-06-12,911
2018-06-13,921
2018-06-14,911
2018-06-15,905
2018-06-16,911
2018-06-17,939
2018-06-18,948
2018-06-19,970
2018-06-20,970
2018-06-21,982
2018-06-22,970
2018-06-23,994
2018-06-24,1013
2018-06-25,1028
2018-06-26,1035
2018-06-27,1006
2018-06-28,1028
2018-06-29,1030
2018-06-30,1004
2018-07-01,997
2018-07-02,998
2018-07-03,1022
2018-07-04,1015
2018-07-05,1028
2018-07-06,1049
2018-07-07,1035
2018-07-08,1024
2018-07-09,1025
2018-07-10,1042
2018-07-11,1036
2018-07-12,1038
2018-07-13,1032
2018-07-14,1021
2018-07-15,1009
2018-07-16,993
2018-07-17,986
2018-07-18,991
2018-07-19,980
2018-07-20,986
2018-07-21,987
2018-07-22,977
2018-07-23,1007
2018-07-24,996
2018-07-25,1009
2018-07-26,992
2018-07-27,1032
2018-07-28,1033
2018-07-29,1015
2018-07-30,1012
2018-07-31,1018
2018-08-01,1012
2018-08-02,1004
2018-08-03,1018
2018-08-04,1030
2018-08-05,1055
2018-08-06,1056
2018-08-07,1057
2018-08-08,1068
2018-08-09,1073
2018-08-10,1064
2018-08-11,1070
2018-08-12,1068
2018-08-14,1076
2018-08-16,1061
2018-08-17,1056
2018-08-18,1058
2018-08-19,1044
2018-08-20,1041
2018-08-21,1056
2018-08-22,1046
2018-08-23,1023
2018-08-24,1029
2018-08-25,1034
2018-08-26,1052
2018-08-27,1041
2018-08-28,1017
2018-08-29,998
2018-08-30,1022
2018-08-31,1016
2018-09-01,1020
2018-09-02,1042
2018-09-03,1027
2018-09-04,1008
2018-09-05,1021
2018-09-06,1040
2018-09-07,1061
2018-09-08,1055
2018-09-09,1064
2018-09-10,1098
2018-09-11,1139
2018-09-12,1147
2018-09-13,1144
2018-09-14,1125
2018-09-15,1117
2018-09-16,1132
2018-09-17,1146
2018-09-18,1153
2018-09-19,1175
2018-09-20,1173
2018-09-21,1169
2018-09-22,1202
2018-09-23,1206
2018-09-24,1202
2018-09-25,1165
2018-09-26,1141
2018-09-27,1104
2018-09-28,1090
2018-09-29,1096
2018-09-30,1091
2018-10-01,1091
2018-10-02,1074
2018-10-03,1048
2018-10-04,1031
2018-10-05,1017
2018-10-06,1004
2018-10-07,971
2018-10-08,993
2018-10-09,1004
2018-10-10,1046
2018-10-11,1075
2018-10-12,1059
2018-10-13,1050
2018-10-14,1065
2018-10-15,1069
2018-10-16,1047
2018-10-17,1035
2018-10-18,1039
2018-10-19,1040
2018-10-20,1060
2018-10-21,1083
2018-10-22,1097
2018-10-23,1070
2018-10-24,1048
2018-10-25,1028
2018-10-26,1020
2018-10-27,1024
2018-10-28,1036
2018-10-29,1038
2018-10-30,1055
2018-10-31,1061
2018-11-01,1092
2018-11-03,1159
2018-11-04,1181
2018-11-05,1216
2018-11-06,1245
2018-11-07,1306
2018-11-08,1351
2018-11-09,1417
2018-11-10,1450
2018-11-11,1515
2018-11-12,1512
2018-11-13,1503
2018-11-14,1522
2018-11-15,1550
2018-11-16,1604
2018-11-17,1603
2018-11-18,1582
2018-11-19,1565
2018-11-20,1527
2018-11-21,1479
2018-11-22,1416
2018-11-23,1356
2018-11-24,1323
2018-11-25,1355
2018-11-26,1337
2018-11-27,1323
2018-11-28,1344
2018-11-29,1367
2018-12-01,1417
2018-12-02,1451
2018-12-03,1458
2018-12-04,1452
2018-12-05,1422
2018-12-07,1318
2018-12-09,1314
2018-12-10,1286
2018-12-11,1272
2018-12-12,1242
2018-12-13,1215
2018-12-14,1197
2018-12-15,1213
2018-12-16,1235
2018-12-17,1274
2018-12-18,1274
2018-12-19,1276
2018-12-20,1261
2018-12-21,1230
2018-12-22,1184
2018-12-23,1152
2018-12-24,1136
2018-12-25,1132
2018-12-26,1166
2018-12-27,1163
2018-12-28,1143
2018-12-29,1139
2018-12-30,1119
2018-12-31,1095
2019-01-01,1045
2019-01-02,1051
2019-01-03,1056
2019-01-04,1080
2019-01-05,1105
2019-01-06,1127
2019-01-08,1167
2019-01-10,1131
2019-01-11,1087
2019-01-12,1062
2019-01-13,1070
2019-01-14,1083
2019-01-15,1065
2019-01-16,1060
2019-01-17,1043
2019-01-18,1037
2019-01-19,1060
2019-01-20,1059
2019-01-21,1067
2019-01-22,1065
2019-01-23,1069
2019-01-24,1096
2019-01-25,1076
2019-01-26,1065
2019-01-27,1063
2019-01-28,1052
2019-01-29,1045
2019-01-30,1030
2019-01-31,1049
2019-02-01,1040
2019-02-02,1031
2019-02-03,1021
2019-02-04,1013
2019-02-05,1017
2019-02-06,1009
2019-02-07,993
2019-02-08,957
2019-02-09,910
2019-02-10,873
2019-02-11,875
2019-02-12,900
2019-02-13,914
2019-02-14,942
2019-02-15,926
2019-02-16,930
2019-02-17,942
2019-02-18,958
2019-02-19,961
2019-02-20,960
2019-02-21,961
2019-02-22,943
2019-02-23,942
2019-02-24,924
2019-02-25,938
2019-02-26,933
2019-02-27,919
2019-02-28,885
2019-03-01,846
2019-03-02,848
2019-03-03,855
2019-03-04,850
2019-03-05,840
2019-03-06,846
2019-03-07,857
2019-03-08,877
2019-03-09,885
2019-03-10,896
2019-03-11,926
2019-03-12,959
2019-03-13,942
2019-03-14,940
2019-03-15,913
2019-03-16,882
2019-03-17,885
2019-03-18,918
2019-03-19,930
2019-03-20,942
2019-03-21,952
2019-03-22,960
2019-03-23,937
2019-03-24,938
2019-03-25,920
2019-03-26,897
2019-03-27,894
2019-03-28,892
2019-03-29,899
2019-03-30,921
2019-03-31,885
2019-04-01,874
2019-04-02,872
2019-04-03,893
2019-04-04,913
2019-04-05,923
2019-04-06,945
2019-04-07,941
2019-04-08,956
2019-04-09,925
2019-04-10,916
2019-04-11,883
2019-04-12,838
2019-04-13,796
2019-04-14,761
2019-04-15,736
2019-04-16,706
2019-04-17,678
2019-04-18,668
2019-04-19,682
2019-04-20,702
2019-04-21,726
2019-04-22,728
2019-04-23,724
2019-04-24,737
2019-04-25,758
2019-04-26,780
2019-04-27,783
2019-04-28,805
2019-04-29,781
2019-04-30,742
2019-05-01,704
2019-05-02,685
2019-05-03,709
2019-05-04,712
2019-05-05,721
2019-05-06,714
2019-05-07,726
2019-05-08,759
2019-05-09,775
2019-05-10,769
2019-05-11,780
