date_obj,Evil%20chicken%20feet price
2017-07-16,781496
2017-07-17,781496
2017-07-18,781496
2017-07-19,778404
2017-07-20,778404
2017-07-21,778404
2017-07-22,778404
2017-07-23,778404
2017-07-24,778404
2017-07-25,778404
2017-07-26,778404
2017-07-27,778404
2017-07-28,778404
2017-07-29,778404
2017-07-30,778404
2017-07-31,778404
2017-08-01,778404
2017-08-02,778404
2017-08-03,778404
2017-08-04,778404
2017-08-05,778404
2017-08-06,778404
2017-08-09,778404
2017-08-10,758363
2017-08-11,758363
2017-08-12,758363
2017-08-13,758363
2017-08-14,758363
2017-08-15,758363
2017-08-16,758363
2017-08-17,758363
2017-08-18,758363
2017-08-19,758363
2017-08-20,758363
2017-08-21,758363
2017-08-22,758363
2017-08-23,758363
2017-08-24,758363
2017-08-25,758363
2017-08-26,758363
2017-08-27,758363
2017-08-28,758363
2017-08-29,758363
2017-08-30,758363
2017-08-31,758363
2017-09-01,758363
2017-09-02,746642
2017-09-03,746642
2017-09-04,746642
2017-09-05,746642
2017-09-06,746642
2017-09-07,746642
2017-09-08,746642
2017-09-09,746642
2017-09-10,746642
2017-09-11,746642
2017-09-12,746642
2017-09-13,746642
2017-09-14,746642
2017-09-15,746642
2017-09-16,746642
2017-09-17,746642
2017-09-18,746642
2017-09-19,746642
2017-09-20,711854
2017-09-21,711854
2017-09-22,711854
2017-09-23,711854
2017-09-24,711854
2017-09-25,711854
2017-09-26,711854
2017-09-27,711854
2017-09-28,711854
2017-09-29,711854
2017-09-30,711854
2017-10-01,711854
2017-10-02,711854
2017-10-03,711854
2017-10-04,711854
2017-10-05,711854
2017-10-06,711854
2017-10-07,711854
2017-10-08,683497
2017-10-09,683497
2017-10-10,683497
2017-10-11,683497
2017-10-12,683497
2017-10-13,683497
2017-10-14,683497
2017-10-15,683497
2017-10-16,683497
2017-10-17,683497
2017-10-18,683497
2017-10-19,683497
2017-10-20,683497
2017-10-21,683497
2017-10-22,683497
2017-10-23,683497
2017-10-24,683497
2017-10-25,683497
2017-10-26,683497
2017-10-27,683497
2017-10-28,683497
2017-10-29,683497
2017-10-30,678999
2017-10-31,678999
2017-11-01,678999
2017-11-02,678999
2017-11-03,678999
2017-11-04,678999
2017-11-05,678999
2017-11-06,678999
2017-11-07,678999
2017-11-08,678999
2017-11-09,678999
2017-11-10,678999
2017-11-11,678999
2017-11-12,678999
2017-11-13,678999
2017-11-14,678999
2017-11-15,678999
2017-11-16,678999
2017-11-17,678999
2017-11-18,678999
2017-11-19,678999
2017-11-20,678999
2017-11-21,686440
2017-11-22,686440
2017-11-23,686440
2017-11-24,686440
2017-11-25,686440
2017-11-26,686440
2017-11-27,686440
2017-11-28,686440
2017-11-29,686440
2017-11-30,686440
2017-12-01,686440
2017-12-02,686440
2017-12-03,686440
2017-12-04,686440
2017-12-05,686440
2017-12-06,686440
2017-12-07,686440
2017-12-08,686440
2017-12-09,686440
2017-12-10,686440
2017-12-11,686440
2017-12-12,686440
2017-12-13,686440
2017-12-14,712869
2017-12-15,712869
2017-12-16,712869
2017-12-17,712869
2017-12-18,712869
2017-12-19,712869
2017-12-20,712869
2017-12-21,712869
2017-12-22,712869
2017-12-23,712869
2017-12-24,712869
2017-12-25,712869
2017-12-26,712869
2017-12-27,712869
2017-12-28,712869
2017-12-29,712869
2017-12-30,712869
2017-12-31,712869
2018-01-01,712869
2018-01-02,712869
2018-01-03,741823
2018-01-04,741823
2018-01-05,741823
2018-01-06,741823
2018-01-07,741823
2018-01-08,741823
2018-01-09,741823
2018-01-10,741823
2018-01-11,741823
2018-01-12,741823
2018-01-13,741823
2018-01-14,741823
2018-01-15,741823
2018-01-16,741823
2018-01-17,741823
2018-01-18,741823
2018-01-19,741823
2018-01-20,741823
2018-01-21,741823
2018-01-22,741823
2018-01-23,741170
2018-01-25,741170
2018-01-26,741170
2018-01-27,741170
2018-01-28,741170
2018-01-29,741170
2018-01-30,741170
2018-01-31,741170
2018-02-01,741170
2018-02-02,741170
2018-02-03,750297
2018-02-04,750297
2018-02-05,750297
2018-02-06,750297
2018-02-07,750297
2018-02-08,750297
2018-02-09,750297
2018-02-10,750297
2018-02-11,750297
2018-02-12,750297
2018-02-13,752222
2018-02-14,752222
2018-02-15,752222
2018-02-16,752222
2018-02-17,752222
2018-02-18,752222
2018-02-19,752222
2018-02-20,752222
2018-02-21,752222
2018-02-22,757511
2018-02-23,757511
2018-02-24,757511
2018-02-25,757511
2018-02-26,757511
2018-02-27,757511
2018-02-28,757511
2018-03-01,767994
2018-03-02,767994
2018-03-03,767994
2018-03-04,767994
2018-03-05,767994
2018-03-06,767994
2018-03-07,767994
2018-03-08,767994
2018-03-09,767994
2018-03-10,767994
2018-03-11,767994
2018-03-12,767994
2018-03-13,773573
2018-03-14,773573
2018-03-15,773573
2018-03-16,773573
2018-03-17,773573
2018-03-18,773573
2018-03-20,773573
2018-03-21,773573
2018-03-23,773573
2018-03-24,773573
2018-03-25,775001
2018-03-26,775001
2018-03-27,775001
2018-03-28,775001
2018-03-29,775001
2018-03-30,775001
2018-03-31,775001
2018-04-01,775001
2018-04-02,775001
2018-04-03,775001
2018-04-04,784926
2018-04-05,784926
2018-04-06,784926
2018-04-07,784926
2018-04-08,784926
2018-04-09,784926
2018-04-10,784926
2018-04-11,784926
2018-04-12,784926
2018-04-13,784926
2018-04-14,784926
2018-04-15,784926
2018-04-16,784926
2018-04-17,761621
2018-04-18,761621
2018-04-19,761621
2018-04-20,761621
2018-04-21,761621
2018-04-22,761621
2018-04-23,761621
2018-04-24,761621
2018-04-25,761621
2018-04-26,761621
2018-04-27,761621
2018-04-28,745581
2018-04-29,745581
2018-04-30,745581
2018-05-01,745581
2018-05-03,745581
2018-05-04,745581
2018-05-05,745581
2018-05-07,780803
2018-05-08,780803
2018-05-09,780803
2018-05-10,780803
2018-05-11,780803
2018-05-12,817710
2018-05-13,817710
2018-05-14,817710
2018-05-15,817710
2018-05-16,817710
2018-05-17,817710
2018-05-18,817710
2018-05-19,817710
2018-05-20,817710
2018-05-21,817710
2018-05-22,817710
2018-05-23,829631
2018-05-24,829631
2018-05-25,829631
2018-05-26,829631
2018-05-27,829631
2018-05-28,829631
2018-05-29,829631
2018-05-30,829631
2018-05-31,829631
2018-06-01,814208
2018-06-02,814208
2018-06-03,814208
2018-06-04,814208
2018-06-05,814208
2018-06-06,814208
2018-06-07,814208
2018-06-08,785593
2018-06-09,785593
2018-06-10,785593
2018-06-11,785593
2018-06-12,785593
2018-06-13,785593
2018-06-14,785593
2018-06-15,770854
2018-06-16,770854
2018-06-17,770854
2018-06-18,770854
2018-06-19,770854
2018-06-20,770854
2018-06-21,770854
2018-06-22,778523
2018-06-23,778523
2018-06-24,778523
2018-06-25,778523
2018-06-26,778523
2018-06-27,778523
2018-06-28,778523
2018-06-29,778523
2018-06-30,778523
2018-07-01,778523
2018-07-02,766835
2018-07-03,766835
2018-07-04,766835
2018-07-05,766835
2018-07-06,766835
2018-07-07,766835
2018-07-08,766835
2018-07-09,766835
2018-07-10,766835
2018-07-11,766835
2018-07-12,766835
2018-07-13,766835
2018-07-14,766835
2018-07-15,766835
2018-07-16,766835
2018-07-17,766835
2018-07-18,766835
2018-07-19,766835
2018-07-20,772443
2018-07-21,772443
2018-07-22,772443
2018-07-23,772443
2018-07-24,772443
2018-07-25,772443
2018-07-26,772443
2018-07-27,773733
2018-07-28,773733
2018-07-29,773733
2018-07-30,773733
2018-07-31,773733
2018-08-01,773733
2018-08-02,773733
2018-08-03,773733
2018-08-04,777084
2018-08-05,777084
2018-08-06,777084
2018-08-07,777084
2018-08-08,777084
2018-08-09,777084
2018-08-10,777084
2018-08-11,777084
2018-08-12,795850
2018-08-14,795850
2018-08-16,795850
2018-08-17,795850
2018-08-18,822164
2018-08-19,822164
2018-08-20,822164
2018-08-21,822164
2018-08-22,822164
2018-08-23,822164
2018-08-24,822164
2018-08-25,855269
2018-08-26,855269
2018-08-27,855269
2018-08-28,855269
2018-08-29,855269
2018-08-30,855269
2018-08-31,855269
2018-09-01,855269
2018-09-02,883702
2018-09-03,883702
2018-09-04,883702
2018-09-05,883702
2018-09-06,883702
2018-09-07,883702
2018-09-08,916378
2018-09-09,916378
2018-09-10,916378
2018-09-11,916378
2018-09-12,916378
2018-09-13,916378
2018-09-14,916378
2018-09-15,958316
2018-09-16,958316
2018-09-17,958316
2018-09-18,958316
2018-09-19,958316
2018-09-20,958316
2018-09-21,958316
2018-09-22,958316
2018-09-23,1002694
2018-09-24,1002694
2018-09-25,1002694
2018-09-26,1002694
2018-09-27,1002694
2018-09-28,1002694
2018-09-29,1002694
2018-09-30,1002694
2018-10-01,1019615
2018-10-02,1019615
2018-10-03,1019615
2018-10-04,1019615
2018-10-05,1019615
2018-10-06,1019615
2018-10-07,1017727
2018-10-08,1017727
2018-10-09,1017727
2018-10-10,1017727
2018-10-11,1017727
2018-10-12,1017727
2018-10-13,1021076
2018-10-14,1021076
2018-10-15,1021076
2018-10-16,1021076
2018-10-17,1021076
2018-10-18,1021076
2018-10-19,1021076
2018-10-20,1021076
2018-10-21,1061663
2018-10-22,1061663
2018-10-23,1061663
2018-10-24,1061663
2018-10-25,1061663
2018-10-26,1061663
2018-10-27,1061663
2018-10-28,1077464
2018-10-29,1077464
2018-10-30,1077464
2018-10-31,1077464
2018-11-01,1077464
2018-11-03,1077464
2018-11-04,1124005
2018-11-05,1124005
2018-11-06,1124005
2018-11-07,1124005
2018-11-08,1124005
2018-11-09,1124005
2018-11-10,1175477
2018-11-11,1175477
2018-11-12,1175477
2018-11-13,1175477
2018-11-14,1230447
2018-11-15,1230447
2018-11-16,1230447
2018-11-17,1230447
2018-11-18,1230447
2018-11-19,1230447
2018-11-20,1284977
2018-11-21,1284977
2018-11-22,1284977
2018-11-23,1284977
2018-11-24,1284977
2018-11-25,1284977
2018-11-26,1343635
2018-11-27,1343635
2018-11-28,1343635
2018-11-29,1343635
2018-12-01,1393183
2018-12-02,1393183
2018-12-03,1393183
2018-12-04,1393183
2018-12-05,1393183
2018-12-07,1368141
2018-12-09,1368141
2018-12-10,1368141
2018-12-11,1368141
2018-12-12,1357366
2018-12-13,1357366
2018-12-14,1357366
2018-12-15,1357366
2018-12-16,1357366
2018-12-17,1357366
2018-12-18,1357366
2018-12-19,1313896
2018-12-20,1313896
2018-12-21,1313896
2018-12-22,1313896
2018-12-23,1313896
2018-12-24,1313896
2018-12-25,1313896
2018-12-26,1313896
2018-12-27,1264297
2018-12-28,1264297
2018-12-29,1264297
2018-12-30,1264297
2018-12-31,1264297
2019-01-01,1264297
2019-01-02,1264297
2019-01-03,1264297
2019-01-04,1227644
2019-01-05,1227644
2019-01-06,1227644
2019-01-08,1227644
2019-01-10,1227644
2019-01-11,1187587
2019-01-12,1187587
2019-01-13,1187587
2019-01-14,1187587
2019-01-15,1187587
2019-01-16,1187587
2019-01-17,1187587
2019-01-18,1129160
2019-01-19,1129160
2019-01-20,1129160
2019-01-21,1129160
2019-01-22,1129160
2019-01-23,1079290
2019-01-24,1079290
2019-01-25,1079290
2019-01-26,1079290
2019-01-27,1079290
2019-01-28,1079290
2019-01-29,1025691
2019-01-30,1025691
2019-01-31,1025691
2019-02-01,1025691
2019-02-02,1025691
2019-02-03,1025691
2019-02-04,980363
2019-02-05,980363
2019-02-06,980363
2019-02-07,980363
2019-02-08,980363
2019-02-09,980363
2019-02-10,951629
2019-02-11,951629
2019-02-12,951629
2019-02-13,951629
2019-02-14,951629
2019-02-15,951629
2019-02-16,951629
2019-02-17,940808
2019-02-18,940808
2019-02-19,940808
2019-02-20,940808
2019-02-21,940808
2019-02-22,940808
2019-02-23,941035
2019-02-24,941035
2019-02-25,941035
2019-02-26,941035
2019-02-27,941035
2019-02-28,941035
2019-03-01,941035
2019-03-02,941035
2019-03-03,941035
2019-03-04,941035
2019-03-05,941035
2019-03-06,924594
2019-03-07,924594
2019-03-08,924594
2019-03-09,924594
2019-03-10,924594
2019-03-11,924594
2019-03-12,924594
2019-03-13,922578
2019-03-14,922578
2019-03-15,922578
2019-03-16,922578
2019-03-17,922578
2019-03-18,922578
2019-03-19,922578
2019-03-20,922297
2019-03-21,922297
2019-03-22,922297
2019-03-23,922297
2019-03-24,922297
2019-03-25,922297
2019-03-26,941726
2019-03-27,941726
2019-03-28,941726
2019-03-29,941726
2019-03-30,941726
2019-03-31,941726
2019-04-01,963876
2019-04-02,963876
2019-04-03,963876
2019-04-04,963876
2019-04-05,963876
2019-04-06,963876
2019-04-07,989744
2019-04-08,989744
2019-04-09,989744
2019-04-10,989744
2019-04-11,989744
2019-04-12,989744
2019-04-13,1020359
2019-04-14,1020359
2019-04-15,1020359
2019-04-16,1020359
2019-04-17,1020359
2019-04-18,1020359
2019-04-19,1020359
2019-04-20,1020359
2019-04-21,1019884
2019-04-22,1019884
2019-04-23,1019884
2019-04-24,1019884
2019-04-25,1019884
2019-04-26,1019884
2019-04-27,1019884
2019-04-28,1010702
2019-04-29,1010702
2019-04-30,1010702
2019-05-01,1010702
2019-05-02,1010702
2019-05-03,1010702
2019-05-04,1003866
2019-05-05,1003866
2019-05-06,1003866
2019-05-07,1003866
2019-05-08,1003866
2019-05-09,1003866
2019-05-10,1003866
2019-05-11,1003866
2019-05-12,1003866
2019-05-13,998517
2019-05-14,998517
2019-05-15,998517
2019-05-16,998517
2019-05-17,998517
2019-05-18,998517
2019-05-19,998517
2019-05-20,998517
2019-05-21,1002515
2019-05-22,1002515
2019-05-23,1002515
2019-05-24,1002515
2019-05-25,1002515
2019-05-26,1002515
2019-05-27,1002515
2019-05-28,1002515
2019-05-29,986578
2019-05-30,986578
2019-05-31,986578
2019-06-01,986578
2019-06-02,986578
2019-06-03,986578
2019-06-04,986578
2019-06-05,986578
2019-06-06,946544
2019-06-07,946544
2019-06-08,946544
2019-06-09,946544
2019-06-10,946544
2019-06-11,946544
2019-06-12,946544
2019-06-13,946544
2019-06-14,913953
2019-06-15,913953
2019-06-16,913953
2019-06-17,913953
2019-06-18,913953
2019-06-19,913953
2019-06-20,902038
2019-06-21,902038
2019-06-22,902038
2019-06-23,902038
2019-06-24,902038
2019-06-25,902038
2019-06-26,902038
2019-06-27,876584
2019-06-28,876584
2019-06-29,876584
2019-06-30,876584
2019-07-01,876584
2019-07-02,876584
2019-07-03,876584
2019-07-04,876584
2019-07-05,834514
2019-07-06,834514
2019-07-07,834514
2019-07-08,834514
2019-07-09,834514
2019-07-10,834514
2019-07-11,834514
2019-07-12,803224
2019-07-13,803224
2019-07-14,803224
2019-07-15,803224
2019-07-16,803224
2019-07-17,803224
2019-07-18,771845
2019-07-19,771845
2019-07-20,771845
2019-07-21,771845
2019-07-22,771845
2019-07-23,771845
2019-07-24,771845
2019-07-25,740148
2019-07-26,740148
2019-07-27,740148
2019-07-28,740148
2019-07-29,740148
2019-07-30,740148
2019-07-31,715605
2019-08-01,715605
2019-08-02,715605
2019-08-03,715605
2019-08-04,715605
2019-08-05,715605
2019-08-06,715605
2019-08-07,715605
2019-08-08,704005
2019-08-09,704005
2019-08-10,704005
2019-08-11,704005
2019-08-12,704005
2019-08-13,704005
2019-08-14,704005
2019-08-15,703006
2019-08-16,703006
2019-08-17,703006
2019-08-18,703006
2019-08-19,703006
2019-08-20,703006
2019-08-21,694042
2019-08-22,694042
2019-08-23,694042
2019-08-24,694042
2019-08-24,694042
2019-08-25,694042
2019-08-25,694042
2019-08-26,694042
2019-08-27,694042
2019-08-27,694042
2019-08-28,681045
2019-08-29,681045
2019-08-30,681045
2019-08-31,681045
2019-09-01,681045
2019-09-02,681045
2019-09-03,681045
2019-09-04,657991
2019-09-05,657991
2019-09-06,657991
2019-09-07,657991
2019-09-08,657991
2019-09-09,657991
2019-09-10,639014
2019-09-11,639014
2019-09-12,639014
2019-09-13,639014
2019-09-14,639014
2019-09-15,630574
2019-09-16,630574
2019-09-17,630574
2019-09-18,630574
2019-09-19,630574
2019-09-20,630574
2019-09-21,639765
2019-09-22,639765
2019-09-23,639765
2019-09-24,639765
2019-09-25,639765
2019-09-26,639765
2019-09-27,639765
2019-09-28,646776
2019-09-29,646776
2019-09-30,646776
2019-10-01,646776
2019-10-02,646776
2019-10-03,646776
2019-10-04,658915
2019-10-05,658915
2019-10-06,658915
2019-10-07,658915
2019-10-08,658915
2019-10-09,658915
2019-10-10,689117
2019-10-11,689117
2019-10-12,689117
2019-10-13,689117
2019-10-14,689117
2019-10-15,689117
2019-10-16,718106
2019-10-17,718106
2019-10-18,718106
2019-10-19,718106
2019-10-20,718106
2019-10-21,718106
2019-10-22,752167
2019-10-23,752167
2019-10-24,752167
2019-10-25,752167
2019-10-26,752167
2019-10-27,752167
2019-10-28,786909
2019-10-29,786909
2019-10-30,786909
2019-10-31,786909
2019-11-01,786909
2019-11-02,786909
2019-11-03,786909
2019-11-04,821005
2019-11-05,821005
2019-11-06,821005
2019-11-07,821005
2019-11-08,821005
2019-11-09,821005
2019-11-10,821005
2019-11-11,821005
2019-11-12,821005
2019-11-13,856944
2019-11-14,856944
2019-11-15,856944
2019-11-16,856944
2019-11-17,856944
2019-11-18,856944
2019-11-19,856944
2019-11-20,856944
2019-11-21,886963
2019-11-22,886963
2019-11-23,886963
2019-11-24,886963
2019-11-25,886963
2019-11-26,886963
2019-11-27,886963
2019-11-28,909235
2019-11-29,909235
2019-11-30,909235
2019-12-01,909235
2019-12-02,909235
2019-12-03,909235
2019-12-04,909235
2019-12-05,909235
2019-12-06,905374
2019-12-07,905374
2019-12-08,905374
2019-12-09,905374
2019-12-10,905374
2019-12-11,905374
2019-12-12,905374
2019-12-13,905374
2019-12-14,905374
2019-12-15,907826
2019-12-16,907826
2019-12-17,907826
2019-12-18,907826
2019-12-19,907826
2019-12-20,907826
2019-12-21,907826
2019-12-22,907826
2019-12-23,907826
2019-12-24,907826
2019-12-25,924492
2019-12-26,924492
2019-12-27,924492
2019-12-28,924492
2019-12-29,924492
2019-12-30,924492
2019-12-31,924492
2020-01-01,924492
2020-01-02,964555
2020-01-03,964555
2020-01-04,964555
2020-01-05,964555
2020-01-06,964555
2020-01-07,964555
2020-01-08,964555
2020-01-09,964555
2020-01-10,964555
2020-01-11,977629
2020-01-12,977629
2020-01-13,977629
2020-01-14,977629
2020-01-15,977629
2020-01-16,977629
2020-01-17,977629
2020-01-18,977629
2020-01-19,933578
2020-01-20,933578
2020-01-21,933578
2020-01-22,933578
2020-01-23,933578
2020-01-24,933578
2020-01-25,933578
2020-01-26,933578
2020-01-27,920143
2020-01-28,920143
2020-01-29,920143
2020-01-30,920143
2020-01-31,920143
2020-02-01,920143
2020-02-02,905289
2020-02-03,905289
2020-02-04,905289
2020-02-05,905289
2020-02-06,905289
2020-02-07,905289
2020-02-08,905289
2020-02-09,894051
2020-02-10,894051
2020-02-11,894051
2020-02-12,894051
2020-02-13,894051
2020-02-14,877636
2020-02-15,877636
2020-02-16,877636
2020-02-17,877636
2020-02-18,877636
2020-02-19,877636
2020-02-20,877636
2020-02-21,848700
2020-02-22,848700
2020-02-23,848700
2020-02-24,848700
2020-02-25,848700
2020-02-26,848700
2020-02-27,831788
2020-02-28,831788
2020-02-29,831788
2020-03-01,831788
2020-03-02,831788
2020-03-03,831788
2020-03-04,831788
2020-03-05,811111
2020-03-06,811111
2020-03-07,811111
2020-03-08,811111
2020-03-09,811111
2020-03-10,819166
2020-03-11,819166
2020-03-12,819166
2020-03-13,819166
2020-03-14,819166
2020-03-15,819166
2020-03-16,815894
2020-03-17,815894
2020-03-18,815894
2020-03-19,815894
2020-03-20,815894
2020-03-21,820427
2020-03-22,820427
2020-03-23,820427
2020-03-24,820427
2020-03-25,820427
2020-03-26,808580
2020-03-27,808580
2020-03-28,808580
2020-03-29,808580
2020-03-30,838717
2020-03-31,838717
2020-04-01,838717
2020-04-02,838717
2020-04-03,838717
2020-04-04,863142
2020-04-05,863142
2020-04-06,863142
2020-04-07,863142
2020-04-08,863142
2020-04-09,881443
2020-04-10,881443
2020-04-11,881443
2020-04-12,881443
2020-04-13,881443
2020-04-14,896606
2020-04-15,896606
2020-04-16,896606
2020-04-17,896606
2020-04-18,896606
2020-04-19,912711
2020-04-20,912711
2020-04-21,912711
2020-04-22,912711
2020-04-23,912711
2020-04-24,912711
2020-04-25,955316
2020-04-26,955316
2020-04-27,955316
2020-04-28,955316
2020-04-29,989344
2020-04-30,989344
2020-05-01,989344
2020-05-02,989344
2020-05-03,989344
2020-05-04,1014170
2020-05-05,1014170
2020-05-06,1014170
2020-05-07,1014170
2020-05-08,1014170
2020-05-09,1023920
2020-05-10,1023920
2020-05-11,1023920
2020-05-12,1023920
2020-05-13,1023920
