date_obj,Gold%20seal price
2015-09-04,788
2015-09-05,788
2015-09-06,788
2015-09-07,775
2015-09-08,775
2015-09-09,775
2015-09-10,775
2015-09-11,775
2015-09-12,775
2015-09-13,775
2015-09-14,775
2015-09-15,759
2015-09-16,759
2015-09-17,759
2015-09-18,759
2015-09-19,759
2015-09-20,741
2015-09-21,741
2015-09-22,741
2015-09-23,741
2015-09-24,741
2015-09-25,765
2015-09-27,765
2015-09-28,765
2015-09-29,782
2015-09-30,782
2015-10-05,763
2015-10-06,763
2015-10-07,763
2015-10-08,763
2015-10-09,744
2015-10-10,744
2015-10-11,744
2015-10-12,744
2015-10-13,744
2015-10-14,744
2015-10-15,744
2015-10-16,744
2015-10-17,744
2015-10-18,756
2015-10-19,756
2015-10-20,756
2015-10-22,756
2015-10-23,755
2015-10-24,755
2015-10-25,755
2015-10-26,755
2015-10-27,755
2015-10-29,752
2015-10-30,752
2015-10-31,752
2015-11-01,752
2015-11-02,767
2015-11-03,767
2015-11-04,767
2015-11-05,767
2015-11-06,767
2015-11-07,774
2015-11-08,774
2015-11-09,774
2015-11-10,774
2015-11-11,774
2015-11-12,774
2015-11-13,767
2015-11-14,767
2015-11-15,767
2015-11-16,767
2015-11-17,767
2015-11-18,792
2015-11-19,792
2015-11-20,792
2015-11-21,792
2015-11-22,795
2015-11-23,795
2015-11-24,795
2015-11-25,795
2015-11-26,795
2015-11-27,799
2015-11-28,799
2015-11-29,799
2015-11-30,799
2015-12-01,801
2015-12-02,801
2015-12-03,801
2015-12-04,801
2015-12-05,801
2015-12-06,797
2015-12-07,797
2015-12-08,797
2015-12-09,797
2015-12-10,796
2015-12-11,796
2015-12-12,796
2015-12-13,796
2015-12-14,796
2015-12-15,799
2015-12-16,799
2015-12-17,799
2015-12-18,799
2015-12-19,805
2015-12-20,805
2015-12-21,805
2015-12-22,805
2015-12-23,807
2015-12-24,807
2015-12-25,807
2015-12-26,807
2015-12-27,807
2015-12-28,807
2015-12-29,807
2015-12-30,802
2015-12-31,802
2016-01-01,802
2016-01-02,802
2016-01-03,775
2016-01-04,775
2016-01-05,775
2016-01-06,767
2016-01-07,767
2016-01-08,767
2016-01-09,767
2016-01-10,769
2016-01-11,769
2016-01-12,769
2016-01-13,779
2016-01-14,779
2016-01-15,779
2016-01-16,800
2016-01-17,800
2016-01-18,800
2016-01-19,838
2016-01-20,838
2016-01-21,838
2016-01-22,838
2016-01-23,860
2016-01-24,860
2016-01-25,860
2016-01-26,861
2016-01-27,861
2016-01-28,861
2016-01-29,867
2016-01-30,867
2016-01-31,867
2016-02-01,902
2016-02-02,902
2016-02-03,902
2016-02-04,902
2016-02-05,930
2016-02-06,930
2016-02-07,930
2016-02-08,923
2016-02-09,923
2016-02-10,923
2016-02-11,923
2016-02-12,925
2016-02-13,925
2016-02-14,925
2016-02-15,972
2016-02-16,972
2016-02-17,972
2016-02-18,972
2016-02-19,995
2016-02-20,995
2016-02-21,978
2016-02-22,978
2016-02-23,978
2016-02-24,978
2016-02-25,1001
2016-02-26,1001
2016-02-27,1001
2016-02-28,986
2016-02-29,986
2016-03-01,986
2016-03-02,973
2016-03-03,973
2016-03-04,973
2016-03-05,974
2016-03-06,974
2016-03-07,974
2016-03-08,977
2016-03-09,977
2016-03-10,977
2016-03-11,1016
2016-03-12,1016
2016-03-13,1016
2016-03-14,1012
2016-03-15,1012
2016-03-16,1012
2016-03-17,1007
2016-03-18,1007
2016-03-19,1007
2016-03-20,1001
2016-03-21,1001
2016-03-22,1001
2016-03-23,1000
2016-03-24,1000
2016-03-25,1000
2016-03-26,1009
2016-03-27,1009
2016-03-28,1009
2016-03-29,1009
2016-03-30,1009
2016-03-31,1009
2016-04-01,1009
2016-04-02,984
2016-04-03,984
2016-04-04,984
2016-04-05,989
2016-04-06,989
2016-04-07,989
2016-04-08,995
2016-04-09,995
2016-04-10,976
2016-04-11,976
2016-04-12,976
2016-04-13,976
2016-04-14,972
2016-04-15,972
2016-04-16,961
2016-04-17,961
2016-04-18,961
2016-04-19,955
2016-04-20,955
2016-04-21,955
2016-04-22,939
2016-04-23,939
2016-04-24,939
2016-04-25,936
2016-04-26,936
2016-04-27,936
2016-04-28,922
2016-04-29,922
2016-04-30,922
2016-05-01,904
2016-05-02,904
2016-05-03,884
2016-05-04,884
2016-05-05,859
2016-05-06,859
2016-05-07,859
2016-05-08,833
2016-05-09,833
2016-05-10,814
2016-05-11,814
2016-05-12,814
2016-05-13,793
2016-05-14,793
2016-05-15,793
2016-05-16,799
2016-05-17,799
2016-05-18,799
2016-05-19,804
2016-05-22,811
2016-05-23,811
2016-05-24,813
2016-05-25,813
2016-05-26,813
2016-05-27,837
2016-05-28,837
2016-05-29,852
2016-05-30,852
2016-05-31,852
2016-06-01,859
2016-06-02,859
2016-06-03,859
2016-06-04,860
2016-06-05,860
2016-06-06,860
2016-06-07,855
2016-06-08,855
2016-06-09,866
2016-06-10,866
2016-06-11,866
2016-06-12,860
2016-06-13,860
2016-06-14,860
2016-06-15,848
2016-06-16,848
2016-06-17,868
2016-06-18,868
2016-06-19,886
2016-06-20,886
2016-06-21,886
2016-06-22,923
2016-06-23,923
2016-06-24,923
2016-06-25,909
2016-06-26,909
2016-06-27,909
2016-06-28,906
2016-06-29,906
2016-06-30,906
2016-07-01,889
2016-07-02,889
2016-07-03,889
2016-07-04,867
2016-07-05,867
2016-07-06,867
2016-07-07,850
2016-07-08,850
2016-07-09,856
2016-07-10,856
2016-07-11,846
2016-07-12,846
2016-07-13,846
2016-07-14,836
2016-07-15,836
2016-07-16,836
2016-07-17,818
2016-07-18,818
2016-07-23,808
2016-07-24,808
2016-07-25,807
2016-07-26,807
2016-07-27,807
2016-07-28,834
2016-07-29,834
2016-07-30,836
2016-07-31,836
2016-08-01,836
2016-08-02,830
2016-08-03,830
2016-08-04,830
2016-08-05,817
2016-08-06,817
2016-08-07,817
2016-08-08,796
2016-08-09,796
2016-08-10,777
2016-08-11,777
2016-08-12,777
2016-08-13,777
2016-08-14,778
2016-08-15,778
2016-08-16,778
2016-08-17,757
2016-08-18,757
2016-08-19,757
2016-08-20,757
2016-08-21,757
2016-08-22,757
2016-08-23,753
2016-08-24,753
2016-08-25,753
2016-08-26,753
2016-08-28,744
2016-08-31,736
2016-09-01,736
2016-09-02,736
2016-09-03,738
2016-09-04,738
2016-09-05,740
2016-09-06,740
2016-09-07,740
2016-09-08,743
2016-09-09,743
2016-09-10,743
2016-09-11,726
2016-09-12,726
2016-09-13,726
2016-09-14,731
2016-09-15,731
2016-09-16,731
2016-09-17,736
2016-09-18,736
2016-09-19,736
2016-09-20,736
2016-09-21,758
2016-09-22,758
2016-09-23,758
2016-09-24,758
2016-09-25,783
2016-09-26,783
2016-09-27,783
2016-09-28,783
2016-09-29,807
2016-09-30,807
2016-10-01,807
2016-10-02,796
2016-10-03,796
2016-10-04,796
2016-10-05,796
2016-10-06,767
2016-10-07,767
2016-10-08,767
2016-10-09,770
2016-10-10,770
2016-10-11,770
2016-10-12,774
2016-10-13,774
2016-10-14,774
2016-10-15,765
2016-10-16,765
2016-10-17,765
2016-10-18,768
2016-10-19,768
2016-10-20,768
2016-10-21,770
2016-10-22,770
2016-10-23,770
2016-10-24,788
2016-10-25,788
2016-10-26,788
2016-10-27,788
2016-10-28,784
2016-10-29,784
2016-10-30,784
2016-10-31,788
2016-11-01,788
2016-11-02,788
2016-11-03,788
2016-11-04,776
2016-11-05,776
2016-11-06,776
2016-11-07,776
2016-11-08,764
2016-11-09,764
2016-11-10,764
2016-11-11,751
2016-11-12,751
2016-11-13,751
2016-11-14,747
2016-11-15,747
2016-12-07,790
2016-12-08,828
2016-12-09,828
2016-12-10,828
2016-12-11,858
2016-12-12,858
2016-12-13,858
2016-12-14,895
2016-12-15,895
2016-12-16,895
2016-12-17,896
2016-12-18,896
2016-12-19,896
2016-12-20,934
2016-12-21,934
2016-12-22,934
2016-12-23,981
2016-12-24,981
2016-12-25,981
2016-12-26,1031
2016-12-27,1031
2016-12-28,1028
2016-12-29,1028
2016-12-30,1014
2016-12-31,1014
2017-01-01,1014
2017-01-02,994
2017-01-03,994
2017-01-04,1042
2017-01-05,1042
2017-01-06,1042
2017-01-07,1059
2017-01-08,1059
2017-01-09,1022
2017-01-10,1022
2017-01-11,999
2017-01-12,999
2017-01-13,951
2017-01-14,951
2017-01-15,986
2017-01-16,986
2017-01-17,1014
2017-01-18,1014
2017-01-19,1014
2017-01-20,1058
2017-01-21,1058
2017-01-22,1052
2017-01-23,1052
2017-01-27,954
2017-01-28,910
2017-01-29,910
2017-01-30,910
2017-01-31,875
2017-02-01,875
2017-02-02,835
2017-02-03,835
2017-02-04,806
2017-02-05,806
2017-02-06,806
2017-02-07,775
2017-02-08,775
2017-02-09,775
2017-02-10,748
2017-02-11,748
2017-02-12,748
2017-02-13,729
2017-02-14,729
2017-02-15,729
2017-02-16,728
2017-02-18,728
2017-02-19,712
2017-02-20,712
2017-02-21,712
2017-02-22,720
2017-02-23,720
2017-02-24,720
2017-02-25,746
2017-02-26,746
2017-02-27,746
2017-02-28,759
2017-03-01,759
2017-03-02,759
2017-03-03,758
2017-03-04,758
2017-03-05,758
2017-03-06,749
2017-03-07,749
2017-03-08,749
2017-03-09,732
2017-03-10,732
2017-03-11,726
2017-03-12,726
2017-03-13,726
2017-03-14,737
2017-03-15,737
2017-03-16,737
2017-03-17,746
2017-03-18,746
2017-03-19,746
2017-03-20,743
2017-03-21,743
2017-03-22,743
2017-03-23,724
2017-03-24,724
2017-03-25,724
2017-03-26,731
2017-03-27,731
2017-03-28,731
2017-03-29,743
2017-03-30,743
2017-03-31,743
2017-04-01,747
2017-04-02,747
2017-04-03,747
2017-04-04,751
2017-04-12,736
2017-04-13,736
2017-04-14,736
2017-04-15,716
2017-04-16,716
2017-04-17,717
2017-04-18,717
2017-04-19,717
2017-04-20,735
2017-04-21,735
2017-04-22,735
2017-04-23,742
2017-04-24,742
2017-04-25,749
2017-04-26,749
2017-04-27,749
2017-04-28,740
2017-04-29,740
2017-04-30,735
2017-05-01,735
2017-05-02,735
2017-05-03,739
2017-05-04,739
2017-05-05,736
2017-05-06,736
2017-05-07,736
2017-05-08,734
2017-05-09,734
2017-05-10,727
2017-05-11,727
2017-05-12,727
2017-05-13,745
2017-05-14,745
2017-05-15,745
2017-05-16,746
2017-05-17,746
2017-05-18,746
2017-05-19,756
2017-05-20,756
2017-05-21,756
2017-05-22,746
2017-05-23,746
2017-05-24,746
2017-05-25,749
2017-05-26,749
2017-05-27,724
2017-05-28,724
2017-05-29,724
2017-05-30,739
2017-05-31,739
2017-06-01,736
2017-06-02,736
2017-06-03,736
2017-06-04,726
2017-06-05,726
2017-06-06,741
2017-06-07,741
2017-06-08,741
2017-06-09,745
2017-06-10,745
2017-06-11,734
2017-06-12,734
2017-06-13,734
2017-06-14,744
2017-06-15,744
2017-06-16,744
2017-06-17,745
2017-06-18,745
2017-06-19,745
2017-06-20,743
2017-06-21,743
2017-06-22,743
2017-06-23,751
2017-06-24,751
2017-06-25,751
2017-06-26,751
2017-06-27,751
2017-06-28,751
2017-06-29,748
2017-06-30,748
2017-07-01,748
2017-07-02,754
2017-07-03,754
2017-07-04,738
2017-07-05,738
2017-07-06,738
2017-07-07,733
2017-07-08,733
2017-07-13,730
2017-07-14,730
2017-07-15,735
2017-07-16,735
2017-07-17,753
2017-07-18,753
2017-07-19,753
2017-07-20,747
2017-07-21,747
2017-07-22,747
2017-07-23,738
2017-07-24,738
2017-07-25,738
2017-07-26,748
2017-07-27,748
2017-07-28,748
2017-07-29,724
2017-07-30,724
2017-07-31,724
2017-08-01,729
2017-08-02,729
2017-08-03,729
2017-08-04,739
2017-08-05,739
2017-08-06,739
2017-08-09,738
2017-08-10,739
2017-08-11,739
2017-08-12,739
2017-08-13,737
2017-08-14,737
2017-08-15,737
2017-08-16,744
2017-08-17,744
2017-08-18,744
2017-08-19,748
2017-08-20,748
2017-08-21,773
2017-08-22,773
2017-08-23,773
2017-08-24,762
2017-08-25,762
2017-08-26,762
2017-08-27,755
2017-08-28,755
2017-08-29,755
2017-08-30,736
2017-08-31,736
2017-09-01,736
2017-09-02,740
2017-09-03,740
2017-09-04,740
2017-09-05,721
2017-09-06,721
2017-09-07,721
2017-09-08,730
2017-09-09,730
2017-09-10,741
2017-09-11,741
2017-09-12,741
2017-09-13,741
2017-09-14,737
2017-09-15,737
2017-09-16,737
2017-09-17,734
2017-09-18,734
2017-09-19,734
2017-09-20,746
2017-09-21,746
2017-09-22,746
2017-09-23,764
2017-09-24,764
2017-09-25,764
2017-09-26,757
2017-09-27,757
2017-09-28,757
2017-09-29,745
2017-09-30,745
2017-10-01,745
2017-10-02,737
2017-10-03,737
2017-10-04,737
2017-10-05,737
2017-10-06,749
2017-10-07,749
2017-10-08,749
2017-10-09,748
2017-10-10,748
2017-10-11,748
2017-10-12,759
2017-10-13,759
2017-10-14,759
2017-10-15,757
2017-10-16,757
2017-10-17,757
2017-10-18,761
2017-10-19,761
2017-10-20,761
2017-10-21,761
2017-10-22,756
2017-10-23,756
2017-10-24,756
2017-10-25,748
2017-10-26,748
2017-10-27,748
2017-10-28,748
2017-10-29,731
2017-10-30,731
2017-10-31,731
2017-11-01,740
2017-11-02,740
2017-11-03,740
2017-11-04,746
2017-11-05,746
2017-11-06,746
2017-11-07,746
2017-11-08,730
2017-11-09,730
2017-11-10,730
2017-11-11,727
2017-11-12,727
2017-11-13,727
2017-11-14,735
2017-11-15,735
2017-11-16,735
2017-11-17,731
2017-11-18,731
2017-11-19,731
2017-11-20,719
2017-11-21,719
2017-11-22,719
2017-11-23,720
2017-11-24,720
2017-11-25,720
2017-11-26,733
2017-11-27,733
2017-11-28,733
2017-11-29,738
2017-11-30,738
2017-12-01,747
2017-12-02,747
2017-12-03,747
2017-12-04,728
2017-12-05,728
2017-12-06,728
2017-12-07,724
2017-12-08,724
2017-12-09,724
2017-12-10,738
2017-12-11,738
2017-12-12,738
2017-12-13,744
2017-12-14,744
2017-12-15,744
2017-12-16,734
2017-12-17,734
2017-12-18,758
2017-12-19,758
2017-12-20,758
2017-12-21,754
2017-12-22,754
2017-12-23,754
2017-12-24,754
2017-12-25,754
2017-12-26,754
2017-12-27,769
2017-12-28,769
2017-12-29,769
2017-12-30,757
2017-12-31,757
2018-01-01,757
2018-01-02,764
2018-01-03,764
2018-01-04,758
2018-01-05,758
2018-01-06,741
2018-01-07,741
2018-01-08,741
2018-01-09,748
2018-01-10,748
2018-01-11,748
2018-01-12,737
2018-01-13,737
2018-01-14,735
2018-01-15,735
2018-01-16,743
2018-01-17,743
2018-01-18,739
2018-01-19,739
2018-01-20,739
2018-01-21,749
2018-01-22,749
2018-01-23,738
2018-01-24,734
2018-01-25,734
2018-01-26,706
2018-01-27,712
2018-01-28,725
2018-01-29,735
2018-01-30,745
2018-01-31,745
2018-02-01,730
2018-02-02,730
2018-02-03,720
2018-02-04,720
2018-02-05,739
2018-02-06,746
2018-02-07,764
2018-02-08,764
2018-02-09,752
2018-02-10,752
2018-02-11,754
2018-02-12,754
2018-02-13,774
2018-02-14,774
2018-02-15,788
2018-02-16,788
2018-02-17,766
2018-02-18,766
2018-02-19,749
2018-02-20,749
2018-02-21,759
2018-02-22,759
2018-02-23,747
2018-02-24,747
2018-02-25,734
2018-02-26,734
2018-02-27,746
2018-02-28,746
2018-03-01,734
2018-03-02,746
2018-03-03,746
2018-03-04,742
2018-03-05,752
2018-03-06,752
2018-03-07,748
2018-03-08,748
2018-03-09,739
2018-03-10,739
2018-03-11,742
2018-03-12,742
2018-03-13,754
2018-03-14,754
2018-03-15,764
2018-03-16,764
2018-03-17,768
2018-03-18,768
2018-03-19,761
2018-03-20,762
2018-03-21,762
2018-03-23,751
2018-03-24,756
2018-03-25,756
2018-03-26,758
2018-03-27,767
2018-03-28,767
2018-03-29,752
2018-03-30,752
2018-03-31,769
2018-04-01,769
2018-04-02,754
2018-04-03,754
2018-04-04,758
2018-04-05,758
2018-04-06,743
2018-04-07,743
2018-04-08,745
2018-04-09,745
2018-04-10,765
2018-04-11,765
2018-04-12,758
2018-04-13,758
2018-04-14,753
2018-04-15,746
2018-04-16,746
2018-04-17,751
2018-04-18,751
2018-04-19,736
2018-04-20,736
2018-04-21,726
2018-04-22,726
2018-04-23,709
2018-04-24,709
2018-04-25,721
2018-04-26,721
2018-04-27,734
2018-04-28,734
2018-04-29,736
2018-04-30,736
2018-05-01,748
2018-05-03,752
2018-05-04,752
2018-05-05,751
2018-05-06,751
2018-05-07,751
2018-05-08,751
2018-05-09,756
2018-05-10,756
2018-05-11,738
2018-05-12,738
2018-05-13,736
2018-05-14,736
2018-05-15,712
2018-05-16,712
2018-05-17,702
2018-05-18,713
2018-05-19,732
2018-05-20,732
2018-05-21,741
2018-05-22,741
2018-05-23,740
2018-05-24,740
2018-05-25,750
2018-05-26,750
2018-05-27,753
2018-05-28,748
2018-05-29,748
2018-05-30,768
2018-05-31,768
2018-06-01,769
2018-06-02,776
2018-06-03,776
2018-06-04,768
2018-06-05,768
2018-06-06,775
2018-06-07,775
2018-06-08,739
2018-06-09,739
2018-06-10,746
2018-06-11,746
2018-06-12,756
2018-06-13,740
2018-06-14,740
2018-06-15,745
2018-06-16,745
2018-06-17,751
2018-06-18,751
2018-06-19,753
2018-06-20,753
2018-06-21,744
2018-06-22,744
2018-06-23,739
2018-06-24,739
2018-06-25,743
2018-06-26,743
2018-06-27,753
2018-06-28,753
2018-06-29,751
2018-06-30,751
2018-07-01,748
2018-07-02,748
2018-07-03,746
2018-07-04,746
2018-07-05,746
2018-07-06,742
2018-07-07,742
2018-07-08,748
2018-07-09,748
2018-07-10,748
2018-07-11,748
2018-07-12,748
2018-07-13,757
2018-07-14,765
2018-07-15,765
2018-07-16,760
2018-07-17,760
2018-07-18,758
2018-07-19,758
2018-07-20,752
2018-07-21,752
2018-07-22,757
2018-07-23,767
2018-07-24,767
2018-07-25,758
2018-07-26,758
2018-07-27,756
2018-07-28,756
2018-07-29,758
2018-07-30,758
2018-07-31,749
2018-08-01,749
2018-08-02,750
2018-08-03,750
2018-08-04,757
2018-08-05,757
2018-08-06,757
2018-08-07,757
2018-08-08,756
2018-08-09,756
2018-08-10,753
2018-08-11,753
2018-08-12,759
2018-08-14,759
2018-08-16,752
2018-08-17,759
2018-08-18,759
2018-08-19,753
2018-08-20,761
2018-08-21,761
2018-08-22,760
2018-08-23,760
2018-08-24,768
2018-08-25,774
2018-08-26,774
2018-08-27,751
2018-08-28,753
2018-08-29,753
2018-08-30,761
2018-08-31,754
2018-09-01,768
2018-09-02,768
2018-09-03,753
2018-09-04,764
2018-09-05,764
2018-09-06,751
2018-09-07,752
2018-09-08,752
2018-09-09,766
2018-09-10,769
2018-09-11,769
2018-09-12,754
2018-09-13,754
2018-09-14,772
2018-09-15,768
2018-09-16,768
2018-09-17,758
2018-09-18,755
2018-09-19,755
2018-09-20,759
2018-09-21,759
2018-09-22,762
2018-09-23,762
2018-09-24,756
2018-09-25,756
2018-09-26,753
2018-09-27,753
2018-09-28,757
2018-09-29,757
2018-09-30,761
2018-10-01,761
2018-10-02,764
2018-10-03,760
2018-10-04,760
2018-10-05,753
2018-10-06,754
2018-10-07,754
2018-10-08,754
2018-10-09,754
2018-10-10,749
2018-10-11,749
2018-10-12,746
2018-10-13,746
2018-10-14,746
2018-10-15,750
2018-10-16,750
2018-10-17,748
2018-10-18,748
2018-10-19,744
2018-10-20,744
2018-10-21,764
2018-10-22,762
2018-10-23,762
2018-10-24,754
2018-10-25,754
2018-10-26,764
2018-10-27,764
2018-10-28,772
2018-10-29,772
2018-10-30,790
2018-10-31,761
2018-11-01,761
2018-11-03,764
2018-11-04,779
2018-11-05,767
2018-11-06,767
2018-11-07,767
2018-11-08,767
2018-11-09,737
2018-11-10,721
2018-11-11,721
2018-11-12,712
2018-11-13,712
2018-11-14,727
2018-11-15,736
2018-11-16,730
2018-11-17,730
2018-11-18,749
2018-11-19,749
2018-11-20,750
2018-11-21,750
2018-11-22,748
2018-11-23,748
2018-11-24,761
2018-11-25,774
2018-11-26,774
2018-11-27,761
2018-11-28,759
2018-11-29,752
2018-12-01,760
2018-12-02,755
2018-12-03,755
2018-12-04,756
2018-12-05,749
2018-12-07,748
2018-12-09,746
2018-12-11,746
2018-12-12,748
2018-12-13,745
2018-12-14,745
2018-12-15,746
2018-12-16,748
2018-12-17,748
2018-12-18,747
2018-12-19,747
2018-12-20,747
2018-12-21,748
2018-12-22,748
2018-12-23,750
2018-12-24,748
2018-12-25,748
2018-12-26,748
2018-12-27,747
2018-12-28,747
2018-12-29,748
2018-12-30,748
2018-12-31,750
2019-01-01,750
2019-01-02,747
2019-01-03,745
2019-01-04,745
2019-01-05,747
2019-01-06,748
2019-01-08,748
2019-01-10,747
2019-01-11,747
2019-01-12,749
2019-01-13,748
2019-01-14,748
2019-01-15,746
2019-01-16,747
2019-01-17,746
2019-01-18,746
2019-01-19,751
2019-01-20,767
2019-01-21,767
2019-01-22,768
2019-01-23,757
2019-01-24,757
2019-01-25,750
2019-01-26,750
2019-01-27,748
2019-01-28,770
2019-01-29,743
2019-01-30,737
2019-01-31,737
2019-02-01,720
2019-02-02,720
2019-02-03,747
2019-02-04,747
2019-02-05,749
2019-02-06,749
2019-02-07,762
2019-02-08,782
2019-02-09,771
2019-02-10,761
2019-02-11,755
2019-02-12,755
2019-02-13,753
2019-02-14,753
2019-02-15,746
2019-02-16,748
2019-02-17,748
2019-02-18,745
2019-02-19,745
2019-02-20,753
2019-02-21,748
2019-02-22,748
2019-02-23,762
2019-02-24,762
2019-02-25,746
2019-02-26,746
2019-02-27,734
2019-02-28,734
2019-03-01,739
2019-03-02,745
2019-03-03,747
2019-03-04,763
2019-03-05,755
2019-03-06,765
2019-03-07,780
2019-03-08,780
2019-03-09,768
2019-03-10,758
2019-03-11,758
2019-03-12,749
2019-03-13,749
2019-03-14,746
2019-03-15,746
2019-03-16,746
2019-03-17,747
2019-03-18,747
2019-03-19,750
2019-03-20,754
2019-03-21,744
2019-03-22,744
2019-03-23,752
2019-03-24,755
2019-03-25,755
2019-03-26,752
2019-03-27,752
2019-03-28,753
2019-03-29,746
2019-03-30,746
2019-03-31,755
2019-04-01,746
2019-04-02,746
2019-04-03,750
2019-04-04,750
2019-04-05,756
2019-04-06,756
2019-04-07,755
2019-04-08,759
2019-04-09,759
2019-04-10,770
2019-04-11,764
2019-04-12,752
2019-04-13,760
2019-04-14,758
2019-04-15,758
2019-04-16,760
2019-04-17,756
2019-04-18,767
2019-04-19,767
2019-04-20,761
2019-04-21,761
2019-04-22,756
2019-04-23,736
2019-04-24,736
2019-04-25,749
2019-04-26,756
2019-04-27,756
2019-04-28,753
2019-04-29,753
2019-04-30,757
2019-05-01,757
2019-05-02,765
2019-05-03,743
2019-05-04,735
2019-05-05,758
2019-05-06,758
2019-05-07,757
2019-05-08,749
2019-05-09,749
2019-05-10,746
2019-05-11,746
2019-05-12,750
2019-05-13,752
2019-05-14,765
2019-05-15,765
2019-05-16,764
2019-05-17,764
2019-05-18,770
2019-05-19,770
2019-05-20,756
2019-05-21,756
2019-05-22,749
2019-05-23,774
2019-05-24,774
2019-05-25,764
2019-05-26,764
2019-05-27,751
2019-05-28,743
2019-05-29,751
2019-05-30,744
2019-05-31,750
2019-06-01,772
2019-06-02,751
2019-06-03,754
2019-06-04,757
2019-06-05,770
2019-06-06,769
2019-06-07,769
2019-06-08,758
2019-06-09,746
2019-06-10,746
2019-06-11,747
2019-06-12,747
2019-06-13,754
2019-06-14,751
2019-06-15,751
2019-06-16,749
2019-06-17,753
2019-06-18,753
2019-06-19,749
2019-06-20,746
2019-06-21,744
2019-06-22,744
2019-06-23,746
2019-06-24,746
2019-06-25,728
2019-06-26,728
2019-06-27,735
2019-06-28,735
2019-06-29,737
2019-06-30,740
2019-07-01,740
2019-07-02,755
2019-07-03,751
2019-07-04,751
2019-07-05,744
2019-07-06,741
2019-07-07,750
2019-07-08,750
2019-07-09,755
2019-07-10,764
2019-07-11,764
2019-07-12,755
2019-07-13,755
2019-07-14,747
2019-07-15,747
2019-07-16,747
2019-07-17,749
2019-07-18,749
2019-07-19,748
2019-07-20,748
2019-07-21,752
2019-07-22,752
2019-07-23,748
2019-07-24,748
2019-07-25,747
2019-07-26,747
2019-07-27,747
2019-07-28,747
2019-07-29,753
2019-07-30,765
2019-07-31,780
2019-08-01,780
2019-08-02,750
2019-08-03,755
2019-08-04,755
2019-08-05,762
2019-08-06,762
2019-08-07,752
2019-08-08,752
2019-08-09,747
2019-08-10,751
2019-08-11,751
2019-08-12,760
2019-08-13,760
2019-08-14,740
2019-08-15,749
2019-08-16,745
2019-08-17,745
2019-08-18,748
2019-08-19,742
2019-08-20,742
2019-08-21,760
2019-08-22,752
2019-08-23,752
