date_obj,Stew price
2015-08-05,153
2015-08-06,157
2015-08-07,150
2015-08-08,146
2015-08-09,143
2015-08-10,143
2015-08-11,149
2015-08-12,155
2015-08-13,158
2015-08-14,162
2015-08-15,168
2015-08-16,173
2015-08-17,178
2015-08-18,186
2015-08-19,194
2015-08-20,203
2015-08-21,211
2015-08-22,215
2015-08-23,219
2015-08-24,223
2015-08-25,223
2015-08-26,225
2015-08-27,216
2015-08-28,205
2015-08-29,195
2015-08-30,186
2015-08-31,179
2015-09-01,170
2015-09-02,161
2015-09-03,152
2015-09-04,147
2015-09-05,146
2015-09-06,153
2015-09-07,159
2015-09-08,156
2015-09-09,156
2015-09-10,163
2015-09-11,160
2015-09-12,159
2015-09-13,153
2015-09-14,150
2015-09-15,151
2015-09-16,155
2015-09-17,160
2015-09-18,162
2015-09-19,167
2015-09-20,163
2015-09-21,162
2015-09-22,161
2015-09-23,167
2015-09-24,173
2015-09-25,175
2015-09-27,178
2015-09-28,169
2015-09-29,161
2015-09-30,159
2015-10-05,171
2015-10-06,176
2015-10-07,179
2015-10-08,182
2015-10-09,189
2015-10-10,189
2015-10-11,197
2015-10-12,206
2015-10-13,216
2015-10-14,225
2015-10-15,232
2015-10-16,241
2015-10-17,245
2015-10-18,247
2015-10-19,252
2015-10-20,258
2015-10-22,274
2015-10-23,271
2015-10-24,281
2015-10-25,284
2015-10-26,285
2015-10-27,277
2015-10-29,250
2015-10-30,237
2015-10-31,225
2015-11-01,213
2015-11-02,202
2015-11-03,191
2015-11-04,181
2015-11-05,180
2015-11-06,183
2015-11-07,189
2015-11-08,196
2015-11-09,199
2015-11-10,200
2015-11-11,195
2015-11-12,196
2015-11-13,200
2015-11-14,202
2015-11-15,208
2015-11-16,204
2015-11-17,197
2015-11-18,187
2015-11-19,188
2015-11-20,194
2015-11-21,194
2015-11-22,198
2015-11-23,198
2015-11-24,205
2015-11-25,208
2015-11-26,208
2015-11-27,211
2015-11-28,216
2015-11-29,219
2015-11-30,224
2015-12-01,226
2015-12-02,232
2015-12-03,241
2015-12-04,254
2015-12-05,267
2015-12-06,281
2015-12-07,296
2015-12-08,306
2015-12-09,311
2015-12-10,302
2015-12-11,295
2015-12-13,274
2015-12-14,274
2015-12-15,261
2015-12-16,251
2015-12-17,238
2015-12-18,230
2015-12-19,218
2015-12-20,207
2015-12-21,197
2015-12-22,187
2015-12-23,181
2015-12-24,180
2015-12-25,172
2015-12-26,165
2015-12-27,157
2015-12-28,150
2015-12-29,145
2015-12-30,140
2015-12-31,134
2016-01-01,129
2016-01-02,124
2016-01-03,121
2016-01-04,118
2016-01-05,118
2016-01-06,118
2016-01-07,116
2016-01-08,115
2016-01-09,112
2016-01-10,111
2016-01-11,110
2016-01-12,109
2016-01-13,109
2016-01-14,108
2016-01-15,108
2016-01-16,107
2016-01-17,107
2016-01-18,102
2016-01-19,99
2016-01-20,98
2016-01-21,95
2016-01-22,97
2016-01-23,102
2016-01-24,106
2016-01-25,112
2016-01-26,118
2016-01-27,123
2016-01-28,123
2016-01-29,128
2016-01-30,134
2016-01-31,139
2016-02-01,140
2016-02-02,141
2016-02-03,144
2016-02-04,146
2016-02-05,150
2016-02-06,147
2016-02-07,139
2016-02-08,132
2016-02-09,127
2016-02-10,121
2016-02-11,114
2016-02-12,114
2016-02-13,109
2016-02-14,106
2016-02-15,100
2016-02-16,95
2016-02-17,93
2016-02-18,96
2016-02-19,98
2016-02-20,101
2016-02-21,99
2016-02-22,101
2016-02-23,103
2016-02-24,107
2016-02-25,110
2016-02-26,116
2016-02-27,115
2016-02-28,113
2016-02-29,108
2016-03-01,103
2016-03-02,104
2016-03-03,106
2016-03-04,100
2016-03-05,97
2016-03-06,96
2016-03-07,99
2016-03-08,99
2016-03-09,99
2016-03-10,99
2016-03-11,94
2016-03-12,92
2016-03-13,91
2016-03-14,91
2016-03-15,93
2016-03-16,97
2016-03-17,101
2016-03-18,105
2016-03-19,109
2016-03-20,111
2016-03-21,114
2016-03-22,113
2016-03-23,110
2016-03-24,113
2016-03-25,115
2016-03-26,115
2016-03-27,118
2016-03-28,114
2016-03-29,112
2016-03-30,112
2016-03-31,109
2016-04-01,112
2016-04-02,109
2016-04-03,106
2016-04-04,101
2016-04-05,104
2016-04-06,106
2016-04-07,107
2016-04-08,110
2016-04-09,109
2016-04-10,109
2016-04-11,109
2016-04-12,112
2016-04-13,116
2016-04-14,115
2016-04-15,114
2016-04-16,114
2016-04-17,113
2016-04-18,112
2016-04-19,109
2016-04-20,108
2016-04-21,109
2016-04-22,106
2016-04-23,108
2016-04-24,107
2016-04-25,107
2016-04-26,107
2016-04-27,104
2016-04-28,101
2016-04-29,104
2016-04-30,106
2016-05-01,110
2016-05-02,110
2016-05-03,110
2016-05-04,109
2016-05-05,111
2016-05-06,112
2016-05-07,115
2016-05-08,114
2016-05-09,113
2016-05-10,115
2016-05-11,117
2016-05-12,116
2016-05-13,118
2016-05-14,118
2016-05-15,118
2016-05-16,120
2016-05-17,121
2016-05-18,123
2016-05-19,118
2016-05-22,110
2016-05-23,108
2016-05-24,106
2016-05-25,107
2016-05-26,105
2016-05-27,105
2016-05-28,107
2016-05-29,106
2016-05-30,108
2016-05-31,105
2016-06-01,102
2016-06-02,99
2016-06-03,98
2016-06-04,97
2016-06-05,100
2016-06-06,97
2016-06-07,96
2016-06-08,96
2016-06-09,96
2016-06-10,96
2016-06-11,96
2016-06-12,96
2016-06-13,94
2016-06-14,95
2016-06-15,96
2016-06-16,99
2016-06-17,101
2016-06-18,104
2016-06-19,106
2016-06-20,108
2016-06-21,107
2016-06-22,103
2016-06-23,102
2016-06-24,106
2016-06-25,103
2016-06-26,101
2016-06-27,103
2016-06-28,102
2016-06-29,102
2016-06-30,103
2016-07-01,102
2016-07-02,101
2016-07-03,104
2016-07-04,107
2016-07-05,113
2016-07-06,119
2016-07-07,125
2016-07-08,132
2016-07-09,139
2016-07-10,140
2016-07-11,144
2016-07-12,144
2016-07-13,138
2016-07-14,131
2016-07-15,126
2016-07-16,127
2016-07-17,126
2016-07-18,132
2016-07-24,173
2016-07-25,182
2016-07-26,192
2016-07-27,202
2016-07-28,213
2016-07-29,224
2016-07-30,236
2016-07-31,247
2016-08-01,243
2016-08-02,246
2016-08-03,255
2016-08-04,250
2016-08-05,246
2016-08-06,240
2016-08-07,231
2016-08-08,219
2016-08-09,220
2016-08-10,210
2016-08-11,199
2016-08-12,190
2016-08-13,190
2016-08-14,182
2016-08-15,172
2016-08-16,177
2016-08-17,186
2016-08-18,196
2016-08-19,205
2016-08-20,210
2016-08-21,211
2016-08-22,206
2016-08-23,200
2016-08-24,208
2016-08-25,219
2016-08-26,230
2016-08-28,255
2016-08-31,292
2016-09-01,306
2016-09-02,306
2016-09-03,308
2016-09-04,323
2016-09-05,335
2016-09-06,337
2016-09-07,343
2016-09-08,354
2016-09-09,366
2016-09-10,383
2016-09-11,402
2016-09-12,414
2016-09-13,399
2016-09-14,379
2016-09-15,363
2016-09-16,344
2016-09-17,326
2016-09-18,309
2016-09-19,301
2016-09-20,288
2016-09-21,273
2016-09-22,259
2016-09-23,246
2016-09-24,246
2016-09-25,233
2016-09-26,221
2016-09-27,209
2016-09-28,198
2016-09-29,192
2016-09-30,182
2016-10-01,172
2016-10-02,164
2016-10-03,163
2016-10-04,164
2016-10-05,171
2016-10-06,179
2016-10-07,183
2016-10-08,186
2016-10-09,187
2016-10-10,185
2016-10-11,184
2016-10-12,181
2016-10-13,175
2016-10-14,172
2016-10-15,172
2016-10-16,176
2016-10-17,170
2016-10-18,166
2016-10-19,167
2016-10-20,168
2016-10-21,159
2016-10-22,151
2016-10-23,143
2016-10-24,137
2016-10-25,134
2016-10-26,132
2016-10-27,131
2016-10-28,133
2016-10-29,133
2016-10-30,130
2016-10-31,132
2016-11-01,127
2016-11-02,124
2016-11-03,127
2016-11-04,128
2016-11-05,132
2016-11-06,128
2016-11-07,131
2016-11-08,136
2016-11-09,136
2016-11-10,134
2016-11-11,139
2016-11-12,136
2016-11-13,136
2016-11-14,135
2016-12-08,100
2016-12-09,102
2016-12-10,104
2016-12-11,109
2016-12-12,114
2016-12-13,118
2016-12-14,120
2016-12-15,120
2016-12-16,120
2016-12-17,121
2016-12-18,121
2016-12-19,117
2016-12-20,112
2016-12-21,106
2016-12-22,104
2016-12-23,100
2016-12-24,99
2016-12-25,99
2016-12-26,99
2016-12-27,97
2016-12-28,98
2016-12-29,97
2016-12-30,97
2016-12-31,98
2017-01-01,102
2017-01-02,104
2017-01-03,109
2017-01-04,114
2017-01-05,116
2017-01-06,120
2017-01-07,125
2017-01-08,131
2017-01-09,136
2017-01-10,139
2017-01-11,141
2017-01-12,144
2017-01-13,151
2017-01-14,154
2017-01-15,151
2017-01-16,144
2017-01-17,142
2017-01-18,140
2017-01-19,141
2017-01-20,138
2017-01-21,140
2017-01-22,145
2017-01-27,180
2017-01-28,187
2017-01-29,182
2017-01-30,179
2017-01-31,170
2017-02-01,161
2017-02-02,152
2017-02-03,144
2017-02-04,146
2017-02-05,147
2017-02-06,153
2017-02-07,158
2017-02-08,163
2017-02-09,168
2017-02-10,175
2017-02-11,184
2017-02-12,194
2017-02-13,204
2017-02-14,214
2017-02-15,217
2017-02-16,220
2017-02-18,242
2017-02-19,232
2017-02-20,220
2017-02-21,210
2017-02-22,199
2017-02-23,190
2017-02-24,191
2017-02-25,191
2017-02-26,197
2017-02-27,206
2017-02-28,217
2017-03-01,228
2017-03-02,240
2017-03-03,252
2017-03-04,263
2017-03-05,266
2017-03-06,262
2017-03-07,257
2017-03-08,245
2017-03-09,232
2017-03-10,221
2017-03-11,209
2017-03-12,198
2017-03-13,189
2017-03-14,186
2017-03-15,183
2017-03-16,181
2017-03-17,179
2017-03-18,175
2017-03-19,169
2017-03-20,165
2017-03-21,169
2017-03-22,171
2017-03-23,173
2017-03-24,171
2017-03-25,168
2017-03-26,174
2017-03-27,179
2017-03-28,183
2017-03-29,179
2017-03-30,182
2017-03-31,188
2017-04-01,183
2017-04-02,182
2017-04-03,178
2017-04-04,170
2017-04-12,136
2017-04-13,132
2017-04-14,132
2017-04-15,134
2017-04-16,130
2017-04-17,125
2017-04-18,118
2017-04-19,117
2017-04-20,118
2017-04-21,118
2017-04-22,114
2017-04-23,114
2017-04-24,111
2017-04-25,110
2017-04-26,112
2017-04-27,114
2017-04-28,115
2017-04-29,116
2017-04-30,116
2017-05-01,115
2017-05-02,118
2017-05-03,123
2017-05-04,127
2017-05-05,134
2017-05-06,140
2017-05-07,144
2017-05-08,142
2017-05-09,147
2017-05-10,145
2017-05-11,144
2017-05-12,140
2017-05-13,138
2017-05-14,133
2017-05-15,133
2017-05-16,133
2017-05-17,138
2017-05-18,134
2017-05-19,132
2017-05-20,125
2017-05-21,126
2017-05-22,123
2017-05-23,126
2017-05-24,131
2017-05-25,134
2017-05-26,138
2017-05-27,139
2017-05-28,144
2017-05-29,146
2017-05-30,148
2017-05-31,148
2017-06-01,144
2017-06-02,140
2017-06-03,137
2017-06-06,135
2017-06-07,137
2017-06-08,137
2017-06-09,130
2017-06-10,126
2017-06-11,124
2017-06-12,128
2017-06-13,128
2017-06-14,125
2017-06-15,126
2017-06-16,130
2017-06-17,131
2017-06-18,138
2017-06-19,142
2017-06-20,142
2017-06-21,139
2017-06-22,143
2017-06-23,142
2017-06-24,145
2017-06-25,146
2017-06-26,145
2017-06-27,147
2017-06-28,151
2017-06-29,150
2017-06-30,149
2017-07-01,148
2017-07-02,150
2017-07-03,148
2017-07-04,152
2017-07-05,153
2017-07-06,156
2017-07-07,159
2017-07-08,163
2017-07-13,165
2017-07-14,169
2017-07-15,171
2017-07-16,176
2017-07-17,179
2017-07-18,184
2017-07-19,188
2017-07-20,195
2017-07-21,200
2017-07-22,203
2017-07-23,206
2017-07-24,205
2017-07-25,201
2017-07-26,201
2017-07-27,202
2017-07-28,198
2017-07-29,198
2017-07-30,201
2017-07-31,204
2017-08-01,203
2017-08-02,200
2017-08-03,200
2017-08-04,203
2017-08-05,206
2017-08-06,210
2017-08-09,207
2017-08-10,203
2017-08-11,199
2017-08-12,196
2017-08-13,195
2017-08-14,197
2017-08-15,193
2017-08-17,200
2017-08-18,206
2017-08-19,200
2017-08-20,193
2017-08-21,193
2017-08-22,189
2017-08-23,185
2017-08-24,179
2017-08-25,175
2017-08-26,169
2017-08-27,165
2017-08-28,162
2017-08-29,158
2017-08-30,153
2017-08-31,146
2017-09-01,142
2017-09-02,137
2017-09-03,137
2017-09-04,134
2017-09-05,131
2017-09-06,131
2017-09-07,133
2017-09-08,131
2017-09-09,127
2017-09-10,122
2017-09-11,116
2017-09-12,116
2017-09-13,120
2017-09-14,123
2017-09-15,126
2017-09-16,125
2017-09-17,122
2017-09-19,120
2017-09-20,118
2017-09-21,114
2017-09-22,110
2017-09-23,105
2017-09-24,103
2017-09-25,102
2017-09-26,106
2017-09-27,110
2017-09-28,106
2017-09-29,102
2017-09-30,104
2017-10-01,100
2017-10-02,100
2017-10-03,103
2017-10-04,101
2017-10-05,106
2017-10-06,112
2017-10-07,118
2017-10-08,124
2017-10-09,129
2017-10-10,130
2017-10-11,133
2017-10-12,134
2017-10-13,135
2017-10-14,137
2017-10-15,138
2017-10-16,139
2017-10-17,142
2017-10-18,139
2017-10-19,140
2017-10-20,143
2017-10-21,144
2017-10-22,145
2017-10-23,140
2017-10-24,136
2017-10-25,129
2017-10-26,127
2017-10-27,132
2017-10-28,137
2017-10-29,139
2017-10-30,134
2017-10-31,130
2017-11-01,127
2017-11-02,125
2017-11-03,124
2017-11-04,122
2017-11-05,119
2017-11-06,119
2017-11-07,117
2017-11-08,117
2017-11-09,118
2017-11-10,115
2017-11-11,115
2017-11-12,120
2017-11-13,124
2017-11-14,129
2017-11-15,127
2017-11-16,123
2017-11-17,118
2017-11-18,115
2017-11-19,110
2017-11-20,104
2017-11-21,98
2017-11-22,102
2017-11-23,100
2017-11-24,103
2017-11-25,109
2017-11-26,112
2017-11-27,114
2017-11-28,118
2017-11-29,120
2017-11-30,122
2017-12-01,120
2017-12-02,119
2017-12-03,118
2017-12-04,117
2017-12-05,116
2017-12-06,115
2017-12-07,114
2017-12-08,116
2017-12-09,116
2017-12-10,115
2017-12-11,117
2017-12-12,116
2017-12-13,117
2017-12-14,116
2017-12-15,115
2017-12-16,112
2017-12-17,108
2017-12-18,108
2017-12-19,105
2017-12-20,103
2017-12-21,103
2017-12-22,104
2017-12-23,104
2017-12-24,104
2017-12-25,101
2017-12-26,102
2017-12-27,101
2017-12-28,105
2017-12-29,106
2017-12-30,108
2017-12-31,104
2018-01-01,105
2018-01-02,106
2018-01-03,107
2018-01-04,108
2018-01-05,109
2018-01-06,109
2018-01-07,108
2018-01-08,108
2018-01-09,108
2018-01-10,108
2018-01-11,106
2018-01-12,108
2018-01-13,111
2018-01-14,114
2018-01-15,118
2018-01-16,118
2018-01-17,116
2018-01-18,114
2018-01-19,114
2018-01-20,114
2018-01-21,114
2018-01-22,113
2018-01-23,114
2018-01-24,112
2018-01-25,114
2018-01-26,115
2018-01-27,116
2018-01-28,114
2018-01-29,113
2018-01-30,113
2018-02-01,114
2018-02-02,114
2018-02-03,114
2018-02-04,114
2018-02-05,114
2018-02-06,116
2018-02-07,115
2018-02-08,116
2018-02-09,116
2018-02-10,116
2018-02-11,114
2018-02-12,114
2018-02-13,115
2018-02-14,114
2018-02-15,115
2018-02-16,115
2018-02-17,116
2018-02-18,116
2018-02-19,115
2018-02-20,116
2018-02-21,114
2018-02-22,116
2018-02-23,115
2018-02-24,116
2018-02-25,116
2018-02-26,116
2018-02-27,115
2018-02-28,116
2018-03-01,116
2018-03-02,116
2018-03-03,114
2018-03-04,116
2018-03-05,116
2018-03-06,116
2018-03-07,116
2018-03-08,115
2018-03-09,116
2018-03-10,116
2018-03-11,116
2018-03-12,116
2018-03-13,114
2018-03-14,112
2018-03-15,113
2018-03-16,114
2018-03-17,113
2018-03-18,114
2018-03-19,115
2018-03-20,118
2018-03-21,124
2018-03-23,118
2018-03-24,117
2018-03-26,116
2018-03-27,113
2018-03-28,115
2018-03-29,116
2018-03-30,116
2018-03-31,116
2018-04-01,113
2018-04-02,113
2018-04-03,114
2018-04-04,115
2018-04-05,116
2018-04-06,115
2018-04-08,115
2018-04-09,114
2018-04-10,113
2018-04-11,112
2018-04-12,114
2018-04-13,114
2018-04-14,114
2018-04-16,113
2018-04-17,113
2018-04-18,114
2018-04-19,114
2018-04-20,113
2018-04-21,115
2018-04-22,113
2018-04-23,114
2018-04-24,114
2018-04-25,113
2018-04-26,113
2018-04-27,114
2018-04-28,114
2018-04-29,113
2018-04-30,111
2018-05-01,110
2018-05-02,110
2018-05-03,109
2018-05-04,109
2018-05-05,108
2018-05-06,106
2018-05-07,108
2018-05-08,107
2018-05-09,108
2018-05-10,107
2018-05-11,108
2018-05-12,108
2018-05-13,107
2018-05-14,106
2018-05-15,105
2018-05-16,105
2018-05-17,105
2018-05-18,105
2018-05-19,101
2018-05-20,99
2018-05-21,98
2018-05-22,94
2018-05-23,93
2018-05-24,94
2018-05-25,95
2018-05-26,95
2018-05-27,92
2018-05-28,92
2018-05-29,93
2018-05-30,89
2018-05-31,86
2018-06-01,84
2018-06-02,83
2018-06-03,86
2018-06-04,89
2018-06-05,93
2018-06-06,96
2018-06-07,97
2018-06-08,96
2018-06-09,99
2018-06-10,103
2018-06-11,106
2018-06-12,105
2018-06-13,106
2018-06-14,108
2018-06-15,108
2018-06-16,109
2018-06-17,110
2018-06-18,108
2018-06-19,106
2018-06-20,107
2018-06-21,107
2018-06-22,108
2018-06-23,110
2018-06-24,110
2018-06-25,109
2018-06-26,109
2018-06-27,108
2018-06-28,108
2018-06-29,108
2018-06-30,107
2018-07-01,107
2018-07-02,109
2018-07-03,113
2018-07-04,117
2018-07-05,121
2018-07-06,126
2018-07-07,131
2018-07-08,135
2018-07-09,138
2018-07-10,140
2018-07-11,141
2018-07-12,141
2018-07-13,149
2018-07-14,149
2018-07-15,142
2018-07-16,140
2018-07-17,139
2018-07-18,138
2018-07-19,138
2018-07-20,139
2018-07-21,137
2018-07-22,138
2018-07-23,138
2018-07-24,139
2018-07-25,140
2018-07-26,138
2018-07-27,139
2018-07-28,141
2018-07-29,149
2018-07-30,157
2018-07-31,165
2018-08-01,174
2018-08-02,181
2018-08-03,185
2018-08-04,190
2018-08-05,198
2018-08-06,206
2018-08-07,215
2018-08-08,223
2018-08-09,231
2018-08-10,227
2018-08-11,221
2018-08-12,210
2018-08-14,189
2018-08-16,180
2018-08-17,175
2018-08-18,174
2018-08-19,176
2018-08-20,169
2018-08-21,170
2018-08-22,170
2018-08-23,169
2018-08-24,169
2018-08-25,174
2018-08-26,182
2018-08-27,191
2018-08-28,196
2018-08-29,205
2018-08-30,216
2018-08-31,227
2018-09-01,238
2018-09-02,250
2018-09-03,256
2018-09-04,264
2018-09-05,270
2018-09-06,275
2018-09-07,278
2018-09-08,278
2018-09-09,284
2018-09-10,289
2018-09-11,281
2018-09-12,272
2018-09-13,268
2018-09-14,264
2018-09-15,264
2018-09-16,265
2018-09-17,262
2018-09-18,262
2018-09-19,261
2018-09-20,265
2018-09-21,268
2018-09-22,273
2018-09-23,279
2018-09-24,286
2018-09-25,297
2018-09-26,294
2018-09-27,296
2018-09-28,302
2018-09-29,302
2018-09-30,302
2018-10-02,287
2018-10-03,277
2018-10-04,271
2018-10-05,269
2018-10-06,276
2018-10-07,277
2018-10-08,280
2018-10-09,282
2018-10-10,276
2018-10-11,276
2018-10-12,273
2018-10-13,270
2018-10-14,282
2018-10-15,297
2018-10-16,312
2018-10-17,328
2018-10-18,345
2018-10-19,337
2018-10-20,322
2018-10-21,305
2018-10-22,289
2018-10-23,274
2018-10-24,260
2018-10-25,247
2018-10-26,242
2018-10-27,244
2018-10-28,245
2018-10-29,252
2018-10-30,246
2018-10-31,239
2018-11-01,235
2018-11-03,231
2018-11-04,226
2018-11-05,223
2018-11-06,216
2018-11-07,205
2018-11-08,194
2018-11-09,188
2018-11-10,180
2018-11-11,174
2018-11-12,167
2018-11-13,159
2018-11-14,155
2018-11-15,150
2018-11-16,150
2018-11-17,156
2018-11-18,155
2018-11-19,162
2018-11-20,166
2018-11-21,169
2018-11-22,170
2018-11-23,175
2018-11-24,175
2018-11-25,166
2018-11-26,157
2018-11-27,151
2018-11-28,148
2018-11-29,148
2018-12-01,145
2018-12-02,141
2018-12-03,141
2018-12-05,137
2018-12-07,128
2018-12-09,118
2018-12-10,114
2018-12-11,116
2018-12-12,117
2018-12-13,112
2018-12-14,112
2018-12-15,112
2018-12-16,110
2018-12-17,108
2018-12-18,103
2018-12-19,99
2018-12-20,99
2018-12-21,98
2018-12-22,96
2018-12-23,96
2018-12-24,95
2018-12-25,99
2018-12-26,99
2018-12-27,99
2018-12-28,103
2018-12-29,107
2018-12-30,109
2018-12-31,114
2019-01-01,120
2019-01-02,125
2019-01-03,126
2019-01-04,123
2019-01-05,118
2019-01-06,117
2019-01-08,120
2019-01-10,126
2019-01-11,127
2019-01-12,134
2019-01-13,139
2019-01-14,145
2019-01-15,153
2019-01-16,159
2019-01-17,164
2019-01-18,168
2019-01-19,161
2019-01-20,157
2019-01-21,155
2019-01-22,155
2019-01-23,161
2019-01-24,160
2019-01-25,160
2019-01-26,164
2019-01-27,168
2019-01-28,168
2019-01-29,174
2019-01-30,180
2019-01-31,178
2019-02-01,175
2019-02-02,177
2019-02-03,182
2019-02-04,183
2019-02-05,182
2019-02-06,178
2019-02-07,171
2019-02-08,163
2019-02-09,157
2019-02-10,154
2019-02-11,151
2019-02-12,147
2019-02-13,141
2019-02-14,133
2019-02-15,126
2019-02-16,121
2019-02-17,118
2019-02-18,114
2019-02-19,112
2019-02-20,109
2019-02-21,106
2019-02-22,107
2019-02-23,106
2019-02-24,107
2019-02-25,108
2019-02-26,109
2019-02-27,114
2019-02-28,118
2019-03-01,124
2019-03-02,128
2019-03-03,131
2019-03-04,138
2019-03-05,145
2019-03-06,148
2019-03-07,144
2019-03-08,142
2019-03-09,138
2019-03-10,132
2019-03-11,131
2019-03-12,129
2019-03-13,126
2019-03-14,124
2019-03-15,123
2019-03-16,120
2019-03-17,118
2019-03-18,117
2019-03-19,115
2019-03-20,115
2019-03-21,118
2019-03-22,122
2019-03-23,124
2019-03-24,131
2019-03-25,137
2019-03-26,144
2019-03-27,151
2019-03-28,159
2019-03-29,165
2019-03-30,168
2019-03-31,172
2019-04-01,166
2019-04-02,167
2019-04-03,171
2019-04-04,171
2019-04-05,170
2019-04-06,172
2019-04-07,171
2019-04-08,172
2019-04-09,175
2019-04-10,179
2019-04-11,186
2019-04-12,194
2019-04-13,202
2019-04-14,206
2019-04-15,196
2019-04-16,196
2019-04-17,205
2019-04-18,216
2019-04-19,227
2019-04-20,239
2019-04-21,251
2019-04-22,264
2019-04-23,278
2019-04-24,292
2019-04-25,307
2019-04-26,321
2019-04-27,338
2019-04-28,350
2019-04-29,339
2019-04-30,335
2019-05-01,328
2019-05-02,324
2019-05-03,327
2019-05-04,328
2019-05-05,333
2019-05-06,322
2019-05-07,306
2019-05-08,291
2019-05-09,276
2019-05-10,262
2019-05-11,248
2019-05-12,235
2019-05-13,223
2019-05-14,211
2019-05-15,200
2019-05-16,190
2019-05-17,180
2019-05-18,180
2019-05-19,184
2019-05-20,194
2019-05-21,204
2019-05-22,214
2019-05-23,211
2019-05-24,216
2019-05-25,225
2019-05-26,232
2019-05-27,229
2019-05-28,219
2019-05-29,223
2019-05-30,228
2019-05-31,232
2019-06-01,234
2019-06-02,244
2019-06-03,257
2019-06-04,270
2019-06-05,266
2019-06-06,254
2019-06-07,248
2019-06-08,249
2019-06-09,253
2019-06-10,248
2019-06-11,242
2019-06-12,236
2019-06-13,225
2019-06-14,214
2019-06-15,210
2019-06-16,208
2019-06-17,204
2019-06-18,207
2019-06-19,204
2019-06-20,199
2019-06-21,199
2019-06-22,197
2019-06-23,195
2019-06-24,193
2019-06-25,193
2019-06-26,194
2019-06-27,198
2019-06-28,200
2019-06-29,208
2019-06-30,217
2019-07-01,224
2019-07-02,234
2019-07-03,242
2019-07-04,248
2019-07-05,255
2019-07-06,265
2019-07-07,272
2019-07-08,273
2019-07-09,272
2019-07-10,284
2019-07-11,299
2019-07-12,309
2019-07-13,325
2019-07-14,310
2019-07-15,294
2019-07-16,279
2019-07-17,267
2019-07-18,259
2019-07-19,251
2019-07-20,246
2019-07-21,240
2019-07-22,237
2019-07-23,232
2019-07-24,225
2019-07-25,215
2019-07-26,204
2019-07-27,201
2019-07-28,201
2019-07-29,195
2019-07-30,200
2019-07-31,197
2019-08-01,190
2019-08-02,197
2019-08-03,203
2019-08-04,212
2019-08-05,210
2019-08-06,207
2019-08-07,212
2019-08-08,215
2019-08-09,215
2019-08-10,217
2019-08-11,215
2019-08-12,212
2019-08-13,201
2019-08-14,200
2019-08-15,201
2019-08-16,204
2019-08-17,208
2019-08-18,206
2019-08-19,204
2019-08-20,199
2019-08-21,202
2019-08-22,201
2019-08-23,205
2019-08-24,203
2019-08-24,203
2019-08-25,203
2019-08-25,203
2019-08-26,205
2019-08-26,205
2019-08-27,207
2019-08-27,207
2019-08-28,208
2019-08-29,210
2019-08-30,214
2019-08-31,220
2019-09-01,224
2019-09-02,227
2019-09-03,227
2019-09-04,231
2019-09-05,233
2019-09-06,232
2019-09-07,226
