date_obj,Rune%20knife price
2019-07-21,250
2019-07-22,246
2019-07-23,246
2019-07-24,248
2019-07-25,245
2019-07-26,241
2019-07-27,229
2019-07-28,221
2019-07-29,214
2019-07-30,215
2019-07-31,212
2019-08-01,207
2019-08-02,199
2019-08-03,195
2019-08-04,189
2019-08-05,196
2019-08-06,206
2019-08-07,212
2019-08-08,205
2019-08-09,206
2019-08-10,210
2019-08-11,208
2019-08-12,205
2019-08-13,202
2019-08-14,202
2019-08-15,204
2019-08-16,206
2019-08-17,207
2019-08-18,210
2019-08-19,211
2019-08-20,208
2019-08-21,211
2019-08-22,215
2019-08-23,221
2019-08-24,219
2019-08-24,219
2019-08-25,218
2019-08-25,218
2019-08-26,221
2019-08-26,221
2019-08-27,231
2019-08-27,231
2019-08-28,237
2019-08-29,241
2019-08-30,237
2019-08-31,234
2019-09-01,238
2019-09-02,244
2019-09-03,235
2019-09-04,230
2019-09-05,227
2019-09-06,232
2019-09-07,234
2019-09-08,236
2019-09-09,232
2019-09-10,234
2019-09-11,238
2019-09-12,237
2019-09-13,246
2019-09-14,251
2019-09-15,252
2019-09-16,258
2019-09-17,266
2019-09-18,271
2019-09-19,276
2019-09-20,278
2019-09-21,284
2019-09-22,298
2019-09-23,312
2019-09-24,328
2019-09-25,331
2019-09-26,330
2019-09-27,326
2019-09-28,317
2019-09-29,308
2019-09-30,303
2019-10-01,294
2019-10-02,287
2019-10-03,279
2019-10-04,275
2019-10-05,270
2019-10-06,272
2019-10-07,277
2019-10-08,274
2019-10-09,274
2019-10-10,281
2019-10-11,282
2019-10-12,276
2019-10-13,272
2019-10-14,275
2019-10-15,282
2019-10-16,282
2019-10-17,282
2019-10-18,275
2019-10-19,265
2019-10-20,253
2019-10-21,241
2019-10-22,241
2019-10-23,241
2019-10-24,251
2019-10-25,255
2019-10-26,255
2019-10-27,254
2019-10-28,247
2019-10-29,245
2019-10-30,245
2019-10-31,256
2019-11-01,258
2019-11-02,263
2019-11-03,269
2019-11-04,276
2019-11-05,275
2019-11-06,271
2019-11-07,273
2019-11-08,280
2019-11-09,287
2019-11-10,296
2019-11-11,311
2019-11-12,327
2019-11-13,332
2019-11-14,333
2019-11-15,338
2019-11-16,347
2019-11-17,365
2019-11-18,382
2019-11-19,402
2019-11-20,423
2019-11-21,445
2019-11-22,468
2019-11-23,475
2019-11-24,484
2019-11-25,501
2019-11-26,514
2019-11-27,534
2019-11-28,519
2019-11-29,495
2019-11-30,484
2019-12-01,502
2019-12-02,495
2019-12-03,484
2019-12-04,480
2019-12-05,475
2019-12-06,464
2019-12-07,457
2019-12-08,475
2019-12-09,472
2019-12-10,458
2019-12-11,440
2019-12-12,418
2019-12-13,403
2019-12-14,391
2019-12-15,398
2019-12-16,409
2019-12-17,404
2019-12-18,410
2019-12-19,406
2019-12-20,401
2019-12-21,407
2019-12-22,394
2019-12-23,386
2019-12-24,390
2019-12-25,387
2019-12-26,395
2019-12-27,415
2019-12-28,430
2019-12-29,440
2019-12-30,453
2019-12-31,469
2020-01-01,474
2020-01-02,488
2020-01-03,502
2020-01-04,512
2020-01-05,516
2020-01-06,502
2020-01-07,486
2020-01-08,481
2020-01-09,480
2020-01-10,473
2020-01-11,458
2020-01-12,447
2020-01-13,435
2020-01-14,438
2020-01-15,438
2020-01-16,427
2020-01-17,413
2020-01-18,418
2020-01-19,430
2020-01-20,440
2020-01-21,447
2020-01-22,458
2020-01-23,450
2020-01-24,441
2020-01-25,427
2020-01-26,424
2020-01-27,422
2020-01-28,408
2020-01-29,394
2020-01-30,377
2020-01-31,363
2020-02-01,363
2020-02-02,358
2020-02-03,343
2020-02-04,346
2020-02-05,347
2020-02-06,331
2020-02-07,336
2020-02-08,343
2020-02-09,350
2020-02-10,352
2020-02-11,348
2020-02-12,352
2020-02-13,346
2020-02-14,340
2020-02-15,329
2020-02-16,327
2020-02-17,332
2020-02-18,343
2020-02-19,346
2020-02-20,342
2020-02-21,333
2020-02-22,334
2020-02-23,330
2020-02-24,331
2020-02-25,336
2020-02-26,348
2020-02-27,354
2020-02-28,345
2020-02-29,342
2020-03-01,341
2020-03-02,338
2020-03-03,332
2020-03-04,340
2020-03-05,342
2020-03-06,346
2020-03-07,340
2020-03-08,341
2020-03-09,347
2020-03-10,337
2020-03-11,332
2020-03-12,326
2020-03-13,329
2020-03-14,333
2020-03-15,330
2020-03-16,334
2020-03-17,334
2020-03-18,331
2020-03-19,339
2020-03-20,347
2020-03-21,355
2020-03-22,358
2020-03-23,360
2020-03-24,373
2020-03-25,386
2020-03-26,381
2020-03-27,369
2020-03-28,364
2020-03-29,359
2020-03-30,349
2020-03-31,343
2020-04-01,341
2020-04-02,347
2020-04-03,352
2020-04-04,354
2020-04-05,356
2020-04-06,351
2020-04-07,356
2020-04-08,354
2020-04-09,349
2020-04-10,348
2020-04-11,338
2020-04-12,338
2020-04-13,341
2020-04-14,349
2020-04-15,345
2020-04-16,352
2020-04-17,356
2020-04-18,355
2020-04-19,362
2020-04-20,378
2020-04-21,392
2020-04-22,408
2020-04-23,426
2020-04-24,418
2020-04-25,410
2020-04-26,394
2020-04-27,378
2020-04-28,373
2020-04-29,364
2020-04-30,365
2020-05-01,361
2020-05-02,365
2020-05-03,369
2020-05-04,377
2020-05-05,371
2020-05-06,370
2020-05-07,371
2020-05-08,371
2020-05-09,365
2020-05-10,368
2020-05-11,365
2020-05-12,365
2020-05-13,373
