date_obj,Rune%20knife price
2015-03-26,866
2015-03-27,888
2015-03-28,875
2015-03-29,887
2015-03-30,923
2015-03-31,940
2015-04-01,929
2015-04-02,916
2015-04-03,907
2015-04-04,918
2015-04-05,889
2015-04-06,889
2015-04-07,912
2015-04-08,957
2015-04-09,989
2015-04-10,1037
2015-04-11,1060
2015-04-12,1046
2015-04-13,1032
2015-04-14,1036
2015-04-15,1038
2015-04-16,1042
2015-04-17,1095
2015-04-18,1147
2015-04-19,1198
2015-04-20,1253
2015-04-21,1275
2015-04-22,1270
2015-04-23,1321
2015-04-24,1340
2015-04-25,1364
2015-04-26,1377
2015-04-27,1361
2015-04-28,1294
2015-04-29,1263
2015-04-30,1204
2015-05-01,1166
2015-05-02,1182
2015-05-03,1221
2015-05-04,1195
2015-05-05,1210
2015-05-06,1225
2015-05-07,1255
2015-05-08,1262
2015-05-09,1254
2015-05-10,1213
2015-05-11,1216
2015-05-12,1211
2015-05-13,1212
2015-05-14,1207
2015-05-15,1221
2015-05-16,1180
2015-05-17,1170
2015-05-18,1152
2015-05-19,1152
2015-05-20,1108
2015-05-21,1098
2015-05-22,1051
2015-05-23,1049
2015-05-24,1035
2015-05-25,1066
2015-05-26,1096
2015-05-27,1148
2015-05-28,1153
2015-05-29,1185
2015-05-30,1143
2015-05-31,1120
2015-06-01,1118
2015-06-02,1107
2015-06-03,1095
2015-06-04,1087
2015-06-05,1074
2015-06-06,1053
2015-06-07,1045
2015-06-08,1068
2015-06-09,1092
2015-06-10,1093
2015-06-11,1126
2015-06-12,1122
2015-06-13,1099
2015-06-14,1058
2015-06-15,1040
2015-06-16,1045
2015-06-17,1072
2015-06-18,1057
2015-06-19,1028
2015-06-20,1040
2015-06-21,1072
2015-06-22,1113
2015-06-23,1119
2015-06-24,1129
2015-06-25,1102
2015-06-26,1071
2015-06-27,1061
2015-06-28,1085
2015-06-29,1121
2015-06-30,1170
2015-07-01,1151
2015-07-02,1139
2015-07-03,1191
2015-07-04,1251
2015-07-05,1300
2015-07-06,1281
2015-07-07,1255
2015-07-08,1195
2015-07-09,1201
2015-07-10,1218
2015-07-11,1163
2015-07-12,1104
2015-07-13,1092
2015-07-14,1127
2015-07-15,1176
2015-07-16,1219
2015-07-17,1273
2015-07-18,1251
2015-07-19,1242
2015-07-20,1293
2015-07-21,1351
2015-07-22,1401
2015-07-23,1456
2015-07-24,1490
2015-07-25,1450
2015-07-26,1484
2015-07-27,1497
2015-07-28,1480
2015-07-29,1540
2015-07-30,1578
2015-07-31,1526
2015-08-01,1564
2015-08-02,1638
2015-08-03,1691
2015-08-04,1701
2015-08-05,1624
2015-08-06,1545
2015-08-07,1586
2015-08-08,1591
2015-08-09,1567
2015-08-10,1516
2015-08-11,1564
2015-08-12,1585
2015-08-13,1533
2015-08-14,1555
2015-08-15,1608
2015-08-16,1553
2015-08-17,1541
2015-08-18,1533
2015-08-19,1524
2015-08-20,1526
2015-08-21,1489
2015-08-22,1431
2015-08-23,1413
2015-08-24,1343
2015-08-25,1310
2015-08-26,1312
2015-08-27,1333
2015-08-28,1306
2015-08-29,1338
2015-08-30,1294
2015-08-31,1248
2015-09-01,1243
2015-09-02,1249
2015-09-03,1209
2015-09-04,1187
2015-09-05,1128
2015-09-06,1101
2015-09-07,1154
2015-09-08,1197
2015-09-09,1188
2015-09-10,1133
2015-09-11,1127
2015-09-12,1160
2015-09-13,1175
2015-09-14,1190
2015-09-15,1202
2015-09-16,1182
2015-09-17,1150
2015-09-18,1164
2015-09-19,1167
2015-09-20,1153
2015-09-21,1171
2015-09-22,1155
2015-09-23,1143
2015-09-24,1181
2015-09-25,1186
2015-09-27,1195
2015-09-28,1224
2015-09-29,1238
2015-09-30,1270
2015-10-05,1255
2015-10-06,1210
2015-10-07,1233
2015-10-08,1250
2015-10-09,1231
2015-10-10,1206
2015-10-11,1198
2015-10-12,1159
2015-10-13,1171
2015-10-14,1156
2015-10-15,1196
2015-10-16,1204
2015-10-17,1230
2015-10-18,1289
2015-10-19,1297
2015-10-20,1354
2015-10-22,1333
2015-10-23,1351
2015-10-24,1353
2015-10-25,1364
2015-10-26,1358
2015-10-27,1352
2015-10-29,1426
2015-10-30,1458
2015-10-31,1425
2015-11-01,1357
2015-11-02,1408
2015-11-03,1469
2015-11-04,1489
2015-11-05,1547
2015-11-06,1625
2015-11-07,1707
2015-11-08,1773
2015-11-09,1802
2015-11-10,1789
2015-11-11,1738
2015-11-12,1681
2015-11-13,1664
2015-11-14,1636
2015-11-15,1612
2015-11-16,1571
2015-11-17,1545
2015-11-18,1550
2015-11-19,1502
2015-11-20,1496
2015-11-21,1478
2015-11-22,1459
2015-11-23,1441
2015-11-24,1425
2015-11-25,1435
2015-11-26,1442
2015-11-27,1452
2015-11-28,1472
2015-11-29,1436
2015-11-30,1450
2015-12-01,1483
2015-12-02,1536
2015-12-03,1562
2015-12-04,1579
2015-12-05,1535
2015-12-06,1547
2015-12-07,1611
2015-12-08,1616
2015-12-09,1634
2015-12-10,1576
2015-12-11,1565
2015-12-12,1539
2015-12-13,1471
2015-12-14,1479
2015-12-15,1500
2015-12-16,1521
2015-12-17,1532
2015-12-18,1532
2015-12-19,1506
2015-12-20,1498
2015-12-21,1516
2015-12-22,1511
2015-12-23,1554
2015-12-24,1564
2015-12-25,1547
2015-12-26,1596
2015-12-27,1670
2015-12-28,1600
2015-12-29,1584
2015-12-30,1643
2015-12-31,1658
2016-01-01,1680
2016-01-02,1699
2016-01-03,1692
2016-01-04,1683
2016-01-05,1649
2016-01-06,1659
2016-01-07,1609
2016-01-08,1590
2016-01-09,1594
2016-01-10,1583
2016-01-11,1521
2016-01-12,1477
2016-01-13,1471
2016-01-14,1451
2016-01-15,1436
2016-01-16,1416
2016-01-17,1456
2016-01-18,1519
2016-01-19,1590
2016-01-20,1582
2016-01-21,1502
2016-01-22,1445
2016-01-23,1431
2016-01-24,1432
2016-01-25,1391
2016-01-26,1358
2016-01-27,1365
2016-01-28,1344
2016-01-29,1329
2016-01-30,1324
2016-01-31,1317
2016-02-01,1295
2016-02-02,1310
2016-02-03,1324
2016-02-04,1346
2016-02-05,1337
2016-02-06,1329
2016-02-07,1328
2016-02-08,1308
2016-02-09,1302
2016-02-10,1312
2016-02-11,1341
2016-02-12,1352
2016-02-13,1400
2016-02-14,1385
2016-02-15,1423
2016-02-16,1469
2016-02-17,1417
2016-02-18,1353
2016-02-19,1310
2016-02-20,1288
2016-02-21,1313
2016-02-22,1312
2016-02-23,1336
2016-02-24,1358
2016-02-25,1358
2016-02-26,1348
2016-02-27,1333
2016-02-28,1302
2016-02-29,1264
2016-03-01,1212
2016-03-02,1219
2016-03-03,1204
2016-03-04,1183
2016-03-05,1192
2016-03-06,1223
2016-03-07,1223
2016-03-08,1217
2016-03-09,1229
2016-03-10,1220
2016-03-11,1195
2016-03-12,1189
2016-03-13,1200
2016-03-14,1199
2016-03-15,1215
2016-03-16,1221
2016-03-17,1226
2016-03-18,1213
2016-03-19,1188
2016-03-20,1170
2016-03-21,1179
2016-03-22,1189
2016-03-23,1210
2016-03-24,1233
2016-03-25,1224
2016-03-26,1220
2016-03-27,1231
2016-03-28,1217
2016-03-29,1212
2016-03-30,1215
2016-03-31,1242
2016-04-01,1236
2016-04-02,1210
2016-04-03,1192
2016-04-04,1183
2016-04-05,1178
2016-04-06,1145
2016-04-07,1096
2016-04-08,1070
2016-04-09,1117
2016-04-10,1160
2016-04-11,1198
2016-04-12,1249
2016-04-13,1218
2016-04-14,1202
2016-04-15,1189
2016-04-16,1176
2016-04-17,1185
2016-04-18,1187
2016-04-19,1177
2016-04-20,1181
2016-04-21,1170
2016-04-22,1158
2016-04-23,1132
2016-04-24,1133
2016-04-25,1151
2016-04-26,1166
2016-04-27,1147
2016-04-28,1120
2016-04-29,1078
2016-04-30,1089
2016-05-01,1103
2016-05-02,1110
2016-05-03,1148
2016-05-04,1097
2016-05-05,1093
2016-05-06,1098
2016-05-07,1086
2016-05-08,1087
2016-05-09,1111
2016-05-10,1161
2016-05-11,1184
2016-05-12,1160
2016-05-13,1183
2016-05-14,1164
2016-05-15,1193
2016-05-16,1202
2016-05-17,1195
2016-05-18,1194
2016-05-19,1194
2016-05-22,1244
2016-05-23,1239
2016-05-24,1211
2016-05-25,1241
2016-05-26,1296
2016-05-27,1273
2016-05-28,1261
2016-05-29,1263
2016-05-30,1258
2016-05-31,1257
2016-06-01,1275
2016-06-02,1260
2016-06-03,1257
2016-06-04,1241
2016-06-05,1233
2016-06-06,1231
2016-06-07,1192
2016-06-08,1191
2016-06-09,1177
2016-06-10,1147
2016-06-11,1102
2016-06-12,1072
2016-06-13,1065
2016-06-14,1065
2016-06-15,1069
2016-06-16,1076
2016-06-17,1113
2016-06-18,1101
2016-06-19,1053
2016-06-20,1037
2016-06-21,1020
2016-06-22,1031
2016-06-23,1025
2016-06-24,1007
2016-06-25,990
2016-06-26,963
2016-06-27,934
2016-06-28,887
2016-06-29,842
2016-06-30,803
2016-07-01,817
2016-07-02,844
2016-07-03,887
2016-07-04,918
2016-07-05,897
2016-07-06,877
2016-07-07,858
2016-07-08,886
2016-07-09,872
2016-07-10,893
2016-07-11,879
2016-07-12,882
2016-07-13,866
2016-07-14,855
2016-07-15,839
2016-07-16,846
2016-07-17,844
2016-07-18,833
2016-07-23,796
2016-07-24,822
2016-07-25,824
2016-07-26,830
2016-07-27,828
2016-07-28,819
2016-07-29,816
2016-07-30,801
2016-07-31,806
2016-08-01,806
2016-08-02,806
2016-08-03,813
2016-08-04,810
2016-08-05,828
2016-08-06,810
2016-08-07,807
2016-08-08,823
2016-08-09,811
2016-08-10,820
2016-08-11,810
2016-08-12,791
2016-08-13,772
2016-08-14,774
2016-08-15,776
2016-08-16,764
2016-08-17,762
2016-08-18,759
2016-08-19,772
2016-08-20,752
2016-08-21,742
2016-08-22,745
2016-08-23,763
2016-08-24,759
2016-08-25,735
2016-08-26,740
2016-08-28,775
2016-08-31,748
2016-09-01,725
2016-09-02,721
2016-09-03,719
2016-09-04,724
2016-09-05,722
2016-09-06,727
2016-09-07,753
2016-09-08,737
2016-09-09,727
2016-09-10,726
2016-09-11,736
2016-09-12,720
2016-09-13,712
2016-09-14,729
2016-09-15,751
2016-09-16,743
2016-09-17,756
2016-09-18,765
2016-09-19,769
2016-09-20,767
2016-09-21,769
2016-09-22,771
2016-09-23,796
2016-09-24,836
2016-09-25,874
2016-09-26,844
2016-09-27,825
2016-09-28,820
2016-09-29,807
2016-09-30,795
2016-10-01,785
2016-10-02,801
2016-10-03,789
2016-10-04,781
2016-10-05,777
2016-10-06,777
2016-10-07,804
2016-10-08,781
2016-10-09,787
2016-10-10,787
2016-10-11,801
2016-10-12,838
2016-10-13,861
2016-10-14,847
2016-10-15,837
2016-10-16,850
2016-10-17,881
2016-10-18,895
2016-10-19,871
2016-10-20,867
2016-10-21,870
2016-10-22,860
2016-10-23,862
2016-10-24,864
2016-10-25,871
2016-10-26,866
2016-10-27,869
2016-10-28,900
2016-10-29,924
2016-10-30,942
2016-10-31,978
2016-11-01,976
2016-11-02,982
2016-11-03,985
2016-11-04,981
2016-11-05,961
2016-11-06,934
2016-11-07,921
2016-11-08,916
2016-11-09,907
2016-11-10,885
2016-11-11,867
2016-11-12,849
2016-11-13,846
2016-11-14,837
2016-12-08,813
2016-12-09,811
2016-12-10,801
2016-12-11,784
2016-12-12,783
2016-12-13,787
2016-12-14,779
2016-12-15,773
2016-12-16,778
2016-12-17,777
2016-12-18,752
2016-12-19,755
2016-12-20,762
2016-12-21,757
2016-12-22,758
2016-12-23,759
2016-12-24,751
2016-12-25,749
2016-12-26,743
2016-12-27,745
2016-12-28,754
2016-12-29,761
2016-12-30,758
2016-12-31,755
2017-01-01,750
2017-01-02,746
2017-01-03,740
2017-01-04,722
2017-01-05,689
2017-01-06,662
2017-01-07,643
2017-01-08,670
2017-01-09,693
2017-01-10,705
2017-01-11,709
2017-01-12,719
2017-01-13,738
2017-01-14,715
2017-01-15,728
2017-01-16,732
2017-01-17,715
2017-01-18,701
2017-01-19,703
2017-01-20,695
2017-01-21,691
2017-01-22,701
2017-01-27,740
2017-01-28,741
2017-01-29,744
2017-01-30,728
2017-01-31,721
2017-02-01,703
2017-02-02,694
2017-02-03,695
2017-02-04,689
2017-02-05,696
2017-02-06,721
2017-02-07,713
2017-02-08,700
2017-02-09,688
2017-02-10,674
2017-02-11,677
2017-02-12,692
2017-02-13,686
2017-02-14,677
2017-02-15,676
2017-02-16,671
2017-02-18,667
2017-02-19,669
2017-02-20,695
2017-02-21,717
2017-02-22,702
2017-02-23,690
2017-02-24,698
2017-02-25,686
2017-02-26,683
2017-02-27,677
2017-02-28,685
2017-03-01,698
2017-03-02,700
2017-03-03,712
2017-03-04,724
2017-03-05,718
2017-03-06,719
2017-03-07,737
2017-03-08,728
2017-03-09,731
2017-03-10,715
2017-03-11,732
2017-03-12,730
2017-03-13,763
2017-03-14,794
2017-03-15,785
2017-03-16,777
2017-03-17,769
2017-03-18,792
2017-03-19,779
2017-03-20,801
2017-03-21,794
2017-03-22,808
2017-03-23,841
2017-03-24,853
2017-03-25,851
2017-03-26,854
2017-03-27,818
2017-03-28,798
2017-03-29,767
2017-03-30,743
2017-03-31,748
2017-04-01,766
2017-04-02,760
2017-04-03,770
2017-04-04,783
2017-04-12,807
2017-04-13,813
2017-04-14,853
2017-04-15,849
2017-04-16,836
2017-04-17,814
2017-04-18,804
2017-04-19,799
2017-04-20,790
2017-04-21,788
2017-04-22,811
2017-04-23,795
2017-04-24,792
2017-04-25,791
2017-04-26,806
2017-04-27,796
2017-04-28,801
2017-04-29,784
2017-04-30,788
2017-05-01,783
2017-05-02,780
2017-05-03,758
2017-05-04,767
2017-05-05,764
2017-05-06,761
2017-05-07,761
2017-05-08,767
2017-05-09,752
2017-05-10,714
2017-05-11,700
2017-05-12,694
2017-05-13,697
2017-05-14,700
2017-05-15,710
2017-05-16,724
2017-05-17,717
2017-05-18,711
2017-05-19,685
2017-05-20,691
2017-05-21,695
2017-05-22,689
2017-05-23,704
2017-05-24,684
2017-05-25,657
2017-05-26,670
2017-05-27,663
2017-05-28,641
2017-05-29,632
2017-05-30,603
2017-05-31,604
2017-06-01,580
2017-06-02,554
2017-06-03,539
2017-06-06,495
2017-06-07,515
2017-06-08,535
2017-06-09,540
2017-06-10,546
2017-06-11,537
2017-06-12,522
2017-06-13,507
2017-06-14,493
2017-06-15,483
2017-06-16,469
2017-06-17,477
2017-06-18,493
2017-06-19,508
2017-06-20,508
2017-06-21,526
2017-06-22,520
2017-06-23,510
2017-06-24,498
2017-06-25,505
2017-06-26,493
2017-06-27,469
2017-06-28,469
2017-06-29,468
2017-06-30,470
2017-07-01,455
2017-07-02,447
2017-07-03,436
2017-07-04,430
2017-07-05,440
2017-07-06,442
2017-07-07,453
2017-07-08,469
2017-07-13,569
2017-07-14,584
2017-07-15,606
2017-07-16,595
2017-07-17,567
2017-07-18,542
2017-07-19,519
2017-07-20,498
2017-07-21,482
2017-07-22,462
2017-07-23,464
2017-07-24,476
2017-07-25,488
2017-07-26,490
2017-07-27,488
2017-07-28,494
2017-07-29,484
2017-07-30,460
2017-07-31,448
2017-08-01,443
2017-08-02,449
2017-08-03,435
2017-08-04,434
2017-08-05,444
2017-08-06,453
2017-08-09,449
2017-08-10,443
2017-08-11,451
2017-08-12,463
2017-08-13,442
2017-08-14,427
2017-08-15,425
2017-08-17,453
2017-08-18,472
2017-08-19,466
2017-08-20,463
2017-08-21,464
2017-08-22,452
2017-08-23,441
2017-08-24,437
2017-08-25,441
2017-08-26,453
2017-08-27,452
2017-08-28,445
2017-08-29,440
2017-08-30,440
2017-08-31,442
2017-09-01,449
2017-09-02,457
2017-09-03,479
2017-09-04,501
2017-09-05,513
2017-09-06,504
2017-09-07,490
2017-09-08,471
2017-09-09,460
2017-09-10,452
2017-09-11,449
2017-09-12,449
2017-09-13,456
2017-09-14,464
2017-09-15,464
2017-09-16,466
2017-09-17,471
2017-09-19,473
2017-09-20,467
2017-09-21,462
2017-09-22,461
2017-09-23,455
2017-09-24,461
2017-09-25,445
2017-09-26,448
2017-09-27,444
2017-09-28,445
2017-09-29,446
2017-09-30,454
2017-10-01,446
2017-10-02,454
2017-10-03,458
2017-10-04,458
2017-10-05,462
2017-10-06,452
2017-10-07,437
2017-10-08,433
2017-10-09,428
2017-10-10,417
2017-10-11,413
2017-10-12,406
2017-10-13,408
2017-10-14,412
2017-10-15,423
2017-10-16,422
2017-10-17,438
2017-10-18,434
2017-10-19,431
2017-10-20,448
2017-10-21,440
2017-10-22,431
2017-10-23,423
2017-10-24,415
2017-10-25,412
2017-10-26,401
2017-10-27,401
2017-10-28,403
2017-10-29,391
2017-10-30,399
2017-10-31,411
2017-11-01,408
2017-11-02,419
2017-11-03,421
2017-11-04,435
2017-11-05,433
2017-11-06,427
2017-11-07,423
2017-11-08,427
2017-11-09,420
2017-11-10,416
2017-11-11,416
2017-11-12,412
2017-11-13,428
2017-11-14,435
2017-11-15,446
2017-11-16,456
2017-11-17,468
2017-11-18,471
2017-11-19,467
2017-11-20,462
2017-11-21,459
2017-11-22,452
2017-11-23,450
2017-11-24,445
2017-11-25,434
2017-11-26,418
2017-11-27,414
2017-11-28,414
2017-11-29,405
2017-11-30,398
2017-12-01,399
2017-12-02,410
2017-12-03,408
2017-12-04,395
2017-12-05,389
2017-12-06,381
2017-12-07,381
2017-12-08,391
2017-12-09,402
2017-12-10,398
2017-12-11,393
2017-12-12,399
2017-12-13,411
2017-12-14,405
2017-12-15,413
2017-12-16,409
2017-12-17,402
2017-12-18,394
2017-12-19,390
2017-12-20,386
2017-12-21,395
2017-12-22,398
2017-12-23,407
2017-12-24,409
2017-12-25,414
2017-12-26,404
2017-12-27,406
2017-12-28,416
2017-12-29,408
2017-12-30,406
2017-12-31,421
2018-01-01,423
2018-01-02,428
2018-01-03,426
2018-01-04,414
2018-01-05,422
2018-01-06,425
2018-01-07,424
2018-01-08,418
2018-01-09,421
2018-01-10,425
2018-01-11,421
2018-01-12,422
2018-01-13,423
2018-01-14,437
2018-01-15,434
2018-01-16,434
2018-01-17,429
2018-01-18,434
2018-01-19,446
2018-01-20,463
2018-01-21,467
2018-01-22,459
2018-01-23,452
2018-01-24,447
2018-01-25,435
2018-01-26,424
2018-01-27,420
2018-01-28,414
2018-01-29,413
2018-01-30,405
2018-02-01,405
2018-02-02,408
2018-02-03,410
2018-02-04,408
2018-02-05,409
2018-02-06,414
2018-02-07,411
2018-02-08,411
2018-02-09,409
2018-02-10,408
2018-02-11,407
2018-02-12,411
2018-02-13,408
2018-02-14,408
2018-02-15,407
2018-02-16,411
2018-02-17,409
2018-02-18,410
2018-02-19,408
2018-02-20,412
2018-02-21,411
2018-02-22,414
2018-02-23,413
2018-02-24,412
2018-02-25,415
2018-02-26,412
2018-02-27,413
2018-02-28,409
2018-03-01,413
2018-03-02,422
2018-03-03,427
2018-03-04,428
2018-03-05,424
2018-03-06,421
2018-03-07,422
2018-03-08,425
2018-03-09,425
2018-03-10,425
2018-03-11,415
2018-03-12,414
2018-03-13,425
2018-03-14,427
2018-03-15,424
2018-03-16,418
2018-03-17,418
2018-03-18,422
2018-03-19,426
2018-03-20,426
2018-03-21,424
2018-03-23,427
2018-03-24,424
2018-03-26,417
2018-03-27,424
2018-03-28,428
2018-03-29,424
2018-03-30,429
2018-03-31,430
2018-04-01,426
2018-04-02,427
2018-04-03,428
2018-04-04,428
2018-04-05,427
2018-04-06,425
2018-04-08,425
2018-04-09,422
2018-04-10,420
2018-04-11,422
2018-04-12,430
2018-04-13,423
2018-04-14,427
2018-04-15,429
2018-04-16,430
2018-04-17,429
2018-04-18,431
2018-04-19,433
2018-04-20,426
2018-04-21,428
2018-04-22,438
2018-04-23,442
2018-04-24,454
2018-04-25,450
2018-04-26,437
2018-04-27,435
2018-04-28,452
2018-04-29,469
2018-04-30,486
2018-05-01,511
2018-05-02,533
2018-05-03,536
2018-05-04,538
2018-05-05,524
2018-05-06,504
2018-05-07,496
2018-05-08,485
2018-05-09,467
2018-05-10,459
2018-05-11,448
2018-05-12,464
2018-05-13,455
2018-05-14,457
2018-05-15,455
2018-05-16,459
2018-05-17,474
2018-05-18,475
2018-05-19,475
2018-05-20,476
2018-05-21,493
2018-05-22,518
2018-05-23,543
2018-05-24,539
2018-05-25,534
2018-05-26,556
2018-05-27,557
2018-05-28,564
2018-05-29,571
2018-05-30,564
2018-05-31,550
2018-06-01,537
2018-06-02,537
2018-06-03,538
2018-06-04,538
2018-06-05,540
2018-06-06,541
2018-06-07,514
2018-06-08,489
2018-06-09,468
2018-06-10,477
2018-06-11,488
2018-06-12,485
2018-06-13,477
2018-06-14,477
2018-06-15,487
2018-06-16,480
2018-06-17,470
2018-06-18,457
2018-06-19,455
2018-06-20,464
2018-06-21,473
2018-06-22,475
2018-06-23,476
2018-06-24,479
2018-06-25,476
2018-06-26,476
2018-06-27,480
2018-06-28,488
2018-06-29,482
2018-06-30,482
2018-07-01,488
2018-07-02,484
2018-07-03,494
2018-07-04,492
2018-07-05,487
2018-07-06,475
2018-07-07,468
2018-07-08,462
2018-07-09,463
2018-07-10,458
2018-07-11,452
2018-07-12,453
2018-07-13,460
2018-07-14,458
2018-07-15,458
2018-07-16,466
2018-07-17,468
2018-07-18,462
2018-07-19,470
2018-07-20,473
2018-07-21,479
2018-07-22,474
2018-07-23,469
2018-07-24,477
2018-07-25,473
2018-07-26,473
2018-07-27,474
2018-07-28,465
2018-07-29,465
2018-07-30,473
2018-07-31,481
2018-08-01,478
2018-08-02,473
2018-08-03,469
2018-08-04,456
2018-08-05,444
2018-08-06,450
2018-08-07,467
2018-08-08,479
2018-08-09,485
2018-08-10,488
2018-08-11,485
2018-08-12,502
2018-08-14,509
2018-08-16,493
2018-08-17,489
2018-08-18,488
2018-08-19,486
2018-08-20,489
2018-08-21,490
2018-08-22,490
2018-08-23,500
2018-08-24,489
2018-08-25,491
2018-08-26,488
2018-08-27,486
2018-08-28,489
2018-08-29,491
2018-08-30,486
2018-08-31,482
2018-09-01,490
2018-09-02,488
2018-09-03,487
2018-09-04,481
2018-09-05,478
2018-09-06,478
2018-09-07,483
2018-09-08,483
2018-09-09,472
2018-09-10,481
2018-09-11,479
2018-09-12,475
2018-09-13,473
2018-09-14,475
2018-09-15,473
2018-09-16,471
2018-09-17,473
2018-09-18,474
2018-09-19,472
2018-09-20,475
2018-09-21,476
2018-09-22,473
2018-09-23,476
2018-09-24,484
2018-09-25,484
2018-09-26,483
2018-09-27,480
2018-09-28,485
2018-09-29,486
2018-09-30,482
2018-10-02,484
2018-10-03,484
2018-10-04,483
2018-10-05,481
2018-10-06,479
2018-10-07,474
2018-10-08,477
2018-10-09,479
2018-10-10,479
2018-10-11,479
2018-10-12,478
2018-10-13,477
2018-10-14,477
2018-10-15,477
2018-10-16,479
2018-10-17,476
2018-10-18,476
2018-10-19,478
2018-10-20,478
2018-10-21,473
2018-10-22,471
2018-10-23,473
2018-10-24,474
2018-10-25,472
2018-10-26,465
2018-10-27,467
2018-10-28,468
2018-10-29,463
2018-10-30,467
2018-10-31,466
2018-11-01,467
2018-11-03,470
2018-11-04,474
2018-11-05,486
2018-11-06,502
2018-11-07,514
2018-11-08,534
2018-11-09,560
2018-11-10,561
2018-11-11,558
2018-11-12,540
2018-11-13,523
2018-11-14,524
2018-11-15,529
2018-11-16,527
2018-11-17,522
2018-11-18,525
2018-11-19,521
2018-11-20,524
2018-11-21,526
2018-11-22,525
2018-11-23,524
2018-11-24,525
2018-11-25,525
2018-11-26,542
2018-11-27,550
2018-11-28,549
2018-11-29,544
2018-12-01,535
2018-12-02,542
2018-12-03,542
2018-12-04,548
2018-12-05,543
2018-12-07,541
2018-12-09,551
2018-12-10,553
2018-12-11,552
2018-12-12,556
2018-12-13,554
2018-12-14,549
2018-12-15,542
2018-12-16,531
2018-12-17,531
2018-12-18,528
2018-12-19,525
2018-12-20,519
2018-12-21,508
2018-12-22,491
2018-12-23,485
2018-12-24,487
2018-12-25,481
2018-12-26,474
2018-12-27,476
2018-12-28,488
2018-12-29,481
2018-12-30,476
2018-12-31,465
2019-01-01,462
2019-01-02,456
2019-01-03,449
2019-01-04,444
2019-01-05,446
2019-01-06,445
2019-01-08,432
2019-01-10,411
2019-01-11,390
2019-01-12,370
2019-01-13,355
2019-01-14,359
2019-01-15,374
2019-01-16,372
2019-01-17,375
2019-01-18,372
2019-01-19,375
2019-01-20,369
2019-01-21,362
2019-01-22,353
2019-01-23,341
2019-01-24,338
2019-01-25,331
2019-01-26,319
2019-01-27,315
2019-01-28,312
2019-01-29,308
2019-01-30,305
2019-01-31,309
2019-02-01,319
2019-02-02,333
2019-02-03,340
2019-02-04,339
2019-02-05,333
2019-02-06,330
2019-02-07,328
2019-02-08,311
2019-02-09,305
2019-02-10,296
2019-02-11,293
2019-02-12,291
2019-02-13,282
2019-02-14,268
2019-02-15,261
2019-02-16,250
2019-02-17,251
2019-02-18,254
2019-02-19,263
2019-02-20,276
2019-02-21,287
2019-02-22,302
2019-02-23,308
2019-02-24,306
2019-02-25,303
2019-02-26,291
2019-02-27,295
2019-02-28,298
2019-03-01,292
2019-03-02,295
2019-03-03,293
2019-03-04,291
2019-03-05,288
2019-03-06,286
2019-03-07,282
2019-03-08,280
2019-03-09,284
2019-03-10,285
2019-03-11,287
2019-03-12,299
2019-03-13,308
2019-03-14,311
2019-03-15,316
2019-03-16,322
2019-03-17,317
2019-03-18,315
2019-03-19,307
2019-03-20,293
2019-03-21,282
2019-03-22,279
2019-03-23,270
2019-03-24,279
2019-03-25,285
2019-03-26,284
2019-03-27,297
2019-03-28,290
2019-03-29,284
2019-03-30,283
2019-03-31,279
2019-04-01,278
2019-04-02,273
2019-04-03,271
2019-04-04,271
