date_obj,Split%20log price
2015-03-26,8315
2015-03-27,8315
2015-03-28,7900
2015-03-29,7900
2015-03-30,7900
2015-03-31,7900
2015-04-01,7900
2015-04-02,7900
2015-04-03,7900
2015-04-04,7900
2015-04-05,7900
2015-04-06,7900
2015-04-07,7506
2015-04-08,7506
2015-04-09,7506
2015-04-10,7506
2015-04-11,7506
2015-04-12,7506
2015-04-13,7506
2015-04-14,7506
2015-04-15,7506
2015-04-16,7506
2015-04-17,7506
2015-04-18,7134
2015-04-19,7134
2015-04-20,7134
2015-04-21,7134
2015-04-22,7134
2015-04-23,7134
2015-04-24,7134
2015-04-25,7134
2015-04-26,7134
2015-04-27,7134
2015-04-28,7134
2015-04-29,6780
2015-04-30,6780
2015-05-01,6780
2015-05-02,6780
2015-05-03,6780
2015-05-04,6780
2015-05-05,6780
2015-05-06,6780
2015-05-07,6780
2015-05-08,6451
2015-05-09,6451
2015-05-10,6451
2015-05-11,6451
2015-05-12,6451
2015-05-13,6451
2015-05-14,6451
2015-05-15,6451
2015-05-16,6451
2015-05-17,6128
2015-05-18,6128
2015-05-19,6128
2015-05-20,6128
2015-05-21,6128
2015-05-22,6128
2015-05-23,6128
2015-05-24,6128
2015-05-25,6128
2015-05-26,5824
2015-05-27,5824
2015-05-28,5824
2015-05-29,5824
2015-05-30,5824
2015-05-31,5824
2015-06-01,5534
2015-06-02,5534
2015-06-03,5534
2015-06-04,5534
2015-06-05,5534
2015-06-06,5534
2015-06-07,5534
2015-06-08,5258
2015-06-09,5258
2015-06-10,5258
2015-06-11,5258
2015-06-12,5258
2015-06-13,5258
2015-06-14,4996
2015-06-15,4996
2015-06-16,4996
2015-06-17,4996
2015-06-18,4996
2015-06-19,4996
2015-06-20,4996
2015-06-21,4996
2015-06-22,4746
2015-06-23,4746
2015-06-24,4746
2015-06-25,4746
2015-06-26,4746
2015-06-27,4746
2015-06-28,4509
2015-06-29,4509
2015-06-30,4509
2015-07-01,4509
2015-07-02,4509
2015-07-03,4509
2015-07-04,4509
2015-07-05,4284
2015-07-06,4284
2015-07-07,4284
2015-07-08,4284
2015-07-09,4284
2015-07-10,4284
2015-07-11,4284
2015-07-12,4284
2015-07-13,4069
2015-07-14,4069
2015-07-15,4069
2015-07-16,4069
2015-07-17,4069
2015-07-18,4069
2015-07-19,4069
2015-07-20,3865
2015-07-21,3865
2015-07-22,3865
2015-07-23,3865
2015-07-24,3865
2015-07-25,3865
2015-07-26,3865
2015-07-27,3865
2015-07-28,3671
2015-07-29,3671
2015-07-30,3671
2015-07-31,3671
2015-08-01,3671
2015-08-02,3671
2015-08-03,3671
2015-08-04,3487
2015-08-05,3487
2015-08-06,3487
2015-08-07,3487
2015-08-08,3487
2015-08-09,3487
2015-08-10,3487
2015-08-11,3312
2015-08-12,3312
2015-08-13,3312
2015-08-14,3312
2015-08-15,3312
2015-08-16,3312
2015-08-17,3312
2015-08-18,3312
2015-08-19,3147
2015-08-20,3147
2015-08-21,3147
2015-08-22,3147
2015-08-23,3147
2015-08-24,3147
2015-08-25,3147
2015-08-26,3147
2015-08-27,2989
2015-08-28,2989
2015-08-29,2989
2015-08-30,2989
2015-08-31,2989
2015-09-01,2989
2015-09-02,2989
2015-09-03,2989
2015-09-04,2839
2015-09-05,2839
2015-09-06,2839
2015-09-07,2839
2015-09-08,2839
2015-09-09,2839
2015-09-10,2839
2015-09-11,2839
2015-09-12,2839
2015-09-13,2697
2015-09-14,2697
2015-09-15,2697
2015-09-16,2697
2015-09-17,2697
2015-09-18,2697
2015-09-19,2697
2015-09-20,2697
2015-09-21,2697
2015-09-22,2562
2015-09-23,2562
2015-09-24,2562
2015-09-25,2562
2015-09-27,2562
2015-09-28,2562
2015-09-29,2562
2015-09-30,2562
2015-10-05,2433
2015-10-06,2433
2015-10-07,2433
2015-10-08,2433
2015-10-09,2433
2015-10-10,2433
2015-10-11,2311
2015-10-12,2311
2015-10-13,2311
2015-10-14,2311
2015-10-15,2311
2015-10-16,2311
2015-10-17,2311
2015-10-18,2311
2015-10-19,2311
2015-10-20,2196
2015-10-22,2196
2015-10-23,2196
2015-10-24,2196
2015-10-25,2196
2015-10-26,2196
2015-10-27,2196
2015-10-29,2088
2015-10-30,2088
2015-10-31,2088
2015-11-01,2088
2015-11-02,2088
2015-11-03,2088
2015-11-04,2088
2015-11-05,2088
2015-11-06,2088
2015-11-07,1983
2015-11-08,1983
2015-11-09,1983
2015-11-10,1983
2015-11-11,1983
2015-11-12,1983
2015-11-13,1983
2015-11-14,1983
2015-11-15,1983
2015-11-16,1983
2015-11-17,1884
2015-11-18,1884
2015-11-19,1884
2015-11-20,1884
2015-11-21,1884
2015-11-22,1884
2015-11-23,1884
2015-11-24,1884
2015-11-25,1809
2015-11-26,1809
2015-11-27,1809
2015-11-28,1809
2015-11-29,1809
2015-11-30,1809
2015-12-01,1809
2015-12-02,1809
2015-12-03,1780
2015-12-04,1780
2015-12-05,1780
2015-12-06,1780
2015-12-07,1780
2015-12-08,1780
2015-12-09,1780
2015-12-10,1731
2015-12-11,1731
2015-12-12,1731
2015-12-13,1731
2015-12-14,1731
2015-12-15,1731
2015-12-16,1644
2015-12-17,1644
2015-12-18,1644
2015-12-19,1644
2015-12-20,1644
2015-12-21,1562
2015-12-22,1562
2015-12-23,1562
2015-12-24,1562
2015-12-25,1562
2015-12-26,1562
2015-12-27,1483
2015-12-28,1483
2015-12-29,1483
2015-12-30,1483
2015-12-31,1483
2016-01-01,1493
2016-01-02,1493
2016-01-03,1493
2016-01-04,1493
2016-01-05,1493
2016-01-06,1540
2016-01-07,1540
2016-01-08,1540
2016-01-09,1540
2016-01-10,1540
2016-01-11,1540
2016-01-12,1502
2016-01-13,1502
2016-01-14,1502
2016-01-15,1502
2016-01-16,1502
2016-01-17,1427
2016-01-18,1427
2016-01-19,1427
2016-01-20,1427
2016-01-21,1427
2016-01-22,1355
2016-01-23,1355
2016-01-24,1355
2016-01-25,1355
2016-01-26,1355
2016-01-27,1355
2016-01-28,1290
2016-01-29,1290
2016-01-30,1290
2016-01-31,1290
2016-02-01,1290
2016-02-02,1314
2016-02-03,1314
2016-02-04,1314
2016-02-05,1314
2016-02-06,1314
2016-02-07,1314
2016-02-08,1334
2016-02-09,1334
2016-02-10,1334
2016-02-11,1334
2016-02-12,1334
2016-02-13,1376
2016-02-14,1376
2016-02-15,1376
2016-02-16,1376
2016-02-17,1376
2016-02-18,1376
2016-02-19,1357
2016-02-20,1357
2016-02-21,1357
2016-02-22,1357
2016-02-23,1357
2016-02-24,1289
2016-02-25,1289
2016-02-26,1289
2016-02-27,1289
2016-02-28,1289
2016-02-29,1252
2016-03-01,1252
2016-03-02,1252
2016-03-03,1252
2016-03-04,1252
2016-03-05,1245
2016-03-06,1245
2016-03-07,1245
2016-03-08,1245
2016-03-09,1245
2016-03-10,1186
2016-03-11,1186
2016-03-12,1186
2016-03-13,1186
2016-03-14,1186
2016-03-15,1128
2016-03-16,1128
2016-03-17,1128
2016-03-18,1128
2016-03-19,1128
2016-03-20,1117
2016-03-21,1117
2016-03-22,1117
2016-03-23,1117
2016-03-24,1117
2016-03-25,1067
2016-03-26,1067
2016-03-27,1067
2016-03-28,1067
2016-03-29,1067
2016-03-30,1067
2016-03-31,1013
2016-04-01,1013
2016-04-02,1013
2016-04-03,1013
2016-04-04,1013
2016-04-05,978
2016-04-06,978
2016-04-07,978
2016-04-08,978
2016-04-09,978
2016-04-10,987
2016-04-11,987
2016-04-12,987
2016-04-13,987
2016-04-14,987
2016-04-15,945
2016-04-16,945
2016-04-17,945
2016-04-18,945
2016-04-19,945
2016-04-20,897
2016-04-21,897
2016-04-22,897
2016-04-23,897
2016-04-24,897
2016-04-25,852
2016-04-26,852
2016-04-27,852
2016-04-28,852
2016-04-29,852
2016-04-30,839
2016-05-01,839
2016-05-02,839
2016-05-03,839
2016-05-04,839
2016-05-05,852
2016-05-06,852
2016-05-07,852
2016-05-08,852
2016-05-09,852
2016-05-10,880
2016-05-11,880
2016-05-12,880
2016-05-13,880
2016-05-14,880
2016-05-15,910
2016-05-16,910
2016-05-17,910
2016-05-18,910
2016-05-19,910
2016-05-22,936
2016-05-23,936
2016-05-24,938
2016-05-25,938
2016-05-26,938
2016-05-27,938
2016-05-28,938
2016-05-29,891
2016-05-30,891
2016-05-31,891
2016-06-01,891
2016-06-02,891
2016-06-03,905
2016-06-04,905
2016-06-05,905
2016-06-06,905
2016-06-07,905
2016-06-08,893
2016-06-09,893
2016-06-10,893
2016-06-11,893
2016-06-12,857
2016-06-13,857
2016-06-14,857
2016-06-15,857
2016-06-16,857
2016-06-17,830
2016-06-18,830
2016-06-19,830
2016-06-20,830
2016-06-21,836
2016-06-22,836
2016-06-23,836
2016-06-24,836
2016-06-25,841
2016-06-26,841
2016-06-27,841
2016-06-28,841
2016-06-29,841
2016-06-30,840
2016-07-01,840
2016-07-02,840
2016-07-03,840
2016-07-04,872
2016-07-05,872
2016-07-06,872
2016-07-07,872
2016-07-08,863
2016-07-09,863
2016-07-10,863
2016-07-11,863
2016-07-12,867
2016-07-13,867
2016-07-14,867
2016-07-15,867
2016-07-16,823
2016-07-17,823
2016-07-18,823
2016-07-24,814
2016-07-25,795
2016-07-26,795
2016-07-27,795
2016-07-28,795
2016-07-29,788
2016-07-30,788
2016-07-31,788
2016-08-01,788
2016-08-02,748
2016-08-03,748
2016-08-04,748
2016-08-05,748
2016-08-06,748
2016-08-07,733
2016-08-08,733
2016-08-09,733
2016-08-10,733
2016-08-11,733
2016-08-12,736
2016-08-13,736
2016-08-14,736
2016-08-15,736
2016-08-16,736
2016-08-17,742
2016-08-18,742
2016-08-19,742
2016-08-20,742
2016-08-21,742
2016-08-22,774
2016-08-23,774
2016-08-24,774
2016-08-25,774
2016-08-26,774
2016-08-28,777
2016-08-31,777
2016-09-01,777
2016-09-02,777
2016-09-03,797
2016-09-04,797
2016-09-05,797
2016-09-06,797
2016-09-07,797
2016-09-08,797
2016-09-09,832
2016-09-10,832
2016-09-11,832
2016-09-12,832
2016-09-13,832
2016-09-14,832
2016-09-15,840
2016-09-16,840
2016-09-17,840
2016-09-18,840
2016-09-19,840
2016-09-20,840
2016-09-21,840
2016-09-22,836
2016-09-23,836
2016-09-24,836
2016-09-25,836
2016-09-26,836
2016-09-27,836
2016-09-28,836
2016-09-29,836
2016-09-30,862
2016-10-01,862
2016-10-02,862
2016-10-03,862
2016-10-04,862
