date_obj,Iron%20gold-trimmed%20set%20(lg) price
2015-07-05,1000944
2015-07-06,1000944
2015-07-07,1000944
2015-07-08,1038257
2015-07-09,1038257
2015-07-10,1038257
2015-07-11,1038257
2015-07-12,1038257
2015-07-13,1080337
2015-07-14,1080337
2015-07-15,1080337
2015-07-16,1080337
2015-07-17,1101345
2015-07-18,1101345
2015-07-19,1101345
2015-07-20,1101345
2015-07-21,1101345
2015-07-22,1132956
2015-07-23,1132956
2015-07-24,1132956
2015-07-25,1132956
2015-07-26,1132956
2015-07-27,1175454
2015-07-28,1175454
2015-07-29,1175454
2015-07-30,1175454
2015-07-31,1223697
2015-08-01,1223697
2015-08-02,1223697
2015-08-03,1223697
2015-08-04,1273526
2015-08-05,1273526
2015-08-06,1273526
2015-08-07,1273526
2015-08-08,1273526
2015-08-09,1314559
2015-08-10,1314559
2015-08-11,1314559
2015-08-12,1314559
2015-08-13,1314559
2015-08-14,1282716
2015-08-15,1282716
2015-08-16,1282716
2015-08-17,1282716
2015-08-18,1282716
2015-08-19,1271292
2015-08-20,1271292
2015-08-21,1271292
2015-08-22,1271292
2015-08-23,1271292
2015-08-24,1252869
2015-08-25,1252869
2015-08-26,1252869
2015-08-27,1252869
2015-08-28,1240749
2015-08-29,1240749
2015-08-30,1240749
2015-08-31,1240749
2015-09-01,1264794
2015-09-02,1264794
2015-09-03,1264794
2015-09-04,1264794
2015-09-05,1264794
2015-09-06,1303239
2015-09-07,1303239
2015-09-08,1303239
2015-09-09,1303239
2015-09-10,1339124
2015-09-11,1339124
2015-09-12,1339124
2015-09-13,1339124
2015-09-14,1339124
2015-09-15,1378399
2015-09-16,1378399
2015-09-17,1378399
2015-09-18,1378399
2015-09-19,1378399
2015-09-20,1368074
2015-09-21,1368074
2015-09-22,1368074
2015-09-23,1368074
2015-09-24,1368074
2015-09-25,1394144
2015-09-27,1394144
2015-09-28,1394144
2015-09-29,1414387
2015-09-30,1414387
2015-10-05,1448818
2015-10-06,1448818
2015-10-07,1448818
2015-10-08,1448818
2015-10-09,1443632
2015-10-10,1443632
2015-10-11,1443632
2015-10-12,1443632
2015-10-13,1443632
2015-10-14,1443632
2015-10-15,1408877
2015-10-16,1408877
2015-10-17,1408877
2015-10-18,1408877
2015-10-19,1408877
2015-10-20,1393311
2015-10-22,1393311
2015-10-23,1393311
2015-10-24,1393311
2015-10-25,1404657
2015-10-26,1404657
2015-10-27,1404657
2015-10-29,1404657
2015-10-30,1404657
2015-10-31,1409032
2015-11-01,1409032
2015-11-02,1409032
2015-11-03,1409032
2015-11-04,1409032
2015-11-05,1447000
2015-11-06,1447000
2015-11-07,1447000
2015-11-08,1447000
2015-11-09,1447000
2015-11-10,1447000
2015-11-11,1493481
2015-11-12,1493481
2015-11-13,1493481
2015-11-14,1493481
2015-11-15,1493481
2015-11-16,1493481
2015-11-17,1543106
2015-11-18,1543106
2015-11-19,1543106
2015-11-20,1543106
2015-11-21,1543106
2015-11-22,1592650
2015-11-23,1592650
2015-11-24,1592650
2015-11-25,1592650
2015-11-26,1592650
2015-11-27,1625642
2015-11-28,1625642
2015-11-29,1625642
2015-11-30,1625642
2015-12-01,1625642
2015-12-02,1625642
2015-12-03,1622172
2015-12-04,1622172
2015-12-05,1622172
2015-12-06,1622172
2015-12-07,1622172
2015-12-08,1622172
2015-12-10,1611448
2015-12-11,1611448
2015-12-12,1611448
2015-12-13,1611448
2015-12-14,1611448
2015-12-15,1583595
2015-12-16,1583595
2015-12-17,1583595
2015-12-18,1583595
2015-12-19,1583595
2015-12-20,1574868
2015-12-21,1574868
2015-12-22,1574868
2015-12-23,1574868
2015-12-24,1574868
2015-12-25,1568991
2015-12-26,1568991
2015-12-27,1568991
2015-12-28,1568991
2015-12-29,1568991
2015-12-30,1558415
2015-12-31,1558415
2016-01-01,1558415
2016-01-02,1558415
2016-01-03,1558415
2016-01-04,1562459
2016-01-05,1562459
2016-01-06,1562459
2016-01-07,1562459
2016-01-08,1539025
2016-01-09,1539025
2016-01-10,1539025
2016-01-11,1539025
2016-01-12,1498267
2016-01-13,1498267
2016-01-14,1498267
2016-01-15,1498267
2016-01-16,1498267
2016-01-17,1473082
2016-01-18,1473082
2016-01-19,1473082
2016-01-20,1473082
2016-01-21,1473082
2016-01-22,1462048
2016-01-23,1462048
2016-01-24,1462048
2016-01-25,1462048
2016-01-26,1462048
2016-01-27,1435760
2016-01-28,1435760
2016-01-29,1435760
2016-01-30,1435760
2016-01-31,1435760
2016-02-01,1427949
2016-02-02,1427949
2016-02-03,1427949
2016-02-04,1427949
2016-02-05,1427949
2016-02-06,1461769
2016-02-07,1461769
2016-02-08,1461769
2016-02-09,1461769
2016-02-10,1461769
2016-02-11,1477722
2016-02-12,1477722
2016-02-13,1477722
2016-02-14,1477722
2016-02-15,1477722
2016-02-16,1478353
2016-02-17,1478353
2016-02-18,1478353
2016-02-19,1478353
2016-02-20,1478353
2016-02-21,1500664
2016-02-22,1500664
2016-02-23,1500664
2016-02-24,1500664
2016-02-25,1541565
2016-02-26,1541565
2016-02-27,1541565
2016-02-28,1541565
2016-02-29,1573096
2016-03-01,1573096
2016-03-02,1573096
2016-03-03,1573096
2016-03-04,1553969
2016-03-05,1553969
2016-03-06,1553969
2016-03-07,1553969
2016-03-08,1563427
2016-03-09,1563427
2016-03-10,1563427
2016-03-11,1563427
2016-03-12,1565805
2016-03-13,1565805
2016-03-14,1565805
2016-03-15,1565805
2016-03-16,1565805
2016-03-17,1565435
2016-03-18,1565435
2016-03-19,1565435
2016-03-20,1565435
2016-03-21,1565435
2016-03-22,1573457
2016-03-23,1573457
2016-03-24,1573457
2016-03-25,1573457
2016-03-26,1564437
2016-03-27,1564437
2016-03-28,1564437
2016-03-29,1564437
2016-03-30,1564437
2016-03-31,1561176
2016-04-01,1561176
2016-04-02,1561176
2016-04-03,1561176
2016-04-04,1561176
2016-04-05,1547423
2016-04-06,1547423
2016-04-07,1547423
2016-04-08,1547423
2016-04-09,1527590
2016-04-10,1527590
2016-04-11,1527590
2016-04-12,1527590
2016-04-13,1527590
2016-04-14,1521661
2016-04-15,1521661
2016-04-16,1521661
2016-04-17,1521661
2016-04-18,1519039
2016-04-19,1519039
2016-04-20,1519039
2016-04-21,1519039
2016-04-22,1519039
2016-04-23,1519039
2016-04-24,1495609
2016-04-25,1495609
2016-04-26,1495609
2016-04-27,1495609
2016-04-28,1478584
2016-04-29,1478584
2016-04-30,1478584
2016-05-01,1478584
2016-05-02,1478584
2016-05-03,1506383
2016-05-04,1506383
2016-05-05,1506383
2016-05-06,1506383
2016-05-07,1506383
2016-05-08,1504924
2016-05-09,1504924
2016-05-10,1504924
2016-05-11,1504924
2016-05-12,1504924
2016-05-13,1490409
2016-05-14,1490409
2016-05-15,1490409
2016-05-16,1490409
2016-05-17,1494257
2016-05-18,1494257
2016-05-19,1494257
2016-05-22,1463748
2016-05-23,1463748
2016-05-24,1448325
2016-05-25,1448325
2016-05-26,1448325
2016-05-27,1491506
2016-05-28,1491506
2016-05-29,1491506
2016-05-30,1491506
2016-05-31,1526009
2016-06-01,1526009
2016-06-02,1526009
2016-06-03,1526009
2016-06-04,1529034
2016-06-05,1529034
2016-06-06,1529034
2016-06-07,1529034
2016-06-08,1524443
2016-06-09,1524443
2016-06-10,1524443
2016-06-11,1524443
2016-06-12,1554306
2016-06-13,1554306
2016-06-14,1554306
2016-06-15,1554306
2016-06-16,1554306
2016-06-17,1564712
2016-06-18,1564712
2016-06-19,1564712
2016-06-20,1564712
2016-06-21,1564712
2016-06-22,1598151
2016-06-23,1598151
2016-06-24,1598151
2016-06-25,1598151
2016-06-26,1640507
2016-06-27,1640507
2016-06-28,1640507
2016-06-29,1640507
2016-06-30,1640507
2016-07-01,1641983
2016-07-02,1641983
2016-07-03,1641983
2016-07-04,1641983
2016-07-05,1641983
2016-07-06,1629566
2016-07-07,1629566
2016-07-08,1629566
2016-07-09,1629566
2016-07-10,1558472
2016-07-11,1558472
2016-07-12,1558472
2016-07-13,1558472
2016-07-14,1483159
2016-07-15,1483159
2016-07-16,1483159
2016-07-17,1483159
2016-07-18,1413273
2016-07-23,1345046
2016-07-24,1345046
2016-07-25,1345046
2016-07-26,1280315
2016-07-27,1280315
2016-07-28,1280315
2016-07-29,1217769
2016-07-30,1217769
2016-07-31,1217769
2016-08-01,1217769
2016-08-02,1160119
2016-08-03,1160119
2016-08-04,1160119
2016-08-05,1160119
2016-08-06,1104968
2016-08-07,1104968
2016-08-08,1104968
2016-08-09,1104968
2016-08-10,1049719
2016-08-11,1049719
2016-08-12,1049719
2016-08-13,1049719
2016-08-14,1049719
2016-08-15,997233
2016-08-16,997233
2016-08-17,997233
2016-08-18,997233
2016-08-19,949065
2016-08-20,949065
2016-08-21,949065
2016-08-22,949065
2016-08-23,909817
2016-08-24,909817
2016-08-25,909817
2016-08-26,909817
2016-08-28,876719
2016-08-31,876719
2016-09-01,863236
2016-09-02,863236
2016-09-03,863236
2016-09-04,863236
2016-09-05,852674
2016-09-06,852674
2016-09-07,852674
2016-09-08,852674
2016-09-09,852674
2016-09-10,870628
2016-09-11,870628
2016-09-12,870628
2016-09-13,870628
2016-09-14,881446
2016-09-15,881446
2016-09-16,881446
2016-09-17,881446
2016-09-18,894457
2016-09-19,894457
2016-09-20,894457
2016-09-21,894457
2016-09-22,914255
2016-09-23,914255
2016-09-24,914255
2016-09-25,914255
2016-09-26,914255
2016-09-27,936977
2016-09-28,936977
2016-09-29,936977
2016-09-30,936977
2016-10-01,949696
2016-10-02,949696
2016-10-03,949696
2016-10-04,949696
2016-10-05,949696
2016-10-06,981390
2016-10-07,981390
2016-10-08,981390
2016-10-09,981390
2016-10-10,981390
2016-10-11,1023837
2016-10-12,1023837
2016-10-13,1023837
2016-10-14,1023837
2016-10-15,1069767
2016-10-16,1069767
2016-10-17,1069767
2016-10-18,1069767
2016-10-19,1069767
2016-10-20,1116636
2016-10-21,1116636
2016-10-22,1116636
2016-10-23,1116636
2016-10-24,1165255
2016-10-25,1165255
2016-10-26,1165255
2016-10-27,1165255
2016-10-28,1165255
2016-10-29,1165255
2016-10-30,1214976
2016-10-31,1214976
2016-11-01,1214976
2016-11-02,1214976
2016-11-03,1214976
2016-11-04,1264269
2016-11-05,1264269
2016-11-06,1264269
2016-11-07,1264269
2016-11-08,1264269
2016-11-09,1292141
2016-11-10,1292141
2016-11-11,1292141
2016-11-12,1292141
2016-11-13,1292141
2016-11-14,1333463
2016-12-07,1498798
2016-12-08,1498798
2016-12-09,1504978
2016-12-10,1504978
2016-12-11,1504978
2016-12-12,1504978
2016-12-13,1504978
2016-12-14,1504978
2016-12-15,1485480
2016-12-16,1485480
2016-12-17,1485480
2016-12-18,1485480
2016-12-19,1485480
2016-12-20,1488814
2016-12-21,1488814
2016-12-22,1488814
2016-12-23,1488814
2016-12-24,1499488
2016-12-25,1499488
2016-12-26,1499488
2016-12-27,1499488
2016-12-28,1499488
2016-12-29,1476716
2016-12-30,1476716
2016-12-31,1476716
2017-01-01,1476716
2017-01-02,1440409
2017-01-03,1440409
2017-01-04,1440409
2017-01-05,1440409
2017-01-06,1383171
2017-01-07,1383171
2017-01-08,1383171
2017-01-09,1383171
2017-01-10,1335294
2017-01-11,1335294
2017-01-12,1335294
2017-01-13,1335294
2017-01-14,1271504
2017-01-15,1271504
2017-01-16,1271504
2017-01-17,1214040
2017-01-18,1214040
2017-01-19,1214040
2017-01-20,1214040
2017-01-21,1153338
2017-01-22,1153338
2017-01-23,1153338
2017-01-27,1096759
2017-01-28,1074945
2017-01-29,1074945
2017-01-30,1074945
2017-01-31,1074945
2017-02-01,1060586
2017-02-02,1060586
2017-02-03,1060586
2017-02-04,1031448
2017-02-05,1031448
2017-02-06,1031448
2017-02-07,1031448
2017-02-08,1031955
2017-02-09,1031955
2017-02-10,1031955
2017-02-11,1021954
2017-02-12,1021954
2017-02-13,1021954
2017-02-14,1010591
2017-02-15,1010591
2017-02-16,1010591
2017-02-18,1028325
2017-02-19,1028325
2017-02-20,1028325
2017-02-21,1018050
2017-02-22,1018050
2017-02-23,1018050
2017-02-24,1018050
2017-02-25,1025755
2017-02-26,1025755
2017-02-27,1025755
2017-02-28,1031996
2017-03-01,1031996
2017-03-02,1031996
2017-03-03,1031996
2017-03-04,1033338
2017-03-05,1033338
2017-03-06,1033338
2017-03-07,1046190
2017-03-08,1046190
2017-03-09,1046190
2017-03-10,1046190
2017-03-11,1046798
2017-03-12,1046798
2017-03-13,1046798
2017-03-14,1046142
2017-03-15,1046142
2017-03-16,1046142
2017-03-17,1046142
2017-03-18,1037281
2017-03-19,1037281
2017-03-20,1037281
2017-03-21,1020804
2017-03-22,1020804
2017-03-23,1020804
2017-03-24,1016033
2017-03-25,1016033
2017-03-26,1016033
2017-03-27,1016033
2017-03-28,1010009
2017-03-29,1010009
2017-03-30,1010009
2017-03-31,1014801
2017-04-01,1014801
2017-04-02,1014801
2017-04-03,1005279
2017-04-04,1005279
2017-04-12,1037166
2017-04-13,1037166
2017-04-14,1049020
2017-04-15,1049020
2017-04-16,1049020
2017-04-17,1039276
2017-04-18,1039276
2017-04-19,1039276
2017-04-20,1039276
2017-04-21,1026565
2017-04-22,1026565
2017-04-23,1026565
2017-04-24,1063039
2017-04-25,1063039
2017-04-26,1063039
2017-04-27,1063039
2017-04-28,1044030
2017-04-29,1044030
2017-04-30,1044030
2017-05-01,1044030
2017-05-02,1050631
2017-05-03,1050631
2017-05-04,1050631
2017-05-05,1050631
2017-05-06,1058481
2017-05-07,1058481
2017-05-08,1058481
2017-05-09,1058481
2017-05-10,1049720
2017-05-11,1049720
2017-05-12,1049720
2017-05-13,1049720
2017-05-14,1046254
2017-05-15,1046254
2017-05-16,1046254
2017-05-17,1046254
2017-05-18,1040945
2017-05-19,1040945
2017-05-20,1040945
2017-05-21,1040945
2017-05-22,1012342
2017-05-23,1012342
2017-05-24,1012342
2017-05-25,1012342
2017-05-26,996557
2017-05-27,996557
2017-05-28,996557
2017-05-29,996557
2017-05-30,974916
2017-05-31,974916
2017-06-01,974916
2017-06-02,974916
2017-06-03,963095
2017-06-04,963095
2017-06-06,949919
2017-06-07,949919
2017-06-08,949919
2017-06-09,949919
2017-06-10,942610
2017-06-11,942610
2017-06-12,942610
2017-06-13,942610
2017-06-14,932128
2017-06-15,932128
2017-06-16,932128
2017-06-17,932128
2017-06-18,940276
2017-06-19,940276
2017-06-20,940276
2017-06-21,940276
2017-06-22,940276
2017-06-23,929859
2017-06-24,929859
2017-06-25,929859
2017-06-26,929859
2017-06-27,941496
2017-06-28,941496
2017-06-29,941496
2017-06-30,953921
2017-07-01,953921
2017-07-02,953921
2017-07-03,953921
2017-07-04,966114
2017-07-05,966114
2017-07-06,966114
2017-07-07,966114
2017-07-08,966114
2017-07-13,981767
2017-07-14,976236
2017-07-15,976236
2017-07-16,976236
2017-07-17,976236
2017-07-18,983559
2017-07-19,983559
2017-07-20,983559
2017-07-21,983559
2017-07-22,976125
2017-07-23,976125
2017-07-24,976125
2017-07-25,976125
2017-07-26,987136
2017-07-27,987136
2017-07-28,987136
2017-07-29,987136
2017-07-30,996120
2017-07-31,996120
2017-08-01,996120
2017-08-02,996120
2017-08-03,1012622
2017-08-04,1012622
2017-08-05,1012622
2017-08-06,1032965
2017-08-09,1032965
2017-08-10,1028387
2017-08-11,1028387
2017-08-12,1028387
2017-08-13,1028387
2017-08-14,1020568
2017-08-15,1020568
2017-08-16,1020568
2017-08-17,1004219
2017-08-18,1004219
2017-08-19,1004219
2017-08-20,1004219
2017-08-21,994447
2017-08-22,994447
2017-08-23,994447
2017-08-24,994447
2017-08-25,984731
2017-08-26,984731
2017-08-27,984731
2017-08-28,984731
2017-08-29,971674
2017-08-30,971674
2017-08-31,971674
2017-09-01,971674
2017-09-02,969693
2017-09-03,969693
2017-09-04,969693
2017-09-05,969693
2017-09-06,1002676
2017-09-07,1002676
2017-09-08,1002676
2017-09-09,1002676
2017-09-10,1042973
2017-09-11,1042973
2017-09-12,1042973
2017-09-13,1042973
2017-09-14,1075935
2017-09-15,1075935
2017-09-16,1075935
2017-09-17,1075935
2017-09-19,1104787
2017-09-20,1104787
2017-09-21,1104787
2017-09-22,1124129
2017-09-23,1124129
2017-09-24,1124129
2017-09-25,1124129
2017-09-26,1141989
2017-09-27,1141989
2017-09-28,1141989
2017-09-29,1141989
2017-09-30,1148938
2017-10-01,1148938
2017-10-02,1148938
2017-10-03,1148938
2017-10-04,1148938
2017-10-05,1168054
2017-10-06,1168054
2017-10-07,1168054
2017-10-08,1168054
2017-10-09,1168054
2017-10-10,1160370
2017-10-11,1160370
2017-10-12,1160370
2017-10-13,1160370
2017-10-14,1142735
2017-10-15,1142735
2017-10-16,1142735
2017-10-17,1142735
2017-10-18,1094013
2017-10-19,1094013
2017-10-20,1094013
2017-10-21,1094013
2017-10-22,1058890
2017-10-23,1058890
2017-10-24,1058890
2017-10-25,1058890
2017-10-26,1029156
2017-10-27,1029156
2017-10-28,1029156
2017-10-29,1029156
2017-10-30,1003985
2017-10-31,1003985
2017-11-01,1003985
2017-11-02,1003985
2017-11-03,981975
2017-11-04,981975
2017-11-05,981975
2017-11-06,981975
2017-11-07,955918
2017-11-08,955918
2017-11-09,955918
2017-11-10,955918
2017-11-11,953937
2017-11-12,953937
2017-11-13,953937
2017-11-14,953937
2017-11-15,954692
2017-11-16,954692
2017-11-17,954692
2017-11-18,954692
2017-11-19,953402
2017-11-20,953402
2017-11-21,953402
2017-11-22,953402
2017-11-23,965478
2017-11-24,965478
2017-11-25,965478
2017-11-26,965478
2017-11-27,965478
2017-11-28,966695
2017-11-29,966695
2017-11-30,966695
2017-12-01,966695
2017-12-02,975045
2017-12-03,975045
2017-12-04,975045
2017-12-05,1009338
2017-12-06,1009338
2017-12-07,1009338
2017-12-08,1009338
2017-12-09,1003346
2017-12-10,1003346
2017-12-11,1003346
2017-12-12,1003346
2017-12-13,1023018
2017-12-14,1023018
2017-12-15,1023018
2017-12-16,1023018
2017-12-17,1018545
2017-12-18,1018545
2017-12-19,1018545
2017-12-20,1007781
2017-12-21,1007781
2017-12-22,1007781
2017-12-23,1007781
2017-12-24,1009323
2017-12-25,1009323
2017-12-26,1009323
2017-12-27,1034367
2017-12-28,1034367
2017-12-29,1034367
2017-12-30,1034367
2017-12-31,1054953
2018-01-01,1054953
2018-01-02,1054953
2018-01-03,1054953
2018-01-04,1032346
2018-01-05,1032346
2018-01-06,1032346
2018-01-07,1005160
2018-01-08,1005160
2018-01-09,1005160
2018-01-10,1005160
2018-01-11,998118
2018-01-12,998118
2018-01-13,998118
2018-01-14,989255
2018-01-15,989255
2018-01-16,989255
2018-01-17,984367
2018-01-18,984367
2018-01-19,984367
2018-01-20,984367
2018-01-21,986379
2018-01-22,986379
2018-01-23,986379
2018-01-25,990250
2018-01-26,1004536
2018-01-27,1004536
2018-01-28,1014932
2018-01-29,1014932
2018-01-30,1031982
2018-01-31,1031982
2018-02-01,1031982
2018-02-02,1027596
2018-02-03,1027596
2018-02-04,1026556
2018-02-05,1026556
2018-02-06,1035703
2018-02-07,1035703
2018-02-08,1037695
2018-02-09,1040209
2018-02-10,1040209
2018-02-11,1049385
2018-02-12,1049385
2018-02-13,1016986
2018-02-14,1016986
2018-02-15,1002026
2018-02-16,1002026
2018-02-17,999084
2018-02-18,999084
2018-02-19,1001281
2018-02-20,1001281
2018-02-21,1001891
2018-02-22,1001891
2018-02-23,1009462
2018-02-24,1009462
2018-02-25,1051542
2018-02-26,1051542
2018-02-27,1051047
2018-02-28,1051047
2018-03-01,1051047
2018-03-02,1040839
2018-03-03,1040839
2018-03-04,1043470
2018-03-05,1065288
2018-03-06,1065288
2018-03-07,1059159
2018-03-08,1059159
2018-03-09,1055377
2018-03-10,1055377
2018-03-11,1061293
2018-03-12,1061293
2018-03-13,1069516
2018-03-14,1069516
2018-03-15,1078327
2018-03-16,1078327
2018-03-17,1077846
2018-03-18,1077846
2018-03-19,1077846
2018-03-20,1064801
2018-03-21,1064801
2018-03-23,1071622
2018-03-24,1071622
2018-03-25,1072651
2018-03-26,1072651
2018-03-27,1058130
2018-03-28,1058130
2018-03-29,1058130
2018-03-30,1070614
2018-03-31,1070614
2018-04-01,1093147
2018-04-02,1093147
2018-04-03,1104367
2018-04-04,1104367
2018-04-05,1119443
2018-04-06,1119443
2018-04-07,1135933
2018-04-08,1135933
2018-04-09,1133753
2018-04-10,1133753
2018-04-11,1126018
2018-04-12,1126018
2018-04-13,1112744
2018-04-14,1112744
2018-04-15,1106672
2018-04-16,1106672
2018-04-17,1100394
2018-04-18,1100394
2018-04-19,1100394
2018-04-20,1105011
2018-04-21,1105011
2018-04-22,1099657
2018-04-23,1099657
2018-04-24,1085937
2018-04-25,1085937
2018-04-26,1110837
2018-04-27,1110837
2018-04-28,1141297
2018-04-29,1141297
2018-04-30,1161385
2018-05-01,1161385
2018-05-04,1218279
2018-05-05,1231385
2018-05-06,1231385
2018-05-07,1227924
2018-05-08,1227924
2018-05-09,1236842
2018-05-10,1236842
2018-05-11,1232256
2018-05-12,1250402
2018-05-13,1250402
2018-05-14,1236721
2018-05-15,1236721
2018-05-16,1228620
2018-05-17,1228620
2018-05-18,1224250
2018-05-19,1224250
2018-05-20,1220784
2018-05-21,1220784
2018-05-22,1215678
2018-05-23,1212182
2018-05-24,1212182
2018-05-25,1201818
2018-05-26,1194498
2018-05-27,1194498
2018-05-28,1187707
2018-05-29,1187707
2018-05-30,1167599
2018-05-31,1167599
2018-06-01,1173145
2018-06-02,1186365
2018-06-03,1186365
2018-06-04,1222438
2018-06-05,1222438
2018-06-06,1204302
2018-06-07,1204302
2018-06-08,1184922
2018-06-09,1184922
2018-06-10,1165303
2018-06-11,1165303
2018-06-12,1165303
2018-06-13,1134355
2018-06-14,1134355
2018-06-15,1126787
2018-06-16,1126787
2018-06-17,1111759
2018-06-18,1111759
2018-06-19,1091502
2018-06-20,1091502
2018-06-21,1091502
2018-06-22,1087824
2018-06-23,1087824
2018-06-24,1087824
2018-06-25,1080453
2018-06-26,1080453
2018-06-27,1080453
2018-06-28,1083117
2018-06-29,1083117
2018-06-30,1088802
2018-07-01,1088802
2018-07-02,1111925
2018-07-03,1111925
2018-07-04,1115236
2018-07-05,1115236
2018-07-06,1103252
2018-07-07,1103252
2018-07-08,1103252
2018-07-09,1095928
2018-07-10,1095928
2018-07-11,1115495
2018-07-12,1115495
2018-07-13,1119465
2018-07-14,1119465
2018-07-15,1135013
2018-07-16,1135013
2018-07-17,1139591
2018-07-18,1139591
2018-07-19,1159271
2018-07-20,1159271
2018-07-21,1177341
2018-07-22,1177341
2018-07-23,1194965
2018-07-24,1194965
2018-07-25,1196072
2018-07-26,1196072
2018-07-27,1202974
2018-07-28,1202974
2018-07-29,1198177
2018-07-30,1198177
2018-07-31,1180998
2018-08-01,1180998
2018-08-02,1186823
2018-08-03,1186823
2018-08-04,1200727
2018-08-05,1200727
2018-08-06,1196926
2018-08-07,1196926
2018-08-08,1204538
2018-08-09,1204538
2018-08-10,1255337
2018-08-11,1255337
2018-08-12,1263301
2018-08-14,1240598
2018-08-16,1240598
2018-08-17,1264814
2018-08-18,1264814
2018-08-19,1253855
2018-08-20,1246570
2018-08-21,1246570
2018-08-22,1231923
2018-08-23,1231923
2018-08-24,1218082
2018-08-25,1191099
2018-08-26,1191099
2018-08-27,1173371
2018-08-28,1187919
2018-08-29,1187919
2018-08-30,1205053
2018-08-31,1205053
2018-09-01,1242940
2018-09-02,1242940
2018-09-03,1267923
2018-09-04,1253513
2018-09-05,1253513
2018-09-06,1233760
2018-09-07,1234843
2018-09-08,1249930
2018-09-09,1249930
2018-09-10,1252952
2018-09-11,1252952
2018-09-12,1255186
2018-09-13,1255186
2018-09-14,1282558
2018-09-15,1288868
2018-09-16,1288868
2018-09-17,1277039
2018-09-18,1277039
2018-09-19,1278370
2018-09-20,1278370
2018-09-21,1276502
2018-09-22,1282003
2018-09-23,1282003
2018-09-24,1275225
2018-09-25,1275225
2018-09-26,1257361
2018-09-27,1257361
2018-09-28,1257367
2018-09-29,1257367
2018-09-30,1268617
2018-10-02,1271092
2018-10-03,1271092
2018-10-04,1263997
2018-10-05,1263997
2018-10-06,1261158
2018-10-07,1261158
2018-10-08,1261528
2018-10-09,1261528
2018-10-10,1261487
2018-10-11,1261487
2018-10-12,1263188
2018-10-13,1263188
2018-10-14,1263084
2018-10-15,1263084
2018-10-16,1260006
2018-10-17,1260006
2018-10-18,1260840
2018-10-19,1260840
2018-10-20,1259837
2018-10-21,1259837
2018-10-22,1257557
2018-10-23,1257557
2018-10-24,1259459
2018-10-25,1259459
2018-10-26,1258236
2018-10-27,1258236
2018-10-28,1260404
2018-10-29,1260404
2018-10-30,1273516
2018-10-31,1308492
2018-11-01,1359563
2018-11-03,1479435
2018-11-04,1535177
2018-11-05,1611059
2018-11-06,1691612
2018-11-07,1761547
2018-11-08,1844691
2018-11-09,1923383
2018-11-10,2019553
2018-11-11,2105462
2018-11-12,2210529
2018-11-13,2299222
2018-11-14,2386632
2018-11-15,2497707
2018-11-16,2620573
2018-11-17,2680829
2018-11-18,2701013
2018-11-19,2718880
2018-11-20,2750816
2018-11-21,2750816
2018-11-22,2704026
2018-11-23,2662348
2018-11-24,2549053
2018-11-25,2427216
2018-11-26,2427216
2018-11-27,2327781
2018-11-28,2211391
2018-11-29,2110188
2018-12-01,2005004
2018-12-02,1912837
2018-12-03,1912837
2018-12-04,1832017
2018-12-05,1743942
2018-12-07,1663830
2018-12-09,1605073
