date_obj,Book%20of%20law%20page%20set price
2018-11-29,1699547
2018-12-01,1840908
2018-12-02,1881548
2018-12-03,1881548
2018-12-04,1845917
2018-12-05,1826313
2018-12-07,1776095
2018-12-09,1692861
2018-12-10,1637146
2018-12-11,1620829
2018-12-12,1607259
2018-12-13,1553214
2018-12-14,1504406
2018-12-15,1497466
2018-12-16,1498584
2018-12-17,1485704
2018-12-18,1469098
2018-12-19,1439825
2018-12-20,1420160
2018-12-21,1426846
2018-12-22,1467518
2018-12-23,1531089
2018-12-24,1604954
2018-12-25,1634691
2018-12-26,1622045
2018-12-27,1643169
2018-12-28,1640514
2018-12-29,1641231
2018-12-30,1614008
2018-12-31,1584196
2019-01-01,1548401
2019-01-02,1510846
2019-01-03,1451815
2019-01-04,1410324
2019-01-05,1388454
2019-01-06,1368814
2019-01-08,1332945
2019-01-10,1276764
2019-01-11,1213868
2019-01-12,1192440
2019-01-13,1219884
2019-01-14,1243291
2019-01-15,1293829
2019-01-16,1345578
2019-01-17,1401970
2019-01-18,1417807
2019-01-19,1468484
2019-01-20,1534335
2019-01-21,1588799
2019-01-22,1649038
2019-01-23,1635075
2019-01-24,1682568
2019-01-25,1732547
2019-01-26,1813836
2019-01-27,1900082
2019-01-28,1861482
2019-01-29,1830694
2019-01-30,1798027
2019-01-31,1777231
2019-02-01,1733021
2019-02-02,1689593
2019-02-03,1655570
2019-02-04,1600154
2019-02-05,1566707
2019-02-06,1532289
2019-02-07,1505253
2019-02-08,1477408
2019-02-09,1478195
2019-02-10,1536627
2019-02-11,1554161
2019-02-12,1554899
2019-02-13,1549786
2019-02-14,1549786
2019-02-15,1515360
2019-02-16,1534804
2019-02-17,1511836
2019-02-18,1481530
2019-02-19,1444074
2019-02-20,1432714
2019-02-21,1424445
2019-02-22,1437595
2019-02-23,1458040
2019-02-24,1455350
2019-02-25,1437586
2019-02-26,1430408
2019-02-27,1448680
2019-02-28,1510130
2019-03-01,1510878
2019-03-02,1524288
2019-03-03,1498195
2019-03-04,1486499
2019-03-05,1454870
2019-03-06,1428188
2019-03-07,1393558
2019-03-08,1393558
2019-03-09,1371776
2019-03-10,1326185
2019-03-11,1299367
2019-03-12,1278264
2019-03-13,1278264
2019-03-14,1247903
2019-03-15,1207880
2019-03-16,1229846
2019-03-17,1227972
2019-03-18,1229533
2019-03-19,1221652
2019-03-20,1220753
2019-03-21,1214548
2019-03-22,1228964
2019-03-23,1229298
2019-03-24,1230518
2019-03-25,1230061
2019-03-26,1228042
2019-03-27,1255112
2019-03-28,1285617
2019-03-29,1317331
2019-03-30,1348922
2019-03-31,1366118
2019-04-01,1431207
2019-04-02,1487678
2019-04-03,1546565
2019-04-04,1551502
2019-04-05,1547012
2019-04-06,1593136
2019-04-07,1587981
2019-04-08,1563530
2019-04-09,1545222
2019-04-10,1528718
2019-04-11,1471501
2019-04-12,1397925
2019-04-13,1328028
2019-04-14,1261626
2019-04-15,1198544
2019-04-16,1138616
2019-04-17,1081685
2019-04-18,1028349
2019-04-19,997748
2019-04-20,986160
2019-04-21,956742
2019-04-22,954245
2019-04-23,969465
2019-04-24,978381
2019-04-25,987212
2019-04-26,982502
2019-04-27,978838
2019-04-28,981986
2019-04-29,974994
2019-04-30,968347
2019-05-01,961721
2019-05-02,938488
2019-05-03,928139
2019-05-04,912057
2019-05-05,895740
2019-05-06,880160
2019-05-07,873466
2019-05-08,865324
2019-05-09,855409
2019-05-10,821439
2019-05-11,798820
2019-05-12,795032
2019-05-13,773352
2019-05-14,763531
2019-05-15,754167
2019-05-16,746748
2019-05-17,737357
2019-05-18,750901
2019-05-19,764624
2019-05-20,792643
2019-05-21,783940
2019-05-22,775163
2019-05-23,790499
2019-05-24,819856
2019-05-25,853451
2019-05-26,855591
2019-05-27,841447
2019-05-28,829542
2019-05-29,831901
2019-05-30,865898
2019-05-31,908790
2019-06-01,937224
2019-06-02,949100
2019-06-03,942842
2019-06-04,934829
2019-06-05,926555
2019-06-06,921108
2019-06-07,912048
2019-06-08,914543
2019-06-09,917222
2019-06-10,917222
2019-06-11,915403
2019-06-12,905712
2019-06-13,887599
2019-06-14,882854
2019-06-15,884137
2019-06-16,879218
2019-06-17,870656
2019-06-18,864094
2019-06-19,866000
2019-06-20,857440
2019-06-21,841520
2019-06-22,830410
2019-06-23,814771
2019-06-24,801375
2019-06-25,788992
2019-06-26,782873
2019-06-27,777431
2019-06-28,771689
2019-06-29,763308
2019-06-30,756645
2019-07-01,753146
2019-07-02,756562
2019-07-03,766683
2019-07-04,774388
2019-07-05,770559
2019-07-06,781756
2019-07-07,786903
2019-07-08,775554
2019-07-09,769573
2019-07-10,752170
2019-07-11,738851
2019-07-12,730110
2019-07-13,726431
2019-07-14,718646
2019-07-15,716960
2019-07-16,714361
2019-07-17,711707
2019-07-18,720042
2019-07-19,713992
2019-07-20,722321
2019-07-21,723602
2019-07-22,720017
2019-07-23,715083
2019-07-24,719186
2019-07-25,710960
2019-07-26,700905
2019-07-27,698209
2019-07-28,691837
2019-07-29,681058
2019-07-30,663335
2019-07-31,643756
2019-08-01,626834
2019-08-02,614949
2019-08-03,604640
2019-08-04,592272
2019-08-05,588053
2019-08-06,581068
2019-08-07,572098
2019-08-08,559193
2019-08-09,549293
2019-08-10,539313
2019-08-11,530994
2019-08-12,534035
2019-08-13,543537
2019-08-14,538395
2019-08-15,549575
2019-08-16,564074
2019-08-17,564074
2019-08-18,583170
2019-08-19,592013
2019-08-20,603245
2019-08-21,603689
2019-08-22,603569
2019-08-23,614629
2019-08-24,642955
2019-08-24,642955
2019-08-25,664159
2019-08-25,664159
2019-08-26,687744
2019-08-27,681500
2019-08-27,681500
2019-08-28,674274
2019-08-29,673985
2019-08-30,666460
2019-08-31,674703
2019-09-01,684833
2019-09-02,684833
2019-09-03,696883
2019-09-04,695483
2019-09-05,699348
2019-09-06,715691
2019-09-07,730522
2019-09-08,734961
2019-09-09,764700
2019-09-10,780666
2019-09-11,764409
2019-09-12,760887
2019-09-13,742921
2019-09-14,719636
2019-09-15,708281
2019-09-16,684454
2019-09-17,656171
2019-09-18,658443
2019-09-19,644444
2019-09-20,635183
2019-09-21,626201
2019-09-22,633944
2019-09-23,624476
2019-09-24,624476
2019-09-25,615210
2019-09-26,600560
2019-09-27,591342
2019-09-28,593230
2019-09-29,597961
2019-09-30,584945
2019-10-01,574829
2019-10-02,574829
2019-10-03,593788
2019-10-04,600429
2019-10-05,607936
2019-10-06,614242
2019-10-07,600875
2019-10-08,588374
2019-10-09,588374
2019-10-10,571508
2019-10-11,571508
2019-10-12,564355
2019-10-13,580380
2019-10-14,570185
2019-10-15,565698
2019-10-16,561611
2019-10-17,561611
2019-10-18,559173
2019-10-19,554664
2019-10-20,549020
2019-10-21,563359
2019-10-22,551550
2019-10-23,550170
2019-10-24,548491
2019-10-25,545449
2019-10-26,539268
2019-10-27,536823
2019-10-28,527516
2019-10-29,527516
2019-10-30,521360
2019-10-31,518852
2019-11-01,517161
2019-11-02,513358
2019-11-03,509710
2019-11-04,498212
2019-11-05,498212
2019-11-06,492035
2019-11-07,487407
2019-11-08,479828
2019-11-09,473131
2019-11-10,472308
2019-11-11,463339
2019-11-12,469024
2019-11-13,472088
2019-11-14,468927
2019-11-15,467797
2019-11-16,470726
2019-11-17,470726
2019-11-18,483285
2019-11-19,502523
2019-11-20,494149
2019-11-21,494149
2019-11-22,486371
2019-11-23,490103
2019-11-24,498665
2019-11-25,511715
2019-11-26,515472
2019-11-27,515472
2019-11-28,515648
2019-11-29,515648
2019-11-30,526369
2019-12-01,550876
2019-12-02,577286
2019-12-03,603932
2019-12-04,619381
2019-12-05,626015
2019-12-06,648430
2019-12-07,672676
2019-12-08,671252
2019-12-09,677760
2019-12-10,683460
2019-12-11,688309
2019-12-12,688309
2019-12-13,684545
2019-12-14,705408
2019-12-15,706831
2019-12-16,698245
2019-12-17,694155
2019-12-18,710098
2019-12-19,742290
2019-12-20,737993
2019-12-21,725107
2019-12-22,720778
2019-12-23,718520
2019-12-24,710778
2019-12-25,699223
2019-12-26,699223
2019-12-27,685144
2019-12-28,690327
2019-12-29,686809
2019-12-30,690035
2019-12-31,680025
2020-01-01,676149
2020-01-02,680624
2020-01-03,690296
2020-01-04,671278
2020-01-05,658268
2020-01-06,669868
2020-01-07,665065
2020-01-08,665065
2020-01-09,655380
2020-01-10,652544
2020-01-11,659318
2020-01-12,648774
2020-01-13,648774
2020-01-14,655978
2020-01-15,658006
2020-01-16,678482
2020-01-17,676146
2020-01-18,674043
2020-01-19,695608
2020-01-20,707154
2020-01-21,707154
2020-01-22,684345
2020-01-23,673150
2020-01-24,673293
2020-01-25,674696
2020-01-26,665486
2020-01-27,664007
2020-01-28,657697
2020-01-29,647308
2020-01-30,630161
2020-01-31,612252
2020-02-01,581639
2020-02-02,580796
2020-02-03,565093
2020-02-04,553623
2020-02-05,541150
2020-02-06,533522
2020-02-07,519061
2020-02-08,501759
2020-02-09,478998
2020-02-10,469457
2020-02-11,478315
2020-02-12,476191
2020-02-13,467618
2020-02-14,468521
2020-02-15,484324
2020-02-16,480527
2020-02-17,497515
2020-02-18,491243
2020-02-19,480988
2020-02-20,482876
2020-02-21,482876
2020-02-22,496812
2020-02-23,508206
2020-02-24,512259
2020-02-25,534097
2020-02-26,548596
2020-02-27,571561
2020-02-28,577424
2020-02-29,577424
2020-03-01,583916
2020-03-02,589221
2020-03-03,576380
2020-03-04,571417
2020-03-05,562662
2020-03-06,566484
2020-03-07,573769
2020-03-08,566425
2020-03-09,555642
2020-03-10,546477
2020-03-11,540827
2020-03-12,535169
2020-03-13,530230
2020-03-14,541582
2020-03-15,540141
2020-03-16,536707
2020-03-17,534348
2020-03-18,529841
2020-03-19,524218
2020-03-20,526842
2020-03-21,524819
2020-03-22,537778
2020-03-23,541162
2020-03-24,546695
2020-03-25,569972
2020-03-26,586671
2020-03-27,589454
2020-03-28,607424
2020-03-29,622324
2020-03-30,605463
2020-03-31,599524
2020-04-01,593385
2020-04-02,595970
2020-04-03,586713
2020-04-04,594157
2020-04-05,589839
2020-04-06,585048
2020-04-07,582490
2020-04-08,599263
2020-04-09,601734
2020-04-10,609289
2020-04-11,622675
2020-04-12,632765
2020-04-13,630820
2020-04-14,620415
2020-04-15,614766
2020-04-16,615181
2020-04-17,612772
2020-04-18,622043
2020-04-19,617837
2020-04-20,612425
2020-04-21,618577
2020-04-22,631120
2020-04-23,629953
2020-04-24,628418
2020-04-25,633908
2020-04-26,637540
2020-04-27,637428
2020-04-28,642153
2020-04-29,644273
2020-04-30,642792
2020-05-01,649504
2020-05-02,650340
2020-05-03,650858
2020-05-04,660244
2020-05-05,657099
2020-05-06,645914
2020-05-07,634787
2020-05-08,633760
2020-05-09,626574
2020-05-10,616701
2020-05-11,612377
2020-05-12,605609
2020-05-13,598513
