date_obj,Bow%20string price
2015-09-01,98
2015-09-02,101
2015-09-03,104
2015-09-04,106
2015-09-05,105
2015-09-06,103
2015-09-07,103
2015-09-08,107
2015-09-09,110
2015-09-10,114
2015-09-11,113
2015-09-12,108
2015-09-13,102
2015-09-14,102
2015-09-15,105
2015-09-16,109
2015-09-17,113
2015-09-18,114
2015-09-19,109
2015-09-20,104
2015-09-21,105
2015-09-22,104
2015-09-23,107
2015-09-24,107
2015-09-25,109
2015-09-27,108
2015-09-28,110
2015-09-29,114
2015-09-30,119
2015-10-05,136
2015-10-06,142
2015-10-07,150
2015-10-08,158
2015-10-09,160
2015-10-10,154
2015-10-11,146
2015-10-12,138
2015-10-13,131
2015-10-14,132
2015-10-15,137
2015-10-16,141
2015-10-17,140
2015-10-18,139
2015-10-19,139
2015-10-20,142
2015-10-22,157
2015-10-23,160
2015-10-24,155
2015-10-25,148
2015-10-26,142
2015-10-27,139
2015-10-29,144
2015-10-30,150
2015-10-31,149
2015-11-01,155
2015-11-02,161
2015-11-03,170
2015-11-04,179
2015-11-05,188
2015-11-06,198
2015-11-07,196
2015-11-08,188
2015-11-09,185
2015-11-10,186
2015-11-11,188
2015-11-12,195
2015-11-13,197
2015-11-14,188
2015-11-15,178
2015-11-16,169
2015-11-17,160
2015-11-18,160
2015-11-19,166
2015-11-20,169
2015-11-21,164
2015-11-22,163
2015-11-23,164
2015-11-24,164
2015-11-25,166
2015-11-26,171
2015-11-27,172
2015-11-28,167
2015-11-29,161
2015-11-30,160
2015-12-01,166
2015-12-02,175
2015-12-03,184
2015-12-04,190
2015-12-05,187
2015-12-06,178
2015-12-07,178
2015-12-08,185
2015-12-09,195
2015-12-10,203
2015-12-11,196
2015-12-12,186
2015-12-13,176
2015-12-14,170
2015-12-15,168
2015-12-16,173
2015-12-17,176
2015-12-18,169
2015-12-19,160
2015-12-20,152
2015-12-21,145
2015-12-22,137
2015-12-23,130
2015-12-24,124
2015-12-25,119
2015-12-26,113
2015-12-27,108
2015-12-28,102
2015-12-29,99
2015-12-30,103
2015-12-31,109
2016-01-01,115
2016-01-02,121
2016-01-03,126
2016-01-04,133
2016-01-05,140
2016-01-06,147
2016-01-07,155
2016-01-08,157
2016-01-09,162
2016-01-10,161
2016-01-11,158
2016-01-12,161
2016-01-13,165
2016-01-14,174
2016-01-15,175
2016-01-16,166
2016-01-17,157
2016-01-18,149
2016-01-19,155
2016-01-20,160
2016-01-21,159
2016-01-22,153
2016-01-23,146
2016-01-24,139
2016-01-25,138
2016-01-26,136
2016-01-27,135
2016-01-28,139
2016-01-29,136
2016-01-30,130
2016-01-31,123
2016-02-01,124
2016-02-02,128
2016-02-03,130
2016-02-04,131
2016-02-05,128
2016-02-06,126
2016-02-07,128
2016-02-08,131
2016-02-09,136
2016-02-10,137
2016-02-11,137
2016-02-12,137
2016-02-13,134
2016-02-14,132
2016-02-15,133
2016-02-16,139
2016-02-17,146
2016-02-18,150
2016-02-19,156
2016-02-20,149
2016-02-21,141
2016-02-22,135
2016-02-23,135
2016-02-24,131
2016-02-25,127
2016-02-26,125
2016-02-27,120
2016-02-28,116
2016-02-29,118
2016-03-01,122
2016-03-02,125
2016-03-03,128
2016-03-04,128
2016-03-05,132
2016-03-06,129
2016-03-07,127
2016-03-08,128
2016-03-09,130
2016-03-10,129
2016-03-11,128
2016-03-12,122
2016-03-13,122
2016-03-14,123
2016-03-15,127
2016-03-16,127
2016-03-17,126
2016-03-18,126
2016-03-19,130
2016-03-20,128
2016-03-21,127
2016-03-22,129
2016-03-23,128
2016-03-24,128
2016-03-25,126
2016-03-26,123
2016-03-27,122
2016-03-28,124
2016-03-29,126
2016-03-30,126
2016-03-31,125
2016-04-01,125
2016-04-02,127
2016-04-03,133
2016-04-04,132
2016-04-05,132
2016-04-06,132
2016-04-07,138
2016-04-08,145
2016-04-09,153
2016-04-10,161
2016-04-11,170
2016-04-12,179
2016-04-13,188
2016-04-14,198
2016-04-15,205
2016-04-16,195
2016-04-17,185
2016-04-18,175
2016-04-19,172
2016-04-20,180
2016-04-21,188
2016-04-22,189
2016-04-23,180
2016-04-24,171
2016-04-25,165
2016-04-26,171
2016-04-27,180
2016-04-28,189
2016-04-29,199
2016-04-30,202
2016-05-01,192
2016-05-02,182
2016-05-03,176
2016-05-04,183
2016-05-05,188
2016-05-06,181
2016-05-07,171
2016-05-08,162
2016-05-09,153
2016-05-10,146
2016-05-11,143
2016-05-12,142
2016-05-13,136
2016-05-14,130
2016-05-15,126
2016-05-16,129
2016-05-17,136
2016-05-18,143
2016-05-19,150
2016-05-22,139
2016-05-23,134
2016-05-24,135
2016-05-25,139
2016-05-26,143
2016-05-27,141
2016-05-28,137
2016-05-29,132
2016-05-30,132
2016-05-31,135
2016-06-01,141
2016-06-02,149
2016-06-03,156
2016-06-04,161
2016-06-05,157
2016-06-06,156
2016-06-07,164
2016-06-08,172
2016-06-09,180
2016-06-10,182
2016-06-11,175
2016-06-12,166
2016-06-13,158
2016-06-14,164
2016-06-15,172
2016-06-16,181
2016-06-17,181
2016-06-18,176
2016-06-19,172
2016-06-20,179
2016-06-21,188
2016-06-22,193
2016-06-23,191
2016-06-24,183
2016-06-25,174
2016-06-26,165
2016-06-27,160
2016-06-28,161
2016-06-29,164
2016-06-30,170
2016-07-01,173
2016-07-02,170
2016-07-03,171
2016-07-04,175
2016-07-05,180
2016-07-06,186
2016-07-07,189
2016-07-08,188
2016-07-09,180
2016-07-10,171
2016-07-11,164
2016-07-12,169
2016-07-13,168
2016-07-14,165
2016-07-15,161
2016-07-16,156
2016-07-17,151
2016-07-18,150
2016-07-23,150
2016-07-24,144
2016-07-25,143
2016-07-26,146
2016-07-27,144
2016-07-28,142
2016-07-29,138
2016-07-30,132
2016-07-31,131
2016-08-01,130
2016-08-02,137
2016-08-03,141
2016-08-04,139
2016-08-05,135
2016-08-06,132
2016-08-07,132
2016-08-08,131
2016-08-09,134
2016-08-10,134
2016-08-11,135
2016-08-12,132
2016-08-13,131
2016-08-14,129
2016-08-15,125
2016-08-16,128
2016-08-17,129
2016-08-18,129
2016-08-19,133
2016-08-20,132
2016-08-21,131
2016-08-22,134
2016-08-23,138
2016-08-24,140
2016-08-25,145
2016-08-26,153
2016-08-28,167
2016-08-31,189
2016-09-01,197
2016-09-02,207
2016-09-03,199
2016-09-04,189
2016-09-05,182
2016-09-06,181
2016-09-07,185
2016-09-08,192
2016-09-09,195
2016-09-10,186
2016-09-11,178
2016-09-12,180
2016-09-13,187
2016-09-14,197
2016-09-15,202
2016-09-16,195
2016-09-17,187
2016-09-18,178
2016-09-19,169
2016-09-20,160
2016-09-21,152
2016-09-22,144
2016-09-23,137
2016-09-24,136
2016-09-25,138
2016-09-26,144
2016-09-27,152
2016-09-28,159
2016-09-29,167
2016-09-30,171
2016-10-01,168
2016-10-02,164
2016-10-03,161
2016-10-04,166
2016-10-05,172
2016-10-06,176
2016-10-07,173
2016-10-08,166
2016-10-09,158
2016-10-10,150
2016-10-11,152
2016-10-12,154
2016-10-13,151
2016-10-14,150
2016-10-15,147
2016-10-16,151
2016-10-17,147
2016-10-18,146
2016-10-19,147
2016-10-20,153
2016-10-21,156
2016-10-22,150
2016-10-23,142
2016-10-24,135
2016-10-25,133
2016-10-26,135
2016-10-27,140
2016-10-28,142
2016-10-29,137
2016-10-30,135
2016-10-31,137
2016-11-01,139
2016-11-02,139
2016-11-03,138
2016-11-04,139
2016-11-05,137
2016-11-06,131
2016-11-07,133
2016-11-08,137
2016-11-09,139
2016-11-10,141
2016-11-11,142
2016-11-12,143
2016-11-13,146
2016-11-14,144
2016-11-15,150
2016-12-07,127
2016-12-08,125
2016-12-09,125
2016-12-10,123
2016-12-11,119
2016-12-12,123
2016-12-13,124
2016-12-14,123
2016-12-15,125
2016-12-16,125
2016-12-17,122
2016-12-18,122
2016-12-19,116
2016-12-20,111
2016-12-21,106
2016-12-22,103
2016-12-23,98
2016-12-24,94
2016-12-25,89
2016-12-26,84
2016-12-27,81
2016-12-28,85
2016-12-29,86
2016-12-30,90
2016-12-31,87
2017-01-01,86
2017-01-02,85
2017-01-03,88
2017-01-04,93
2017-01-05,98
2017-01-06,103
2017-01-07,108
2017-01-08,111
2017-01-09,112
2017-01-10,113
2017-01-11,118
2017-01-12,124
2017-01-13,131
2017-01-14,132
2017-01-15,127
2017-01-16,123
2017-01-17,129
2017-01-18,136
2017-01-19,137
2017-01-20,137
2017-01-21,130
2017-01-22,131
2017-01-23,134
2017-01-27,153
2017-01-28,147
2017-01-29,142
2017-01-30,142
2017-01-31,149
2017-02-01,156
2017-02-02,157
2017-02-03,158
2017-02-04,156
2017-02-05,148
2017-02-06,140
2017-02-07,134
2017-02-08,129
2017-02-09,132
2017-02-10,132
2017-02-11,131
2017-02-12,127
2017-02-13,121
2017-02-14,114
2017-02-15,119
2017-02-16,125
2017-02-18,131
2017-02-19,133
2017-02-20,129
2017-02-21,134
2017-02-22,137
2017-02-23,138
2017-02-24,139
2017-02-25,141
2017-02-26,148
2017-02-27,149
2017-02-28,148
2017-03-01,152
2017-03-02,157
2017-03-03,161
2017-03-04,159
2017-03-05,153
2017-03-06,150
2017-03-07,155
2017-03-08,157
2017-03-09,158
2017-03-10,157
2017-03-11,153
2017-03-12,148
2017-03-13,143
2017-03-14,146
2017-03-15,141
2017-03-16,139
2017-03-17,139
2017-03-18,132
2017-03-19,127
2017-03-20,127
2017-03-21,123
2017-03-22,120
2017-03-23,120
2017-03-24,126
2017-03-25,131
2017-03-26,130
2017-03-27,125
2017-03-28,124
2017-03-29,129
2017-03-30,136
2017-03-31,143
2017-04-01,141
2017-04-02,138
2017-04-03,143
2017-04-04,148
2017-04-12,144
2017-04-13,145
2017-04-14,146
2017-04-15,139
2017-04-16,132
2017-04-17,125
2017-04-18,120
2017-04-19,118
2017-04-20,117
2017-04-21,113
2017-04-22,109
2017-04-23,105
2017-04-24,106
2017-04-25,112
2017-04-26,114
2017-04-27,118
2017-04-28,115
2017-04-29,113
2017-04-30,111
2017-05-01,111
2017-05-02,108
2017-05-03,103
2017-05-04,97
2017-05-05,100
2017-05-06,102
2017-05-07,101
2017-05-08,100
2017-05-09,99
2017-05-10,99
2017-05-11,99
2017-05-12,101
2017-05-13,99
2017-05-14,99
2017-05-15,99
2017-05-16,100
2017-05-17,100
2017-05-18,102
2017-05-19,107
2017-05-20,110
2017-05-21,107
2017-05-22,102
2017-05-23,105
2017-05-24,109
2017-05-25,112
2017-05-26,118
2017-05-27,118
2017-05-28,123
2017-05-29,130
2017-05-30,137
2017-05-31,141
2017-06-01,135
2017-06-02,129
2017-06-03,126
2017-06-04,121
2017-06-05,118
2017-06-06,119
2017-06-07,124
2017-06-08,119
2017-06-09,113
2017-06-10,107
2017-06-11,101
2017-06-12,100
2017-06-13,101
2017-06-14,107
2017-06-15,112
2017-06-16,116
2017-06-17,117
2017-06-18,113
2017-06-19,111
2017-06-20,115
2017-06-21,121
2017-06-22,127
2017-06-23,128
2017-06-24,127
2017-06-25,124
2017-06-26,129
2017-06-27,136
2017-06-28,135
2017-06-29,129
2017-06-30,123
2017-07-01,120
2017-07-02,121
2017-07-03,126
2017-07-04,129
2017-07-05,133
2017-07-06,127
2017-07-07,128
2017-07-08,126
2017-07-13,136
2017-07-14,137
2017-07-15,131
2017-07-16,125
2017-07-17,120
2017-07-18,125
2017-07-19,130
2017-07-20,137
2017-07-21,143
2017-07-22,139
2017-07-23,134
2017-07-24,137
2017-07-25,138
2017-07-26,140
2017-07-27,144
2017-07-28,140
2017-07-29,135
2017-07-30,133
2017-07-31,135
2017-08-01,139
2017-08-02,145
2017-08-03,147
2017-08-04,148
2017-08-05,141
2017-08-06,137
2017-08-09,142
2017-08-10,144
2017-08-11,142
2017-08-12,136
2017-08-13,129
2017-08-14,126
2017-08-15,132
2017-08-16,138
2017-08-17,139
2017-08-18,142
2017-08-19,140
2017-08-20,139
2017-08-21,140
2017-08-22,141
2017-08-23,146
2017-08-24,154
2017-08-25,160
2017-08-26,156
2017-08-27,154
2017-08-28,154
2017-08-29,153
2017-08-30,154
2017-08-31,152
2017-09-01,147
2017-09-02,142
2017-09-03,138
2017-09-04,140
2017-09-05,143
2017-09-06,142
2017-09-07,136
2017-09-08,131
2017-09-09,133
2017-09-10,136
2017-09-11,138
2017-09-12,137
2017-09-13,135
2017-09-14,134
2017-09-15,132
2017-09-16,127
2017-09-17,123
2017-09-18,124
2017-09-19,129
2017-09-20,127
2017-09-21,124
2017-09-22,117
2017-09-23,118
2017-09-24,116
2017-09-25,115
2017-09-26,118
2017-09-27,118
2017-09-28,116
2017-09-29,113
2017-09-30,113
2017-10-01,112
2017-10-02,114
2017-10-03,115
2017-10-04,117
2017-10-05,117
2017-10-06,121
2017-10-07,123
2017-10-08,122
2017-10-09,123
2017-10-10,122
2017-10-11,121
2017-10-12,119
2017-10-13,117
2017-10-14,113
2017-10-15,112
2017-10-16,110
2017-10-17,112
2017-10-18,113
2017-10-19,114
2017-10-20,119
2017-10-21,125
2017-10-22,126
2017-10-23,129
2017-10-24,129
2017-10-25,128
2017-10-26,125
2017-10-27,123
2017-10-28,124
2017-10-29,127
2017-10-30,131
2017-10-31,133
2017-11-01,136
2017-11-02,136
2017-11-03,137
2017-11-04,138
2017-11-05,142
2017-11-06,146
2017-11-07,151
2017-11-08,156
2017-11-09,163
2017-11-10,156
2017-11-11,157
2017-11-12,154
2017-11-13,149
2017-11-14,149
2017-11-15,151
2017-11-16,152
2017-11-17,158
2017-11-18,153
2017-11-19,156
2017-11-20,158
2017-11-21,159
2017-11-22,161
2017-11-23,163
2017-11-24,160
2017-11-25,158
2017-11-26,156
2017-11-27,157
2017-11-28,161
2017-11-29,167
2017-11-30,164
2017-12-01,159
2017-12-02,156
2017-12-03,153
2017-12-04,153
2017-12-05,157
2017-12-06,160
2017-12-07,159
2017-12-08,157
2017-12-09,150
2017-12-10,145
2017-12-11,146
2017-12-12,143
2017-12-13,142
2017-12-14,141
2017-12-15,138
2017-12-16,136
2017-12-17,134
2017-12-18,132
2017-12-19,132
2017-12-20,131
2017-12-21,131
2017-12-22,127
2017-12-23,121
2017-12-24,115
2017-12-25,112
2017-12-26,111
2017-12-27,111
2017-12-28,113
2017-12-29,113
2017-12-30,116
2017-12-31,120
2018-01-01,122
2018-01-02,121
2018-01-03,120
2018-01-04,123
2018-01-05,123
2018-01-06,124
2018-01-07,123
2018-01-08,125
2018-01-09,126
2018-01-10,128
2018-01-11,128
2018-01-12,128
2018-01-13,128
2018-01-14,130
2018-01-15,133
2018-01-16,139
2018-01-17,144
2018-01-18,146
2018-01-19,149
2018-01-20,148
2018-01-21,150
2018-01-22,157
2018-01-23,162
2018-01-24,165
2018-01-25,167
2018-01-26,172
2018-01-27,177
2018-01-28,175
2018-01-29,172
2018-01-30,167
2018-01-31,161
2018-02-01,160
2018-02-02,157
2018-02-03,154
2018-02-04,149
2018-02-05,147
2018-02-06,145
2018-02-07,145
2018-02-08,144
2018-02-09,144
2018-02-10,142
2018-02-11,136
2018-02-12,136
2018-02-13,137
2018-02-14,137
2018-02-15,137
2018-02-16,136
2018-02-17,140
2018-02-18,141
2018-02-19,146
2018-02-20,153
2018-02-21,160
2018-02-22,168
2018-02-23,174
2018-02-24,178
2018-02-25,173
2018-02-26,172
2018-02-27,170
2018-02-28,172
2018-03-01,175
2018-03-02,173
2018-03-03,170
2018-03-04,167
2018-03-05,165
2018-03-06,163
2018-03-07,161
2018-03-08,160
2018-03-09,160
2018-03-10,158
2018-03-11,156
2018-03-12,155
2018-03-13,153
2018-03-14,152
2018-03-15,151
2018-03-16,150
2018-03-17,149
2018-03-18,145
2018-03-19,144
2018-03-20,142
2018-03-21,143
2018-03-23,142
2018-03-24,137
2018-03-25,133
2018-03-26,131
2018-03-27,130
2018-03-28,131
2018-03-29,132
2018-03-30,135
2018-03-31,135
2018-04-01,135
2018-04-02,136
2018-04-03,141
2018-04-04,148
2018-04-05,153
2018-04-06,153
2018-04-07,154
2018-04-08,151
2018-04-09,148
2018-04-10,148
2018-04-11,144
2018-04-12,146
2018-04-13,145
2018-04-14,145
2018-04-15,143
2018-04-16,144
2018-04-17,144
2018-04-18,144
2018-04-19,144
2018-04-20,143
2018-04-21,138
2018-04-22,133
2018-04-23,130
2018-04-24,129
2018-04-25,128
2018-04-26,128
2018-04-27,127
2018-04-28,126
2018-04-29,126
2018-04-30,128
2018-05-01,129
2018-05-02,129
2018-05-03,132
2018-05-04,133
2018-05-05,133
2018-05-06,131
2018-05-07,130
2018-05-08,132
2018-05-09,132
2018-05-10,134
2018-05-11,137
2018-05-12,139
2018-05-13,140
2018-05-14,143
2018-05-15,148
2018-05-16,153
2018-05-17,157
2018-05-18,158
2018-05-19,151
2018-05-20,144
2018-05-21,139
2018-05-22,140
2018-05-23,141
2018-05-24,145
2018-05-25,150
2018-05-26,143
2018-05-27,137
2018-05-28,134
2018-05-29,133
2018-05-30,133
2018-05-31,132
2018-06-01,137
2018-06-02,136
2018-06-03,134
2018-06-04,133
2018-06-05,137
2018-06-06,142
2018-06-07,144
2018-06-08,143
2018-06-09,142
2018-06-10,142
2018-06-11,144
2018-06-12,145
2018-06-13,148
2018-06-14,152
2018-06-15,146
2018-06-16,142
2018-06-17,140
2018-06-18,139
2018-06-19,138
2018-06-20,138
2018-06-21,141
2018-06-22,142
2018-06-23,141
2018-06-24,139
2018-06-25,142
2018-06-26,147
2018-06-27,154
2018-06-28,158
2018-06-29,159
2018-06-30,153
2018-07-01,147
2018-07-02,143
2018-07-03,141
2018-07-04,141
2018-07-05,139
2018-07-06,139
2018-07-07,135
2018-07-08,135
2018-07-09,135
2018-07-10,138
2018-07-11,140
2018-07-12,143
2018-07-13,143
2018-07-14,147
2018-07-15,149
2018-07-16,150
2018-07-17,157
2018-07-18,165
2018-07-19,171
2018-07-20,180
2018-07-21,187
2018-07-22,186
2018-07-23,184
2018-07-24,178
2018-07-25,170
2018-07-26,161
2018-07-27,152
2018-07-28,144
2018-07-29,137
2018-07-30,134
2018-07-31,136
2018-08-01,141
2018-08-02,141
2018-08-03,138
2018-08-04,132
2018-08-05,129
2018-08-06,130
2018-08-07,133
2018-08-08,136
2018-08-09,137
2018-08-10,132
2018-08-11,125
2018-08-12,118
2018-08-14,117
2018-08-16,125
2018-08-17,123
2018-08-18,122
2018-08-19,119
2018-08-20,117
2018-08-21,116
2018-08-22,113
2018-08-23,114
2018-08-24,114
2018-08-25,112
2018-08-26,111
2018-08-27,110
2018-08-28,111
2018-08-29,114
2018-08-30,116
2018-08-31,116
2018-09-01,115
2018-09-02,113
2018-09-03,113
2018-09-04,114
2018-09-05,117
2018-09-06,117
2018-09-07,118
2018-09-08,119
2018-09-09,120
2018-09-10,121
2018-09-11,121
2018-09-12,120
2018-09-13,116
2018-09-14,115
2018-09-15,118
2018-09-16,122
2018-09-17,126
2018-09-18,125
2018-09-19,129
2018-09-20,132
2018-09-21,139
2018-09-22,142
2018-09-23,147
2018-09-24,144
2018-09-25,142
2018-09-26,140
2018-09-27,142
2018-09-28,148
2018-09-29,152
2018-09-30,155
2018-10-01,155
2018-10-02,157
2018-10-03,158
2018-10-04,160
2018-10-05,159
2018-10-06,156
2018-10-07,159
2018-10-08,162
2018-10-09,162
2018-10-10,166
2018-10-11,168
2018-10-12,165
2018-10-13,162
2018-10-14,157
2018-10-15,155
2018-10-16,155
2018-10-17,155
2018-10-18,157
2018-10-19,158
2018-10-20,164
2018-10-21,167
2018-10-22,168
2018-10-23,169
2018-10-24,170
2018-10-25,171
2018-10-26,176
2018-10-27,175
2018-10-28,176
2018-10-29,174
2018-10-30,176
2018-10-31,180
2018-11-01,187
2018-11-03,196
2018-11-04,191
2018-11-05,185
2018-11-06,178
2018-11-07,177
2018-11-08,177
2018-11-09,177
2018-11-10,173
2018-11-11,165
2018-11-12,159
2018-11-13,158
2018-11-15,156
2018-11-16,153
2018-11-17,150
2018-11-18,146
2018-11-19,144
2018-11-20,141
2018-11-21,143
2018-11-22,145
2018-11-23,152
2018-11-24,157
2018-11-25,161
2018-11-26,165
2018-11-27,170
2018-11-28,172
2018-11-29,173
2018-12-01,172
2018-12-02,168
2018-12-03,165
2018-12-04,161
2018-12-05,158
2018-12-07,158
2018-12-09,156
2018-12-10,153
2018-12-11,151
2018-12-12,148
2018-12-13,146
2018-12-14,145
2018-12-15,142
2018-12-16,139
2018-12-17,140
2018-12-18,141
2018-12-19,142
2018-12-20,140
2018-12-21,138
2018-12-22,136
2018-12-23,129
2018-12-24,124
2018-12-25,120
2018-12-26,122
2018-12-27,118
2018-12-28,119
2018-12-29,116
2018-12-30,115
2018-12-31,110
2019-01-01,109
2019-01-02,111
2019-01-03,116
2019-01-04,122
2019-01-05,129
2019-01-06,136
2019-01-08,145
2019-01-10,145
2019-01-11,145
2019-01-12,143
2019-01-13,140
2019-01-14,139
2019-01-15,138
2019-01-16,136
2019-01-17,133
2019-01-18,132
2019-01-19,131
2019-01-20,129
2019-01-21,128
2019-01-22,128
2019-01-23,127
2019-01-24,128
2019-01-25,129
2019-01-26,130
2019-01-27,129
2019-01-28,128
2019-01-29,127
2019-01-30,126
2019-01-31,126
2019-02-01,124
2019-02-02,123
2019-02-03,122
2019-02-04,123
2019-02-05,122
2019-02-06,126
2019-02-07,130
2019-02-08,135
2019-02-09,131
2019-02-10,125
2019-02-11,120
2019-02-12,114
2019-02-13,108
2019-02-14,106
2019-02-15,101
2019-02-16,97
2019-02-17,94
2019-02-18,91
2019-02-19,92
2019-02-20,92
2019-02-21,91
2019-02-22,89
2019-02-23,84
2019-02-24,79
2019-02-25,75
2019-02-26,71
2019-02-27,73
2019-02-28,74
2019-03-01,77
2019-03-02,81
2019-03-03,78
2019-03-04,75
2019-03-05,71
2019-03-06,69
2019-03-07,71
2019-03-08,71
2019-03-09,68
2019-03-10,65
2019-03-11,61
2019-03-12,58
2019-03-13,55
2019-03-14,52
2019-03-15,51
2019-03-16,50
2019-03-17,51
2019-03-18,54
2019-03-19,57
2019-03-20,60
2019-03-21,60
2019-03-22,57
2019-03-23,54
2019-03-24,51
2019-03-25,51
2019-03-26,49
2019-03-27,48
2019-03-28,48
2019-03-29,47
2019-03-30,46
2019-03-31,45
2019-04-01,44
2019-04-02,45
2019-04-03,47
2019-04-04,50
2019-04-05,53
2019-04-06,56
2019-04-07,59
2019-04-08,62
2019-04-09,66
2019-04-10,70
2019-04-11,74
2019-04-12,74
2019-04-13,74
2019-04-14,73
2019-04-15,75
2019-04-16,75
2019-04-17,75
2019-04-18,74
2019-04-19,73
2019-04-20,73
2019-04-21,74
2019-04-22,73
2019-04-23,72
2019-04-24,71
2019-04-25,70
2019-04-26,68
2019-04-27,68
2019-04-28,66
2019-04-29,63
2019-04-30,59
2019-05-01,59
2019-05-02,62
2019-05-03,66
2019-05-04,70
2019-05-05,73
2019-05-06,77
2019-05-07,81
2019-05-08,85
2019-05-09,90
2019-05-10,91
2019-05-11,94
2019-05-12,96
2019-05-13,97
2019-05-14,101
2019-05-15,106
2019-05-16,101
2019-05-17,95
2019-05-18,90
2019-05-19,85
2019-05-20,80
2019-05-21,81
2019-05-22,85
2019-05-23,90
2019-05-24,94
2019-05-25,94
2019-05-26,93
2019-05-27,90
2019-05-28,91
2019-05-29,93
2019-05-30,97
2019-05-31,95
2019-06-01,90
2019-06-02,85
2019-06-03,80
2019-06-04,82
2019-06-05,82
2019-06-06,81
2019-06-07,81
2019-06-08,76
2019-06-09,74
2019-06-10,76
2019-06-11,79
2019-06-12,81
2019-06-13,84
2019-06-14,86
2019-06-15,85
2019-06-16,87
2019-06-17,92
2019-06-18,94
2019-06-19,93
2019-06-20,97
2019-06-21,102
2019-06-22,108
2019-06-23,111
2019-06-24,112
2019-06-25,113
2019-06-26,117
2019-06-27,118
2019-06-28,118
2019-06-29,116
2019-06-30,117
2019-07-01,121
2019-07-02,127
2019-07-03,133
2019-07-04,139
2019-07-05,142
2019-07-06,145
2019-07-07,142
2019-07-08,137
2019-07-09,132
2019-07-10,128
2019-07-11,128
2019-07-12,134
2019-07-13,140
2019-07-14,142
2019-07-15,141
2019-07-16,142
2019-07-17,141
2019-07-18,133
2019-07-19,126
2019-07-20,123
2019-07-21,126
2019-07-22,133
2019-07-23,139
2019-07-24,145
2019-07-25,150
2019-07-26,156
2019-07-27,162
2019-07-28,158
2019-07-29,156
2019-07-30,154
2019-07-31,151
2019-08-01,149
2019-08-02,148
2019-08-03,143
2019-08-04,138
2019-08-05,137
2019-08-06,134
2019-08-07,128
2019-08-08,127
2019-08-09,134
2019-08-10,139
2019-08-11,138
2019-08-12,134
2019-08-13,141
2019-08-14,149
2019-08-15,157
2019-08-16,165
2019-08-17,170
2019-08-18,161
2019-08-19,153
2019-08-20,145
2019-08-21,137
2019-08-22,135
2019-08-23,137
2019-08-24,136
2019-08-24,136
2019-08-25,132
2019-08-25,132
