date_obj,Harmonised%20orb price
2020-02-05,50000000
2020-02-06,51848113
2020-02-07,54147039
2020-02-08,56646323
2020-02-09,400000000
2020-02-10,419759259
2020-02-11,439890570
2020-02-12,461190535
2020-02-13,461190535
2020-02-14,483192286
2020-02-15,483192286
2020-02-16,506632537
2020-02-17,529752545
2020-02-18,529752545
2020-02-19,555129371
2020-02-20,555129371
2020-02-21,581569882
2020-02-22,581569882
2020-02-23,610169414
2020-02-24,610169414
2020-02-25,639554920
2020-02-26,639554920
2020-02-27,639554920
2020-02-28,668825317
2020-02-29,668825317
2020-03-01,668825317
2020-03-02,700598983
2020-03-03,700598983
2020-03-04,700598983
2020-03-05,734822183
2020-03-06,734822183
2020-03-07,734822183
2020-03-08,768448850
2020-03-09,768448850
2020-03-10,768448850
2020-03-11,805575346
2020-03-12,845163577
2020-03-13,845163577
2020-03-14,885561008
2020-03-15,885561008
2020-03-16,885561008
2020-03-17,928629741
2020-03-18,928629741
2020-03-19,928629741
2020-03-20,972700306
2020-03-21,972700306
2020-03-22,1020544634
2020-03-23,1020544634
2020-03-24,1020544634
2020-03-25,1069503094
2020-03-26,1069503094
2020-03-27,1121011084
2020-03-28,1121011084
2020-03-29,1121011084
2020-03-30,1177061639
2020-03-31,1177061639
2020-04-01,1232766956
2020-04-02,1232766956
2020-04-03,1232766956
2020-04-04,1228879229
2020-04-05,1228879229
2020-04-06,1171723990
2020-04-07,1171723990
2020-04-08,1171723990
2020-04-09,1223130411
2020-04-10,1223130411
2020-04-11,1223130411
2020-04-12,1237999208
2020-04-13,1237999208
2020-04-14,1237999208
2020-04-15,1244846608
2020-04-16,1244846608
2020-04-17,1244846608
2020-04-18,1182952832
2020-04-19,1182952832
2020-04-20,1164798931
2020-04-21,1164798931
2020-04-22,1164798931
2020-04-23,1218777463
2020-04-24,1218777463
2020-04-25,1218777463
2020-04-26,1276344147
2020-04-27,1276344147
2020-04-28,1276344147
2020-04-29,1294731497
2020-04-30,1294731497
2020-05-01,1294731497
2020-05-02,1294731497
2020-05-03,1293975083
2020-05-04,1293975083
2020-05-05,1293975083
2020-05-06,1286277519
2020-05-07,1286277519
2020-05-08,1286277519
2020-05-09,1286512996
2020-05-10,1286512996
2020-05-11,1286512996
2020-05-12,1309568056
2020-05-13,1309568056
