date_obj,Saradomin%20armour%20set%20(lg) price
2016-03-05,446894
2016-03-06,466521
2016-03-07,466521
2016-03-08,486536
2016-03-09,507587
2016-03-10,525912
2016-03-11,525912
2016-03-12,536134
2016-03-13,536134
2016-03-14,525571
2016-03-15,509529
2016-03-16,501013
2016-03-17,501013
2016-03-18,491586
2016-03-19,491586
2016-03-20,488100
2016-03-21,488100
2016-03-22,489660
2016-03-23,489660
2016-03-24,483314
2016-03-25,480139
2016-03-26,478509
2016-03-27,478509
2016-03-28,476008
2016-03-29,476008
2016-03-30,469871
2016-03-31,469871
2016-04-01,472201
2016-04-02,472201
2016-04-03,476544
2016-04-04,476544
2016-04-05,473678
2016-04-06,473678
2016-04-07,467284
2016-04-08,467284
2016-04-09,461539
2016-04-10,456822
2016-04-11,456822
2016-04-12,452069
2016-04-13,452069
2016-04-14,446231
2016-04-15,446231
2016-04-16,440601
2016-04-17,440601
2016-04-18,433423
2016-04-19,433423
2016-04-20,432935
2016-04-21,432935
2016-04-22,431958
2016-04-23,432302
2016-04-24,431361
2016-04-25,432846
2016-04-26,432846
2016-04-27,436136
2016-04-28,436136
2016-04-29,440270
2016-04-30,445287
2016-05-01,445287
2016-05-02,443945
2016-05-03,437014
2016-05-04,437014
2016-05-05,427114
2016-05-06,427114
2016-05-07,424793
2016-05-08,424793
2016-05-09,425285
2016-05-10,422010
2016-05-11,422010
2016-05-12,418656
2016-05-13,422458
2016-05-14,422458
2016-05-15,425940
2016-05-16,425940
2016-05-17,421104
2016-05-18,421104
2016-05-19,415929
2016-05-22,419960
2016-05-23,417420
2016-05-24,417420
2016-05-25,411567
2016-05-26,403772
2016-05-27,400308
2016-05-28,400308
2016-05-29,393917
2016-05-30,393917
2016-05-31,383378
2016-06-01,372156
2016-06-02,370724
2016-06-03,370724
2016-06-04,361440
2016-06-05,361440
2016-06-06,356367
2016-06-07,356367
2016-06-08,354850
2016-06-09,358452
2016-06-10,356159
2016-06-11,356159
2016-06-12,368994
2016-06-13,368994
2016-06-14,370621
2016-06-15,370621
2016-06-16,373184
2016-06-17,368588
2016-06-18,368588
2016-06-19,368165
2016-06-20,368165
2016-06-21,370657
2016-06-22,370404
2016-06-23,367852
2016-06-24,367852
2016-06-25,367196
2016-06-26,367196
2016-06-27,364655
2016-06-28,364729
2016-06-29,364729
2016-06-30,359363
2016-07-01,352522
2016-07-02,352522
2016-07-03,353246
2016-07-04,346099
2016-07-05,346099
2016-07-06,336051
2016-07-07,336051
2016-07-08,326216
2016-07-09,317073
2016-07-10,309941
2016-07-11,299470
2016-07-12,299470
2016-07-13,294137
2016-07-14,294137
2016-07-15,295743
2016-07-16,290088
2016-07-17,290088
2016-07-18,288021
2016-07-23,294123
2016-07-24,296688
2016-07-25,296688
2016-07-26,291551
2016-07-27,289883
2016-07-28,289883
2016-07-29,292895
2016-07-30,289146
2016-07-31,289146
2016-08-01,287236
2016-08-02,287095
2016-08-03,287095
2016-08-04,286704
2016-08-05,286704
2016-08-06,283633
2016-08-07,283633
2016-08-08,280668
2016-08-09,281007
2016-08-10,281007
2016-08-11,279495
2016-08-12,279495
2016-08-13,281718
2016-08-14,281718
2016-08-15,283008
2016-08-16,283008
2016-08-17,283162
2016-08-18,283162
2016-08-19,281353
2016-08-20,281353
2016-08-21,278589
2016-08-22,278589
2016-08-23,277238
2016-08-24,277238
2016-08-25,282326
2016-08-26,282326
2016-08-28,283205
2016-08-31,278163
2016-09-01,277394
2016-09-02,277394
2016-09-03,278433
2016-09-04,278433
2016-09-05,274865
2016-09-06,274865
2016-09-07,278191
2016-09-08,278191
2016-09-09,285684
2016-09-10,285684
2016-09-11,294393
2016-09-12,294393
2016-09-13,304951
2016-09-14,304951
2016-09-15,314857
2016-09-16,314857
2016-09-17,327530
2016-09-18,327530
2016-09-19,334557
2016-09-20,334557
2016-09-21,334557
2016-09-22,326402
2016-09-23,326402
2016-09-24,319781
2016-09-25,317274
2016-09-26,317274
2016-09-27,314799
2016-09-28,314799
2016-09-29,312386
2016-09-30,312386
2016-10-01,316900
2016-10-02,316900
2016-10-03,316900
2016-10-04,323717
2016-10-05,323717
2016-10-06,315201
2016-10-07,315201
2016-10-08,311307
2016-10-09,311307
2016-10-10,305862
2016-10-11,300859
2016-10-12,300859
2016-10-13,295202
2016-10-14,295202
2016-10-15,291401
2016-10-16,291401
2016-10-17,284905
2016-10-18,284905
2016-10-19,289571
2016-10-20,289571
2016-10-21,288831
2016-10-22,288831
2016-10-23,283960
2016-10-24,283960
2016-10-25,280355
2016-10-26,277915
2016-10-27,277915
2016-10-28,282004
2016-10-29,282004
2016-10-30,284715
2016-10-31,284715
2016-11-01,281623
2016-11-02,278648
2016-11-03,278648
2016-11-04,275868
2016-11-05,275868
2016-11-06,271825
2016-11-07,271825
2016-11-08,269804
2016-11-09,269804
2016-11-10,267158
2016-11-11,267158
2016-11-12,271017
2016-11-13,271017
2016-11-14,270018
2016-12-08,276515
2016-12-09,276515
2016-12-10,275451
2016-12-11,273810
2016-12-12,273810
2016-12-13,273866
2016-12-14,277807
2016-12-15,277807
2016-12-16,277120
2016-12-17,276743
2016-12-18,276743
2016-12-19,273803
2016-12-20,274313
2016-12-21,274313
2016-12-22,275650
2016-12-23,275218
2016-12-24,275218
2016-12-25,275715
2016-12-26,275715
2016-12-27,274425
2016-12-28,274425
2016-12-29,275772
2016-12-30,275772
2016-12-31,277965
2017-01-01,277965
2017-01-02,274121
2017-01-03,274121
2017-01-04,270935
2017-01-05,270935
2017-01-06,268798
2017-01-07,266808
2017-01-08,266808
2017-01-09,263292
2017-01-10,263292
2017-01-11,258153
2017-01-12,255980
2017-01-13,255980
2017-01-14,254412
2017-01-15,256243
2017-01-16,256243
2017-01-17,253955
2017-01-18,253955
2017-01-19,253606
2017-01-20,253606
2017-01-21,255046
2017-01-22,255046
2017-01-27,253056
2017-01-28,251291
2017-01-29,253267
2017-01-30,253267
2017-01-31,250369
2017-02-01,248680
2017-02-02,248680
2017-02-03,245168
2017-02-04,242987
2017-02-05,242987
2017-02-06,240120
2017-02-07,240120
2017-02-08,238090
2017-02-09,238090
2017-02-10,237173
2017-02-11,237173
2017-02-12,235522
2017-02-13,231218
2017-02-14,227680
2017-02-15,227680
2017-02-16,222782
2017-02-18,222770
2017-02-19,219714
2017-02-20,219714
2017-02-21,217015
2017-02-22,217015
2017-02-23,214143
2017-02-24,214143
2017-02-25,212476
2017-02-26,212476
2017-02-27,210356
2017-02-28,206943
2017-03-01,206943
2017-03-02,204290
2017-03-03,204290
2017-03-04,201514
2017-03-05,201514
2017-03-06,200946
2017-03-07,200946
2017-03-08,201363
2017-03-09,201363
2017-03-10,199556
2017-03-11,205509
2017-03-12,205509
2017-03-13,202466
2017-03-14,205141
2017-03-15,205141
2017-03-16,201869
2017-03-17,201869
2017-03-18,203732
2017-03-19,201478
2017-03-20,200450
2017-03-21,200450
2017-03-22,201853
2017-03-23,201853
2017-03-24,202150
2017-03-25,202150
2017-03-26,204601
2017-03-27,205367
2017-03-28,205367
2017-03-29,206321
2017-03-30,206321
2017-03-31,206877
2017-04-01,206877
2017-04-02,206040
2017-04-03,202643
2017-04-04,202643
2017-04-12,210034
2017-04-13,213453
2017-04-14,213453
2017-04-15,217865
2017-04-16,222203
2017-04-17,223112
2017-04-18,223112
2017-04-19,224022
2017-04-20,224022
2017-04-21,223138
2017-04-22,223138
2017-04-23,221549
2017-04-24,221549
2017-04-25,217051
2017-04-26,217051
2017-04-27,215854
2017-04-28,215854
2017-04-29,216362
2017-04-30,216362
2017-05-01,221889
2017-05-02,221889
2017-05-03,224318
2017-05-04,224318
2017-05-05,223023
2017-05-06,223023
2017-05-07,219565
2017-05-08,219565
2017-05-09,217187
2017-05-10,217187
2017-05-11,217508
2017-05-12,217520
2017-05-13,217520
2017-05-14,218184
2017-05-15,218184
2017-05-16,220688
2017-05-17,220688
2017-05-18,223694
2017-05-19,223694
2017-05-20,223246
2017-05-21,223246
2017-05-22,223157
2017-05-23,223157
2017-05-24,221606
2017-05-25,221606
2017-05-26,217413
2017-05-27,217413
2017-05-28,213391
2017-05-29,213391
2017-05-30,209765
2017-05-31,209765
2017-06-01,208994
2017-06-02,208994
2017-06-03,213847
2017-06-06,209373
2017-06-07,209373
2017-06-08,208314
2017-06-09,208314
2017-06-10,206912
2017-06-11,206912
2017-06-12,203367
2017-06-13,202198
2017-06-14,202198
2017-06-15,200814
2017-06-16,200814
2017-06-17,201875
2017-06-18,201875
2017-06-19,200234
2017-06-20,198155
2017-06-21,198155
2017-06-22,195669
2017-06-23,195669
2017-06-24,197339
2017-06-25,197339
2017-06-26,199566
2017-06-27,199566
2017-06-28,195930
2017-06-29,195930
2017-06-30,194406
2017-07-01,194406
2017-07-02,193757
2017-07-03,193757
2017-07-04,193886
2017-07-05,193886
2017-07-06,196322
2017-07-07,196322
2017-07-08,196322
2017-07-13,198426
2017-07-14,201088
2017-07-15,201088
2017-07-16,205695
2017-07-17,211002
2017-07-18,211002
2017-07-19,219486
2017-07-20,229438
2017-07-21,240065
2017-07-22,249716
2017-07-23,259263
2017-07-24,259263
2017-07-25,267570
2017-07-26,272213
2017-07-27,272213
2017-07-28,265851
2017-07-29,265851
2017-07-30,262056
2017-07-31,262056
2017-08-01,261385
2017-08-02,256417
2017-08-03,256417
2017-08-04,251696
2017-08-05,254044
2017-08-06,254044
2017-08-09,245068
2017-08-10,244705
2017-08-11,244705
2017-08-12,239304
2017-08-13,239304
2017-08-14,236600
2017-08-15,236600
2017-08-17,226359
2017-08-18,226359
2017-08-19,229565
2017-08-20,227322
2017-08-21,227322
2017-08-22,228412
2017-08-23,228412
2017-08-24,228557
2017-08-25,228557
2017-08-26,226255
2017-08-27,226255
2017-08-28,225308
2017-08-29,225308
2017-08-30,222861
2017-08-31,222861
2017-09-01,222939
2017-09-02,223465
2017-09-03,223465
2017-09-04,222304
2017-09-05,221289
2017-09-06,221289
2017-09-07,223058
2017-09-08,223058
2017-09-09,222128
2017-09-10,222128
2017-09-11,223376
2017-09-12,223376
2017-09-13,220683
2017-09-14,220683
2017-09-15,218925
2017-09-16,218925
2017-09-17,217855
2017-09-19,217832
2017-09-20,217188
2017-09-21,217188
2017-09-22,215434
2017-09-23,215434
2017-09-24,213978
2017-09-25,213978
2017-09-26,217203
2017-09-27,217203
2017-09-28,220338
2017-09-29,220338
2017-09-30,221134
2017-10-01,221134
2017-10-02,223149
2017-10-03,223149
2017-10-04,225293
2017-10-05,225293
2017-10-06,225575
2017-10-07,225575
2017-10-08,224733
2017-10-09,224733
2017-10-10,226095
2017-10-11,226095
2017-10-12,226825
2017-10-13,226825
2017-10-14,227067
2017-10-15,227067
2017-10-16,233147
2017-10-17,233147
2017-10-18,238371
2017-10-19,238371
2017-10-20,244290
2017-10-21,244290
2017-10-22,248538
2017-10-23,248538
2017-10-24,254233
2017-10-25,256925
2017-10-26,256925
2017-10-27,259940
2017-10-28,259940
2017-10-29,255257
2017-10-30,255257
2017-10-31,253134
2017-11-01,253134
2017-11-02,259049
2017-11-03,259049
2017-11-04,271311
2017-11-05,271311
2017-11-06,277620
2017-11-07,277620
2017-11-08,282341
2017-11-09,282341
2017-11-10,285044
2017-11-11,285044
2017-11-12,292297
2017-11-13,292297
2017-11-14,293019
2017-11-15,293019
2017-11-16,290405
2017-11-17,290405
2017-11-18,288854
2017-11-19,288854
2017-11-20,287615
2017-11-21,287615
2017-11-22,284341
2017-11-23,284341
2017-11-24,283559
2017-11-25,283559
2017-11-26,284103
2017-11-27,284103
2017-11-28,278072
2017-11-29,278072
2017-11-30,274058
2017-12-01,268975
2017-12-02,268975
2017-12-03,265981
2017-12-04,265981
2017-12-05,261295
2017-12-06,261295
2017-12-07,260475
2017-12-08,260475
2017-12-09,259511
2017-12-10,258240
2017-12-11,258240
2017-12-12,256740
2017-12-13,256740
2017-12-14,260411
2017-12-15,258957
2017-12-16,258957
2017-12-17,258854
2017-12-18,254414
2017-12-19,254414
2017-12-20,251528
2017-12-21,254108
2017-12-22,254108
2017-12-23,254343
2017-12-24,257488
2017-12-25,261214
2017-12-26,261214
2017-12-27,264087
2017-12-28,264087
2017-12-29,264547
2017-12-30,264219
2017-12-31,264219
2018-01-01,267640
2018-01-02,267640
2018-01-03,261977
2018-01-04,261977
2018-01-05,254135
2018-01-06,254135
2018-01-07,251938
2018-01-08,251938
2018-01-09,254294
2018-01-10,254294
2018-01-11,256437
2018-01-12,256437
2018-01-13,261019
2018-01-14,261019
2018-01-15,258238
2018-01-16,258238
2018-01-17,255733
2018-01-18,255733
2018-01-19,251451
2018-01-20,251254
2018-01-21,251254
2018-01-22,247123
2018-01-23,245208
2018-01-24,242268
2018-01-25,243010
2018-01-26,242798
2018-01-27,244808
2018-01-28,245118
2018-01-29,245868
2018-01-30,246585
2018-02-01,241484
2018-02-02,238031
2018-02-03,238100
2018-02-04,240539
2018-02-05,243749
2018-02-06,245996
2018-02-07,249062
2018-02-08,249062
2018-02-09,253656
2018-02-10,253656
2018-02-11,251556
2018-02-12,249797
2018-02-13,253965
2018-02-14,250441
2018-02-15,248478
2018-02-16,248965
2018-02-17,245928
2018-02-18,245646
2018-02-19,248897
2018-02-20,249533
2018-02-21,253058
2018-02-22,251185
2018-02-23,247968
2018-02-24,247968
2018-02-25,244293
2018-02-26,242332
2018-02-27,242238
2018-02-28,242238
2018-03-01,241476
2018-03-02,240249
2018-03-03,238970
2018-03-04,238970
2018-03-05,237196
2018-03-06,236957
2018-03-07,236298
2018-03-08,235718
2018-03-09,236324
2018-03-10,238873
2018-03-11,237518
2018-03-12,236473
2018-03-13,234017
2018-03-14,231576
2018-03-15,229956
2018-03-16,229207
2018-03-17,229937
2018-03-18,227789
2018-03-19,227789
2018-03-20,228412
2018-03-21,234231
2018-03-23,249429
2018-03-24,252129
2018-03-26,245201
2018-03-27,244052
2018-03-28,242701
2018-03-29,239946
2018-03-30,240762
2018-03-31,241440
2018-04-01,241336
2018-04-02,240971
2018-04-03,238207
2018-04-04,234808
2018-04-05,231930
2018-04-06,234496
2018-04-08,241315
2018-04-09,240900
2018-04-10,238992
2018-04-11,238240
2018-04-12,241311
2018-04-13,242189
2018-04-14,239834
2018-04-15,240131
2018-04-16,240780
2018-04-17,246437
2018-04-18,246437
2018-04-19,247435
2018-04-20,251355
2018-04-21,251423
2018-04-22,250846
2018-04-23,254124
2018-04-24,253900
2018-04-25,253820
2018-04-26,253820
2018-04-27,254627
2018-04-28,254251
2018-04-29,252842
2018-04-30,250984
2018-05-01,250356
2018-05-02,253140
2018-05-03,260604
2018-05-04,258961
2018-05-05,259172
2018-05-06,259172
2018-05-07,259639
2018-05-08,259901
2018-05-09,264850
2018-05-10,264979
2018-05-11,265189
2018-05-12,270297
2018-05-13,270297
2018-05-14,270350
2018-05-15,273920
2018-05-16,282582
2018-05-17,292002
2018-05-18,297053
2018-05-19,305302
2018-05-20,303064
2018-05-21,300842
2018-05-22,300842
2018-05-23,295967
2018-05-24,293500
2018-05-25,291179
2018-05-26,288844
2018-05-27,288130
2018-05-28,288815
2018-05-29,286826
2018-05-30,287622
2018-05-31,290969
2018-06-01,290340
2018-06-02,287873
2018-06-03,287873
2018-06-04,286504
2018-06-05,285004
2018-06-06,286104
2018-06-07,286104
2018-06-08,283650
2018-06-09,282443
2018-06-10,281119
2018-06-11,280200
2018-06-12,279544
2018-06-13,273646
2018-06-14,268302
2018-06-15,263462
2018-06-16,263353
2018-06-17,261677
2018-06-18,257332
2018-06-19,256451
2018-06-20,256451
2018-06-21,254018
2018-06-22,251814
2018-06-23,251814
2018-06-24,248218
2018-06-25,246214
2018-06-26,245999
2018-06-27,242336
2018-06-28,241620
2018-06-29,238948
2018-06-30,238122
2018-07-01,238918
2018-07-02,238725
2018-07-03,240429
2018-07-04,239095
2018-07-05,236945
2018-07-06,235709
2018-07-07,237514
2018-07-08,239158
2018-07-09,244110
2018-07-10,245399
2018-07-11,245646
2018-07-12,245619
2018-07-13,244650
2018-07-14,246067
2018-07-15,244391
2018-07-16,242429
2018-07-17,242957
2018-07-18,244598
2018-07-19,246317
2018-07-20,246522
2018-07-21,248886
2018-07-22,250866
2018-07-23,251688
2018-07-24,253902
2018-07-25,257294
2018-07-26,261774
2018-07-27,264471
2018-07-28,263695
2018-07-29,264685
2018-07-30,262952
2018-07-31,262306
2018-08-01,262697
2018-08-02,262035
2018-08-03,266468
2018-08-04,269084
2018-08-05,273082
2018-08-06,271346
2018-08-07,272225
2018-08-08,269112
2018-08-09,267848
2018-08-10,263749
2018-08-11,260219
2018-08-12,256352
2018-08-14,251365
2018-08-16,253730
2018-08-17,253813
2018-08-18,251820
2018-08-19,252607
2018-08-20,253810
2018-08-21,259859
2018-08-22,260025
2018-08-23,261373
2018-08-24,260593
2018-08-25,262516
2018-08-26,263171
2018-08-27,262235
2018-08-28,261354
2018-08-29,260975
2018-08-30,260234
2018-08-31,260002
2018-09-01,259639
2018-09-02,260274
2018-09-03,259987
2018-09-04,259074
2018-09-05,259187
2018-09-06,259713
2018-09-07,263082
2018-09-08,268469
2018-09-09,273199
2018-09-10,277058
2018-09-11,275109
2018-09-12,276142
2018-09-13,277807
2018-09-14,280378
2018-09-15,282160
2018-09-16,285442
2018-09-17,289577
2018-09-18,290417
2018-09-19,291121
2018-09-20,294069
2018-09-21,297347
2018-09-22,298676
2018-09-23,303553
2018-09-24,304109
2018-09-25,310901
2018-09-26,319133
2018-09-27,321462
2018-09-28,322448
2018-09-29,321488
2018-09-30,321719
2018-10-02,318618
2018-10-03,315062
2018-10-04,313053
2018-10-05,307934
2018-10-06,305861
2018-10-07,302931
2018-10-08,301528
2018-10-09,304260
2018-10-10,306993
2018-10-11,305339
2018-10-12,303476
2018-10-13,301034
2018-10-14,302159
2018-10-15,302315
2018-10-16,308099
2018-10-17,306249
2018-10-18,306049
2018-10-19,304485
2018-10-20,304310
2018-10-21,305090
2018-10-22,303617
2018-10-23,302743
2018-10-24,300110
2018-10-25,298026
2018-10-26,299496
2018-10-27,298820
2018-10-28,299808
2018-10-29,306941
2018-10-30,309352
2018-10-31,316163
2018-11-01,327056
2018-11-03,359605
2018-11-04,377586
2018-11-05,396423
2018-11-06,416245
2018-11-07,437058
2018-11-08,458911
2018-11-09,481857
2018-11-10,505888
2018-11-11,531060
2018-11-12,557613
2018-11-13,585494
2018-11-14,614769
2018-11-15,645420
2018-11-16,677691
2018-11-17,711576
2018-11-18,747155
2018-11-19,784513
2018-11-20,823661
2018-11-21,864845
2018-11-22,889692
2018-11-23,891630
2018-11-24,879772
2018-11-25,860476
2018-11-26,842789
2018-11-27,826622
2018-11-28,808091
2018-11-29,777954
2018-12-01,724868
2018-12-02,696610
2018-12-03,674778
2018-12-04,652817
2018-12-05,633546
2018-12-07,603634
2018-12-09,590013
2018-12-10,575256
2018-12-11,566784
2018-12-12,561657
2018-12-13,560930
2018-12-14,565889
2018-12-15,571316
2018-12-16,569197
2018-12-17,570912
2018-12-18,572325
2018-12-19,567458
2018-12-20,562972
2018-12-21,556871
2018-12-22,550350
2018-12-23,542455
2018-12-24,538640
2018-12-25,548754
2018-12-26,541814
2018-12-27,532300
2018-12-28,522682
2018-12-29,512846
2018-12-30,507472
2018-12-31,500245
2019-01-01,492499
2019-01-02,480643
2019-01-03,472855
2019-01-04,462378
2019-01-05,453730
2019-01-06,447986
2019-01-08,435063
2019-01-10,417498
2019-01-11,408049
2019-01-12,396066
2019-01-13,382103
2019-01-14,374489
2019-01-15,364929
2019-01-16,357174
2019-01-17,350069
2019-01-18,347492
2019-01-19,342234
2019-01-20,337817
2019-01-21,333776
2019-01-22,330056
2019-01-23,326264
2019-01-24,324161
2019-01-25,322825
2019-01-26,320903
2019-01-27,322042
2019-01-28,317079
2019-01-29,315198
2019-01-30,318548
2019-01-31,319043
2019-02-01,319579
2019-02-02,325506
2019-02-03,329041
2019-02-04,330555
2019-02-05,330240
2019-02-06,326116
2019-02-07,329680
2019-02-08,330167
2019-02-09,327114
2019-02-10,322016
2019-02-11,314785
2019-02-12,308618
2019-02-13,303560
2019-02-14,300224
2019-02-15,299410
2019-02-16,295445
2019-02-17,292595
2019-02-18,288755
2019-02-19,286155
2019-02-20,285150
2019-02-21,287193
2019-02-22,292458
2019-02-23,295851
2019-02-24,293219
2019-02-25,290336
2019-02-26,287983
2019-02-27,285832
2019-02-28,284088
2019-03-01,287152
2019-03-02,283347
2019-03-03,287940
2019-03-04,292101
2019-03-05,292677
2019-03-06,289235
2019-03-07,285337
2019-03-08,284601
2019-03-09,283204
2019-03-10,285024
2019-03-11,285698
2019-03-12,285576
2019-03-13,287215
2019-03-14,295961
2019-03-15,299432
2019-03-16,305563
2019-03-17,302994
2019-03-18,302994
2019-03-19,298198
2019-03-20,295787
2019-03-21,293256
2019-03-22,292006
2019-03-23,292756
2019-03-24,290589
2019-03-25,289451
2019-03-26,285793
2019-03-27,283131
2019-03-28,281756
2019-03-29,283614
2019-03-30,283614
2019-03-31,280398
2019-04-01,277325
2019-04-02,278054
