date_obj,Black%20spear price
2015-03-26,12500
2015-03-27,12500
2015-03-28,12500
2015-03-29,12500
2015-03-30,12500
2015-03-31,12500
2015-04-01,12500
2015-04-02,12500
2015-04-03,12500
2015-04-04,12500
2015-04-05,12500
2015-04-06,12500
2015-04-07,12500
2015-04-08,12500
2015-04-09,12500
2015-04-10,12500
2015-04-11,12500
2015-04-12,12500
2015-04-13,12500
2015-04-14,12500
2015-04-15,12500
2015-04-16,12500
2015-04-17,12500
2015-04-18,12500
2015-04-19,12500
2015-04-20,12500
2015-04-21,12500
2015-04-22,12500
2015-04-23,12500
2015-04-24,12500
2015-04-25,12500
2015-04-26,12500
2015-04-27,12500
2015-04-28,12500
2015-04-29,12500
2015-04-30,12500
2015-05-01,12500
2015-05-02,12500
2015-05-03,12500
2015-05-04,12500
2015-05-05,12500
2015-05-06,12500
2015-05-07,12500
2015-05-08,11968
2015-05-09,11968
2015-05-10,11968
2015-05-11,11968
2015-05-12,11968
2015-05-13,11968
2015-05-14,11968
2015-05-15,11968
2015-05-16,11968
2015-05-17,11968
2015-05-18,11968
2015-05-19,11968
2015-05-20,11968
2015-05-21,11968
2015-05-22,11968
2015-05-23,11968
2015-05-24,11968
2015-05-25,11968
2015-05-26,11968
2015-05-27,11968
2015-05-28,11968
2015-05-29,11968
2015-05-30,11968
2015-05-31,11968
2015-06-01,11968
2015-06-02,11968
2015-06-03,11968
2015-06-04,11968
2015-06-05,11968
2015-06-06,11968
2015-06-07,11968
2015-06-08,11968
2015-06-09,11968
2015-06-10,11968
2015-06-11,11968
2015-06-12,11968
2015-06-13,11968
2015-06-14,11968
2015-06-15,11968
2015-06-16,11968
2015-06-17,11968
2015-06-18,11968
2015-06-19,11968
2015-06-20,11968
2015-06-21,11968
2015-06-22,11968
2015-06-23,11968
2015-06-24,11968
2015-06-25,11968
2015-06-26,11968
2015-06-27,11968
2015-06-28,11968
2015-06-29,11968
2015-06-30,11968
2015-07-01,11428
2015-07-02,11428
2015-07-03,11428
2015-07-04,11428
2015-07-05,11428
2015-07-06,11428
2015-07-07,11428
2015-07-08,11428
2015-07-09,11428
2015-07-10,11428
2015-07-11,11428
2015-07-12,11428
2015-07-13,11428
2015-07-14,11428
2015-07-15,11428
2015-07-16,11428
2015-07-17,11428
2015-07-18,11428
2015-07-19,11428
2015-07-20,11428
2015-07-21,11428
2015-07-22,11428
2015-07-23,11428
2015-07-24,11428
2015-07-25,11428
2015-07-26,11428
2015-07-27,11428
2015-07-28,11428
2015-07-29,11428
2015-07-30,11428
2015-07-31,11428
2015-08-01,11428
2015-08-02,11428
2015-08-03,11428
2015-08-04,11428
2015-08-05,11428
2015-08-06,11428
2015-08-07,11428
2015-08-08,11428
2015-08-09,11428
2015-08-10,11428
2015-08-11,11428
2015-08-12,11428
2015-08-13,11428
2015-08-14,11428
2015-08-15,11428
2015-08-16,11428
2015-08-17,10916
2015-08-18,10916
2015-08-19,10916
2015-08-20,10916
2015-08-21,10916
2015-08-22,10916
2015-08-23,10916
2015-08-24,10916
2015-08-25,10916
2015-08-26,10916
2015-08-27,10916
2015-08-28,10916
2015-08-29,10916
2015-08-30,10916
2015-08-31,10916
2015-09-01,10916
2015-09-02,10916
2015-09-03,10916
2015-09-04,10916
2015-09-05,10916
2015-09-06,10916
2015-09-07,10916
2015-09-08,10916
2015-09-09,10916
2015-09-10,10916
2015-09-11,10916
2015-09-12,10916
2015-09-13,10916
2015-09-14,10374
2015-09-15,10374
2015-09-16,10374
2015-09-17,10374
2015-09-18,10374
2015-09-19,10374
2015-09-20,10374
2015-09-21,10374
2015-09-22,10374
2015-09-23,10374
2015-09-24,10374
2015-09-25,10374
2015-09-27,10374
2015-09-28,10374
2015-09-29,10374
2015-09-30,10374
2015-10-05,10374
2015-10-06,10374
2015-10-07,10374
2015-10-08,10374
2015-10-09,10374
2015-10-10,10374
2015-10-11,10374
2015-10-12,10374
2015-10-13,10374
2015-10-14,10374
2015-10-15,10374
2015-10-16,10374
2015-10-17,10374
2015-10-18,10374
2015-10-19,10374
2015-10-20,10374
2015-10-22,10374
2015-10-23,10374
2015-10-24,10374
2015-10-25,9877
2015-10-26,9877
2015-10-27,9877
2015-10-29,9877
2015-10-30,9877
2015-10-31,9877
2015-11-01,9877
2015-11-02,9877
2015-11-03,9877
2015-11-04,9877
2015-11-05,9877
2015-11-06,9877
2015-11-07,9877
2015-11-08,9877
2015-11-09,9877
2015-11-10,9877
2015-11-11,9877
2015-11-12,9877
2015-11-13,9877
2015-11-14,9877
2015-11-15,9877
2015-11-16,9877
2015-11-17,9877
2015-11-18,9877
2015-11-19,9877
2015-11-20,9877
2015-11-21,9877
2015-11-22,9877
2015-11-23,9877
2015-11-24,9877
2015-11-25,9877
2015-11-26,9877
2015-11-27,9877
2015-11-28,9877
2015-11-29,9877
2015-11-30,9877
2015-12-01,9877
2015-12-02,9877
2015-12-03,9877
2015-12-04,9877
2015-12-05,9877
2015-12-06,9877
2015-12-07,9877
2015-12-08,9877
2015-12-09,9877
2015-12-10,9877
2015-12-11,9877
2015-12-12,9877
2015-12-13,9406
2015-12-14,9406
2015-12-15,9406
2015-12-16,9406
2015-12-17,9406
2015-12-18,9406
2015-12-19,9406
2015-12-20,9406
2015-12-21,9406
2015-12-22,9406
2015-12-23,9406
2015-12-24,9406
2015-12-25,9406
2015-12-26,9406
2015-12-27,9406
2015-12-28,9406
2015-12-29,9406
2015-12-30,9406
2015-12-31,9406
2016-01-01,9406
2016-01-02,9406
2016-01-03,9406
2016-01-04,9406
2016-01-05,9406
2016-01-06,9406
2016-01-07,9406
2016-01-08,9406
2016-01-09,9406
2016-01-10,9406
2016-01-11,9406
2016-01-12,8944
2016-01-13,8944
2016-01-14,8944
2016-01-15,8944
2016-01-16,8944
2016-01-17,8944
2016-01-18,8944
2016-01-19,8944
2016-01-20,8944
2016-01-21,8944
2016-01-22,8944
2016-01-23,8944
2016-01-24,8944
2016-01-25,8944
2016-01-26,8944
2016-01-27,8944
2016-01-28,8944
2016-01-29,8944
2016-01-30,8944
2016-01-31,8944
2016-02-01,8944
2016-02-02,8944
2016-02-03,8944
2016-02-04,8944
2016-02-05,8944
2016-02-06,8944
2016-02-07,8944
2016-02-08,8944
2016-02-09,8944
2016-02-10,8944
2016-02-11,8944
2016-02-12,8944
2016-02-13,8944
2016-02-14,8500
2016-02-15,8500
2016-02-16,8500
2016-02-17,8500
2016-02-18,8500
2016-02-19,8500
2016-02-20,8500
2016-02-21,8500
2016-02-22,8500
2016-02-23,8500
2016-02-24,8500
2016-02-25,8500
2016-02-26,8500
2016-02-27,8500
2016-02-28,8500
2016-02-29,8500
2016-03-01,8500
2016-03-02,8500
2016-03-03,8500
2016-03-04,8500
2016-03-05,8500
2016-03-06,8079
2016-03-07,8079
2016-03-08,8079
2016-03-09,8079
2016-03-10,8079
2016-03-11,8079
2016-03-12,8079
2016-03-13,8079
2016-03-14,8079
2016-03-15,8079
2016-03-16,8079
2016-03-17,8079
2016-03-18,8079
2016-03-19,8079
2016-03-20,8079
2016-03-21,8079
2016-03-22,8079
2016-03-23,8079
2016-03-24,8079
2016-03-25,8079
2016-03-26,8079
2016-03-27,8079
2016-03-28,8079
2016-03-29,8079
2016-03-30,8079
2016-03-31,8079
2016-04-01,8079
2016-04-02,8079
2016-04-03,8079
2016-04-04,7683
2016-04-05,7683
2016-04-06,7683
2016-04-07,7683
2016-04-08,7683
2016-04-09,7683
2016-04-10,7683
2016-04-11,7683
2016-04-12,7683
2016-04-13,7683
2016-04-14,7683
2016-04-15,7683
2016-04-16,7683
2016-04-17,7683
2016-04-18,7683
2016-04-19,7683
2016-04-20,7683
2016-04-21,7683
2016-04-22,7683
2016-04-23,7683
2016-04-24,7683
2016-04-25,7683
2016-04-26,7683
2016-04-27,7300
2016-04-28,7300
2016-04-29,7300
2016-04-30,7300
2016-05-01,7300
2016-05-02,7300
2016-05-03,7300
2016-05-04,7300
2016-05-05,7300
2016-05-06,7300
2016-05-07,7300
2016-05-08,7300
2016-05-09,7300
2016-05-10,7300
2016-05-11,7300
2016-05-12,7300
2016-05-13,7300
2016-05-14,7300
2016-05-15,7300
2016-05-16,7300
2016-05-17,7300
2016-05-18,7300
2016-05-19,7300
2016-05-22,6949
2016-05-23,6949
2016-05-24,6949
2016-05-25,6949
2016-05-26,6949
2016-05-27,6949
2016-05-28,6949
2016-05-29,6949
2016-05-30,6949
2016-05-31,6949
2016-06-01,6949
2016-06-02,6949
2016-06-03,6949
2016-06-04,6949
2016-06-05,6949
2016-06-06,6949
2016-06-07,6949
2016-06-08,6949
2016-06-09,6949
2016-06-10,6949
2016-06-11,6610
2016-06-12,6610
2016-06-13,6610
2016-06-14,6610
2016-06-15,6610
2016-06-16,6610
2016-06-17,6610
2016-06-18,6610
2016-06-19,6610
2016-06-20,6610
2016-06-21,6610
2016-06-22,6610
2016-06-23,6610
2016-06-24,6610
2016-06-25,6610
2016-06-26,6610
2016-06-27,6610
2016-06-28,6610
2016-06-29,6610
2016-06-30,6610
2016-07-01,6610
2016-07-02,6610
2016-07-03,6610
2016-07-04,6610
2016-07-05,6610
2016-07-06,6283
2016-07-07,6283
2016-07-08,6283
2016-07-09,6283
2016-07-10,6283
2016-07-11,6283
2016-07-12,6283
2016-07-13,6283
2016-07-14,6283
2016-07-15,6283
2016-07-16,6283
2016-07-17,6283
2016-07-18,6283
2016-07-23,5972
2016-07-24,5972
2016-07-25,5972
2016-07-26,5972
2016-07-27,5972
2016-07-28,5972
2016-07-29,5972
2016-07-30,5972
2016-07-31,5972
2016-08-01,5972
2016-08-02,5972
2016-08-03,5972
2016-08-04,5972
2016-08-05,5972
2016-08-06,5972
2016-08-07,5972
2016-08-08,5972
2016-08-09,5677
2016-08-10,5677
2016-08-11,5677
2016-08-12,5677
2016-08-13,5677
2016-08-14,5677
2016-08-15,5677
2016-08-16,5677
2016-08-17,5677
2016-08-18,5677
2016-08-19,5677
2016-08-20,5677
2016-08-21,5677
2016-08-22,5677
2016-08-23,5677
2016-08-24,5677
2016-08-25,5677
2016-08-26,5677
2016-08-28,5677
2016-08-31,5677
2016-09-01,5677
2016-09-02,5677
2016-09-03,5677
2016-09-04,5400
2016-09-05,5400
2016-09-06,5400
2016-09-07,5400
2016-09-08,5400
2016-09-09,5400
2016-09-10,5400
2016-09-11,5400
2016-09-12,5400
2016-09-13,5400
2016-09-14,5400
2016-09-15,5400
2016-09-16,5400
2016-09-17,5400
2016-09-18,5400
2016-09-19,5400
2016-09-20,5400
2016-09-21,5400
2016-09-22,5400
2016-09-23,5400
2016-09-24,5400
2016-09-25,5400
2016-09-26,5400
2016-09-27,5400
2016-09-28,5133
2016-09-29,5133
2016-09-30,5133
2016-10-01,5133
2016-10-02,5133
2016-10-03,5133
2016-10-04,5133
2016-10-05,5133
2016-10-06,5133
2016-10-07,5133
2016-10-08,5133
2016-10-09,5133
2016-10-10,5133
2016-10-11,5133
2016-10-12,5133
2016-10-13,5133
2016-10-14,5133
2016-10-15,5133
2016-10-16,5133
2016-10-17,5133
2016-10-18,5133
2016-10-19,5133
2016-10-20,5133
2016-10-21,4877
2016-10-22,4877
