date_obj,Bronze%20trimmed%20set%20(lg) price
2019-03-23,44275
2019-03-24,44275
2019-03-25,43473
2019-03-26,43473
2019-03-27,43473
2019-03-28,43258
2019-03-29,43258
2019-03-30,43258
2019-03-31,43258
2019-04-01,44054
2019-04-02,44054
2019-04-03,44054
2019-04-04,44054
2019-04-05,44399
2019-04-06,44399
2019-04-07,44399
2019-04-08,44399
2019-04-09,44033
2019-04-10,44033
2019-04-11,44033
2019-04-12,45086
2019-04-13,45086
2019-04-14,45086
2019-04-15,45086
2019-04-16,44477
2019-04-17,44477
2019-04-18,44477
2019-04-19,44477
2019-04-20,42836
2019-04-21,42836
2019-04-22,42836
2019-04-23,42836
2019-04-24,42836
2019-04-25,41197
2019-04-26,41197
2019-04-27,41197
2019-04-28,41197
2019-04-29,41177
2019-04-30,41177
2019-05-01,41177
2019-05-02,41177
2019-05-03,41003
2019-05-04,41003
2019-05-05,41003
2019-05-06,41003
2019-05-07,39337
2019-05-08,39337
2019-05-09,39337
2019-05-10,39337
2019-05-11,39242
2019-05-12,39242
2019-05-13,39242
2019-05-14,39672
2019-05-15,39672
2019-05-16,39672
2019-05-17,39672
2019-05-18,38206
2019-05-19,38206
2019-05-20,38206
2019-05-21,38206
2019-05-22,37687
2019-05-23,37687
2019-05-24,37687
2019-05-25,37687
2019-05-26,38380
2019-05-27,38380
2019-05-28,38380
2019-05-29,38597
2019-05-30,38597
2019-05-31,38597
2019-06-01,38597
2019-06-02,39109
2019-06-03,39109
2019-06-04,39109
2019-06-05,39109
2019-06-06,40044
2019-06-07,40044
2019-06-08,40044
2019-06-09,40044
2019-06-10,40044
2019-06-11,41106
2019-06-12,41106
2019-06-13,41106
2019-06-14,41106
2019-06-15,41106
2019-06-16,40633
2019-06-17,40633
2019-06-18,40633
2019-06-19,40633
2019-06-20,39908
2019-06-21,39908
2019-06-22,39908
2019-06-23,39908
2019-06-24,39908
2019-06-25,38010
2019-06-26,38010
2019-06-27,38010
2019-06-28,38010
2019-06-29,36516
2019-06-30,36516
2019-07-01,36516
2019-07-02,36516
2019-07-03,35458
2019-07-04,35458
2019-07-05,35458
2019-07-06,35458
2019-07-07,35394
2019-07-08,35394
2019-07-09,35394
2019-07-10,35394
2019-07-11,35542
2019-07-12,35542
2019-07-13,35542
2019-07-14,35542
2019-07-15,35408
2019-07-16,35408
2019-07-17,35408
2019-07-18,35408
2019-07-19,35893
2019-07-20,35893
2019-07-21,35893
2019-07-22,35893
2019-07-23,36077
2019-07-24,36077
2019-07-25,36077
2019-07-26,36077
2019-07-27,36077
2019-07-28,36077
2019-07-29,35943
2019-07-30,35943
2019-07-31,35943
2019-08-01,35943
2019-08-02,35943
2019-08-03,36662
2019-08-04,36662
2019-08-05,36662
2019-08-06,36662
2019-08-07,36662
2019-08-08,36662
2019-08-09,37720
2019-08-10,37720
2019-08-11,37720
2019-08-12,37720
2019-08-13,37720
2019-08-14,37755
2019-08-15,37755
2019-08-16,37755
2019-08-17,37755
2019-08-18,37755
2019-08-19,38382
2019-08-20,38382
2019-08-21,38382
2019-08-22,38382
2019-08-23,38382
2019-08-24,37777
2019-08-24,37777
2019-08-25,37777
2019-08-25,37777
2019-08-26,37777
2019-08-27,37777
2019-08-27,37777
2019-08-28,37777
2019-08-29,38833
2019-08-30,38833
2019-08-31,38833
2019-09-01,38833
2019-09-02,38833
2019-09-03,40232
2019-09-04,40232
2019-09-05,40232
2019-09-06,40232
2019-09-07,40232
2019-09-08,40020
2019-09-09,40020
2019-09-10,40020
2019-09-11,40020
2019-09-12,40020
2019-09-13,40713
2019-09-14,40713
2019-09-15,40713
2019-09-16,40713
2019-09-17,40713
2019-09-18,40069
2019-09-19,40069
2019-09-20,40069
2019-09-21,40069
2019-09-22,40069
2019-09-23,40557
2019-09-24,40557
2019-09-25,40557
2019-09-26,40557
2019-09-27,40557
2019-09-28,41506
2019-09-29,41506
2019-09-30,41506
2019-10-01,41506
2019-10-02,41506
2019-10-03,42480
2019-10-04,42480
2019-10-05,42480
2019-10-06,42480
2019-10-07,42480
2019-10-08,42578
2019-10-09,42578
2019-10-10,42578
2019-10-11,42578
2019-10-12,42578
2019-10-13,42578
2019-10-14,43755
2019-10-15,43755
2019-10-16,43755
2019-10-17,43755
2019-10-18,43755
2019-10-19,43755
2019-10-20,44400
2019-10-21,44400
2019-10-22,44400
2019-10-23,44400
2019-10-24,44400
2019-10-25,44932
2019-10-26,44932
2019-10-27,44932
2019-10-28,44932
2019-10-29,44932
2019-10-30,44932
2019-10-31,46313
2019-11-01,46313
2019-11-02,46313
2019-11-03,46313
2019-11-04,46313
2019-11-05,46313
2019-11-06,47837
2019-11-07,47837
2019-11-08,47837
2019-11-09,47837
2019-11-10,47837
2019-11-11,47571
2019-11-12,47571
2019-11-13,47571
2019-11-14,47571
2019-11-15,47571
2019-11-16,47571
2019-11-17,47571
2019-11-18,46737
2019-11-19,46737
2019-11-20,46737
2019-11-21,46737
2019-11-22,46737
2019-11-23,46737
2019-11-24,46737
2019-11-25,47654
2019-11-26,47654
2019-11-27,47654
2019-11-28,47654
2019-11-29,47654
2019-11-30,47270
2019-12-01,47270
2019-12-02,47270
2019-12-03,47270
2019-12-04,47270
2019-12-05,47270
2019-12-06,47270
2019-12-07,47261
2019-12-08,47261
2019-12-09,47261
2019-12-10,47261
2019-12-11,47261
2019-12-12,47261
2019-12-13,46619
2019-12-14,46619
2019-12-15,46619
2019-12-16,46619
2019-12-17,46174
2019-12-18,46174
2019-12-19,46174
2019-12-20,46174
2019-12-21,46174
2019-12-22,46313
2019-12-23,46313
2019-12-24,46313
2019-12-25,46313
2019-12-26,46313
2019-12-27,46863
2019-12-28,46863
2019-12-29,46863
2019-12-30,46863
2019-12-31,46863
2020-01-01,47429
2020-01-02,47429
2020-01-03,47429
2020-01-04,47429
2020-01-05,47429
2020-01-06,47544
2020-01-07,47544
2020-01-08,47544
2020-01-09,47544
2020-01-10,48552
2020-01-11,48552
2020-01-12,48552
2020-01-13,48552
2020-01-14,48552
2020-01-15,49029
2020-01-16,49029
2020-01-17,49029
2020-01-18,49029
2020-01-19,48284
2020-01-20,48284
2020-01-21,48284
2020-01-22,48284
2020-01-23,46427
2020-01-24,46427
2020-01-25,46427
2020-01-26,46427
2020-01-27,45569
2020-01-28,45569
2020-01-29,45569
2020-01-30,45569
2020-01-31,45221
2020-02-01,45221
2020-02-02,45221
2020-02-03,45221
2020-02-04,45221
2020-02-05,45079
2020-02-06,45079
2020-02-07,45079
2020-02-08,45079
2020-02-09,45079
2020-02-10,44971
2020-02-11,44971
2020-02-12,44971
2020-02-13,44971
2020-02-14,44971
2020-02-15,45662
2020-02-16,45662
2020-02-17,45662
2020-02-18,45662
2020-02-19,45662
2020-02-20,46223
2020-02-21,46223
2020-02-22,46223
2020-02-23,46223
2020-02-24,46223
2020-02-25,47215
2020-02-26,47215
2020-02-27,47215
2020-02-28,47215
2020-02-29,47215
2020-03-01,45407
2020-03-02,45407
2020-03-03,45407
2020-03-04,45407
2020-03-05,43209
2020-03-06,43209
2020-03-07,43209
2020-03-08,43209
2020-03-09,42888
2020-03-10,42888
2020-03-11,42888
2020-03-12,42888
2020-03-13,42888
2020-03-14,42971
2020-03-15,42971
2020-03-16,42971
2020-03-17,42971
2020-03-18,43987
2020-03-19,43987
2020-03-20,43987
2020-03-21,43987
2020-03-22,44581
2020-03-23,44581
2020-03-24,44581
2020-03-25,45706
2020-03-26,45706
2020-03-27,45706
2020-03-28,46081
2020-03-29,46081
2020-03-30,46081
2020-03-31,44417
2020-04-01,44417
2020-04-02,44417
2020-04-03,44417
2020-04-04,42802
2020-04-05,42802
2020-04-06,42802
2020-04-07,41415
2020-04-08,41415
2020-04-09,41415
2020-04-10,40128
2020-04-11,40128
2020-04-12,40128
2020-04-13,39165
2020-04-14,39165
2020-04-15,39165
2020-04-16,39320
2020-04-17,39320
2020-04-18,39320
2020-04-19,39450
2020-04-20,39450
2020-04-21,39450
2020-04-22,39450
2020-04-23,40563
2020-04-24,40563
2020-04-25,40563
2020-04-26,40563
2020-04-27,42000
2020-04-28,42000
2020-04-29,42000
2020-04-30,42000
2020-05-01,42000
2020-05-02,42146
2020-05-03,42146
2020-05-04,42146
2020-05-05,42146
2020-05-06,41889
2020-05-07,41889
2020-05-08,41889
2020-05-09,41889
2020-05-10,41542
2020-05-11,41542
2020-05-12,41542
2020-05-13,41542
