date_obj,White%20dark%20bow%20paint price
2016-05-26,144419
2016-05-27,144419
2016-05-28,144419
2016-05-29,144419
2016-05-30,144419
2016-05-31,144419
2016-06-01,144419
2016-06-02,144419
2016-06-03,144419
2016-06-04,139681
2016-06-05,139681
2016-06-06,139681
2016-06-07,139681
2016-06-08,139681
2016-06-09,139681
2016-06-10,139681
2016-06-11,139681
2016-06-12,139681
2016-06-13,139681
2016-06-14,137733
2016-06-15,137733
2016-06-16,137733
2016-06-17,137733
2016-06-18,137733
2016-06-19,137733
2016-06-20,137733
2016-06-21,137733
2016-06-22,137733
2016-06-23,134595
2016-06-24,134595
2016-06-25,134595
2016-06-26,134595
2016-06-27,134595
2016-06-28,134595
2016-06-29,134595
2016-06-30,134595
2016-07-01,134148
2016-07-02,134148
2016-07-03,134148
2016-07-04,134148
2016-07-05,134148
2016-07-06,134148
2016-07-07,134148
2016-07-08,134148
2016-07-09,134148
2016-07-10,135750
2016-07-11,135750
2016-07-12,135750
2016-07-13,135750
2016-07-14,135750
2016-07-15,135750
2016-07-16,135750
2016-07-17,135750
2016-07-18,135750
2016-07-24,136159
2016-07-25,136159
2016-07-26,136159
2016-07-27,136159
2016-07-28,137282
2016-07-29,137282
2016-07-30,137282
2016-07-31,137282
2016-08-01,137282
2016-08-02,137282
2016-08-03,137282
2016-08-04,137282
2016-08-05,137282
2016-08-06,139753
2016-08-07,139753
2016-08-08,139753
2016-08-09,139753
2016-08-10,139753
2016-08-11,139753
2016-08-12,139753
2016-08-13,139753
2016-08-14,139753
2016-08-15,139753
2016-08-16,137854
2016-08-17,137854
2016-08-18,137854
2016-08-19,137854
2016-08-20,137854
2016-08-21,137854
2016-08-22,137854
2016-08-23,137854
2016-08-24,137854
2016-08-25,137854
2016-08-26,137854
2016-08-28,138735
2016-08-31,138735
2016-09-01,138735
2016-09-02,138735
2016-09-03,138735
2016-09-04,138735
2016-09-05,138735
2016-09-06,142561
2016-09-07,142561
2016-09-08,142561
2016-09-09,142561
2016-09-10,142561
2016-09-11,142561
2016-09-12,142561
2016-09-13,142561
2016-09-14,142561
2016-09-15,142561
2016-09-16,145107
2016-09-17,145107
2016-09-18,145107
2016-09-19,145107
2016-09-20,145107
2016-09-21,145107
2016-09-22,145107
2016-09-23,145107
2016-09-24,145107
2016-09-25,145107
2016-09-26,150067
2016-09-27,150067
2016-09-28,150067
2016-09-29,150067
2016-09-30,150067
2016-10-01,150067
2016-10-02,150067
2016-10-03,150067
2016-10-04,150067
2016-10-05,153524
2016-10-06,153524
2016-10-07,153524
2016-10-08,153524
2016-10-09,153524
2016-10-10,153524
2016-10-11,153524
2016-10-12,153524
2016-10-13,153524
2016-10-14,149235
2016-10-15,149235
2016-10-16,149235
2016-10-17,149235
2016-10-18,149235
2016-10-19,149235
2016-10-20,149235
2016-10-21,149235
2016-10-22,149235
2016-10-23,149235
2016-10-24,147252
2016-10-25,147252
2016-10-26,147252
2016-10-27,147252
2016-10-28,147252
2016-10-29,147252
2016-10-30,147252
2016-10-31,147252
2016-11-01,147252
2016-11-02,147252
2016-11-03,147252
2016-11-04,145613
2016-11-05,145613
2016-11-06,145613
2016-11-07,145613
2016-11-08,145613
2016-11-09,145613
2016-11-10,145613
2016-11-11,145613
2016-11-12,145613
2016-11-13,145613
2016-11-14,144463
2016-12-08,144656
2016-12-09,144656
2016-12-10,144656
2016-12-11,144656
2016-12-12,144656
2016-12-13,147857
2016-12-14,147857
2016-12-15,147857
2016-12-16,147857
2016-12-17,147857
2016-12-18,147857
2016-12-19,147857
2016-12-20,147857
2016-12-21,147857
2016-12-22,147857
2016-12-23,145056
2016-12-24,145056
2016-12-25,145056
2016-12-26,145056
2016-12-27,145056
2016-12-28,145056
2016-12-29,145056
2016-12-30,145056
2016-12-31,146818
2017-01-01,146818
2017-01-02,146818
2017-01-03,146818
2017-01-04,146818
2017-01-05,146818
2017-01-06,146818
2017-01-07,146818
2017-01-08,146949
2017-01-09,146949
2017-01-10,146949
2017-01-11,146949
2017-01-12,146949
2017-01-13,146949
2017-01-14,146949
2017-01-15,142953
2017-01-16,142953
2017-01-17,142953
2017-01-18,142953
2017-01-19,142953
2017-01-20,142953
2017-01-21,142953
2017-01-22,137598
2017-01-27,137598
2017-01-28,137598
2017-01-29,138350
2017-01-30,138350
2017-01-31,138350
2017-02-01,138350
2017-02-02,138350
2017-02-03,138350
2017-02-04,143146
2017-02-05,143146
2017-02-06,143146
2017-02-07,143146
2017-02-08,143146
2017-02-09,143146
2017-02-10,143146
2017-02-11,143904
2017-02-12,143904
2017-02-13,143904
2017-02-14,143904
2017-02-15,143904
2017-02-16,143904
2017-02-18,143904
2017-02-19,144809
2017-02-20,144809
2017-02-21,144809
2017-02-22,144809
2017-02-23,144809
2017-02-24,144809
2017-02-25,144809
2017-02-26,144809
2017-02-27,140374
2017-02-28,140374
2017-03-01,140374
2017-03-02,140374
2017-03-03,140374
2017-03-04,140374
2017-03-05,140374
2017-03-06,135939
2017-03-07,135939
2017-03-08,135939
2017-03-09,135939
2017-03-10,135939
2017-03-11,135939
2017-03-12,135939
2017-03-13,140443
2017-03-14,140443
2017-03-15,140443
2017-03-16,140443
2017-03-17,140443
2017-03-18,140443
2017-03-19,145005
2017-03-20,145005
2017-03-21,145005
2017-03-22,145005
2017-03-23,145005
2017-03-24,145005
2017-03-25,145005
2017-03-26,148619
2017-03-27,148619
2017-03-28,148619
2017-03-29,148619
2017-03-30,148619
2017-03-31,148619
2017-04-01,148619
2017-04-02,148619
2017-04-03,153233
2017-04-04,153233
2017-04-12,158516
2017-04-13,158516
2017-04-14,158516
2017-04-15,158516
2017-04-16,158516
2017-04-17,157466
2017-04-18,157466
2017-04-19,157466
2017-04-20,157466
2017-04-21,157466
2017-04-22,157466
2017-04-23,157466
2017-04-24,152043
2017-04-25,152043
2017-04-26,152043
2017-04-27,152043
2017-04-28,152043
2017-04-29,152043
2017-04-30,152043
2017-05-01,150517
2017-05-02,150517
2017-05-03,150517
2017-05-04,150517
2017-05-05,150517
2017-05-06,150517
2017-05-07,150517
2017-05-08,154571
2017-05-09,154571
2017-05-10,154571
2017-05-11,154571
2017-05-12,154571
2017-05-13,154571
2017-05-14,161621
2017-05-15,161621
2017-05-16,161621
2017-05-17,161621
2017-05-18,161621
2017-05-19,161621
2017-05-20,164874
2017-05-21,164874
2017-05-22,164874
2017-05-23,164874
2017-05-24,164874
2017-05-25,164874
2017-05-26,164874
2017-05-27,164874
2017-05-28,164874
2017-05-29,166644
2017-05-30,166644
2017-05-31,166644
2017-06-01,166644
2017-06-02,166644
2017-06-03,166644
2017-06-06,162120
2017-06-07,162120
2017-06-08,162120
2017-06-09,162120
2017-06-10,162120
2017-06-11,162120
2017-06-12,162120
2017-06-13,162120
2017-06-14,158250
2017-06-15,158250
2017-06-16,158250
2017-06-17,158250
2017-06-18,158250
2017-06-19,158250
2017-06-20,158250
2017-06-21,158250
2017-06-22,158250
2017-06-23,158889
2017-06-24,158889
2017-06-25,158889
2017-06-26,158889
2017-06-27,158889
2017-06-28,158889
2017-06-29,158889
2017-06-30,159254
2017-07-01,159254
2017-07-02,159254
2017-07-03,159254
2017-07-04,159254
2017-07-05,159254
2017-07-06,159254
2017-07-07,159254
2017-07-08,159254
2017-07-13,163496
2017-07-14,163496
2017-07-15,163496
2017-07-16,163496
2017-07-17,163496
2017-07-18,163496
2017-07-19,161112
2017-07-20,161112
2017-07-21,161112
2017-07-22,161112
2017-07-23,161112
2017-07-24,161112
2017-07-25,161112
2017-07-26,161112
2017-07-27,161112
2017-07-28,157951
2017-07-29,157951
2017-07-30,157951
2017-07-31,157951
2017-08-01,157951
2017-08-02,157951
2017-08-03,157951
2017-08-04,157951
2017-08-05,156125
2017-08-06,156125
2017-08-09,156125
2017-08-10,156125
2017-08-11,156125
2017-08-12,156125
2017-08-13,156125
2017-08-14,156125
2017-08-15,151206
2017-08-16,151206
2017-08-17,151206
2017-08-18,151206
2017-08-19,151206
2017-08-20,151206
2017-08-21,151206
2017-08-22,151206
2017-08-23,151206
2017-08-24,151206
2017-08-25,151206
2017-08-26,155112
2017-08-27,155112
2017-08-28,155112
2017-08-29,155112
2017-08-30,155112
2017-08-31,155112
2017-09-01,155112
2017-09-02,155112
2017-09-03,155112
2017-09-04,155112
2017-09-05,155112
2017-09-06,148708
2017-09-07,148708
2017-09-08,148708
2017-09-09,148708
2017-09-10,148708
2017-09-11,148708
2017-09-12,148708
2017-09-13,148708
2017-09-14,148708
2017-09-15,148708
2017-09-16,148708
2017-09-17,144410
2017-09-18,144410
2017-09-19,144410
2017-09-20,144410
2017-09-21,144410
2017-09-22,144410
2017-09-23,144410
2017-09-24,144410
2017-09-25,144410
2017-09-26,144410
2017-09-27,144410
2017-09-28,141808
2017-09-29,141808
2017-09-30,141808
2017-10-01,141808
2017-10-02,141808
2017-10-03,141808
2017-10-04,141808
2017-10-05,141808
2017-10-06,141808
2017-10-07,141808
2017-10-08,141808
2017-10-09,141808
2017-10-10,141054
2017-10-11,141054
2017-10-12,141054
2017-10-13,141054
2017-10-14,141054
2017-10-15,141054
2017-10-16,141054
2017-10-17,141054
2017-10-18,141054
2017-10-19,141054
2017-10-20,141054
2017-10-21,136165
2017-10-22,136165
2017-10-23,136165
2017-10-24,136165
2017-10-25,136165
2017-10-26,136165
2017-10-27,136165
2017-10-28,136165
2017-10-29,136165
2017-10-30,136165
2017-10-31,131583
2017-11-01,131583
2017-11-02,131583
2017-11-03,131583
2017-11-04,131583
2017-11-05,131583
2017-11-06,131583
2017-11-07,131583
2017-11-08,131583
2017-11-09,131583
2017-11-10,131583
2017-11-11,129589
2017-11-12,129589
2017-11-13,129589
2017-11-14,129589
2017-11-15,129589
2017-11-16,129589
2017-11-17,129589
2017-11-18,129589
2017-11-19,129589
2017-11-20,129589
2017-11-21,129589
2017-11-22,130510
2017-11-23,130510
2017-11-24,130510
2017-11-25,130510
2017-11-26,130510
2017-11-27,130510
2017-11-28,130510
2017-11-29,130510
2017-11-30,130510
2017-12-01,130510
2017-12-02,134344
2017-12-03,134344
2017-12-04,134344
2017-12-05,134344
2017-12-06,134344
2017-12-07,134344
2017-12-08,134344
2017-12-09,134344
2017-12-10,134344
2017-12-11,134344
2017-12-12,135795
2017-12-13,135795
2017-12-14,135795
2017-12-15,135795
2017-12-16,135795
2017-12-17,135795
2017-12-18,135795
2017-12-19,135795
2017-12-20,135795
2017-12-21,135795
2017-12-22,131007
2017-12-23,131007
2017-12-24,131007
2017-12-25,131007
2017-12-26,131007
2017-12-27,131007
2017-12-28,131007
2017-12-29,131007
2017-12-30,131007
2017-12-31,133151
2018-01-01,133151
2018-01-02,133151
2018-01-03,133151
2018-01-04,133151
2018-01-05,133151
2018-01-06,133151
2018-01-07,133151
2018-01-08,133151
2018-01-09,128909
2018-01-10,128909
2018-01-11,128909
2018-01-12,128909
2018-01-13,128909
2018-01-14,128909
2018-01-15,128909
2018-01-16,128909
2018-01-17,128909
2018-01-18,128909
2018-01-19,128925
2018-01-20,128925
2018-01-21,128925
2018-01-22,128925
2018-01-23,128925
2018-01-24,123027
2018-01-25,123027
2018-01-26,123027
2018-01-27,123027
2018-01-28,123027
2018-01-29,124884
2018-01-30,124884
2018-02-01,124884
2018-02-02,124884
2018-02-03,127956
2018-02-04,127956
2018-02-05,127956
2018-02-06,127956
2018-02-07,127956
2018-02-08,127956
2018-02-09,124814
2018-02-10,124814
2018-02-11,124814
2018-02-12,124814
2018-02-13,130427
2018-02-14,130427
2018-02-15,130427
2018-02-16,130427
2018-02-17,135304
2018-02-18,135304
2018-02-19,135304
2018-02-20,135878
2018-02-21,135878
2018-02-22,135878
2018-02-23,135878
2018-02-24,135878
2018-02-25,135940
2018-02-26,135940
2018-02-27,135940
2018-02-28,135940
2018-03-01,135940
2018-03-02,130138
2018-03-03,130138
2018-03-04,130138
2018-03-05,130138
2018-03-06,124452
2018-03-07,124452
2018-03-08,124452
2018-03-09,124452
2018-03-10,126996
2018-03-11,126996
2018-03-12,126996
2018-03-13,126996
2018-03-14,131895
2018-03-15,131895
2018-03-16,131895
2018-03-17,131895
2018-03-18,131895
2018-03-19,131895
2018-03-20,135917
2018-03-21,135917
2018-03-23,135917
2018-03-24,135917
2018-03-26,139858
2018-03-27,139858
2018-03-28,139858
2018-03-29,139858
2018-03-30,136318
2018-03-31,136318
2018-04-01,136318
2018-04-02,136318
2018-04-03,136318
2018-04-04,134660
2018-04-05,134660
2018-04-06,134660
2018-04-08,134660
2018-04-09,140215
2018-04-10,140215
2018-04-11,140215
2018-04-12,140215
2018-04-13,140215
2018-04-14,140985
2018-04-16,140985
2018-04-17,140985
2018-04-18,146408
2018-04-19,146408
2018-04-20,146408
2018-04-21,146408
2018-04-22,146408
2018-04-23,151371
2018-04-24,151371
2018-04-25,151371
2018-04-26,151371
2018-04-27,151371
2018-04-28,153682
2018-04-29,153682
2018-04-30,153682
2018-05-02,153682
2018-05-03,149240
2018-05-04,149240
2018-05-05,149240
2018-05-06,149240
2018-05-07,149240
2018-05-08,148543
2018-05-09,148543
2018-05-10,148543
2018-05-11,148543
2018-05-12,143626
2018-05-13,143626
2018-05-14,143626
2018-05-15,143626
2018-05-16,143626
2018-05-17,143626
2018-05-18,144283
2018-05-19,144283
2018-05-20,144283
2018-05-21,144283
2018-05-22,144283
2018-05-23,149318
2018-05-24,149318
2018-05-25,149318
2018-05-26,149318
2018-05-27,149318
2018-05-28,149318
2018-05-29,153868
2018-05-30,153868
2018-05-31,153868
2018-06-01,153868
2018-06-02,158683
2018-06-03,158683
2018-06-04,158683
2018-06-05,158683
2018-06-06,158683
2018-06-07,161013
2018-06-08,161013
2018-06-09,161013
2018-06-10,161013
2018-06-11,161013
2018-06-12,152962
2018-06-13,152962
2018-06-14,152962
2018-06-15,152962
2018-06-16,152962
2018-06-17,145313
2018-06-18,145313
2018-06-19,145313
2018-06-20,145313
2018-06-21,145313
2018-06-22,141937
2018-06-23,141937
2018-06-24,141937
2018-06-25,141937
2018-06-26,141937
2018-06-27,141937
2018-06-28,135668
2018-06-29,135668
2018-06-30,135668
2018-07-01,135668
2018-07-02,135668
2018-07-03,128884
2018-07-04,128884
2018-07-05,128884
2018-07-06,128884
2018-07-07,128884
2018-07-08,128884
2018-07-09,122440
2018-07-10,122440
2018-07-11,122440
2018-07-12,122440
2018-07-13,122440
2018-07-14,122440
2018-07-15,122440
2018-07-16,123238
2018-07-17,123238
2018-07-18,123238
2018-07-19,123238
2018-07-20,123238
2018-07-21,122489
2018-07-22,122489
2018-07-23,122489
2018-07-24,122489
2018-07-25,121765
2018-07-26,121765
2018-07-27,121765
2018-07-28,121765
2018-07-29,123259
2018-07-30,123259
2018-07-31,123259
2018-08-01,123259
2018-08-02,128573
2018-08-03,128573
2018-08-04,128573
2018-08-05,128573
2018-08-06,133573
2018-08-07,133573
2018-08-08,133573
2018-08-09,133573
2018-08-10,133573
2018-08-11,138555
2018-08-12,138555
2018-08-14,138555
2018-08-16,145231
2018-08-17,145231
2018-08-18,145231
2018-08-19,145231
2018-08-20,150622
2018-08-21,150622
2018-08-22,150622
2018-08-23,150622
2018-08-24,150622
2018-08-25,156902
2018-08-26,156902
2018-08-27,156902
2018-08-28,156902
2018-08-29,156902
2018-08-30,155889
2018-08-31,155889
2018-09-01,155889
2018-09-02,155889
2018-09-03,154487
2018-09-04,154487
2018-09-05,154487
2018-09-06,154487
2018-09-07,152646
2018-09-08,152646
2018-09-09,152646
2018-09-10,152646
2018-09-11,152100
2018-09-12,152100
2018-09-13,152100
2018-09-14,152100
2018-09-15,151412
2018-09-16,151412
2018-09-17,151412
2018-09-18,151412
2018-09-19,151412
2018-09-20,151412
2018-09-21,150383
2018-09-22,150383
2018-09-23,150383
2018-09-24,150383
2018-09-25,150383
2018-09-26,149734
2018-09-27,149734
2018-09-28,149734
2018-09-29,149734
2018-09-30,149734
2018-10-02,144648
2018-10-03,144648
2018-10-04,144648
2018-10-05,144648
2018-10-06,138248
2018-10-07,138248
2018-10-08,138248
2018-10-09,138248
2018-10-10,138248
2018-10-11,131335
2018-10-12,131335
2018-10-13,131335
2018-10-14,131335
2018-10-15,131335
2018-10-16,128313
2018-10-17,128313
2018-10-18,128313
2018-10-19,128313
2018-10-20,128313
2018-10-21,131016
2018-10-22,131016
2018-10-23,131016
2018-10-24,131016
2018-10-25,135758
2018-10-26,135758
2018-10-27,135758
2018-10-28,135758
2018-10-29,135758
2018-10-30,129839
2018-10-31,129839
2018-11-01,129839
2018-11-03,130651
2018-11-04,130651
2018-11-05,130651
2018-11-06,130568
2018-11-07,130568
2018-11-08,130568
2018-11-09,130568
2018-11-10,127761
2018-11-11,127761
2018-11-12,127761
2018-11-13,132279
2018-11-14,132279
2018-11-15,132279
2018-11-16,134381
2018-11-17,134381
2018-11-18,134381
2018-11-19,134381
2018-11-20,137774
2018-11-21,137774
2018-11-22,137774
2018-11-23,137774
2018-11-24,138708
2018-11-25,138708
2018-11-26,138708
2018-11-27,134107
2018-11-28,134107
2018-11-29,134107
2018-12-01,128615
2018-12-02,128507
2018-12-03,128507
2018-12-04,128507
2018-12-05,122800
2018-12-07,122800
2018-12-09,124851
2018-12-10,124851
2018-12-11,130496
2018-12-12,130496
2018-12-13,130496
2018-12-14,125462
2018-12-15,125462
2018-12-16,125462
2018-12-17,122313
2018-12-18,122313
2018-12-19,122313
2018-12-20,125711
2018-12-21,125711
2018-12-22,125711
2018-12-23,131051
2018-12-24,131051
2018-12-25,131051
2018-12-26,134901
2018-12-27,134901
2018-12-28,134901
2018-12-29,135338
2018-12-30,135338
2018-12-31,135338
2019-01-01,135360
2019-01-02,135360
2019-01-03,135360
2019-01-04,134628
2019-01-05,134628
2019-01-06,130214
2019-01-08,130214
2019-01-10,126207
2019-01-11,126207
2019-01-12,122304
2019-01-13,122304
2019-01-14,122304
2019-01-15,119300
2019-01-16,119300
2019-01-17,119300
2019-01-18,119300
2019-01-19,119525
2019-01-20,119525
2019-01-21,119525
2019-01-22,119035
2019-01-23,119035
2019-01-24,119035
2019-01-25,120288
2019-01-26,120288
2019-01-27,120288
2019-01-28,122684
2019-01-29,122684
2019-01-30,122684
2019-01-31,120905
2019-02-01,120905
2019-02-02,120905
2019-02-03,123507
2019-02-04,123507
2019-02-05,123507
2019-02-06,128710
2019-02-07,128710
2019-02-08,128710
2019-02-09,131940
2019-02-10,131940
2019-02-11,131940
2019-02-12,131524
2019-02-13,131524
2019-02-14,131524
2019-02-15,131794
2019-02-16,131794
2019-02-17,131794
2019-02-18,130975
2019-02-19,130975
2019-02-20,130975
2019-02-21,129695
2019-02-22,129695
2019-02-23,129695
2019-02-24,125664
2019-02-25,125664
2019-02-26,125664
2019-02-27,125827
2019-02-28,125827
2019-03-01,125827
2019-03-02,130701
2019-03-03,130701
2019-03-04,132423
2019-03-05,132423
2019-03-06,136104
2019-03-07,136104
2019-03-08,136104
2019-03-09,136104
2019-03-10,137772
2019-03-11,137772
2019-03-12,137772
2019-03-13,137772
2019-03-14,135080
2019-03-15,135080
2019-03-16,135080
2019-03-17,136435
2019-03-18,136435
2019-03-19,136435
2019-03-20,136435
2019-03-21,136168
2019-03-22,136168
2019-03-23,136168
2019-03-24,136554
2019-03-25,136554
2019-03-26,136554
2019-03-27,136554
2019-03-28,136554
2019-03-29,135281
2019-03-30,135281
2019-03-31,135281
2019-04-01,135281
2019-04-02,135281
2019-04-03,132987
2019-04-04,132987
2019-04-05,132987
