date_obj,Harmony%20island%20teleport%20(tablet) price
2016-05-12,1600
2016-05-13,1600
2016-05-14,1600
2016-05-15,1600
2016-05-16,1600
2016-05-17,1600
2016-05-18,1600
2016-05-19,1600
2016-05-22,1600
2016-05-23,1677
2016-05-24,1677
2016-05-25,1677
2016-05-26,1677
2016-05-27,1677
2016-05-28,1677
2016-05-29,1677
2016-05-30,1677
2016-05-31,1677
2016-06-01,1677
2016-06-02,1677
2016-06-03,1677
2016-06-04,1677
2016-06-05,1677
2016-06-06,1677
2016-06-07,1677
2016-06-08,1677
2016-06-09,1677
2016-06-10,1677
2016-06-11,1677
2016-06-12,1677
2016-06-13,1677
2016-06-14,1677
2016-06-15,1677
2016-06-16,1756
2016-06-17,1756
2016-06-18,1756
2016-06-19,1756
2016-06-20,1756
2016-06-21,1756
2016-06-22,1756
2016-06-23,1756
2016-06-24,1756
2016-06-25,1756
2016-06-26,1756
2016-06-27,1756
2016-06-28,1756
2016-06-29,1756
2016-06-30,1756
2016-07-01,1756
2016-07-02,1756
2016-07-03,1756
2016-07-04,1756
2016-07-05,1756
2016-07-06,1756
2016-07-07,1756
2016-07-08,1756
2016-07-09,1840
2016-07-10,1840
2016-07-11,1840
2016-07-12,1840
2016-07-13,1840
2016-07-14,1840
2016-07-15,1840
2016-07-16,1840
2016-07-17,1840
2016-07-18,1840
2016-07-23,1840
2016-07-24,1840
2016-07-25,1840
2016-07-26,1840
2016-07-27,1840
2016-07-28,1840
2016-07-29,1840
2016-07-30,1840
2016-07-31,1931
2016-08-01,1931
2016-08-02,1931
2016-08-03,1931
2016-08-04,1931
2016-08-05,1931
2016-08-06,1931
2016-08-07,1931
2016-08-08,1931
2016-08-09,1931
2016-08-10,1931
2016-08-11,1931
2016-08-12,1931
2016-08-13,1931
2016-08-14,1931
2016-08-15,1931
2016-08-16,1931
2016-08-17,1931
2016-08-18,1931
2016-08-19,1931
2016-08-20,1931
2016-08-21,1931
2016-08-22,1931
2016-08-23,1931
2016-08-24,1931
2016-08-25,1931
2016-08-26,1931
2016-08-28,2026
2016-08-31,2026
2016-09-01,2026
2016-09-02,2026
2016-09-03,2026
2016-09-04,2026
2016-09-05,2026
2016-09-06,2026
2016-09-07,2026
2016-09-08,2026
2016-09-09,2026
2016-09-10,2026
2016-09-11,2026
2016-09-12,2026
2016-09-13,2026
2016-09-14,2026
2016-09-15,2026
2016-09-16,2026
2016-09-17,2026
2016-09-18,2026
2016-09-19,2026
2016-09-20,2026
2016-09-21,2026
2016-09-22,2026
2016-09-23,2026
2016-09-24,2026
2016-09-25,2026
2016-09-26,2026
2016-09-27,2124
2016-09-28,2124
2016-09-29,2124
2016-09-30,2124
2016-10-01,2124
2016-10-02,2124
2016-10-03,2124
2016-10-04,2124
2016-10-05,2124
2016-10-06,2124
2016-10-07,2124
2016-10-08,2124
2016-10-09,2124
2016-10-10,2124
2016-10-11,2124
2016-10-12,2124
2016-10-13,2124
2016-10-14,2124
2016-10-15,2124
2016-10-16,2124
2016-10-17,2124
2016-10-18,2124
2016-10-19,2124
2016-10-20,2124
2016-10-21,2124
2016-10-22,2124
2016-10-23,2124
2016-10-24,2124
2016-10-25,2124
2016-10-26,2124
2016-10-27,2124
2016-10-28,2124
2016-10-29,2228
2016-10-30,2228
2016-10-31,2228
2016-11-01,2228
2016-11-02,2228
2016-11-03,2228
2016-11-04,2228
2016-11-05,2228
2016-11-06,2228
2016-11-07,2228
2016-11-08,2228
2016-11-09,2228
2016-11-10,2228
2016-11-11,2228
2016-11-12,2228
2016-11-13,2228
2016-11-14,2228
2016-11-15,2228
2016-12-07,2331
2016-12-08,2331
2016-12-09,2331
2016-12-10,2331
2016-12-11,2331
2016-12-12,2331
2016-12-13,2331
2016-12-14,2331
2016-12-15,2331
2016-12-16,2331
2016-12-17,2331
2016-12-18,2331
2016-12-19,2331
2016-12-20,2331
2016-12-21,2331
2016-12-22,2331
2016-12-23,2331
2016-12-24,2331
2016-12-25,2331
2016-12-26,2446
2016-12-27,2446
2016-12-28,2446
2016-12-29,2446
2016-12-30,2446
2016-12-31,2446
2017-01-01,2446
2017-01-02,2446
2017-01-03,2446
2017-01-04,2446
2017-01-05,2446
2017-01-06,2446
2017-01-07,2446
2017-01-08,2446
2017-01-09,2446
2017-01-10,2446
2017-01-11,2446
2017-01-12,2446
2017-01-13,2446
2017-01-14,2446
2017-01-15,2446
2017-01-16,2446
2017-01-17,2446
2017-01-18,2531
2017-01-19,2531
2017-01-20,2531
2017-01-21,2531
2017-01-22,2531
2017-01-23,2531
2017-01-27,2531
2017-01-28,2531
2017-01-29,2531
2017-01-30,2531
2017-01-31,2531
2017-02-01,2531
2017-02-02,2531
2017-02-03,2531
2017-02-04,2531
2017-02-05,2531
2017-02-06,2531
2017-02-07,2531
2017-02-08,2531
2017-02-09,2648
2017-02-10,2648
2017-02-11,2648
2017-02-12,2648
2017-02-13,2648
2017-02-14,2648
2017-02-15,2648
2017-02-16,2648
2017-02-18,2648
2017-02-19,2648
2017-02-20,2648
2017-02-21,2648
2017-02-22,2648
2017-02-23,2648
2017-02-24,2648
2017-02-25,2648
2017-02-26,2648
2017-02-27,2648
2017-02-28,2648
2017-03-01,2648
2017-03-02,2648
2017-03-03,2648
2017-03-04,2741
2017-03-05,2741
2017-03-06,2741
2017-03-07,2741
2017-03-08,2741
2017-03-09,2741
2017-03-10,2741
2017-03-11,2741
2017-03-12,2741
2017-03-13,2741
2017-03-14,2741
2017-03-15,2741
2017-03-16,2741
2017-03-17,2741
2017-03-18,2741
2017-03-19,2741
2017-03-20,2741
2017-03-21,2741
2017-03-22,2741
2017-03-23,2741
2017-03-24,2741
2017-03-25,2741
2017-03-26,2823
2017-03-27,2823
2017-03-28,2823
2017-03-29,2823
2017-03-30,2823
2017-03-31,2823
2017-04-01,2823
2017-04-02,2823
2017-04-03,2823
2017-04-04,2823
2017-04-12,2823
2017-04-13,2823
2017-04-14,2823
2017-04-15,2823
2017-04-16,2823
2017-04-17,2802
2017-04-18,2802
2017-04-19,2802
2017-04-20,2802
2017-04-21,2802
2017-04-22,2802
2017-04-23,2802
2017-04-24,2802
2017-04-25,2802
2017-04-26,2802
2017-04-27,2802
2017-04-28,2802
2017-04-29,2802
2017-04-30,2802
2017-05-01,2802
2017-05-02,2802
2017-05-03,2802
2017-05-04,2802
2017-05-05,2802
2017-05-06,2802
2017-05-07,2802
2017-05-08,2776
2017-05-09,2776
2017-05-10,2776
2017-05-11,2776
2017-05-12,2776
2017-05-13,2776
2017-05-14,2776
2017-05-15,2776
2017-05-16,2776
2017-05-17,2776
2017-05-18,2776
2017-05-19,2776
2017-05-20,2776
2017-05-21,2776
2017-05-22,2776
2017-05-23,2776
2017-05-24,2776
2017-05-25,2776
2017-05-26,2776
2017-05-27,2684
2017-05-28,2684
2017-05-29,2684
2017-05-30,2684
2017-05-31,2684
2017-06-01,2684
2017-06-02,2684
2017-06-03,2684
2017-06-04,2684
2017-06-06,2684
2017-06-07,2684
2017-06-08,2684
2017-06-09,2684
2017-06-10,2684
2017-06-11,2684
2017-06-12,2684
2017-06-13,2603
2017-06-14,2603
2017-06-15,2603
2017-06-16,2603
2017-06-17,2603
2017-06-18,2603
2017-06-19,2603
2017-06-20,2603
2017-06-21,2603
2017-06-22,2603
2017-06-23,2603
2017-06-24,2603
2017-06-25,2603
2017-06-26,2603
2017-06-27,2603
2017-06-28,2603
2017-06-29,2603
2017-06-30,2603
2017-07-01,2603
2017-07-02,2519
2017-07-03,2519
2017-07-04,2519
2017-07-05,2519
2017-07-06,2519
2017-07-07,2519
2017-07-08,2519
2017-07-13,2519
2017-07-14,2519
2017-07-15,2519
2017-07-16,2519
2017-07-17,2435
2017-07-18,2435
2017-07-19,2435
2017-07-20,2435
2017-07-21,2435
2017-07-22,2435
2017-07-23,2435
2017-07-24,2435
2017-07-25,2435
2017-07-26,2435
2017-07-27,2435
2017-07-28,2435
2017-07-29,2435
2017-07-30,2435
2017-07-31,2349
2017-08-01,2349
2017-08-02,2349
2017-08-03,2349
2017-08-04,2349
2017-08-05,2349
2017-08-06,2349
2017-08-09,2349
2017-08-10,2349
2017-08-11,2349
2017-08-12,2349
2017-08-13,2349
2017-08-14,2349
2017-08-15,2261
2017-08-16,2261
2017-08-17,2261
2017-08-18,2261
2017-08-19,2261
2017-08-20,2261
2017-08-21,2261
2017-08-22,2261
2017-08-23,2261
2017-08-24,2261
2017-08-25,2261
2017-08-26,2261
2017-08-27,2261
2017-08-28,2261
2017-08-29,2261
2017-08-30,2261
2017-08-31,2189
2017-09-01,2189
2017-09-02,2189
2017-09-03,2189
2017-09-04,2189
2017-09-05,2189
2017-09-06,2189
2017-09-07,2189
2017-09-08,2189
2017-09-09,2189
2017-09-10,2189
2017-09-11,2189
2017-09-12,2189
2017-09-13,2189
2017-09-14,2137
2017-09-15,2137
2017-09-16,2137
2017-09-17,2137
2017-09-18,2137
2017-09-19,2137
2017-09-20,2137
2017-09-21,2137
2017-09-22,2137
2017-09-23,2137
2017-09-24,2137
2017-09-25,2137
2017-09-26,2137
2017-09-27,2137
2017-09-28,2174
2017-09-29,2174
2017-09-30,2174
2017-10-01,2174
2017-10-02,2174
2017-10-03,2174
2017-10-04,2174
2017-10-05,2174
2017-10-06,2174
2017-10-07,2174
2017-10-08,2174
2017-10-09,2174
2017-10-10,2174
2017-10-11,2174
2017-10-12,2174
2017-10-13,2209
2017-10-14,2209
2017-10-15,2209
2017-10-16,2209
2017-10-17,2209
2017-10-18,2209
2017-10-19,2209
2017-10-20,2209
2017-10-21,2209
2017-10-22,2209
2017-10-23,2209
2017-10-24,2209
2017-10-25,2209
2017-10-26,2209
2017-10-27,2209
2017-10-28,2209
2017-10-29,2103
2017-10-30,2103
2017-10-31,2103
2017-11-01,2103
2017-11-02,2103
2017-11-03,2103
2017-11-04,2103
2017-11-05,2103
2017-11-06,2103
2017-11-07,2103
2017-11-08,2103
2017-11-09,2103
2017-11-10,2103
2017-11-11,2103
2017-11-12,2103
2017-11-13,2008
2017-11-14,2008
2017-11-15,2008
2017-11-16,2008
2017-11-17,2008
2017-11-18,2008
2017-11-19,2008
2017-11-20,2008
2017-11-21,2008
2017-11-22,2008
2017-11-23,2008
2017-11-24,2008
2017-11-25,2008
2017-11-26,2008
2017-11-27,2008
2017-11-28,2008
2017-11-29,1907
2017-11-30,1907
2017-12-01,1907
2017-12-02,1907
2017-12-03,1907
2017-12-04,1907
2017-12-05,1907
2017-12-06,1907
2017-12-07,1907
2017-12-08,1907
2017-12-09,1907
2017-12-10,1907
2017-12-11,1907
2017-12-12,1907
2017-12-13,1907
2017-12-14,1852
2017-12-15,1852
2017-12-16,1852
2017-12-17,1852
2017-12-18,1852
2017-12-19,1852
2017-12-20,1852
2017-12-21,1852
2017-12-22,1852
2017-12-23,1852
2017-12-24,1852
2017-12-25,1852
2017-12-26,1852
2017-12-27,1852
2017-12-28,1852
2017-12-29,1808
2017-12-30,1808
2017-12-31,1808
2018-01-01,1808
2018-01-02,1808
2018-01-03,1808
2018-01-04,1808
2018-01-05,1808
2018-01-06,1808
2018-01-07,1808
2018-01-08,1808
2018-01-09,1801
2018-01-10,1801
2018-01-11,1801
2018-01-12,1801
2018-01-13,1801
2018-01-14,1801
2018-01-15,1801
2018-01-16,1801
2018-01-17,1801
2018-01-18,1801
2018-01-19,1801
2018-01-20,1763
2018-01-21,1763
2018-01-22,1763
2018-01-23,1763
2018-01-25,1763
2018-01-26,1763
2018-01-27,1763
2018-01-28,1763
2018-01-29,1749
2018-01-30,1749
2018-01-31,1749
2018-02-01,1749
2018-02-02,1749
2018-02-03,1749
2018-02-04,1749
2018-02-05,1749
2018-02-06,1749
2018-02-07,1749
2018-02-08,1749
2018-02-09,1760
2018-02-10,1760
2018-02-11,1760
2018-02-12,1760
2018-02-13,1760
2018-02-14,1760
2018-02-15,1760
2018-02-16,1760
2018-02-17,1760
2018-02-18,1760
2018-02-19,1754
2018-02-20,1754
2018-02-21,1754
2018-02-22,1754
2018-02-23,1754
2018-02-24,1754
2018-02-25,1754
2018-02-26,1754
2018-02-27,1754
2018-02-28,1754
2018-03-01,1754
2018-03-02,1735
2018-03-03,1735
2018-03-04,1735
2018-03-05,1735
