date_obj,Saradomin%20robe%20legs price
2015-07-11,98783
2015-07-12,95314
2015-07-13,91149
2015-07-14,88068
2015-07-15,88712
2015-07-16,85494
2015-07-17,82387
2015-07-18,82387
2015-07-19,81607
2015-07-20,78125
2015-07-21,78125
2015-07-22,78140
2015-07-23,78140
2015-07-24,81158
2015-07-25,85099
2015-07-26,88469
2015-07-27,89898
2015-07-28,91419
2015-07-29,94299
2015-07-30,98486
2015-07-31,103025
2015-08-01,103025
2015-08-02,105353
2015-08-03,107010
2015-08-04,107010
2015-08-05,103977
2015-08-06,99185
2015-08-07,96253
2015-08-08,97182
2015-08-09,100820
2015-08-10,100510
2015-08-11,104135
2015-08-12,104135
2015-08-13,107230
2015-08-14,109467
2015-08-15,109467
2015-08-16,110858
2015-08-17,114794
2015-08-18,116182
2015-08-19,118617
2015-08-20,121496
2015-08-21,122323
2015-08-22,121352
2015-08-23,120143
2015-08-24,116596
2015-08-25,116596
2015-08-26,116346
2015-08-27,117817
2015-08-28,118859
2015-08-29,119203
2015-08-30,119203
2015-08-31,119521
2015-09-01,116648
2015-09-02,116648
2015-09-03,115519
2015-09-04,118268
2015-09-05,118268
2015-09-06,121238
2015-09-07,126120
2015-09-08,128232
2015-09-09,128025
2015-09-10,127204
2015-09-11,126221
2015-09-12,126221
2015-09-13,126191
2015-09-14,131556
2015-09-15,132529
2015-09-16,132529
2015-09-17,134848
2015-09-18,134848
2015-09-19,137192
2015-09-20,140018
2015-09-21,143470
2015-09-22,142565
2015-09-23,141151
2015-09-24,141151
2015-09-25,141617
2015-09-27,144475
2015-09-28,146086
2015-09-29,146086
2015-09-30,147750
2015-10-05,148875
2015-10-06,149765
2015-10-07,149765
2015-10-08,149888
2015-10-09,147571
2015-10-10,147571
2015-10-11,147377
2015-10-12,147377
2015-10-13,145634
2015-10-14,145634
2015-10-15,147041
2015-10-16,147354
2015-10-17,147354
2015-10-18,147469
2015-10-19,147337
2015-10-20,149133
2015-10-22,146914
2015-10-23,147628
2015-10-24,147628
2015-10-25,146774
2015-10-26,146143
2015-10-27,146143
2015-10-29,142550
2015-10-30,140564
2015-10-31,140564
2015-11-01,139059
2015-11-02,138959
2015-11-03,138959
2015-11-04,137399
2015-11-05,136645
2015-11-06,136645
2015-11-07,135523
2015-11-08,135523
2015-11-09,134525
2015-11-10,134525
2015-11-11,135349
2015-11-12,137944
2015-11-13,137944
2015-11-14,138274
2015-11-15,141099
2015-11-16,141099
2015-11-17,145388
2015-11-18,147481
2015-11-19,149069
2015-11-20,153154
2015-11-21,153154
2015-11-22,154060
2015-11-23,154060
2015-11-24,157886
2015-11-25,165781
2015-11-26,165781
2015-11-27,170616
2015-11-28,170616
2015-11-29,165729
2015-11-30,164155
2015-12-01,164155
2015-12-02,162066
2015-12-03,162098
2015-12-04,162098
2015-12-05,161857
2015-12-06,159500
2015-12-07,159500
2015-12-08,157390
2015-12-09,157105
2015-12-10,157105
2015-12-11,156687
2015-12-12,156687
2015-12-13,154247
2015-12-14,154247
2015-12-15,152891
2015-12-16,151309
2015-12-17,151309
2015-12-18,146916
2015-12-19,146916
2015-12-20,144162
2015-12-21,140857
2015-12-22,140857
2015-12-23,139367
2015-12-24,139367
2015-12-25,136070
2015-12-26,134168
2015-12-27,134175
2015-12-28,138666
2015-12-29,136963
2015-12-30,133483
2015-12-31,133483
2016-01-01,129162
2016-01-02,129504
2016-01-03,131376
2016-01-04,131099
2016-01-05,131732
2016-01-06,134916
2016-01-07,134916
2016-01-08,136215
2016-01-09,136215
2016-01-10,135739
2016-01-11,134665
2016-01-12,134651
2016-01-13,134651
2016-01-14,135036
2016-01-15,133512
2016-01-16,133327
2016-01-17,132964
2016-01-18,132767
2016-01-19,132767
2016-01-20,130128
2016-01-21,130128
2016-01-22,128364
2016-01-23,124547
2016-01-24,118804
2016-01-25,115599
2016-01-26,115599
2016-01-27,112317
2016-01-28,112317
2016-01-29,111830
2016-01-30,111830
2016-01-31,113063
2016-02-01,118417
2016-02-02,123513
2016-02-03,129689
2016-02-04,129689
2016-02-05,136174
2016-02-06,139305
2016-02-07,139305
2016-02-08,133262
2016-02-09,128981
2016-02-10,123130
2016-02-11,123130
2016-02-12,117691
2016-02-13,114608
2016-02-14,114608
2016-02-15,115553
2016-02-16,118658
2016-02-17,120497
2016-02-18,120497
2016-02-19,116761
2016-02-20,118406
2016-02-21,117693
2016-02-22,117693
2016-02-23,118690
2016-02-24,118690
2016-02-25,119315
2016-02-26,119315
2016-02-27,114613
2016-02-28,110523
2016-02-29,108407
2016-03-01,103612
2016-03-02,102904
2016-03-03,102907
2016-03-04,104334
2016-03-05,106037
2016-03-06,106786
2016-03-07,106786
2016-03-08,104902
2016-03-09,101893
2016-03-10,99667
2016-03-11,99667
2016-03-12,96925
2016-03-13,96925
2016-03-14,95939
2016-03-15,95815
2016-03-16,97873
2016-03-17,102230
2016-03-18,100446
2016-03-19,99229
2016-03-20,97937
2016-03-21,96799
2016-03-22,95449
2016-03-23,96385
2016-03-24,96121
2016-03-25,96143
2016-03-26,93916
2016-03-27,93916
2016-03-28,93911
2016-03-29,91377
2016-03-30,91377
2016-03-31,88202
2016-04-01,86864
2016-04-02,86352
2016-04-03,85376
2016-04-04,85578
2016-04-05,85575
2016-04-06,84351
2016-04-07,84161
2016-04-08,84457
2016-04-09,86229
2016-04-10,84353
2016-04-11,84353
2016-04-12,82118
2016-04-13,80428
2016-04-14,79319
2016-04-15,78744
2016-04-16,79156
2016-04-17,78313
2016-04-18,79125
2016-04-19,80848
2016-04-20,81369
2016-04-21,81006
2016-04-22,81006
2016-04-23,81200
2016-04-24,81543
2016-04-25,82951
2016-04-26,83274
2016-04-27,85329
2016-04-28,87071
2016-04-29,86920
2016-04-30,87256
2016-05-01,87535
2016-05-02,87419
2016-05-03,88140
2016-05-04,88649
2016-05-05,88926
2016-05-06,88926
2016-05-07,89256
2016-05-08,88931
2016-05-09,89851
2016-05-10,89155
2016-05-11,89695
2016-05-12,88468
2016-05-13,89102
2016-05-14,87591
2016-05-15,86156
2016-05-16,86156
2016-05-17,86968
2016-05-18,87561
2016-05-19,88796
2016-05-22,87384
2016-05-23,87240
2016-05-24,86413
2016-05-25,86413
2016-05-26,85364
2016-05-27,84643
2016-05-28,84643
2016-05-29,82767
2016-05-30,82767
2016-05-31,81243
2016-06-01,82010
2016-06-02,83618
2016-06-03,83618
2016-06-04,85436
2016-06-05,85436
2016-06-06,87527
2016-06-07,87527
2016-06-08,89115
2016-06-09,91059
2016-06-10,93385
2016-06-11,93385
2016-06-12,95211
2016-06-13,95211
2016-06-14,97224
2016-06-15,97224
2016-06-16,96753
2016-06-17,95103
2016-06-18,95103
2016-06-19,92685
2016-06-20,90514
2016-06-21,87874
2016-06-22,85817
2016-06-23,83782
2016-06-24,82324
2016-06-25,83962
2016-06-26,83962
2016-06-27,85483
2016-06-28,87205
2016-06-29,89586
2016-06-30,92407
2016-07-01,95280
2016-07-02,95280
2016-07-03,97424
2016-07-04,98780
2016-07-05,100102
2016-07-06,99569
2016-07-07,97198
2016-07-08,94436
2016-07-09,92882
2016-07-10,92188
2016-07-11,90943
2016-07-12,89482
2016-07-13,88515
2016-07-14,87889
2016-07-15,87375
2016-07-16,87345
2016-07-17,86648
2016-07-18,86011
2016-07-23,75547
2016-07-24,71769
2016-07-25,68180
2016-07-26,68180
2016-07-27,67799
2016-07-28,67799
2016-07-29,70055
2016-07-30,72241
2016-07-31,72241
2016-08-01,73379
2016-08-02,74915
2016-08-03,75781
2016-08-04,75781
2016-08-05,74953
2016-08-06,74320
2016-08-07,73276
2016-08-08,73276
2016-08-09,70137
2016-08-10,68191
2016-08-11,66857
2016-08-12,66857
2016-08-13,68379
2016-08-14,65962
2016-08-15,64359
2016-08-16,64214
2016-08-17,64214
2016-08-18,65370
2016-08-19,66524
2016-08-20,66434
2016-08-21,66434
2016-08-22,65360
2016-08-23,65249
2016-08-24,65249
2016-08-25,66041
2016-08-26,66041
2016-08-28,67702
2016-08-31,72260
2016-09-01,72733
2016-09-02,72733
2016-09-03,74495
2016-09-04,75418
2016-09-05,75418
2016-09-06,76827
2016-09-07,76827
2016-09-08,75032
2016-09-09,75032
2016-09-10,71280
2016-09-11,71280
2016-09-12,67894
2016-09-13,64688
2016-09-14,64688
2016-09-15,63833
2016-09-16,63833
2016-09-17,62757
2016-09-18,62757
2016-09-19,64454
2016-09-20,64454
2016-09-21,64807
2016-09-22,65108
2016-09-23,65108
2016-09-24,65492
2016-09-25,66442
2016-09-26,66442
2016-09-27,68145
2016-09-28,70133
2016-09-29,70133
2016-09-30,72578
2016-10-01,76084
2016-10-02,76084
2016-10-03,79732
2016-10-04,83422
2016-10-05,87154
2016-10-06,88709
2016-10-07,88709
2016-10-08,86377
2016-10-09,86377
2016-10-11,82023
2016-10-12,82023
2016-10-13,78706
2016-10-14,75087
2016-10-15,71662
2016-10-16,71746
2016-10-17,74352
2016-10-18,74352
2016-10-19,74442
2016-10-20,74474
2016-10-21,75080
2016-10-22,75080
2016-10-23,75811
2016-10-24,76479
2016-10-25,76479
2016-10-26,74881
2016-10-27,74881
2016-10-28,72409
2016-10-29,74076
2016-10-30,74076
2016-10-31,74896
2016-11-01,74896
2016-11-02,74751
2016-11-03,74751
2016-11-04,74028
2016-11-05,74028
2016-11-06,74540
2016-11-07,74540
2016-11-08,73291
2016-11-09,73291
2016-11-10,74459
2016-11-11,74459
2016-11-12,74276
2016-11-13,74276
2016-11-14,74540
2016-12-08,76336
2016-12-09,75788
2016-12-10,75788
2016-12-11,75490
2016-12-12,75233
2016-12-13,75233
2016-12-14,75125
2016-12-15,75125
2016-12-16,73497
2016-12-17,72433
2016-12-18,72433
2016-12-19,72037
2016-12-20,71570
2016-12-21,71280
2016-12-22,71280
2016-12-23,69096
2016-12-24,69096
2016-12-25,67197
2016-12-26,67036
2016-12-27,68485
2016-12-28,70859
2016-12-29,73614
2016-12-30,76376
2016-12-31,79518
2017-01-01,82013
2017-01-02,85350
2017-01-03,85350
2017-01-04,87444
2017-01-05,87444
2017-01-06,87970
2017-01-07,88109
2017-01-08,88170
2017-01-09,88711
2017-01-10,90021
2017-01-11,88910
2017-01-12,85985
2017-01-13,85985
2017-01-14,83927
2017-01-15,82609
2017-01-16,81125
2017-01-17,80772
2017-01-18,80480
2017-01-19,80480
2017-01-20,79678
2017-01-21,78764
2017-01-22,78982
2017-01-27,82026
2017-01-28,80554
2017-01-29,80931
2017-01-30,80931
2017-01-31,81134
2017-02-01,79912
2017-02-02,78900
2017-02-03,78128
2017-02-04,77231
2017-02-05,75843
2017-02-06,75983
2017-02-07,76085
2017-02-08,75294
2017-02-09,75294
2017-02-10,74772
2017-02-11,73729
2017-02-12,73729
2017-02-13,72907
2017-02-14,71037
2017-02-15,71037
2017-02-16,71433
2017-02-18,72473
2017-02-19,72814
2017-02-20,72443
2017-02-21,73310
2017-02-22,73310
2017-02-23,74528
2017-02-24,74528
2017-02-25,74681
2017-02-26,75247
2017-02-27,74814
2017-02-28,75483
2017-03-01,76088
2017-03-02,77794
2017-03-03,77926
2017-03-04,77976
2017-03-05,77976
2017-03-06,78845
2017-03-07,79064
2017-03-08,78679
2017-03-09,78208
2017-03-10,78361
2017-03-11,77417
2017-03-12,77333
2017-03-13,78023
2017-03-14,80028
2017-03-15,79357
2017-03-16,80006
2017-03-17,81119
2017-03-18,81119
2017-03-19,80655
2017-03-20,79713
2017-03-21,79256
2017-03-22,78958
2017-03-23,78585
2017-03-24,78592
2017-03-25,78592
2017-03-26,77137
2017-03-27,77984
2017-03-28,79510
2017-03-29,80768
2017-03-30,80282
2017-03-31,80509
2017-04-01,81873
2017-04-02,81925
2017-04-03,82969
2017-04-04,82969
2017-04-12,81171
2017-04-13,80597
2017-04-14,79791
2017-04-15,79684
2017-04-16,79379
2017-04-17,77477
2017-04-18,76964
2017-04-19,77869
2017-04-20,77869
2017-04-21,78578
2017-04-22,78578
2017-04-23,77728
2017-04-24,78444
2017-04-25,78377
2017-04-26,78377
2017-04-27,77353
2017-04-28,76163
2017-04-29,76371
2017-04-30,77893
2017-05-01,76743
2017-05-02,76868
2017-05-03,76347
2017-05-04,76975
2017-05-05,76898
2017-05-06,76612
2017-05-07,76957
2017-05-08,78278
2017-05-09,79053
2017-05-10,78523
2017-05-11,79674
2017-05-12,79687
2017-05-13,80834
2017-05-14,81396
2017-05-15,81966
2017-05-16,83998
2017-05-17,83998
2017-05-18,85813
2017-05-19,85813
2017-05-20,87725
2017-05-21,87725
2017-05-22,90805
2017-05-23,93774
2017-05-24,96164
2017-05-25,98347
2017-05-26,100751
2017-05-27,100787
2017-05-28,100885
2017-05-29,98178
2017-05-30,96164
2017-05-31,92383
2017-06-01,88303
2017-06-02,85449
2017-06-03,85449
2017-06-06,75596
2017-06-07,72348
2017-06-08,72348
2017-06-09,68730
2017-06-10,65293
2017-06-11,62028
2017-06-12,58926
2017-06-13,55979
2017-06-14,53388
2017-06-15,52045
2017-06-16,53780
2017-06-17,55502
2017-06-18,57484
2017-06-19,57484
2017-06-20,59521
2017-06-21,61341
2017-06-22,61341
2017-06-23,62693
2017-06-24,64822
2017-06-25,66681
2017-06-26,68938
2017-06-27,70890
2017-06-28,72261
2017-06-29,74870
2017-06-30,77655
2017-07-01,77655
2017-07-02,81086
2017-07-03,85141
2017-07-04,89399
2017-07-05,89399
2017-07-06,93681
2017-07-07,93681
2017-07-08,97626
2017-07-13,89807
2017-07-14,85316
2017-07-15,85316
2017-07-16,81050
2017-07-17,76997
2017-07-18,73324
2017-07-19,70024
2017-07-20,68323
2017-07-21,68679
2017-07-22,69988
2017-07-23,70933
2017-07-24,70933
2017-07-25,70795
2017-07-26,70914
2017-07-27,72452
2017-07-28,72781
2017-07-29,72345
2017-07-30,73524
2017-07-31,73524
2017-08-01,74185
2017-08-02,74068
2017-08-03,73957
2017-08-04,76090
2017-08-05,76873
2017-08-06,80524
2017-08-09,88864
2017-08-10,91704
2017-08-11,91516
2017-08-12,92599
2017-08-13,92599
2017-08-14,94883
2017-08-15,97523
2017-08-17,97884
2017-08-18,97884
2017-08-19,98971
2017-08-20,97596
2017-08-21,96115
2017-08-22,94704
2017-08-23,92461
2017-08-24,92461
2017-08-25,93455
2017-08-26,92828
2017-08-27,92377
2017-08-28,91717
2017-08-29,91717
2017-08-30,91346
2017-08-31,91014
2017-09-01,91014
2017-09-02,91218
2017-09-03,91218
2017-09-04,92775
2017-09-05,92405
2017-09-06,93981
2017-09-07,94256
2017-09-08,94256
2017-09-09,93871
2017-09-10,92267
2017-09-11,90605
2017-09-12,90605
2017-09-13,88193
2017-09-14,84627
2017-09-15,84627
2017-09-16,80908
2017-09-17,80090
2017-09-19,80551
2017-09-20,81679
2017-09-21,81113
2017-09-22,82008
2017-09-23,82008
2017-09-24,82901
2017-09-25,83312
2017-09-26,85631
2017-09-27,88871
2017-09-28,87372
2017-09-29,87565
2017-09-30,88996
2017-10-01,90864
2017-10-02,91798
2017-10-03,91798
2017-10-04,91464
2017-10-05,93731
2017-10-06,94485
2017-10-07,95829
2017-10-08,97150
2017-10-09,98230
2017-10-10,97770
2017-10-11,97770
2017-10-12,99488
2017-10-13,103843
2017-10-14,103527
2017-10-15,103527
2017-10-16,100036
2017-10-17,100036
2017-10-18,97761
2017-10-19,97761
2017-10-20,97795
2017-10-21,96869
2017-10-22,96619
2017-10-23,95873
2017-10-24,97644
2017-10-25,97334
2017-10-26,100197
2017-10-27,100491
2017-10-28,100491
2017-10-29,98586
2017-10-30,97750
2017-10-31,96420
2017-11-01,96420
2017-11-02,97798
2017-11-03,97798
2017-11-04,98749
2017-11-05,98802
2017-11-06,99509
2017-11-07,99509
2017-11-08,101407
2017-11-09,106157
2017-11-10,107721
2017-11-11,110330
2017-11-12,108703
2017-11-13,110837
2017-11-14,110837
2017-11-15,113998
2017-11-16,116057
2017-11-17,114205
2017-11-18,114205
2017-11-19,111114
2017-11-20,105860
2017-11-21,101651
2017-11-22,98116
2017-11-23,96289
2017-11-24,97873
2017-11-25,97356
2017-11-26,96649
2017-11-27,96649
2017-11-28,93639
2017-11-29,91690
2017-11-30,91690
2017-12-01,92196
2017-12-02,92196
2017-12-03,94456
2017-12-04,94456
2017-12-05,95431
2017-12-06,96784
2017-12-07,96652
2017-12-08,96652
2017-12-09,98331
2017-12-10,98343
2017-12-11,95465
2017-12-12,92720
2017-12-13,92720
2017-12-14,90656
2017-12-15,88461
2017-12-16,84696
2017-12-17,84952
2017-12-18,82386
2017-12-19,82386
2017-12-20,81067
2017-12-21,80291
2017-12-22,80904
2017-12-23,79834
2017-12-24,80029
2017-12-25,80029
2017-12-26,82079
2017-12-27,84028
2017-12-28,84028
2017-12-29,88230
2017-12-30,92480
2017-12-31,92480
2018-01-01,97104
2018-01-02,101921
2018-01-03,104165
2018-01-04,102959
2018-01-05,100798
2018-01-06,98185
2018-01-07,96546
2018-01-08,97550
2018-01-09,96702
2018-01-10,96702
2018-01-11,97184
2018-01-12,98049
2018-01-13,97712
2018-01-14,98991
2018-01-15,96106
2018-01-16,94821
2018-01-17,95080
2018-01-18,95422
2018-01-19,95422
2018-01-20,96502
2018-01-21,98032
2018-01-22,98320
2018-01-23,98360
2018-01-24,102317
2018-01-25,102317
2018-01-26,106577
2018-01-27,111906
2018-01-28,116205
2018-01-29,119791
2018-01-30,125781
2018-02-01,131098
2018-02-02,130890
2018-02-03,134424
2018-02-04,131814
2018-02-05,134701
2018-02-06,135461
2018-02-07,135969
2018-02-08,135969
2018-02-09,134560
2018-02-10,134560
2018-02-11,131005
2018-02-12,125264
2018-02-13,122115
2018-02-14,118799
2018-02-15,116980
2018-02-16,114081
2018-02-17,109375
2018-02-18,106550
2018-02-19,106797
2018-02-20,106864
2018-02-21,107605
2018-02-22,108996
2018-02-23,110993
2018-02-24,112138
2018-02-25,113992
2018-02-26,112860
2018-02-27,114467
2018-02-28,114467
2018-03-01,113756
2018-03-02,114772
2018-03-03,114549
2018-03-04,114549
2018-03-05,112117
2018-03-06,108921
2018-03-07,107273
2018-03-08,104741
2018-03-09,102785
2018-03-10,100540
2018-03-11,99606
2018-03-12,99994
2018-03-13,100086
2018-03-14,99671
2018-03-15,98553
2018-03-16,97973
2018-03-17,97350
2018-03-18,96609
2018-03-19,96609
2018-03-20,98685
2018-03-21,100285
2018-03-23,103103
2018-03-24,105769
2018-03-26,105456
2018-03-27,104823
2018-03-28,104823
2018-03-29,106965
2018-03-30,109421
2018-03-31,110900
2018-04-01,113675
2018-04-02,115016
2018-04-03,117266
2018-04-04,120086
2018-04-05,120086
2018-04-06,123970
2018-04-08,125881
2018-04-09,126469
2018-04-10,128931
2018-04-11,129153
2018-04-12,129706
2018-04-13,129706
2018-04-14,132901
2018-04-15,135222
2018-04-16,135222
2018-04-17,136351
2018-04-18,136351
2018-04-19,136326
2018-04-20,137456
2018-04-21,139649
2018-04-22,139649
2018-04-23,142563
2018-04-24,143867
2018-04-25,145407
2018-04-26,145407
2018-04-27,140029
2018-04-28,139676
2018-04-29,133313
2018-04-30,127658
2018-05-01,125530
2018-05-02,125530
2018-05-03,121779
2018-05-04,121779
2018-05-05,117632
2018-05-06,117632
2018-05-07,115338
2018-05-08,115338
2018-05-09,110138
2018-05-10,106646
2018-05-11,103811
2018-05-12,98632
2018-05-13,98632
2018-05-14,96000
2018-05-15,96000
2018-05-16,92609
2018-05-17,90727
2018-05-18,91233
2018-05-19,91532
2018-05-20,90920
2018-05-21,89478
2018-05-22,89478
2018-05-23,90181
2018-05-24,90181
2018-05-25,89664
2018-05-26,91114
2018-05-27,91114
2018-05-28,93674
2018-05-29,94799
2018-05-30,95846
2018-05-31,98547
2018-06-01,100491
2018-06-02,102408
2018-06-03,104851
2018-06-04,104851
2018-06-05,105270
2018-06-06,108329
2018-06-07,108329
2018-06-08,110383
2018-06-09,110383
2018-06-10,109535
2018-06-11,108076
2018-06-12,108946
2018-06-13,107377
2018-06-14,106185
2018-06-15,106031
2018-06-16,105491
2018-06-17,107538
2018-06-18,109043
2018-06-19,109461
2018-06-20,109461
2018-06-21,105102
2018-06-22,106993
2018-06-23,106993
2018-06-24,108219
2018-06-25,108962
2018-06-26,106797
2018-06-27,106476
2018-06-28,108225
2018-06-29,113637
2018-06-30,119298
2018-07-01,121650
2018-07-02,121650
2018-07-03,126682
2018-07-04,126682
2018-07-05,132146
2018-07-06,137245
2018-07-07,138699
2018-07-08,133259
2018-07-09,132591
2018-07-10,130498
2018-07-11,131406
2018-07-12,133968
2018-07-13,132424
2018-07-14,134832
2018-07-15,134832
2018-07-16,137833
2018-07-17,141815
2018-07-18,144615
2018-07-19,145846
2018-07-20,143281
2018-07-21,140518
2018-07-22,138028
2018-07-23,134029
2018-07-24,127327
2018-07-25,121524
2018-07-26,117746
2018-07-27,117075
2018-07-28,117211
2018-07-29,120188
2018-07-30,122100
2018-07-31,117306
2018-08-01,117306
2018-08-02,113010
2018-08-03,109491
2018-08-04,106537
2018-08-05,103175
2018-08-06,100615
2018-08-07,99423
2018-08-08,98841
2018-08-09,98841
2018-08-10,97751
2018-08-11,98575
2018-08-12,99331
2018-08-14,99693
2018-08-16,99011
2018-08-17,102010
2018-08-18,102010
2018-08-19,104631
2018-08-20,108958
2018-08-21,108663
2018-08-22,111147
2018-08-23,110414
2018-08-24,109224
2018-08-25,109436
2018-08-26,111955
2018-08-27,112285
2018-08-28,111700
2018-08-29,107990
2018-08-30,105086
2018-08-31,101209
2018-09-01,98970
2018-09-02,101619
2018-09-03,102857
2018-09-04,106018
2018-09-05,108812
2018-09-06,108812
2018-09-07,109996
2018-09-08,109986
2018-09-09,108171
2018-09-10,106528
2018-09-11,106528
2018-09-12,104709
2018-09-13,105512
2018-09-14,107096
2018-09-15,110570
2018-09-16,110570
2018-09-17,115340
2018-09-18,120337
2018-09-19,125318
2018-09-20,124307
2018-09-21,128727
2018-09-22,131942
2018-09-23,135202
2018-09-24,137694
2018-09-25,137694
2018-09-26,136153
2018-09-27,136153
2018-09-28,135670
2018-09-29,139335
2018-09-30,146068
2018-10-02,153964
2018-10-03,153081
2018-10-04,153081
2018-10-05,150087
2018-10-06,147023
2018-10-07,147023
2018-10-08,147841
2018-10-09,147086
2018-10-10,145328
2018-10-11,143257
2018-10-12,143257
2018-10-13,143896
2018-10-14,144826
2018-10-15,145035
2018-10-16,146135
2018-10-17,146177
2018-10-18,144082
2018-10-19,143703
2018-10-20,143703
2018-10-21,143018
2018-10-22,139557
2018-10-23,139557
2018-10-24,134931
2018-10-25,131804
2018-10-26,126749
2018-10-27,120829
2018-10-28,116251
2018-10-29,116251
2018-10-30,112335
2018-10-31,108460
2018-11-01,106444
2018-11-03,102097
2018-11-04,105050
2018-11-05,105681
2018-11-06,107515
2018-11-07,111067
2018-11-08,115101
2018-11-09,116892
2018-11-10,112930
2018-11-11,112716
2018-11-12,112300
2018-11-13,110710
2018-11-14,110514
2018-11-15,109653
2018-11-16,111024
2018-11-17,110523
2018-11-18,111066
2018-11-19,112526
2018-11-20,113265
2018-11-21,114608
2018-11-22,117691
2018-11-23,117919
2018-11-24,119326
2018-11-25,118483
2018-11-26,117626
2018-11-27,115672
2018-11-28,111636
2018-11-29,107524
2018-12-01,102090
2018-12-02,101491
2018-12-03,103132
2018-12-04,102481
2018-12-05,100192
2018-12-07,92618
2018-12-09,94066
2018-12-10,96160
2018-12-11,97214
2018-12-12,98336
2018-12-13,96770
2018-12-14,97592
2018-12-15,99609
2018-12-16,98885
2018-12-17,95285
2018-12-18,92490
2018-12-19,91324
2018-12-20,91038
2018-12-21,88612
2018-12-22,88736
2018-12-23,89115
2018-12-24,90122
2018-12-25,91274
2018-12-26,91344
2018-12-27,94104
2018-12-28,95435
2018-12-29,97910
2018-12-30,100474
2018-12-31,103330
2019-01-01,105979
2019-01-02,106088
2019-01-03,107592
2019-01-04,108488
2019-01-05,107681
2019-01-06,106295
2019-01-08,103757
2019-01-10,104976
2019-01-11,104988
2019-01-12,106554
2019-01-13,105959
2019-01-14,105779
2019-01-15,104523
2019-01-16,104138
2019-01-17,104010
2019-01-18,104435
2019-01-19,105039
2019-01-20,104951
2019-01-21,104653
2019-01-22,104435
2019-01-23,103611
2019-01-24,101181
2019-01-25,99193
2019-01-26,97468
2019-01-27,95898
2019-01-28,96654
2019-01-29,96164
2019-01-30,96652
2019-01-31,97354
2019-02-01,99127
2019-02-02,103718
2019-02-03,108009
2019-02-04,109959
2019-02-05,109534
2019-02-06,110974
2019-02-07,112731
2019-02-08,117037
2019-02-09,118796
2019-02-10,120571
2019-02-11,121617
2019-02-12,121433
2019-02-13,122161
2019-02-14,122161
2019-02-15,121107
2019-02-16,120264
2019-02-17,118996
2019-02-18,117527
2019-02-19,114220
2019-02-20,114255
2019-02-21,115413
2019-02-22,118250
2019-02-23,120084
2019-02-24,121145
2019-02-25,121511
2019-02-26,121258
2019-02-27,121723
2019-02-28,117806
2019-03-01,119288
2019-03-02,124937
2019-03-03,130303
2019-03-04,134676
2019-03-05,138776
2019-03-06,144019
2019-03-07,146306
2019-03-08,146306
2019-03-09,147275
2019-03-10,147669
2019-03-11,149180
2019-03-12,149181
2019-03-13,145692
2019-03-14,140379
2019-03-15,136246
2019-03-16,134434
2019-03-17,132298
2019-03-18,127883
2019-03-19,125134
2019-03-20,123445
2019-03-21,118072
2019-03-22,116847
2019-03-23,117604
2019-03-24,117097
2019-03-25,116860
2019-03-26,116771
2019-03-27,116771
2019-03-28,116146
2019-03-29,115518
2019-03-30,115518
2019-03-31,114903
2019-04-01,114879
2019-04-02,115665
2019-04-03,117999
2019-04-04,120927
