date_obj,Gardening%20trowel price
2015-03-26,111
2015-03-27,111
2015-03-28,111
2015-03-29,111
2015-03-30,116
2015-03-31,116
2015-04-01,116
2015-04-02,116
2015-04-03,120
2015-04-04,120
2015-04-05,120
2015-04-06,120
2015-04-07,125
2015-04-08,125
2015-04-09,125
2015-04-10,125
2015-04-11,131
2015-04-12,131
2015-04-13,131
2015-04-14,131
2015-04-15,135
2015-04-16,135
2015-04-17,135
2015-04-18,135
2015-04-19,141
2015-04-20,141
2015-04-21,141
2015-04-22,141
2015-04-23,141
2015-04-24,148
2015-04-25,148
2015-04-26,148
2015-04-27,148
2015-04-28,154
2015-04-29,154
2015-04-30,154
2015-05-01,154
2015-05-02,161
2015-05-03,161
2015-05-04,161
2015-05-05,161
2015-05-06,167
2015-05-07,167
2015-05-08,167
2015-05-09,167
2015-05-10,174
2015-05-11,174
2015-05-12,174
2015-05-13,174
2015-05-14,179
2015-05-15,179
2015-05-16,179
2015-05-17,179
2015-05-18,182
2015-05-19,182
2015-05-20,182
2015-05-21,182
2015-05-22,182
2015-05-23,190
2015-05-24,190
2015-05-25,190
2015-05-26,190
2015-05-27,196
2015-05-28,196
2015-05-29,196
2015-05-30,201
2015-05-31,201
2015-06-01,201
2015-06-02,208
2015-06-03,208
2015-06-04,208
2015-06-05,213
2015-06-06,213
2015-06-07,213
2015-06-08,214
2015-06-09,214
2015-06-10,214
2015-06-11,211
2015-06-12,211
2015-06-13,211
2015-06-14,214
2015-06-15,214
2015-06-16,214
2015-06-17,214
2015-06-18,223
2015-06-19,223
2015-06-20,223
2015-06-21,223
2015-06-22,234
2015-06-23,234
2015-06-24,234
2015-06-25,234
2015-06-26,244
2015-06-27,244
2015-06-28,244
2015-06-29,244
2015-06-30,248
2015-07-01,248
2015-07-02,248
2015-07-03,256
2015-07-04,256
2015-07-05,256
2015-07-06,256
2015-07-07,265
2015-07-08,265
2015-07-09,265
2015-07-10,265
2015-07-11,269
2015-07-12,269
2015-07-13,269
2015-07-14,274
2015-07-15,274
2015-07-16,274
2015-07-17,277
2015-07-18,277
2015-07-19,277
2015-07-20,277
2015-07-21,289
2015-07-22,289
2015-07-23,289
2015-07-24,298
2015-07-25,298
2015-07-26,298
2015-07-27,298
2015-07-28,300
2015-07-29,300
2015-07-30,300
2015-07-31,301
2015-08-01,301
2015-08-02,301
2015-08-03,310
2015-08-04,310
2015-08-05,310
2015-08-06,316
2015-08-07,316
2015-08-08,316
2015-08-09,307
2015-08-10,307
2015-08-11,307
2015-08-12,307
2015-08-13,308
2015-08-14,308
2015-08-15,308
2015-08-16,308
2015-08-17,299
2015-08-18,299
2015-08-19,299
2015-08-20,299
2015-08-21,295
2015-08-22,295
2015-08-23,295
2015-08-24,297
2015-08-25,297
2015-08-26,297
2015-08-27,297
2015-08-28,302
2015-08-29,302
2015-08-30,302
2015-08-31,304
2015-09-01,304
2015-09-02,304
2015-09-03,304
2015-09-04,306
2015-09-05,306
2015-09-06,306
2015-09-07,306
2015-09-08,311
2015-09-09,311
2015-09-10,311
2015-09-11,311
2015-09-12,306
2015-09-13,306
2015-09-14,306
2015-09-15,307
2015-09-16,307
2015-09-17,307
2015-09-18,307
2015-09-19,307
2015-09-20,316
2015-09-21,316
2015-09-22,316
2015-09-23,320
2015-09-24,320
2015-09-25,320
2015-09-27,320
2015-09-28,325
2015-09-29,325
2015-09-30,325
2015-10-05,315
2015-10-06,316
2015-10-07,316
2015-10-08,316
2015-10-09,316
2015-10-10,323
2015-10-11,323
2015-10-12,323
2015-10-13,333
2015-10-14,333
2015-10-15,333
2015-10-16,330
2015-10-17,330
2015-10-18,330
2015-10-19,330
2015-10-20,343
2015-10-22,343
2015-10-23,343
2015-10-24,348
2015-10-25,348
2015-10-26,348
2015-10-27,348
2015-10-29,340
2015-10-30,340
2015-10-31,340
2015-11-01,340
2015-11-02,338
2015-11-03,338
2015-11-04,338
2015-11-05,338
2015-11-06,338
2015-11-07,327
2015-11-08,327
2015-11-09,327
2015-11-10,327
2015-11-11,327
2015-11-12,310
2015-11-13,310
2015-11-14,310
2015-11-15,310
2015-11-16,296
2015-11-17,296
2015-11-18,296
2015-11-19,296
2015-11-20,297
2015-11-21,297
2015-11-22,297
2015-11-23,297
2015-11-24,293
2015-11-25,293
2015-11-26,293
2015-11-27,293
2015-11-28,293
2015-11-29,293
2015-11-30,293
2015-12-01,292
2015-12-02,292
2015-12-03,292
2015-12-04,292
2015-12-05,293
2015-12-06,293
2015-12-07,293
2015-12-08,296
2015-12-09,296
2015-12-10,296
2015-12-11,299
2015-12-12,299
2015-12-13,299
2015-12-14,299
2015-12-15,307
2015-12-16,307
2015-12-17,307
2015-12-18,318
2015-12-19,318
2015-12-20,318
2015-12-21,325
2015-12-22,325
2015-12-23,325
2015-12-24,337
2015-12-25,337
2015-12-26,337
2015-12-27,347
2015-12-28,347
2015-12-29,347
2015-12-30,358
2015-12-31,358
2016-01-01,358
2016-01-02,358
2016-01-03,358
2016-01-04,345
2016-01-05,345
2016-01-06,345
2016-01-07,327
2016-01-08,327
2016-01-09,327
2016-01-10,310
2016-01-11,310
2016-01-12,310
2016-01-13,303
2016-01-14,303
2016-01-15,297
2016-01-16,297
2016-01-17,297
2016-01-18,303
2016-01-19,303
2016-01-20,303
2016-01-21,304
2016-01-22,304
2016-01-23,304
2016-01-24,313
2016-01-25,313
2016-01-26,313
2016-01-27,303
2016-01-28,303
2016-01-29,303
2016-01-30,302
2016-01-31,302
2016-02-01,302
2016-02-02,302
2016-02-03,302
2016-02-04,308
2016-02-05,308
2016-02-06,308
2016-02-07,312
2016-02-08,312
2016-02-09,312
2016-02-10,319
2016-02-11,319
2016-02-12,319
2016-02-13,326
2016-02-14,326
2016-02-15,326
2016-02-16,323
2016-02-17,323
2016-02-18,323
2016-02-19,328
2016-02-20,328
2016-02-21,318
2016-02-22,318
2016-02-23,318
2016-02-24,326
2016-02-25,326
2016-02-26,326
2016-02-27,311
2016-02-28,311
2016-02-29,311
2016-03-01,295
2016-03-02,295
2016-03-03,295
2016-03-04,281
2016-03-05,281
2016-03-06,281
2016-03-07,275
2016-03-08,275
2016-03-09,275
2016-03-10,278
2016-03-11,278
2016-03-12,278
2016-03-13,264
2016-03-14,264
2016-03-15,264
2016-03-16,262
2016-03-17,262
2016-03-18,262
2016-03-19,269
2016-03-20,269
2016-03-21,269
2016-03-22,280
2016-03-23,280
2016-03-24,280
2016-03-25,286
2016-03-26,286
2016-03-27,286
2016-03-28,287
2016-03-29,287
2016-03-30,287
2016-03-31,293
2016-04-01,293
2016-04-02,293
2016-04-03,286
2016-04-04,286
2016-04-05,286
2016-04-06,275
2016-04-07,275
2016-04-08,275
2016-04-09,282
2016-04-10,282
2016-04-11,282
2016-04-12,269
2016-04-13,269
2016-04-14,269
2016-04-15,271
2016-04-16,271
2016-04-17,271
2016-04-18,277
2016-04-19,277
2016-04-20,277
2016-04-21,282
2016-04-22,282
2016-04-23,282
2016-04-24,287
2016-04-25,287
2016-04-26,287
2016-04-27,285
2016-04-28,285
2016-04-29,285
2016-04-30,273
2016-05-01,273
2016-05-02,273
2016-05-03,269
2016-05-04,269
2016-05-05,269
2016-05-06,269
2016-05-07,269
2016-05-08,269
2016-05-09,263
2016-05-10,263
2016-05-11,263
2016-05-12,256
2016-05-13,256
2016-05-14,258
2016-05-15,258
2016-05-16,258
2016-05-17,259
2016-05-18,259
2016-05-19,259
2016-05-22,257
2016-05-23,247
2016-05-24,247
2016-05-25,247
2016-05-26,234
2016-05-27,234
2016-05-28,234
2016-05-29,228
2016-05-30,228
2016-05-31,228
2016-06-01,217
2016-06-02,217
2016-06-03,217
2016-06-04,207
2016-06-05,207
2016-06-06,209
2016-06-07,209
2016-06-08,209
2016-06-09,201
2016-06-10,201
2016-06-11,196
2016-06-12,196
2016-06-13,197
2016-06-14,197
2016-06-15,198
2016-06-16,198
2016-06-17,198
2016-06-18,198
2016-06-19,202
2016-06-20,202
2016-06-21,208
2016-06-22,208
2016-06-23,206
2016-06-24,206
2016-06-25,208
2016-06-26,208
2016-06-27,208
2016-06-28,206
2016-06-29,206
2016-06-30,206
2016-07-01,214
2016-07-02,214
2016-07-03,214
2016-07-04,220
2016-07-05,220
2016-07-06,219
2016-07-07,219
2016-07-08,221
2016-07-09,221
2016-07-10,223
2016-07-11,223
2016-07-12,232
2016-07-13,232
2016-07-14,239
2016-07-15,239
2016-07-16,245
2016-07-17,245
2016-07-18,241
2016-07-23,256
2016-07-24,256
2016-07-25,256
2016-07-26,256
2016-07-27,256
2016-07-28,249
2016-07-29,249
2016-07-30,257
2016-07-31,257
2016-08-01,257
2016-08-02,267
2016-08-03,267
2016-08-04,267
2016-08-05,262
2016-08-06,262
2016-08-07,267
2016-08-08,267
2016-08-09,270
2016-08-10,270
2016-08-11,270
2016-08-12,263
2016-08-13,263
2016-08-14,263
2016-08-15,249
2016-08-16,249
2016-08-17,249
2016-08-18,241
2016-08-19,241
2016-08-20,244
2016-08-21,244
2016-08-22,244
2016-08-23,245
2016-08-24,245
2016-08-25,244
2016-08-26,244
2016-08-28,239
2016-08-31,246
2016-09-01,246
2016-09-02,246
2016-09-03,251
2016-09-04,251
2016-09-05,248
2016-09-06,248
2016-09-07,248
2016-09-08,244
2016-09-09,244
2016-09-10,251
2016-09-11,251
2016-09-12,251
2016-09-13,257
2016-09-14,257
2016-09-15,257
2016-09-16,266
2016-09-17,266
2016-09-18,271
2016-09-19,271
2016-09-20,271
2016-09-21,271
2016-09-22,271
2016-09-23,269
2016-09-24,269
2016-09-25,269
2016-09-26,281
2016-09-27,281
2016-09-28,281
2016-09-29,280
2016-09-30,280
2016-10-01,282
2016-10-02,282
2016-10-03,282
2016-10-04,282
2016-10-05,291
2016-10-06,291
2016-10-07,291
2016-10-08,280
2016-10-09,280
2016-10-10,280
2016-10-11,276
2016-10-12,276
2016-10-13,276
2016-10-14,270
2016-10-15,270
2016-10-16,270
2016-10-17,256
2016-10-18,256
2016-10-19,256
2016-10-20,255
2016-10-21,255
2016-10-22,255
2016-10-23,253
2016-10-24,253
2016-10-25,253
2016-10-26,252
2016-10-27,252
2016-10-28,252
2016-10-29,262
2016-10-30,262
2016-10-31,262
2016-11-01,266
2016-11-02,266
2016-11-03,266
2016-11-04,269
2016-11-05,269
2016-11-06,269
2016-11-07,271
2016-11-08,271
2016-11-09,271
2016-11-10,263
2016-11-11,263
2016-11-12,263
2016-11-13,263
2016-11-14,263
2016-11-15,263
2016-12-07,279
2016-12-08,278
2016-12-09,278
2016-12-10,287
2016-12-11,287
2016-12-12,297
2016-12-13,297
2016-12-14,305
2016-12-15,305
2016-12-16,305
2016-12-17,294
2016-12-18,294
2016-12-19,294
2016-12-20,294
2016-12-21,294
2016-12-22,294
2016-12-23,281
2016-12-24,281
2016-12-25,277
2016-12-26,277
2016-12-27,278
2016-12-28,278
2016-12-29,274
2016-12-30,274
2016-12-31,271
2017-01-01,271
2017-01-02,271
2017-01-03,271
2017-01-04,261
2017-01-05,261
2017-01-06,261
2017-01-07,268
2017-01-08,268
2017-01-09,276
2017-01-10,276
2017-01-11,287
2017-01-12,287
2017-01-13,293
2017-01-14,293
2017-01-15,298
2017-01-16,298
2017-01-17,302
2017-01-18,302
2017-01-19,293
2017-01-20,293
2017-01-21,278
2017-01-22,278
2017-01-23,264
2017-01-27,269
2017-01-28,269
2017-01-29,270
2017-01-30,270
2017-01-31,270
2017-02-01,268
2017-02-02,268
2017-02-03,271
2017-02-04,271
2017-02-05,264
2017-02-06,264
2017-02-07,264
2017-02-08,264
2017-02-09,266
2017-02-10,266
2017-02-11,273
2017-02-12,273
2017-02-13,278
2017-02-14,278
2017-02-15,279
2017-02-16,279
2017-02-18,279
2017-02-19,273
2017-02-20,273
2017-02-21,280
2017-02-22,280
2017-02-23,280
2017-02-24,282
2017-02-25,282
2017-02-26,272
2017-02-27,272
2017-02-28,273
2017-03-01,273
2017-03-02,280
2017-03-03,280
2017-03-04,279
2017-03-05,279
2017-03-06,274
2017-03-07,274
2017-03-08,274
2017-03-09,263
2017-03-10,263
2017-03-11,265
2017-03-12,265
2017-03-13,261
2017-03-14,261
2017-03-15,247
2017-03-16,247
2017-03-17,236
2017-03-18,236
2017-03-19,240
2017-03-20,240
2017-03-21,236
2017-03-22,236
2017-03-23,234
2017-03-24,234
2017-03-25,234
2017-03-26,242
2017-03-27,242
2017-03-28,245
2017-03-29,245
2017-03-30,237
2017-03-31,237
2017-04-01,235
2017-04-02,235
2017-04-03,234
2017-04-04,234
2017-04-12,243
2017-04-13,246
2017-04-14,246
2017-04-15,253
2017-04-16,253
2017-04-17,257
2017-04-18,257
2017-04-19,256
2017-04-20,256
2017-04-21,257
2017-04-22,257
2017-04-23,261
2017-04-24,261
2017-04-25,269
2017-04-26,269
2017-04-27,269
2017-04-28,260
2017-04-29,260
2017-04-30,260
2017-05-01,260
2017-05-02,262
2017-05-03,262
2017-05-04,266
2017-05-05,266
2017-05-06,258
2017-05-07,258
2017-05-08,259
2017-05-09,259
2017-05-10,255
2017-05-11,255
2017-05-12,254
2017-05-13,254
2017-05-14,253
2017-05-15,253
2017-05-16,258
2017-05-17,258
2017-05-18,253
2017-05-19,253
2017-05-20,254
2017-05-21,254
2017-05-22,254
2017-05-23,242
2017-05-24,242
2017-05-25,233
2017-05-26,233
2017-05-27,239
2017-05-28,239
2017-05-29,228
2017-05-30,228
2017-05-31,233
2017-06-01,233
2017-06-02,236
2017-06-03,236
2017-06-04,240
2017-06-05,240
2017-06-06,239
2017-06-07,239
2017-06-08,239
2017-06-09,245
2017-06-10,247
2017-06-11,247
2017-06-12,242
2017-06-13,242
2017-06-14,233
2017-06-15,233
2017-06-16,240
2017-06-17,240
2017-06-18,247
2017-06-19,247
2017-06-20,244
2017-06-21,244
2017-06-22,234
2017-06-23,234
2017-06-24,230
2017-06-25,230
2017-06-26,227
2017-06-27,227
2017-06-28,232
2017-06-29,232
2017-06-30,224
2017-07-01,224
2017-07-02,224
2017-07-03,233
2017-07-04,233
2017-07-05,243
2017-07-06,243
2017-07-07,248
2017-07-08,248
2017-07-13,260
2017-07-14,267
2017-07-15,267
2017-07-16,267
2017-07-17,267
2017-07-18,269
2017-07-19,269
2017-07-20,275
2017-07-21,275
2017-07-22,273
2017-07-23,273
2017-07-24,272
2017-07-25,272
2017-07-26,269
2017-07-27,269
2017-07-28,266
2017-07-29,266
2017-07-30,275
2017-07-31,275
2017-08-01,275
2017-08-02,284
2017-08-03,284
2017-08-04,292
2017-08-05,281
2017-08-06,281
2017-08-09,282
2017-08-10,282
2017-08-11,287
2017-08-12,287
2017-08-13,273
2017-08-14,273
2017-08-15,259
2017-08-16,259
2017-08-17,247
2017-08-18,247
2017-08-19,247
2017-08-20,256
2017-08-21,256
2017-08-22,264
2017-08-23,264
2017-08-24,264
2017-08-25,258
2017-08-26,258
2017-08-27,253
2017-08-28,253
2017-08-29,253
2017-08-30,253
2017-08-31,253
2017-09-01,253
2017-09-02,252
2017-09-03,252
2017-09-04,248
2017-09-05,248
2017-09-06,235
2017-09-07,235
2017-09-08,223
2017-09-09,221
2017-09-10,221
2017-09-11,223
2017-09-12,223
2017-09-13,230
2017-09-14,230
2017-09-15,236
2017-09-16,236
2017-09-17,232
2017-09-18,232
2017-09-19,232
2017-09-20,240
2017-09-21,240
2017-09-22,242
2017-09-23,242
2017-09-24,246
2017-09-25,246
2017-09-26,241
2017-09-27,241
2017-09-28,241
2017-09-29,232
2017-09-30,232
2017-10-01,238
2017-10-02,238
2017-10-03,242
2017-10-04,242
2017-10-05,242
2017-10-06,234
2017-10-07,234
2017-10-08,234
2017-10-09,234
2017-10-10,240
2017-10-11,240
2017-10-12,235
2017-10-13,235
2017-10-14,234
2017-10-15,234
2017-10-16,230
2017-10-17,230
2017-10-18,227
2017-10-19,227
2017-10-20,227
2017-10-21,216
2017-10-22,216
2017-10-23,215
2017-10-24,215
2017-10-25,209
2017-10-26,209
2017-10-27,219
2017-10-28,219
2017-10-29,228
2017-10-30,228
2017-10-31,218
2017-11-01,218
2017-11-02,218
2017-11-03,218
2017-11-04,217
2017-11-05,217
2017-11-06,215
2017-11-07,215
2017-11-08,220
2017-11-09,220
2017-11-10,217
2017-11-11,217
2017-11-12,222
2017-11-13,222
2017-11-14,231
2017-11-15,231
2017-11-16,227
2017-11-17,227
2017-11-18,220
2017-11-19,220
2017-11-20,213
2017-11-21,213
2017-11-22,209
2017-11-23,209
2017-11-24,214
2017-11-25,214
2017-11-26,209
2017-11-27,209
2017-11-28,209
2017-11-29,210
2017-11-30,210
2017-12-01,206
2017-12-02,206
2017-12-03,205
2017-12-04,205
2017-12-05,212
2017-12-06,212
2017-12-07,204
2017-12-08,204
2017-12-09,204
2017-12-10,209
2017-12-11,209
2017-12-12,215
2017-12-13,215
2017-12-14,223
2017-12-15,223
2017-12-16,230
2017-12-17,230
2017-12-18,236
2017-12-19,236
2017-12-20,238
2017-12-21,238
2017-12-22,230
2017-12-23,230
2017-12-24,220
2017-12-25,220
2017-12-26,209
2017-12-27,209
2017-12-28,198
2017-12-29,198
2017-12-30,201
2017-12-31,201
2018-01-01,200
2018-01-02,200
2018-01-03,203
2018-01-04,203
2018-01-05,210
2018-01-06,210
2018-01-07,217
2018-01-08,217
2018-01-09,224
2018-01-10,224
2018-01-11,232
2018-01-12,232
2018-01-13,239
2018-01-14,239
2018-01-15,246
2018-01-16,246
2018-01-17,243
2018-01-18,243
2018-01-19,245
