date_obj,Digsite%20teleport price
2015-12-25,875
2015-12-26,875
2015-12-27,898
2015-12-28,898
2015-12-29,918
2015-12-30,917
2015-12-31,934
2016-01-01,934
2016-01-02,920
2016-01-03,945
2016-01-04,931
2016-01-05,904
2016-01-06,900
2016-01-07,900
2016-01-08,855
2016-01-09,828
2016-01-10,856
2016-01-11,899
2016-01-12,944
2016-01-13,944
2016-01-14,960
2016-01-15,976
2016-01-16,987
2016-01-17,997
2016-01-18,1015
2016-01-19,1015
2016-01-20,981
2016-01-21,981
2016-01-22,962
2016-01-23,938
2016-01-24,948
2016-01-25,924
2016-01-26,906
2016-01-27,888
2016-01-28,888
2016-01-29,872
2016-01-30,872
2016-01-31,850
2016-02-01,844
2016-02-02,885
2016-02-03,915
2016-02-04,923
2016-02-05,923
2016-02-06,919
2016-02-07,919
2016-02-08,939
2016-02-09,907
2016-02-10,876
2016-02-11,876
2016-02-12,864
2016-02-13,870
2016-02-14,870
2016-02-15,881
2016-02-16,901
2016-02-17,915
2016-02-18,915
2016-02-19,915
2016-02-20,922
2016-02-21,905
2016-02-22,905
2016-02-23,880
2016-02-24,874
2016-02-25,863
2016-02-26,863
2016-02-27,845
2016-02-28,845
2016-02-29,863
2016-03-01,865
2016-03-02,868
2016-03-03,887
2016-03-04,892
2016-03-05,889
2016-03-06,894
2016-03-07,894
2016-03-08,887
2016-03-09,881
2016-03-10,865
2016-03-11,863
2016-03-12,882
2016-03-13,877
2016-03-14,872
2016-03-15,857
2016-03-16,846
2016-03-17,836
2016-03-18,825
2016-03-19,814
2016-03-20,812
2016-03-21,820
2016-03-22,832
2016-03-23,818
2016-03-24,799
2016-03-25,796
2016-03-26,791
2016-03-27,799
2016-03-28,797
2016-03-29,785
2016-03-30,785
2016-03-31,794
2016-04-01,793
2016-04-02,814
2016-04-03,855
2016-04-04,898
2016-04-05,934
2016-04-06,944
2016-04-07,922
2016-04-08,915
2016-04-09,917
2016-04-10,909
2016-04-11,909
2016-04-12,887
2016-04-13,858
2016-04-14,856
2016-04-15,850
2016-04-16,833
2016-04-17,848
2016-04-18,842
2016-04-19,833
2016-04-20,848
2016-04-21,891
2016-04-22,891
2016-04-23,924
2016-04-24,931
2016-04-25,932
2016-04-26,950
2016-04-27,998
2016-04-28,1044
2016-04-29,1084
2016-04-30,1090
2016-05-01,1142
2016-05-02,1118
2016-05-03,1071
2016-05-04,1030
2016-05-05,994
2016-05-06,994
2016-05-07,969
2016-05-08,928
2016-05-09,894
2016-05-10,884
2016-05-11,917
2016-05-12,900
2016-05-13,876
2016-05-14,853
2016-05-15,840
2016-05-16,837
2016-05-17,810
2016-05-18,784
2016-05-19,809
2016-05-22,837
2016-05-23,832
2016-05-24,829
2016-05-25,843
2016-05-26,857
2016-05-27,866
2016-05-28,866
2016-05-29,886
2016-05-30,886
2016-05-31,902
2016-06-01,940
2016-06-02,961
2016-06-03,991
2016-06-04,1018
2016-06-05,1055
2016-06-06,1107
2016-06-07,1107
2016-06-08,1148
2016-06-09,1122
2016-06-10,1066
2016-06-11,1025
2016-06-12,1013
2016-06-13,1002
2016-06-14,972
2016-06-15,959
2016-06-16,956
2016-06-17,928
2016-06-18,917
2016-06-19,951
2016-06-20,999
2016-06-21,1030
2016-06-22,1023
2016-06-23,1038
2016-06-24,1036
2016-06-25,1031
2016-06-26,1024
2016-06-27,1011
2016-06-28,1004
2016-06-29,989
2016-06-30,973
2016-07-01,974
2016-07-02,967
2016-07-03,962
2016-07-04,966
2016-07-05,965
2016-07-06,970
2016-07-07,984
2016-07-08,972
2016-07-09,962
2016-07-10,964
2016-07-11,946
2016-07-12,944
2016-07-13,947
2016-07-14,959
2016-07-15,1007
2016-07-16,1058
2016-07-17,1105
2016-07-18,1137
2016-07-23,1102
2016-07-24,1085
2016-07-25,1063
2016-07-26,1027
2016-07-27,988
2016-07-28,944
2016-07-29,915
2016-07-30,904
2016-07-31,904
2016-08-01,889
2016-08-02,865
2016-08-03,867
2016-08-04,873
2016-08-05,842
2016-08-06,829
2016-08-07,816
2016-08-08,822
2016-08-09,834
2016-08-10,820
2016-08-11,802
2016-08-12,784
2016-08-13,771
2016-08-14,772
2016-08-15,785
2016-08-16,799
2016-08-17,795
2016-08-18,810
2016-08-19,812
2016-08-20,816
2016-08-21,836
2016-08-22,835
2016-08-23,825
2016-08-24,791
2016-08-25,772
2016-08-26,772
2016-08-28,753
2016-08-31,718
2016-09-01,709
2016-09-02,709
2016-09-03,733
2016-09-04,770
2016-09-05,809
2016-09-06,812
2016-09-07,833
2016-09-08,833
2016-09-09,822
2016-09-10,821
2016-09-11,821
2016-09-12,819
2016-09-13,815
2016-09-14,815
2016-09-15,802
2016-09-16,802
2016-09-17,811
2016-09-18,801
2016-09-19,808
2016-09-20,808
2016-09-21,832
2016-09-22,839
2016-09-23,845
2016-09-24,845
2016-09-25,843
2016-09-26,843
2016-09-27,844
2016-09-28,836
2016-09-29,836
2016-09-30,845
2016-10-01,859
2016-10-02,859
2016-10-03,850
2016-10-04,844
2016-10-05,839
2016-10-06,836
2016-10-07,836
2016-10-08,855
2016-10-09,855
2016-10-10,865
2016-10-11,895
2016-10-12,940
2016-10-13,980
2016-10-14,963
2016-10-15,951
2016-10-16,945
2016-10-17,924
2016-10-18,908
2016-10-19,904
2016-10-20,892
2016-10-21,885
2016-10-22,885
2016-10-23,900
2016-10-24,895
2016-10-25,895
2016-10-26,921
2016-10-27,921
2016-10-28,911
2016-10-29,892
2016-10-30,883
2016-10-31,905
2016-11-01,905
2016-11-02,929
2016-11-03,974
2016-11-04,986
2016-11-05,986
2016-11-06,1001
2016-11-07,964
2016-11-08,948
2016-11-09,939
2016-11-10,912
2016-11-11,893
2016-11-12,884
2016-11-13,891
2016-11-14,909
2016-11-15,906
2016-12-07,1051
2016-12-08,1039
2016-12-09,1040
2016-12-10,1018
2016-12-11,1027
2016-12-12,999
2016-12-13,991
2016-12-14,985
2016-12-15,985
2016-12-16,967
2016-12-17,951
2016-12-18,955
2016-12-19,949
2016-12-20,970
2016-12-21,978
2016-12-22,989
2016-12-23,996
2016-12-24,1002
2016-12-25,995
2016-12-26,994
2016-12-27,977
2016-12-28,993
2016-12-29,975
2016-12-30,966
2016-12-31,962
2017-01-01,956
2017-01-02,969
2017-01-03,976
2017-01-04,956
2017-01-05,941
2017-01-06,941
2017-01-07,928
2017-01-08,906
2017-01-09,910
2017-01-10,916
2017-01-11,915
2017-01-12,933
2017-01-13,954
2017-01-14,957
2017-01-15,964
2017-01-16,967
2017-01-17,964
2017-01-18,968
2017-01-19,969
2017-01-20,971
2017-01-21,968
2017-01-22,974
2017-01-23,987
2017-01-27,1006
2017-01-28,1044
2017-01-29,1097
2017-01-30,1152
2017-01-31,1162
2017-02-01,1127
2017-02-02,1091
2017-02-03,1089
2017-02-04,1081
2017-02-05,1066
2017-02-06,1042
2017-02-07,1012
2017-02-08,1005
2017-02-09,1007
2017-02-10,991
2017-02-11,985
2017-02-12,982
2017-02-13,978
2017-02-14,975
2017-02-15,976
2017-02-16,970
2017-02-18,977
2017-02-19,983
2017-02-20,994
2017-02-21,1017
2017-02-22,1031
2017-02-23,1048
2017-02-24,1092
2017-02-25,1097
2017-02-26,1094
2017-02-27,1070
2017-02-28,1052
2017-03-01,1060
2017-03-02,1057
2017-03-03,1059
2017-03-04,1044
2017-03-05,1045
2017-03-06,1031
2017-03-07,1034
2017-03-08,1022
2017-03-09,1029
2017-03-10,1022
2017-03-11,1016
2017-03-12,1010
2017-03-13,1016
2017-03-14,1026
2017-03-15,1070
2017-03-16,1120
2017-03-17,1150
2017-03-18,1169
2017-03-19,1174
2017-03-20,1154
2017-03-21,1161
2017-03-22,1152
2017-03-23,1154
2017-03-24,1172
2017-03-25,1213
2017-03-26,1240
2017-03-27,1222
2017-03-28,1170
2017-03-29,1163
2017-03-30,1180
2017-03-31,1154
2017-04-01,1145
2017-04-02,1114
2017-04-03,1095
2017-04-04,1119
2017-04-12,1190
2017-04-13,1222
2017-04-14,1277
2017-04-15,1341
2017-04-16,1407
2017-04-17,1478
2017-04-18,1552
2017-04-19,1630
2017-04-20,1673
2017-04-21,1716
2017-04-22,1747
2017-04-23,1825
2017-04-24,1818
2017-04-25,1749
2017-04-26,1687
2017-04-27,1660
2017-04-28,1701
2017-04-29,1751
2017-04-30,1779
2017-05-01,1789
2017-05-02,1838
2017-05-03,1815
2017-05-04,1791
2017-05-05,1792
2017-05-06,1793
2017-05-07,1775
2017-05-08,1779
2017-05-09,1764
2017-05-10,1739
2017-05-11,1718
2017-05-12,1694
2017-05-13,1699
2017-05-14,1631
2017-05-15,1593
2017-05-16,1608
2017-05-17,1658
2017-05-18,1703
2017-05-19,1741
2017-05-20,1817
2017-05-21,1817
2017-05-22,1879
2017-05-23,1858
2017-05-24,1822
2017-05-25,1825
2017-05-26,1737
2017-05-27,1650
2017-05-28,1580
2017-05-29,1501
2017-05-30,1425
2017-05-31,1353
2017-06-01,1285
2017-06-02,1221
2017-06-03,1181
2017-06-04,1160
2017-06-05,1105
2017-06-06,1086
2017-06-07,1080
2017-06-08,1047
2017-06-09,1035
2017-06-10,1007
2017-06-11,998
2017-06-12,1046
2017-06-13,1099
2017-06-14,1154
2017-06-15,1212
2017-06-16,1273
2017-06-17,1337
2017-06-18,1392
2017-06-19,1392
2017-06-20,1449
2017-06-21,1471
2017-06-22,1459
2017-06-23,1433
2017-06-24,1409
2017-06-25,1391
2017-06-26,1425
2017-06-27,1452
2017-06-28,1424
2017-06-29,1410
2017-06-30,1414
2017-07-01,1386
2017-07-02,1356
2017-07-03,1389
2017-07-04,1442
2017-07-05,1442
2017-07-06,1429
2017-07-07,1366
2017-07-08,1328
2017-07-13,1282
2017-07-14,1303
2017-07-15,1366
2017-07-16,1435
2017-07-17,1481
2017-07-18,1464
2017-07-19,1429
2017-07-20,1451
2017-07-21,1477
2017-07-22,1545
2017-07-23,1623
2017-07-24,1696
2017-07-25,1748
2017-07-26,1817
2017-07-27,1908
2017-07-28,2004
2017-07-29,2077
2017-07-30,2154
2017-07-31,2154
2017-08-01,2142
2017-08-02,2155
2017-08-03,2153
2017-08-04,2225
2017-08-05,2194
2017-08-06,2208
2017-08-09,2132
2017-08-10,2040
2017-08-11,2017
2017-08-12,2001
2017-08-13,1963
2017-08-14,1951
2017-08-15,2018
2017-08-16,2097
2017-08-17,2039
2017-08-18,2100
2017-08-19,2124
2017-08-20,2106
2017-08-21,2131
2017-08-22,2073
2017-08-23,2143
2017-08-24,2235
2017-08-25,2236
2017-08-26,2337
2017-08-27,2450
2017-08-28,2458
2017-08-29,2398
2017-08-30,2517
2017-08-31,2627
2017-09-01,2759
2017-09-03,3040
2017-09-04,3192
2017-09-05,3352
2017-09-06,3520
2017-09-07,3696
2017-09-08,3881
2017-09-09,4076
2017-09-10,4280
2017-09-11,4494
2017-09-12,4719
2017-09-13,4955
2017-09-14,5203
2017-09-15,5464
2017-09-16,5663
2017-09-17,5583
2017-09-18,5303
2017-09-19,5037
2017-09-20,4785
2017-09-21,4545
2017-09-22,4430
2017-09-23,4504
2017-09-24,4472
2017-09-25,4407
2017-09-26,4613
2017-09-27,4819
2017-09-28,4767
2017-09-29,4851
2017-09-30,4856
2017-10-01,4661
2017-10-02,4454
2017-10-03,4366
2017-10-04,4352
2017-10-05,4323
2017-10-06,4343
2017-10-07,4557
2017-10-08,4645
2017-10-09,4877
2017-10-10,5064
2017-10-11,5318
2017-10-12,5584
2017-10-13,5782
2017-10-14,5903
2017-10-15,5763
2017-10-16,5831
2017-10-17,5891
2017-10-18,5936
2017-10-19,6010
2017-10-20,5756
2017-10-21,5506
2017-10-22,5435
2017-10-23,5446
2017-10-24,5711
2017-10-25,5921
2017-10-26,5990
2017-10-27,6194
2017-10-28,6194
2017-10-29,6309
2017-10-30,6372
2017-10-31,6364
2017-11-01,6316
2017-11-02,6206
2017-11-03,6090
2017-11-04,5939
2017-11-05,5797
2017-11-06,5748
2017-11-07,5688
2017-11-08,5721
2017-11-09,5966
2017-11-10,6265
2017-11-11,6579
2017-11-12,6908
2017-11-13,7151
2017-11-14,7265
2017-11-15,6989
2017-11-16,6715
2017-11-17,6455
2017-11-18,6324
2017-11-19,6153
2017-11-20,6102
2017-11-21,6198
2017-11-22,6239
2017-11-23,6075
2017-11-24,5934
2017-11-25,5866
2017-11-26,5724
2017-11-27,5650
2017-11-28,5587
2017-11-29,5712
2017-11-30,5782
2017-12-01,5685
2017-12-02,5414
2017-12-03,5143
2017-12-04,4885
2017-12-05,4640
2017-12-06,4408
2017-12-07,4257
2017-12-08,4151
2017-12-09,4194
2017-12-10,4144
2017-12-11,4120
2017-12-12,4080
2017-12-13,4136
2017-12-14,4113
2017-12-15,4118
2017-12-16,4160
2017-12-17,4236
2017-12-18,4445
2017-12-19,4668
2017-12-20,4902
2017-12-21,5148
2017-12-22,5406
2017-12-23,5677
2017-12-24,5931
2017-12-25,5993
2017-12-26,6250
2017-12-27,6321
2017-12-28,6124
2017-12-29,5877
2017-12-30,5673
2017-12-31,5686
2018-01-01,5850
2018-01-02,6023
2018-01-03,6318
2018-01-04,6634
2018-01-05,6966
2018-01-06,7315
2018-01-07,7681
2018-01-08,8066
2018-01-09,8470
2018-01-10,8894
2018-01-11,9339
2018-01-12,9806
2018-01-13,10297
2018-01-14,10773
2018-01-15,10778
2018-01-16,10553
2018-01-17,10056
2018-01-18,10262
2018-01-19,9748
2018-01-20,9260
2018-01-21,8798
2018-01-22,8370
2018-01-23,7951
2018-01-25,7323
2018-01-26,6958
2018-01-27,6644
2018-01-28,6449
2018-01-29,6300
2018-01-30,6475
2018-01-31,6695
2018-02-01,6838
2018-02-02,6855
2018-02-03,6740
2018-02-04,6605
2018-02-05,6400
2018-02-06,6353
2018-02-07,6359
2018-02-08,6322
2018-02-09,6460
2018-02-10,6598
2018-02-11,6577
2018-02-12,6661
2018-02-13,6497
2018-02-14,6555
2018-02-15,6670
2018-02-16,6779
2018-02-17,6600
2018-02-18,6713
2018-02-19,6683
2018-02-20,6616
2018-02-21,6639
2018-02-22,6672
2018-02-23,6767
2018-02-24,7096
2018-02-25,7421
2018-02-26,7791
2018-02-27,7985
2018-02-28,7771
2018-03-01,7544
2018-03-02,7419
2018-03-03,7412
2018-03-04,7510
2018-03-05,7492
2018-03-06,7569
2018-03-07,7561
2018-03-08,7449
2018-03-09,7486
2018-03-10,7441
2018-03-11,7372
2018-03-12,7386
2018-03-13,7665
2018-03-14,8042
2018-03-15,8365
2018-03-16,8082
2018-03-17,8104
2018-03-18,8101
2018-03-19,8242
2018-03-20,8268
2018-03-21,8227
2018-03-23,7950
2018-03-24,8073
2018-03-25,8165
2018-03-26,8542
2018-03-27,8755
2018-03-28,8669
2018-03-29,8546
2018-03-30,8609
2018-03-31,8701
2018-04-01,8805
2018-04-02,8878
2018-04-03,8759
2018-04-04,8835
2018-04-05,8851
2018-04-06,8668
2018-04-07,8681
2018-04-08,8637
2018-04-09,8679
2018-04-10,8492
2018-04-11,8223
2018-04-12,8028
2018-04-13,7855
2018-04-14,7869
2018-04-15,7673
2018-04-16,7519
2018-04-17,7569
2018-04-18,7779
2018-04-19,7982
2018-04-20,8085
2018-04-21,8193
2018-04-22,8421
2018-04-23,8569
2018-04-24,8572
2018-04-25,8858
2018-04-26,9093
2018-04-27,9202
2018-04-28,9162
2018-04-29,9043
2018-04-30,8671
2018-05-01,8327
2018-05-03,7746
2018-05-04,7609
2018-05-05,7602
2018-05-07,7681
2018-05-08,7705
2018-05-09,7844
2018-05-10,7663
2018-05-11,7792
2018-05-12,8061
2018-05-13,8279
2018-05-14,8429
2018-05-15,8544
2018-05-16,8703
2018-05-17,8758
2018-05-18,8560
2018-05-19,8385
2018-05-20,8257
2018-05-21,8253
2018-05-22,8146
2018-05-23,8030
2018-05-24,7847
2018-05-25,7891
2018-05-26,7909
2018-05-27,8212
2018-05-28,8266
2018-05-29,8680
2018-05-30,9061
2018-05-31,8885
2018-06-01,8543
2018-06-02,8527
2018-06-03,8792
2018-06-04,8835
2018-06-05,8733
2018-06-06,8642
2018-06-07,8669
2018-06-08,8464
2018-06-09,8504
2018-06-10,8591
2018-06-11,8570
2018-06-12,8439
2018-06-13,8331
2018-06-14,8161
2018-06-15,8206
2018-06-16,8303
2018-06-17,8647
2018-06-18,8784
2018-06-19,9059
2018-06-20,9202
2018-06-21,9381
2018-06-22,9294
2018-06-23,9048
2018-06-24,8852
2018-06-25,8602
2018-06-26,8462
2018-06-27,8267
2018-06-28,8311
2018-06-29,8421
2018-06-30,8502
2018-07-01,8480
2018-07-02,8497
2018-07-03,8756
2018-07-04,9001
2018-07-05,8989
2018-07-06,9111
2018-07-07,9420
2018-07-08,9571
2018-07-09,9683
2018-07-10,9785
2018-07-11,9666
2018-07-12,9445
2018-07-13,9214
2018-07-14,9042
2018-07-15,9213
2018-07-16,9498
2018-07-17,9707
2018-07-18,9773
2018-07-19,9911
2018-07-20,9731
2018-07-21,9896
2018-07-22,10301
2018-07-23,10713
2018-07-24,11073
2018-07-25,11338
2018-07-26,11086
2018-07-27,10776
2018-07-28,10672
2018-07-29,10586
2018-07-30,10607
2018-07-31,10599
2018-08-01,10377
2018-08-02,10055
2018-08-03,9671
2018-08-04,9832
2018-08-05,10114
2018-08-06,10338
2018-08-07,10756
2018-08-08,10694
2018-08-09,10436
2018-08-10,10326
2018-08-11,10113
2018-08-12,10129
2018-08-14,9734
2018-08-16,9816
2018-08-17,9602
2018-08-18,9552
2018-08-19,9821
2018-08-20,9774
2018-08-21,9650
2018-08-22,9594
2018-08-23,9625
2018-08-24,9536
2018-08-25,9663
2018-08-26,9909
2018-08-27,9939
2018-08-28,10239
2018-08-29,10106
2018-08-30,10023
2018-08-31,9893
2018-09-01,10074
2018-09-02,10240
2018-09-03,10132
2018-09-04,10117
2018-09-05,10006
2018-09-06,9949
2018-09-07,9940
2018-09-08,9941
2018-09-09,10198
2018-09-10,9995
2018-09-11,9912
2018-09-12,10212
2018-09-13,10697
2018-09-14,11232
2018-09-15,11794
2018-09-16,12384
2018-09-17,12982
2018-09-18,13578
2018-09-19,14068
2018-09-20,14178
2018-09-21,13563
2018-09-22,13706
2018-09-23,14281
2018-09-24,14382
2018-09-25,14306
2018-09-26,13882
2018-09-27,13193
2018-09-28,12873
2018-09-29,12843
2018-09-30,12999
2018-10-01,12910
2018-10-02,13151
2018-10-03,13281
2018-10-04,13246
2018-10-05,12802
2018-10-06,12400
2018-10-07,12454
2018-10-08,12199
2018-10-09,12129
2018-10-10,12372
2018-10-11,12117
2018-10-12,11986
2018-10-13,11876
2018-10-14,11919
2018-10-15,12101
2018-10-16,11552
2018-10-17,11354
2018-10-18,11844
2018-10-19,11711
2018-10-20,11410
2018-10-21,11397
2018-10-22,11242
2018-10-23,11251
2018-10-24,11620
2018-10-25,11542
2018-10-26,11355
2018-10-27,10921
2018-10-28,10779
2018-10-29,10721
2018-10-30,10733
2018-10-31,11086
2018-11-01,11400
2018-11-03,12071
2018-11-04,11953
2018-11-05,12380
2018-11-06,12995
2018-11-07,13645
2018-11-08,13389
2018-11-09,13039
2018-11-10,12883
2018-11-11,12832
2018-11-12,13396
2018-11-13,13277
2018-11-14,13129
2018-11-15,13548
2018-11-16,14226
2018-11-17,14938
2018-11-18,15557
2018-11-19,15312
2018-11-20,14865
2018-11-21,14363
2018-11-22,14098
2018-11-23,13768
2018-11-24,13366
2018-11-25,13110
2018-11-26,13041
2018-11-27,13159
2018-11-28,12910
2018-11-29,12641
2018-12-01,12710
2018-12-02,12974
2018-12-03,13449
2018-12-04,13853
2018-12-05,13895
2018-12-07,13375
2018-12-09,13067
2018-12-10,12742
2018-12-11,12554
2018-12-12,12512
2018-12-13,12529
2018-12-14,12856
2018-12-15,12713
2018-12-16,13171
2018-12-17,13583
2018-12-18,13532
2018-12-19,13282
2018-12-20,13179
2018-12-21,12933
2018-12-22,12850
2018-12-23,12628
2018-12-24,12562
2018-12-25,12327
2018-12-26,12243
2018-12-27,11842
2018-12-28,12116
2018-12-29,12198
2018-12-30,12489
2018-12-31,12925
2019-01-01,13557
2019-01-02,14205
2019-01-03,14859
2019-01-04,14407
2019-01-05,13915
2019-01-06,13384
2019-01-08,13497
2019-01-10,14251
2019-01-11,14754
2019-01-12,14968
2019-01-13,14235
2019-01-14,13885
2019-01-15,13697
2019-01-16,13166
2019-01-17,12648
2019-01-18,12368
2019-01-19,12255
2019-01-20,12654
2019-01-21,13259
2019-01-22,13564
2019-01-23,13637
2019-01-24,13107
2019-01-25,13160
2019-01-26,13195
2019-01-27,13133
2019-01-28,12826
2019-01-29,12800
2019-01-30,12544
2019-01-31,12578
2019-02-01,12575
2019-02-02,12472
2019-02-03,12098
2019-02-04,11990
2019-02-05,12158
2019-02-06,12040
2019-02-07,12010
2019-02-08,11747
2019-02-09,11628
2019-02-10,11315
2019-02-11,10884
2019-02-12,10689
2019-02-13,10464
2019-02-14,10098
2019-02-15,9811
2019-02-16,9861
2019-02-17,9931
2019-02-18,10015
2019-02-19,10407
2019-02-20,10748
2019-02-21,10749
2019-02-22,10950
2019-02-23,10797
2019-02-24,10984
2019-02-25,11529
2019-02-26,11997
2019-02-27,12013
2019-02-28,11838
2019-03-01,11794
2019-03-02,11625
2019-03-03,11273
2019-03-04,11225
2019-03-05,11290
2019-03-06,11180
2019-03-07,11129
2019-03-08,11134
2019-03-09,10879
2019-03-10,10533
2019-03-11,10397
2019-03-12,10376
2019-03-13,10242
2019-03-14,9984
2019-03-15,9878
2019-03-16,9843
2019-03-17,9708
2019-03-18,9801
2019-03-19,9865
2019-03-20,10025
2019-03-21,10527
2019-03-22,11054
2019-03-23,11367
2019-03-24,10825
2019-03-25,11016
2019-03-26,10736
2019-03-27,10201
2019-03-28,9861
2019-03-29,9656
2019-03-30,9692
2019-03-31,9621
2019-04-01,9480
2019-04-02,9451
2019-04-03,9683
2019-04-04,9680
2019-04-05,9641
2019-04-06,9659
2019-04-07,10122
2019-04-08,10629
2019-04-09,11161
2019-04-10,11503
2019-04-11,11241
2019-04-12,10678
2019-04-13,10159
2019-04-14,9680
2019-04-15,9455
2019-04-16,9362
2019-04-17,9157
2019-04-18,9119
2019-04-19,9018
2019-04-20,8949
2019-04-21,9215
2019-04-22,9668
2019-04-23,10152
2019-04-24,10399
2019-04-25,10038
2019-04-26,9946
2019-04-27,9610
2019-04-28,9181
2019-04-29,9131
2019-04-30,9098
2019-05-01,8969
2019-05-02,9054
2019-05-03,9441
2019-05-04,9425
2019-05-05,9240
2019-05-06,9197
2019-05-07,9126
2019-05-08,9000
2019-05-09,8689
2019-05-10,8775
2019-05-11,8868
2019-05-12,8677
2019-05-13,8628
2019-05-14,8865
2019-05-15,8895
2019-05-16,8889
2019-05-17,8906
2019-05-18,9255
2019-05-19,9718
2019-05-20,10204
2019-05-21,10607
2019-05-22,10423
