date_obj,Curry%20tree%20seed price
2015-08-08,547
2015-08-09,560
2015-08-10,560
2015-08-11,574
2015-08-12,574
2015-08-13,597
2015-08-14,621
2015-08-15,621
2015-08-16,639
2015-08-17,654
2015-08-18,654
2015-08-19,684
2015-08-20,684
2015-08-21,705
2015-08-22,725
2015-08-23,725
2015-08-24,725
2015-08-25,725
2015-08-26,748
2015-08-27,756
2015-08-28,756
2015-08-29,774
2015-08-30,774
2015-08-31,774
2015-09-02,787
2015-09-07,788
2015-09-08,782
2015-09-10,760
2015-09-14,742
2015-09-16,734
2015-09-22,619
2015-09-23,595
2015-09-24,595
2015-09-25,576
2015-09-27,550
2015-09-28,541
2015-09-29,541
2015-09-30,514
2015-10-05,480
2015-10-06,475
2015-10-07,475
2015-10-08,476
2015-10-09,467
2015-10-10,467
2015-10-11,484
2015-10-12,484
2015-10-13,509
2015-10-14,509
2015-10-15,505
2015-10-16,505
2015-10-17,490
2015-10-18,490
2015-10-19,493
2015-10-20,493
2015-10-22,501
2015-10-23,497
2015-10-24,497
2015-10-25,496
2015-10-26,496
2015-10-27,479
2015-10-29,461
2015-10-30,461
2015-10-31,458
2015-11-01,458
2015-11-02,443
2015-11-03,443
2015-11-04,421
2015-11-05,405
2015-11-06,405
2015-11-07,400
2015-11-08,400
2015-11-09,409
2015-11-10,409
2015-11-11,426
2015-11-12,426
2015-11-13,435
2015-11-14,435
2015-11-15,438
2015-11-16,438
2015-11-17,449
2015-11-18,449
2015-11-19,442
2015-11-20,442
2015-11-21,441
2015-11-22,435
2015-11-23,435
2015-11-24,447
2015-11-25,468
2015-11-26,468
2015-11-27,478
2015-11-28,478
2015-11-29,481
2015-11-30,481
2015-12-01,477
2015-12-02,477
2015-12-03,472
2015-12-04,472
2015-12-05,476
2015-12-06,468
2015-12-07,468
2015-12-08,458
2015-12-09,458
2015-12-10,458
2015-12-11,459
2015-12-12,459
2015-12-13,465
2015-12-14,465
2015-12-15,461
2015-12-16,461
2015-12-17,464
2015-12-18,451
2015-12-19,451
2015-12-20,455
2015-12-21,455
2015-12-22,467
2015-12-23,473
2015-12-24,473
2015-12-25,470
2015-12-26,470
2015-12-27,470
2015-12-28,470
2015-12-29,476
2015-12-30,489
2015-12-31,489
2016-01-01,486
2016-01-02,480
2016-01-03,487
2016-01-04,503
2016-01-05,521
2016-01-06,543
2016-01-07,543
2016-01-08,563
2016-01-09,563
2016-01-10,560
2016-01-11,562
2016-01-12,544
2016-01-13,544
2016-01-14,525
2016-01-15,520
2016-01-16,529
2016-01-17,520
2016-01-18,510
2016-01-19,510
2016-01-20,494
2016-01-21,494
2016-01-22,485
2016-01-23,466
2016-01-24,449
2016-01-25,453
2016-01-26,453
2016-01-27,456
2016-01-28,456
2016-01-29,453
2016-01-30,453
2016-01-31,454
2016-02-01,468
2016-02-02,468
2016-02-03,484
2016-02-04,484
2016-02-05,482
2016-02-06,467
2016-02-07,467
2016-02-08,457
2016-02-09,451
2016-02-10,441
2016-02-11,425
2016-02-12,414
2016-02-13,410
2016-02-14,410
2016-02-15,409
2016-02-16,397
2016-02-17,411
2016-02-18,411
2016-02-19,427
2016-02-20,420
2016-02-21,404
2016-02-22,404
2016-02-23,387
2016-02-24,387
2016-02-25,380
2016-02-26,380
2016-02-27,380
2016-02-28,380
2016-03-01,354
2016-03-02,354
2016-03-03,343
2016-03-04,333
2016-03-05,322
2016-03-06,318
2016-03-07,318
2016-03-08,318
2016-03-09,334
2016-03-10,337
2016-03-11,337
2016-03-12,338
2016-03-13,338
2016-03-14,348
2016-03-15,345
2016-03-16,352
2016-03-17,357
2016-03-18,361
2016-03-19,361
2016-03-20,367
2016-03-21,367
2016-03-22,386
2016-03-23,402
2016-03-24,402
2016-03-25,407
2016-03-26,404
2016-03-27,404
2016-03-28,399
2016-03-29,399
2016-03-30,399
2016-03-31,408
2016-04-01,408
2016-04-02,411
2016-04-03,423
2016-04-04,424
2016-04-05,424
2016-04-06,425
2016-04-07,425
2016-04-08,438
2016-04-09,440
2016-04-10,422
2016-04-11,422
2016-04-12,416
2016-04-13,416
2016-04-14,410
2016-04-15,401
2016-04-16,395
2016-04-17,392
2016-04-18,393
2016-04-19,393
2016-04-20,379
2016-04-21,371
2016-04-22,371
2016-04-23,383
2016-04-24,380
2016-04-25,377
2016-04-26,377
2016-04-27,374
2016-04-28,375
2016-04-29,357
2016-04-30,342
2016-05-01,334
2016-05-02,339
2016-05-03,328
2016-05-04,328
2016-05-05,325
2016-05-06,325
2016-05-07,330
2016-05-08,330
2016-05-09,322
2016-05-10,316
2016-05-11,316
2016-05-12,311
2016-05-13,304
2016-05-14,302
2016-05-15,297
2016-05-16,297
2016-05-17,289
2016-05-18,285
2016-05-19,285
2016-05-22,278
2016-05-23,287
2016-05-24,295
2016-05-25,295
2016-05-26,296
2016-05-27,290
2016-05-28,290
2016-05-29,299
2016-05-30,299
2016-05-31,310
2016-06-01,318
2016-06-02,323
2016-06-03,323
2016-06-04,322
2016-06-05,322
2016-06-06,317
2016-06-07,317
2016-06-08,319
2016-06-09,324
2016-06-10,322
2016-06-11,319
2016-06-12,314
2016-06-13,314
2016-06-14,318
2016-06-15,314
2016-06-16,314
2016-06-17,308
2016-06-18,308
2016-06-19,309
2016-06-20,307
2016-06-21,306
2016-06-22,308
2016-06-23,305
2016-06-24,305
2016-06-25,302
2016-06-26,302
2016-06-27,299
2016-06-28,310
2016-06-29,322
2016-06-30,334
2016-07-01,341
2016-07-02,341
2016-07-03,346
2016-07-04,349
2016-07-05,340
2016-07-06,328
2016-07-07,334
2016-07-08,346
2016-07-09,360
2016-07-10,370
2016-07-11,389
2016-07-12,409
2016-07-13,430
2016-07-14,452
2016-07-15,475
2016-07-16,499
2016-07-17,524
2016-07-18,551
2016-07-23,628
2016-07-24,625
2016-07-25,613
2016-07-26,613
2016-07-27,586
2016-07-28,562
2016-07-29,536
2016-07-30,518
2016-07-31,518
2016-08-01,501
2016-08-02,476
2016-08-03,453
2016-08-04,431
2016-08-05,413
2016-08-06,406
2016-08-07,414
2016-08-08,414
2016-08-09,417
2016-08-10,411
2016-08-11,411
2016-08-12,424
2016-08-13,419
2016-08-14,432
2016-08-15,440
2016-08-16,440
2016-08-17,440
2016-08-18,429
2016-08-19,418
2016-08-20,405
2016-08-21,419
2016-08-22,427
2016-08-23,423
2016-08-24,404
2016-08-25,395
2016-08-26,395
2016-08-28,385
2016-08-31,388
2016-09-01,393
2016-09-02,393
2016-09-03,407
2016-09-04,395
2016-09-05,385
2016-09-06,380
2016-09-07,380
2016-09-08,387
2016-09-09,387
2016-09-10,380
2016-09-11,380
2016-09-12,372
2016-09-13,380
2016-09-14,380
2016-09-15,380
2016-09-16,380
2016-09-17,377
2016-09-18,395
2016-09-19,404
2016-09-20,404
2016-09-21,421
2016-09-22,437
2016-09-23,456
2016-09-24,456
2016-09-25,479
2016-09-26,479
2016-09-27,503
2016-09-28,529
2016-09-29,529
2016-09-30,556
2016-10-01,584
2016-10-02,584
2016-10-03,614
2016-10-04,645
2016-10-05,676
2016-10-06,676
2016-10-07,707
2016-10-08,742
2016-10-09,742
2016-10-10,780
2016-10-11,819
2016-10-12,819
2016-10-13,859
2016-10-14,901
2016-10-15,941
2016-10-16,941
2016-10-17,988
2016-10-18,988
2016-10-19,1036
2016-10-20,1036
2016-10-21,1072
2016-10-22,1072
2016-10-23,1082
2016-10-24,1125
2016-10-25,1125
2016-10-26,1177
2016-10-27,1177
2016-10-28,1219
2016-10-29,1195
2016-10-30,1195
2016-10-31,1149
2016-11-01,1149
2016-11-02,1120
2016-11-03,1120
2016-11-04,1091
2016-11-05,1091
2016-11-06,1041
2016-11-07,1041
2016-11-08,989
2016-11-09,941
2016-11-10,897
2016-11-11,897
2016-11-12,902
2016-11-13,902
2016-11-14,910
2016-11-15,910
2016-12-07,800
2016-12-08,797
2016-12-09,790
2016-12-10,790
2016-12-11,780
2016-12-12,754
2016-12-13,749
2016-12-14,757
2016-12-15,757
2016-12-16,783
2016-12-17,791
2016-12-18,791
2016-12-19,788
2016-12-20,807
2016-12-21,809
2016-12-22,809
2016-12-23,830
2016-12-24,830
2016-12-25,818
2016-12-26,818
2016-12-27,834
2016-12-28,844
2016-12-29,861
2016-12-30,854
2016-12-31,857
2017-01-01,863
2017-01-02,865
2017-01-03,852
2017-01-04,840
2017-01-05,840
2017-01-06,861
2017-01-07,853
2017-01-08,867
2017-01-09,888
2017-01-10,916
2017-01-11,929
2017-01-12,952
2017-01-13,952
2017-01-14,960
2017-01-15,960
2017-01-16,933
2017-01-17,960
2017-01-18,1003
2017-01-19,1003
2017-01-20,1007
2017-01-21,1015
2017-01-22,988
2017-01-23,951
2017-01-27,962
2017-01-28,957
2017-01-29,910
2017-01-30,884
2017-01-31,857
2017-02-01,848
2017-02-02,849
2017-02-03,837
2017-02-04,806
2017-02-05,792
2017-02-06,789
2017-02-07,771
2017-02-08,737
2017-02-09,737
2017-02-10,717
2017-02-11,712
2017-02-12,712
2017-02-13,692
2017-02-14,692
2017-02-15,692
2017-02-16,692
2017-02-18,690
2017-02-19,670
2017-02-20,664
2017-02-21,642
2017-02-22,642
2017-02-23,642
2017-02-24,642
2017-02-25,640
2017-02-26,628
2017-02-27,598
2017-02-28,601
2017-03-01,626
2017-03-02,639
2017-03-03,639
2017-03-04,659
2017-03-05,682
2017-03-06,707
2017-03-07,708
2017-03-08,708
2017-03-09,712
2017-03-10,694
2017-03-11,685
2017-03-12,671
2017-03-13,676
2017-03-14,651
2017-03-15,650
2017-03-16,661
2017-03-17,672
2017-03-18,683
2017-03-19,690
2017-03-20,699
2017-03-21,690
2017-03-22,683
2017-03-23,687
2017-03-24,696
2017-03-25,696
2017-03-26,679
2017-03-27,671
2017-03-28,659
2017-03-29,655
2017-03-30,651
2017-03-31,648
2017-04-01,647
2017-04-02,674
2017-04-03,679
2017-04-04,687
2017-04-12,810
2017-04-13,793
2017-04-14,757
2017-04-15,723
2017-04-16,702
2017-04-17,715
2017-04-18,725
2017-04-19,737
2017-04-20,741
2017-04-21,747
2017-04-22,723
2017-04-23,689
2017-04-24,689
2017-04-25,688
2017-04-26,688
2017-04-27,675
2017-04-28,642
2017-04-29,624
2017-04-30,604
2017-05-01,597
2017-05-02,571
2017-05-03,548
2017-05-04,522
2017-05-05,496
2017-05-06,478
2017-05-07,480
2017-05-08,470
2017-05-09,476
2017-05-10,489
2017-05-11,506
2017-05-12,531
2017-05-13,517
2017-05-14,510
2017-05-15,498
2017-05-16,499
2017-05-17,502
2017-05-18,494
2017-05-19,494
2017-05-20,503
2017-05-21,503
2017-05-22,507
2017-05-23,520
2017-05-24,524
2017-05-25,513
2017-05-26,503
2017-05-27,489
2017-05-28,488
2017-05-29,488
2017-05-30,508
2017-05-31,521
2017-06-01,514
2017-06-02,527
2017-06-03,516
2017-06-04,490
2017-06-05,485
2017-06-06,503
2017-06-07,519
2017-06-08,519
2017-06-09,535
2017-06-10,542
2017-06-11,516
2017-06-12,504
2017-06-13,482
2017-06-14,467
2017-06-15,450
2017-06-16,453
2017-06-17,464
2017-06-18,476
2017-06-19,476
2017-06-20,496
2017-06-21,520
2017-06-22,520
2017-06-23,541
2017-06-24,567
2017-06-25,577
2017-06-26,597
2017-06-27,627
2017-06-28,654
2017-06-29,661
2017-06-30,676
2017-07-01,676
2017-07-02,657
2017-07-03,629
2017-07-04,616
2017-07-05,616
2017-07-06,626
2017-07-07,626
2017-07-08,644
2017-07-13,663
2017-07-14,654
2017-07-15,654
2017-07-16,671
2017-07-17,680
2017-07-18,680
2017-07-19,682
2017-07-20,708
2017-07-21,718
2017-07-22,725
2017-07-23,738
2017-07-24,738
2017-07-25,770
2017-07-26,795
2017-07-27,803
2017-07-28,816
2017-07-29,811
2017-07-30,809
2017-07-31,809
2017-08-01,809
2017-08-02,834
2017-08-03,841
2017-08-04,870
2017-08-05,883
2017-08-06,880
2017-08-09,870
2017-08-10,877
2017-08-11,838
2017-08-12,822
2017-08-13,831
2017-08-14,824
2017-08-15,819
2017-08-16,822
2017-08-17,856
2017-08-18,856
2017-08-19,833
2017-08-20,840
2017-08-21,829
2017-08-22,845
2017-08-23,841
2017-08-24,838
2017-08-25,818
2017-08-26,797
2017-08-27,782
2017-08-28,777
2017-08-29,777
2017-08-30,744
2017-08-31,711
2017-09-01,684
2017-09-03,664
2017-09-04,644
2017-09-05,637
2017-09-06,657
2017-09-07,690
2017-09-08,690
2017-09-09,682
2017-09-10,689
2017-09-11,709
2017-09-12,709
2017-09-13,706
2017-09-14,681
2017-09-15,681
2017-09-16,654
2017-09-17,656
2017-09-18,659
2017-09-19,673
2017-09-20,684
2017-09-21,667
2017-09-22,638
2017-09-23,638
2017-09-24,624
2017-09-25,606
2017-09-26,578
2017-09-27,578
2017-09-28,562
2017-09-29,546
2017-09-30,562
2017-10-01,576
2017-10-02,595
2017-10-03,595
2017-10-04,592
2017-10-05,616
2017-10-06,642
2017-10-07,674
2017-10-08,667
2017-10-09,689
2017-10-10,691
2017-10-11,691
2017-10-12,688
2017-10-13,671
2017-10-14,655
2017-10-15,655
2017-10-16,662
2017-10-17,662
2017-10-18,680
2017-10-19,688
2017-10-20,689
2017-10-21,682
2017-10-22,681
2017-10-23,680
2017-10-24,699
2017-10-25,714
2017-10-26,706
2017-10-27,695
2017-10-28,695
2017-10-29,719
2017-10-30,748
2017-10-31,726
2017-11-01,726
2017-11-02,730
2017-11-03,730
2017-11-04,717
2017-11-05,694
2017-11-06,699
2017-11-07,717
2017-11-08,736
2017-11-09,751
2017-11-10,771
2017-11-11,759
2017-11-12,724
2017-11-13,713
2017-11-14,711
2017-11-15,721
2017-11-16,729
2017-11-17,759
2017-11-18,756
2017-11-19,764
2017-11-20,790
2017-11-21,802
2017-11-22,801
2017-11-23,798
2017-11-24,770
2017-11-25,747
2017-11-26,722
2017-11-27,722
2017-11-28,717
2017-11-29,721
2017-11-30,728
2017-12-01,727
2017-12-02,695
2017-12-03,670
2017-12-04,669
2017-12-05,676
2017-12-06,692
2017-12-07,698
2017-12-08,698
2017-12-09,704
2017-12-10,674
2017-12-11,654
2017-12-12,649
2017-12-13,642
2017-12-14,643
2017-12-15,650
2017-12-16,638
2017-12-17,637
2017-12-18,651
2017-12-19,632
2017-12-20,612
2017-12-21,590
2017-12-22,582
2017-12-23,558
2017-12-24,540
2017-12-25,518
2017-12-26,500
2017-12-27,486
2017-12-28,469
2017-12-29,472
2017-12-30,489
2017-12-31,511
2018-01-01,516
2018-01-02,522
2018-01-03,537
2018-01-04,521
2018-01-05,513
2018-01-06,499
2018-01-07,493
2018-01-08,509
2018-01-09,505
2018-01-10,494
2018-01-11,493
2018-01-12,482
2018-01-13,469
2018-01-14,467
2018-01-15,477
2018-01-16,494
2018-01-17,503
2018-01-18,504
2018-01-19,504
2018-01-20,502
2018-01-21,495
2018-01-22,492
2018-01-23,500
2018-01-24,510
2018-01-25,502
2018-01-26,500
2018-01-27,492
2018-01-28,492
2018-01-29,501
2018-01-30,503
2018-01-31,505
2018-02-01,502
2018-02-02,487
2018-02-03,500
2018-02-04,493
2018-02-05,483
2018-02-06,498
2018-02-07,500
2018-02-08,506
2018-02-09,508
2018-02-10,493
2018-02-11,476
2018-02-12,469
2018-02-13,471
2018-02-14,472
2018-02-15,462
2018-02-16,452
2018-02-17,445
2018-02-18,448
2018-02-19,449
2018-02-20,453
2018-02-21,464
2018-02-22,460
2018-02-23,457
2018-02-24,452
2018-02-25,448
2018-02-26,455
2018-02-27,450
2018-02-28,441
2018-03-01,431
2018-03-02,434
2018-03-03,418
2018-03-04,398
2018-03-05,396
2018-03-06,395
2018-03-07,403
2018-03-08,414
2018-03-09,416
2018-03-10,427
2018-03-11,440
2018-03-12,438
2018-03-13,459
2018-03-14,468
2018-03-15,458
2018-03-16,456
2018-03-17,450
2018-03-18,449
2018-03-19,448
2018-03-20,440
2018-03-21,446
2018-03-23,454
2018-03-24,452
2018-03-25,435
2018-03-26,427
2018-03-27,427
2018-03-28,429
2018-03-29,438
2018-03-30,435
2018-03-31,417
2018-04-01,403
2018-04-02,385
2018-04-03,380
2018-04-04,396
2018-04-05,409
2018-04-06,403
2018-04-07,416
2018-04-08,420
2018-04-09,417
2018-04-10,407
2018-04-11,419
2018-04-12,435
2018-04-13,453
2018-04-14,476
2018-04-15,498
2018-04-16,518
2018-04-17,539
2018-04-18,566
2018-04-19,595
2018-04-20,625
2018-04-21,648
2018-04-22,666
2018-04-23,654
2018-04-24,657
2018-04-25,635
2018-04-26,627
2018-04-27,611
2018-04-28,614
2018-04-29,621
2018-04-30,626
2018-05-01,612
2018-05-03,585
2018-05-04,577
2018-05-05,559
2018-05-07,505
2018-05-08,480
2018-05-09,464
2018-05-10,464
2018-05-11,462
2018-05-12,471
2018-05-13,468
2018-05-14,457
2018-05-15,434
2018-05-16,416
2018-05-17,416
2018-05-18,418
2018-05-19,407
2018-05-20,415
2018-05-21,418
2018-05-22,425
2018-05-23,423
2018-05-24,418
2018-05-25,420
2018-05-26,409
2018-05-27,391
2018-05-28,371
2018-05-29,355
2018-05-30,340
2018-05-31,326
2018-06-01,311
2018-06-02,305
2018-06-03,289
2018-06-04,279
2018-06-05,278
2018-06-06,285
2018-06-07,298
2018-06-08,301
2018-06-09,300
2018-06-10,306
2018-06-11,309
2018-06-12,311
2018-06-13,304
2018-06-14,295
2018-06-15,287
2018-06-16,284
2018-06-17,279
2018-06-18,268
2018-06-19,255
2018-06-20,246
2018-06-21,235
2018-06-22,229
2018-06-23,236
2018-06-24,229
2018-06-25,225
2018-06-26,229
2018-06-27,233
2018-06-28,230
2018-06-29,233
2018-06-30,237
2018-07-01,249
2018-07-02,262
2018-07-03,271
2018-07-04,277
2018-07-05,291
2018-07-06,306
2018-07-07,322
2018-07-08,331
2018-07-09,340
2018-07-10,352
2018-07-11,356
2018-07-12,341
2018-07-13,323
2018-07-14,308
2018-07-15,297
2018-07-16,283
2018-07-17,268
2018-07-18,258
2018-07-19,253
2018-07-20,256
2018-07-21,262
2018-07-22,262
2018-07-23,264
2018-07-24,267
2018-07-25,280
2018-07-26,293
2018-07-27,302
2018-07-28,292
2018-07-29,282
2018-07-30,272
2018-07-31,261
2018-08-01,247
2018-08-02,235
2018-08-03,225
2018-08-04,213
2018-08-05,204
2018-08-06,198
2018-08-07,191
2018-08-08,199
2018-08-09,203
2018-08-10,200
2018-08-11,200
2018-08-12,202
2018-08-14,202
2018-08-16,202
2018-08-17,200
2018-08-18,203
2018-08-19,202
2018-08-20,198
2018-08-21,194
2018-08-22,187
2018-08-23,182
2018-08-24,176
2018-08-25,167
2018-08-26,160
2018-08-27,163
2018-08-28,156
2018-08-29,150
2018-08-30,147
2018-08-31,143
2018-09-01,142
2018-09-02,138
2018-09-03,138
2018-09-04,141
2018-09-05,148
2018-09-06,156
2018-09-07,161
2018-09-08,153
2018-09-09,145
2018-09-10,137
2018-09-11,131
2018-09-12,130
2018-09-13,126
2018-09-14,121
2018-09-15,117
2018-09-16,112
2018-09-17,111
2018-09-18,111
2018-09-19,109
2018-09-20,112
2018-09-21,114
2018-09-22,113
2018-09-23,112
2018-09-24,111
2018-09-25,109
2018-09-26,107
2018-09-27,102
2018-09-28,102
2018-09-29,102
2018-09-30,101
2018-10-01,100
2018-10-02,98
2018-10-03,99
2018-10-04,100
2018-10-05,103
2018-10-06,100
2018-10-07,101
2018-10-08,106
2018-10-09,110
2018-10-10,114
2018-10-11,113
2018-10-12,116
2018-10-13,120
2018-10-14,119
2018-10-15,124
2018-10-16,130
2018-10-17,132
2018-10-18,135
2018-10-19,136
2018-10-20,138
2018-10-21,141
2018-10-22,149
2018-10-23,157
2018-10-24,165
2018-10-25,174
2018-10-26,179
2018-10-27,182
2018-10-28,183
2018-10-29,173
2018-10-30,167
2018-10-31,164
2018-11-01,160
2018-11-03,159
2018-11-04,156
2018-11-05,149
2018-11-06,141
2018-11-07,136
2018-11-08,134
2018-11-09,133
2018-11-10,133
2018-11-11,138
2018-11-12,144
2018-11-13,152
2018-11-14,148
2018-11-15,141
2018-11-16,145
2018-11-17,145
2018-11-18,149
2018-11-19,155
2018-11-20,162
2018-11-21,165
2018-11-22,170
2018-11-23,172
2018-11-24,173
2018-11-25,173
2018-11-26,171
2018-11-27,177
2018-11-28,179
2018-11-29,182
2018-12-01,191
2018-12-02,194
2018-12-03,194
2018-12-04,190
2018-12-05,200
2018-12-07,218
2018-12-09,237
2018-12-10,247
2018-12-11,255
2018-12-12,268
2018-12-13,282
2018-12-14,294
2018-12-15,297
2018-12-16,306
2018-12-17,315
2018-12-18,314
2018-12-19,315
2018-12-20,308
2018-12-21,301
2018-12-22,296
2018-12-23,298
2018-12-24,301
2018-12-25,291
2018-12-26,279
2018-12-27,278
2018-12-28,286
2018-12-29,290
2018-12-30,295
2018-12-31,295
2019-01-01,292
2019-01-02,297
2019-01-03,294
2019-01-04,298
2019-01-05,298
2019-01-06,301
2019-01-08,321
2019-01-10,323
2019-01-11,312
2019-01-12,303
2019-01-13,289
2019-01-14,278
2019-01-15,273
2019-01-16,261
2019-01-17,250
2019-01-18,244
2019-01-19,234
2019-01-20,223
2019-01-21,213
2019-01-22,205
2019-01-23,198
2019-01-24,189
2019-01-25,180
2019-01-26,173
2019-01-27,165
2019-01-28,157
2019-01-29,149
2019-01-30,141
2019-01-31,133
2019-02-01,126
2019-02-02,119
2019-02-03,113
2019-02-04,107
2019-02-05,101
2019-02-06,95
2019-02-07,90
2019-02-08,86
2019-02-09,84
2019-02-10,81
2019-02-11,77
2019-02-12,76
2019-02-13,76
2019-02-14,73
2019-02-15,72
2019-02-16,72
2019-02-17,71
2019-02-18,71
2019-02-19,71
2019-02-20,73
2019-02-21,74
2019-02-22,76
2019-02-23,80
2019-02-24,84
2019-02-25,82
2019-02-26,80
2019-02-27,80
2019-02-28,76
2019-03-01,73
2019-03-02,72
2019-03-03,71
2019-03-04,70
2019-03-05,70
2019-03-06,70
2019-03-07,68
2019-03-08,68
2019-03-09,67
2019-03-10,67
2019-03-11,69
2019-03-12,71
2019-03-13,73
2019-03-14,73
2019-03-15,71
2019-03-16,71
2019-03-17,71
2019-03-18,71
2019-03-19,70
2019-03-20,67
2019-03-21,69
2019-03-22,70
2019-03-23,69
2019-03-24,69
2019-03-25,66
2019-03-26,67
2019-03-27,68
2019-03-28,69
2019-03-29,71
2019-03-30,73
2019-03-31,72
2019-04-01,73
2019-04-02,75
2019-04-03,76
2019-04-04,77
2019-04-05,77
2019-04-06,79
2019-04-07,80
2019-04-08,79
2019-04-09,82
2019-04-10,83
2019-04-11,80
2019-04-12,77
2019-04-13,74
2019-04-14,71
2019-04-15,67
2019-04-16,67
2019-04-17,68
2019-04-18,67
2019-04-19,63
2019-04-20,59
2019-04-21,57
2019-04-22,56
2019-04-23,54
2019-04-24,51
2019-04-25,48
2019-04-26,46
2019-04-27,44
2019-04-28,41
2019-04-29,39
2019-04-30,38
2019-05-01,36
2019-05-02,35
2019-05-03,34
2019-05-04,33
2019-05-05,34
2019-05-06,35
2019-05-07,35
2019-05-08,36
2019-05-09,35
2019-05-10,36
2019-05-11,35
2019-05-12,34
2019-05-13,34
2019-05-14,34
2019-05-15,35
2019-05-16,36
2019-05-17,38
2019-05-18,39
2019-05-19,41
2019-05-20,40
2019-05-21,42
2019-05-22,45
2019-05-23,47
2019-05-24,50
2019-05-25,51
2019-05-26,51
2019-05-27,50
2019-05-28,51
2019-05-29,51
2019-05-30,52
2019-05-31,49
2019-06-01,46
2019-06-02,43
2019-06-03,40
2019-06-04,39
2019-06-05,38
2019-06-06,37
2019-06-07,35
2019-06-08,33
2019-06-09,32
2019-06-10,32
2019-06-11,31
2019-06-12,30
2019-06-13,28
2019-06-14,27
2019-06-15,26
2019-06-16,26
2019-06-17,25
2019-06-18,25
2019-06-19,26
2019-06-20,27
2019-06-21,27
2019-06-22,26
2019-06-23,25
2019-06-24,24
2019-06-25,25
2019-06-26,27
2019-06-27,29
2019-06-28,30
2019-06-29,30
2019-06-30,28
2019-07-01,26
2019-07-02,24
2019-07-03,22
2019-07-04,21
2019-07-05,20
2019-07-06,19
2019-07-07,19
2019-07-08,18
2019-07-09,18
2019-07-10,18
2019-07-11,18
2019-07-12,18
2019-07-13,18
2019-07-14,18
2019-07-15,18
2019-07-16,18
2019-07-17,18
2019-07-18,18
2019-07-19,18
2019-07-20,18
2019-07-21,18
2019-07-22,18
2019-07-23,18
2019-07-24,18
2019-07-25,19
2019-07-26,19
2019-07-27,19
2019-07-28,20
2019-07-29,21
2019-07-30,23
2019-07-31,25
2019-08-01,25
2019-08-02,26
2019-08-03,25
2019-08-04,26
2019-08-05,26
2019-08-06,26
2019-08-07,26
2019-08-08,26
2019-08-09,27
2019-08-10,28
2019-08-11,29
2019-08-12,30
2019-08-13,32
2019-08-14,33
2019-08-15,34
2019-08-16,36
2019-08-17,38
2019-08-18,40
